EAN_Supplier,EAN_Amazon,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,Sales,NetProfit,ROI,SupplierPrice,AmazonPrice,MatchCategory,MatchScore,MatchReason
5034566335325.0,5034566335325.0,B09K7H8TNC,Donkey Palm Pal,"Aurora, 33532, Palm Pals Sunny Labrador Dog, 5In, Soft Toy, Brown",https://angelwholesale.co.uk/soft-toys/pet-range/sunny-labrador-palm-pal/p1065151.html,https://www.amazon.co.uk/dp/B09K7H8TNC,50.0,0.4450000000000014,10.022522522522554,4.668,11.07,GROUP_1_EXACT_EAN,100.0,Exact EAN match
5010792424804.0,5010792424804.0,B07GX1BVNP,Vehicle Tray,Lesser & Pavey LP42480A Little Stars Vehicles Plate,https://angelwholesale.co.uk/baby/feeding/tableware/vehicles-plate/p1070487.html,https://www.amazon.co.uk/dp/B07GX1BVNP,50.0,0.1149999999999999,4.212454212454212,2.616,6.69,GROUP_1_EXACT_EAN,100.0,Exact EAN match
