category,is_exact_ean,Pack_Verdict,Adjusted_Profit,NetProfit,ROI,Qty_Ratio,Sup_Qty,Amz_Qty,title_match,sales,SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT
UNCERTAIN,False,BUNDLE (2x) - OK,0.13166666666666726,3.7316666666666674,105.1173708920188,2.0,1.0,2.0,0.1743119266055046,200.0,Pink Babies Cellular Blanket,"Bloomsbury Mill - Cellular Blankets Baby - Soft 100% Organic Cotton Baby Blanket - Pack of 2 - Essentials For Newborn - Ideal for Cot Bed, Travel, Car Seat, Pram, Moses Basket - Pink 75x95cm",5056188213270,5060410593641,B07B6281JL,3.6,14.99
UNCERTAIN,False,BUNDLE (2x) - OK,0.13166666666666726,3.7316666666666674,105.1173708920188,2.0,1.0,2.0,0.1743119266055046,200.0,Pink Babies Cellular Blanket,"Bloomsbury Mill - Cellular Blankets Baby - Soft 100% Organic Cotton Baby Blanket - Pack of 2 - Essentials For Newborn - Ideal for Cot Bed, Travel, Car Seat, Pram, Moses Basket - Pink 75x95cm",5056188213263,5060410593641,B07B6281JL,3.6,14.99
MODERATE_CONFIDENCE,False,1:1 Match,1.3550000000000004,1.3550000000000004,105.03875968992251,1.0,1.0,1.0,0.3076923076923077,50.0,Spaceman Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",5012213378550,nan,B0FJY5HD6Z,0.888,6.39
UNCERTAIN,False,1:1 Match,4.258333333333335,4.258333333333335,103.86178861788622,1.0,1.0,1.0,0.22598870056497175,800.0,Keeleco Christmas Tree (40cm),"Deyaah 40cm Mini Christmas Tree with Lights, Desktop Christmas Tree, Battery Powered Tabletop Christmas Tree for Christmas Holiday Table Decor (Red)",5027148039094,nan,B0CJCNH17G,4.26,16.99
UNCERTAIN,False,1:1 Match,15.741666666666664,15.741666666666664,103.7000439174352,1.0,1.0,1.0,0.17937219730941703,100.0,10 Square Nested Santa Boxes,"Aigostar 2000W Electric Fan Heater, Energy Efficient Space Heater with Remote Control, 70° Oscillation, 4 Modes, 24H Timer, Overheat & Tip-Over Protection - Silent Ceramic Heater for Home/Bedroom",5056022158927,8433325182915,B0F7R9GN9X,17.556,53.99
UNCERTAIN,False,BUNDLE (2x) - OK,0.3083333333333327,2.2283333333333326,103.64341085271312,2.0,1.0,2.0,0.20134228187919462,200.0,Clear Glass Mug,"PARACITY Clear Glass Mugs Set of 2, 420ml Large Glass Coffee/Tea Cups with Handle, Hot/Cold Drink, Latte, Cappuccino, Tea, Juice, Beer",5015302427887,nan,B0C8N1S38V,1.92,10.99
UNCERTAIN,False,1:1 Match,0.7650000000000008,0.7650000000000008,103.37837837837849,1.0,1.0,1.0,0.20430107526881722,100.0,Dm3 Glitter Fluffy Unicorn 10 inch Plush,"GirlZone Unicorn Teddy, 18-Inch Stuffed Pink Plush Unicorn for Girls with Pretty Glitter Horn, Soft and Cuddly, Great Birthday Gift Idea for Girls",5056022180065,5060493080243,B078SWN7DF,0.228,9.99
MODERATE_CONFIDENCE,False,SPLIT (1/18) - OK,2.0845833333333332,1.2912499999999998,103.3,0.05555555555555555,18.0,1.0,0.3127962085308057,400.0,"Orange Assorted Cutlery (knife, Fork, Spoon) (x18)","Cutlery Set - Pleafind 16-Piece Stainless Steel Cutlery Set - Spoon Knife and Fork Sets for 4 People, Mirror Polished and Dishwasher Safe, for Kitchen Restaurant",48419314011,nan,B0C48LJCW6,0.84,6.99
MODERATE_CONFIDENCE,False,1:1 Match,3.7995833333333335,3.7995833333333335,102.69144144144144,1.0,1.0,1.0,0.31746031746031744,50.0,AOP Lined Hooded Robe Jungle,Slumber Hut® BORG Snuggle Fleece Dressing Gown Hooded Luxury Robe - Childrens Sizes Child UK Years,5050750073095,5053790587287,B0FV351DG1,3.78,13.99
UNCERTAIN,False,1:1 Match,1.7416666666666674,1.7416666666666674,102.4509803921569,1.0,1.0,1.0,0.26519337016574585,100.0,Blue Rolled Polar Blanket,"Dreamscene Navy Blue Throw for Sofa, Super Soft Warm Cosy Fleece Throw Blanket for Bed Lightweight Fluffy Single Bedspread Polar Fleece Blanket, 120 x 150cm",5056188242232,5027434151011,B0B5LPF5GP,1.38,8.99
HIGH_LIKELIHOOD,False,1:1 Match,4.280000000000002,4.280000000000002,101.42180094786735,1.0,1.0,1.0,0.5517241379310345,200.0,Natural Trug With Folding Handle,Selections Natural Willow Garden Trug Storage Harvesting Basket with Folding Handles,5055579167369,5056589502126,B0BVGG136Y,4.404,19.98
UNCERTAIN,False,SPLIT (1/5) - OK,11.792000000000005,6.320000000000004,101.12000000000006,0.2,5.0,1.0,0.20689655172413793,50.0,5 Piece Sketchy Dinosaur Gift Set (0-9 Months),"Baby Dino Musical Stuffed Animal Toys for 0-3-6-9-12 Months，Infant Dinosaur Tummy Time Toys with Crinkle Sound Paper,Teether，Textures & Rattles for Newborn Boys Girls Birthday Gifts，Blue",5050750055473,nan,B0D7H98PYV,6.84,22.98
UNCERTAIN,False,SPLIT (1/5) - OK,11.792000000000005,6.320000000000004,101.12000000000006,0.2,5.0,1.0,0.20689655172413793,50.0,5 Piece Sketchy Dinosaur Gift Set (0-9 Months),"Baby Dino Musical Stuffed Animal Toys for 0-3-6-9-12 Months，Infant Dinosaur Tummy Time Toys with Crinkle Sound Paper,Teether，Textures & Rattles for Newborn Boys Girls Birthday Gifts，Blue",5050750055459,nan,B0D7H98PYV,6.84,22.98
UNCERTAIN,False,1:1 Match,4.332916666666667,4.332916666666667,100.765503875969,1.0,1.0,1.0,0.2087912087912088,400.0,Bluey Colouring Set,Bluey Art Set for Kids Colouring Pencils Paints Felt Tip Pens Crayons Stationery Crafts Girls Boys Art Supplies Preschool Travel 40 Plus Pcs Gift Set (Blue 3 Tier),nan,nan,B0CB6SS629,4.5,15.59
UNCERTAIN,False,1:1 Match,4.341666666666667,4.341666666666667,100.0384024577573,1.0,1.0,1.0,0.2087912087912088,200.0,Suki Gifts Soft Pink Baby Bear (15cm),"King C. Gillette Style Master, Beard Trimmer, Stubble Trimmer & Electric Shaver with One 4D Blade, Electric Razor for Men with 3 Comb Attachments",5038451059464,7702018602056,B09CDFZ5H2,4.548,17.09
MODERATE_CONFIDENCE,False,BUNDLE (2x) - OK,0.24833333333333285,2.048333333333333,99.91869918699186,2.0,3.0,6.0,0.3016759776536313,100.0,Girls 3pk Knee High Sock - Navy 37-40 / 4-6,"ProActive Sports 6 Pairs Girls' Knee High Socks - Size 4-6 UK - Soft Cotton School Uniform Socks for Back to School, Uniform, Party Wear",5056117232471,5061044740128,B0DK5SV5Q7,1.8,8.95
MODERATE_CONFIDENCE,False,BUNDLE (2x) - OK,0.24833333333333285,2.048333333333333,99.91869918699186,2.0,3.0,6.0,0.358974358974359,100.0,Girls 3pk Knee High School Socks - Navy Size 31-36 / 12-3.5,"ProActive Sports 6 Pairs Girls' Knee High Socks - Size 4-6 UK - Soft Cotton School Uniform Socks for Back to School, Uniform, Party Wear",5056117232440,5061044740128,B0DK5SV5Q7,1.8,8.95
HIGH_LIKELIHOOD,False,SPLIT (1/2) - OK,2.5483333333333347,1.7983333333333344,99.90740740740746,0.5,2.0,1.0,0.8571428571428571,200.0,Booja-Booja Almond Salted Caramel Chocolate Truffles (2 Pack),"Booja - Booja, Almond Salted Caramel Vegan Chocolate Truffles 92g",5060002043868,5060002043158,B086T58NJK,1.5,7.99
HIGH_LIKELIHOOD,False,1:1 Match,1.7983333333333344,1.7983333333333344,99.90740740740746,1.0,1.0,1.0,0.9043478260869565,200.0,Booja-Booja Honeycomb Caramel Chocolate Truffles (92g),"Booja - Booja, Honeycomb Caramel Vegan Chocolate Truffles 92g",5060002043875,5060002043677,B08X7F72B6,1.5,7.99
HIGH_LIKELIHOOD,False,1:1 Match,1.7983333333333344,1.7983333333333344,99.90740740740746,1.0,1.0,1.0,0.9026548672566371,200.0,Booja-Booja Chocolate Orange Chocolate Truffles (92g),"Booja - Booja, Chocolate Orange Vegan Chocolate Truffles 92g",5060002043851,5060002043707,B08X7GVZ2B,1.5,7.99
UNCERTAIN,False,1:1 Match,5.009583333333333,5.009583333333333,99.3964947089947,1.0,1.0,1.0,0.25316455696202533,500.0,Football Trainer Set,YISSVIC Football Training Equipment Speed Agility Ladder Football Kick Trainer Set 6M 12-Rung with 10 Cones and 4 Stakes for Kids Children,5012866021988,nan,B0C2433ZJW,5.388,17.59
UNCERTAIN,False,1:1 Match,4.794583333333334,4.794583333333334,99.26673567977916,1.0,1.0,1.0,0.10218978102189781,500.0,Ava May Velvet Rose & Oud Aroma Oil,Harry Potter - Children's Personalised Scarf - Woolly Scarf - One Size Fits All - Official Merchandise,5056364103494,5056599724174,B0BCG5WHRV,5.136,16.99
UNCERTAIN,False,1:1 Match,1.8350000000000009,1.8350000000000009,97.08994708994712,1.0,1.0,1.0,0.22535211267605634,200.0,Essential Lavender Carnation Bunch,"TooGet Natural Lavender Bundles, Freshly Harvested 200+ Stems Dried Lavender Bunch 16"" - 18"" Long, Decorative Flowers Bouquet for Home Decor, Crafts, Gift, Wedding or Any Occasion",5056519253395,8011474114638,B07K8KQBD6,1.608,9.99
MODERATE_CONFIDENCE,False,1:1 Match,4.271666666666667,4.271666666666667,97.08333333333334,1.0,1.0,1.0,0.3041825095057034,50.0,Girls Playsuit Sweet & Sassy/Girls Rule Designs (2-8yrs) (Assorted Designs),XiaoMoSha Girls Three-Piece Gymnastics Leotards Set Long Sleeve Leotards with Shorts and Hairband Sparkly Ballet Dance Unitards Gradient Color Design Gymnastics Outfits for Kids 3-12 Years,5056188211368,nan,B0FDW84HR6,4.62,14.27
UNCERTAIN,False,1:1 Match,2.171666666666667,2.171666666666667,96.94940476190476,1.0,1.0,1.0,0.23923444976076555,100.0,Santa Christmas Colouring,"HOWAF Christmas Activity Pack Giant Colouring Poster for Kids, Merry Christmas Coloring Books Santa Christmas Tree Christmas Table Cloth Colouring Paper for Boys Girls Xmas Decorations",5016064070984,nan,B0B7W9P7CB,2.028,8.99
MODERATE_CONFIDENCE,False,1:1 Match,4.160000000000002,4.160000000000002,95.85253456221204,1.0,1.0,1.0,0.36893203883495146,200.0,Natural Trug Basket,Selections Natural Willow Garden Trug Storage Harvesting Basket with Folding Handles,5055398321263,5056589502126,B0BVGG136Y,4.548,19.98
MODERATE_CONFIDENCE,False,SPLIT (1/2) - OK,2.2515833333333335,1.5795833333333336,94.58582834331338,0.5,2.0,1.0,0.453781512605042,200.0,Kids Christmas Socks (Pack of 2),Kids Christmas Socks | Sock Snob | Novelty Fun Pattern Xmas Gift Socks for Boys & Girls,5017224828667,nan,B0BCWVQSMD,1.344,7.99
UNCERTAIN,False,1:1 Match,4.681666666666669,4.681666666666669,94.57912457912462,1.0,1.0,1.0,0.2328042328042328,100.0,Peppa Pig Bath Time Puzzles,"Toomies E73414 Grandpa Pigs Splash & Pour Boat - 4 Pc Bath Time Peppa Removable Water Sprinklers & Spinning Paddle Wheelhouse Kids, 18 Months Or Above, Multicolor",9781847502728,5011666734142,B0B26SB331,5.28,19.67
UNCERTAIN,False,SPLIT (1/4) - OK,4.717666666666665,2.6566666666666654,93.5446009389671,0.25,4.0,1.0,0.12560386473429952,100.0,Colour Your Own Eggs (Set Of 4),"Lehoo Castle Arts and Crafts for Kids Painting Set, Craft Kits for Kid Dinosaur Painting Kit, 3D Dinosaur Toys for Age 4 5 6 7 8 9 Year Old, 12 Color Painting Sets for Children",5012128435164,789659517151,B0861YGWBF,2.748,12.62
MODERATE_CONFIDENCE,False,1:1 Match,1.4366666666666683,1.4366666666666683,93.2900432900434,1.0,1.0,1.0,0.35802469135802467,50.0,Natural & Silver Hogla Basket With Liner (14 x 14cm),Compactor Cosmos Etna Basket - Stylish Black Woven Paper and Metal Frame Organizer - Medium Size (31X24X14 cm),5056721895734,3370910070453,B00G69NEN4,1.188,11.48
UNCERTAIN,False,SPLIT (1/9) - OK,13.004583333333334,6.337916666666668,93.20465686274513,0.1111111111111111,9.0,1.0,0.2857142857142857,100.0,Peony Bunch X 9  Pink (12/72),Newcastle Pint Glass,5055579189422,nan,B0BG8XD59D,7.5,21.95
UNCERTAIN,False,1:1 Match,2.080000000000002,2.080000000000002,91.62995594713664,1.0,1.0,1.0,0.24242424242424243,200.0,Mothers Day Floral Ceramic Mug (Assorted),"Sass & Belle Blue Willow Mum Mug – I Love You Mum Floral Coffee Tea Mug Gift for Her – Ceramic Cup for Mother's Day, Birthday, or Everyday Thoughtful Moments",5063436112261,5055992768105,B0859K13S1,2.064,10.32
UNCERTAIN,False,1:1 Match,5.344999999999999,5.344999999999999,91.52397260273972,1.0,1.0,1.0,0.28125,100.0,Petrol Station & Garage,Melissa & Doug Service Station Parking Garage | Wooden Vehicle | Pretend Play | 3+ | Gift for Boy or Girl,5012866022664,nan,B01BGWG7RA,6.348,23.49
UNCERTAIN,False,SPLIT (1/3) - OK,2.2280000000000006,1.4200000000000004,91.02564102564104,0.3333333333333333,3.0,1.0,0.2028985507246377,500.0,Rubber Ducks (Pack of 3),Henbrandt 12 x Mini Christmas Rubber Ducks 12 Assorted Xmas Designs Children’s Duckies Variety Pack Cruising Ducks Kids Bath Toys Stocking Filler Games Bathtub Play for Boys and Girls,5015302106478,5050203412082,B0D8BHFLX2,1.212,9.18
UNCERTAIN,False,1:1 Match,3.569583333333334,3.569583333333334,90.82909245122988,1.0,1.0,1.0,0.27941176470588236,400.0,Green Botanica Areca Palm Frond (79cm),Areca Palm Large Indoor House Plant Real Tropical Exotic Evergreen Tall Plants (30-40cm incl. Pot),5056721842141,5059442053247,B0BTMDZSR1,4.056,13.99
UNCERTAIN,False,SPLIT (1/10) - OK,2.085666666666667,1.221666666666667,90.49382716049382,0.1,10.0,1.0,0.1572052401746725,100.0,Enchanted Forest Gift Tags (x10),20 Luxury Gift Present Tags for Christmas – Purple & Blue Midnight Forest Theme – Reindeer Winter Scene – Silver Ribbon – Large 11x6cm – 4 Designs – Blank Back – Eco Friendly – Recyclable Packaging,5056022182342,5060562526979,B0DB2F98JD,0.96,5.99
MODERATE_CONFIDENCE,False,1:1 Match,1.7566666666666677,1.7566666666666677,88.72053872053877,1.0,1.0,1.0,0.41975308641975306,50.0,Cotton-Rich Tights (Age 7-8),I.L.C.K Girls Back To School Plain Cotton Rich Tights,5055442154861,5056227777336,B07GZT5MQC,1.716,8.48
UNCERTAIN,False,1:1 Match,1.9750000000000016,1.9750000000000016,88.16964285714293,1.0,1.0,1.0,0.23880597014925373,200.0,Pink Baby Blanks unbranded velcro bib  - 100% cotton,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorbent Bandana 7 Bibs Set,nan,6163629270095,B07KVT1LG2,2.028,9.99
MODERATE_CONFIDENCE,False,1:1 Match,1.2250000000000003,1.2250000000000003,86.26760563380284,1.0,1.0,1.0,0.3076923076923077,50.0,Spaceman Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",5033601583646,nan,B0FJY5HD6Z,1.044,6.39
MODERATE_CONFIDENCE,False,1:1 Match,1.2250000000000003,1.2250000000000003,86.26760563380284,1.0,1.0,1.0,0.3076923076923077,50.0,Spaceman Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",5033601583820,nan,B0FJY5HD6Z,1.044,6.39
MODERATE_CONFIDENCE,False,1:1 Match,1.0616666666666672,1.0616666666666672,85.61827956989252,1.0,1.0,1.0,0.3404255319148936,600.0,8cm Metallic Red and Gold Pom Pom Bow,The Home Fusion Company 20 Luxury Metallic Bows Xmas Birthday Present Gift Bows Silver Red Gold Or Mixed,5018329226365,5055875453708,B08J431LXR,0.828,7.25
MODERATE_CONFIDENCE,False,1:1 Match,3.791666666666668,3.791666666666668,84.2592592592593,1.0,1.0,1.0,0.3473684210526316,100.0,Younger Girls 1984 Brush Back Hooded Summer Onesie (2-6 Years),Unicorn Onesie for Girls Kids Pajamas Fleece Hoodie Pyjamas Animal Feature Sleepsuit Jumpsuit Nightwear Extra Thickness Softness,5055442140505,5060707327270,B0C9KYW39S,4.74,14.99
HIGH_LIKELIHOOD,False,1:1 Match,1.3883333333333343,1.3883333333333343,84.14141414141419,1.0,1.0,1.0,0.5081081081081081,100.0,Soft Touch Baby Plain Ribbed Pom-Pom Hat (0-12 Months) (Assorted Designs),"Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twist Hat Mittens Set 0-12 Months H648 (Blue), One Size",5023797401596,nan,B09LTKDZZZ,1.32,7.69
UNCERTAIN,False,1:1 Match,6.591666666666668,6.591666666666668,83.65059221658207,1.0,1.0,1.0,0.22818791946308725,50.0,Baylis & Harding Funky Farm 3 Pce Boys Toiletries Set,Maxome Mens Winter Boots Waterproof Insulated Snow Boots Outdoor Non Slip Lace-Up Hiking Booties,17854068308,nan,B0D78XD8SM,8.796,28.79
UNCERTAIN,False,1:1 Match,2.655000000000002,2.655000000000002,82.45341614906839,1.0,1.0,1.0,0.25742574257425743,200.0,"6"" Diy Nutcracker Decoration (Assorted Designs)","THE TWIDDLERS 6 Christmas Wooden Nutcracker Set, 13cm - Paint Your Own Toy Soldier with Stickers and Stick On Beards, Kids DIY Art & Craft Gift Decorations",5707167994719,5060686329081,B09F3V167J,3.204,12.99
UNCERTAIN,False,SPLIT (1/12) - OK,5.038333333333332,2.3983333333333325,81.29943502824855,0.08333333333333333,12.0,1.0,0.26,50.0,Red/Green Wooden Trees on 50cm Stick (Pack of 12),GEEDIAR Wooden Christmas Tree 3D DIY Creative Miniature Ornaments Festival Party Xmas Tree Table Desk Decoration Xmas/Christmas Best Gift -30cm (Green),5056814446409,650728196198,B07XR9RQHG,2.88,10.99
UNCERTAIN,False,1:1 Match,1.758333333333334,1.758333333333334,79.92424242424244,1.0,1.0,1.0,0.22026431718061673,50.0,Assorted Mothers Day Metal Pen,"Zonon Best Mum Pen- Gifts for Mum from Daughter Son, Christmas, Thanksgiving, Mother's Day, Birthday, Anniversary - Metal Ballpoint Pen Black Ink with Gifted Box Presents for Women, Grandma, Ladies",5056283873652,nan,B09NSTQLKT,1.98,7.99
MODERATE_CONFIDENCE,False,1:1 Match,0.5787499999999999,0.5787499999999999,79.28082191780821,1.0,1.0,1.0,0.43902439024390244,500.0,Super Hero Gliders,12 Flying Glider Planes,5026619200018,nan,B008ORVY1K,0.216,5.25
UNCERTAIN,False,1:1 Match,1.821666666666668,1.821666666666668,79.2028985507247,1.0,1.0,1.0,0.23076923076923078,100.0,Fried Eggs (500g),"Fried Eggs Jelly Sweets │ 500 Gram Bulk Bag │ 500g │ Assorted Sweet Pick and Mix for Parties, Gifts, and Sharing.",nan,5060700283757,B0BWS5XTDN,2.1,8.99
UNCERTAIN,False,1:1 Match,2.235000000000001,2.235000000000001,77.06896551724142,1.0,1.0,1.0,0.2,500.0,Special Little Girl Stocking  by Juliana,"VEYLIN Christmas Stockings with Letters, 20 Inch Plush Christmas Stockings Embroidered Stockings Large Christmas Stockings for Girls/Boys Red Letter（E",5017224692848,6932238403923,B0C7L6ZP88,2.8200000000000003,9.99
MODERATE_CONFIDENCE,False,1:1 Match,0.5466666666666666,0.5466666666666666,75.92592592592591,1.0,1.0,1.0,0.4,400.0,Transparent Box - 190x50x50mm,5.5 Litre Storage Box W400xD255xH80mm Clear RB90121,nan,5050747100155,B00OKNL4VM,0.204,7.1
MODERATE_CONFIDENCE,False,1:1 Match,1.1116666666666666,1.1116666666666666,75.11261261261261,1.0,1.0,1.0,0.36065573770491804,600.0,Cute 'My 1st Xmas' Velcro Bib by Soft Touch,BabyPrem Baby Bib My 1st Christmas Spoil Me Feeding Clothes Boy Girl Unisex Red,5023797201264,5055465195650,B0764F73LZ,1.116,5.99
UNCERTAIN,False,1:1 Match,6.40708333333333,6.40708333333333,75.11234857366154,1.0,1.0,1.0,0.23404255319148937,700.0,Barbie Stationery Advent Calendar,"Barbie Advent Calendar with Doll & 24 Surprise Accessories Including Unicorn & 3 Pets, Transform Pink-Haired Fashion Doll into Mermaid, Fairy & More, HRG90",nan,nan,B0CPH5W7T5,9.576,24.49
UNCERTAIN,False,1:1 Match,2.602916666666667,2.602916666666667,74.79645593869732,1.0,1.0,1.0,0.2926829268292683,100.0,Bamboo Pizza Board,Bamboo Pizza Cutting Board | 33cm Serving Pizza Tray with 6 Groove Guides | Serving Platter | Round Board,5056283887222,nan,B0D7MWG7W7,3.516,11.99
UNCERTAIN,False,1:1 Match,2.0933333333333346,2.0933333333333346,74.7619047619048,1.0,1.0,1.0,0.2146341463414634,700.0,Santa & Friends Box Medium,"Danny's Christmas Chocolate friends - 3 x Medium 50g Bars Selection in a Gift Box - Santa, Reindeer & Snowman - Secret Santa Gifts and Stocking Fillers - Christmas Eve Box Fillers",5015302161330,nan,B07ZC9GKQP,2.7,8.98
UNCERTAIN,False,1:1 Match,6.611666666666667,6.611666666666667,74.62377727614748,1.0,1.0,1.0,0.22340425531914893,700.0,Backpack Changing Bag and Mat,"Dikaslon Changing Bag Backpack, Large Nappy Back Pack Multifunction Baby Bags with Portable Changing Mat, Pacifier Holder, and Stroller Straps, for Mom and Dad",5015302105105,631105007108,B08B5S51S2,9.972,28.49
UNCERTAIN,False,1:1 Match,0.7983333333333331,0.7983333333333331,73.91975308641973,1.0,1.0,1.0,0.25274725274725274,50.0,Santas Magic Key Plaque,Bronze Santa's Magic Key Kit Father Christmas Eve Tradition No Chimney Handmade with Double-sided Wooden Plaque and Envelope Christmas Eve Box Fillers for Kids,5015302171445,6977320775380,B0DFW8VC9F,0.636,4.93
UNCERTAIN,False,1:1 Match,2.728333333333333,2.728333333333333,73.73873873873875,1.0,1.0,1.0,0.1134020618556701,100.0,Red Rose Mug,"Birthday Gifts for Women,Enamel Butterfly Flower Glass Tea Cup Rose Red Coffee Mug,Cute Gifts for Women Mum Wife Grandma Female Friend on Anniversary Christmas Valentines Mothers Day",5010792966182,792332283014,B089NXJ64Z,3.78,13.99
MODERATE_CONFIDENCE,False,1:1 Match,1.1366666666666665,1.1366666666666665,73.33333333333331,1.0,1.0,1.0,0.38461538461538464,100.0,Blue Plain Fleece Baby Blanket By First Steps,"Genuine""First Steps"" Luxury Soft Fleece Baby Blanket in Cute Elephant Design 75 x 100cm for Babies from Newborn",5015302106874,nan,B00EXPGYOE,1.2,7.88
MODERATE_CONFIDENCE,False,1:1 Match,3.578333333333336,3.578333333333336,73.02721088435379,1.0,1.0,1.0,0.35514018691588783,100.0,Highland Cow Candle,"Highland Cow Gifts - Luxury Soy Wax Candle - Vanilla, Jasmine, Sugared Almond - Makester",5010792544298,5061068545921,B0F6G2XLYP,5.22,16.99
UNCERTAIN,False,1:1 Match,2.211666666666667,2.211666666666667,72.75219298245614,1.0,1.0,1.0,0.18181818181818182,900.0,Round Natural Seagrass Basket (H15.5cm x D21cm),"Novelty Gifts For Men Funny Socks, Gamer Stocking Fillers For Teenage Boys Christmas Stocking Fillers Gift Ideas For Men Birthday",5056721848570,721691974479,B0DCVZ4SDM,2.9880000000000004,8.99
MODERATE_CONFIDENCE,False,SPLIT (1/18) - OK,5.975000000000001,2.575000000000001,72.53521126760567,0.05555555555555555,18.0,1.0,0.3106796116504854,200.0,Girls Stationery Set (18 Piece) (Assorted Designs),"abeec 44-Piece Glitter Pencil Case – Girls' Stationery Set with Felt Tip Pens, Colouring Pencils, Gel Pens – Back-to-School Supplies – Ideal Gifts for Girls",5056283884931,5015934639276,B08FBH8TGD,3.6,13.59
MODERATE_CONFIDENCE,False,SPLIT (1/18) - OK,5.975000000000001,2.575000000000001,72.53521126760567,0.05555555555555555,18.0,1.0,0.30612244897959184,200.0,Assorted Girls Stationery Set (18 Piece),"abeec 44-Piece Glitter Pencil Case – Girls' Stationery Set with Felt Tip Pens, Colouring Pencils, Gel Pens – Back-to-School Supplies – Ideal Gifts for Girls",5056283884948,5015934639276,B08FBH8TGD,3.6,13.59
UNCERTAIN,False,1:1 Match,1.1149999999999998,1.1149999999999998,72.4025974025974,1.0,1.0,1.0,0.24864864864864866,100.0,Printed White Dot Cellophane,"Double Folded 20m×84cm White Dot Cellophane Wrapping Roll, Clear Cellophane Wrap Roll for Hampers, Food, Birthday Gifts, Flowers and Crafts Mother's Day Wrap",5055141600751,nan,B0CLLC8GWY,1.188,8.49
UNCERTAIN,False,BUNDLE (2x) - OK,0.12633333333333396,0.798333333333334,71.92192192192198,2.0,1.0,2.0,0.17061611374407584,50.0,Metallic Red Curling Ribbon,"Red Shiny Curling Ribbon, 2 Rolls 5mm Metallic Ribbons for Balloons String Party Shiny Metallic Ribbons for Gift Wrapping Crafting, Bows, Birthday, Christmas, Wedding Party Decorations",5055977306155,nan,B0DFC96627,0.672,4.99
UNCERTAIN,False,1:1 Match,0.6516666666666671,0.6516666666666671,71.61172161172166,1.0,1.0,1.0,0.2589928057553957,200.0,Red Glitter Tinsel Ball Pick (20cm),VEYLIN 2000 Strands Red Tinsel Icicles Foil Fringe Tinsel Garland for Holiday Christmas Tree Decorations,5056814426913,6932238443387,B0C6ZZW69L,0.432,4.49
MODERATE_CONFIDENCE,False,1:1 Match,1.9462500000000007,1.9462500000000007,71.55330882352945,1.0,1.0,1.0,0.3262411347517731,50.0,Pink & Natural Two Tone Basket (17cm),"Natural Wicker Storage Gift Hamper Shelf Basket with Lining Gift Hampers Storage Box (White+Pink, Large)",5056349227429,5060618627728,B08XYB5HGZ,2.604,9.99
UNCERTAIN,False,1:1 Match,2.532916666666668,2.532916666666668,71.349765258216,1.0,1.0,1.0,0.26666666666666666,300.0,Peppa Pig Touch and Feel Puzzles,Peppa Pig Wooden Jigsaw Puzzle Set - Fun And Educational Baby Toy For 3 Year Olds And Up - Toddler Games And Puzzles - Peppa Pig Gift - Jigsaw Puzzles For Kids - Peppa Pig Jigsaw,nan,nan,B0CFV8GBY8,3.6,11.99
UNCERTAIN,False,1:1 Match,1.5083333333333335,1.5083333333333335,71.14779874213836,1.0,1.0,1.0,0.22727272727272727,300.0,Assorted Girls Printed Lunch Box,Lunch Bags for Women Insulated Cooler Lunch Bag Adults Kids Packed Lunch Box Tote Bag Cute Girls Ladies Lunch Bags for Work School Picnic Travel Beach Gifts for Women Her Wife Preppy Stuff,5056283884856,nan,B0FLNMHCWR,1.884,9.19
UNCERTAIN,False,1:1 Match,1.5083333333333335,1.5083333333333335,71.14779874213836,1.0,1.0,1.0,0.24324324324324326,300.0,Girls Printed Lunch Box (Assorted),Lunch Bags for Women Insulated Cooler Lunch Bag Adults Kids Packed Lunch Box Tote Bag Cute Girls Ladies Lunch Bags for Work School Picnic Travel Beach Gifts for Women Her Wife Preppy Stuff,5056283884863,nan,B0FLNMHCWR,1.884,9.19
UNCERTAIN,False,1:1 Match,3.4683333333333346,3.4683333333333346,70.92706203135654,1.0,1.0,1.0,0.22598870056497175,800.0,Keeleco Christmas Tree (40cm),"Deyaah 40cm Mini Christmas Tree with Lights, Desktop Christmas Tree, Battery Powered Tabletop Christmas Tree for Christmas Holiday Table Decor (Red)",5052516111775,nan,B0CJCNH17G,5.208,16.99
MODERATE_CONFIDENCE,False,1:1 Match,0.8583333333333336,0.8583333333333336,69.22043010752691,1.0,1.0,1.0,0.329004329004329,100.0,Silver Snowflake Tissue Paper (5 Sheets),"White and Silver Snowflake Tissue Paper Sheet Gift Wrapping,Topeedy 50 Sheets 35 * 50cm Snowflake Tissue Paper for Packing Xmas Present Weeding Birthday Gift Boxes or DIY Art Crafts-Snowflake",5015302170721,nan,B0CM8TKTZS,0.828,5.59
