category,is_exact_ean,Pack_Verdict,Adjusted_Profit,NetProfit,ROI,Qty_Ratio,Sup_Qty,Amz_Qty,title_match,sales,SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT
UNCERTAIN,False,1:1 Match,8.094999999999999,8.094999999999999,465.2298850574712,1.0,1.0,1.0,0.24390243902439024,100.0,Finding Dory nemo Shaped Cushion - 2 Assorted,"Disney Store Official Dory Small Soft Toy for Kids, Finding Nemo, 32cm/12”, Blue Tang Fish Plush Character Figure with Embroidered Details, Suitable for Ages 0+",5050293385587,5057966406563,B0C9JYYLLK,1.428,18.99
UNCERTAIN,False,1:1 Match,8.14,8.14,465.1428571428572,1.0,1.0,1.0,0.16216216216216217,100.0,Funky Design 'Thank Heaven for Little Boys & Girls' Cotton Bib by Soft Touch,"Carpenters Squares Tool, Preciva Combination Square12 Inch/300mm, Stainstainless Steel Angle Ruler, Woodworking Toolkit L Shape (Carpenter Square)",5023797201196,791107827279,B09QXDZXCP,1.44,18.0
UNCERTAIN,False,1:1 Match,5.561250000000002,5.561250000000002,452.1341463414636,1.0,1.0,1.0,0.25165562913907286,50.0,Christmas Bus XL Bag,abeec XL Christmas Bags Bulk Pack – 16 Extra Large Gift Bags with Tags – Assorted Character & Traditional Designs – 33 × 46 × 12 cm,5056022178062,5015934964811,B0FTMH9H9W,0.8160000000000001,12.99
MODERATE_CONFIDENCE,False,BUNDLE (3x) - OK,4.766500000000001,7.382500000000001,450.1524390243903,3.0,1.0,3.0,0.39344262295081966,50.0,Black & Gold Tree Pattern Glass Votive Candle Holder (8cm),"Christmas Candle Holder, Black and Gold Tea Light Candle Holders Set of 3, Xmas Glass Candle Holders with Stag Christmas Tree, Votive Candle Holder for Christmas, Party Table Decorations",5029316524333,nan,B0DBQLV4P5,1.308,16.14
UNCERTAIN,False,1:1 Match,4.739583333333333,4.739583333333333,447.1305031446541,1.0,1.0,1.0,0.2559241706161137,50.0,Pale Pink Shredded Tissue (25 Gram),"500g Pink Shredded Tissue Paper for Gift Boxes & Hampers, Soft Hamper Filling and Packaging Filler, Shreds Stuffing Paper Suitable Party Baby Shower Graduation Housewarming ect",5055579116640,nan,B0F4K6LS62,0.612,11.59
HIGH_LIKELIHOOD,False,BUNDLE (2x) - OK,2.789666666666667,3.041666666666667,440.8212560386474,2.5,20.0,50.0,0.5384615384615384,200.0,Chupa Chups x20,Chupa Chups The Best of x50 Lollipops,nan,5055421356767,B0059G2S8M,0.168,8.99
MODERATE_CONFIDENCE,False,BUNDLE (2x) - OK,3.412250000000001,3.796250000000001,436.3505747126437,2.0,1.0,2.0,0.33540372670807456,600.0,Ball Launcher (Assorted Designs),"MNQ® Dog Ball Launcher (Pack Of 2), Dog Ball Launcher Thrower - Toys for Dogs - Ball Thrower Assorted Colours With 2 Tennis Balls",5016064081560,nan,B0C2L3R23C,0.384,9.99
UNCERTAIN,False,1:1 Match,24.020000000000007,24.020000000000007,433.5740072202168,1.0,1.0,1.0,0.17674418604651163,200.0,Black Velvet Ribbon (100mm x 9m),Belaco Oil Filled Radiators 11 Fins Portable Electric Heater Adjustable Thermostat Control 3 Heat Settings Portable Heater Overheat Protection 2500W Energy Efficient Heavy-Duty Castor,5056519228478,5060598911466,B09MZDW551,5.988,52.86
MODERATE_CONFIDENCE,False,1:1 Match,3.375000000000001,3.375000000000001,432.6923076923077,1.0,1.0,1.0,0.3333333333333333,400.0,Iridescent White Galaxy Bow On Header,"Toyland® 30cm (12"") Large Iridescent Christmas Tree Tinsel Bow - Festive Decorative Tree Topper/Decoration…",5055579130974,5030005154106,B07VRLL99D,0.276,9.99
UNCERTAIN,False,1:1 Match,14.011666666666668,14.011666666666668,431.1282051282051,1.0,1.0,1.0,0.10810810810810811,200.0,Botanica Large Pink Calla Lily (82cm),"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",5056721842059,721820110730,B0FPGF1M99,3.24,29.99
UNCERTAIN,False,1:1 Match,29.00291666666666,29.00291666666666,424.6400683260126,1.0,1.0,1.0,0.208,100.0,Valentia Candlestick - Electroplate Silver Glass (23cm),"Aigostar 2000W Electric Fan Heater, Energy Efficient Space Heater with Remote Control, 70° Oscillation, 4 Modes, 24H Timer, Overheat & Tip-Over Protection - Silent Ceramic Heater for Home/Bedroom",5056519256112,nan,B0F7R9GN9X,7.536,53.99
UNCERTAIN,False,1:1 Match,5.491250000000002,5.491250000000002,422.4038461538463,1.0,1.0,1.0,0.1111111111111111,100.0,Rose Red 42cm (24/336),"Artificial Roses, 42cm Fake Flowers for Decoration, Grass Bush with Gyp & Foliage 24 Red Roses Heads, Red Artificial Flowers for Outdoor & Indoor Events Wedding Party Home Decoration by A1-Homes",5055977062143,nan,B01N8V0EH4,0.9,12.99
UNCERTAIN,False,BUNDLE (2x) - OK,5.814250000000001,7.206250000000002,421.4181286549708,2.0,1.0,2.0,0.17751479289940827,50.0,Glass Clear Mug,"KEMORELA Ribbed Glass Coffee Mug Set, 16oz Clear Glass Mugs with Handle, Coffee Bar Accessories, Durable Drinkware for Hot Beverages, Set of 2 Coffee Mugs",5015302427788,nan,B0DYJ8J89J,1.392,15.99
UNCERTAIN,False,1:1 Match,5.891666666666668,5.891666666666668,420.8333333333335,1.0,1.0,1.0,0.23423423423423423,300.0,Hugs & Kisses Babys Last Feed Card,"BONNYCO Night Light Kids with Remote and Touch Control 16 Colours. Unicorn Baby Night Light with Timer, Kids Lamp Silicone BPA Free. Cute Lamp Nightlights for Bedroom, Gifts for Girls Boys",5015302106133,8436589960503,B08VRXVW21,1.02,14.99
MODERATE_CONFIDENCE,False,1:1 Match,4.628750000000002,4.628750000000002,420.79545454545473,1.0,1.0,1.0,0.3668639053254438,800.0,White Shredded Tissue Paper (25gram),"500g White Shredded Tissue Paper, White Shredded Paper for Hampers, Soft to the Touch, Ideal Hamper Filling and Gift Packaging Filler",5055579116701,nan,B0996226JY,0.66,11.49
UNCERTAIN,False,1:1 Match,10.895,10.895,420.65637065637065,1.0,1.0,1.0,0.1391304347826087,100.0,Pink Aluminium Wire (100G x 2mm),EEMB ER14505 AA 3.6V Lithium Battery Li-SOCL₂ Non-Rechargeable Battery SB-AA11 LS14500 TL-5903 SL-360 S7-400 ER14500 for Water Electricity Meter Gas PLC Facility Equipment Spare Generic Battery (10),5024242903276,6933952600292,B077SQ1BFW,2.448,21.99
MODERATE_CONFIDENCE,False,1:1 Match,8.49833333333333,8.49833333333333,416.5849673202612,1.0,1.0,1.0,0.32231404958677684,800.0,Lindt Creation Dessert Assorted Chocolate Box (173g),"Lindt Letterbox Chocolate Hamper - 360g (19-Piece Set) - Assorted Chocolate Bars Truffles & Wafers, Lindor Chocolates Gift Box, Birthday Gifts for Women and Men, Thank You or Christmas Gifts",nan,5012454001675,B0CSDWW27J,1.788,19.99
UNCERTAIN,False,BUNDLE (2x) - OK,6.700333333333331,8.488333333333332,416.09477124183,2.0,1.0,2.0,0.18604651162790697,50.0,Naughty & Nice Mug Set,"Homythe Funny Christmas Mugs, Nice Naughty Matching Christmas Coffee Mugs, 2 Pack 11oz Holiday Drinking Cups, Holiday Party Cups for Table Decor, Xmas White Elephant Gifts for Women Men Couples",5017224711365,nan,B0FC2PBY41,1.788,19.99
UNCERTAIN,False,1:1 Match,4.0616666666666665,4.0616666666666665,414.4557823129252,1.0,1.0,1.0,0.25,100.0,Balloon Racer (Assorted Designs),"Balloon Powered Launch Car,Inflatable balloon car toy pump set, Hand Push Air Power Balloon Racer Vehicle Car Toy for Kids/Toddlers Gift",5016064070649,749652733477,B08HHHGVGQ,0.516,11.99
MODERATE_CONFIDENCE,False,SPLIT (1/25) - OK,5.633236666666668,4.872916666666668,402.72038567493126,0.04,25.0,1.0,0.30701754385964913,50.0,Pack of 25 Small Happy Mothers Day Card with Pink Rose,"Blank Cards with Envelopes - 48 Floral Blank Note Cards with Envelopes – 4 Assorted Cards for All Occasions! Blank Notecards Stationary Set for Happy Mothers Day Cards-4x5.5""",5056721892856,nan,B07XQQT2QJ,0.792,11.99
MODERATE_CONFIDENCE,False,SPLIT (1/25) - OK,5.633236666666668,4.872916666666668,402.72038567493126,0.04,25.0,1.0,0.36363636363636365,50.0,Pack of 25 Small Pale Orange Rose Happy Mothers Day Cards,"Blank Cards with Envelopes - 48 Floral Blank Note Cards with Envelopes – 4 Assorted Cards for All Occasions! Blank Notecards Stationary Set for Happy Mothers Day Cards-4x5.5""",5056721892825,nan,B07XQQT2QJ,0.792,11.99
MODERATE_CONFIDENCE,False,SPLIT (1/25) - OK,5.633236666666668,4.872916666666668,402.72038567493126,0.04,25.0,1.0,0.30701754385964913,50.0,Pack of 25 Small Happy Mothers Day Card with Pink Rose,"Blank Cards with Envelopes - 48 Floral Blank Note Cards with Envelopes – 4 Assorted Cards for All Occasions! Blank Notecards Stationary Set for Happy Mothers Day Cards-4x5.5""",5056721892863,nan,B07XQQT2QJ,0.792,11.99
MODERATE_CONFIDENCE,False,BUNDLE (2x) - OK,3.280250000000001,3.736250000000001,401.7473118279571,2.0,1.0,2.0,0.33540372670807456,600.0,Ball Launcher (Assorted Designs),"MNQ® Dog Ball Launcher (Pack Of 2), Dog Ball Launcher Thrower - Toys for Dogs - Ball Thrower Assorted Colours With 2 Tennis Balls",5038104643699,nan,B0C2L3R23C,0.456,9.99
UNCERTAIN,False,1:1 Match,5.411250000000002,5.411250000000002,392.1195652173914,1.0,1.0,1.0,0.08490566037735849,100.0,Rose Lavender 42cm,"Artificial Roses, 42cm Fake Flowers for Decoration, Grass Bush with Gyp & Foliage 24 Red Roses Heads, Red Artificial Flowers for Outdoor & Indoor Events Wedding Party Home Decoration by A1-Homes",5055579189132,nan,B01N8V0EH4,0.996,12.99
MODERATE_CONFIDENCE,False,1:1 Match,5.27125,5.27125,390.462962962963,1.0,1.0,1.0,0.378698224852071,50.0,Paint your Own Marble Bear Set (Assorted Designs),Craft Hub Marble Bear Creative Marble Pouring Kit Design/Paint Your Own Bear Childrens Kids Art & Craft (Pastel Edition),5053189097120,5015934914458,B0FR4ZXGQF,0.96,12.75
UNCERTAIN,False,1:1 Match,23.520000000000007,23.520000000000007,389.4039735099339,1.0,1.0,1.0,0.16593886462882096,200.0,Apollo Antique Gold Tapered Planter Pot (19cm),Belaco Oil Filled Radiators 11 Fins Portable Electric Heater Adjustable Thermostat Control 3 Heat Settings Portable Heater Overheat Protection 2500W Energy Efficient Heavy-Duty Castor,5056519290697,5060598911466,B09MZDW551,6.588,52.86
UNCERTAIN,False,BUNDLE (2x) - OK,2.724333333333333,2.9883333333333333,388.0952380952381,2.0,6.0,12.0,0.22935779816513763,50.0,Super Hero Pencils (Pack of 6),"12Pcs Marvel Spider-Man Colouring Set for Kids – 8 Colouring Sheets, 6 Colour Pencils & Stickers – Official Spidey Art Kit – Travel Activity Pack – Superhero Gifts for Boys & Girls Ages 3+",5016064083861,5056601469604,B0F7J4BR8Y,0.264,7.99
UNCERTAIN,False,1:1 Match,23.450000000000006,23.450000000000006,383.7970540098201,1.0,1.0,1.0,0.19753086419753085,200.0,Taffeta Ribbon with Red/White/Green Candy Canes  (63mm x 9m),Belaco Oil Filled Radiators 11 Fins Portable Electric Heater Adjustable Thermostat Control 3 Heat Settings Portable Heater Overheat Protection 2500W Energy Efficient Heavy-Duty Castor,5056519228737,5060598911466,B09MZDW551,6.672,52.86
UNCERTAIN,False,1:1 Match,4.593333333333335,4.593333333333335,382.7777777777778,1.0,1.0,1.0,0.25287356321839083,300.0,Dragon on Orb Figure 13cm (Assorted),"Dragons, 32-cm Collectible Articulated Dragon Toy Figure and Surprise Box Display Egg, Fidget Home Office and Desk Decor (Styles May Vary)",5012866022800,681147073678,B0F3DN47K8,0.78,13.0
UNCERTAIN,False,1:1 Match,5.088333333333334,5.088333333333334,379.726368159204,1.0,1.0,1.0,0.23423423423423423,600.0,'Exclusive' Don't Panic its only a Baby Mug - Pink - Gift Boxed,"Eletorot Mum Christmas Gifts from Daughter Son Personalised Present Hamper for Birthday, Mothers Day, Pamper Set for Mom, Mummy Gifts, Coffee Cups Mug Presents",5034123100014,nan,B0D7HVJH21,0.948,13.99
UNCERTAIN,False,1:1 Match,4.738333333333333,4.738333333333333,379.06666666666666,1.0,1.0,1.0,0.16521739130434782,700.0,Letter Balloon - F - Silver (34 Inch),Dermaplaning Tool (9 Count) – Easy to Use Dermaplane Razor for Face – Practical Hair Remover Blade for Eyebrows and Peach Fuzz – Facial Shaver for Women That Helps Exfoliate and Smooth the Skin,742554361403,5060847680037,B07WLLXKXR,0.84,9.97
MODERATE_CONFIDENCE,False,BUNDLE (4x) - OK,2.3309166666666643,8.162916666666664,376.1712749615974,4.0,1.0,4.0,0.4111111111111111,50.0,Pretty Flower Bone China Embossed Mug 12oz by Modena (Assorted Designs),Set Of 4 Mugs Bohemian Modern Design Embossed Mugs New Bone China Coffee Tea Cups Mug Set Stylish Trendy Boho,5015302417864,5056301498805,B0BBVPLGGL,1.944,17.99
UNCERTAIN,False,1:1 Match,8.76833333333333,8.76833333333333,374.71509971509965,1.0,1.0,1.0,0.0782608695652174,400.0,Champagne Velvet Poinsettia Pick (62cm),37 Key Upgrade Piano for Kids Music Toys for 3+ Year Old Kids Electronic Keyboard Piano for Beginners Learning Piano Chords Educational Toys for 3 4 5 6 7 8 Year Old Boys Girls Gifts Ages 3-8,5029316529857,nan,B0FC287PX7,2.148,19.99
MODERATE_CONFIDENCE,False,1:1 Match,4.625000000000002,4.625000000000002,370.00000000000017,1.0,1.0,1.0,0.30927835051546393,500.0,Robin with Clip (10cm),FloristryWarehouse Feather Robin Bird on Clip Christmas Decoration Box of 6,5056721833132,5053882052433,B0CJJZ7W7L,0.84,12.99
UNCERTAIN,False,1:1 Match,5.499583333333335,5.499583333333335,369.099552572707,1.0,1.0,1.0,0.1388888888888889,50.0,Essential Purple Thistle,HUIANER 2 Stems Artificial Thistle Spray Eryngium Flowers Artificial Real Touch Eryngium Artificial Sea Holly Flowers for Wedding Bridal Bouquet Wreath Table Centerpiece Outdoor Decor (Purple),5056721839318,nan,B0BS3JYTBJ,1.128,13.27
MODERATE_CONFIDENCE,False,BUNDLE (4x) - OK,2.008916666666666,8.092916666666666,361.29092261904754,4.0,1.0,4.0,0.32926829268292684,50.0,Mug 12oz New Bone China Polka Design (Assorted Designs),Set Of 4 Mugs Bohemian Modern Design Embossed Mugs New Bone China Coffee Tea Cups Mug Set Stylish Trendy Boho,5015302410650,nan,B0BBVPLGGL,2.028,17.99
UNCERTAIN,False,BUNDLE (6x) - OK,0.2950000000000017,4.495000000000002,359.60000000000014,6.0,1.0,6.0,0.13,100.0,Bird & Berries Pick (20cm),Pack of 6 Artificial Christmas Picks Sprays Red Berry Stems with Robin Bird Holly Leaves for Xmas Decoration Garland Wreath Making Supplies Holiday Festival Home Garden Décor,5056814407530,nan,B0BC3P5F9N,0.84,12.99
UNCERTAIN,False,1:1 Match,11.428333333333333,11.428333333333333,357.13541666666663,1.0,1.0,1.0,0.22448979591836735,200.0,Assorted Alphabet and Number Flash Cards,"LITTLE BUD KIDS Spin-and-Read Phonics Toy, Rotating Wooden Reading Blocks with CVC Flashcards, A Montessori Reading Learning Resources Toy for 3-5 years old",28503050674,nan,B085X93ZJN,3.18,25.99
UNCERTAIN,False,1:1 Match,10.025,10.025,352.99295774647885,1.0,1.0,1.0,0.2318840579710145,50.0,Wooden Pirate Puzzle 2 Asstd  by AtoZ Toys,Toddler Educational Toys for 1 2 3 Years Old Boys and Girls - 3 Montessori Jigsaw Wooden Puzzles for Kids - Animals Learning Gifts for 2-4 Years Old - Fun Kids Games,5012866650102,nan,B0845XYT99,2.748,21.99
UNCERTAIN,False,BUNDLE (3x) - OK,2.637000000000002,4.125000000000002,352.5641025641027,3.0,1.0,3.0,0.1875,300.0,Merry Christmas Gift Bag (Medium),"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5056519200818,5016743105204,B0D7T8LTNV,0.744,9.99
UNCERTAIN,False,BUNDLE (3x) - OK,2.637000000000002,4.125000000000002,352.5641025641027,3.0,1.0,3.0,0.19742489270386265,300.0,Merry Christmas Reindeer Gift Bag (Medium),"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5056519200894,5016743105204,B0D7T8LTNV,0.744,9.99
UNCERTAIN,False,BUNDLE (4x) - OK,1.8343333333333316,6.478333333333332,352.0833333333332,4.0,1.0,4.0,0.09795918367346938,300.0,Natural & Black Seagrass Basket (14cm x 15cm),"Straame Seagrass Storage Baskets Set of 4 - Handwoven Wicker Organisers with Handles, Steel-Reinforced Frame, Nesting Design - 30 x 22 x 15 cm, Natural seagrass material for Shelves, Bathroom and Home",5056721895802,5060938436086,B0FTMP2WZP,1.548,19.99
UNCERTAIN,False,BUNDLE (3x) - OK,2.2286666666666655,6.881666666666665,351.10544217687067,3.75,12.0,45.0,0.2564102564102564,50.0,White Paper Party Bags x12,"45pcs White Kraft Paper Bags With Handles - Mixed Size Gift Bags for Business, Shopping, Retail, Party, Favor, Merchandise (White)",11179590193,nan,B0CWL9ZBN7,1.692,17.99
UNCERTAIN,False,1:1 Match,4.209999999999999,4.209999999999999,350.8333333333332,1.0,1.0,1.0,0.2545454545454545,200.0,Hoot Plastic Sand Castle Bucket With Handle Assorted Colours,Deconovo Rectangle Tablecloth Faux Linen Water Resistant Table Cloth for Dinning 52x70in(132x178cm) Linen,5056170351515,nan,B075GJK6H9,0.78,11.04
UNCERTAIN,False,1:1 Match,2.805,2.805,350.62499999999994,1.0,1.0,1.0,0.13658536585365855,100.0,Silver Galaxy Bow On Header,"Crevice Cleaning Brushes UK, Grout Cleaner Brush for Small Spaces to Reach, Magic Brush, Bathroom Accessory, Cleaning Tools, Cleaning Supplies for Shower, Toilet, Sink (3, Black)",5055579129114,nan,B0DWSSGQLT,0.3,7.59
UNCERTAIN,False,BUNDLE (2x) - OK,4.529000000000002,5.885000000000002,350.29761904761915,2.0,1.0,2.0,0.28708133971291866,100.0,Valentines Printed Glass Coffee Cup- 350ml (Assorted Designs),"LIBWYS 2 Pack 350ml Double Walled Coffee Cups Glasses Mugs with 2 Spoons, Cappuccino Latte Tea Cups with Handle, Heat Resistant Cup Drinking Glasses",5056283845604,nan,B0D7PWM938,1.356,15.99
UNCERTAIN,False,1:1 Match,11.898333333333335,11.898333333333335,349.95098039215685,1.0,1.0,1.0,0.18357487922705315,200.0,Velvet Rose Hand Care Set,"The Body Shop British Rose Essentials Gift Set (Shower Gel 250ml + Body Yogurt 200ml + Hand Cream 30ml), Floral Festive Trio with Rose Extract, Softening & Hydrating Body Care, Vegan",5010792754635,nan,B0FNX8LJGL,3.42,25.0
UNCERTAIN,False,BUNDLE (4x) - OK,1.800416666666667,5.220416666666667,348.02777777777777,4.0,1.0,4.0,0.20512820512820512,300.0,Santa/Elf Mug (Assorted),Festive Party Set of 4 Xmas Mugs - Home & Office Tea & Coffee Cups - Ceramic Winter Tableware,5015302168902,nan,B017LX4GLW,1.14,12.89
UNCERTAIN,False,BUNDLE (4x) - OK,1.800416666666667,5.220416666666667,348.02777777777777,4.0,1.0,4.0,0.20512820512820512,300.0,Santa/Elf Mug (Assorted),Festive Party Set of 4 Xmas Mugs - Home & Office Tea & Coffee Cups - Ceramic Winter Tableware,5015302166298,nan,B017LX4GLW,1.14,12.89
UNCERTAIN,False,SPLIT (1/2) - OK,28.777000000000005,24.805000000000003,345.955369595537,0.5,2.0,1.0,0.15178571428571427,300.0,Boys 2 Piece Set 6-24m By Just Too Cute,"OneOdio Pro50 Hi-Res Over Ear Headphones Wired Closed-Back DJ Studio Headphones for Monitoring and Mixing, Soft Protein Leather Earcups, Noise Isolation, 90° Rotatable Housing, Portable",5055323146626,nan,B01F59T4HU,7.944,45.99
UNCERTAIN,False,BUNDLE (2x) - OK,5.176250000000001,6.916250000000002,345.81250000000006,2.0,1.0,2.0,0.17751479289940827,50.0,Glass Clear Mug,"KEMORELA Ribbed Glass Coffee Mug Set, 16oz Clear Glass Mugs with Handle, Coffee Bar Accessories, Durable Drinkware for Hot Beverages, Set of 2 Coffee Mugs",5015302441029,nan,B0DYJ8J89J,1.74,15.99
UNCERTAIN,False,1:1 Match,15.584999999999996,15.584999999999996,343.2819383259911,1.0,1.0,1.0,0.22857142857142856,100.0,Age 6 Unisex Birthday Latex Balloons (6 Pks Of 8 Balloons),"2.4GHz Wireless Gaming Headset for PS5, PS4, Switch, Mac, PC, Ultra-Low Latency, 50+ Hr Battery, Stereo Sound Gaming Headphones with Noise-Canceling Mic",5055579165075,783970280091,B0FWCHV916,4.788,33.99
UNCERTAIN,False,1:1 Match,10.15833333333333,10.15833333333333,342.0314253647586,1.0,1.0,1.0,0.1834862385321101,400.0,Red Santa Legs Bow (30cm),DONYER POWER Convector Radiator Heater 2000W Room Heating with Adjustable Thermostat,5056814411957,nan,B0773HXND3,2.904,27.49
UNCERTAIN,False,SPLIT (1/12) - OK,4.864333333333333,4.138333333333333,342.0110192837465,0.08333333333333333,12.0,1.0,0.26,50.0,Red/Green Wooden Trees on 50cm Stick (Pack of 12),GEEDIAR Wooden Christmas Tree 3D DIY Creative Miniature Ornaments Festival Party Xmas Tree Table Desk Decoration Xmas/Christmas Best Gift -30cm (Green),5056170340786,650728196198,B07XR9RQHG,0.792,10.99
UNCERTAIN,False,BUNDLE (4x) - OK,1.480333333333335,6.808333333333335,335.3858784893268,4.0,1.0,4.0,0.24680851063829787,200.0,Light Up Spinneroozs (4 Asstd Colours),"Light Up Spinning Toy, CJBIN 4 Pcs Light Up Spinning Tops, Gyroscope Toy, Flashing Light To-ys with Seven Coloured Lights and Music, Spinning To-ys for Kids Toddlers Autism T-oys Gift, Random Color",5050565413116,nan,B0CNGPM243,1.776,15.88
MODERATE_CONFIDENCE,False,BUNDLE (6x) - OK,0.8879166666666665,3.0479166666666666,334.9358974358974,6.0,1.0,6.0,0.36065573770491804,200.0,Iridescent Foil Balloon Weight with Tag,"Balloon Weights 6 Pack Iridescent Foil, Suitable for Helium Balloons at Birthdays, Parties, Events, Weddings & Celebrations, Heavy & Durable 85g",5056814413920,nan,B01N3LX0FU,0.432,8.99
UNCERTAIN,False,1:1 Match,14.878333333333332,14.878333333333332,334.3445692883895,1.0,1.0,1.0,0.17194570135746606,100.0,Wooden Christmas Trees,HomeZone Christmas Wooden Ladder Tree Hanging LED Lights - Rustic Space Saving Wall Tree Fairy Lights - Xmas Vintage Style Wall Mountable D.I.Y Scandinavian Shabby Chic Festive LED Decoration (123cm),5012866375944,5017403126478,B08L834B3G,4.68,34.99
MODERATE_CONFIDENCE,False,BUNDLE (1x) - OK,2.7049999999999996,3.0749999999999997,334.2391304347825,1.8333333333333333,12.0,22.0,0.3375,100.0,Female 50th Birthday Banner (pack Of 12),"22 Pcs 50th Birthday Decorations, Black Gold 50th Birthday Banners 12 Inches Balloons for Women and Men arty Decorations",5055579157841,nan,B0C27LY2MG,0.444,8.49
MODERATE_CONFIDENCE,False,BUNDLE (3x) - OK,2.6089166666666683,4.672916666666668,331.41252955082746,3.0,1.0,3.0,0.37,200.0,Christmas Stud Earrings (2 Designs) (Assorted Designs),YADOCA 3 Pairs Sterling Silver Christmas Stud Earrings for Women Girls Hypoallergenic Elk Christmas Tree Snowflake Xmas Earrings Christmas Jewelry,5012128621284,nan,B0BK7QYNH5,1.032,11.99
UNCERTAIN,False,BUNDLE (2x) - OK,7.561666666666669,11.761666666666668,331.3145539906104,2.1666666666666665,18.0,39.0,0.19555555555555557,100.0,Boys Stationery Set (18 Piece) (Assorted Designs),"Four Candies 39 PCS School Stationery Supplies with Cute Pencil Case, 12 Pastel Highlighters, 5 Black Ink Gel Pens, 6 Mechanical Pencils,  Aesthetic Girly Stationary Set (Pink)",5056283884917,nan,B0F3JGX8SP,3.6,26.99
UNCERTAIN,False,1:1 Match,5.155000000000002,5.155000000000002,330.44871794871807,1.0,1.0,1.0,0.2463768115942029,50.0,"18\"" ECO ONE Balloon - Birthday Jungle","1st Birthday Decorations for Boys,1st Wild One Birthday Balloons,Jungle Balloons,First Safari 1 Year",681070116749,nan,B0DRWPX231,1.212,12.99
UNCERTAIN,False,1:1 Match,5.155000000000002,5.155000000000002,330.44871794871807,1.0,1.0,1.0,0.2463768115942029,50.0,"18\"" ECO ONE Balloon - Birthday Jungle","1st Birthday Decorations for Boys,1st Wild One Birthday Balloons,Jungle Balloons,First Safari 1 Year",681070116787,nan,B0DRWPX231,1.212,12.99
UNCERTAIN,False,1:1 Match,6.297916666666668,6.297916666666668,329.7338568935428,1.0,1.0,1.0,0.05504587155963303,100.0,DIY Decorating Kit,"ProDec 11 pc Professional Home Decorating Kit, Paint Rollers & Tray Set with Paint Brushes, Dust Sheet, Masking Tape - Roller Sets for Painting Walls & Ceilings with Emulsion, Mini Roller for Emulsion",5056283842061,nan,B0CHZ1YRLP,1.632,14.99
UNCERTAIN,False,1:1 Match,5.431666666666668,5.431666666666668,323.31349206349216,1.0,1.0,1.0,0.18584070796460178,50.0,20cm  Oval Bread Basket (100),"10 inch Bread Proofing Basket Set 100% Natural Bread Banneton Proofing Basket Oval Banneton Bowl Sourdough Bread Making Tools with Dough Whisk, Linen Liner Cloth, Dough Scraper, Bread Lame & Blades",5055579121675,nan,B0CFY25SN9,1.356,14.99
UNCERTAIN,False,1:1 Match,4.958333333333333,4.958333333333333,321.96969696969694,1.0,1.0,1.0,0.16901408450704225,600.0,Jazzies Candy Jar,"Original Chocolate Jazzles Snowies Jazzies Retro Sweets Gift Jar By Berrymans Sweet Shop - Classic Sweets, Traditional Taste.",nan,5060700280213,B07RZMS4LH,1.188,13.99
UNCERTAIN,False,1:1 Match,4.07625,4.07625,320.96456692913387,1.0,1.0,1.0,0.24472573839662448,400.0,Christmas Glitter Head Bopper (Assorted Designs),REDSTAR FANCY DRESS 6pc Assorted Novelty Christmas Headbands for Adults and Kids - Xmas Headbands Adult Christmas Hair Accessories for Kids - Novelty Xmas Boppers Festive Headwear for Party,5056170325721,nan,B097RZVBRG,0.864,10.95
MODERATE_CONFIDENCE,False,1:1 Match,8.548333333333332,8.548333333333332,320.1622971285892,1.0,1.0,1.0,0.36065573770491804,100.0,Wheel Barrow and Accessories Sand Set,"Delex Pull along Kids Wagon Wheelbarrow and Gardening, Beach and Tools Play Set With Water Pail and Spray Includes 10 Accessories and 4 Plant Pots",5056283878930,nan,B08MZRBNRT,2.544,23.95
HIGH_LIKELIHOOD,False,1:1 Match,4.0945833333333335,4.0945833333333335,319.88932291666663,1.0,1.0,1.0,0.5222222222222223,100.0,2 Metre Printed Foil Christmas Wrapping Paper (Assorted Designs),4 X 10M ROLLS CHRISTMAS XMAS WRAPPING PAPER ASSORTED DESIGNS ASOS SANTA BELL XMAS TREES STOCKING RUDOLPH TRADITIONAL,5053189098653,5793018595822,B0FXB6ZWJ4,0.876,10.99
MODERATE_CONFIDENCE,False,1:1 Match,5.709583333333334,5.709583333333334,318.97113594040974,1.0,1.0,1.0,0.336734693877551,50.0,Personalisable Wooden Cutting Board,Personalised Chopping Board Cheese Board Oak Wooden Cutting Board Custom Gift for Couple Engagement Wedding Anniversary Mothers Day Christmas Birthday (Any Text),5707167001424,nan,B09FL2GD6J,1.488,13.99
