EAN_Supplier,EAN_Amazon,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,Sales,NetProfit,ROI,SupplierPrice,AmazonPrice,MatchCategory,MatchScore,MatchReason
5025572981651.0,,B0D9Y8Q8NN,Deluxe Adult Mask & Snorkel Set  (Assorted Designs),G2RISE SN02 Snorkel Set Adults - Scuba Mask Diving Goggles Dry Snorkeling Gear with Breath Easy Airflow Tech & Anti-fog Design（2PACK),https://angelwholesale.co.uk/Item/Hi-quality-Deluxe-Junior-Mask--Snorkel-Set-On-Blister-Card-toy017203,https://www.amazon.co.uk/dp/B0D9Y8Q8NN,100.0,10.871666666666666,272.4728487886382,4.128,26.99,FALSE_MATCH,34.48275862068966,Very low title similarity
5055442154533.0,,B0DWDWH5MZ,Kids 3pk Plain Sock - Black 27-30 / 9-12,"Baby Dino Musical Stuffed Animal Toys for 0-3-6-9-12 Months，Infant Dinosaur Tummy Time Toys with Crinkle Sound Paper,Teether，Textures & Rattles for Newborn Boys Girls Birthday Gifts，Blue",https://angelwholesale.co.uk/Item/Kids-3pk-Plain-Sock---Grey-27-30-/-9-12-gun0549,https://www.amazon.co.uk/dp/B0DWDWH5MZ,50.0,10.870000000000005,639.4117647058825,1.38,22.98,FALSE_MATCH,10.909090909090908,Very low title similarity
5020133113076.0,,B0C59GH76B,Boys 2 Pack of Cosy Socks with Grippers Assorted Designs,"Baby Dino Musical Stuffed Animal Toys for 0-3-6-9-12 Months，Infant Dinosaur Tummy Time Toys with Crinkle Sound Paper,Teether，Textures & Rattles for Newborn Boys Girls Birthday Gifts，Blue",https://angelwholesale.co.uk/Item/Kids-Skull-Pattern-Slipper-Socks-With-Gripper-bun0757,https://www.amazon.co.uk/dp/B0C59GH76B,50.0,10.700000000000005,572.1925133689841,1.584,22.98,FALSE_MATCH,9.166666666666668,Very low title similarity
5055992768556.0,5060893700109.0,B08XXBC81T,Baa Baa Lamb Bamboo Plate,"Bubba Bear Baby Weaning Set | Bamboo Plates, Bowls & Spoons for Toddler Led Feeding | Suction Plate, Bowl & Spoon Sets for Babies from 6 Months | Optional Matching Kids BLW Bib (Green)",https://angelwholesale.co.uk/brands/sass-and-belle/baa-baa-lamb-bamboo-spoons-set-of-3-/p1050979.html,https://www.amazon.co.uk/dp/B08XXBC81T,100.0,10.465,300.7183908045977,3.516,24.99,FALSE_MATCH,21.53846153846154,Very low title similarity
5015302118112.0,796917599330.0,B09YXYVFVB,Wood Tumbling Tower Large,"Garden Games Giant Tumble Tower (Stack 0.6 M up to 1.5 M), Large Tumbling Timber Wooden Toppling Blocks Stacking Game for Kids Adults Family Indoor Outdoor Fun",https://angelwholesale.co.uk/gift/gifts-by-recipient/baby-gifts/multi-colour-5-tier-ball-tumble-tower/p1070749.html,https://www.amazon.co.uk/dp/B09YXYVFVB,100.0,10.401666666666666,247.65873015873007,4.38,30.77,FALSE_MATCH,20.994475138121548,Very low title similarity
5056721862156.0,721820110761.0,B0FPQ965XL,White Round Basket with Handle 25cm Dia,"WESEARY Wireless Gaming Headset for PS5/PS4/PC/Switch/Mac, Dual Mode 2.4GHz & Bluetooth & USB, Headset with Microphone, 50-Hour Battery, EQ Modes, Lossless Audio, RGB Lighting",https://angelwholesale.co.uk/occasions/mothers-day/baskets-buckets/white-round-basket-with-handle-30cm-dia-/p1065651.html,https://www.amazon.co.uk/dp/B0FPQ965XL,200.0,10.181666666666665,166.9125683060109,6.66,28.49,FALSE_MATCH,0.0,Category mismatch detected
5012866650102.0,,B0845XYT99,Wooden Pirate Puzzle 2 Asstd  by AtoZ Toys,Toddler Educational Toys for 1 2 3 Years Old Boys and Girls - 3 Montessori Jigsaw Wooden Puzzles for Kids - Animals Learning Gifts for 2-4 Years Old - Fun Kids Games,https://angelwholesale.co.uk/Item/2pcs-Racing-Car--2-Asstd--by-AtoZ-Toys-toy021599,https://www.amazon.co.uk/dp/B0845XYT99,50.0,10.025,352.99295774647885,2.748,21.99,FALSE_MATCH,38.0,Very low title similarity
5056721855486.0,761729027098.0,B0D8VVVT41,Grey Oval Split Willow Basket Handle and Liner (37cm),White Horse Dragon Samurai mech Robot Model Knight 2 in 1 Building Blocks Toy Set Mythical Birthday for Age 8+ Children Adults Teens 731 Pieces,https://angelwholesale.co.uk/christmas/packaging-hamper-making-/hamper-baskets-trays-/white-oval-split-willow-basket-with-handle-and-liner-37cm-/p1064751.html,https://www.amazon.co.uk/dp/B0D8VVVT41,50.0,9.755000000000004,121.78526841448192,8.952,30.39,FALSE_MATCH,22.797927461139896,Very low title similarity
5056519267590.0,721820110730.0,B0FPGF1M99,Essential Pink Bougainvillea Trail,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",https://angelwholesale.co.uk/craft/floristry/silk-flowers/essential-white-bougainvillea-trail/p1058482.html,https://www.amazon.co.uk/dp/B0FPGF1M99,200.0,9.681666666666665,127.72647317502197,8.436,29.99,FALSE_MATCH,16.113744075829384,Very low title similarity
5056721839172.0,,B0B666CZRT,Essential Sunflower Bouquet,"Stunning Sunflower Bouquet - Fresh Flowers for Birthdays, Anniversaries, Delivered in Gift Box Vase, Autumn arrangement, Festive Occasion, Seasonal floral, Get well",https://angelwholesale.co.uk/craft/floristry/silk-flowers/sunflowers/essential-yellow-sunflower/p1063869.html,https://www.amazon.co.uk/dp/B0B666CZRT,300.0,9.546666666666663,892.2118380062303,0.624,21.98,FALSE_MATCH,37.950819672131146,Very low title similarity
