SupplierTitle,AmazonTitle,EAN_clean,EAN_OnPage_clean,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,sales,TitleMatch,MatchCategory
Dusty Pink Velvet Magnolia with Glitter Leaf (Dia26cm),22cm Large Glitter Poinsettia 4 Pcs Artificial Velvet Magnolia Christmas Flowers Picks Floral Ornaments for Xmas Tree Decorations Wreaths Garland Holiday New Year Party Wedding Decor (Burgundy),5056519244263,,B0FFMT744L,1.704,14.99,5.271666666666667,267.5972927241963,50,0.3076923076923077,MODERATE_CONFIDENCE
Yellow Frosted Grape Pick (25cm),"Atoke 24 Pack Christmas Red Berries Stems,15 Head Artificial Berry Picks Holly Berries Burgundy Branches for Crafts,Winter Holiday Wedding,Holiday Home Decor",5056814437681,,B0CJ6Q4M6T,1.704,14.99,5.271666666666667,267.5972927241963,400,0.20105820105820105,LOW_CONFIDENCE
Red Velvet Magnolia with Glitter Edge (Dia20cm),22cm Large Glitter Poinsettia 4 Pcs Artificial Velvet Magnolia Christmas Flowers Picks Floral Ornaments for Xmas Tree Decorations Wreaths Garland Holiday New Year Party Wedding Decor (Burgundy),5056519244195,,B0FFMT744L,1.704,14.99,5.271666666666667,267.5972927241963,50,0.31666666666666665,MODERATE_CONFIDENCE
Metallic Green Galaxy Bow On Header,"GIONAR 100Pcs Mini Christmas Bows - 1Inch Metallic Star Mini Gift Bow Mini Christmas Self Adhesive Bows for Gifts Wrapping Holiday Presents (Green, 100pcs)",5055579137812,,B0D97PKV9P,0.48,8.99,2.541666666666668,267.5438596491229,50,0.15789473684210525,LOW_CONFIDENCE
Cotton 4 pce Pink Owl Gift Set by Nursery Time,2 Soft White Elli and Raff Baby Hooded Bath Time Towel 100% Cotton Baby Gift (Pink),5016064058661,,B07TFF4Y7D,0.612,8.89,2.8270833333333343,266.7059748427674,300,0.21705426356589147,LOW_CONFIDENCE
Clear Glass Icicle Hanging Decoration (16.5cm),Glass Icicle 3.5-7.8 Inch Clear Twisted Glass Icicle Christmas Ornaments Icicle Decorations Hanging (25),5056721884752,,B07YWTXZL3,2.028,14.99,5.967916666666668,266.4248511904762,200,0.5066666666666667,HIGH_LIKELIHOOD
11oz Mum In A Million V Shaped Mug,"18650 Battery Charger, Universal Fast Dual Charge Battery Charger for 3.7V/3.6V Li-ion Rechargeable Batteries 18650 18500 18490 18350 17670 17500 16340(RCR123) 14500 26650 22650 with USB Cable",5015302410735,,B0BNPCMNGZ,1.116,10.99,3.894583333333333,263.14752252252254,200,0.12389380530973451,LOW_CONFIDENCE
Red Sparkly Berry Ball Pick (13cm),"FINGOOO Artificial Red Berry Stems, 14 Pcs 7.8 Inch Glitter Christmas Tree Picks for Christmas Tree Ornaments,DIY Xmas Wreath, Holiday and Home Decoration",5056814437896,736067830785,B08CDFT155,0.84,10.99,3.258333333333333,260.66666666666663,900,0.20212765957446807,LOW_CONFIDENCE
Polka Dot Short Sleeve Unbranded Cotton Bodysuit (3-6m),"Bramble & Bear 3/6 Pack Short/Long Sleeve Baby Vests - Organic Cotton Unisex Baby Bodysuit Vests for 0-3 Years - Comfortable Bodysuits for Boys & Girls - Soft, Cosy, Cute",,5060960361684,B0CV5J77K3,1.428,12.34,4.533333333333334,260.536398467433,50,0.35555555555555557,MODERATE_CONFIDENCE
Glue Sticks Hot Melt,"Aigostar 100W LED Work Light, 9000LM Job Site Light, Plug in Folding FloodLight with 13ft Wire & Switch, Portable Loft Construction Workman Lights 240V Mains Powered IP65 Waterproof",5056519205042,8433325386368,B0D1V3KVPY,5.4,34.29,13.124999999999996,259.90099009900985,200,0.14925373134328357,LOW_CONFIDENCE
Warner Bros Little Heroes Superman Socks - 24-36 Months - 3 Pack,"Car Boot Organiser with Cooler Bag, Extra Large Premium Expandable Compartments, Foldable Car Organiser, Trunk Organiser for Most Vehicles & Indoor",5017224988927,,B0C2D2TLGM,7.98,45.99,18.655000000000005,259.0972222222223,100,0.1990521327014218,LOW_CONFIDENCE
Suki - Small Caspian Turtle,"Safety First Aid Group Workplace First Aid Kit (Small 1-10 Persons) Economy HSE-Compliant with Inspection Tags, Wall Bracket, Extra Plasters",5053154154704,5037331032078,B09P58TDMW,5.604,32.0,13.496666666666668,258.5568326947638,500,0.2754491017964072,LOW_CONFIDENCE
Red and Black Shimmer Zebra Print Ribbon (63mm x 9m),Belaco Oil Filled Radiators 11 Fins Portable Electric Heater Adjustable Thermostat Control 3 Heat Settings Portable Heater Overheat Protection 2500W Energy Efficient Heavy-Duty Castor,5056519228676,5060598911466,B09MZDW551,9.252,52.86,21.300000000000004,257.86924939467315,200,0.20425531914893616,LOW_CONFIDENCE
Festive Kids Christmas Plate (Assorted Designs),"RSW Christmas Santa & Friends Kids Dinner Set – 3 Piece Tableware Set with Plate, Bowl & Cup – Festive Santa & Reindeer Design – Perfect for Children",5015302455576,,B0FQCSS6YP,1.116,10.85,3.795416666666666,256.44707207207205,100,0.29591836734693877,LOW_CONFIDENCE
Oval Wooden Sign,"DEAYOU 8 Pack Natural Wood Slices, Unfinished Oval Wood Crafts with Bark, 9-11"" L x 3-4"" W Tree Slice Wooden Signs with Small Eye Rings and Rope for Centerpieces, DIY, Wedding",5050544285642,,B09WGT9VHN,1.992,15.99,5.655,255.8823529411765,50,0.16753926701570682,LOW_CONFIDENCE
Snowies Candy Jar,"White Chocolate Jazzies - Snowies│ Gift Jar │ 515g │ Original White Chocolate Jazzies - Snowies Retro Sweets Victorian Gift Jar by Candy Hive - Timeless Treats, Authentic Flavour",,5061057780982,B0DNQSWZBK,1.188,12.49,3.9383333333333335,255.73593073593076,50,0.1641025641025641,LOW_CONFIDENCE
Black Paper Party Bags  x12,"45pcs Black Kraft Paper Bags With Handles - Mixed Size Gift Bags for Business, Shopping, Retail, Party, Favor, Merchandise (Black)",,,B0CWL8BVJP,1.692,17.99,5.011666666666664,255.6972789115645,50,0.267515923566879,LOW_CONFIDENCE
Silver Pillar Candle (15cm),"331pcs 50mm Wet Dry Hook and Loop Sanding Discs 60-10000 Grit Sandpaper for Drill Sanding Attachment, Backing Pads Polishing Kit for Resin Wood Jewelry Metal",4031052028045,,B0FG25KSSS,3.072,18.99,7.931249999999999,255.02411575562692,50,0.17391304347826086,LOW_CONFIDENCE
Essential Cream/Pink Lily Mix Bouquet,"Splendid Pink Lilies Fresh Flower Bouquet Arrangement in Gift Bag for Birthdays, Weddings, Anniversaries, Thank-you, Sympathy, Vintage-Inspired Indoor Decoration Delivery, Cut Floral Occasions",5056721861487,,B08FRNSVQT,3.552,20.99,8.947916666666668,254.92640075973412,50,0.19213973799126638,LOW_CONFIDENCE
Pink Deco Web Ribbon (70mm x 20m),"Belaco Heater 2000W Turbo Convector Electric Heater with Fan Heater 3-speed Setting & 24Hr Timer | Energy Saving Portable Heater| Fast Heating Room Heaters for Home, Electric radiator – Black",5056519222148,5060598912685,B0FXBBF665,5.148,33.99,12.275000000000002,253.6157024793389,200,0.08928571428571429,LOW_CONFIDENCE
6 Tree Novelty Crackers,"KreativeKraft Luxury Christmas Crackers, Set of 6 Deluxe Xmas Crackers, Plushies Hanging Xmas Tree Ornaments, Fun Novelty Party Gifts Christmas Decor (Green)",5015302170486,,B0D7ZQ3NW9,4.776,25.99,11.469583333333327,253.19168506254587,800,0.2222222222222222,LOW_CONFIDENCE
Wood Tumbling Tower Large,"Garden Games Giant Tumble Tower (Stack 0.6 M up to 1.5 M), Large Tumbling Timber Wooden Toppling Blocks Stacking Game for Kids Adults Family Indoor Outdoor Fun",5015302118112,796917599330,B09YXYVFVB,4.38,30.77,10.401666666666666,247.65873015873007,100,0.20652173913043478,LOW_CONFIDENCE
Essential Yellow Sunflower,"Sunflower Gifts for Women, Birthday Hampers Pamper Gifts for Women, Relaxation Bath Set for Her,Get Well Soon Gift Baskets, Self Care Package for Mum,Wife,Sister,Daughter,Friends (Yellow)",5056721839189,,B0D99XCR4F,2.268,16.99,6.028333333333334,247.0628415300547,50,0.08450704225352113,LOW_CONFIDENCE
Christmas Kids Santa Plates (Pk6),"Christmas Xmas 3pcs Kids Childrens Micro Dinner Lunch Santa Festive Tableware Set Plate, Bowl & Cup, BPA Free",5012128606311,,B0BN5V28TN,0.96,9.99,3.316250000000001,245.64814814814815,200,0.39436619718309857,MODERATE_CONFIDENCE
Car Seat Travel Bag,"Car Seat Travel Bag - Strong Non Rip Nylon Car Seat Bag For Child Seats, Navy",5015302107680,,B07PCPZ4SK,4.188000000000001,22.99,9.83458333333333,243.4302805280527,400,0.3958333333333333,MODERATE_CONFIDENCE
Elf Air Dry Clay,"50ml Air Dry Clay Glaze，Air Dry Clay Varnish for Airdry Clay，Clay Varnish for Air Drying Clay Can Used to Prevent Clay Cracking, Scratches, and Wear,It Can Also Having a Glossy Glaze Effect (Gloss)",5016064032128,,B0CP8WJZNY,0.48,7.99,2.299583333333333,242.06140350877197,700,0.13145539906103287,LOW_CONFIDENCE
Bright Red APAC Satin Ribbon (25mm),"Desk Fan, USB Desktop Fan with LED Display & Long Battery Life, 100 Speeds, 90° Adjustable Head Tilt, 3-in-1 Powerful Table Fan for Bedroom, Kitchen, Office, Home,Camping (Dark Gray)",5055141659063,,B0DSFFKH1T,2.7,18.99,6.715000000000001,239.82142857142864,50,0.2119815668202765,LOW_CONFIDENCE
Assorted Teacher Ceramic Mug & Pen Set,"Teacher Gifts for Women Men, Teacher Christmas Gifts, 14oz Grey Ceramic Coffee Mug Teachers Gift Teacher's Day Profosser Mentor Gift with Prensent Box, Golden Spoon, Greeting Card",5063435115010,,B09GVWCGPF,0.888,10.99,3.088333333333333,239.40568475452196,100,0.31336405529953915,MODERATE_CONFIDENCE
Red Glitter Baubles & Foliage Pick (22cm),"FINGOOO Artificial Red Berry Stems, 14 Pcs 7.8 Inch Glitter Christmas Tree Picks for Christmas Tree Ornaments,DIY Xmas Wreath, Holiday and Home Decoration",5056814428252,736067830785,B08CDFT155,0.948,10.99,3.168333333333333,236.44278606965173,900,0.24615384615384617,LOW_CONFIDENCE
Dog Harness (Assorted Designs),"Dog Harness Mesh Breathable Comfortable Pet Vest No Pull Adjustable Soft Padded Dog Power Strap (S, Red)",5015302203962,6902210335238,B075D4XNFV,0.948,10.99,3.168333333333333,236.44278606965173,300,0.3582089552238806,MODERATE_CONFIDENCE
Naughty & Nice Mug Set,"Homythe Funny Christmas Mugs, Nice Naughty Matching Christmas Coffee Mugs, 2 Pack 11oz Holiday Drinking Cups, Holiday Party Cups for Table Decor, Xmas White Elephant Gifts for Women Men Couples",5056131105898,,B0FC2PBY41,3.096,19.99,7.398333333333331,236.36847710330136,50,0.18604651162790697,LOW_CONFIDENCE
Man Cave Neon Sign,"YuanDian Man Cave Neon Sign, Neon Lights for Gamer Room Wall Decor, Gift Ideas for Boys Game Nephew Men Teen Son Grandson",5050565803603,,B0CC28TR39,3.048,23.99,7.291666666666666,235.9762675296656,50,0.2589928057553957,LOW_CONFIDENCE
Micro Polyfoam Snowballs,"40Pcs 5cm White Plush Realistic Artificial Snowballs,Christmas Decorations Fake Snowball for Family Indoor Snowballs Fight Game for Winter Game,Xmas Trees,Family Indoor Outdoor Snow Fights Game",5050565314628,,B0BDDB1YRF,0.8160000000000001,9.99,2.8950000000000005,235.36585365853665,100,0.1382488479262673,LOW_CONFIDENCE
Oval Split Willow Basket Handle and Liner Natural (37cm),"STEM Building Toys for Kids 6-14, Remote & APP Controlled 3in1 STEM Robot Building Kit for Kids with Music Spray, 513 Pcs Building Blocks Set Birthday Xmas Gift Ideas for Boys Girls",5056721855516,,B0DF1XFRGB,8.508,39.99,17.715000000000003,231.8717277486912,100,0.2109704641350211,LOW_CONFIDENCE
Chapel Candle 16.5cm,Logic Firm Digestive Support | Dog Diarrhea Aid | Dog Support For Upset Stomach | Dog Diarrhea Paste | Logic Firm Paste For Large Dogs | Gut Probiotics For Dogs | Tummy Settlers For Dogs | 60ml,4031052217975,,B00EWJG2LG,2.7960000000000003,18.0,6.650000000000001,230.9027777777778,300,0.13145539906103287,LOW_CONFIDENCE
Wooden Star Clear Glaze (50cm),"Christow Christmas Star Decoration, 50cm Warm White Micro LED Light, Indoor Mantelpiece Window Sill Table Ornament, Battery Operated with Timer",5056814446287,5031470246969,B09BBG7WVF,2.748,21.99,6.555,230.8098591549296,500,0.16184971098265896,LOW_CONFIDENCE
Essential Yellow Sunflower,"Sunflower Gifts for Women, Birthday Hampers Pamper Gifts for Women, Relaxation Bath Set for Her,Get Well Soon Gift Baskets, Self Care Package for Mum,Wife,Sister,Daughter,Friends (Yellow)",5056721871189,,B0D99XCR4F,2.424,16.99,5.898333333333334,229.50713359273672,50,0.08450704225352113,LOW_CONFIDENCE
Medium Red Poinsettia Pick,"Alupssuc 24pcs Poinsettia Christmas Tree Decorations,12pcs Poinsettia Artificial Flowers and 12pcs Stem for Christmas Wreath,Xmas Tree,Christmas Decorations,Red",5056814430859,6978421740574,B0F43DVHSM,1.188,11.99,3.5216666666666665,228.67965367965368,50,0.1827956989247312,LOW_CONFIDENCE
Summit Prolite 3W Aluminium Torch,"Sealey Aluminium Mini Hand Torch, 3W COB LED, 500lm, Super Beam - LED500SB",5035288137563,5054630054945,B09BFFWJM6,2.016,14.5,5.093333333333334,228.4005979073244,100,0.35514018691588783,MODERATE_CONFIDENCE
Pencils & Novelty Erasers,"64 PCS Novelty Pencil and Rubber Set,32 Cute Rubbers Erasers for Kids & 32 Triangle Pencils for Kids,Fun Stationery Set Makes a Great for School Class (Triangle Pencil)",5012128470684,,B0CLX4KKBJ,0.948,9.98,3.0566666666666684,228.1094527363185,50,0.19689119170984457,LOW_CONFIDENCE
34 inch  Number Balloon - 8 - Silver,Newcastle Beer Mats x9,5055370603684,,B09C8VQ1NT,2.196,14.36,5.381666666666667,226.1204481792717,50,0.2413793103448276,LOW_CONFIDENCE
34 inch  Number Balloon - 3 - Silver,Newcastle Beer Mats x9,5055370603639,,B09C8VQ1NT,2.196,14.36,5.381666666666667,226.1204481792717,50,0.2413793103448276,LOW_CONFIDENCE
Cloudy White Bolsius Rustic Shine Pillar Candle (130 x 68mm),Bolsius Rustic Pillar Candle - Ivory- Pack of 4 - Long Burning Time of 60 Hours - Household Candle - Interior Decoration - Unscented - Natural Vegan Wax - No Palm Oil - 130 x 70 mm,8717847200754,,B08W1HC9D6,2.628,15.97,6.162083333333334,224.89355231143557,100,0.30833333333333335,MODERATE_CONFIDENCE
Wooden Jigsaw Puzzle,"Wooden Puzzles for Adults and Kids, Mandala Hummingbird Jigsaw Puzzle, 300 Pieces, Colorful with Exquisite Box, Suitable for Home Decor and Gifts",5012866659068,,B0C2Y9V3CF,2.52,16.99,5.958333333333335,224.8427672955975,200,0.24242424242424243,LOW_CONFIDENCE
Woodland Retreat Bottle Bag,"Yukiyi 12 Pcs Brown Kraft Paper Christmas Wine Bottle Gift Bags, Fits 750ml Bottles, 4 Christmas Patterns, Santa Claus, Snowman, Wreath, Bells Wrapping, Party Favors",5056022180614,,B0BF1XHWYX,0.864,9.99,2.8550000000000013,224.8031496062993,800,0.15625,LOW_CONFIDENCE
Black and White Balloon Tassels,"Bow Birthday Party Decoration, Black Bow Decorations with Happy Birthday Banner Glitter, Black White Balloons, Hair Clips, CakeTopper, Sash, Coquette Party Deco Set for Women Girls Princess",3016600101167,,B0DSF9V2HW,1.26,11.99,3.591666666666667,224.47916666666663,50,0.2727272727272727,LOW_CONFIDENCE
Clear DarcieÂ Rounded Base Glass Tealight Holder (8cm),"Set of 24 Clear Glass Tealight Candle Holders, 4.5cm x 2.5cm with Luxurious Look",5056721884844,,B09QKTGZ6Q,1.608,11.99,4.192916666666668,221.84744268077608,200,0.44776119402985076,MODERATE_CONFIDENCE
Clear Harrison Glass Tealight Holder (4.5cm),"Set of 24 Clear Glass Tealight Candle Holders, 4.5cm x 2.5cm with Luxurious Look",5056721884820,,B09QKTGZ6Q,1.608,11.99,4.192916666666668,221.84744268077608,200,0.532258064516129,HIGH_LIKELIHOOD
Baby's Breath Artificial Flower - Peach (12 Stems),"12 Pcs Babys Breath Artificial Flowers, Gypsophila Real Touch Flowers for Wedding Party Home Garden Decoration",5038168001701,755419896323,B0B35QQLXX,1.5,12.99,3.985000000000002,221.388888888889,100,0.5,HIGH_LIKELIHOOD
Baby's Breath Artificial Flower - Cerise (12 Stems),"12 Pcs Babys Breath Artificial Flowers, Gypsophila Real Touch Flowers for Wedding Party Home Garden Decoration",5038168037106,755419896323,B0B35QQLXX,1.5,12.99,3.985000000000002,221.388888888889,100,0.4968944099378882,MODERATE_CONFIDENCE
18 inch Circle - Burgundy  Balloon,"Red Burgundy Balloons Arch Kit, 110 pcs Wine Red Balloons Arch Different Sizes, 18 Inch 12 Inch 10 Inch 5 Inch Maroon Balloons Garland for Birthday Party Decorations Wedding Baby Shower Anniversary",681070194495,,B0DK1NB6DT,0.6839999999999999,7.99,2.478333333333333,221.2797619047619,100,0.17316017316017315,LOW_CONFIDENCE
Pack of 8 White Household Candles (5 Inch),"Unscented White Household Candles 13.5cm – 2 Packs of 12 (Total of24) – Shabbos/Shabbat Candles for Power Cuts, Emergency, Prayer, Vigil, Church, Long Burning, Decorative & Daily Use",5050565739834,,B09KM9SPBC,0.9,9.99,2.875000000000001,221.15384615384625,100,0.2767857142857143,LOW_CONFIDENCE
Men's 5 Pack White Sport Socks,"6 Pairs Cushioned Crew Sport Socks, Plain Cotton Athletic Socks for Women Men, Running Socks Trainer Socks for Walking Hiking Work Running Trainer Gym Outdoor",5055442155431,,B0DK77XCB4,1.26,9.99,3.525000000000002,220.3125000000001,50,0.20212765957446807,LOW_CONFIDENCE
Delicate Red Bolsius Pillar Candle (120 x 58mm),Bolsius Pillar Candles - Red - 4-Pack - 20 x 7 cm - Decorative Household Candles - Long Burning Time of 75 Hours - Unscented - Includes Natural Vegan Wax - Without Palm Oil,8717847204738,,B0C6TTK2CC,2.8440000000000003,16.6,6.428333333333336,220.14840182648413,100,0.2648401826484018,LOW_CONFIDENCE
Light Pink Arundel Romance Bouquet (28cm),"LARDUX 24 Pcs Glitter Roses Bouquet, Valentine's Day Artificial Rose Flowers Bouquet,DIY Fake Glitter Bouquets with Crown for gifts Wedding Anniversary Engagement Birthday,Mother's Day (Light pink)",5055977372792,,B0DY4HCCT5,3.24,17.99,7.082916666666666,217.9358974358974,50,0.09243697478991597,LOW_CONFIDENCE
Easter Stoneware Mug (Assorted Designs),"Invero Set of 4 Kitchen Vintage Printed Design Stoneware Mugs Cups 10.5oz - Ideal for Tea, Coffee, Latte, Hot Chocolate, Gifts and More",5056283857027,5056075689423,B09SBM685P,1.884,16.99,4.618333333333334,217.8459119496856,50,0.3103448275862069,MODERATE_CONFIDENCE
Gold Foil Star Balloon (18 Inch),"Gold Foil Star Balloon,10Pcs Gold Star Shaped Foil Balloons,18Inch Helium Polyester Film Balloons for Graduation,Brithday,Engagement,Wedding Party Decorations",26635230278,,B0CYBRZ68Y,0.648,7.49,2.371666666666667,217.5840978593272,100,0.30526315789473685,MODERATE_CONFIDENCE
Make Your Own Christmas Foam Ornaments (Assorted),"PopManko Christmas Crafts for Kids, 10 Pack Christmas Arts and Crafts Gifts for Kids, Xmas Activities Foam Stickers Craft Kits Party Bag Fillers Make Your Own Christmas Decorations (Christmas)",5053189097175,,B0FGCLNJDY,1.008,8.99,3.0216666666666674,217.38609112709835,700,0.27385892116182575,LOW_CONFIDENCE
Halloween Dip Tray 30cm (Assorted),"Angoily 2Pcs Christmas Tree Shaped Snack Tray, Serving Tray for Food, Plates Chip& Dip Set, 3 Compartment Plastic Serving Dishe Food Storage Server for Xmas Holiday Party Supplies (Grey)",5050565532039,,B09DD69DPW,1.08,9.89,3.1454166666666667,216.92528735632183,50,0.17272727272727273,LOW_CONFIDENCE
18 inch Circle - Burgundy  Balloon,"Red Burgundy Balloons Arch Kit, 110 pcs Wine Red Balloons Arch Different Sizes, 18 Inch 12 Inch 10 Inch 5 Inch Maroon Balloons Garland for Birthday Party Decorations Wedding Baby Shower Anniversary",742554340897,,B0DK1NB6DT,0.708,7.99,2.458333333333334,215.6432748538012,100,0.17316017316017315,LOW_CONFIDENCE
Forest Foliage Pick (50cm),"6Pcs Norfolk Pine Stems,18''Real Touch Artificial Pine Branch Christmas Foliage Picks Tree Filler Branches for Xmas Vase Filler Wreath Garland Home Decor (Pinecone)",5056721899817,,B0FK5FFTD4,0.552,9.99,2.165000000000001,214.35643564356445,200,0.24210526315789474,LOW_CONFIDENCE
Mother of the Groom Mad Dots Heart,"Pristar Remote Control Car Hand Gesture Controlled Car, 1:14 RC Stunt Auto 360° Rotation 3 Control Methods 2.4 GHz Drift Glove Controlled Cars Gift Toy for Kids Boy Girls Age 5 6 7 8 9 10 11 12",819787305211,,B0C7FJY9SL,7.212,32.5,14.050833333333337,214.18953252032523,100,0.13215859030837004,LOW_CONFIDENCE
Navy Ribbed Knee Length Socks with satin Flower & Diamonte  by Soft Touch,Youngly 6 Pairs of Cotton Lycra Plain Knee High Socks Extra Long Smooth Socks for Women & Girls Knitted UK Size 4-6,5023797402074,5060960731296,B0B9SKCVKN,1.2,9.98,3.316666666666669,213.97849462365608,100,0.3829787234042553,MODERATE_CONFIDENCE
Rope Tug Toys,"Aitmexcn Dog Rope Toys for Large Medium Breed Chewers – 37 Inch 5 Knots Indestructible Dog Chew Toys, Tough Tug of War Rope for Teeth Cleaning, Interactive Play",5015302204648,717979586793,B09WRGJGVD,1.116,11.39,3.161666666666667,213.62612612612617,900,0.15028901734104047,LOW_CONFIDENCE
Mini Marshmallows - Mini Jar,"Original Mini Marshmallows Mini Mallows Retro Sweets Gift Jar By Berrymans Sweet Shop - Classic Sweets, Traditional Taste.",,5060700282392,B092921PQM,1.188,9.99,3.285000000000001,213.3116883116884,900,0.3466666666666667,MODERATE_CONFIDENCE
Mini Marshmallows - Mini Jar,"Original Mini Marshmallows Mini Mallows Retro Sweets Gift Jar By Berrymans Sweet Shop - Classic Sweets, Traditional Taste.",,5060700282392,B092921PQM,1.188,9.99,3.285000000000001,213.3116883116884,900,0.3466666666666667,MODERATE_CONFIDENCE
Mini Marshmallows - Mini Jar,"Original Mini Marshmallows Mini Mallows Retro Sweets Gift Jar By Berrymans Sweet Shop - Classic Sweets, Traditional Taste.",,5060700282392,B092921PQM,1.188,9.99,3.285000000000001,213.3116883116884,900,0.3466666666666667,MODERATE_CONFIDENCE
White Wired Ribbon with Snowman and Lights (63mm x 10 yards),"Hollyone 63mm x 10yd White Velvet Ribbons, 2PCS Thick Christmas Ribbons for Gift Wrapping, Wide Ribbons for Crafting, Wired Ribbons for Wedding Car, Xmas Tree, Birthday Decorations",5026281894058,,B0CT5TYDFM,2.496,14.99,5.577916666666668,212.0880861850444,50,0.20833333333333334,LOW_CONFIDENCE
Red Parcel Pick (14cm),"Atoke 24 Pack Christmas Red Berries Stems,15 Head Artificial Berry Picks Holly Berries Burgundy Branches for Crafts,Winter Holiday Wedding,Holiday Home Decor",5055977325958,,B0CJ6Q4M6T,2.496,14.99,5.577916666666668,212.0880861850444,500,0.1787709497206704,LOW_CONFIDENCE
Weekly Planner Chalk Board,"Chalky Crown - Meal Planner Board - Magnetic Dry Erase Menu Board for Fridge Includes 4 Liquid Chalk Markers - Weekly Meal Planner - Blackboard, Grocery List for Kitchen Refrigerator - Black",5055992749395,,B07XCRZ56Z,1.68,11.99,4.132916666666668,211.94444444444449,200,0.21296296296296297,LOW_CONFIDENCE
Yellow Veneto Bubble Glass Jar Vase (7.5cm),"Desk Fan, USB Desktop Fan with LED Display & Long Battery Life, 100 Speeds, 90° Adjustable Head Tilt, 3-in-1 Powerful Table Fan for Bedroom, Kitchen, Office, Home,Camping (Dark Gray)",5055141637689,,B0DSFFKH1T,3.588,18.99,7.50125,211.89971751412423,50,0.16,LOW_CONFIDENCE
Unpeeled Willow Ring (30cm),"RAYHER Willow Wreath, Ø 30cm x 7cm",5056721861296,,B00LW3G5LW,1.188,11.94,3.2600000000000007,211.68831168831176,300,0.4918032786885246,MODERATE_CONFIDENCE
Mini Marshmallows - Mini Jar,"Original Mini Marshmallows Mini Mallows Retro Sweets Gift Jar By Berrymans Sweet Shop - Classic Sweets, Traditional Taste.",,5060700282392,B092921PQM,1.2,9.99,3.275000000000001,211.29032258064524,900,0.3466666666666667,MODERATE_CONFIDENCE
Dad Printed Photo Frame (4 x 6 inch) (Assorted Designs),"frame dad Love Forever Photo Gift for Dad, 4x6 Inch Wood Rotating Floating Photo Frame from Daughter Son",5050565308238,,B0D3LZTTQJ,0.732,8.49,2.44375,210.66810344827584,100,0.33962264150943394,MODERATE_CONFIDENCE
Character Headbands (Assorted Designs),"THE TWIDDLERS - 8 Christmas Headbands in Assorted Xmas Designs, Christmas Hats for Kids & Adults - Stocking Filler, Fancy Dress, Novelty Xmas Head Boppers, Party Dress Up Accessories - One Size",5012213504911,656721890996,B07JK96ZH7,1.38,10.99,3.5783333333333323,210.49019607843127,200,0.2597402597402597,LOW_CONFIDENCE
Ragdoll Plush Toy Assortment (6 Assorted),CU-MATE 20 Inch Grey Ragdoll Cat Stuffed Toy Dolls Cute Handmade Plush Toy Ann Baker Cat Birthday Gift for Boys Girls,5015302108465,,B0BCDRW9RY,5.484,27.85,10.768333333333334,210.31901041666669,100,0.3037974683544304,MODERATE_CONFIDENCE
Holly Gift Bag (Large),"LATERN 6Pcs Christmas Drawstring Gift Bags, 45CM x 30CM Holly Leaves Gift Bags Reusable Non-Woven Party Bags with Handle & Satin Ribbon Drawstring & Tags for Xmas Gift Wrapping Presents Decorations",5012213507202,,B0CCJLPMJB,0.972,9.99,2.8550000000000013,209.92647058823536,100,0.1461187214611872,LOW_CONFIDENCE
Lemon Unbranded Cotton Popover Baby Bib - ideal for personalisation,Baby 12 Pack Bibs 100% Cotton White Popover The Head One Size Large Bib,5056117226678,5056602615420,B0BGS9K4F1,1.512,12.49,3.798333333333335,209.852670349908,50,0.3333333333333333,MODERATE_CONFIDENCE
Pine Cone & Greenery Pick (22cm),"45 Pcs Artificial Pine Branch Berry Pinecones Set - 33cm Fake Christmas Foliage Greenery Twigs Pine Cones Picks Berries Stems for Vase DIY Craft Xmas Wreath Garland Home Decor (45, Red Berries)",5056814426784,,B0FH1MDRPP,0.948,9.99,2.785000000000001,207.83582089552243,100,0.24,LOW_CONFIDENCE
Baby Socks - Elephant By Soft Touch,"Baby Comforters Blanket,Baby Comforters Newborn Soft Touch Tag Blankets Elephant Soft Comforter Baby sleeping toy with Taggies Teether soft elephant security blanket (Grey)",5035320610368,719358728534,B09K7CV92F,0.792,8.99,2.511666666666668,207.57575757575765,700,0.24154589371980675,LOW_CONFIDENCE
Farm Tractor   (Assorted Designs),Toyland® Pack of 6 Die Cast Metal Farm Tractor & Implements Set - Approx. 5cm - 4 Assorted Designs - 1 Chosen at Random,5012866016786,,B084YTSGR5,2.268,13.99,5.059583333333334,207.35997267759564,50,0.40789473684210525,MODERATE_CONFIDENCE
Colorful Christmas Dome Light-Up Spinner,Premier 32cm Battery Operated Light up Water Spinner Christmas Tree with Warm White LEDs with Timer,5015934921555,5053844164884,B01L3WZJY0,2.616,16.84,5.633333333333334,206.34920634920636,50,0.3597122302158273,MODERATE_CONFIDENCE
St Andrews Round Basket (10 inch),"Rattan Round Banneton Proving Basket - 10 Inch, Natural, Sourdough, Home & Professional Bakers (Cloth Liner, Dough Scraper, Bread Lame, Starter Recipe Set)",5025192007175,681413270787,B07MV27H6X,2.172,15.49,4.868333333333333,206.2853107344632,400,0.26595744680851063,LOW_CONFIDENCE
