category,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,title_match,sales_numeric,NetProfit,ROI,SupplierPrice_incVAT,SellingPrice_incVAT
UNCERTAIN,5023797308734.0,5060960361899.0,B0D2KBLZGC,"2 Pack Sleepsuit (Clouds & Stars, Grey)","Bramble & Bear 2-Pack Toddler & Baby Sleepsuits for Boys & Girls | Organic Cotton, Super Soft Baby Sleepwear | Full Zip Sleepsuits with Easy Accessibility | Stretch Fit and Footless",0.22727272727272727,50.0,1.6566666666666687,21.239316239316267,8.7,18.26
MODERATE_CONFIDENCE,681070196284.0,,B0DK1BJKTB,18 inch Happy Birthday Beer Shape  Balloon,"24pcs Happy Birthday Foil Balloons - 18"" Inch Round Helium Mylar Party Balloon for Birthday Parties Decorations",0.32679738562091504,50.0,1.5350000000000004,101.65562913907289,1.152,6.99
UNCERTAIN,,6163629289707.0,B07WCY7DWG,Blue Baby Blanks unbranded velcro bib  - 100% cotton,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorbent Bandana 7 Bibs Set,0.23880597014925373,50.0,1.505000000000001,67.18750000000003,2.028,9.99
MODERATE_CONFIDENCE,5056117227545.0,4894950800508.0,B0CP9CZSLB,Polystyrene Ball - 6cm.  Great for Sweetie Trees!,10 x Modelling Craft Polystyrene Foam Ball Sphere 6cm-White,0.4074074074074074,50.0,1.5016666666666671,202.927927927928,0.228,7.19
MODERATE_CONFIDENCE,5055442154106.0,5056256383034.0,B0DJGMQB47,Men's 5 Pack Heel & Toe Sock,Sock Stack 5 Pack Men’s Cotton Rich Novelty Dad Socks Father’s Day Heel & Toe Smart Breathable sock Colourful Birthday Gift,0.31788079470198677,50.0,1.4983333333333335,56.97084917617239,2.496,8.95
MODERATE_CONFIDENCE,,6198709174031.0,B0B34KQ2KV,UK Made High quality Cotton turn down socks 0-6months - bright green,Baby Thick Winter Socks Cotton Infant Newborn Cozy Warm Socks Pack of 5,0.38848920863309355,50.0,1.4450000000000005,125.65217391304353,0.72,6.99
MODERATE_CONFIDENCE,5056721895734.0,3370910070453.0,B00G69NEN4,Natural & Silver Hogla Basket With Liner (14 x 14cm),Compactor Cosmos Etna Basket - Stylish Black Woven Paper and Metal Frame Organizer - Medium Size (31X24X14 cm),0.35802469135802467,50.0,1.4366666666666683,93.2900432900434,1.188,11.48
MODERATE_CONFIDENCE,5055398317464.0,,B07RZ7W5FG,Red Flickering LED Resin Pillar Candle (15cm),Lights4fun Set of 3 TruGlow® Pillar Candles Battery LED Flameless with Timer Real Red Wax,0.3283582089552239,50.0,1.3795833333333334,22.54221132897604,6.684,13.99
MODERATE_CONFIDENCE,5033601625230.0,,B0FJY5HD6Z,Spaceman Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",0.3076923076923077,50.0,1.3750000000000004,108.2677165354331,0.864,6.39
MODERATE_CONFIDENCE,5033601584483.0,,B0FJY5HD6Z,Tropical Icons Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",0.33557046979865773,50.0,1.3750000000000004,108.2677165354331,0.864,6.39
MODERATE_CONFIDENCE,5012213378550.0,,B0FJY5HD6Z,Spaceman Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",0.3076923076923077,50.0,1.3550000000000004,105.03875968992251,0.888,6.39
UNCERTAIN,5056283884870.0,,B0DR8229TX,Assorted Boys Printed Metal Water Bottle (350ml),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",0.22950819672131148,50.0,1.3416666666666666,30.913978494623656,4.548,12.83
UNCERTAIN,5056283884894.0,,B0DR8229TX,Assorted Girls Printed Metal Water Bottle (350ml),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",0.23673469387755103,50.0,1.3416666666666666,30.913978494623656,4.548,12.83
MODERATE_CONFIDENCE,5056283884900.0,,B0DR8229TX,Girls Printed Metal Water Bottle (350ml) (Assorted Designs),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",0.34509803921568627,50.0,1.3416666666666666,30.913978494623656,4.548,12.83
MODERATE_CONFIDENCE,5056283884887.0,,B0DR8229TX,Boys Printed Metal Water Bottle (350ml) (Assorted Designs),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",0.3464566929133858,50.0,1.3416666666666666,30.913978494623656,4.548,12.83
MODERATE_CONFIDENCE,5034566131279.0,,B007HLKFBO,Miyoni Collie 8inch,"MiYoni Dogs 13127 8-inch Westie, White",0.49122807017543857,50.0,1.2824999999999995,20.65217391304347,6.792,13.98
UNCERTAIN,742554369034.0,,B0BGM41K12,18 inch Soccer Balloon  Balloon,"8Pcs Football Party Balloons, 18Inch Soccer Foil Balloon Football Shape Mylar Foil Balloons Decorations for Men Soccer Fans Sport Game Theme Birthday Party Decorations Supplies",0.2898550724637681,50.0,1.2612499999999998,98.53515624999996,0.876,6.99
MODERATE_CONFIDENCE,63562580458.0,5028250784827.0,B078N3DHTV,Easter Melamine Side Plates (11inch),"KitchenCraft Colourworks Melamine Plastic Side Plates, Classics Colours, Set of 4",0.46153846153846156,50.0,1.2433333333333338,148.01587301587307,0.348,7.0
MODERATE_CONFIDENCE,681070174213.0,,B0B1WC34M5,"Black,  White and Silver Circle Balloon Tail","60pcs 12 Inch Black White & Silver Balloons, Sliver & Black Balloons Set with Confetti Helium Latex for Wedding, Anniversary, Birthday Party Graduation Parties Decorations",0.30697674418604654,50.0,1.2316666666666671,108.04093567251464,0.708,5.99
MODERATE_CONFIDENCE,5033601583820.0,,B0FJY5HD6Z,Spaceman Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",0.3076923076923077,50.0,1.2250000000000003,86.26760563380284,1.044,6.39
MODERATE_CONFIDENCE,5033601583646.0,,B0FJY5HD6Z,Spaceman Extra Large Gift Bag,"56× 36 inches Extra Large Birthday Gift Bag with Ribbon, Tag & Card, Jumbo Plastic Gift Bag for Big Presents(Blue)",0.3076923076923077,50.0,1.2250000000000003,86.26760563380284,1.044,6.39
MODERATE_CONFIDENCE,5056170339667.0,,B0BFRRXQXQ,Pack of 10 Easter Printed Paper Cups (Assorted),"Paper Cups,60PCS 9 OZ Party Disposable Cups Multicolor Paper Cup for DIY and Party Supplies (Assorted Colors)",0.3974358974358974,50.0,1.2212499999999995,92.51893939393938,0.924,6.99
UNCERTAIN,5055442193259.0,,B0CQM49WM6,Ladies 3 Pack White Invisible Workout Footie Socks,No Show Trainer Socks Mens Womens Invisible Footies Men Ladies Low Cut Cotton Multipack Breathable Summer Casual Liner Ankle Socks with Non-Slip Silicone 6 Pairs,0.2938388625592417,50.0,1.2183333333333335,64.12280701754386,1.62,6.43
MODERATE_CONFIDENCE,5015302170196.0,,B0FHBHV536,8 Premium Wreath Crackers (12.5inch),"RSW 8 Premium Burgundy Joy 12.5"" Christmas Crackers Luxury Festive Party Gold",0.40707964601769914,50.0,1.1858333333333335,13.475378787878793,9.9,17.5
MODERATE_CONFIDENCE,5012128621253.0,,B0FKBC5QL1,Christmas Hair Clips (Assorted),10 Pcs Christmas Hair Clips Cute Snap Xmas Red Green Hair Clips Assorted Christmas Hair Accessories for women Girls,0.3972602739726027,50.0,1.13125,80.23049645390068,1.032,6.99
UNCERTAIN,5055977378527.0,,B08GG4C729,White Emperor Amaryllis,White Amaryllis Flowering Gift Box | Complete Kit with Bulbs | Perfect Festive Flowers | Potting Compost & Pot | Festive Christmas Packaging,0.18404907975460122,50.0,1.1216666666666668,18.78838637632608,6.504,14.99
UNCERTAIN,5035320610313.0,,B07LDBD9MW,Baby Pink Organza Roll,"Weddecor 25m x 29cm Snow Sheer Baby Pink Organza Roll Sash Glitter Fabric for Table Runner Sashes Wedding & Christmas Decoration, Chair Cover Bows, Party Favours, Ribbon Crafting Supplies, 1pc",0.205607476635514,50.0,1.0866666666666678,62.09523809523816,1.44,8.06
MODERATE_CONFIDENCE,5015302149741.0,,B07XZ5BZ1R,Set of 4 Red Felt Snowflake Coasters,Christmas Concepts® 8 Piece Red Felt Christmas Snowflake Place Mat And Coaster Set - 4 Place Mats + 4 Coasters,0.4520547945205479,50.0,1.0795833333333336,49.75038402457759,1.944,7.99
UNCERTAIN,5056170356442.0,,B0D8T47KXP,Velvet Christmas Hair Scrunchie,Christmas Hair Scrunchies for Women - 6Pcs Red Green Brown Christmas Velvet Scrunchies Christmas Hair Ties Ropes Elastic Hair Bands Ponytail Holder Christmas Hair Accessories for Women Girls,0.2171945701357466,50.0,0.9879166666666666,77.78871391076115,0.864,6.59
UNCERTAIN,5056188242249.0,5027434226924.0,B0FL2QV9RW,Pink Rolled Polar Blanket,"Dreamscene Fleece Throw Blanket for Sofa, Ultra Soft Warm Cosy Polar Fleece Blanket for Bed Lightweight Fluffy Large Throws Over Sofa Double Bed Throws, Hot Pink - 150 x 200cm",0.12,50.0,0.8912499999999997,54.01515151515149,1.32,6.99
UNCERTAIN,5023797405587.0,794794704328.0,B0F32SP7JT,White \'Adorable\' Knee Length Socks w/Satin Bow,"1Pair White Knee High Socks with White Satin Bow, Overknee Socks Long Stockings, Opaque Bow Lace Thigh High School Stocking for Women Valentine's Day Favors",0.29411764705882354,50.0,0.8283333333333343,57.92540792540798,1.056,4.99
UNCERTAIN,5023797405549.0,794794704328.0,B0F32SP7JT,White \'Adorable\' Knee Length Socks w/Satin Bow,"1Pair White Knee High Socks with White Satin Bow, Overknee Socks Long Stockings, Opaque Bow Lace Thigh High School Stocking for Women Valentine's Day Favors",0.29411764705882354,50.0,0.8283333333333343,57.92540792540798,1.056,4.99
UNCERTAIN,5023797405600.0,794794704328.0,B0F32SP7JT,White \'Adorable\' Knee Length Socks w/Satin Bow,"1Pair White Knee High Socks with White Satin Bow, Overknee Socks Long Stockings, Opaque Bow Lace Thigh High School Stocking for Women Valentine's Day Favors",0.29411764705882354,50.0,0.8283333333333343,57.92540792540798,1.056,4.99
UNCERTAIN,5055977306155.0,,B0DFC96627,Metallic Red Curling Ribbon,"Red Shiny Curling Ribbon, 2 Rolls 5mm Metallic Ribbons for Balloons String Party Shiny Metallic Ribbons for Gift Wrapping Crafting, Bows, Birthday, Christmas, Wedding Party Decorations",0.17061611374407584,50.0,0.798333333333334,71.92192192192198,0.672,4.99
UNCERTAIN,5015302171445.0,6977320775380.0,B0DFW8VC9F,Santas Magic Key Plaque,Bronze Santa's Magic Key Kit Father Christmas Eve Tradition No Chimney Handmade with Double-sided Wooden Plaque and Envelope Christmas Eve Box Fillers for Kids,0.25274725274725274,50.0,0.7983333333333331,73.91975308641973,0.636,4.93
MODERATE_CONFIDENCE,,4894950800508.0,B0CP9CZSLB,Polystyrene Ball - 6cm.  Great for Sweetie Trees!,10 x Modelling Craft Polystyrene Foam Ball Sphere 6cm-White,0.4074074074074074,50.0,0.7016666666666671,45.56277056277059,1.188,7.19
UNCERTAIN,681070110648.0,,B0CFHQ66V9,Age 30 Clearview Balloon - Blue (24 inch),"Blue Silver 30th Birthday Latex Balloons, Navy Blue Silver Happy 30th Birthday Party Decorations for Men, 15 Pcs 30th Balloons for Him Age 30 Years Old Birthday Celebration Party Decorations Supplies",0.225,50.0,0.6983333333333341,34.23202614379089,1.788,6.49
UNCERTAIN,8717847137500.0,,B07X1R37S8,Fragranced Tealight Vanilla (Pack of 18),Bolsius - Fragrance Tealights - Pomegranate - Pack of 18 - Burning Time of 4 Hours - Household Candle - Interior Decoration - Natural Extracts - Includes Natural Vegan Wax - No Palm Oil,0.29333333333333333,50.0,0.6883333333333337,18.603603603603613,3.78,9.97
EXACT_EAN_MATCH,5055579127233.0,5055579127233.0,B01MA24APJ,Red Velvet Ribbon (63mm),"Luxury Velvet Wired Ribbon - RED Floristry Festive Christmas Wreaths Gifts Flowers 63mm (2.5"") x 10yards Roll",0.3157894736842105,50.0,0.685000000000002,13.431372549019647,5.46,12.99
UNCERTAIN,5055141691308.0,,B0CRYRHJ3G,Oyster Satin Ribbon (38mm),"White Satin Ribbon, 38mm x 22M Single Face White Ribbon, Solid Color Satin Ribbon Perfect for Gift Wrapping, Crafts, Bow Making, Sewing and Wedding Decorations",0.1945945945945946,50.0,0.6350000000000005,17.937853107344644,3.588,9.99
UNCERTAIN,5055579118767.0,787966619599.0,B0F9PHPXTP,Deep Pink Hand Tie Bag (19 x 25cm),"Trim Removal Tools, Pry Tools, Car Pry Tool Kit, Car Panel Door Audio Radio Stereo Removal Tools for Auto Car Door Audio Panel Trim Removal Dashboard Removal",0.11518324607329843,50.0,0.6316666666666668,60.7371794871795,0.588,5.99
UNCERTAIN,5056283884399.0,,B0F595VLDW,Girls Printed Drinks Bottle (600ml) (Assorted Designs),"Kids Water Bottle With Straw, 600ml Children Drinks for School, Leakproof BPA-Free Tritan Motivational Drink Bottles for Girls Boys (Pink)",0.23958333333333334,50.0,0.5766666666666658,32.580037664783376,1.464,7.64
MODERATE_CONFIDENCE,,3117430006001.0,B00DQTUQMY,Lemon Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,0.43283582089552236,50.0,0.5650000000000004,31.21546961325969,1.512,6.99
UNCERTAIN,5034566208438.0,5060830660527.0,B09C27YPQV,Gigi Giraffe Comforter Blankie,Baby Comforter for Newborns | Soft Giraffe Comforter Blanket Toy | Newborn Essentials and Giraffe Blanket Gift | New Baby Boy or Girl Gift Idea | Eco Friendly | 30x30cm,0.26262626262626265,50.0,0.5483333333333336,9.687868080094232,6.132000000000001,13.45
UNCERTAIN,8001565351127.0,5056261301986.0,B07FK17H42,Red Polypropylene Ribbon,"INERRA Ribbon - 100 Yards - 50mm (2"") Florist Wedding Car and Craft Uses (Red)",0.17647058823529413,50.0,0.5416666666666676,18.361581920903987,2.88,8.99
MODERATE_CONFIDENCE,5056117216877.0,3117430006001.0,B00DQTUQMY,Lemon Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,0.43283582089552236,50.0,0.5350000000000004,29.07608695652176,1.548,6.99
MODERATE_CONFIDENCE,5056117216891.0,3117430006001.0,B00DQTUQMY,Lemon Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,0.43283582089552236,50.0,0.5350000000000004,29.07608695652176,1.548,6.99
UNCERTAIN,5060175497352.0,,B0F6LQFD59,Ben 10 Party Invitations,"HOMANGA 20Pcs Party Invitations for Kids, Birthday Invitation Cards with Envelopes, Birthday Party Invites for Boys Girls, Childrens Invitation for Any Occasion (10x15cm)",0.21649484536082475,50.0,0.5116666666666667,27.65765765765766,1.56,5.99
UNCERTAIN,5056349283494.0,,B0F5PFP34N,Glamis Single Peony Burgundy (62cm),Peony Artificial Silk Flowers 2 Bunches Burgundy Fake Flower Bouquet for Wedding Arrangement Home Kitchen Table Party Decor,0.20253164556962025,50.0,0.4837499999999999,15.50480769230769,3.084,8.49
UNCERTAIN,5023797311048.0,,B09MYX8XR4,Pom-Pom Hats in 2 Assorted Designs (Grey & White),Sibba Bobble Hat for Women Winter Beanie Hats Thermal Fleece Lined Hat Ladies Knitted Wooly Hats with Faux Fur Pom Pom,0.2754491017964072,50.0,0.4716666666666673,12.156357388316168,3.996,8.99
MODERATE_CONFIDENCE,5017224842656.0,,B07XZ5BZ1R,Set of 4 Red Felt Snowflake Coasters,Christmas Concepts® 8 Piece Red Felt Christmas Snowflake Place Mat And Coaster Set - 4 Place Mats + 4 Coasters,0.4520547945205479,50.0,0.4695833333333337,16.89148681055157,2.676,7.99
MODERATE_CONFIDENCE,5055398317488.0,,B07RZ7W5FG,Red Flickering LED Resin Pillar Candle (15cm),Lights4fun Set of 3 TruGlow® Pillar Candles Battery LED Flameless with Timer Real Red Wax,0.3283582089552239,50.0,0.4495833333333336,6.3770685579196265,7.8,13.99
MODERATE_CONFIDENCE,5055442154847.0,5056006032960.0,B019E5ZM72,Girls Plain Grey Tights 1 Pack (2-3 Years),I.L.C.K Girls Back To School Plain Cotton Rich Tights,0.42105263157894735,50.0,0.4483333333333332,21.349206349206344,1.86,6.85
EXACT_EAN_MATCH,5034566335325.0,5034566335325.0,B09K7H8TNC,Donkey Palm Pal,"Aurora, 33532, Palm Pals Sunny Labrador Dog, 5In, Soft Toy, Brown",0.25,50.0,0.4450000000000014,10.022522522522554,4.668,11.07
UNCERTAIN,5023797201066.0,,B0DBTN42CD,Xmas Velcro Terry Printed Body Bib By Soft Touch,SATINIOR Christmas Baby Bibs Baby Feeding Bib First Christmas Gifts for Boy Girl Babies Newborn Toddlers,0.2631578947368421,50.0,0.4216666666666666,27.204301075268816,1.2,5.27
MODERATE_CONFIDENCE,5056117216884.0,3117430006001.0,B00DQTUQMY,Blue Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,0.43609022556390975,50.0,0.3950000000000004,19.949494949494973,1.716,6.99
MODERATE_CONFIDENCE,,3117430006001.0,B00DQTUQMY,Cerise Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,0.4,50.0,0.3950000000000004,19.949494949494973,1.716,6.99
MODERATE_CONFIDENCE,5060015577039.0,5060464744365.0,B01LYOU5M5,Girls Plain Tights pk1 - Black age 2-3,"Girls Tights Plain Opaque 40 Denier, Age 2-12Years-18 Colours",0.46464646464646464,50.0,0.3583333333333345,21.07843137254909,1.38,4.99
MODERATE_CONFIDENCE,5060015577237.0,5060464744365.0,B01LYOU5M5,Girls Plain Tights pk1 - Black age 3-4,"Girls Tights Plain Opaque 40 Denier, Age 2-12Years-18 Colours",0.4444444444444444,50.0,0.3583333333333345,21.07843137254909,1.38,4.99
UNCERTAIN,5027148081338.0,,B0FJ8V5XBT,15cm Mini Motsu Christmas (Assorted),"LATERN 15Pcs Christmas Wind Up Toys, 5CM x 7CM Christmas Clockwork Toys Mini Santa Claus Snowman Penguins Jumping Walking Toy for Kids Adults Christma Stocking Stuffers Party Bag Filler",0.19909502262443438,50.0,0.3550000000000006,9.416445623342192,3.864,9.99
UNCERTAIN,5033601583554.0,,B0DCBBLLLY,Blue Chevron Perfume Bag,Sibba Makeup Pouch Pencil Bag 1PC Small Cosmetic Toiletry Case with Zipper Make Up Purse Inside Organizer Backpack Essentials Aesthetic Make-Up Portable Daily Storage Travel Set(Blue),0.03864734299516908,50.0,0.2916666666666672,27.00617283950622,0.636,4.19
UNCERTAIN,5015302118143.0,,B08HCJ37V1,Friction Construction  Vehicles (4 Assorted),"JOYIN 18 Piece Pull Back Car Assorted Mini Truck Model Car, Friction Powered Race Cars Vehicle Set for Toddlers, Boys, and Girls’ Educational Pretend and Play",0.2871287128712871,50.0,0.2770833333333329,7.014767932489441,4.08,9.37
HIGH_CONFIDENCE,5060251951457.0,,B074W8Q1Y8,100% Cotton jersey baby scratch mittens - Blue,Soft Touch 100% Cotton Baby Anti Scratch Mittens - 4 Pack (Blue),0.7090909090909091,50.0,0.2666666666666668,17.204301075268827,1.2,4.4
MODERATE_CONFIDENCE,5050565620347.0,5038104488726.0,B078VC8V1G,I Love You Bear with Hoodie (5 inch) (Assorted Designs),"Paws White Teddy Bear holding Red Heart with I Love You written on it (White, 8"")",0.35294117647058826,50.0,0.24,8.163265306122447,2.8680000000000003,9.48
UNCERTAIN,5056721851297.0,,B0CKHT1H3B,Essential Dark Pink Rose,"MAYJAM Rose Essential Oil 10ML - Pure, Undiluted - Premium Quality Essential Oils with Glass Dropper - for Diffuser and DIY Candle Making",0.17391304347826086,50.0,0.2345833333333336,26.357677902621745,0.408,4.99
UNCERTAIN,5050565635150.0,,B0BDVP6YGG,Silver Gift Bow (22 x 32 x 7cm),"ANGIX 20 x Silver Gift Bows with Matching Ribbon Cops Set Luxury Metallic Foil Shiny Design Decorative Bow for Christmas, New Year & Party Presents",0.25842696629213485,50.0,0.2170833333333337,12.060185185185206,1.5,6.25
HIGH_CONFIDENCE,,,B074W8Q1Y8,Infants Anti-scratch Mittens - Blue,Soft Touch 100% Cotton Baby Anti Scratch Mittens - 4 Pack (Blue),0.5858585858585859,50.0,0.2166666666666667,13.541666666666677,1.26,4.4
UNCERTAIN,5056117261600.0,,B0DB5KPRT1,Wooden Blank Xmas Craft shapes - 72 pc pk,100 Pcs Christmas Wooden Ornaments Bauble Natural Unfinished Wood Slice Blank Round Shape with String Wood Craft Wooden Shapes Embellishments for Hanging Xmas Tree Decoration DIY Crafts 8.9cm,0.28448275862068967,50.0,0.1983333333333348,5.782312925170111,3.456,10.63
MODERATE_CONFIDENCE,5056117204942.0,5060464744365.0,B01LYOU5M5,Girls Plain Tights pk1 - Black age 2-3,"Girls Tights Plain Opaque 40 Denier, Age 2-12Years-18 Colours",0.46464646464646464,50.0,0.1983333333333343,10.66308243727604,1.572,4.99
MODERATE_CONFIDENCE,5023797300929.0,,B093V3F7KT,Cotton jersey baby hat in pink by Soft Touch,"Soft Touch Pack of 2 Baby Hat Baby Boys Girls Cotton Hat Newborn and 0-3 Months Grey, Sky Blue, Pink & White H3",0.34838709677419355,50.0,0.1800000000000005,12.162162162162195,1.116,4.2
HIGH_CONFIDENCE,,,B074W8Q1Y8,100% Cotton jersey baby scratch mittens - Blue,Soft Touch 100% Cotton Baby Anti Scratch Mittens - 4 Pack (Blue),0.7090909090909091,50.0,0.1366666666666669,8.134920634920652,1.356,4.4
UNCERTAIN,8412497161300.0,,B09ZVKKLXB,Minions 2 Lunch Box Set With Bottle (Assorted Designs),"Grupo Erik Insulated Lunch Bag - Minion Gifts | 8 x 9 x 5 inches - 20 x 23 x 13 cm Adults & Kids School Lunch Bag | Minions Gifts for Adults, Gifts Under 15 Pounds",0.1382488479262673,50.0,0.1312499999999996,5.446058091286292,2.232,6.99
UNCERTAIN,39938063146.0,,B0DTHQVPP6,Fun at One - Pink 9'' Dinner plate - pk8,30 Pcs Pink Paper Plates 9 Inch Disposable Scalloped Party Paper Plates Light Pink Dessert Plate for Birthday Baby Shower Wedding,0.22485207100591717,50.0,0.1150000000000004,6.250000000000024,1.548,6.45
EXACT_EAN_MATCH,5010792424804.0,5010792424804.0,B07GX1BVNP,Vehicle Tray,Lesser & Pavey LP42480A Little Stars Vehicles Plate,0.2857142857142857,50.0,0.1149999999999999,4.212454212454212,2.616,6.69
UNCERTAIN,742554363353.0,,B0C74HV4P3,14 inch  Number Balloon - 7 - Light Pink,"Light Pink Foil Balloon Number 7, 40'' Giant Self Inflating Number Balloons Set 0-9, Large Pastel Pink Number 7 Helium Balloon for Girls 7th Birthday Princess Party Decorations Supplies",0.26666666666666666,50.0,0.055,4.700854700854705,0.744,3.99
UNCERTAIN,5010792543291.0,,B09MNQ3G8Z,Santa Chocolate Bomb,Gnaw Santa and snowman hot chocolate bomb - 4 hot chocolate melts of handcrafted santa and snowman with marshmallow toppers for hot chocolate gift set this christmas,0.21621621621621623,50.0,0.0529166666666671,0.877556661138759,6.5760000000000005,11.99
MODERATE_CONFIDENCE,5018329813411.0,5035327020092.0,B07X4JB7V5,Violet Tissue Paper Retail Pack (5 sheets),"Glick Plain Luxury Tissue Wrapping Paper, Suitable for Gift Wrapping and Other Arts & Crafts, 4 Sheets 50 x 70 cms When Opened, Violet Purple",0.33879781420765026,50.0,0.0483333333333335,5.492424242424267,0.396,3.55
HIGH_CONFIDENCE,,,B074W7L6J2,Infants Anti-scratch Mittens - Pink,"Soft Touch Baby Girls' Super Soft Anti-Scratch Mittens (Pink, 4 Packs)",0.5523809523809524,50.0,0.0366666666666668,2.059925093632969,1.476,4.4
UNCERTAIN,5015302161712.0,,B0C7CFDLZX,Silver Mesh Table Runner,"Snowkingdom 2 Pieces Silver Table Runner, Sequin Glitter Foil Metallic Thin Mesh Runner Roll 11""x108"", Silver Table Decorations Centerpiece for Wedding Birthday Party Christmas",0.19,50.0,0.0279166666666668,0.7103477523324889,4.056,8.99
HIGH_CONFIDENCE,5056170339391.0,,B0CMCQC5QS,Christmas Pudding Fudge Pouch,Christmas Pudding Headband Fancy Dress,0.6268656716417911,50.0,0.0208333333333333,1.509661835748795,0.996,5.38
HIGH_CONFIDENCE,,,B074W7L6J2,Infants Anti-scratch Mittens - Pink,"Soft Touch Baby Girls' Super Soft Anti-Scratch Mittens (Pink, 4 Packs)",0.5523809523809524,50.0,0.0166666666666668,0.9259259259259348,1.5,4.4
UNCERTAIN,75023797313102.0,4718487723607.0,B0DFWZCPZD,Blue Ribbed Sleepsuit (NB-3 Months),HTC Vive Focus Vision — Mixed Reality and PC VR Headset + Controllers — Consumer Edition,0.2601626016260163,0.0,673.01,16217.108433734938,4.32,999.0
UNCERTAIN,5056349265537.0,,B0FJ2N2JTV,Ivory Velvet Ribbon (10mm x 20m),Extendable Modern Wooden TV Stand Living Room Storage Furniture Adjustable Width 200-262cm Rich Walnut Finish Without Coffee Table,0.16049382716049382,0.0,385.07333333333327,11529.141716566864,3.348,598.9
UNCERTAIN,5056349268682.0,,B0FJ2N2JTV,Red Velvet ribbon (100mm x 10yds),Extendable Modern Wooden TV Stand Living Room Storage Furniture Adjustable Width 200-262cm Rich Walnut Finish Without Coffee Table,0.11042944785276074,0.0,379.8733333333333,4448.165495706478,9.588,598.9
UNCERTAIN,5056349265773.0,,B0FCM8TJ39,Sage Green Velvet Ribbon (15mm x 20m),"Modern TV Stand for 75-Inch TVs, Contemporary Walnut Media Cabinet with Slatted Doors & Metal Legs - Extra Long Entertainment Unit for Living Room & Bedroom (240CM)",0.1890547263681592,0.0,366.4683333333333,6067.35651214128,6.588,569.05
MODERATE_CONFIDENCE,5056349263175.0,,B0FJDDBRTL,Natural with Red Glitter Snowflakes Ribbon (63mm x 10yds),"Modern Extendable TV Stand with Storage, Walnut Wood Entertainment Centre, Black Accent Panels, 3 Drawers (Black Walnut)",0.3163841807909605,0.0,300.5433333333333,6022.912491649967,5.328,473.86
UNCERTAIN,5056349265605.0,,B0FJDDBRTL,Sage Green Velvet Ribbon (10mm x 20m),"Modern Extendable TV Stand with Storage, Walnut Wood Entertainment Centre, Black Accent Panels, 3 Drawers (Black Walnut)",0.22929936305732485,0.0,293.3533333333333,8783.03393213573,3.348,473.86
UNCERTAIN,5025192007243.0,,B0B28Q59YC,Hollywood Golden Round Basket (10 inch),"Portkeys LH5P II 5.5"" 2000nit Camera Field Monitor Metal Frame Camera Control for FX3/FX30/A7RIV/A7MIV/A6300/A6400/RX100/RX02/A7CII/ZV-E10, GH6/BS1H/BGH1, C70/200/300/700/R5/6/7/8, Z8/9, ZCAM E2, etc",0.09243697478991597,0.0,293.2033333333334,6444.029304029305,4.8,394.0
UNCERTAIN,5056349226729.0,,B0FJDDBRTL,Red Glitter Snowflake Ribbon (63mm x 10yds),"Modern Extendable TV Stand with Storage, Walnut Wood Entertainment Centre, Black Accent Panels, 3 Drawers (Black Walnut)",0.25766871165644173,0.0,291.2333333333333,5333.943833943835,5.892,473.86
