category,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,title_match,sales_numeric,NetProfit,ROI,SupplierPrice_incVAT,SellingPrice_incVAT
UNCERTAIN,5056519256136.0,,B0FJMTJDFW,Thea Candlestick - Electroplate Silver Glass (11cm),Glasseam Glass Candlestick Holders 4pcs：Small Candle Holder Clear Taper Candle Holders for Candlestick Candles Centrepiece Mini Candles Sticks Holder for Table Wedding Home Decor,0.25327510917030566,100.0,2.8275,111.31889763779526,2.388,10.98
UNCERTAIN,5055579129114.0,,B0DWSSGQLT,Silver Galaxy Bow On Header,"Crevice Cleaning Brushes UK, Grout Cleaner Brush for Small Spaces to Reach, Magic Brush, Bathroom Accessory, Cleaning Tools, Cleaning Supplies for Shower, Toilet, Sink (3, Black)",0.13658536585365855,100.0,2.805,350.62499999999994,0.3,7.59
UNCERTAIN,5038104651908.0,,B0DG8KKHKQ,Bathtime Play Set (2 Assorted),"16pcs Baby Bath Toys Set with 10 Bath Squirt Toys, 1 Net, 1 bath toy storage net bag, 4 play balls, Baby Bath Tub Toys Paddling Pool Toys Water Toys for Toddler Kids Girls Boys Bath-time Shower Gifts",0.19213973799126638,100.0,2.7891666666666675,149.15329768270948,1.584,9.98
UNCERTAIN,5056721891217.0,,B0CWRBT1JX,Green Eliza Glass Taper Candle Holder (6cm),Glasseam Glass Candle Holder Green: Candlestick Holders Set of 2 Taper Candle Holder Small Candle Holders for Candlestick Candles Ribbed Candle Stick Holder for Table Wedding Centrepiece Christmas,0.26778242677824265,100.0,2.776250000000001,146.89153439153444,1.608,9.99
MODERATE_CONFIDENCE,5056188236934.0,,B0DZDV3P74,Grey Cellular Cotton Baby Blanket (70 x 90cm),"Soft Touch Newborn Essentials 70 x 90cm Cotton Baby Cellular Blanket for Pram, Car Seat and Cot Bedding",0.3783783783783784,100.0,2.691250000000002,65.64024390243908,4.26,12.99
UNCERTAIN,5012128435164.0,789659517151.0,B0861YGWBF,Colour Your Own Eggs (Set Of 4),"Lehoo Castle Arts and Crafts for Kids Painting Set, Craft Kits for Kid Dinosaur Painting Kit, 3D Dinosaur Toys for Age 4 5 6 7 8 9 Year Old, 12 Color Painting Sets for Children",0.12560386473429952,100.0,2.6566666666666654,93.5446009389671,2.748,12.62
UNCERTAIN,5056283887222.0,,B0D7MWG7W7,Bamboo Pizza Board,Bamboo Pizza Cutting Board | 33cm Serving Pizza Tray with 6 Groove Guides | Serving Platter | Round Board,0.2926829268292683,100.0,2.602916666666667,74.79645593869732,3.516,11.99
UNCERTAIN,681070194495.0,,B0DK1NB6DT,18 inch Circle - Burgundy  Balloon,"Red Burgundy Balloons Arch Kit, 110 pcs Wine Red Balloons Arch Different Sizes, 18 Inch 12 Inch 10 Inch 5 Inch Maroon Balloons Garland for Birthday Party Decorations Wedding Baby Shower Anniversary",0.17316017316017315,100.0,2.478333333333333,221.2797619047619,0.6839999999999999,7.99
UNCERTAIN,742554340897.0,,B0DK1NB6DT,18 inch Circle - Burgundy  Balloon,"Red Burgundy Balloons Arch Kit, 110 pcs Wine Red Balloons Arch Different Sizes, 18 Inch 12 Inch 10 Inch 5 Inch Maroon Balloons Garland for Birthday Party Decorations Wedding Baby Shower Anniversary",0.17316017316017315,100.0,2.458333333333334,215.6432748538012,0.708,7.99
MODERATE_CONFIDENCE,5056814411353.0,,B09YGN37ZN,Red Shine Stripe Wired Edge Ribbon (63mm),RUSPEPA Wired Christmas Holiday Ribbon - Red and White Stripe Ribbon - 63 mm x 22 m Each Roll - Red Wired Edge,0.3443708609271523,100.0,2.431666666666666,91.07365792759052,2.544,11.99
UNCERTAIN,5010792524115.0,,B0CKLQ3G62,Ava May Round Wax Burner - Grey,Grey Ombre Glaze Tea Light Essential Oil Burner | Ceramic Wax Melt Burner Fragrance Oil Burner Diffuser | Round Tealight Holder Oil Burner,0.21301775147928995,100.0,2.402916666666668,65.29664855072468,3.756,11.99
MODERATE_CONFIDENCE,26635230278.0,,B0CYBRZ68Y,Gold Foil Star Balloon (18 Inch),"Gold Foil Star Balloon,10Pcs Gold Star Shaped Foil Balloons,18Inch Helium Polyester Film Balloons for Graduation,Brithday,Engagement,Wedding Party Decorations",0.30526315789473685,100.0,2.371666666666667,217.5840978593272,0.648,7.49
MODERATE_CONFIDENCE,5056188213256.0,,B0DZDY6ZKG,Grey Cellular Cotton Baby Blanket (70 x 90cm),"Soft Touch Newborn Essentials 70 x 90cm Cotton Baby Cellular Blanket for Pram, Car Seat and Cot Bedding",0.3783783783783784,100.0,2.325000000000002,65.49295774647894,3.6,12.99
UNCERTAIN,,6163629260744.0,B07B9349B3,Plain Dyed white Bandana Bibs  by Soft Touch,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.21238938053097345,100.0,2.255000000000001,151.34228187919467,1.128,9.99
UNCERTAIN,5056117253988.0,6163629260744.0,B07B9349B3,Plain Dyed white Bandana Bibs  by Soft Touch,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.21238938053097345,100.0,2.255000000000001,151.34228187919467,1.128,9.99
HIGH_CONFIDENCE,5056721861975.0,5017440159040.0,B005NG8E0E,19cm Round Two Tone Seagrass and Green Paper Basket,JVL Natural Round Seagrass Waste Paper Basket,0.6458333333333334,100.0,2.2383333333333333,107.61217948717947,1.836,13.99
UNCERTAIN,5055977047553.0,,B0DF77RT26,Natural Hessian Ribbon (50mm X 10yds),"Hessian Ribbon 50mm x 20 Meters, 2” Wide Natural Jute Country Rustic Burlap Craft Ribbon Roll for Gift Wrapping, Crafting, Wreath Making, Christmas Decorations (10m/Roll)",0.24154589371980675,100.0,2.227916666666667,64.9538386783285,3.456,11.39
MODERATE_CONFIDENCE,26635305761.0,,B0CYBRZ68Y,Gold Foil Star Balloon (18 Inch),"Gold Foil Star Balloon,10Pcs Gold Star Shaped Foil Balloons,18Inch Helium Polyester Film Balloons for Graduation,Brithday,Engagement,Wedding Party Decorations",0.30526315789473685,100.0,2.201666666666667,174.73544973544978,0.852,7.49
UNCERTAIN,,6163629260744.0,B07B9349B3,Cream Plain Dyed Bandana Bibs by soft touch,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.25,100.0,2.1450000000000014,134.06250000000009,1.26,9.99
UNCERTAIN,5056721838892.0,,B0FDGCJJWW,Essential Pink Blossom Garland,"3 Pcs 180cm Pink Artificial Silk Cherry Blossom Garland Vines Hanging Vine Garland Artificial Flowers,Fake Floral garland for Outdoor Indoor Wedding Wall Badroom Ceremony Home Wedding Decoration",0.19642857142857142,100.0,2.112083333333333,156.45061728395063,0.96,8.29
MODERATE_CONFIDENCE,5023797201356.0,,B0CNQ8Y6DN,Ditsy Bandana Bibs By Soft Touch,Muslin Baby Bibs 6 Pack Dribble Bandana Bibs Cotton Drool Bibs for Teething Soft and Absorbent with Adjustable Snaps,0.33783783783783783,100.0,2.1100000000000003,130.2469135802469,1.284,7.98
MODERATE_CONFIDENCE,5056117232440.0,5061044740128.0,B0DK5SV5Q7,Girls 3pk Knee High School Socks - Navy Size 31-36 / 12-3.5,"ProActive Sports 6 Pairs Girls' Knee High Socks - Size 4-6 UK - Soft Cotton School Uniform Socks for Back to School, Uniform, Party Wear",0.358974358974359,100.0,2.048333333333333,99.91869918699186,1.8,8.95
MODERATE_CONFIDENCE,5056117232471.0,5061044740128.0,B0DK5SV5Q7,Girls 3pk Knee High Sock - Navy 37-40 / 4-6,"ProActive Sports 6 Pairs Girls' Knee High Socks - Size 4-6 UK - Soft Cotton School Uniform Socks for Back to School, Uniform, Party Wear",0.3016759776536313,100.0,2.048333333333333,99.91869918699186,1.8,8.95
UNCERTAIN,5033601583912.0,,B0FF4RVK6T,Comic Speech Happy Birthday Extra Large Gift Bag,"Large Birthday Gift Bag, Blue Gift bags for Presents, Medium Gifts Bag with 3 Tissue Paper and 1 Greeting Card for Men Women's Birthday Supplies, Presents Bags with Handles for Kids Adults",0.211864406779661,100.0,2.005000000000001,157.87401574803155,0.864,6.99
MODERATE_CONFIDENCE,,6163629260720.0,B07B8Z9L6Y,Supersoft Plain Navy Bandana Bibs  by Soft Touch,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.3418803418803419,100.0,2.005000000000001,134.5637583892618,1.128,9.99
MODERATE_CONFIDENCE,5056117251915.0,6163629260720.0,B07B8Z9L6Y,Supersoft Plain cotton jersey Blue Pop On Bibs  by Soft Touch,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.4,100.0,1.9950000000000008,133.00000000000006,1.14,9.99
UNCERTAIN,5055581679966.0,,B0FF4YHJS5,Mad Dots Fabfriend Giftbag Large By Leonardo,"Large Birthday Gift Bag, Macaron Gift bags for Presents, Medium Gifts Bag with 3 Tissue Paper and 1 Greeting Card for Men Women's Birthday Supplies, Presents Bags with Handles for Kids Adults",0.1276595744680851,100.0,1.895,137.31884057971018,0.996,6.99
UNCERTAIN,5033601584308.0,,B0FF4RVK6T,Comic Speech Happy Birthday Extra Large Gift Bag,"Large Birthday Gift Bag, Blue Gift bags for Presents, Medium Gifts Bag with 3 Tissue Paper and 1 Greeting Card for Men Women's Birthday Supplies, Presents Bags with Handles for Kids Adults",0.211864406779661,100.0,1.855,130.63380281690144,1.044,6.99
UNCERTAIN,5012866061014.0,,B0B17J4823,Wrist Link (2 Asstd),"Lehoo Castle Baby Reins for Walking, 1.5M Toddler Reins for Kids with Induction Lock, Anti Lost Wrist Link Wrist Reins, Child Safety Harness for Autism Boys & Girls (Dark Blue)",0.17346938775510204,100.0,1.835,149.18699186991867,0.8160000000000001,7.59
UNCERTAIN,5056188242232.0,5027434151011.0,B0B5LPF5GP,Blue Rolled Polar Blanket,"Dreamscene Navy Blue Throw for Sofa, Super Soft Warm Cosy Fleece Throw Blanket for Bed Lightweight Fluffy Single Bedspread Polar Fleece Blanket, 120 x 150cm",0.26519337016574585,100.0,1.7416666666666674,102.4509803921569,1.38,8.99
MODERATE_CONFIDENCE,5023797303173.0,,B09LTKDZZZ,Soft Touch Blue Mittens (NB-12 Months),"Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twist Hat Mittens Set 0-12 Months H648 (Blue), One Size",0.4666666666666667,100.0,1.738333333333334,124.16666666666671,1.02,7.69
UNCERTAIN,5016064099923.0,781454914418.0,B08HLTFD1Z,Hammering Bench,"KIDWILL Montessori Toys for 1 Year Old Boys Girls Wooden Hammering Pounding Toys with Xylophone, Number Maze, Pounding Bench Educational Montessori Gift for 1 2 3 Year Old Boys Girls",0.15228426395939088,100.0,1.7233333333333334,36.052998605299855,5.0760000000000005,14.44
HIGH_CONFIDENCE,5056117213654.0,6163629260744.0,B07B9349B3,Double layer cotton jersey blank bandana bib - Black,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.512396694214876,100.0,1.7050000000000007,83.57843137254906,1.788,9.99
HIGH_CONFIDENCE,,6163629260744.0,B07B9349B3,Double layer cotton jersey blank bandana bib -white,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.5166666666666667,100.0,1.7050000000000007,83.57843137254906,1.788,9.99
MODERATE_CONFIDENCE,5056117256194.0,,B09QCYJC91,White 100% Organic Cotton Short Sleeve T-shirt 3-4yr,Fruit of the Loom Unisex Kids Kid's Original T T-Shirt (Pack of 5),0.3389830508474576,100.0,1.6366666666666674,79.06602254428344,1.824,8.48
UNCERTAIN,,,B0B17J4823,Wrist Link (2 Asstd),"Lehoo Castle Baby Reins for Walking, 1.5M Toddler Reins for Kids with Induction Lock, Anti Lost Wrist Link Wrist Reins, Child Safety Harness for Autism Boys & Girls (Dark Blue)",0.17346938775510204,100.0,1.575,105.70469798657716,1.128,7.59
MODERATE_CONFIDENCE,,5056794901783.0,B0DG92Z6KT,White Round Basket with Handle 25cm Dia,"Arthur Cameron - Rectangular Wicker Storage Basket with Handles - 29 x 25 x 15 cm - Small Wicker Basket, Bathroom Storage Organiser, Bedroom Storage (Antique Wash)",0.32673267326732675,100.0,1.564583333333333,41.06517935258092,3.912,10.99
UNCERTAIN,5056519255863.0,,B0CF5FSRMG,Juliet Candlestick- Electroplate Silver Glass (13cm),"Glasseam Candle Sticks Holder Set of 2, Clear Glass Candle Holders for Candlestick Candles, Small Taper Candle Holder for Room Decor, Decorative Candlestick Holder for Dinner Tables Decoration",0.2540983606557377,100.0,1.5562500000000006,50.04019292604502,3.072,9.99
UNCERTAIN,5056519255993.0,,B0FJMTJDFW,Genevive Candlestick-Electroplate Silver Glass (15cm),Glasseam Glass Candlestick Holders 4pcs：Small Candle Holder Clear Taper Candle Holders for Candlestick Candles Centrepiece Mini Candles Sticks Holder for Table Wedding Home Decor,0.24242424242424243,100.0,1.5474999999999997,40.51047120418847,3.924,10.98
MODERATE_CONFIDENCE,8717847146755.0,8717847143280.0,B08W1HC9D6,Fresh Olive Bolsius Rustic Shine Pillar Candle (130 x 68mm),Bolsius Rustic Pillar Candle - Ivory- Pack of 4 - Long Burning Time of 60 Hours - Household Candle - Interior Decoration - Unscented - Natural Vegan Wax - No Palm Oil - 130 x 70 mm,0.30962343096234307,100.0,1.5383333333333329,26.56879677605065,6.288,15.97
UNCERTAIN,5015302170295.0,,B0FQCRCQKD,6 Gingerbread Crackers (12inch),"RSW 10 Family Gingerbread 12"" Crackers – Fun Christmas Crackers with Gingerbread Man & Candy Cane Designs – Includes Hats, Mottos & Festive Gifts",0.29545454545454547,100.0,1.5170833333333336,31.93859649122808,5.04,12.25
MODERATE_CONFIDENCE,5015302170318.0,,B0FQCRCQKD,10 Family Gingerbread Crackers (12inch),"RSW 10 Family Gingerbread 12"" Crackers – Fun Christmas Crackers with Gingerbread Man & Candy Cane Designs – Includes Hats, Mottos & Festive Gifts",0.3804347826086957,100.0,1.5170833333333336,31.93859649122808,5.04,12.25
MODERATE_CONFIDENCE,,6163629260744.0,B07B9349B3,WHITE 100% ORGANIC COTTON UNBRANDED VELCRO BIB,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.34782608695652173,100.0,1.505000000000001,67.18750000000003,2.028,9.99
UNCERTAIN,5056721838267.0,,B0BMXB894B,Essential Garden Mix Remembrance Grave Pot - Orange,"Mr. Barry’s Rose Artificial Flowers in Grave Flower Pots – UV-Resistant, Long-Lasting Design for Cemetery, Grave Displays, Home & Garden Memorial Arrangements (Yellow Orange & Red)",0.27705627705627706,100.0,1.454583333333333,37.10671768707481,4.0440000000000005,10.99
HIGH_CONFIDENCE,5060002043851.0,,B08X7GVZ2B,Booja-Booja Chocolate Orange Chocolate Truffles (92g),"Booja - Booja, Chocolate Orange Vegan Chocolate Truffles 92g",0.9026548672566371,100.0,1.4495833333333337,80.53240740740742,1.5,7.99
HIGH_CONFIDENCE,5023797401596.0,,B09LTKDZZZ,Soft Touch Baby Plain Ribbed Pom-Pom Hat (0-12 Months) (Assorted Designs),"Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twist Hat Mittens Set 0-12 Months H648 (Blue), One Size",0.5081081081081081,100.0,1.3883333333333343,84.14141414141419,1.32,7.69
HIGH_CONFIDENCE,5056349220437.0,5017440159040.0,B005NG8E0E,19cm Round Two Tone Seagrass and Green Paper Basket,JVL Natural Round Seagrass Waste Paper Basket,0.6458333333333334,100.0,1.388333333333333,48.54312354312352,2.772,13.99
UNCERTAIN,5055977059235.0,,B0F6L7GKN9,50cm x 10yds Natural Hessian,30 Pcs Grinding Discs 50mm Paint Stripping discs 2 Inch Sanding Discs for Drill Rust Removal Disc for Metal Steel Grinding Polishing(Purple/Blue/Black),0.2011173184357542,100.0,1.3762500000000013,18.25265251989392,8.388,15.99
MODERATE_CONFIDENCE,,6163629260720.0,B07B8Z9L6Y,Supersoft Plain cotton jersey Blue Pop On Bibs  by Soft Touch,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (7 Pieces),0.4,100.0,1.3750000000000009,64.85849056603777,1.884,9.99
MODERATE_CONFIDENCE,,,B09QCYJC91,White Unbranded Toddler Cotton Short Sleeve T-shirt 18-24m,Fruit of the Loom Unisex Kids Kid's Original T T-Shirt (Pack of 5),0.3064516129032258,100.0,1.3666666666666674,58.40455840455844,2.148,8.48
HIGH_CONFIDENCE,8717847160874.0,,B01M30FJ0N,Delicate Red Bolsius Tapered Candles (245 x 24mm),BOLSIUS TAPERED CANDLES - WINE RED [1 PACK OF 10],0.5306122448979592,100.0,1.3587499999999997,26.905940594059395,5.4,12.45
UNCERTAIN,5051984010030.0,,B0CW9JVK6H,Royal Blue 12'' all over polka dot printed balloons pack of 6,Kelfara Royal Blue Balloons Party Balloons 100 Pcs 12 Inch Royal Blue Latex Balloons for Birthday Weddings Anniversary Graduation Blue Theme Party Decorations,0.2465753424657534,100.0,1.3416666666666677,45.79067121729241,2.856,8.99
UNCERTAIN,5020133488242.0,,B0CHK2LNX1,Boys Fairisle Lounge Sock (Assorted Designs),GM Apparel Boys Kids Fluffy Slipper Socks – Non-Skid Gripper – Bed Sock – Super Soft Fuzzy – Cosy Thermal – Strips – Pack of 4 Pairs,0.2840909090909091,100.0,1.3079166666666666,49.35534591194968,2.52,8.99
MODERATE_CONFIDENCE,5056814411438.0,,B0DHZH1DWS,Red & Green Tartan Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",0.3378995433789954,100.0,1.2683333333333329,47.5031210986267,2.544,8.29
UNCERTAIN,5056814411476.0,,B0DHZH1DWS,Red Tartan Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",0.2843601895734597,100.0,1.2683333333333329,47.5031210986267,2.544,8.29
UNCERTAIN,5056814411414.0,,B0DHZH1DWS,Red Tartan Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",0.2843601895734597,100.0,1.2683333333333329,47.5031210986267,2.544,8.29
UNCERTAIN,5056814411391.0,,B0DHZH1DWS,Red Tartan Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",0.2843601895734597,100.0,1.2683333333333329,47.5031210986267,2.544,8.29
MODERATE_CONFIDENCE,5055139017936.0,619271506977.0,B00V5FK3UG,Card of 4 Deco Ribbon (Assorted Designs),10M Bundles of Mixed Ribbon off cuts Assorted Colours / sizes Premium Quality,0.4444444444444444,100.0,1.208333333333334,163.2882882882884,0.228,4.99
UNCERTAIN,5010792546513.0,,B0DLBTYNNG,Snowman Salt & Pepper Shakers,Lesser & Pavey British Designed Salt and Pepper Sets | Salt and Pepper Shaker for All Type of Kitchens | Salt Shaker & Pepper Shaker Perfect for Home or Businesses - Santa & Snowman,0.22857142857142856,100.0,1.1862500000000005,34.08764367816093,3.516,9.99
UNCERTAIN,5010792546544.0,,B0DLBTYNNG,Snowman Salt & Pepper Shakers,Lesser & Pavey British Designed Salt and Pepper Sets | Salt and Pepper Shaker for All Type of Kitchens | Salt Shaker & Pepper Shaker Perfect for Home or Businesses - Santa & Snowman,0.22857142857142856,100.0,1.1862500000000005,34.08764367816093,3.516,9.99
MODERATE_CONFIDENCE,5055442154496.0,5059151301257.0,B0CG3J5ZP8,Kids 3pk Plain Sock - Grey 27-30 / 9-12,A2Z 4 Kids Boy's Socks-970 Socks,0.39436619718309857,100.0,1.1650000000000007,68.52941176470593,1.38,6.99
UNCERTAIN,5023797301049.0,,B0F8NW9Z7C,Infants Crochet Multi Coloured Headband with Large Flower by Soft Touch,"DiULi Baby Headbands, 3 Pcs Baby Headbands for Girls Stretchy Soft Babys Bows Cute Headwear Nylon Toddler Infant Hairbands Babys Turban Headband Elastic Hair Bands for Kids Infants Toddlers Newborn（B）",0.03690036900369004,100.0,1.148333333333334,104.39393939393943,0.66,4.99
MODERATE_CONFIDENCE,5015302106874.0,,B00EXPGYOE,Blue Plain Fleece Baby Blanket By First Steps,"Genuine""First Steps"" Luxury Soft Fleece Baby Blanket in Cute Elephant Design 75 x 100cm for Babies from Newborn",0.38461538461538464,100.0,1.1366666666666665,73.33333333333331,1.2,7.88
UNCERTAIN,5055141600751.0,,B0CLLC8GWY,Printed White Dot Cellophane,"Double Folded 20m×84cm White Dot Cellophane Wrapping Roll, Clear Cellophane Wrap Roll for Hampers, Food, Birthday Gifts, Flowers and Crafts Mother's Day Wrap",0.24864864864864866,100.0,1.1149999999999998,72.4025974025974,1.188,8.49
HIGH_CONFIDENCE,5023797303111.0,,B09LTKDZZZ,Soft Touch Small Beige Cable Knit Pom-pom Hat (NB-12 Months),"Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twist Hat Mittens Set 0-12 Months H648 (Blue), One Size",0.5116279069767442,100.0,1.078333333333334,52.34627831715214,1.812,7.69
UNCERTAIN,,5065021953853.0,B0FQZHTY7Q,Valentine Gift Bundle - Be My Valentine (35 Items),"Biscuit Gift Set Hamper – Bundle Bear Biscuit Hamper including 18 Snack Twin Packs – Border Biscuits, Shortbread & Individually Wrapped Cookies/Birthday Hampers for Women & Men (Gift)",0.22317596566523606,100.0,1.0716666666666643,13.037307380373043,9.204,17.99
MODERATE_CONFIDENCE,5012866016618.0,5012866310402.0,B0735243GH,Baby Doll 30cm By Atoz Toys (2 Assorted Designs),"A to Z My Baby Bella Doll, Pink, 30cm",0.32941176470588235,100.0,1.0466666666666675,46.31268436578176,2.052,8.96
UNCERTAIN,5015302108434.0,739106637482.0,B0BM9LYHJV,Plush Comforter Toy (Assorted Designs),"Soft Touch Baby Bear Comforter,Bear Security Blanket,Unisex Baby Gifts Comforter,Machine Washable Plush Toy comforter Boy Girl Gift Blankie (White bear)",0.2631578947368421,100.0,1.0416666666666667,36.16898148148149,2.7960000000000003,9.29
UNCERTAIN,5012866066361.0,,B01MXEKOIP,Magic Trick,Coin in the Bottle 10p / Folding Coin Magic Trick/Close Up Coin Magic,0.275,100.0,1.0095833333333335,45.07068452380953,2.028,7.99
MODERATE_CONFIDENCE,,,B09QCYJC91,White Unbranded Toddler Cotton Short Sleeve T-shirt 3-4y,Fruit of the Loom Unisex Kids Kid's Original T T-Shirt (Pack of 5),0.3114754098360656,100.0,1.0066666666666677,37.28395061728398,2.58,8.48
MODERATE_CONFIDENCE,5055442193341.0,,B0DZHYRSLG,Men's 3 Pack Stripe Design Socks (Assorted Designs),Mens Stripe Socks Rich Cotton Bright & Colourful Design Striped Sock Crew Length One Size Adults UK 6-11 - 6 Pairs,0.32727272727272727,100.0,0.9995833333333336,44.42592592592594,2.04,7.99
UNCERTAIN,5016064113322.0,5061001627172.0,B0CW6FKTHC,Light Up Ankle Hopper (Assorted),"HOT BARGAINS Light Up Skip Ball | Flashing Ankle Spike Ball Assorted Color | Skipping Toy for Outdoor Game Beach Party, Kids party, Summer Game",0.29714285714285715,100.0,0.9766666666666676,61.04166666666672,1.26,7.82
MODERATE_CONFIDENCE,5015302172091.0,5015302172114.0,B0FQCPVFW2,Red & Green Foil Ribbon Bow Set (Pack of 21),RSW Christmas 21 Piece Ribbon & Bow Set – 18 Red & Green Foil Bows with 3 x 7m Foil Ribbons – Festive Gift Wrapping Accessory Pack,0.3793103448275862,100.0,0.9650000000000004,47.07317073170735,1.8,7.95
EXACT_EAN_MATCH,5015302172114.0,5015302172114.0,B0FQCPVFW2,Red & Green Ribbon Bow Set (Pack of 21),RSW Christmas 21 Piece Ribbon & Bow Set – 18 Red & Green Foil Bows with 3 x 7m Foil Ribbons – Festive Gift Wrapping Accessory Pack,0.33136094674556216,100.0,0.9650000000000004,47.07317073170735,1.8,7.95
EXACT_EAN_MATCH,5015302172121.0,5015302172121.0,B0FQCTLPKK,Gold & Silver Kraft Ribbon Bow Set (Pack of 21),RSW Christmas 21 Piece Ribbon & Bow Set – 18 Gold & Silver Foil Bows with 3 x 7m Foil Ribbons – Luxury Festive Gift Wrapping Pack,0.375,100.0,0.9650000000000004,47.07317073170735,1.8,7.95
MODERATE_CONFIDENCE,5056364114797.0,5060705160756.0,B09HKS2QFF,Ava May Wax Melts (Frankincense and Myrrh),Wax Melts - Frankincense and Myrrh | 16 Pack | Strong Scented | Made in The UK | Plastic Free | Vegan,0.44755244755244755,100.0,0.928333333333333,20.72172619047618,4.716,10.99
MODERATE_CONFIDENCE,5056364100424.0,5060705160756.0,B09HKS2QFF,Ava May Wax Melts (Frankincense and Myrrh),Wax Melts - Frankincense and Myrrh | 16 Pack | Strong Scented | Made in The UK | Plastic Free | Vegan,0.44755244755244755,100.0,0.928333333333333,20.72172619047618,4.716,10.99
UNCERTAIN,5053189097236.0,6974615691998.0,B0FHWJHCSL,Christmas Character Pen (Assorted Designs),"FINGOOO 20 pieces Christmas Black Gel Pen, Ink Rollerball Ball Point Pens Assorted Reindeer Santa Xmas Tree Bell Snowmen Novelty Pens School Gifts Party Bag Fillers for Kids Students",0.2857142857142857,100.0,0.9216666666666666,70.89743589743588,0.9,5.99
UNCERTAIN,5056283856600.0,,B08HYV5NQR,Mothers Day Cotton Apron (Assorted),"Fashion Star Apron for Women Girls, Adjustable Apron with 2 Pockets for Home Kitchen Cooking Baking BBQ Gardening,Mother's Day Birthday Gifts for Mum Wife Girlfriend",0.15,100.0,0.891666666666667,42.05974842767297,1.884,6.29
UNCERTAIN,5055442154595.0,5028664123854.0,B0DNJYK9WK,Kids 3pk Plain Sock - Black 37-40 / 4-6,The Essentials Wardrobe Boys Kids Socks Children’s 12-Pack Black Colourful Heel & Toe Socks Durable Comfortable Cotton Blend with Elastane Stretch Ribbed Stay Up Top Socks,0.19047619047619047,100.0,0.8650000000000004,50.8823529411765,1.38,6.99
UNCERTAIN,5035320605012.0,,B08PF3HF1X,Sky Baby Manicure Set,"Vicloon Baby Nail Kit, 5-in-1 Baby Nail Care Set, Baby Nail Care Tool, Baby Manicure Set Includes Nail Clippers, Scissor, Earpick, Nail File and Tweezer for Newborn Infant Toddler",0.2,100.0,0.8283333333333343,58.74704491725774,1.032,4.99
UNCERTAIN,5035320405018.0,,B08PF3HF1X,Pink Baby Manicure Set,"Vicloon Baby Nail Kit, 5-in-1 Baby Nail Care Set, Baby Nail Care Tool, Baby Manicure Set Includes Nail Clippers, Scissor, Earpick, Nail File and Tweezer for Newborn Infant Toddler",0.19900497512437812,100.0,0.8283333333333343,58.74704491725774,1.032,4.99
UNCERTAIN,5035320105017.0,,B08PF3HF1X,Pink Baby Manicure Set,"Vicloon Baby Nail Kit, 5-in-1 Baby Nail Care Set, Baby Nail Care Tool, Baby Manicure Set Includes Nail Clippers, Scissor, Earpick, Nail File and Tweezer for Newborn Infant Toddler",0.19900497512437812,100.0,0.8283333333333343,58.74704491725774,1.032,4.99
UNCERTAIN,5056814421338.0,,B0DHZH1DWS,Red Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",0.22549019607843138,100.0,0.8283333333333329,26.63451232583064,3.072,8.29
