EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,sales_numeric,ean_match_status,title_match_score,priority_score
5029316510152.0,,B0F3XCDKZY,Lavender PomPom Spray (72cm),"Cleangor Crevice Cleaning Brushes UK, Serrated Bristle Grouting Cleaning Brush for Small Spaces, Magic Brush, Bathroom Accessory, Cleaning Tools, Cleaning Supplies for Shower, Toilet, Sink(2, Black)",https://angelwholesale.co.uk/-/new/latest-crafts/pink-pompom-spray-72cm-/p1071995.html,https://www.amazon.co.uk/dp/B0F3XCDKZY,900.0,Available (see Keepa data),,1.0,1.752,1.46,5.99,0.78,1.67,0.55,0.9983333333333332,0.8920000000000001,1.081666666666667,-0.8920000000000001,0.531666666666667,26.451077943615275,5.351999999999999,10.651085141903176,900.0,PARTIAL,0.168141592920354,1067.345825958702
5056721815947.0,,B08CDFT155,Red Single Magnolia on Stem (45cm),"FINGOOO Artificial Red Berry Stems, 14 Pcs 7.8 Inch Glitter Christmas Tree Picks for Christmas Tree Ornaments,DIY Xmas Wreath, Holiday and Home Decoration",https://angelwholesale.co.uk/-/new/latest-christmas/champagne-magnolia-head-45cm-/p1063044.html,https://www.amazon.co.uk/dp/B08CDFT155,700.0,,,,2.388,1.99,9.99,1.24875,2.41,0.55,1.6649999999999991,1.23975,2.6762500000000005,-1.23975,2.1262500000000006,83.71062992125987,7.438499999999999,25.540540540540547,700.0,PARTIAL,0.14893617021276595,1067.0198670212767
5056814436066.0,736067830785.0,B08CDFT155,Red Single Magnolia on Stem (45cm),"FINGOOO Artificial Red Berry Stems, 14 Pcs 7.8 Inch Glitter Christmas Tree Picks for Christmas Tree Ornaments,DIY Xmas Wreath, Holiday and Home Decoration",https://angelwholesale.co.uk/-/new/latest-christmas/cream-cosy-furry-magnolia-stem-45cm-/p1069228.html,https://www.amazon.co.uk/dp/B08CDFT155,700.0,Available (see Keepa data),,1.0,4.104,3.42,9.99,1.5,2.65,0.55,1.6649999999999991,1.624,0.7550000000000008,-1.624,0.2050000000000007,5.163727959697752,9.744000000000002,2.462462462462471,700.0,PARTIAL,0.14893617021276595,1065.0986170212766
,,B0C6PPJC6V,Blue 100% Organic Cotton Unbranded Velcro Bib,Yoofoss Muslin Baby Bibs 10 Pack Dribble Bandana Bibs 100% Cotton Drool Bib for Teething Soft and Absorbent with Adjustable Snaps Blue and Orange …,https://angelwholesale.co.uk/Item/WHITE-ORGANIC-COTTON-UNBRANDED-VELCRO-BIB-bac03710,https://www.amazon.co.uk/dp/B0C6PPJC6V,700.0,Available (see Keepa data),,1.0,2.028,1.69,12.91,1.94,3.0,0.55,2.151666666666665,1.436,4.128333333333336,-1.436,3.578333333333336,159.7470238095239,8.616,33.26103795507361,700.0,NONE,0.23958333333333334,1027.5366666666666
5060002043875.0,,B08X7F72B6,Booja-Booja Honeycomb Caramel Chocolate Truffles (92g),"Booja - Booja, Honeycomb Caramel Vegan Chocolate Truffles 92g",https://angelwholesale.co.uk/-/new/booja-booja-honeycomb-caramel-chocolate-truffles-2-pack-/p1071250.html,https://www.amazon.co.uk/dp/B08X7F72B6,200.0,,,,1.5,1.25,7.99,0.99875,2.41,0.55,1.331666666666666,1.04175,1.9995833333333335,-1.04175,1.4495833333333337,80.53240740740742,6.2505,21.77096370463079,200.0,PARTIAL,0.9043478260869565,941.8843659420289
5060002043868.0,5060002043158.0,B086T58NJK,Booja-Booja Almond Salted Caramel Chocolate Truffles (2 Pack),"Booja - Booja, Almond Salted Caramel Vegan Chocolate Truffles 92g",https://angelwholesale.co.uk/-/new/booja-booja-salted-caramel-chocolate-truffles-2-pack-/p1071252.html,https://www.amazon.co.uk/dp/B086T58NJK,200.0,Available (see Keepa data),Available (see Keepa data),13.0,1.5,1.25,7.99,0.64,2.42,0.55,1.331666666666666,0.972,2.3483333333333345,-0.972,1.7983333333333344,99.90740740740746,5.832,27.008760951189,200.0,PARTIAL,0.8571428571428571,937.512619047619
5055579167345.0,5056589502126.0,B0BVGG136Y,Natural Trug With Folding Handle,Selections Natural Willow Garden Trug Storage Harvesting Basket with Folding Handles,https://angelwholesale.co.uk/Item/Green-Trug-With-Folding-Handle--msc05128,https://www.amazon.co.uk/dp/B0BVGG136Y,200.0,,Available (see Keepa data),1.0,3.84,3.2,19.98,3.0,5.15,0.55,3.3299999999999983,2.3800000000000003,5.300000000000002,-2.3800000000000003,4.750000000000002,126.6666666666667,14.280000000000005,28.528528528528536,200.0,PARTIAL,0.5517241379310345,909.9224137931035
5055579167369.0,5056589502126.0,B0BVGG136Y,Natural Trug With Folding Handle,Selections Natural Willow Garden Trug Storage Harvesting Basket with Folding Handles,https://angelwholesale.co.uk/Item/Pink-Trug-With-Folding-Handle--msc05130,https://www.amazon.co.uk/dp/B0BVGG136Y,200.0,,Available (see Keepa data),1.0,4.404,3.67,19.98,3.0,5.15,0.55,3.3299999999999983,2.474,4.830000000000002,-2.474,4.280000000000002,101.42180094786735,14.844,25.70570570570572,200.0,PARTIAL,0.5517241379310345,909.4524137931035
,6163629270095.0,B07KVT1LG2,Double layer cotton jersey blank bandana bib - navy,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorbent Bandana 7 Bibs Set,https://angelwholesale.co.uk/Item/Double-layer-cotton-jersey-blank-bandana-bib---Black-bac01030,https://www.amazon.co.uk/dp/B07KVT1LG2,200.0,Available (see Keepa data),,1.0,1.788,1.49,9.99,1.5,2.61,0.55,1.6649999999999991,1.23,2.7250000000000014,-1.23,2.1750000000000016,106.61764705882362,7.379999999999999,26.12612612612614,200.0,PARTIAL,0.5263157894736842,904.8065789473684
,6163629270095.0,B07KVT1LG2,Double layer cotton jersey blank bandana bib  - Hot pink,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorbent Bandana 7 Bibs Set,https://angelwholesale.co.uk/Item/Double-layer-cotton-jersey-blank-bandana-bib---baby-pink-bac01013,https://www.amazon.co.uk/dp/B07KVT1LG2,200.0,Available (see Keepa data),,1.0,1.788,1.49,9.99,1.5,2.61,0.55,1.6649999999999991,1.23,2.7250000000000014,-1.23,2.1750000000000016,106.61764705882362,7.379999999999999,26.12612612612614,200.0,PARTIAL,0.5217391304347826,904.3489130434782
5056117213630.0,6163629270095.0,B07KVT1LG2,Double layer cotton jersey blank bandana bib - baby pink,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorbent Bandana 7 Bibs Set,https://angelwholesale.co.uk/Item/Double-layer-cotton-jersey-blank-bandana-bib----Hot-pink-bac01014,https://www.amazon.co.uk/dp/B07KVT1LG2,200.0,Available (see Keepa data),,1.0,1.788,1.49,9.99,1.5,2.61,0.55,1.6649999999999991,1.23,2.7250000000000014,-1.23,2.1750000000000016,106.61764705882362,7.379999999999999,26.12612612612614,200.0,PARTIAL,0.5072463768115942,902.8996376811593
