ASIN,EAN,EAN_OnPage,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,SupplierTitle
B084YZ9WBB,5055319530378,5055319530378.0,-1.283333333333334,-47.00854700854702,2000.0,,STRONG AS AN OX SPRAY ADHESIVE 500ML
B084Z2GTR8,5055319520904,5055319520904.0,-1.41,-79.2134831460674,,,RAPIDE CEMENT 2KG
B0884NQMHZ,5056239428035,5056239428035.0,1.2220833333333327,87.91966426858508,,,RYSONS BATHROOM SHOWER CADDY W/SUCTION CUPS
B089MDCD6X,5038673640969,5038673640969.0,-0.4129166666666666,-25.64699792960662,,,MARKSMAN WIRE BRUSH 3PCE MINI
B08CC8G6K5,5030481800542,5030481800542.0,1.3283333333333334,51.68612191958495,,,PPS BIODEGRADABLE PAPER BENDY 250 STRAWS 20CM
B08F7SKR82,8700216552301,8700216552301.0,-12.478333333333332,-89.25846447305675,,,FEBREZE AIR FRESHENER SPICED APPLE 185ML PK8
B08FMQKR9C,5055319529228,5055319529228.0,1.0150000000000003,73.02158273381298,,,STRONG AS AN OX REMOVABLE REPLACEMENT STRIP LARGE 4PC
B08LDPVCBM,5056239409119,5056239409119.0,1.8595833333333336,133.78297362110314,,,PROFESSIONAL AIR DUSTER
B08LHDN46N,5056338357366,5056338357366.0,-0.738333333333333,-63.10541310541308,,,RADIATOR KEY SET 2PCE
B08SJJDZMS,5056338373533,5056338373533.0,-0.7416666666666659,-63.39031339031334,,,CABLE TIES ASS 50PC
B08TCK86CP,5053249234939,5053249234939.0,-1.9399999999999995,-86.99551569506724,100.0,100.0,151 INTERIOR DEHUMIDFIER 250ML PACK OF 3
B08V93S4BL,5056283822698,5056283822698.0,-1.2079166666666667,-86.90047961630695,,,FACE CLEANING SPONGE
B08Y59RL1W,5034537018448,5034537018448.0,0.1950000000000007,11.271676300578076,,,LOCKSMITH PADLOCK LONG SHACKLE 38MM
B09168K8RG,5032759044184,5032759044184.0,-0.4283333333333334,-11.57657657657658,,,AMTECH CONTOUR GAUGE WITH FRICTION LOCK
B091Z38JSX,5025572268363,5025572268363.0,-1.395,-100.35971223021582,,,GLAMOUR CONNECTION LOOFAH WITH ROPE
B091Z4BPX1,5025572268363,5025572268363.0,2.625000000000001,188.8489208633094,,,GLAMOUR CONNECTION LOOFAH WITH ROPE
B096KFY2VY,5056338373519,5056338373519.0,-0.2949999999999998,-21.2230215827338,,,CABLE TIES WHITE 150PC
B09768T9K3,5055319529105,5055319529105.0,-0.33,-22.000000000000007,,,STRONG AS AN OX REMOVABLE HOOK CHROME 2PC
B098XSVDY6,5014749160395,5014749160395.0,-0.3016666666666657,-21.70263788968818,,,BEAUTY SHAMPOO AND SCALP MASSAGE BRUSH
B09CDK82Z4,5022822207141,5022822207141.0,-4.918333333333334,-69.76359338061467,,,MAXIM CANDLE ES COOL WHITE PK10
B09D422YB3,5032759041213,5032759041213.0,-0.9299999999999996,-58.86075949367087,,,AMTECH BRASS RADIATOR KET 2PC SET
B09H2XC5XJ,5056338356864,5056338356864.0,-1.81625,-155.23504273504273,,,CORNER BRACES 1INCH
B09MB87D1Q,5056170319287,5056170319287.0,-0.2249999999999999,-16.187050359712227,,,BLOC SANDPAPER ASS GRIT
B09MT3JBT1,5056239433312,5056239433312.0,4.143333333333334,298.0815347721823,,,GROUT PEN
B09SWH68GM,5032759038213,5032759038213.0,0.2199999999999995,4.641350210970454,,,AMTECH NON MARKING MAGNET 5.5INCH
B09V2GJTKM,5032759037995,5032759037995.0,0.2050000000000003,6.810631229235891,,,AMTECH MAGNIFICATION TELESCOPIC POCKET MAGNF
B09V2M1PCS,5032759038923,5032759038923.0,-1.6199999999999994,-45.6338028169014,,,AMTECH TSA COMBINATION TRAVEL PADLOCK
B09V5G86JB,5056239422118,5056239422118.0,-0.1049999999999998,-7.553956834532364,,,RYSONS WOOD FILLER STICKS PK5
B09V5PLHVK,5038673510019,5038673510019.0,-2.925,-195.0,,,MARKSMAN MINI FLAT NOSE PLIER 51001C
B09VTK464M,5056338359964,5056338359964.0,-1.0020833333333332,-72.09232613908871,,,LUGGAGE STRAP 3PC
B09W6B83JL,5056239433459,5056239433459.0,0.9683333333333344,69.66426858513196,,,UTILITY KEY 4 WAY
B09WH1SD9H,5056239433411,5056239433411.0,-1.5050000000000003,-108.27338129496404,,,PLASTERBOARD WALL PATCH
B09WHBY8KK,5056239433428,5056239433428.0,-0.995,-71.58273381294963,,,PRECISION SCREWDRIVER SET 11PC
B09X5XLW7P,5056239461018,5056239461018.0,-1.0020833333333332,-72.09232613908871,,,WEED MAT PINS U SHAPED
B09X7QBHTT,5056239472298,5056239472298.0,1.5116666666666665,100.77777777777776,,,RYSONS HAIRBANDS 132PCE
B09XBGT8WT,6923456793460,6923456793460.0,-2.390416666666667,-171.97242206235012,,,LUGGAGE 2 PADLOCKS 20MM
B09XBN1K5K,5056239472434,5056239472434.0,-0.6483333333333329,-46.64268585131891,,,HAIR STYLING COMBS 2PC
B09XFLFSMF,5056239472373,5056239472373.0,-0.9616666666666664,-69.18465227817742,,,COMB SET ASS 12PC
B09ZHCSDQZ,5053249250892,5053249250892.0,0.3816666666666672,25.444444444444485,,,DENTIPLUS DENTAL FLOSS PICKS 50 PIECES
B0B57BTSLT,5032759042258,5032759042258.0,-0.5133333333333321,-10.124917817225484,,,AMTECH CUTTING PLIER 10 INCH
B0B9QVHZLX,5056170343510,5056170343510.0,0.0966666666666667,6.954436450839337,,,PUMP DISPENSER REFILABLE 180ML
B0BB8VDVLF,5056170351386,5056170351386.0,0.1783333333333341,11.888888888888944,,,SPRAY PAINT 300ML WHITE GLOSS
B0BB8WSK4D,5056170351355,5056170351355.0,0.1783333333333341,11.888888888888944,,,SPRAY PAINT 250ML BLACK MATT
B0BHDMLWTW,5022822219311,5022822219311.0,-8.788333333333334,-70.13833466347432,,,MAXIM LED R63 ES 60W D/L PK10
B0BL8GQJD3,5056338357250,5056338357250.0,-1.023333333333334,-73.62110311750602,,,BUNGEE HEAVY DUTY 52INCH
B0BLT587NX,5032759042418,5032759042418.0,0.0333333333333345,1.4430014430014957,,,AMTECH KNEELING PAD 40CM
B0BLVT85GW,5053249249841,5053249249841.0,-0.3416666666666658,-23.563218390804533,,,PAN AROMA VAPOURISING CANDLE  60GR
B0BWBX74ZM,5020535021917,5020535021917.0,-1.5050000000000003,-100.33333333333336,,,ELYSIUM SPA EPSOM SALT CITRUS FRESH NEROLI & SWEET ORANGE 450G
B0CFVQVRWG,5056338356598,5056338356598.0,-0.3549999999999996,-25.539568345323715,,,WOOD DRILL BIT SET 5PC
B0CG23LK9H,5038673510026,5038673510026.0,-4.636666666666667,-309.1111111111111,,,MARKSMAN MINI BENT NOSE PLIER 51002C
B0CGDW5CQL,5017403134015,5017403134015.0,-0.9099999999999996,-58.333333333333314,,,BLACKSPUR MINI LONG NOSE PLIERS
B0CGDXLC9L,5017403134008,5017403134008.0,-0.9029166666666666,-57.8792735042735,,,BLACKSPUR MINI SIDE CUTTING PLIERS
B0CGXQ9X1P,5056239433336,5056239433336.0,0.2016666666666672,14.50839328537174,,,GALVANISED TOOL HOOKS 5PC
B0CGXQS8C5,5056239472045,5056239472045.0,1.5125,108.81294964028775,,,WOODEN NAIL BRUSHES 2PC
B0CH1FX58K,5056239472052,5056239472052.0,1.15125,82.82374100719423,,,PLASTIC NAIL BRUSHES 3PC
B0CTHMSS7X,5032759043163,5032759043163.0,-3.0949999999999944,-17.807825086306067,,,AMTECH 12V DIGITAL AIR COMPRESSOR TYRE PUMP WITH LED LIGHT
B0D6NCDCLW,5056239432018,5056239432018.0,10.359583333333331,745.2937649880095,,,SUPER GLUE BOTTLE 3PC
B0DCP4SQ3G,5032759050338,5032759050338.0,0.4016666666666644,4.370692782009406,,,AMTECH ALUMINIUM ROOFING SQUARE 300MM
B0DJ1DB9KF,5032759051656,5032759051656.0,-0.8283333333333329,-25.02517623363544,,,AMTECH MULTI MATERIAL DRILL BIT 5PC SET
B0DJW46BZC,5050028164470,5050028164470.0,-1.6716666666666666,-35.643212508884154,,,EVEREADY LED BULB WARM WHT R39 SES 4W PK5
B0FB9LTPJ4,5038673815114,5038673815114.0,-0.5016666666666664,-36.09112709832132,,,ROADSTER CAR FUSES ASS 20PC 5-30AMP
B0FBS5NRNT,5053249279787,5053249279787.0,-0.1433333333333333,-8.902691511387161,,,NUAGE BODY POWDER TALC-FREE COOL MUSK/ AQUA FRESH ASSORTED 250G
B0FR1FFSDQ,5022822200807,5022822200807.0,0.7233333333333343,49.885057471264425,,,STATUS LED CANDLE ES PA PEARL C/WHT 1PK BOX
