ASIN,EAN,SupplierTitle,AmazonTitle,NetProfit,ROI,ProfitMargin,bought_in_past_month,amazon_sales_badge,SupplierPrice_incVAT,SellingPrice_incVAT,fba_seller_count,total_offer_count
B0001P03UG,5056239432032,WOOD GLUE,EVO-STIK Wood Glue 500ml - Interior - Extra Strong - Fast Setting Glue - Dries Clear - Suitable for All Wood Types,1.1216666666666677,74.77777777777783,17.970627503337795,1000.0,,1.14,7.49,,15.0
B000V9KJXI,5014749141554,BEAUTY WOOD EFFECT BRUSH RADIAL,"Kent 60mm Volumising Round Brush PF03 - Brush for Curling, Adding Volume & Shine to Medium to Long Hair, Handmade Beechwood Bristle & Nylon Mix",4.834166666666667,300.25879917184267,46.408,200.0,200.0,1.272,12.5,,
B0013LEMT0,5060298504456,MASON WOOD DRILL SET 5 PIECES,DEWALT DT6952-QZ Masonry drill bit-Set (5 Piece),1.4483333333333344,104.1966426858514,26.77966101694917,1000.0,,1.008,6.49,Available (see Keepa data),14.0
B00186Q7XY,5055319515641,EXTRA STRONG 2.5 M STICK ON,"VELCRO Brand | Heavy Duty Stick On Tape | Cut-to-Length Industrial Extra Strong Double Sided Hook & Loop Self Adhesive Tape Perfect for Room Décor & Home, Office, Garage Use | Black | 50mm x 2.5m",4.025,96.06205250596656,32.2,500.0,500.0,4.368,15.0,,
B001GELIBO,5056239472380,NAIL DRYING SPRAY,Demert Nail Enamel Dryer Manicurist's Finishing Spra - 212g,0.8450000000000004,50.5988023952096,14.50643776824035,400.0,400.0,1.344,6.99,Available (see Keepa data),8.0
B001ILS3MW,5017403123026,BLACKSPUR UTILITY KNIFE BLADES PK10 BOTH,Blue Spot Tools 29194 100 PCE Utility Blades in Dispenser,1.0466666666666673,117.60299625468171,20.258064516129043,400.0,400.0,0.408,6.2,Available (see Keepa data),2.0
B002AGP52A,505565430533,INTERDENTAL BRUSHES 6 PACK ASSORTED,"Qualtex 9 Piece Tool Kit for Numatic Vacuum Cleaners: Fits Henry, Hetty, James, George, Basil & Edward Vacuum Cleaners-Black",7.148333333333331,514.2685851318943,42.91145572786392,200.0,200.0,1.008,19.99,,10.0
B002NVDTK2,5055566998389,BLOOME CANNISTER REFILLS PASSION/BERRY,"Schwabe Pharma - Kaloba Cough & Cold Relief Tablets - Pelargonium Sidoides Root Extract 20mg - Traditionally Used for Common Cold, Runny Nose, Sore Throat, Blocked Nose, Coughs - 30 Tablets",3.1883333333333344,212.5555555555556,40.316122233930464,1000.0,,1.14,9.49,Available (see Keepa data),1.0
B0031TFZRK,5060357992170,SUPERIOR FOIL 5 CONTAINERS & LID 2400ML,"FELIWAY Classic 30 Day Cat Calming Plug In Pheromone Diffuser Starter Kit, 48ml - Helps Solve Common Signs of Stress in Cats & Kittens, Veterinary Recommended, Clinically Proven",7.878333333333335,256.62323561346363,47.43602609131962,4000.0,,3.024,19.93,,4.0
B0035WJ52Y,5032759014408,AMTECH RATCHET PRUNER,"Darlac Compact Plus Pruner - Razor Sharp, Lightweight Bypass Secateurs - Ideal for General & Fine Pruning, Flower Arranging - SK5 High Carbon Japanese Steel - Easy Use Catch - 20mm Cut Capacity",7.646666666666669,122.34666666666672,39.180187873612304,100.0,100.0,6.84,23.42,,3.0
B0037M5Z5S,5053249251967,PAN AROMA DINNER CANDLES PK4 8 INCH WHITE,"Price's Candles Tapered Dinner Candles White Unscented Wax Pack of 50 | 7 Hour Burn Time Elegant Long Candles for Home Decor, Events, Celebrations & Dining",9.291666666666668,556.3872255489022,59.02593965060879,600.0,600.0,1.344,18.89,,26.0
B003KQ5EFM,5017403136125,BLACKSPUR STUBBY SCREWDRIVER SET 2PCE,STANLEY 066358 Multi-Bit Stubby Screwdriver,0.3950000000000001,28.41726618705037,6.781115879828328,400.0,400.0,1.008,6.99,Available (see Keepa data),18.0
B003MPEDFI,5055319529433,STRONG AS AN OX RAPID SET EPOXY RESIN,Araldite® Rapid 15ml x 2 Tubes Epoxy,2.966666666666667,197.77777777777777,41.108545034642034,1000.0,900.0,1.14,8.66,Available (see Keepa data),24.0
B003TT5WMU,5022458005678,CARRIERS BAGS CHEETAH PK100,"100 White Plastic Carrier Bags – Vest-Style with Handles for Groceries, Boutique Markets & Takeaways 13 x 19 x 23 Inch (Large)",0.8550000000000009,37.33624454148475,10.27027027027028,400.0,400.0,2.088,9.99,Available (see Keepa data),1.0
B003ZGEU70,5056239401014,CUDDLES CHILDREN'S SAFETY WRIST LINK ASSORTED,Harringtons Complete Dry Adult Dog Food Turkey & Veg 15kg - Made with All Natural Ingredients (Packaging may vary),12.651666666666666,910.1918465227816,50.122152525586,4000.0,,1.008,30.29,,10.0
B004RPZG8U,5053249217680,PAN AROMA CANDLE PRINTED GLASS JUICY BERRIES,St. Eval Bay & Rosemary Scented Tin Candle - Wax - Refreshing Fragrance - Refreshing Blend of Cool Bay Leaf and Herbal Rosemary - Made in Cornwall,4.55,313.7931034482758,40.44444444444444,500.0,500.0,1.08,13.5,Available (see Keepa data),1.0
B0056F762E,5056239471031,INTERDENTAL BRUSHES 5PK,"TePe Interdental Brush, Original, Red, 0.5mm/ISO 2, 8pcs, efficient Cleaning Between Teeth, Plaque Remover and Dental flosser for Narrow Gaps",0.1000000000000002,7.194244604316561,3.0303030303030365,10000.0,,1.008,3.96,Available (see Keepa data),15.0
B0064B428K,5053249250205,PAN AROMA VOTIVE CANDLES JUICY BERRIES SET OF 3,"St. Eval Bergamot & Nettle Scented Tin Candle - Wax - Refreshing Fragrance - an Uplifting, Herbal Aroma with Bergamot Accord and Nettle Leaves - Made in Cornwall",4.55,313.7931034482758,40.44444444444444,100.0,100.0,1.08,13.5,Available (see Keepa data),1.0
B0073CHN2G,5017403136361,BLACKSPUR CHIPBOARD SCREWS 125G 50MM,ForgeFix Drywall Screws Coarse Thread | 3.5 x 50mm | Black Phosphate | Box 200,0.0183333333333336,1.318944844124723,0.3812824956672508,50.0,50.0,1.008,5.77,,9.0
B0076VMFVI,5060298504579,MASON UTILITY KNIFE WITH 5 BLADES,"Stanley 211800 Carbide Knife Blades (Pack of 10), Silver",1.3070833333333336,94.03477218225422,21.75450762829404,500.0,500.0,1.008,7.21,,
B007L5V48Y,5032759001408,AMTECH VICE BABY,"Amtech D2600 150mm (6"") Woodworking vice",3.3516666666666666,84.0016708437761,22.5828186412128,100.0,100.0,4.128,17.81,,7.0
B008BI92EI,5053249220048,WAX WORKS PILLAR CANDLE 30 HOURS,"Ivyline S0073201037 Spaas Unscented Pillar Candle, ± 90 Hours, Ivory, 78mm Diameter, 200mm Height",0.3833333333333338,26.436781609195435,7.120743034055736,200.0,200.0,1.08,6.46,,1.0
B008PQDXLE,5032759043156,AMTECH HATCHET SPLITTING 1KG,Amtech A2970 1kg (40oz) Axe with fibreglass shaft,3.615000000000002,45.586380832282494,20.000000000000007,50.0,50.0,8.856,21.69,,1.0
B0095ILIDG,6261686802553,EXPRESS DECANTER SQUARE 1160ML,"BarCraft Wine Decanter, Wine Aeration Glass, Wide-Base Design, 1.5 Litre",1.0450000000000017,35.304054054054106,9.653579676674378,50.0,50.0,2.8920000000000003,12.99,,2.0
B00BT0MW4W,5050565395160,STICKAHOOK REMOVEABLE POSTER STRIPS 12PCE,"Command Poster Hanging Strips Value Pack, Small, White, 60-Strips (17024-60ES)",4.800000000000001,345.32374100719426,50.26178010471205,200.0,300.0,1.008,11.46,Available (see Keepa data),11.0
B00BTFR3H8,5032759051748,AMTECH SWAN NECK PRY BAR 225MM,Amtech I9330 3 Piece go-Thru pry bar Set,0.3116666666666658,10.458612975391471,3.7587939698492367,50.0,50.0,2.9160000000000004,9.95,,3.0
B00C09WOT4,5050565757753,FOOT EXFOLIATING FILE ON TIE COLOURS.,10 Lamarque Disposable foot file 18cm ROUGH DRY SKIN CALLUS DOUBLE SIDED,1.613333333333334,116.06714628297364,32.374581939799334,200.0,200.0,1.008,5.98,Available (see Keepa data),3.0
B00C7O2JHY,5030481993763,PPS 3PLY 33CM 20 NAPKINS ROYAL BLUE,SOP-HARMA 6 x Blue Paper Rolls - 2 Ply Embossed Centre Feed - Hand Towel Tissue Rolls,1.1883333333333324,101.56695156695147,12.97543221110099,500.0,,0.744,10.99,,2.0
B00F4L9GA0,5053249251981,PAN AROMA DINNER CANDLES PK4 8 INCH IVORY,"Price's Candles Tapered Dinner Candles Ivory Unscented Wax Pack of 50 | 7 Hour Burn Time Elegant Long Candles for Home Decor, Events, Celebrations & Dining",9.34,559.2814371257484,58.375,2000.0,,1.344,19.2,Available (see Keepa data),20.0
B00IBO5O6W,5056239428097,RYSONS ANTI SLIP BUBBLE BATH MAT,Munchkin Dandy Dots Non Slip Baby Bath Mat | Colourful Bubble Shower Mat | Bathmat with Skid-Resistant Suction Cups |Baby Essential Children's Bath Accessories,1.896666666666669,85.05231689088203,20.919117647058847,2000.0,,2.016,10.88,,4.0
B00ITX9BKA,5053249268729,PAN AROMA CANDLE PRINTED GLASS PINK ORCHID,"Gift Set with 3 Scented Aromatic Mood Wax Candles - Glass Plate Stones Candle | Aromatherapy Scented Fragrance Aroma | Home Office Decor, Ornament (Vanilla Orchid)",2.5079166666666666,172.9597701149425,33.47608453837597,100.0,100.0,1.08,8.99,,2.0
B00KKV9WNU,5060471890253,TURBO JET AIR FRESHENER / SANITISER SPRAY GREED 500ML,"Grandma's Secret Laundry Spray 16oz-, Other, Multicoloured",3.1083333333333325,101.24864277958736,29.7211155378486,100.0,100.0,3.024,12.55,Available (see Keepa data),3.0
B00KQ1ALKC,5061031651604,FLORAL FABRIC REFRESHER 500ML MAGNOLIA,"Archoil AR6400-D MAX Pro DPF Cleaner Diesel Fuel System, Diesel Injector Cleaner, Turbo, CAT Cleaner Concentrate - High Strength Carbon Removal & Exhaust Emissions Reduction for MOT Pass (400ml)",12.974583333333332,821.1761603375527,65.00835073068893,500.0,500.0,1.236,23.95,,
B00LXM7250,5032759014217,AMTECH SCRAPER DELUXE WALLPAPER BLADES 5PC,ProDec Advance 5 Pack 6 inch Heavy Duty Double Thickness Hardened Steel Replacement Scraper Blades Compatible with ProDec Titan Scraper and Other 6 inch Scrapers for Maximum Power,0.841666666666667,57.25623582766441,17.565217391304355,50.0,50.0,1.104,5.75,,1.0
B00NGQUUV4,5040481981202,PPS PLASTIC 100 PLATES 23CM,100 WHITE PLASTIC PLATES - 9 inch/23cm quality durable plates ideal for hot and cold food,1.8287500000000008,46.89102564102568,19.09921671018278,100.0,100.0,4.0200000000000005,11.49,,
B00NTZKZ3K,5030481981234,PPS PLASTIC 100 PLATES 18CM,100 WHITE PLASTIC PLATES - 7 inch/18cm quality durable plates ideal for hot and cold food,0.3295833333333335,11.287100456621014,4.949937421777224,100.0,100.0,2.8440000000000003,7.99,,
B00O2F0LT4,5033298000358,ESSENTIAL PLASTIC 12 GLASSES 1 PINT,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",2.7150000000000007,192.55319148936167,32.612612612612615,300.0,300.0,1.032,9.99,Available (see Keepa data),2.0
B00PH2Z7FO,5024418382560,SIL CANDLE 2 HOUR BURN BUDDHA 11x9CM,2 x Prices Ivory Altar Candle 250mm X 80mm 125 Hours Burn Time,5.479166666666667,394.1846522781775,50.190839694656496,400.0,400.0,1.008,13.1,,
B00SA5KI1I,5050565755360,MANICURE SET IN CASE 6PC,Mira Response Adjustable 4 Spray Mode Shower Head Grey/White,16.27166666666667,914.1385767790264,65.1083694564855,100.0,100.0,1.476,29.99,,7.0
B00XDO8LUG,5056283854682,BLOC PAINT BRUSHES 2PCE,Major Brushes Sable Substitute Size 2 Paint Brushes - Pack of 10,0.955,63.66666666666667,21.82857142857143,50.0,50.0,1.14,5.25,Available (see Keepa data),6.0
B00Y4NN952,5056170305754,BLOC BUNGEE CORD SET 1.8M,"Bison Gear Premium Bungee Cords with Hooks - UV Resistant Heavy Duty Cords with Non-Scratch Hooks, Including Mini Cords, Tarp Clips and Bungee Ties, Multi Use (28 Piece Set)",6.109583333333334,439.5383693045564,52.405289492494646,200.0,200.0,1.008,13.99,,
B0132UMMK0,5056170319188,AIR FRESHENER GEL BEADS 150GRM,"Glade Solid Gel Air Freshener, Odour Eliminator for Home & Bathroom, Relaxing Zen, Pack of 8 (8 x 150g)",4.161666666666666,299.40047961630694,41.65137614678898,400.0,400.0,1.008,11.99,Available (see Keepa data),15.0
B015AOGP1S,5050796009829,BRIGHT & HOMELY INTERIOR DEHUMIDIFIER,"ANSIO Dehumidifier Disposable Pack of 10 Room Moisture Absorber Condensation Remover De Humidifiers for Damp, Mould in Home, Bathroom, Window, House, Kitchen, Wardrobe, Bedroom Interior Moisture Traps",3.595,323.87387387387383,39.3972602739726,5000.0,,0.672,10.95,,6.0
B015HE6HJG,5060345216493,RYSONS SLEEP MASK ASSORTED,"Vacspare for Numatic Henry Vacuum Cleaner Tool Kit with 3m Hose, Brushes & 10 Hoover Bags",11.067916666666669,796.2529976019184,63.27536922343974,500.0,500.0,1.008,20.99,,4.0
B015RIETJ2,5056338357144,CAST IRON PADLOCK 50MM,"ABUS Padlock brass 60/50HB50 - high shackle - for doors, gates, cabinets, bags, suitcases and much more. - Brass lock body - hardened steel shackle - ABUS security level 5",1.9633333333333336,141.24700239808155,31.75202156334232,50.0,50.0,1.008,7.42,,2.0
B0182QCU7E,5053249279978,NUAGE GEL POLISH & TIP REMOVER 100% ACETONE 160ML,"Mylee 100% Pure Acetone (300ml) - Gel Nail Polish Remover – Maximum Strength Professional Soak-Off for UV/LED, Acrylics, Nail Tips & Glue - Made in the UK",1.6583333333333343,103.0020703933748,24.906132665832303,3000.0,,1.272,7.99,Available (see Keepa data),2.0
B0185IRSU8,8721037386548,BOWL GLASS 160X140X20MM FISH,"Amtra Crystal Globe - Fishbowl in transparent glass, Goldfish Aquarium, hand blown, 30 CM",14.43958333333333,925.614316239316,66.66987302808771,100.0,100.0,1.212,25.99,,
B01B2ULW7G,5038673685595,MARKSMAN WALL PLUGS 5MM,WETNFIX (20 Discs) - Fixing Wall Plugs Fast! No Need to Fill or redrill.,1.2983333333333344,93.40527577937657,26.184873949579853,1000.0,,1.008,5.95,Available (see Keepa data),1.0
B01CG5E6B0,5038673601144,MARKSMAN WIRE BRUSH/SCRAPER,"COTTAM Heavy Duty (6 Row) Steel Wire Scratch Brush With Scraper - For Surface Preparation & Removal of Rust , Paint, Coatings, & Debris",1.4849999999999997,106.83453237410068,20.98939929328621,100.0,100.0,1.008,8.49,Available (see Keepa data),1.0
B01F9QB8I2,5024418549727,SIL BATHROOM SUCTION MIRROR ASSORTED,"MIRRORVANA Fogless Shower & Shaving Mirror with Upgraded Suction Mount for Bathroom, Anti Fog & Mist Free Shatterproof Surface and 360° Swivel, 16cm x 16cm (1X Magnification)",7.201666666666669,518.1055155875301,57.651767845230175,500.0,500.0,1.008,14.99,Available (see Keepa data),1.0
B01HILDGK4,5030481930652,PPS FOIL PIZZA 2 PLATTERS,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,0.278333333333333,19.739952718676097,4.519621109607573,50.0,50.0,1.032,7.39,Available (see Keepa data),6.0
B01HOA4J5K,5056170305747,BLOC BUNGEE CORD SET 6PCE,PRETEX Heavy Duty Bungee Cords with Hooks - Set of 12 - Short & Long Bungees for Camping & Outdoors - Small & Large Elastic Tie Down Luggage Straps in 4 Lengths - Multi-colour,0.4183333333333343,27.88888888888896,7.734976887519278,200.0,200.0,1.14,6.49,Available (see Keepa data),1.0
B01LZPI9GR,5032759050239,AMTECH UTILITY SAFETY KNIFE *SPECIAL*,"Amtech - 2-in-1 Craft Knife and Folding Utility Knife, Durable and Rust-Proof Stainless Steel, Comfortable Handle for Reduced Hand Fatigue, Lightweight and Portable (Includes 5 SK5 Blades)",2.3016666666666685,109.08372827804114,28.44490216271886,200.0,200.0,1.872,9.71,,1.0
B01MA1OAL1,5056175980970,Candle Jar Air Freshener 3pk,Yankee Candle Car Jar Scented Air Freshener | Clean Cotton | 3 Count,0.5650000000000002,40.647482014388494,12.349726775956288,1000.0,,1.008,5.49,,7.0
B01MSZQ37V,5010508189744,CHARM AIRFRESHENER LILY WHITE FLOW 240ML PK12,"LEGO Classic Creative Build-and-Play Box - Colourful Bricks Set - Build a House, Dog, Fire Engine Toy, Piano Keyboard, Clouds & Rainbow - Arts and Crafts Kit for 5+ Year Old Boys & Girls - 11044",15.739999999999998,216.8044077134986,48.73065015479876,100.0,100.0,8.052,38.76,,3.0
B01MZARJ6G,5014749160333,BEAUTY HAIR GRIP ROLLERS 5 PACK,42 pcs x 15mm Small Self Grip Hair Rollers Salon Hairdressing Curlers - By Beauty Care,1.3466666666666665,96.88249400479614,22.56983240223463,200.0,200.0,1.008,7.16,,2.0
B01N0Q3CTZ,5056175980963,Jelly Baby Air Freshener,"4 x Assorted Jelly Belly 2D Cardboard Car Air Freshener Set - Cherry, Blueberry, Tangerine, Lemon",1.4400000000000006,103.59712230215833,27.16981132075473,700.0,700.0,1.008,6.36,Available (see Keepa data),7.0
B01N0Y1D56,5056239471086,TOOTHBRUSHES KIDS 5PC,4 Childrens Toothbrushes ~ Bulk Packs Kids Manual Brushes (Sucker),0.0950000000000003,6.834532374100741,2.857142857142866,1000.0,,1.008,3.99,Available (see Keepa data),1.0
B06XTQV419,5019685003911,ECOBAG BLACK HEAVY DUTY 30 BAGS 50 LTR,"EcoBag - 50 Pack Heavy Duty Bin Bags - 50L - 35 Microns - Recyclable Black Bin Bag with Leak Resistant Seal, Sustainable Refuse Sack, Eco-Friendly Rubbish Bag for Home, Office & Kitchen (600x800 mm)",1.097916666666667,54.62271973466007,16.912708600770223,500.0,500.0,1.752,7.79,,
B06XVS9QDV,5022822203259,STATUS 6.5W E/S A55 GLS DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,paul russells E27 Edison Screw LED Filament – 7Watt 60W Equivalent 806LM Lumens 2700K ES Standard GLS A60 – Super Bright Energy Saving Light Non-Dimmable - Warm White Bulbs - Pack of 2,2.168333333333335,117.8442028985508,27.41833508956798,500.0,500.0,1.548,9.49,Available (see Keepa data),2.0
B0714KVG4L,5056239473028,RYSONS NASEL/EAR TRIMMER,"Remington Hair Trimmer for Men, Nose, Ear, & Eyebrow Hair Clipper, Rotary Trimmer, Two Comb Attachments, Waterproof, Battery Operated, Cordless - NE3850",1.451666666666667,56.485084306096,19.377085650723032,3000.0,,2.424,8.99,Available (see Keepa data),8.0
B071DT9RS3,5023139370108,BACOFOIL EASY CUT CLINGFILM REFILL 60MX350MM,Baco Easycut Cling Film - Refill (Pack of 4),1.8883333333333328,82.45997088791849,20.61874431301183,1000.0,,2.088,10.99,Available (see Keepa data),12.0
B071F7H15F,5061031651611,FLORAL FABRIC REFRESHER 500ML JASMINE,Forever Speed Strimmer Heads Universal 6 Pack Dual 2 Line Strimmer Replacement Head M10 x 1.25 LHF Bump Feed Spool Head With Automatic Tip,8.045,509.17721518987344,50.83728278041074,50.0,50.0,1.236,18.99,Available (see Keepa data),1.0
B071RZR4QM,5038673570167,MARKSMAN KNIFE FOLDING LOCK BACK,Rolson 62848 Folding Lock-Back Knife,0.2966666666666676,21.34292565947249,7.385892116182595,50.0,50.0,1.008,4.82,,1.0
B073RMYWRB,6923456799141,PEDICURE PADDLE,"Pedicure Foot File and Callus Remover for Hard Skin Professional, Stainless Steel Foot Rasp File with Ten Free Refill Grits Double-Sided Replacement Pads Easy Feet Scrubber for Bath Pedicure Salon",1.7700000000000002,140.47619047619048,28.095238095238106,500.0,500.0,0.852,7.56,Available (see Keepa data),1.0
B074QKHZ94,5056338358110,CAST IRON PADLOCK 40MM,"SEPOX® Heavy Duty Padlock Keyed Alike, 40MM 1-9/16"" Laminated Steel Lock Body, 2-3/8"" Extra Long Shackle, Ideal for Gym Locker, Sheds, Gate, Warehouse, Hasp (2 Same Keys)",3.4962500000000007,298.82478632478643,41.996996996997,400.0,400.0,0.744,9.99,,
B0756ZLZ1Q,5056239460004,FOLDING WATER CARRIER 5LT,"2 pack Folding Water Container, 5L+10L Outdoor Folding Water Bag Car Water Carrier Container for Sport Camping Hiking Picnic BBQ Water Resistant Gift",0.9083333333333344,34.66921119592879,11.48577449947314,100.0,100.0,2.484,9.49,Available (see Keepa data),1.0
B076H44FZG,3426470013598,PYREX MIXING BOWL 2.0LTR PM,Pyrex – 8023509 – 3 Pieces; Glass Mixing Bowls/Salad Bowl – 0.5 L; 1 L; 2 L – Borosilicate Glass – Heavy Duty – Made in France,6.221666666666667,154.76782752902153,34.10689812699863,1000.0,,4.164000000000001,21.89,Available (see Keepa data),1.0
B076HV7FNH,5033298010890,ESSENTIAL PLASTIC SERVING TRAY CLEAR REUSABLE 46 X 28.5CM,"MATANA 6 Large Rectangular Serving Platters, 32x24cm - Clear Plastic Trays for Food Serving, Catering, Parties, Weddings, Birthdays - Sturdy & Reusable Snack, Sandwich, & Buffet Trays",1.1116666666666666,45.93663911845729,13.488372093023257,300.0,300.0,2.244,9.89,Available (see Keepa data),2.0
B076HXLDFT,8681873025080,THL BOWL PLASTIC REUSABLE SMALL 36PCS,"MATANA 40 Small Clear Plastic Bowls (150 ml / 5 oz) – Reusable Mini Dessert Bowls for Dips, Sauces, Ice Cream & Trifles – Sturdy, Stackable Party Bowls",1.3516666666666672,105.59895833333336,18.04226918798666,100.0,100.0,0.876,8.99,Available (see Keepa data),2.0
B0776X4PJJ,5055319531429,CREATE IT ESSENTIAL PVA GLUE 250ML,"Collall 250ml All Purpose Premium PVA Glue for Crafting - Fast-Drying Clear Glue Forms Strong, Lasting Bonds on Paper, Card, Wood, Fabric & More - Acid-Free, Water-Resistant Adhesive",0.2899999999999997,20.86330935251796,5.523809523809518,300.0,300.0,1.008,6.3,,4.0
B0777NNNY1,5053249265179,PAN AROMA COLOUR TEALIGHTS JUICY BERRIES PACK OF 12,"8 Hour Tea Lights 20 Pack (Mixed Berries), JNS_475599",0.3383333333333344,23.333333333333403,6.255778120184918,500.0,500.0,1.08,6.49,Available (see Keepa data),11.0
B077G27BZC,5056175972807,GLAMORIZE COMB SET TANGLE TAMING ASSORTED PACK OF 6,"20 PCS Hair Combs Set Hair Stylists Hir Cips Professional Styling Comb & Care Clip Set, Anti-static Barber Comb Hair Dying Accessories Men Women Salon & Home",1.383333333333334,99.5203836930456,27.759197324414725,100.0,100.0,1.008,5.98,,1.0
B077G7HNXR,5030481930508,PPS FOIL PUDDING 5 DISHES,50 Bakery Direct Round Disposable Foil Christmas Pudding Dishes/Basins Cupcake Cases Pie Dish Tray Baking Tart Muffin Yorkshire Pudding,5.981666666666667,511.2535612535614,47.88525683789193,100.0,100.0,0.744,14.99,Available (see Keepa data),2.0
B077GRDPK8,5050565894151,MIRACLE WARDROBE DEHUMIDIFIER ***,151 Products LTD 12 x Wardrobe Dehumidifier,0.1633333333333336,11.750599520383716,2.0851063829787275,5000.0,,1.008,9.4,,29.0
B079H2Z1C1,8721037386807,BOWL GLASS 170X130X55MM FISH,Pasabahce 16cm Large Fish Assorted Round Vase Bowl,3.405,211.49068322981367,33.79652605459057,200.0,200.0,1.272,12.09,,3.0
B079P5ZB9F,5061031651536,FLORAL DEHUMIDIFIER HANGING 180G GARDENIA,"Car Radio Removal Tool Key DIN Release Compatible with Opel Adam, Antara, Astra, Agila, Corsa, Insignia, Omega, Tigra, Vectra, Zafira, Meriva, Mokka, Vivar Head Unit CD Player Pins Stereo Tools 2pcs",1.031666666666667,74.22062350119906,20.667779632721206,50.0,50.0,1.008,5.99,Available (see Keepa data),3.0
B07B9N5WFW,5055566940548,BLOOME MINI GEL BURST AIR FRESHENER 3PK,Jelly Belly 15710A 3D Gel Mini Vent Air Freshener Duo Pack-Very Cherry,0.19,13.669064748201444,5.066666666666668,300.0,300.0,1.008,4.5,Available (see Keepa data),5.0
B07BXZHYGK,5056239472243,TWISTEE HAIR ROLLERS 7PK,"47pcs 7"" Hair Rollers Curlers,Bendy Foam Curler Rollers Flexi Curling Rods Heatless Curlers for Long,Short, Wave Hair Heatless Curls no Heat for Sleeping Overnight,Styling,Hair Salon,Gift",3.325000000000001,221.6666666666667,39.93993993993995,500.0,500.0,1.14,9.99,Available (see Keepa data),1.0
B07C87DSM8,5050796010979,BRIGHT & HOMELY PAINT BRUSH SET 3 PACK,"3 Pack Paint Brush Set, 30 pcs Nylon Hair Brushes for Acrylic Oil Watercolor Painting Artist Professional Painting Kits",2.0550000000000006,201.4705882352941,35.27896995708155,100.0,100.0,0.564,6.99,Available (see Keepa data),1.0
B07CCZKQCW,5053249279756,NUAGE BODY POWDER TALC-FREE CHERRY / WATER LILY ASSORTED  250G,Nicolababe Weapon Pack 225 PCS Accessories Military Weapon Set Incl Helmet Body Armor Cloak and Motorcycles Designed for Minifigures Compatible with Minifigures of Major Brands (SWAT Weapon),6.375000000000001,395.9627329192547,47.84240150093809,50.0,50.0,1.272,15.99,Available (see Keepa data),2.0
B07CT3TVNT,3838952032452,PALOMA CHRISTMAS NAPKINS 3 PLY 20 PACK ASSORTED DESIGNS,"Laplink PCmover Professional 11 - Migration of your Applications, Files and Settings from an Old PC to a New PC - Data Transfer Software - Optional High Speed Ethernet Cable - 1 License",24.398333333333337,1626.555555555556,69.79261025029798,100.0,100.0,1.14,41.95,Available (see Keepa data),1.0
B07CTB6PK5,5024418549680,SIL ADHESIVE HOOKS 12PC ASSORTED,AOMEES Adhesive Hooks Heavy Duty Wall Hooks 8kg (Max) Self Adhesive Hook 12pcs,1.401666666666667,100.83932853717027,28.08013355592655,4000.0,,1.008,5.99,Available (see Keepa data),1.0
B07D988TDH,5030481980763,PPS 26CM PLASTIC WHITE PLATE 6 PCS,"MATANA 25 Premium White Plastic Dinner Plates with Gold Rim, 26cm / 10 Inch - Elegant & Reusable Party Plates for Weddings, Birthdays, Picnic, BBQ, Parties",7.971666666666667,718.1681681681681,53.17398554752641,600.0,600.0,0.672,17.99,Available (see Keepa data),2.0
B07DHYGH9B,5053249220048,WAX WORKS PILLAR CANDLE 30 HOURS,WoodWick Large Hourglass Scented Candle | Linen | with Crackling Wick | Burn Time: up to 130 Hours,10.163333333333336,700.9195402298851,56.047794117647065,200.0,200.0,1.08,21.76,,15.0
B07F2JQ4B7,5025364024801,TIDYZ 50 WHITE PEDAL BIN LINERS+HANDLE 15L,Tidyz 3 Packs Of 40 White Plastic Disposable Pedal Bin Liners - Fits 15L Bin - Extra Strong Tie Handle - 120 Bags In Total,0.9250000000000004,75.81967213114757,14.624505928853765,50.0,50.0,0.804,7.59,Available (see Keepa data),8.0
B07F38QMZK,5038673591414,MARKSMAN PADLOCK PASSWORD,"ZHEGE Combination Locker Padlock, 4 Digit Coded Padlock, Gym Lock, School Locker Lock, Weatherproof Combination Lock Outdoor (Black)",0.3883333333333342,27.937649880095982,9.338677354709436,5000.0,,1.008,4.99,Available (see Keepa data),5.0
B07FS5W6JY,5022822215580,STATUS LED R80 SPOT BULB W/W 60w EACH,"paul russells E27 Spotlight 10W LED Reflector R80 Light Edison Screw, 60w Equivalent Bulb, 940 Lumen, 2700K Warm White, Frosted 120° Beam Angle ES Energy Saving Non-Dimmable Lightbulbs, 3 Pack",2.518333333333333,70.54154995331466,24.195356285028023,200.0,200.0,3.624,12.49,Available (see Keepa data),2.0
B07G2BCG8F,871125223740,SOFT TOOTHBRUSH ASSORTED 4PC,"TePe Colour Compact Toothbrush, Extra Soft, 4pcs, Toothbrush for Older Kids and Adults with a Small Brush Head, ensures Gentle Cleaning with Extra Soft filaments",1.35,101.50375939849626,28.72340425531916,50.0,50.0,0.936,5.64,,1.0
