ASIN,EAN,EAN_OnPage,SupplierTitle,AmazonTitle,NetProfit,ROI,ProfitMargin,bought_in_past_month,amazon_sales_badge,SupplierPrice_incVAT,SellingPrice_incVAT,fba_seller_count,total_offer_count
B0013LEMT0,5060298504456,5011402373413.0,MASON WOOD DRILL SET 5 PIECES,DEWALT DT6952-QZ Masonry drill bit-Set (5 Piece),1.4483333333333344,104.1966426858514,26.77966101694917,1000.0,,1.008,6.49,Available (see Keepa data),14.0
B001ILS3MW,5017403123026,5028734291940.0,BLACKSPUR UTILITY KNIFE BLADES PK10 BOTH,Blue Spot Tools 29194 100 PCE Utility Blades in Dispenser,1.0466666666666673,117.60299625468171,20.258064516129043,400.0,400.0,0.408,6.2,Available (see Keepa data),2.0
B002NVDTK2,5055566998389,5060067790301.0,BLOOME CANNISTER REFILLS PASSION/BERRY,"Schwabe Pharma - Kaloba Cough & Cold Relief Tablets - Pelargonium Sidoides Root Extract 20mg - Traditionally Used for Common Cold, Runny Nose, Sore Throat, Blocked Nose, Coughs - 30 Tablets",3.1883333333333344,212.5555555555556,40.316122233930464,1000.0,,1.14,9.49,Available (see Keepa data),1.0
B0035WJ52Y,5032759014408,5038210000348.0,AMTECH RATCHET PRUNER,"Darlac Compact Plus Pruner - Razor Sharp, Lightweight Bypass Secateurs - Ideal for General & Fine Pruning, Flower Arranging - SK5 High Carbon Japanese Steel - Easy Use Catch - 20mm Cut Capacity",7.646666666666669,122.34666666666672,39.180187873612304,100.0,100.0,6.84,23.42,,3.0
B0037M5Z5S,5053249251967,5010414327438.0,PAN AROMA DINNER CANDLES PK4 8 INCH WHITE,"Price's Candles Tapered Dinner Candles White Unscented Wax Pack of 50 | 7 Hour Burn Time Elegant Long Candles for Home Decor, Events, Celebrations & Dining",9.291666666666668,556.3872255489022,59.02593965060879,600.0,600.0,1.344,18.89,,26.0
B0056F762E,5056239471031,7317400015330.0,INTERDENTAL BRUSHES 5PK,"TePe Interdental Brush, Original, Red, 0.5mm/ISO 2, 8pcs, efficient Cleaning Between Teeth, Plaque Remover and Dental flosser for Narrow Gaps",0.1000000000000002,7.194244604316561,3.0303030303030365,10000.0,,1.008,3.96,Available (see Keepa data),15.0
B0073CHN2G,5017403136361,5028485020165.0,BLACKSPUR CHIPBOARD SCREWS 125G 50MM,ForgeFix Drywall Screws Coarse Thread | 3.5 x 50mm | Black Phosphate | Box 200,0.0183333333333336,1.318944844124723,0.3812824956672508,50.0,50.0,1.008,5.77,,9.0
B008PQDXLE,5032759043156,5032759033669.0,AMTECH HATCHET SPLITTING 1KG,Amtech A2970 1kg (40oz) Axe with fibreglass shaft,3.615000000000002,45.586380832282494,20.000000000000007,50.0,50.0,8.856,21.69,,1.0
B0095ILIDG,6261686802553,5028250434074.0,EXPRESS DECANTER SQUARE 1160ML,"BarCraft Wine Decanter, Wine Aeration Glass, Wide-Base Design, 1.5 Litre",1.0450000000000017,35.304054054054106,9.653579676674378,50.0,50.0,2.8920000000000003,12.99,,2.0
B00BT0MW4W,5050565395160,51131977969.0,STICKAHOOK REMOVEABLE POSTER STRIPS 12PCE,"Command Poster Hanging Strips Value Pack, Small, White, 60-Strips (17024-60ES)",4.800000000000001,345.32374100719426,50.26178010471205,200.0,300.0,1.008,11.46,Available (see Keepa data),11.0
B00BTFR3H8,5032759051748,5032759028160.0,AMTECH SWAN NECK PRY BAR 225MM,Amtech I9330 3 Piece go-Thru pry bar Set,0.3116666666666658,10.458612975391471,3.7587939698492367,50.0,50.0,2.9160000000000004,9.95,,3.0
B00C09WOT4,5050565757753,773490597489.0,FOOT EXFOLIATING FILE ON TIE COLOURS.,10 Lamarque Disposable foot file 18cm ROUGH DRY SKIN CALLUS DOUBLE SIDED,1.613333333333334,116.06714628297364,32.374581939799334,200.0,200.0,1.008,5.98,Available (see Keepa data),3.0
B00C7O2JHY,5030481993763,1600000256712.0,PPS 3PLY 33CM 20 NAPKINS ROYAL BLUE,SOP-HARMA 6 x Blue Paper Rolls - 2 Ply Embossed Centre Feed - Hand Towel Tissue Rolls,1.1883333333333324,101.56695156695147,12.97543221110099,500.0,,0.744,10.99,,2.0
B00F4L9GA0,5053249251981,5010414327391.0,PAN AROMA DINNER CANDLES PK4 8 INCH IVORY,"Price's Candles Tapered Dinner Candles Ivory Unscented Wax Pack of 50 | 7 Hour Burn Time Elegant Long Candles for Home Decor, Events, Celebrations & Dining",9.34,559.2814371257484,58.375,2000.0,,1.344,19.2,Available (see Keepa data),20.0
B00LXM7250,5032759014217,5019200169634.0,AMTECH SCRAPER DELUXE WALLPAPER BLADES 5PC,ProDec Advance 5 Pack 6 inch Heavy Duty Double Thickness Hardened Steel Replacement Scraper Blades Compatible with ProDec Titan Scraper and Other 6 inch Scrapers for Maximum Power,0.841666666666667,57.25623582766441,17.565217391304355,50.0,50.0,1.104,5.75,,1.0
B00O2F0LT4,5033298000358,5055727805082.0,ESSENTIAL PLASTIC 12 GLASSES 1 PINT,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",2.7150000000000007,192.55319148936167,32.612612612612615,300.0,300.0,1.032,9.99,Available (see Keepa data),2.0
B00XDO8LUG,5056283854682,5060098470340.0,BLOC PAINT BRUSHES 2PCE,Major Brushes Sable Substitute Size 2 Paint Brushes - Pack of 10,0.955,63.66666666666667,21.82857142857143,50.0,50.0,1.14,5.25,Available (see Keepa data),6.0
B0132UMMK0,5056170319188,5000204539769.0,AIR FRESHENER GEL BEADS 150GRM,"Glade Solid Gel Air Freshener, Odour Eliminator for Home & Bathroom, Relaxing Zen, Pack of 8 (8 x 150g)",4.161666666666666,299.40047961630694,41.65137614678898,400.0,400.0,1.008,11.99,Available (see Keepa data),15.0
B015AOGP1S,5050796009829,5056184130113.0,BRIGHT & HOMELY INTERIOR DEHUMIDIFIER,"ANSIO Dehumidifier Disposable Pack of 10 Room Moisture Absorber Condensation Remover De Humidifiers for Damp, Mould in Home, Bathroom, Window, House, Kitchen, Wardrobe, Bedroom Interior Moisture Traps",3.595,323.87387387387383,39.3972602739726,5000.0,,0.672,10.95,,6.0
B015HE6HJG,5060345216493,5055516227859.0,RYSONS SLEEP MASK ASSORTED,"Vacspare for Numatic Henry Vacuum Cleaner Tool Kit with 3m Hose, Brushes & 10 Hoover Bags",11.067916666666669,796.2529976019184,63.27536922343974,500.0,500.0,1.008,20.99,,4.0
B015RIETJ2,5056338357144,4003318204692.0,CAST IRON PADLOCK 50MM,"ABUS Padlock brass 60/50HB50 - high shackle - for doors, gates, cabinets, bags, suitcases and much more. - Brass lock body - hardened steel shackle - ABUS security level 5",1.9633333333333336,141.24700239808155,31.75202156334232,50.0,50.0,1.008,7.42,,2.0
B01B2ULW7G,5038673685595,5060021030023.0,MARKSMAN WALL PLUGS 5MM,WETNFIX (20 Discs) - Fixing Wall Plugs Fast! No Need to Fill or redrill.,1.2983333333333344,93.40527577937657,26.184873949579853,1000.0,,1.008,5.95,Available (see Keepa data),1.0
B01CG5E6B0,5038673601144,5026204006872.0,MARKSMAN WIRE BRUSH/SCRAPER,"COTTAM Heavy Duty (6 Row) Steel Wire Scratch Brush With Scraper - For Surface Preparation & Removal of Rust , Paint, Coatings, & Debris",1.4849999999999997,106.83453237410068,20.98939929328621,100.0,100.0,1.008,8.49,Available (see Keepa data),1.0
B01HILDGK4,5030481930652,5030481930027.0,PPS FOIL PIZZA 2 PLATTERS,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,0.278333333333333,19.739952718676097,4.519621109607573,50.0,50.0,1.032,7.39,Available (see Keepa data),6.0
B01HOA4J5K,5056170305747,4260448130721.0,BLOC BUNGEE CORD SET 6PCE,PRETEX Heavy Duty Bungee Cords with Hooks - Set of 12 - Short & Long Bungees for Camping & Outdoors - Small & Large Elastic Tie Down Luggage Straps in 4 Lengths - Multi-colour,0.4183333333333343,27.88888888888896,7.734976887519278,200.0,200.0,1.14,6.49,Available (see Keepa data),1.0
B01LZPI9GR,5032759050239,5032759045396.0,AMTECH UTILITY SAFETY KNIFE *SPECIAL*,"Amtech - 2-in-1 Craft Knife and Folding Utility Knife, Durable and Rust-Proof Stainless Steel, Comfortable Handle for Reduced Hand Fatigue, Lightweight and Portable (Includes 5 SK5 Blades)",2.3016666666666685,109.08372827804114,28.44490216271886,200.0,200.0,1.872,9.71,,1.0
B01MA1OAL1,5056175980970,5038580069686.0,Candle Jar Air Freshener 3pk,Yankee Candle Car Jar Scented Air Freshener | Clean Cotton | 3 Count,0.5650000000000002,40.647482014388494,12.349726775956288,1000.0,,1.008,5.49,,7.0
B01MSZQ37V,5010508189744,5702017824864.0,CHARM AIRFRESHENER LILY WHITE FLOW 240ML PK12,"LEGO Classic Creative Build-and-Play Box - Colourful Bricks Set - Build a House, Dog, Fire Engine Toy, Piano Keyboard, Clouds & Rainbow - Arts and Crafts Kit for 5+ Year Old Boys & Girls - 11044",15.739999999999998,216.8044077134986,48.73065015479876,100.0,100.0,8.052,38.76,,3.0
B01MZARJ6G,5014749160333,5014749165598.0,BEAUTY HAIR GRIP ROLLERS 5 PACK,42 pcs x 15mm Small Self Grip Hair Rollers Salon Hairdressing Curlers - By Beauty Care,1.3466666666666665,96.88249400479614,22.56983240223463,200.0,200.0,1.008,7.16,,2.0
B01N0Q3CTZ,5056175980963,5010555152029.0,Jelly Baby Air Freshener,"4 x Assorted Jelly Belly 2D Cardboard Car Air Freshener Set - Cherry, Blueberry, Tangerine, Lemon",1.4400000000000006,103.59712230215833,27.16981132075473,700.0,700.0,1.008,6.36,Available (see Keepa data),7.0
B01N0Y1D56,5056239471086,620912685524.0,TOOTHBRUSHES KIDS 5PC,4 Childrens Toothbrushes ~ Bulk Packs Kids Manual Brushes (Sucker),0.0950000000000003,6.834532374100741,2.857142857142866,1000.0,,1.008,3.99,Available (see Keepa data),1.0
B06XVS9QDV,5022822203259,7426821688969.0,STATUS 6.5W E/S A55 GLS DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,paul russells E27 Edison Screw LED Filament – 7Watt 60W Equivalent 806LM Lumens 2700K ES Standard GLS A60 – Super Bright Energy Saving Light Non-Dimmable - Warm White Bulbs - Pack of 2,2.168333333333335,117.8442028985508,27.41833508956798,500.0,500.0,1.548,9.49,Available (see Keepa data),2.0
B0714KVG4L,5056239473028,4008496881888.0,RYSONS NASEL/EAR TRIMMER,"Remington Hair Trimmer for Men, Nose, Ear, & Eyebrow Hair Clipper, Rotary Trimmer, Two Comb Attachments, Waterproof, Battery Operated, Cordless - NE3850",1.451666666666667,56.485084306096,19.377085650723032,3000.0,,2.424,8.99,Available (see Keepa data),8.0
B071F7H15F,5061031651611,708445743727.0,FLORAL FABRIC REFRESHER 500ML JASMINE,Forever Speed Strimmer Heads Universal 6 Pack Dual 2 Line Strimmer Replacement Head M10 x 1.25 LHF Bump Feed Spool Head With Automatic Tip,8.045,509.17721518987344,50.83728278041074,50.0,50.0,1.236,18.99,Available (see Keepa data),1.0
B071RZR4QM,5038673570167,5029594628488.0,MARKSMAN KNIFE FOLDING LOCK BACK,Rolson 62848 Folding Lock-Back Knife,0.2966666666666676,21.34292565947249,7.385892116182595,50.0,50.0,1.008,4.82,,1.0
B073RMYWRB,6923456799141,6935409505365.0,PEDICURE PADDLE,"Pedicure Foot File and Callus Remover for Hard Skin Professional, Stainless Steel Foot Rasp File with Ten Free Refill Grits Double-Sided Replacement Pads Easy Feet Scrubber for Bath Pedicure Salon",1.7700000000000002,140.47619047619048,28.095238095238106,500.0,500.0,0.852,7.56,Available (see Keepa data),1.0
B0756ZLZ1Q,5056239460004,755082592645.0,FOLDING WATER CARRIER 5LT,"2 pack Folding Water Container, 5L+10L Outdoor Folding Water Bag Car Water Carrier Container for Sport Camping Hiking Picnic BBQ Water Resistant Gift",0.9083333333333344,34.66921119592879,11.48577449947314,100.0,100.0,2.484,9.49,Available (see Keepa data),1.0
B076H44FZG,3426470013598,3426470277983.0,PYREX MIXING BOWL 2.0LTR PM,Pyrex – 8023509 – 3 Pieces; Glass Mixing Bowls/Salad Bowl – 0.5 L; 1 L; 2 L – Borosilicate Glass – Heavy Duty – Made in France,6.221666666666667,154.76782752902153,34.10689812699863,1000.0,,4.164000000000001,21.89,Available (see Keepa data),1.0
B076HV7FNH,5033298010890,713153939430.0,ESSENTIAL PLASTIC SERVING TRAY CLEAR REUSABLE 46 X 28.5CM,"MATANA 6 Large Rectangular Serving Platters, 32x24cm - Clear Plastic Trays for Food Serving, Catering, Parties, Weddings, Birthdays - Sturdy & Reusable Snack, Sandwich, & Buffet Trays",1.1116666666666666,45.93663911845729,13.488372093023257,300.0,300.0,2.244,9.89,Available (see Keepa data),2.0
B076HXLDFT,8681873025080,713153939355.0,THL BOWL PLASTIC REUSABLE SMALL 36PCS,"MATANA 40 Small Clear Plastic Bowls (150 ml / 5 oz) – Reusable Mini Dessert Bowls for Dips, Sauces, Ice Cream & Trifles – Sturdy, Stackable Party Bowls",1.3516666666666672,105.59895833333336,18.04226918798666,100.0,100.0,0.876,8.99,Available (see Keepa data),2.0
B0776X4PJJ,5055319531429,8711557402507.0,CREATE IT ESSENTIAL PVA GLUE 250ML,"Collall 250ml All Purpose Premium PVA Glue for Crafting - Fast-Drying Clear Glue Forms Strong, Lasting Bonds on Paper, Card, Wood, Fabric & More - Acid-Free, Water-Resistant Adhesive",0.2899999999999997,20.86330935251796,5.523809523809518,300.0,300.0,1.008,6.3,,4.0
B0777NNNY1,5053249265179,5060432034665.0,PAN AROMA COLOUR TEALIGHTS JUICY BERRIES PACK OF 12,"8 Hour Tea Lights 20 Pack (Mixed Berries), JNS_475599",0.3383333333333344,23.333333333333403,6.255778120184918,500.0,500.0,1.08,6.49,Available (see Keepa data),11.0
B077G27BZC,5056175972807,651519875599.0,GLAMORIZE COMB SET TANGLE TAMING ASSORTED PACK OF 6,"20 PCS Hair Combs Set Hair Stylists Hir Cips Professional Styling Comb & Care Clip Set, Anti-static Barber Comb Hair Dying Accessories Men Women Salon & Home",1.383333333333334,99.5203836930456,27.759197324414725,100.0,100.0,1.008,5.98,,1.0
B077G7HNXR,5030481930508,5060309625125.0,PPS FOIL PUDDING 5 DISHES,50 Bakery Direct Round Disposable Foil Christmas Pudding Dishes/Basins Cupcake Cases Pie Dish Tray Baking Tart Muffin Yorkshire Pudding,5.981666666666667,511.2535612535614,47.88525683789193,100.0,100.0,0.744,14.99,Available (see Keepa data),2.0
B079H2Z1C1,8721037386807,5634123126801.0,BOWL GLASS 170X130X55MM FISH,Pasabahce 16cm Large Fish Assorted Round Vase Bowl,3.405,211.49068322981367,33.79652605459057,200.0,200.0,1.272,12.09,,3.0
B079P5ZB9F,5061031651536,8945010061806.0,FLORAL DEHUMIDIFIER HANGING 180G GARDENIA,"Car Radio Removal Tool Key DIN Release Compatible with Opel Adam, Antara, Astra, Agila, Corsa, Insignia, Omega, Tigra, Vectra, Zafira, Meriva, Mokka, Vivar Head Unit CD Player Pins Stereo Tools 2pcs",1.031666666666667,74.22062350119906,20.667779632721206,50.0,50.0,1.008,5.99,Available (see Keepa data),3.0
B07B9N5WFW,5055566940548,5010555157109.0,BLOOME MINI GEL BURST AIR FRESHENER 3PK,Jelly Belly 15710A 3D Gel Mini Vent Air Freshener Duo Pack-Very Cherry,0.19,13.669064748201444,5.066666666666668,300.0,300.0,1.008,4.5,Available (see Keepa data),5.0
B07C87DSM8,5050796010979,785197261921.0,BRIGHT & HOMELY PAINT BRUSH SET 3 PACK,"3 Pack Paint Brush Set, 30 pcs Nylon Hair Brushes for Acrylic Oil Watercolor Painting Artist Professional Painting Kits",2.0550000000000006,201.4705882352941,35.27896995708155,100.0,100.0,0.564,6.99,Available (see Keepa data),1.0
B07CT3TVNT,3838952032452,48296309469.0,PALOMA CHRISTMAS NAPKINS 3 PLY 20 PACK ASSORTED DESIGNS,"Laplink PCmover Professional 11 - Migration of your Applications, Files and Settings from an Old PC to a New PC - Data Transfer Software - Optional High Speed Ethernet Cable - 1 License",24.398333333333337,1626.555555555556,69.79261025029798,100.0,100.0,1.14,41.95,Available (see Keepa data),1.0
B07CTB6PK5,5024418549680,604270977897.0,SIL ADHESIVE HOOKS 12PC ASSORTED,AOMEES Adhesive Hooks Heavy Duty Wall Hooks 8kg (Max) Self Adhesive Hook 12pcs,1.401666666666667,100.83932853717027,28.08013355592655,4000.0,,1.008,5.99,Available (see Keepa data),1.0
B07D988TDH,5030481980763,713153940771.0,PPS 26CM PLASTIC WHITE PLATE 6 PCS,"MATANA 25 Premium White Plastic Dinner Plates with Gold Rim, 26cm / 10 Inch - Elegant & Reusable Party Plates for Weddings, Birthdays, Picnic, BBQ, Parties",7.971666666666667,718.1681681681681,53.17398554752641,600.0,600.0,0.672,17.99,Available (see Keepa data),2.0
B07DHYGH9B,5053249220048,5038581054728.0,WAX WORKS PILLAR CANDLE 30 HOURS,WoodWick Large Hourglass Scented Candle | Linen | with Crackling Wick | Burn Time: up to 130 Hours,10.163333333333336,700.9195402298851,56.047794117647065,200.0,200.0,1.08,21.76,,15.0
B07F2JQ4B7,5025364024801,8800202181567.0,TIDYZ 50 WHITE PEDAL BIN LINERS+HANDLE 15L,Tidyz 3 Packs Of 40 White Plastic Disposable Pedal Bin Liners - Fits 15L Bin - Extra Strong Tie Handle - 120 Bags In Total,0.9250000000000004,75.81967213114757,14.624505928853765,50.0,50.0,0.804,7.59,Available (see Keepa data),8.0
B07F38QMZK,5038673591414,703064958354.0,MARKSMAN PADLOCK PASSWORD,"ZHEGE Combination Locker Padlock, 4 Digit Coded Padlock, Gym Lock, School Locker Lock, Weatherproof Combination Lock Outdoor (Black)",0.3883333333333342,27.937649880095982,9.338677354709436,5000.0,,1.008,4.99,Available (see Keepa data),5.0
B07FS5W6JY,5022822215580,5060588414106.0,STATUS LED R80 SPOT BULB W/W 60w EACH,"paul russells E27 Spotlight 10W LED Reflector R80 Light Edison Screw, 60w Equivalent Bulb, 940 Lumen, 2700K Warm White, Frosted 120° Beam Angle ES Energy Saving Non-Dimmable Lightbulbs, 3 Pack",2.518333333333333,70.54154995331466,24.195356285028023,200.0,200.0,3.624,12.49,Available (see Keepa data),2.0
B07G2BCG8F,871125223740,7317400017013.0,SOFT TOOTHBRUSH ASSORTED 4PC,"TePe Colour Compact Toothbrush, Extra Soft, 4pcs, Toothbrush for Older Kids and Adults with a Small Brush Head, ensures Gentle Cleaning with Extra Soft filaments",1.35,101.50375939849626,28.72340425531916,50.0,50.0,0.936,5.64,,1.0
B07GZGXQYG,5060357994426,5060357992217.0,SUPERIOR FOIL 5 CONTAINERS & LID 4.5LTR,"Superior Foil Containers with Lids – 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray – Large Foil Trays with Lids (5 Pack)",3.0649999999999986,88.5838150289017,24.868154158215,200.0,200.0,3.492,14.79,Available (see Keepa data),1.0
B07HJ6V448,5056175901166,5056175901166.0,CRAFT FABRIC GLUE 50ML,"SOL 2pk x 50ml Fabric Glue Strong with Spreader & Tape Measure - Scout Badge Adhesive for Crafts, Upholstery, Material, Textile, Felt or Wool - Waterproof, Flexible, Fast Drying, Durable Bond",0.8550000000000002,61.51079136690648,17.720207253886013,300.0,300.0,1.008,5.79,Available (see Keepa data),1.0
B07J5GHTY6,5017403119524,689272607430.0,ASHLEY SUCTION SOAP DISH,"TAILI Suction Soap Dish for Shower, Max Hold 3 KG Shower Soap Holder for Bathroom, Wall Mounted Sponge Tray, Drill-Free, Removable Bathtub Organizer, Waterproof, Plastic Sink Holder Suction Cup, White",2.3950000000000005,172.3021582733813,33.85159010600707,300.0,300.0,1.008,8.49,,2.0
B07JZ17JHL,5030481930089,5060309625736.0,PPS FOIL PIE 4 PLATTERS ROUND,Bakery Direct 50 Round Aluminium foil Pie foils/Dishes in 4 Colours! (Red/Silver),2.9350000000000014,240.5737704918033,35.25525525525527,50.0,50.0,0.804,9.99,Available (see Keepa data),1.0
B07KWHW9SN,5056239432049,5704947005467.0,CONTACT ADHESIVE GLUE,Gorilla Contact Adhesive Clear 75g,0.0266666666666669,1.918465227817766,0.5714285714285774,5000.0,,1.008,5.6,,16.0
B07L5BS94K,5056239450500,8001090946966.0,AIR FRESHENER TRILOGY 3 COTTEN INSPIRATION,"Febreze 3Volution Plug In Air Freshener Starter Kit + 4 Refills, (20mlx4), Odour Fighter",11.338333333333331,755.8888888888887,59.18225315354502,400.0,400.0,1.14,22.99,Available (see Keepa data),11.0
B07LGFR1ZP,6269711012946,801786308287.0,SELENA SUNDAE FOOTED 6 PIECES,Glass Dessert Bowls Sundae Ice Cream Set of 6 Short Stemmed Tulip Prawn Cocktail Glasses Appetiser Fruit Salads Pudding Dishes Footed Dessert Sundae Cocktail Bowls,0.9549999999999998,18.762278978388995,8.82217090069284,300.0,300.0,5.448,12.99,Available (see Keepa data),6.0
B07NCY7HD9,5061031650874,5060267853585.0,FLORAL CANDLE BOXED 3OZ MAGNOLIA,Jaques of London Monkey Stacking Game | Animal Stacking Toys for 1 2 3 Year Old Boys and Girls | Wooden Toddler Toy | Since 1975,6.945,522.1804511278195,52.12007504690431,50.0,50.0,0.936,15.99,,1.0
B07NMLJY9B,5050565566508,745302704996.0,XOXO HAIR SCRUNCHIE IRIDESCENT,"Hair Scrunchies, 8 Pack Shiny Metallic Scrunchies Elastic Hair Ties Colorful Mermaid Hair Bands Ponytail Holders Soft Hair Scrunchy Bobbles Hair Accessories for Women Girls, Gym Dance Party or Club",1.0616666666666668,76.378896882494,24.174573055028464,500.0,500.0,1.008,5.27,Available (see Keepa data),1.0
B07NQRNF5X,5033298000341,695924399387.0,ESSENTIAL PLASTIC 15 GLASSES 1/2 PINT,Ayn Al Madina 16oz Pack of 50 - Beer Glasses - Plastic Disposable Recyclable & Reusable – Drinking Cups for Parties & All Types of Events – Sturdy & Waterproof,2.1383333333333345,175.2732240437159,27.038988408851434,200.0,200.0,0.804,9.49,Available (see Keepa data),2.0
B07PVFH2PP,5038673541211,5056397600151.0,MARKSMAN MINI STUBBY SCREWDRIVER SET,"MOLYSLIP - COPASLIP | High Temperature Copper Anti-Seize Grease | Withstands Extreme Temperature (Up To 1100°C) | Protects Against Galling, Seizure Rust and Corrosion | Ideal for Cars/Vehicles | 100g",0.591666666666667,42.565947242206256,10.773899848254937,1000.0,,1.008,6.59,Available (see Keepa data),4.0
B07RP7YW58,5050565782236,742025066738.0,FALSE EYELASHES 4 ASSTD DESIGNS.,"False Eyelashes 4 Pairs - Professional Reusable Face Eyelashes Fit for All Eyes, Natural Thick Hand-Made 3D Faux Mink Eyelashes for a Beautiful Makeup Look (G106)",0.9083333333333344,65.34772182254203,21.84368737474952,100.0,100.0,1.008,4.99,Available (see Keepa data),1.0
B07T68VD2Y,5030481960178,5060659230123.0,PPS PLASTIC DRINK SHOT 30 GLASSES 30ML,100 Plastic Shot Glasses - Multi Use Crystal Clear Hard Plastic Sampling Cups - 30ml - 1 oz,2.838333333333333,242.59259259259247,34.79060265577119,300.0,300.0,0.744,9.79,Available (see Keepa data),2.0
B07T9KZZHC,5056170351324,778957841495.0,FOREVER BEAUTIFUL DETANGLING BRUSH,"Detangling Brush - glide the Detangler Brush through Tangled hair - Best Comb for Women, Girls, Men & Boys - Use in Wet and Dry Hair (Rose Red)",1.2250000000000008,88.12949640287775,21.030042918454942,1000.0,,1.008,6.99,,1.0
B07TDTLFPT,5017403143024,672352800258.0,BLACKSPUR KNIFE RETRACTABLE UP,"Amazon Basics Heavy Duty Retractable Auto-Load Ergonomic Utility Knife 3-Position Locking Blade with 4 Replaceable Blades in Designed Storage, Black/Silver",0.9233333333333328,55.28942115768458,17.476340694006296,1000.0,,1.344,6.34,,3.0
B07VXWD89T,8721037386548,5056333812822.0,BOWL GLASS 160X140X20MM FISH,URBNLIVING Elegant Round Glass Vases in Various Sizes - Ideal for Flowers or as Fish Bowls (20cm),2.7183333333333355,174.2521367521369,24.361463778939523,50.0,50.0,1.212,13.39,,2.0
B07X92ZS19,5050565566409,696629001148.0,XOXO SPIRAL HAIR BANDS  12PC ASS,"Spiral Hair Ties, 12Pcs Plastic Hair Coil Bands, Spiral Ponytail Holder Phone Cord Bobbles Bands Set for Women Girls Hair Accessories",1.4550000000000007,104.6762589928058,24.9785407725322,50.0,50.0,1.008,6.99,Available (see Keepa data),1.0
B07XLNJDY9,5060743591604,5060659230154.0,ECO WISE PAPER CUPS RIPPLE DOTTED12OZ 6PCS,100 Paper Cups - Disposable Paper Cups for Hot and Cold Drinks | Eco Freindly Drinking Coffee Cups Disposable | 8oz - 236ml,2.188333333333333,173.67724867724868,26.339017051153466,800.0,800.0,0.852,9.97,Available (see Keepa data),2.0
B07XTPDF3T,5030481970580,5060659230147.0,PPS DRINK CUPS RIPPLE 4OZ ESPRESSO PACK OF 25 (NO LIDS),Disposable Paper Hot Coffee Tea Drinking Espresso Cups 4oz - 118ml (100 Pack),2.8483333333333336,226.05820105820104,34.28284854563691,200.0,200.0,0.852,9.97,Available (see Keepa data),2.0
B07Y59B1KK,9333527583147,619156297075.0,SHOWER COMB DETANGLING W/HOOK,"3 Pack Hair Comb Large Wide Tooth Comb Shower Combs Curl Wet Comb for Long, Wet or Curly Hair Detangling",0.2550000000000003,24.28571428571432,7.669172932330836,500.0,500.0,0.6,3.99,Available (see Keepa data),1.0
B07YDSR1HL,5039164429919,5054511683615.0,SCREWDRIVER SET W/HOLDER 4PC,Sealey AK4314 4PC JIS Screwdriver Set,6.391666666666668,426.1111111111112,51.16744496330888,100.0,200.0,1.14,14.99,,16.0
B07Z54NGHY,6923456813779,749269411300.0,PATTERN PVC ADHESIVE WALLPAPER,"Hode Self Adhesive Wallpaper Green Leaf, Patterned Sticky Back Plastic Roll, Bathroom Kitchen Cupboard Worktop Vinyl Wrap for Furniture Table 44cmx2m",1.678333333333334,120.7434052757794,25.206508135168963,50.0,50.0,1.008,7.99,Available (see Keepa data),1.0
B07Z568Y3N,5056175981939,4742824017562.0,BLOOME FRAGRANCED JAR MIXED BERRIES PK12,"LOOV Organic Freeze Dried Blueberries, Wild Blueberries From Nordic Forests, 100% Unsweetened Whole Fruit, Non-GMO, No Added Sugar, 113 Grams",1.361666666666667,13.375900458415192,7.568318666049098,300.0,300.0,11.556,21.59,,1.0
B07ZF9MKK4,8711252473192,619156335753.0,LIFETIME HAIR COMB ASSORTED,"12 Pieces Hair Combs Set for Women Men 5 Inch Pocket Fine Tooth Hair Comb Unbreakable Plastic, 6 Assorted Colour (12 Pieces)",0.2250000000000003,20.27027027027029,6.766917293233092,100.0,100.0,0.672,3.99,Available (see Keepa data),1.0
B07ZQN89MD,5050565779014,5060630692537.0,REED DIFFUSER 50ML ASSORTED,"MATANA - 10 Empty Reed Diffuser Glass Clear Bottles with 40 Reed Diffuser Sticks, 50ml - Glass Diffuser Bottle Essential Fragrance Oil Diffusers for Home Bathroom Decorative, Glass Reed Diffuser",6.811666666666667,454.1111111111112,54.52968645763843,100.0,100.0,1.14,14.99,Available (see Keepa data),2.0
B07ZXBBWXQ,5050565847461,619156355515.0,BEAU UNICORNHAIR CLIPS 6PC,20 PCS Unicorn Hair Clips Cute Unicorn Hair Barrettes Cartoon Hairpins for Kids Girls Children,1.0783333333333334,77.57793764988008,24.46124763705104,100.0,100.0,1.008,5.29,Available (see Keepa data),1.0
B082B6TRBV,3838952008532,619660485593.0,PALOMA 2PLY WHITE 50 NAPKINS 40X40CM,"Paper Serviettes Soft Napkins 40x40cm 2PLY BulkySoft Solid Colours Choose Colours (Green, 100)",0.7950000000000002,40.76923076923078,11.563636363636366,300.0,300.0,1.68,8.25,Available (see Keepa data),5.0
