RowID,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,Sales,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,is_exact_ean_strict,Brand_Match,title_match,Sup_Qty,Amz_Total,RSU,Pack_Mode,Pack_Verdict,Adjusted_Profit,Final_Category,Confidence,Filter_Reason,Key_Evidence
760,8720573955324.0,,B0CSXG2MKQ,STORAGE JAR 50ML GLASS,"50ml Amber Glass Jars 6Pcs, GAUATO Cosmetic Jars with Lids Lotion Container, Empty Glass Pots Face Cream Lotion Storage Jar for Make Up, Sample, Travel Use",100,0.672,7.99,2.25833333333333,2.02757793764988,False,True,0.1807909604519774,1,1,1,1:1,1:1 Match,2.25833333333333,HIGHLY_LIKELY,80,-,"Brand: STORAGE; Shared: glass, storage, jar"
761,5050565566522.0,793610073228.0,B07ZZ8D3SB,XOXO HAIR BANDS ASS 20PC,"MOSOTECH Hair Scrunchies for Girls,20Pcs Chiffon Elastic Hair Bands Hair Ties Set, Colorful Ponytail Holder Hair Accessories for Women Girls",300,1.008,7.99,2.81833333333333,2.02437106918239,False,False,0.21951219512195122,20,1,1,split,SPLIT - VERIFY,2.81833333333333,UNCERTAIN,0,-,"Shared: hair, bands"
762,5024996705959.0,,B0CZCY2974,DAEWOO TRAVEL ADAPTOR INDIA TO UK,"UK to India Plug Adapter 2 Packs, Grounded UK to India Travel Adapter with 3 USB Ports 32W USB C Fast Travel Charger, Travel Adaptor Plug UK to india for India, Pakistan, Sri Lanka, Yemen(Type D)",500,3.15599999999999,16.98,6.4375,2.0194288389513098,False,False,0.2631578947368421,1,1,1,1:1,1:1 Match,6.4375,UNCERTAIN,0,-,"Shared: india, adaptor, travel"
763,5034537020977.0,,B07HJ3S675,THE PET STORE TREAT BALLS,"Pets Dog Treat Toys - Ball with Rubber Food & Dog Tooth Cleaning Features, Pack of 2",800,1.476,10.99,3.59458333333333,2.01502732240437,False,False,0.3119266055045872,1,2,2,bundle,BUNDLE (RSU=2) - OK,2.11858333333333,NEEDS_VERIFICATION,50,Moderate match; verify product identity,Shared: treat
764,5050796012737.0,5060659231229.0,B08SMLV6C2,BRIGHT & HOMELY FOIL ROASTING TRAY 320MM X 265MM X 60MM 2 PIECES,"Caterserve 10 Aluminium Foil Trays with Lids - Large Tin Foil Containers with Paper Lids for Roasting, Baking, Broiling, Cooking, Food Storage and Freezing | 9 x 9 inch Square",400,0.804,9.97,2.45833333333333,2.0147058823529402,False,False,0.23430962343096234,2,1,1,split,SPLIT - VERIFY,2.45833333333333,UNCERTAIN,0,-,"Shared: roasting, foil"
765,5050796010979.0,785197261921.0,B07C87DSM8,BRIGHT & HOMELY PAINT BRUSH SET 3 PACK,"3 Pack Paint Brush Set, 30 pcs Nylon Hair Brushes for Acrylic Oil Watercolor Painting Artist Professional Painting Kits",100,0.564,6.99,2.055,2.01345755693581,False,False,0.2929936305732484,3,3,1,1:1,1:1 Match,2.055,UNCERTAIN,0,-,"Shared: paint, set, brush"
766,5055441440088.0,5060774620656.0,B096DND2XQ,DEKTON POLYDUST SHEET 3.6MX2.7M,Laminated Cotton Dust Sheets for Painting & Decorating 12'x9' (3.6mx2.7m) | Paint Sheets | Drop Cloth | Painting & Paint Cover Sheets | Dust Sheets for Furniture | Reusable (1),100,1.272,11.99,3.24166666666666,2.00656288156288,False,False,0.24154589371980675,1,1,1,1:1,1:1 Match,3.24166666666666,UNCERTAIN,0,-,Title analysis
767,5036200342638.0,,B0FJ2M7W9G,ZERO IN REFILLABLE DEHUMIDIFIER LAVENDER 500ML,"Moisture Absorber â€“ Non-Electric Dehumidifier for Bedroom, Bathroom & Wardrobe â€“ Silent, Reusable 1L Moisture Trap â€“ Fights Mould, Damp & Musty Smells â€“ Includes 2x450g Refills (Misty Green)",300,2.616,14.99,5.47791666666666,1.9952038369304501,False,False,0.2459016393442623,1,1,1,1:1,1:1 Match,5.47791666666666,UNCERTAIN,0,-,Shared: dehumidifier
768,6923456816312.0,5055071655654.0,B008EXEVG4,LONDON MUG 10CM,"Puckator London Red Routemaster Bus Ceramic Shaped Mug, Tea Coffee Hot Drinks, Decorative Gift Box, Home Kitchen Office Height 10cm Width 13.5cm Depth 8.5cm",200,1.008,9.88,2.77333333333333,1.99096385542168,False,True,0.17543859649122806,1,1,1,1:1,1:1 Match,2.77333333333333,HIGHLY_LIKELY,80,-,"Brand: LONDON; Shared: mug, london"
769,5056295705569.0,607607527949.0,B0FSF234RB,CASA & CASA PEBBLE SINK MAT CLEAR,"Sink Protector Mat, 2 Pack Kitchen Sink Mat Draining Board Cuttable Clear PVC Sink Dish Drying Mat Pebble Pattern Water Tank Filter for Ceramic Stainless Steel Sinks, Fast Draining Cut-to-Fit (30x40)",50,1.332,9.99,3.305,1.99002849002849,False,False,0.1724137931034483,1,1200,1200,bundle,BUNDLE (RSU=1200) - LOSS,-1593.763,UNCERTAIN,0,-,"Shared: sink, clear, pebble"
770,5030481943041.0,,B0FJY6XZ2S,PPS PLASTIC 2 TABLECLOTHS BURGUNDY,"6 Pack Red Table Cloth Party Tablecloths, 137x274cm Rectangle Table Covers, Large Wipe Clean Plastic Tablecloth Party for Picnic, Baby Shower, Halloween Party, Christmas Table DÃ©cor",100,0.744,9.49,2.32833333333333,1.9878818061088899,False,False,0.2037037037037037,1,6,6,bundle,BUNDLE (RSU=6) - LOSS,-1.3916666666666697,UNCERTAIN,0,-,"Shared: plastic, tablecloths"
771,8435123225542.0,,B0CVBBSXMN,COK FRIGER GLASS JUG ROUND 1L,"Glass Water Jug for Fridge - 2 Pack (1 Litre) Jugs with Lids Ribbed Design, Spill-Free Spout, Vented Lid Hot/Cold Ice Tea Coffee Milk & Juice Transparent Pitcher (HM3482)",300,2.352,13.99,4.98958333333333,1.98505976095617,False,False,0.1708542713567839,1,2,2,bundle,BUNDLE (RSU=2) - OK,2.6375833333333305,UNCERTAIN,0,-,"Shared: glass, jug"
772,5017403104124.0,,B08GLS7KQD,KINGAVON 4W COB LIGHT RT219,30W LED Work Light Rechargeable COB Battery Floodlight Super Bright 2000LM Portable Outdoor Security Flood Light USB Lamp Waterproof for Camping Garage Hiking Fishing Garden,500,2.352,13.98,4.9825,1.98441247002398,False,False,0.13,1,1,1,1:1,1:1 Match,4.9825,UNCERTAIN,0,-,"Shared: light, cob"
773,5056239404107.0,5015934598054.0,B07WDJVPS2,FUN PACK CRAFT SET,"abeec Craft Carry Pack - Children's Art and Craft Kit - Contains Lolly Sticks for Craft, Pipe Cleaners, Googly Eyes, PVA Craft Glue, Pom Poms, Plus Assorted Craft Paper",50,1.008,10.99,2.75833333333333,1.97587719298245,False,False,0.12903225806451613,1,1,1,1:1,1:1 Match,2.75833333333333,UNCERTAIN,0,-,Shared: craft
774,5024418531081.0,,B0B93FVKPS,COTTON BUDS IN JAR 12X6CM 50 PCS,Cotton Bud Holder 10 Oz Bathroom Jars with Lids for Cotton Ball Swab Pad Cotton Pad Holder (4 Pack),400,0.936,8.99,2.62791666666666,1.97587719298245,False,True,0.32061068702290074,50,4,1,split,SPLIT - VERIFY,2.62791666666666,HIGHLY_LIKELY,70,-,Brand: COTTON; Shared: cotton
775,5056683919714.0,,B0FJ2KRQ37,"JAUNTY PARTYWARE DOTTY PARTY PLATES 9"" 12PK","90 Pack Colourful Party Tableware Set - 30 x 7 Paper Plates, 30 Paper Cups, 30 Napkins, Multicoloured Rainbow Party Plates Cups and Napkins for Birthday Holiday Events",50,0.936,8.99,2.62791666666666,1.97222222222222,False,False,0.3047619047619048,12,210,18,bundle,BUNDLE (RSU=18) - LOSS; Non-divisible bundle; verify counts,-13.28408333333334,UNCERTAIN,0,-,"Shared: plates, party"
776,5055706660428.0,768877243028.0,B0DT4NPX7D,BABY PIPKIN SILICONE PACIFIER,"Baby Fruit Feeder Set, Includes 2 Food Dummy Feeders with 3 Size Nipples, Silicone Feeder for Babies, Pacifier & Storage Containersr",100,0.852,8.49,2.485,1.96762589928057,False,True,0.3105590062111801,1,1,1,1:1,1:1 Match,2.485,HIGHLY_LIKELY,80,-,"Brand: BABY; Shared: baby, pacifier, silicone"
777,5024418506171.0,,B09VTLZ9NC,SIL CRAFT CONTAINERS 9PC,"Mathtoxyz Bead Organiser Storage Box, 15 Pcs Small Plastic Storage Boxes Clear Clay Beads Storage Containers Case with Hinged Lid and Rectangle for Craft DIY Diamond Small Parts Rhinestone",200,1.008,9.99,2.735,1.96561135371179,False,False,0.18867924528301888,9,1,1,split,SPLIT - VERIFY,2.735,UNCERTAIN,0,-,"Shared: craft, containers"
778,5060577579977.0,,B09YCKKWHZ,EXTRASTAR LED FLASHLIGHT TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",100,2.088,12.99,4.50125,1.96561135371179,False,True,0.2711864406779661,1,1,1,1:1,1:1 Match,4.50125,HIGHLY_LIKELY,80,-,"Brand: EXTRASTAR; Shared: led, extrastar, torch"
779,8432011550380.0,,B09YCKKWHZ,EXTRASTAR LED FLASHLIGHT BATTERY TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",100,2.088,12.99,4.50125,1.95953237410071,False,True,0.2810810810810811,1,1,1,1:1,1:1 Match,4.50125,HIGHLY_LIKELY,80,-,"Brand: EXTRASTAR; Shared: torch, extrastar, led"
780,5050796010764.0,,B072KDL23B,BRIGHT & HOMELY CITRONELLA TEALIGHT CANDLES LARGE 4 PACK,Price's Candles Citronella Tealights - 100 Pack,200,1.008,9.21,2.72375,1.9594250363901,False,False,0.6213592233009708,4,100,25,bundle,BUNDLE (RSU=25) - LOSS,-21.46825,HIGHLY_LIKELY_FILTERED,70,Negative adjusted profit (£-21.47),"Shared: candles, citronella"
781,8711252951201.0,,B092FLZ886,CITRONELLA GARDEN TORCH ASSORTED,"CUQOO 1L Scented Citronella Oil for Garden Burners - 2 Pack Insect-Repelling Torch & Lantern Oil Outdoor Use, Garden Citronella for Tiki Torches, Burners & Lamps, Patios, BBQs, Camping",100,2.088,12.97,4.48708333333333,1.95361552028218,False,True,0.26851851851851855,1,2,2,bundle,BUNDLE (RSU=2) - OK,2.39908333333333,HIGHLY_LIKELY,70,-,"Brand: CITRONELLA; Shared: garden, torch, citronella"
782,5050565862372.0,5060955590969.0,B0B5DFTVG9,SANCTUARY TREE OF LIFE MIRROR BRONZE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,50,10.68,59.99,18.4616666666666,1.95361552028218,False,False,0.4166666666666667,1,1,1,1:1,1:1 Match,18.4616666666666,NEEDS_VERIFICATION,50,Moderate match; verify product identity,"Shared: life, mirror, tree"
783,5050565862419.0,5060955590969.0,B0B5DFTVG9,SANCTUARY TREE OF LIFE MIRROR GREY EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,50,10.68,59.99,18.4616666666666,1.95361552028218,False,False,0.40963855421686746,1,1,1,1:1,1:1 Match,18.4616666666666,NEEDS_VERIFICATION,50,Moderate match; verify product identity,"Shared: life, mirror, tree"
784,5050565862396.0,5060955590969.0,B0B5DFTVG9,SANCTUARY TREE OF LIFE MIRROR WHITE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,50,10.68,59.99,18.4616666666666,1.95261437908496,False,False,0.3712574850299401,1,1,1,1:1,1:1 Match,18.4616666666666,NEEDS_VERIFICATION,50,Moderate match; verify product identity,"Shared: life, mirror, tree"
785,11179856312.0,777904388182.0,B01N3LX0FU,UNIQUE BALLOON WEIGHT FOIL IRRIDESCENT,"Balloon Weights 6 Pack Iridescent Foil, Suitable for Helium Balloons at Birthdays, Parties, Events, Weddings & Celebrations, Heavy & Durable 85g",200,0.564,8.99,1.99166666666666,1.95261437908496,False,False,0.2857142857142857,1,6,6,bundle,BUNDLE (RSU=6) - LOSS,-0.8283333333333398,UNCERTAIN,0,-,"Shared: balloon, foil"
786,11179856336.0,,B014G0FZ7C,UNIQUE BALLOON WEIGHT FOIL GOLD,"B&S Trendz Balloon Weights 6 Pack Gold Foil, Suitable for Helium Balloons at Birthdays, Parties, Events, Weddings & Celebrations, Heavy & Durable 85g.",100,0.564,8.99,1.99166666666666,1.94364508393285,False,False,0.27624309392265195,1,6,6,bundle,BUNDLE (RSU=6) - LOSS,-0.8283333333333398,UNCERTAIN,0,-,"Shared: balloon, foil, gold"
787,6923456821217.0,5056053272104.0,B09J9BNRFP,ADORN COFFEE MUG 8.5X12CM ASSORTED,Bree Merryn Fine China Harmony Highland Cows Farm Tea/Coffee Boxed Mug 8.5x8cm,100,1.008,9.95,2.70166666666666,1.94328358208955,False,False,0.35714285714285715,1,1,1,1:1,1:1 Match,2.70166666666666,NEEDS_VERIFICATION,50,Moderate match; verify product identity,"Shared: coffee, mug"
788,5009459070317.0,704287811075.0,B0DL57955W,WATCH DIGITAL KIDS WHITE ASSORTED CW0032,Kids Digital Watch Steps Counter Waterproof Fitness Tracker Wristwatch with Pedometer LED Display Stopwatch for Kids Boys Girls Teenager,50,3.36,16.98,6.51,1.94159544159544,False,True,0.2159090909090909,1,1,1,1:1,1:1 Match,6.51,HIGHLY_LIKELY,80,-,"Brand: WATCH; Shared: watch, kids, digital"
789,5050796012805.0,5070000730523.0,B0BK7DJN74,BRIGHT & HOMELY FOIL CONTAINERS & LIDS 205MM X 115MM X 57MM 5 PIECES,"10 Pack Aluminium Foil Trays With Lids 21.4x16x5cm/1000ml - Food Containers for Storage, Baking, Roasting, Takeaway and Party",200,0.744,8.99,2.27166666666666,1.94047619047619,False,False,0.24870466321243523,5,10,2,bundle,BUNDLE (RSU=2) - OK,1.5276666666666598,UNCERTAIN,0,-,"Shared: foil, lids, containers"
790,5050796011150.0,5065013482590.0,B0BSXTGCY3,BRIGHT & HOMELY PLUNGER WOODEN HANDLE LARGE,"Large Black Toilet Plunger 150mm 6 Inch Cup with 430mm 17 Inch Handle, Drain Sink Plunger Toilet Pump Unblocker, Strong Suction of Black Rubber Cup with Wooden Handle Drain Cleaner Clear All Blocked",50,0.852,9.99,2.445,1.93867663344407,False,False,0.24896265560165975,1,1,1,1:1,1:1 Match,2.445,UNCERTAIN,0,-,"Shared: plunger, handle, wooden"
791,5030009349225.0,,B0DHCYF71Q,OXFORD BIKE PUMP,"304XL Ink Cartridges Black High Yield Replacement for HP 304 Black Ink Cartridge Original for HP 304 XL, Printer Ink 304XL for Envy 5000 5010 5020 5030 5032 DeskJet 2600 2630 2620 3760 3762 3720",50,2.952,15.89,5.83541666666666,1.93686868686868,False,False,0.11428571428571428,1,1,1,1:1,1:1 Match,5.83541666666666,UNCERTAIN,0,-,Title analysis
792,5024418809463.0,727198966160.0,B0BTCT4L7Y,ELEPHANT GOLD ORNAMENT 8X5CM 4/11,"JIMBON A Pair Gold Elephant Statue Home Decor, Sculpture Elephant Ornaments For Living Room Office Desktop Bookshelf, Gold Decor For Anniversary Wedding, Valentines' gifts, Christmases etc",50,1.716,12.99,3.835,1.93548387096774,False,True,0.2081447963800905,1,1,1,1:1,1:1 Match,3.835,HIGHLY_LIKELY,80,-,"Brand: ELEPHANT; Shared: gold, elephant"
793,5052578031219.0,,B0CT88PHMJ,BETTINA MOP COTTON REFILL HEAD,"Cotton String Wet Mop Floor Cleaning 125cm Metal Mop Handle and 2 Pcs Microfiber Cotton Mop Replacement Head Refill,Cleaning Home,Kitchen,Office,Garage and Concrete/Tile Floor",400,1.572,12.24,3.6,1.9354166666666601,False,False,0.24390243902439024,1,1,1,1:1,1:1 Match,3.6,UNCERTAIN,0,-,"Shared: refill, head, cotton"
794,5053521743005.0,,B0F43F9CQD,CORAL SANDING SPONGES 6PC SET PROMO,"24 Pcs Sanding Sponge Set 80-3000 Grit Sanding Pads, Flexible Sandpaper Block Coarse and Fine, Foam Sanding Pads Washable and Reusable, Wet and Dry Sandpaper for Metal Wood Wall Polishing",900,2.22,12.99,4.645,1.9284023668639,False,False,0.23423423423423423,6,1,1,split,SPLIT - VERIFY,4.645,UNCERTAIN,0,-,"Shared: sanding, set"
795,5060748076878.0,,B0FL27L2T8,GRIMALDI MAXISTONE FRYING PAN 28CM,"Tri-Ply Stainless Steel Frying pan 28cm, Skillet 11inch, Induction Cooking Pan, Fast & Even Heat, Compatible with All Cooktops Up to 315â„ƒ",100,9.48,42.99,16.295,1.92685851318944,False,False,0.2774566473988439,1,1,1,1:1,1:1 Match,16.295,UNCERTAIN,0,-,"Shared: pan, frying"
796,5056170307314.0,791280176812.0,B07MM3DYKP,BABY FACE CLOTH PK3,"Flannel face cloth (6-Pack) - Bamboo face cloth Ultra-Soft & Baby Wash cloth for Baby's Sensitive Skin - Size 10""x10"" face flannels - face cloths for washing face- Antibacterial Adult Flannel",800,1.008,9.49,2.67833333333333,1.92553191489361,False,True,0.14285714285714285,3,6,2,bundle,BUNDLE (RSU=2) - OK,1.6703333333333301,HIGHLY_LIKELY,70,-,"Brand: BABY; Shared: baby, face, cloth"
797,5033298000358.0,5055727805082.0,B00O2F0LT4,ESSENTIAL PLASTIC 12 GLASSES 1 PINT,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",300,1.032,9.99,2.715,1.9228855721393001,False,False,0.27722772277227725,1,1,1,1:1,1:1 Match,2.715,UNCERTAIN,0,-,"Shared: glasses, plastic, pint"
798,5017403148968.0,5060754990014.0,B08564Q11H,KINGAVON 10M COAX LEAD,"10m TV Aerial Cable with Right Angled Plug + Adapter â€“ Coaxial RF Lead Male to Male â€“ Gold-Plated Connector â€“ Freeview, Freesat, Sky Box, BT, TV Antenna Extension",400,1.752,12.99,3.865,1.91633597883597,False,False,0.1368421052631579,1,1,1,1:1,1:1 Match,3.865,UNCERTAIN,0,-,Shared: lead
799,5030481800221.0,,B01LXMEYHU,PARTY POPPERS 11.5CM 3 PCES,"30 Pcs Party Blowers, Whistles for Kids, Party Poppers, Party Poppers Birthday, Party Bag Fillers for Kids Unisex, Birthday Noisemakers Birthday Blow Horns Party Whistles",200,0.852,8.59,2.41458333333333,1.9124700239808101,False,True,0.18274111675126903,1,1,1,1:1,1:1 Match,2.41458333333333,HIGHLY_LIKELY,80,-,"Brand: PARTY; Shared: party, poppers"
800,5050565436887.0,5037331031064.0,B096MW45XC,FIRST AID KNEE SUPPORT 3 SIZES,"Safety First Aid Group HypaBand Tubular Bandage - Size E Large Ankle, Medium Knee Small Thigh, White, 5m",300,1.008,10.51,2.65833333333333,1.91116751269035,False,True,0.2835820895522388,1,1,1,1:1,1:1 Match,2.65833333333333,HIGHLY_LIKELY,80,-,"Brand: FIRST; Shared: knee, aid, first"
801,5013478119896.0,5065023509003.0,B0F1LXQRSV,KINGFISHER FOIL 4 DISH & LID SQUARE,"20-Pack Aluminium Foil Trays with Paper Lids, 9x9 Inch Foil Food Containers with Lids â€“ Oven & Freezer Safe Takeaway, Baking, and Storage Square Trays",500,1.704,12.99,3.765,1.91044776119403,False,False,0.26737967914438504,1,20,20,bundle,BUNDLE (RSU=20) - LOSS,-28.610999999999997,UNCERTAIN,0,-,"Shared: foil, square"
802,5024418570967.0,5063322048452.0,B0D6GCK59B,LOVE HEART TRINKET 11X11CM,"Disney - Alice In Wonderland - Ceramic Blue / Beige Mushroom Trinket Box Officially Licensed Product - Mad Hatter, Tweedle Dum & Dee, White Rabbit, Queen Of Hearts & Alice. H:10 x W: 10 x D:11cm.",50,3.36,18.78,6.4,1.91044776119403,False,False,0.19004524886877827,1,1,1,1:1,1:1 Match,6.4,UNCERTAIN,0,-,Shared: trinket
803,5024418570936.0,5063322048452.0,B0D6GCK59B,FRIENDS HEART TRINKET 11X11CM,"Disney - Alice In Wonderland - Ceramic Blue / Beige Mushroom Trinket Box Officially Licensed Product - Mad Hatter, Tweedle Dum & Dee, White Rabbit, Queen Of Hearts & Alice. H:10 x W: 10 x D:11cm.",50,3.36,18.78,6.4,1.90755208333333,False,False,0.20535714285714285,1,1,1,1:1,1:1 Match,6.4,UNCERTAIN,0,-,Shared: trinket
804,5053844020173.0,,B0CGRF35K5,PREMIER COLOUR YOUR OWN XMAS ORNAMENT,60Pcs Wooden Christmas Tree Decorations Christmas Krafts and Arts for Kids Toddlers DIY Xmas Wooden Ornaments Paint Decorate Your Own Christmas Decorations,200,0.876,8.99,2.44166666666666,1.90265151515151,False,False,0.2916666666666667,1,1,1,1:1,1:1 Match,2.44166666666666,UNCERTAIN,0,-,"Shared: own, xmas, your"
805,5014348229363.0,,B0046MHRMM,BEAUFORT SQUARE FOOD CONTAINER 600ML,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,200,0.66,7.91,2.09291666666666,1.89583333333333,False,True,0.5981308411214953,1,1,1,1:1,1:1 Match,2.09291666666666,HIGHLY_LIKELY,80,-,"Brand: BEAUFORT; Shared: beaufort, food, container"
806,5055490604974.0,798789903611.0,B08S3VBBM5,PRO DESSERT FORK 6PC STAINLESS STEEL,"YUEMING 6pc Stainless Steel Dessert Forks, Perfect for Cake, Fruit, Salad, Mini Cakes & More",50,0.972,7.99,2.57833333333333,1.89583333333333,False,False,0.328125,6,1,1,split,SPLIT - VERIFY,2.57833333333333,NEEDS_VERIFICATION,50,Moderate match; verify product identity,"Shared: steel, dessert, stainless"
807,8414926579311.0,,B09NN27YCW,PLASTIC GLASS 400ML ASSORTED,"400ml Unbreakable Reusable Drinking Cup, Plastic Coffee, Tea, Water, Beer, Milk, Juice Cup for Adults, Set of 4 Mug Sets, Dishwasher and Microwave Safe",50,0.876,9.38,2.42666666666666,1.8956916099773202,False,True,0.16759776536312848,1,1,1,1:1,1:1 Match,2.42666666666666,HIGHLY_LIKELY,80,-,Brand: PLASTIC; Shared: plastic
808,5017440202159.0,,B0F32M1KNG,JVL 4 SPROUT BRUSHES,"Crevice Cleaning Brush Bathroom Tile Grooves Gap Cleaning Brush Premium Crevice Cleaning Tool Aluminum Support with 15Â° Angled Head-Grout Thin Brush,Kitchen & Bathroom Tool (3 PCS)",200,1.104,8.48,2.78666666666666,1.89096185737976,False,False,0.09950248756218906,1,1,1,1:1,1:1 Match,2.78666666666666,UNCERTAIN,0,-,Title analysis
809,5060226014088.0,,B082G91T8Q,DOG CHAIN LEAD 90CM,"SEYMAC stock Case for iPad 9th/8th/7th Generation (10.2 Inch) 2021/2020/2019, Heavy Duty Shockproof with Screen Protector, 360Â° Rotating Stand/Hand Strap, Pencil Holder & Shoulder Strap, Black",100,4.164,21.59,7.60166666666666,1.8872901678657001,False,False,0.10377358490566038,1,1,1,1:1,1:1 Match,7.60166666666666,UNCERTAIN,0,-,Title analysis
810,5017403014331.0,,B0001IWAZO,BLACKSPUR 3PC LGE SNAP OFF KNIFE SET BOTH,STANLEY 9mm Snap Off Blade Knives (Pack of 3) 2-10-150,400,1.008,7.84,2.62333333333333,1.87931034482758,False,False,0.37894736842105264,3,3,1,1:1,1:1 Match,2.62333333333333,NEEDS_VERIFICATION,50,Moderate match; verify product identity,"Shared: snap, off"
811,5022822193208.0,749166860034.0,B0CG8Z2ZTL,STATUS LED ROUND SES PA PEARL W/WHT 1PK BOX,"100Pcs CD DVD Sleeves, Standard Plastic Double-Sided Clear CD Sleeve case with Drop-Proof Closure, for CD and DVD Storage Binders Disc Storage",50,1.08,9.99,2.725,1.87931034482758,False,False,0.22702702702702704,1,1,1,1:1,1:1 Match,2.725,UNCERTAIN,0,-,Title analysis
812,5053249251615.0,5053249248356.0,B09KCLYC1D,PAN AROMA CANDLE 85G LEMONGRASS,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",50,1.08,9.99,2.725,1.87931034482758,False,True,0.3883495145631068,1,1,1,1:1,1:1 Match,2.725,HIGHLY_LIKELY,80,-,"Brand: PAN; Shared: aroma, pan, candle"
813,5053249248356.0,5053249248356.0,B09KCLYC1D,PAN AROMA JAR CANDLE 85GM SALTED CARAMEL,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",50,1.08,9.99,2.725,1.87931034482758,True,True,0.6071428571428571,1,1,1,1:1,1:1 Match,2.725,VERIFIED,95,-,"Exact EAN match; Brand: PAN; Shared: salted, pan, candle"
814,5053249251714.0,5053249248356.0,B09KCLYC1D,PAN AROMA CANDLE 85G PURE JASMINE,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",50,1.08,9.99,2.725,1.8765015015015,False,True,0.38095238095238093,1,1,1,1:1,1:1 Match,2.725,HIGHLY_LIKELY,80,-,"Brand: PAN; Shared: aroma, pan, candle"
815,5413247084361.0,,B0DJ126BYJ,SELF INFLATABLE EMOTION FACE FOIL BALLOON 32X20CM,"100PCS Emoji Latex Balloons, Emotion Smiley Face Balloon for Kids, 12 in Party Funny Balloons with 2 Ribbons for Girl Boy Birthday Party Decor Supplies",50,0.672,7.91,2.08291666666666,1.87333333333333,False,False,0.33,1,1,1,1:1,1:1 Match,2.08291666666666,NEEDS_VERIFICATION,50,Moderate match; verify product identity,"Shared: balloon, emotion, face"
816,5056239433053.0,4260478464643.0,B0842W3RNV,PLUNGER WOODEN HANDLE,Nirox Set of 2 Sink Plungers - Drain Plunger with 110 & 140 mm diameter - Toilet Pump Unblocker incl. wooden handles - Chemical-free Plumbers Plunger - Powerful Plumbing Plunger,300,1.14,9.9,2.81,1.87109375,False,True,0.21212121212121213,1,1,1,1:1,1:1 Match,2.81,HIGHLY_LIKELY,80,-,"Brand: PLUNGER; Shared: wooden, plunger"
817,8681873025059.0,,B0F3XW29X6,THL DIVIDER PLATE REUSABLE 10INCH 8PCS,"10"" Portion Control Plate for Balanced Eating - Healthy Nutrition Plate for Adults and Teens - Melamine Dividers, Weight Lossï¼ˆ1 Piece",50,0.876,9.99,2.395,1.86785714285714,False,False,0.17341040462427745,8,1,1,split,SPLIT - VERIFY,2.395,UNCERTAIN,0,-,Shared: plate
818,8720573129206.0,,B07FYQJXXC,WOODEN INSECT HOUSE METAL ROOF,Garden Life Insect Hotel Wooden Bug House Natural Nest Shelter Box,100,3.96,18.99,7.19125,1.86243638676844,False,True,0.4791666666666667,1,1,1,1:1,1:1 Match,7.19125,HIGHLY_LIKELY,80,-,"Brand: WOODEN; Shared: wooden, insect, house"
819,6416479002065.0,,B0BGHM8QXR,ROYAL MARKET PAPER PLATES 9INCH 100 PACK,Strong Paper Plates (9 Inch - 100 Pack) 100% Compostable Disposable Bagasse Plates - Heavy Duty Eco-Friendly Biodegradable Sugarcane Plate for Parties â€“ Microwave & Freezer Safe,300,2.484,13.99,4.87958333333333,1.86235955056179,False,False,0.273972602739726,100,100,1,1:1,1:1 Match,4.87958333333333,UNCERTAIN,0,-,"Shared: plates, paper"
820,5053249262628.0,5060003610953.0,B095X7QFSN,PAN AROMAREINDEER 12PK CHRISTMAS TEALIGHTS - CINNAMON SPICE,"St Eval | Orange and Cinnamon Scented Tealights | Warm Tangy Fragrance with Hints of Spicy Cinnamon, Aniseed and Sweet Vanilla | Pack of 9 | Upto 6 Hours Per Tealight Candle | Made in Cornwall",200,1.476,9.99,3.315,1.8609195402298802,False,False,0.26294820717131473,12,9,1,split,SPLIT - VERIFY,3.315,UNCERTAIN,0,-,"Shared: tealights, cinnamon"
