RowID,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,Sales,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,is_exact_ean_strict,Brand_Match,title_match,Sup_Qty,Amz_Total,RSU,Pack_Mode,Pack_Verdict,Adjusted_Profit,Final_Category,Confidence,Filter_Reason,Key_Evidence
21,5050565569936.0,,B0DL47ZJR2,PAPER EASTER 10 PLATES 7 INCH,"Mould King V8 Engine Building Blocks Sets, 10171 MOC Scale Model Kit with Battery and Motor, Collectible Set for Adults, Construction Toys for Teens(487 Pcs)",100,0.744,50.99,32.5379166666666,27.8101851851851,False,False,0.10752688172043011,1,1,1,1:1,1:1 Match,32.5379166666666,UNCERTAIN,0,-,Title analysis
22,5900627061383.0,198153749706.0,B0DRPCJDWW,AIRWICK CANDLE VANILLA & BROWN SUGAR 105G PK6,Lenovo Idea Tab Pro Android Tablet | 12.7 inch Full HD Display | MediaTek Dimensity 8300 | 128GB | Wi-Fi 6 | 8GB RAM | Luna Grey + Pen,300,10.7399999999999,354.99,258.235,27.182631578947298,False,False,0.18994413407821228,6,1,1,split,SPLIT - VERIFY,258.235,UNCERTAIN,0,-,Title analysis
23,5055706641182.0,717710483480.0,B0FGHZB8FM,PROKLEEN CHENILLE FLOOR MOP & EXTENDABLE HANDLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",50,3.024,129.0,81.64,26.592833876221498,False,False,0.13445378151260504,1,1,1,1:1,1:1 Match,81.64,UNCERTAIN,0,-,Title analysis
24,5060082728884.0,653391672419.0,B0734R66B4,DLUX WASHING BAG,"Tevlaphee Steering Wheel Lock, Steering Lock, Car Anti-Theft Device, Adjustable, Universal Fit, Heavy Duty Secure, 3 Keys, Emergency Hammer Window Breaker(Black)",100,0.852,48.81,33.315,26.4404761904761,False,False,0.11299435028248588,1,1,1,1:1,1:1 Match,33.315,UNCERTAIN,0,-,Title analysis
25,6923456804005.0,,B09WDKDVZC,CAPPUCCINO CUP,"Tevlaphee Steering Wheel Lock with Alarm, 120dB, Wheel Spoke Width â‰¤2.75in, Battery Required, Crook Locks for Cars, Car Lock Anti-Theft Device, Heavy Duty",100,0.936,57.64,35.0733333333333,26.3709273182957,False,False,0.058823529411764705,1,1,1,1:1,1:1 Match,35.0733333333333,UNCERTAIN,0,-,Title analysis
26,8414926510185.0,,B0DN6BWS36,SQUARE CANISTER CLASSIC 1.6L SURT VRM,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",50,2.508,99.99,65.77625,24.9152462121212,False,False,0.1320754716981132,1,1,1,1:1,1:1 Match,65.77625,UNCERTAIN,0,-,Title analysis
27,8711252476247.0,,B0FHK2CM5W,DUNLOP BIKE BRAKE CABLE INNER CABLE,"Peradix Wooden Chess Set, 19"" Large Foldable Chess Board Game with 3.75"" King & 2 Extra Queens, Professional Classic Chess Set for Adults and Kids",100,0.708,49.99,27.8683333333333,24.4459064327485,False,False,0.19889502762430938,1,1,1,1:1,1:1 Match,27.8683333333333,UNCERTAIN,0,-,Title analysis
28,5056170355988.0,,B0D25HS86F,CHRISTMAS VELVET COLOURING SET 2PC,"KableRika LED Desk Lamp for Office, Double Head Desk Lamp with Base, Dimmable Architect Desk Light, Eye Caring Monitor Light Bar with Timer, Task Lamp for Work Study Read Home Office Lighting",200,0.6,39.99,24.86625,23.6821428571428,False,False,0.1511111111111111,2,1,1,split,SPLIT - VERIFY,24.86625,UNCERTAIN,0,-,Title analysis
29,6923456812901.0,198715902921.0,B0DK877SSC,PLATE 10.5 INCH ASSORTED,EVER ADVANCED Luxury Camping Chairs for Adults Heavy Duty Loadable 150kg High Back Oversized Folding Garden Chair Padded 6cm Comfy with Cup Holder Side Pocket Dining Chairs 4-Position Recliner,50,0.672,49.99,26.1283333333333,23.539039039038997,False,False,0.1574074074074074,1,1,1,1:1,1:1 Match,26.1283333333333,UNCERTAIN,0,-,Title analysis
30,5016574137825.0,,B0DN6BWS36,LYNWOOD MINI ROLLER SET 5PACK,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",50,2.82,99.99,65.51625,22.5918103448275,False,False,0.19607843137254902,5,1,1,split,SPLIT - VERIFY,65.51625,UNCERTAIN,0,-,"Shared: mini, set"
