EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,EAN_match
5.03385E+12,5.06088E+12,B0B9RP7XYP,MEDICAL TROLLEYS,Multibao Heavy Duty 50cmx35cmx75cm Stainless Steel 3 Tier Side Rolling Kitchen Service Cart Trolley for Beauty Salon Shelf BBQ Hotels Restaurants,https://www.efghousewares.co.uk/medical-trolleys-111849,https://www.amazon.co.uk/dp/B0B9RP7XYP,50,Available (see Keepa data),,1,2.616,2.18,29.98,3.9,5.12,0.55,4.996666667,2.35,-2.35,13.23333333,484.7374847,14.1,52.96864576,0
5.05325E+12,,B0DY77CB9N,PAN AROMA COLOUR TEALIGHTS CASHMERE & APRICOT PACK OF 12,"Lightsaber Star Wars, Light Saber Upgraded RGB 15 Colors, USB Rechargeable Lightsaber with Metal Handle, with Sounds Mode Laser Sword Toy for Kids and Adults Cosplay Party Gifts (60CM 1PC)",https://www.efghousewares.co.uk/pan-aroma-colour-tealight-pk12-cashmere-apricot-114641,https://www.amazon.co.uk/dp/B0DY77CB9N,200,Available (see Keepa data),,1,1.296,1.08,25.99,3.9,3.11,0.55,4.331666667,1.728,-1.728,13.01833333,798.6707566,10.368,60.10773374,0
5.02618E+12,,B08WHLDMNX,APOLLO STAINLESS STEEL GARLIC PRESS,"No Peeling Required Garlic Press Stainless Steel with Detachable Handle for Fine Mincing - Premium Garlic Mincer Tool, Rust-Proof, Easy to Clean, Dishwasher Safe Garlic Crusher with 5-Year Warranty",https://www.efghousewares.co.uk/apollo-s-s-garlic-press-under-rework,https://www.amazon.co.uk/dp/B08WHLDMNX,700,,,,2.088,1.74,24.99,3.12375,2.41,0.55,4.165,1.56475,-1.56475,13.00125,567.7401747,9.3885,62.43097239,0
5.02135E+12,,B0FFHJKPF5,TERRACOTTA  HALF POT 20CM,Green Thumbz Terracotta Plant Pots - 20cm x 2 Pack Large Terracotta Pots with Saucer and Drainage Hole - Flower Pots Outdoor or Indoor Use - Brown Clay Pot with Tray,https://www.efghousewares.co.uk/terracotta-half-pot-20cm-119462,https://www.amazon.co.uk/dp/B0FFHJKPF5,50,,,,2.088,1.74,24.99,3.12375,2.41,0.55,4.165,1.56475,-1.56475,13.00125,567.7401747,9.3885,62.43097239,0
11179190331,6.89909E+11,B0BJCWBBVB,UNIQUE CANDLES GLITTER 12 ASSORTED COLS,"Smasiagon Magnetic Drawing Board Kids - Baby Girls Toys Ages 1-3, Portable Doodle Pad Educational Toys for 1 2 3 Year Old Toddler Girl Boy Birthday Gift (Pink)",https://www.efghousewares.co.uk/unique-candles-glitter-12-asstd-cols,https://www.amazon.co.uk/dp/B0BJCWBBVB,500,Available (see Keepa data),,1,0.54,0.45,24.99,3.75,3.15,0.55,4.165,1.58,-1.58,12.925,1292.5,9.48,62.06482593,0
4.89416E+12,,B0DZHGVX45,FESTIVE MAGIC LED B/O 20 LIGHTS W/WHITE,"234-Piece Marble Run Track Building Blocks Toy Set, AOSITE Marble Race Construction Kit for Kids Ages 3,4,5,6,7,8,9,10,11,12, Creative Marble Track Game with Marbles for Boys and Girls Gift",https://www.efghousewares.co.uk/festive-magic-led-b/o-20-lights-w/white-60913,https://www.amazon.co.uk/dp/B0DZHGVX45,600,Available (see Keepa data),,2,1.272,1.06,25.99,3.9,3.26,0.55,4.331666667,1.754,-1.754,12.88833333,800.5175983,10.524,59.50750289,0
5.03867E+12,1.97644E+11,B0BXH2DGZ7,NTI RAT GLUE TRAP,Anyhall 2-Pack Rat Traps Humane Live Mouse Cage Traps (Silver),https://www.efghousewares.co.uk/nti-rat-glue-trap,https://www.amazon.co.uk/dp/B0BXH2DGZ7,200,Available (see Keepa data),,3,1.2096,1.008,27.99,4.2,4.73,0.55,4.665,2.0976,-2.0976,12.837,823.9409499,12.5856,55.03536977,0
5.0129E+12,,B0CR1K39FR,CHEF AID ROLLER KNIFE SHARPENER,Fettle & Hughes Rolling Knife Sharpener UK- Knife Sharpen Upgrades - Roller Knife Sharpening Kit with 15° & 20° Magnetic Angle Knife Sharpening Tool - Birthday Gift or Women Men,https://www.efghousewares.co.uk/chef-aid-roller-knife-sharpener,https://www.amazon.co.uk/dp/B0CR1K39FR,200,,,,1.44,1.2,23.99,2.99875,2.41,0.55,3.998333333,1.43175,-1.43175,12.83291667,733.3095238,8.5905,64.19132972,0
5.05038E+12,,B09YCDC51T,DUZZIT BROOM & HANDLE BRIGHT SOFT,"MR.SIGA Long Handled Dustpan and Brush Set, Upright Broom and Dustpan Set with Adjustable Handle, Tall Sweeping Brush with Comb Teeth for Floor Cleaning, Indoor, Outdoor, Home, Lobby, Grey",https://www.efghousewares.co.uk/duzzit-broom-handle-bright-soft,https://www.amazon.co.uk/dp/B09YCDC51T,400,,,,2.352,1.96,24.99,3.12375,2.41,0.55,4.165,1.60875,-1.60875,12.78125,509.2131474,9.6525,61.37454982,0
8.72057E+12,,B0BVVZQXZ7,GARDEN PLANTER ZINC CLR ASSORTED,Set of 3 Vintage Long Oval Galvanized Metal Garden Trough Planters Windowsill Box Herb Pots Outdoor Plant Pots,https://www.efghousewares.co.uk/garden-planter-zinc-clr-asstd-99391,https://www.amazon.co.uk/dp/B0BVVZQXZ7,50,,,,4.908,4.09,27.98,3.4975,2.41,0.55,4.663333333,2.1095,-2.1095,12.76916667,275.1975575,12.657,54.76411723,0
5.03876E+12,8.43703E+12,B081WQLR5S,MENS LEATHER WALLET 1148,"Soft Leather Wallets for Men UK - RFID Blocking - Stylish Mens Wallet with Coin Pocket Everyday Use - Holds Bills, Credit Cards, Coins - Leather Craftsmanship - Gifts for Men.",https://www.efghousewares.co.uk/mens-leather-wallet-1148,https://www.amazon.co.uk/dp/B081WQLR5S,700,Available (see Keepa data),,1,4.5,3.75,28.99,4.35,2.77,0.55,4.831666667,2.284,-2.284,12.73833333,296.2403101,13.704,52.72852708,0
3.38413E+12,3.38412E+12,B0D67FMZ5N,SPONTEX QUICK SPRAY MOP DUO,"Spontex Quick Spray Duo Flat Spray Mop with Washable Microfibre Mop Head Pads | Cleans Laminate, Wood & Tile Flooring | No-Touch Reversible Head",https://www.efghousewares.co.uk/spontex-quick-spray-mop-duo-117235,https://www.amazon.co.uk/dp/B0D67FMZ5N,50,Available (see Keepa data),,3,15.528,12.94,39.99,2.34,4.76,0.55,6.665,4.118,-4.118,12.735,94.40326168,24.708,38.21455364,0
11179373185,,B0F8J3S5HW,UNIQUE CANDLE NUMBER W/DECOR 8,"Shayson Whack a Mole Game, Interactive Constructive Smack Moles Game Playmat with Sound for 2 3 4 5 6 Years Old Kids, Boys Girls Interactive Toys with 2 Hammers, Educational Game for Toddlers (Green)",https://www.efghousewares.co.uk/unique-candle-number-w-decor-8,https://www.amazon.co.uk/dp/B0F8J3S5HW,400,,,,0.708,0.59,22.99,2.87375,2.41,0.55,3.831666667,1.28475,-1.28475,12.73458333,1117.068713,7.7085,66.47020444,0
5.05603E+12,,B0D1V3KVPY,TOWER PRESTO 1.7LTR ELECTRIC KETTLE GREY,"Aigostar 100W LED Work Light, 9000LM Job Site Light, Plug in Folding FloodLight with 13ft Wire & Switch, Portable Loft Construction Workman Lights 240V Mains Powered IP65 Waterproof",https://www.efghousewares.co.uk/tower-presto-1-7ltr-electric-kettle-grey-113020,https://www.amazon.co.uk/dp/B0D1V3KVPY,200,,,,10.956,9.13,34.99,4.37375,2.41,0.55,5.831666667,3.29275,-3.29275,12.69458333,131.1423898,19.7565,43.53672478,0
5.03385E+12,,B0DB3P1P1F,X-WARRIOR TRANSFORMERS,Transformers Collaborative Sonic the Hedgehog x Wingtail and Blue Booster Action Figures,https://www.efghousewares.co.uk/x-warrior-transformers-114524,https://www.amazon.co.uk/dp/B0DB3P1P1F,100,,,,2.484,2.07,24.99,3.12375,2.41,0.55,4.165,1.63075,-1.63075,12.67125,483.6354962,9.7845,60.84633854,0
6.92346E+12,7.92937E+11,B0D9B9SG6C,GLASS VASE 13X24CM,"Glass Flower Vase, 24cm Hight Modern Minimalist FlowerVase, Nordic Crystal Decorative Handmade Vase Flower Arrangement Decoration for Home Office Decor, Gift for Wedding Housewarming Party Celebrate",https://www.efghousewares.co.uk/glass-vase-13x24cm-117969,https://www.amazon.co.uk/dp/B0D9B9SG6C,50,Available (see Keepa data),Available (see Keepa data),2,3.828,3.19,28.99,4.35,3.45,0.55,4.831666667,2.308,-2.308,12.61833333,337.3885918,13.848,52.23180407,0
6.92346E+12,7.53936E+11,B07MMYFSNY,ADORN DEEP BOWL 5INCH,"LIFVER Deep Soup Bowls Porcelain 20oz, 600 ml Large Cereal Bowl Ceramic, Serving Bowls for Tapas, Dessert, Curry, Ramen, Snack, Breakfast, Dishwasher, Microwave & Oven Safe - Multicolour",https://www.efghousewares.co.uk/adorn-deep-bowl-5inch-113518,https://www.amazon.co.uk/dp/B07MMYFSNY,50,Available (see Keepa data),,1,0.672,0.56,26.99,4.05,4.72,0.55,4.498333333,1.976,-1.976,12.61166667,1136.186186,11.856,56.07261949,0
5.03001E+12,,B082VT4GL6,COMBI15 (SMOKE) 15MM X 1500MM,"Spear & Jackson 4935TP Razorsharp Lightweight Telescopic Tree Pruner, Black",https://www.efghousewares.co.uk/combi15-smoke-15mm-x-1500mm-117248,https://www.amazon.co.uk/dp/B082VT4GL6,100,,,,11.868,9.89,35.92,4.49,2.41,0.55,5.986666667,3.468,-3.468,12.59333333,120.6257982,20.808,42.07126949,0
5.05057E+12,5.0606E+12,B08CDXHZZ4,ROSE GOLD MAKEUP BRUSH  ASSORTED,"Oscar Charles Makeup Brush Set, 12 Piece Makeup Brushes Set Professional, Six Face Make up Brushes & Six Eye Makeup Brushes Set - Rose Gold",https://www.efghousewares.co.uk/rose-gold-makeup-brush-assorted-120135,https://www.amazon.co.uk/dp/B08CDXHZZ4,800,Available (see Keepa data),,1,1.008,0.84,24.85,3.73,3,0.55,4.141666667,1.624,-1.624,12.58833333,905.6354916,9.744,60.78873239,0
5.02618E+12,4.8971E+12,B0CSJTFLBW,APOLLO CANDY THERMOMETER,"ThermoPro TP511 Digital Candy Thermometer with Pot Clip, Programmable Instant Read Food Meat Thermometer with 20cm Long Probe for Candy Sugar Jam Milk Smoker Baking Grilling Candle Liquid Oil",https://www.efghousewares.co.uk/apollo-candy-thermometer,https://www.amazon.co.uk/dp/B0CSJTFLBW,100,Available (see Keepa data),,2,2.088,1.74,27.19,4.8,3,0.55,4.531666667,2.018,-2.018,12.56833333,548.8355167,12.108,55.4689224,0
5.03867E+12,7.61116E+12,B0DZD8DL6T,PRIMA PEELER & PARING KNIFE W WOOD HDL,"Victorinox Swiss Classic, Tomato and Vegetable Knife Set, 4-Piece, Sharp Blade, 8 and 10 cm, Serrated Edge, Stainless Steel, Red and Green",https://www.efghousewares.co.uk/prima-peeler-paring-knife-w-wood-hdl-112403,https://www.amazon.co.uk/dp/B0DZD8DL6T,100,,,1,1.44,1.2,24,3.6,2.1,0.55,4,1.49,-1.49,12.55,717.1428571,8.94,62.75,0
6.92346E+12,5.06023E+12,B001INKFV2,ADORN WOODEN TROUSER 2 HANGER,Hangerworld 3 Pack of Wooden Trouser Hangers - Multifunctional 4 Tier Clothes Storage Organiser with Non Slip Bars,https://www.efghousewares.co.uk/adorn-wooden-trouser-2-hanger,https://www.amazon.co.uk/dp/B001INKFV2,100,Available (see Keepa data),,1,1.008,0.84,25.95,3.89,3.9,0.55,4.325,1.836,-1.836,12.445,895.323741,11.016,57.54913295,0
5.03385E+12,,B0FDW1BSV3,ART SET HEXAGONAL 52PCE,"HIFORNY 76 PCS Drawing Set Sketching Kit,Sketch Pencils Art Supplies with Graphite,Charcoal,Blending Tools & Accessories,Portable Zippered Travel Case for Artists & Beginners",https://www.efghousewares.co.uk/art-set-hexagonal-52pce,https://www.amazon.co.uk/dp/B0FDW1BSV3,600,Available (see Keepa data),,1,4.032,3.36,27.99,4.2,2.77,0.55,4.665,2.176,-2.176,12.445,318.286445,13.056,53.35476956,0
5.05668E+12,5.06087E+12,B08XY79K7Z,PUREBREED KNOTS COLLAGEN SMALL PACK OF 5,"Pura Collagen Powdered Supplement Glow+, 10,000mg Hydrolysed Peptides, Hyaluronic Acid, Vitamins & Minerals, 28 Servings, 284 g",https://www.efghousewares.co.uk/purebreed-knots-collagen-small-pack-of-5-118434,https://www.amazon.co.uk/dp/B08XY79K7Z,400,Available (see Keepa data),Available (see Keepa data),13,1.476,1.23,25.99,4.35,3.09,0.55,4.331666667,1.844,-1.844,12.43833333,698.7827715,11.064,57.42978068,0
5.01085E+12,6.04565E+11,B07XJ68DCP,RAVENHEAD MYSTIQUE BRANDY GLASSES 48CL PK2,"Igluu Meal Prep Glass Containers with Air Vent Lids (5 Pack+Extra Lid) – Airtight & BPA-Free – Oven, Microwave, Freezer and Dishwasher Safe – 840ml – Durable Borosilicate Glass",https://www.efghousewares.co.uk/ravenhead-mystique-brandy-glasses-48cl-pk2-117926,https://www.amazon.co.uk/dp/B07XJ68DCP,200,Available (see Keepa data),,1,4.452,3.71,31.95,4.79,5.15,0.55,5.325,2.84,-2.84,12.425,291.6666667,17.04,46.66666667,0
5.03867E+12,5.06044E+12,B012BQL0FO,PRIMA CUTLERY SET 16PC,"Exzact Cutlery Set Forged Stainless Steel 16pcs - 4 x Forks, 4 x Table Knives, 4 x Table Spoons, 4 x Teaspoons Flatware/Silverware/Home - Service for 4",https://www.efghousewares.co.uk/prima-cutlery-set-16pc,https://www.amazon.co.uk/dp/B012BQL0FO,100,Available (see Keepa data),,1,2.796,2.33,26.99,4.05,3.14,0.55,4.498333333,2.014,-2.014,12.42166667,431.3078704,12.084,55.22786217,0
