RowID,Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason,IsUnrelated
1659,NEEDS_VERIFICATION,40,151 DAMP & STAIN BLOCK 400ML,"JENOLITE Stain Blocker Paint | WHITE | 400ml | Damp Seal & Stain Blocking Spray Paint | Damp & Anti Mould Paint For Walls & Ceilings | Immediately Block Stains, Mould & Mildew",5053249281339,nan,B0897TT28M,2.484,9.99,2.04625,0,300,1:1,2.05,,"High Title Sim, Brand Mismatch?",False
1660,UNRELATED,15,CHRISTMAS BOOZE BAUBLES 4PC,"Crevice Cleaning Brushes, Scrub Brush Tool for Hard to Reach Tight Spaces, Home Essentials Cleaning Supplies for Shower, Bathroom, Kitchen, Toiletï¼ŒWindow",5056283856662,nan,B0F3HZZW2T,0.408,5.64,0.694999999999999,0,500,1:1,0.69,,Insufficient Evidence,True
1661,UNRELATED,15,DEKTON GLUE GUN 10W,"Everbuild Power Pro Heavy Duty Applicator Gun | Cartridge Caulks, Sealants, Adhesives - Professional Heavy Duty Applicator, Suitable for High Viscosity Products - 310ml - Black",5055441417509,5029347600945,B002SHDICK,3.96,14.98,3.00333333333333,0,300,1:1,3.0,,Insufficient Evidence,True
1662,UNRELATED,20,BANNER BRIGHT CONFETTI HAPPY BIRTHDAY ROSE GOLD 9FT,"Rose Gold Happy Birthday Banner, Bunting Birthday Decorations for Girls and Women with 12 Latex Balloons - Perfect for Birthday Parties",11179859900,768476154206,B0BQWCQ2WK,0.804,5.69,0.951666666666666,0,100,1:1,0.95,,Insufficient Evidence,True
1663,FILTERED_OUT,30,HARDBACK BOOK PASTEL  A5 RULED PK6,"feela A5 Notebooks Multipack, 3 Pack Ruled Lined Notepads A5 (120 GSM), Hardback Journal Notebook with 3 Black Gel Pens, 128 Pages/Pack, 21 x 13cm, Pastel Colours, Lavender, Light Blue, Light Green",5013922067971,782279659935,B0BGKDZ9KY,4.596,15.99,3.405,0,100,Bundle 21x,-88.52,Multipack (x21),Negative Adjusted Profit,False
1664,NEEDS_VERIFICATION,40,KIDS CREATE FOAM STICKERS,"180 Self-Adhesive Craft Foam Stickers - Kids Stickers, Assorted Shapes and Colours, Sticky Craft Supplies for Scrapbooking, Card Making, and DIY Projects",5012128528828,nan,B00HPD45WY,0.984,5.79,1.065,0,200,1:1,1.06,,"High Title Sim, Brand Mismatch?",False
1665,UNRELATED,20,MEMORIAL GRAVE FLOWER VASE WITH STAKE,Black Graveside Memorial Spiked Flower Vase - In Loving Memory,5050565833143,5017224926998,B093HHQ7HB,0.876,7.23,0.995,0,50,1:1,0.99,,Insufficient Evidence,True
1666,UNRELATED,15,PPS FOIL CONTAINER & LID SHALLOW NO.9 235x235x48MM 10 PIECES,"Large Aluminium Foil Trays Food Large Container with lids Oven BBQ Takeaway Roasting Freezing Storing (No 9) 9"" x 9"" x 2"" (20)",5030481931024,5065010529182,B0B4B7W99Q,2.424,11.92,1.99333333333333,0,200,1:1,1.99,,Insufficient Evidence,True
1667,NEEDS_VERIFICATION,50,MINKY CLOTH GRILL AND PAN SCOURER 2PK,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,5010353323669,5010353322822,B07QQBHTT4,0.912,6.75,1.015,0,700,1:1,1.01,Brand Match,"Good Brand Match, Verify Pack/Variant",False
1668,UNRELATED,15,KOOPMAN BUNDT FORM STEEL 22x10CM,"Grizzly Fluted Ring Cake Tin - Non-Stick Carbon Steel Pan - High Rim 22 cm (8.6 inch) â€“ Black, Round Mould",8720573491709,4251487701140,B07FM58K71,3.516,13.95,2.695,0,200,1:1,2.69,,Insufficient Evidence,True
1669,UNRELATED,15,BLACKSPUR CHIPBOARD SCREWS 125G 16MM,"130 Pcs Self Tapping Wood Screws, M3.5 Black Flat Cross Head, Assorted Sizes (16mm/20mm/25mm/30mm/40mm/50mm), Drywall, Furniture, Wood Screws",5017403136309,nan,B0D1Y6BL55,1.008,5.97,1.07499999999999,0,200,1:1,1.07,,Insufficient Evidence,True
1670,HIGHLY_LIKELY,75,"CORAL EASY COATER 4"" & FREE BRUSH",Coral 10501 Easy Coater Paint Kit with Headlock and Mini Roller Frame and Hybrid Brush 12 Piece Pack Set,5053521105001,nan,B07DHMR1L6,2.556,11.84,2.06666666666666,0,500,1:1,2.07,Brand Match,Strong Brand+Title Match,False
1671,UNRELATED,20,APOLLO CERAMIC PEELER,Vegetables Peeler Advanced Ceramic Peeler Plastic Handel-Sharp Rust Prevention -Set of 3,5026180028233,825687627308,B07RPBDRNM,0.936,6.99,1.025,0,100,1:1,1.02,,Insufficient Evidence,True
1672,NEEDS_VERIFICATION,40,Large Beef Dog Bone Toy,Bamboodles T-Bone Dog Chew Toy â€“ Large | Beef Flavour | Long Lasting Dog Chew for Large Dogs | Durable Chew toy to Support Chewing and Oral Health,5060226031252,5060805530022,B08PL3Q86P,2.616,11.45,2.10166666666666,0,500,1:1,2.1,,"High Title Sim, Brand Mismatch?",False
1673,UNRELATED,20,APOLLO UTENSIL HOLDER WHITE,"Premier Housewares Charm Utensil Jar, White",5026180043434,5018705793573,B01E7E7OYE,2.58,11.6,2.07666666666666,0,100,1:1,2.08,,Insufficient Evidence,True
1674,UNRELATED,20,"CHRISTMAS CRACKER 8 X 12.5"" PREMIUM GOLD FOLIAGE",Diamond 50 x 12'' Gold & Cream Stars Catering Christmas Crackers with Premium content + 50pcs of party photo booth props on sticks (C4481-2022),5015302170172,4897097960630,B0BCHSG3LN,9.204,29.9,6.30666666666666,0,100,1:1,6.31,,Insufficient Evidence,True
1675,UNRELATED,20,TONKITA FEATHER DUSTER MULTI,"Feather Duster Extendable 35-110cm Ostrich Feather Dusters For Cleaning, Long Duster For High Ceilings,Lamps, Cabinets, Furniture",8003653023602,nan,B0FFMLQR2Z,2.484,10.99,2.00833333333333,0,200,1:1,2.01,,Insufficient Evidence,True
1676,HIGHLY_LIKELY,75,AMTECH PICK-UP TOOL TELE MAG 5LB,Amtech S8006 3 LED telescopic torch and magnetic pick up tool,5032759010035,nan,B00HMDJD38,1.596,7.14,1.44,0,100,1:1,1.44,Brand Match,Strong Brand+Title Match,False
1677,UNRELATED,20,BEST DAD ARMREST ORGANISER,"Dad Birthday Gifts, Valet Tray Gifts for Dad Daddy Gifts from Daughter, Bedside Organiser Dad Gifts Birthday Presents for Dad Daddy Valentines Gifts Christmas Dad Gift Mens Gifts",5056283877940,nan,B0CWL2N3S1,3.96,12.99,2.94125,0,300,1:1,2.94,,Insufficient Evidence,True
1678,UNRELATED,15,XOXO HAIR SCRUNCHIE IRIDESCENT,"Hair Scrunchies, 8 Pack Shiny Metallic Scrunchies Elastic Hair Ties Colorful Mermaid Hair Bands Ponytail Holders Soft Hair Scrunchy Bobbles Hair Accessories for Women Girls, Gym Dance Party or Club",5050565566508,745302704996,B07NMLJY9B,1.008,5.27,1.06166666666666,0,500,1:1,1.06,,Insufficient Evidence,True
1679,UNRELATED,20,BEAU MERMAID 12PK HAIR TIES W/ STARFISH,"Hair Scrunchies, 8 Pack Shiny Metallic Scrunchies Elastic Hair Ties Colorful Mermaid Hair Bands Ponytail Holders Soft Hair Scrunchy Bobbles Hair Accessories for Women Girls, Gym Dance Party or Club",5050565849304,745302704996,B07NMLJY9B,1.008,5.27,1.06166666666666,0,500,1:1,1.06,,Insufficient Evidence,True
1680,NEEDS_VERIFICATION,40,"CHRISTMAS CRACKER 10 X 12"" SANTA AND FRIENDS","Aisszhao 6 Pack Christmas Party Crackers,Christmas Crackers with Santa's Friends Building Block Xmas Cracker,Luxury Xmas Family Cracker with Novelty Gifts Party Hats",5015302170288,nan,B0DDCFRKB4,4.632,15.99,3.365,0,500,1:1,3.37,,"High Title Sim, Brand Mismatch?",False
1681,UNRELATED,15,PAN AROMA LOTUS BLOSSOM TRIG/SPRAY 250ML,"Lime, Basil, & Mandarin Room Spray 100ml, Luxury Fragrance, Perfume Air Freshener, Spritzer Mist Spray, Odour Neutraliser, Room Fragrance, Room Fresheners For Home",5053249212616,5056706706826,B0C9JWS5YL,1.344,7.99,1.26833333333333,0,600,1:1,1.27,,Insufficient Evidence,True
1682,UNRELATED,20,HOBBY NICKEL STORAGE BOX WITH LID 3.5LTR,"3 Tier Stackable Craft Storage Box â€“ 30 Adjustable Compartments, Clear Plastic Organiser with Carry Handle â€“ Ideal for Beads, DIY, Tools & Art Supplies",8694064044289,nan,B08618XK4X,2.04,8.99,1.70791666666666,0,200,1:1,1.71,,Insufficient Evidence,True
1683,UNRELATED,15,PRIMA MESH 20CM STRAINER,"Walfos Fine Mesh Strainers, Premium Stainless Steel Colanders and Sifters, with Reinforced Frame and Sturdy Handle, Perfect for Sift, Strain, Drain and Rinse Vegetables, Pastas and Teaï¼ˆ20cm",5038673183770,nan,B09MFLYWNK,1.704,9.99,1.495,0,100,1:1,1.5,,Insufficient Evidence,True
1684,UNRELATED,15,DEKTON STRAIGHT JAW LOCKING PLIER,"Sharp-tec Combination Pliers 160mm, Multifunction for Wire Cutting/Crimping/Twisting/Pulling/Nails Removing, 6-inch Professional Wire Pliers for Home Repair & Plumbing",5055441440880,nan,B098744LN4,2.616,9.29,2.07166666666666,0,50,1:1,2.07,,Insufficient Evidence,True
1685,UNRELATED,20,WALL CLOCK SILVER 3 ASSORTED 305MM,"Lafocuse Version 3.0 Metal Day of The Week Wall Clock for Seniors 12 Inch, Silent Non Ticking Modern Silver Wall Clocks for Living Room Decor Bedroom Home, Ideal Retirement Gift for Men & Women",8719987477515,717351612881,B09SLNCSM5,5.904,18.99,4.145,0,50,1:1,4.14,,Insufficient Evidence,True
1686,FILTERED_OUT,30,PADDED ENVELOPES SIZE E 220MMX265MM PK10,100 Mail Lite E/2 Padded Envelope 220 x 260mm,5039306005698,5051146000251,B0017KKJLM,1.944,14.39,1.64166666666666,0,100,Bundle 220x,-424.09,Multipack (x220),Negative Adjusted Profit,False
1687,UNRELATED,20,POWERPLUS TABLE LAMP WHITE,"Aooshine Bedside Lamps, Dimmable Table Lamps with White Fabric Shade, Silver Base(Bulb Included)",5055203802864,nan,B0F6N15PRT,7.85999999999999,20.99,5.35791666666666,0,100,1:1,5.36,,Insufficient Evidence,True
1688,UNRELATED,20,SEALAPACK ROLLS WHEELIE BIN 6 SACKS,Haya Home 20 Heavy Duty Wheelie Bin Liners 240 Litre Large Refuse Sacks Wheelie Bin Bags For Garden Kitchen House Office Caterers Rubbish made from 100% Waste Recycled Material,5050375051324,5065003625051,B095HX68ZF,1.14,8.95,1.12833333333333,0,600,1:1,1.13,,Insufficient Evidence,True
1689,NEEDS_VERIFICATION,40,SIL CRAFT STICKERS FOAM,"180 Self-Adhesive Craft Foam Stickers - Kids Stickers, Assorted Shapes and Colours, Sticky Craft Supplies for Scrapbooking, Card Making, and DIY Projects",5024418260677,nan,B00HPD45WY,1.008,5.79,1.045,0,200,1:1,1.04,,"High Title Sim, Brand Mismatch?",False
1690,NEEDS_VERIFICATION,40,BRIGHT & HOMELY HANGERS METAL RUBBER COATED BLACK 4 PACK,KEPLIN 20 Pack Premium Rubber Coated Metal Hangers - Heavy Duty - Space Saving Organiser Clothes Hangers For Wardrobes Coat Rack Rails (Black),5050796009850,5060530400638,B07GC81HVV,0.78,7.99,0.898333333333334,0,800,1:1,0.9,,"High Title Sim, Brand Mismatch?",False
1691,UNRELATED,15,BERGER LIQUID GLOSS 750ml WHITE,"SEYMAC stock Case for iPad 9th/8th/7th Generation (10.2 Inch) 2021/2020/2019, Heavy Duty Shockproof with Screen Protector, 360Â° Rotating Stand/Hand Strap, Pencil Holder & Shoulder Strap, Black",5010131538209,nan,B082G91T8Q,7.31999999999999,21.59,4.97166666666666,0,50,1:1,4.97,,Low Text Similarity,True
1692,UNRELATED,15,GLEAMAX SCRUB BRUSH 13.5CM X 8.5CM X 6.6CM,"2 Pack Multifunctional Heavy Duty Scrub Brush | Comfortable to Hold and Use | Sturdy Cleaning Brush for Bathroom, Tiles, Floor, Sink, Shoe, Floor etc. [Colour May Vary]",5030481680182,5060985272873,B0FRZK55XM,0.876,6.98,0.956666666666667,0,100,1:1,0.96,,Insufficient Evidence,True
1693,UNRELATED,20,GLITTER SILVER OVAL BOWL SMALL,"4 Pcs Small Stainless Steel Sauce Dishes, Mini Dipping Bowls Dishes Condiment Sauce Cups, Seasoning Dishes Dip Bowls for Sushi Snacks Fruit Appetizer, Diameter 8cm, Depth 3cm (Silver)",5060068749346,nan,B0D3TMLCPY,1.572,7.99,1.38958333333333,0,100,1:1,1.39,,Insufficient Evidence,True
1694,UNRELATED,15,TOWER PRESTO OMELETTE WHITE PT27024WHT,"Aigostar 100W LED Work Light, 9000LM Job Site Light, Plug in Folding FloodLight with 13ft Wire & Switch, Portable Loft Construction Workman Lights 240V Mains Powered IP65 Waterproof",5056032968943,nan,B0D1V3KVPY,14.712,34.99,9.56458333333333,0,200,1:1,9.56,,Insufficient Evidence,True
1695,NEEDS_VERIFICATION,40,TALA STAINLESS STEEL ESPRESSO SPOONS SET OF 4,"Q&A 12 Pieces 4"" Stainless Steel Mini Coffee Spoons Demitasse Espresso Spoons",5012904060221,704888379288,B07G3G3R74,2.844,9.99,2.175,0,50,1:1,2.17,,"High Title Sim, Brand Mismatch?",False
1696,FILTERED_OUT,30,FIRST STEPS BABY BLANKET CREAM 70X70CM,"Genuine""First Steps"" Luxury Soft Fleece Baby Blanket in Cute Elephant Design 75 x 100cm for Babies from Newborn",5015302106874,nan,B00EXPGYOE,1.188,7.88,1.14666666666666,0,100,Bundle 75x,-86.77,Multipack (x75),Negative Adjusted Profit,False
1697,UNRELATED,20,DEKTON CUTTING DISC METAL 115MM,(10PK) 115mm Metal Cutting Discs - Stainless Steel Mild Steel Iron Ultra Thin Profile Slitting Discs Fast and Clean Cutting,5055441431215,nan,B00LX4J6KW,0.6,5.27,0.781666666666666,0,100,1:1,0.78,,Insufficient Evidence,True
1698,FILTERED_OUT,30,151 PAINT SPRAY 400ML METALLIC SILVER,3 x 400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick Metallic Silver,5053249219745,nan,B07CCLYFJ2,2.352,10.83,1.865,0,100,Bundle 3x,-2.84,Multipack (x3),Negative Adjusted Profit,False
1699,UNRELATED,15,JAUNTY PARTY CUPS CONFETTII PRINT 12 PACK,"60pcs Disposable Party Paper Cups,Holographic Multicolor Cup Disposable Party Drinking Coloured Paper Cups for DIY Holiday,Picnic,Weddings,Birthday Party Cup Table Decorations",5056175978687,nan,B0FCC57DLZ,1.008,7.49,1.03166666666666,0,50,Split Candidate,1.03,,Insufficient Evidence,True
1700,FILTERED_OUT,30,DOOR MAT COIR HOME SWEET HOME 40 X 60CM,"Coir Outdoor Door Mat | 60 X 40cm Coconut Coir Welcome Mat | Entrance Doormat with Non-Slip Rubber Backing for Trapping Dirt, Mud, & Moisture (Home Sweet Home, Pack of 1)",5017403154617,nan,B0FJ65M42D,3.288,11.49,2.43875,0,50,Bundle 60x,-191.55,Multipack (x60),Negative Adjusted Profit,False
1701,UNRELATED,15,TRAVEL MUG 400ML,"Tlater Coffee to go Mug, 380 ml, with Leak-Proof lid, Double-Walled, Stainless Steel, for Coffee and Tea (Black)",5050565756374,nan,B0B3W3T9WS,1.476,8.48,1.31666666666666,0,800,1:1,1.32,,Insufficient Evidence,True
1702,UNRELATED,20,SMART CHOICE PUPPY/SMALL DOG ROPE TOY 5PK,"XL Dog Rope Toys for Aggressive Chewers - Set of 2 Heavy Duty Indestructible Dog Rope Toy for Large Breed Puppy- 100% Cotton Strong, Sturdy Rope - Medium and Large Dogs for Chewing, Teeth, Tug of War",5052516213509,nan,B07VQ3QFWV,1.944,9.99,1.605,0,50,1:1,1.6,,Insufficient Evidence,True
1703,UNRELATED,20,HOBBYLIFE FOOD STORAGE BOX 2.2LTR,"Cetomo 2.2L*4 Food Storage Containers,Microwave, Freezer and Dishwasher Safe, Lunch Boxes,Refrigerator Organizer Bins with Lid",8694064014343,6925801117631,B0BNVGH279,0.936,8.62,0.983333333333332,0,50,1:1,0.98,,Insufficient Evidence,True
1704,UNRELATED,20,CHEF AID UTILITY LIGHTER,"Torch Jet Lighter, Butane Refillable Jet Flame, Windproof, Safe, Multi Utility for Candles, Fireplaces, Campfires, Grill (Without Butane)",5012904202027,5065023394982,B0FR3QPC7W,1.908,8.99,1.58166666666666,0,200,1:1,1.58,,Insufficient Evidence,True
1705,UNRELATED,20,DIFFUSERS WITH CRYSTAL 5 ASSORTED 100ML,"SALKING Essential Oil Diffuser, 100ml Small Aromatherapy Diffuser, Ultrasonic Diffusers with Auto Shut-Off Function, Cool Mist Humidifier with Warm White Lights, for Office Home (Dark)",5024418530442,6977567395037,B0FS6WS5HQ,4.26,15.19,3.02833333333333,0,200,1:1,3.03,,Insufficient Evidence,True
1706,VERIFIED,95,MASON CASH MIXING BOWL CREAM 29CM,"Mason Cash Colour Mix Cream Mixing Bowl | 4 Litre Capacity | 29cm Earthenware Bowl with Classic Pattern Design | Lightweight & Dishwasher Safe | Ideal for Baking, Pastry, Dough, Cakes & Cookies",5010853235530,5010853235530,B01IFIJ91Y,7.656,24.99,5.11499999999999,0,200,1:1,5.11,"Exact EAN Match, Brand Match",-,False
1707,FILTERED_OUT,30,PPS PLASTIC 2 TABLECLOTHS SILVER,"2P Silver Party Plastic Table Cloth,137x274cm Shiny Glitter Silvers Tablecloths Rectangular Diamond SilversParty Dining Table Cover Silver Tablecloths for Baby Shower,Wedding,Birthday Tablecloth DÃ©cor",50304811943149,nan,B0DJJWQGF5,0.852,6.49,0.927083333333333,0,200,Bundle 137x,-114.94,Multipack (x137),Negative Adjusted Profit,False
1708,UNRELATED,20,MARKSMAN SHELF BRACKET 2PC 12.5 X 15CM,"2 Pack Shelf Brackets 15cm, Heavy Duty Wall Brackets, 75kg Load Capacity, Black Floating Shelf Bracket",5038673685625,nan,B0DY7KYVXK,1.008,7.19,1.02166666666666,0,50,1:1,1.02,,Insufficient Evidence,True
1709,UNRELATED,20,DEKTON PLIERS LONG NOSE 6INCH,"Sharp-tec Long Nose Pliers 160mm with Soft Grip Handles, Heavy Duty Nose Side Cutting Pliers",5055441429533,nan,B08P5D5GH6,2.664,9.29,2.03166666666666,0,50,1:1,2.03,,Insufficient Evidence,True
1710,FILTERED_OUT,30,DOOR MAT COIR WELCOME HEART 40 X 60CM,"Coir Outdoor Door Mat | 60 X 40cm Coconut Coir Welcome Mat | Entrance Doormat with Non-Slip Rubber Backing for Trapping Dirt, Mud, & Moisture (Home, Pack of 1)",5017403154600,nan,B0FJ6698SB,3.288,11.45,2.41041666666666,0,100,Bundle 60x,-191.58,Multipack (x60),Negative Adjusted Profit,False
1711,UNRELATED,15,PENDEFORD DIAMOND JUMBO FRY PAN 26CM,"Tefal Comfort Max 26cm Stainless Steel Frying Pan, Durable Non-Stick Pan with Thermo-Spot Heat Indicator, Induction Compatible Base, Comfortable Grip Handle, G7260544",5015826006261,3168430325869,B09K82CDFB,10.212,29.03,6.63166666666666,0,300,1:1,6.63,,Insufficient Evidence,True
1712,UNRELATED,20,ECO WISE PAPER CUPS SINGLE WALL 80Z 50PCS,"FOOGO Green 100pcs 8oz Disposable Strong Single-Wall White Paper Coffee Cups, FSCÂ® Certified, Fully Compostable, Takeaway, Paper Cups for Hot Drinks, Parties, Eco-Friendly",5060743590256,5060737606161,B0CV2JVDHV,1.272,8.99,1.17166666666666,0,300,1:1,1.17,,Insufficient Evidence,True
1713,UNRELATED,20,AMTECH ROTARY CUTTER,"45mm Rotary Cutter with 5pcs Extra Blades, Ergonomic Handle Rolling Cutter with Safety Lock for Fabric, Leather, Crafting, Sewing, Quilting, Fabric Rotary Cutter Perfect for Left & Right Hand(Purple)",5032759044788,nan,B0C88W1R4G,2.592,9.99,1.95625,0,600,1:1,1.96,,Insufficient Evidence,True
1714,UNRELATED,20,DEKTON UTILTY 50PC BLADES,Heavy Duty Straight Blades,5055441438894,5060342586551,B00BEUS7YQ,3.288,11.99,2.37166666666666,0,100,1:1,2.37,,Insufficient Evidence,True
1715,NEEDS_VERIFICATION,40,POWERPLUS 3.5MM STEREO JACK TO STEREO JACK 1.5M,"TechRise Aux Cable 3.5mm to 3.5mm Audio Cable 1.5m, Aux Cord, Aux Lead for Car,Nylon Braided Stereo Jack for Headphones, iPod, iPhone, iPad,Soundbar, TV, PC, Speaker - Superior Sound TRS Cord(Black)",5055203803496,723800619790,B01MDOEIUD,0.672,4.99,0.798333333333334,0,500,1:1,0.8,,"High Title Sim, Brand Mismatch?",False
1716,HIGHLY_LIKELY,75,QUEST TURBO BLENDER 2 IN 1 32129,"Quest Food Processor, 6-in-1 Chopper, Blender, Grinder, 2 Litre Bowl, 3 Speeds + Pulse, Dishwasher Safe, 600W",5025301321291,nan,B0DQYT5F9Z,22.848,50.94,14.0825,0,200,1:1,14.08,Brand Match,Strong Brand+Title Match,False
1717,UNRELATED,20,TURBO JET AIR FRESHENER / SANITISER SPRAY FRESH LINEN 500ML,4 x Mix Bundle New Scents Sovereign Car Home Office Gym Turbojet Air Sanitiser Freshener Spray,5060471890352,7427269287653,B095KDP4MN,3.024,12.75,2.205,0,200,1:1,2.21,,Insufficient Evidence,True
1718,NEEDS_VERIFICATION,40,ADORN VACUUM FLASK 500ML,"Double Walled Vacuum Flask Thermo, 500ml Stainless Steel Insulated Water Bottle, Flask for Hot and Cold Drinks, Travel Coffee Mug, Sports Water Bottle, Drinks Cup (Black)",6923456816176,nan,B07RGT7D99,3.096,10.99,2.24458333333333,0,300,1:1,2.24,,"High Title Sim, Brand Mismatch?",False
1719,UNRELATED,20,SIL PAPER DOILIES 21.5 CM 60PK,"Sliverdew 90-Piece Paper Doilies - 3 Sizes, White Lace Round Paper Doilies for Buffet, Cake, Fried Food, Party, Wedding Tableware Decoration",5024418566847,nan,B0BL3PJS2B,1.008,5.98,0.993333333333333,0,700,1:1,0.99,,Insufficient Evidence,True
1720,UNRELATED,20,EXTRASTAR MOTION SENSOR LIGHT STRIPS BLUE,"Sensky Motion Sensor LED Strip Lights Rechargeable Motion Activated Light Strip Dimmable Strip Light for Cabinet, Wardrobe, Cupboard, Hallway, Stairs(2M, Warm White)",8432011580486,nan,B09G2KCTVJ,3.996,12.79,2.76958333333333,0,50,1:1,2.77,,Insufficient Evidence,True
1721,NEEDS_VERIFICATION,40,NT TOILET BLOCKS 6 PACK,"Power Bleach Toilet Blocks, Cistern Blocks, Bleach Toilet Tablets 2 X 6 Pack",5038673411668,5061049571949,B098P2ZYKS,1.008,6.89,0.991666666666666,0,100,Split Candidate,0.99,,"High Title Sim, Brand Mismatch?",False
1722,UNRELATED,15,RENTOKIL CLOTHES MOTH GLUE TRAP REFILLS 2PK,10-Pack Clothes Moth Monitoring Traps â€“ Refill for Room & Wardrobe Hanger Units â€“ For Detection of Tineola bisselliella,5012607007639,nan,B01N7Z3GZL,3.768,11.99,2.63166666666666,0,400,1:1,2.63,,Insufficient Evidence,True
1723,NEEDS_VERIFICATION,40,CHRISTMAS SANTA  MUG ASSORTED,"THE TWIDDLERS 4 Pack Christmas Mugs in Gift Box, 340ml Fine Porcelain Hot Chocolate Cups, Assorted Santa, Penguin & Reindeer Designs, Festive Tableware for Secret Santa & Christmas Eve Boxes",5010792542300,5060686328749,B08HZF6YLN,3.696,13.99,2.58833333333333,0,600,1:1,2.59,,"High Title Sim, Brand Mismatch?",False
1724,UNRELATED,20,THL FOOD STORAGE BOX 1.8 LTR,Sistema KLIP IT PLUS Food Storage Containers | 7.5 L Rectangle | Stackable & Airtight Fridge/Freezer Food Box with Lid | BPA-Free Plastic,8682655100650,nan,B08L6QYJ4F,2.22,9.2,1.70666666666666,0,700,1:1,1.71,,Insufficient Evidence,True
1725,NEEDS_VERIFICATION,40,METAL HOOKS PK2 SELF ADHESIVE,"pickpiff Self Adhesive Hooks for Hanging, Extra Sticky Metal Stainless Hooks for Coat Towel Key Hat, Wall Mounted Heavy Duty, Removable Hanger for Bathroom, Kitchen, Hall, Over Door, Silver, 4 Pack",5056170337441,nan,B0BLYNKSFZ,1.008,6.76,0.988333333333334,0,400,1:1,0.99,,"High Title Sim, Brand Mismatch?",False
1726,NEEDS_VERIFICATION,50,PAN AROMA POTPOURRI ASSORTED,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries Fluffy Towels Vanilla Coconut Lavender,5053249226552,5056291620842,B08GG7YYSQ,1.08,8.88,1.03,0,200,1:1,1.03,Brand Match,"Good Brand Match, Verify Pack/Variant",False
1727,NEEDS_VERIFICATION,50,PAN AROMA POTPOURRI ASSORTED 180G,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries Fluffy Towels Vanilla Coconut Lavender,5053249269016,5056291620842,B08GG7YYSQ,1.08,8.88,1.03,0,200,1:1,1.03,Brand Match,"Good Brand Match, Verify Pack/Variant",False
1728,FILTERED_OUT,30,ZERO IN REFILLABLE DEHUMIDIFIER FRAGRANCE FREE 500ML,"Clayr Airsip Moisture Absorbers for Home - 1000ml Refillable Dehumidifier with 2x 450g Refill Tabs - Eliminates Damp, Mould & Musty Smells - Non Electric Dehumidifier for Bathroom, Home, Window",5036200342621,nan,B0FXMNB6TR,2.616,9.99,1.93625,0,300,Bundle 2x,-0.68,Multipack (x2),Negative Adjusted Profit,False
1729,NEEDS_VERIFICATION,40,ROLSON CAR DETAILING 5PC BRUSH SET,"Xtremeauto Car Detailing Brushes Set - 5pc Professional Detailing Brushes, Ultra Soft Brush, Non Scratch For Cleaning Car Interior & Wheels, Delicate Valeting Interior Detail Brushes Alloy Wheels",5029594429412,nan,B0CR6QZJP2,2.616,9.99,1.93625,0,50,1:1,1.94,,"High Title Sim, Brand Mismatch?",False
1730,UNRELATED,20,KINGFISHER CLOTHES LINE PROP,"2.24 M Washing Line Pole Telescopic, Heavy Duty Stainless Steel Washing Line Prop, Clothes Props for Washing Line Outside, Home Garden Clothes Line Prop Laundry Support",5013478132635,nan,B0DJQC9YDM,2.556,10.99,1.89833333333333,0,50,1:1,1.9,,Insufficient Evidence,True
1731,FILTERED_OUT,30,PADDED ENVELOPES SIZE A 100MX165MM PK10,Mail-Lite 100 Mail Lite - C/0 - JL0 - Padded Envelopes 150 x 210mm 1 Boxes of 100 - White,5039306005650,5060330888957,B00B25LC8Q,1.056,11.39,1.01166666666666,0,100,Bundle 150x,-156.33,Multipack (x150),Negative Adjusted Profit,False
1732,HIGHLY_LIKELY,75,AMTECH VICE BABY,"Amtech D2600 150mm (6"") Woodworking vice",5032759001408,nan,B007L5V48Y,4.5,17.81,3.04166666666666,0,100,1:1,3.04,Brand Match,Strong Brand+Title Match,False
1733,UNRELATED,15,CAR DRINKING MUG 350ML 3 ASSORTED COLOURS,simpa Multi-Coloured Rainbow Stoneware Mugs â€“ Set of 6 Gradient Colour Coffee & Tea Cups â€“ 350ml,8719987407130,nan,B0FSLGG941,5.124,14.99,3.38791666666666,0,300,1:1,3.39,,Insufficient Evidence,True
1734,HIGHLY_LIKELY,75,TIDYZ 50 WHITE PEDAL BIN LINERS+HANDLE 15L,Tidyz 3 Packs Of 40 White Plastic Disposable Pedal Bin Liners - Fits 15L Bin - Extra Strong Tie Handle - 120 Bags In Total,5025364024801,8800202181567,B07F2JQ4B7,0.852,7.59,0.885,0,50,1:1,0.89,Brand Match,Strong Brand+Title Match,False
