SupplierTitle,AmazonTitle,EAN,ASIN,SupplierURL,AmazonURL,SupplierPrice_exVAT,SellingPrice_incVAT,NetProfit,ROI,sales_count,total_offer_count,fba_seller_count,fbm_seller_count,investment_tier,risk_level,action,reason,has_strong_brand,brand_detected,MatchMethod,Confidence
Mrs Smith Life Is A Journey Shopper Bag,Star Wars The Black Series,5.01E+12,B08C15NTSZ,https://www.poundwholesale.co.uk/mrs-smith-life-is-a-journey-shopper-bag-34cm-length-x-18cm-depth-x-60cm-height,https://www.amazon.co.uk/dp/B08C15NTSZ,0.71,96.98,63.93666667,50.74338624,50.0,13.0,,,TIER 2 - STRONG CONSIDER,MEDIUM-LOW,DETAILED ANALYSIS,"['ROI 50.7% ≥ 20.0%', 'NetProfit £63.94 ≥ £0.4', 'Sales 50.0 > 30']",True,star wars,EAN,high
