category,is_exact_ean,Pack_Verdict,Adjusted_Profit,NetProfit,ROI,Qty_Ratio,Sup_Qty,Amz_Qty,title_match,sales,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,manual_group,manual_pack_count_supplier,manual_pack_count_amazon,manual_size_tokens_supplier,manual_size_tokens_amazon,ip_risk
UNCERTAIN,False,1:1 Match,3.82333333333333,3.82333333333333,313.387978142076,1.0,1.0,1.0,0.27751196172248804,200,PPS FOIL FLAN 5 DISHES ROUND LARGE,20 Aluminium Foil Trays with Paper Lids â€“ Round Foil Flan Dishes â€“ Durable and Food Grade Tin Pie Cases â€“ Oven and Freezer Safe â€“ Baking Trays Containers - 9 inch-23cm,5030481930669,5060659231021,B08G1Y82GN,0.804,11.98,,,20.0,,"23cm,9inch",False
UNCERTAIN,False,1:1 Match,6.63166666666666,6.63166666666666,312.814465408804,1.0,1.0,1.0,0.2346368715083799,700,DEKTON GECKOSLIDE CARPET PROTECTORS,Winsome Clear Carpet Protector Film Self Adhesive Roll Temporary Protecting Water Resistant Floor Dust Sheet Cover | 60cm x 25m Roll (60 Micron),5055441460567,5060514901403,B06Y64P5YM,1.884,17.99,,,,,"25m,60cm",False
UNCERTAIN,False,1:1 Match,8.42833333333333,8.42833333333333,312.16049382716,1.0,1.0,1.0,0.24,100,TONKITA TOILET BRUSH & HOLDER MASTER,"Electric Citrus Juicer Rechargeable - Electric Juicer Machines with USB and Cleaning Brush Portable Compact Juicer for Orange, Lemon, Limes",8003653002409,-,B0D5QGWXR9,2.58,21.19,,,,,,False
UNCERTAIN,False,1:1 Match,4.445,4.445,310.83916083916,1.0,1.0,1.0,0.13402061855670103,50,OPAL ROUND CEREAL BOWl WHITE,"12V Power Supply, 12V 2A Power Adapter, for Yamaha Keyboard LED Strip Light CCTV Camera External Hard Drive BT Speaker GPS Webcam Router Scanner with 12Vdc Power Cord",6260573000812,-,B0CRQDLYTQ,1.056,12.99,,,,,,False
UNCERTAIN,False,BUNDLE (6x) - LOSS,-2.6216666666666697,6.31833333333333,309.722222222222,6.0,1.0,6.0,0.20952380952380953,50,CARINE PASTA PLATE BLACK,"HOMQUEN Pasta Bowls Set of 6, 37oz Salad Bowls Black Soup Bowls, Large Pasta Serving Bowls, Unbreakable Plastic Dinner Bowls, Dinnerware Sets,Valentines Day Gift, Dishwasher Safe (Black)",26102895207,-,B0FP2RK8GK,1.788,16.99,,,6.0,,,False
MODERATE_CONFIDENCE,False,1:1 Match,12.0895833333333,12.0895833333333,309.196504688831,1.0,1.0,1.0,0.3779527559055118,200,APOLLO CHROME TOILET BRUSH & HOLDER,BGL 304 Stainless Steel Toilet Brush Long Bucket Stand Round Toilet Brush with Holder Chrome,5026180025133,-,B07TDNYMCH,4.032,25.99,,,,,,False
UNCERTAIN,False,1:1 Match,6.67833333333333,6.67833333333333,307.757296466973,1.0,1.0,1.0,0.20754716981132076,100,FESTIVE MAGICSNOW WINDOW DECORATION,"Dirt Bike Gifts, Motocross 3D Night Light for Kids for Xmas Holiday Birthday Gifts for KidsMotorcycle Fan with Remote Control 16 Colors Changing + 4 Changing Mode + Dim Function",4894158092507,727380548068,B085CCNXXB,1.944,16.99,,,,,,False
MODERATE_CONFIDENCE,False,BUNDLE (16x) - LOSS,-12.494999999999997,4.605,307.0,16.0,1.0,16.0,0.3114754098360656,50,PREMIER COLOUR YOUR OWN CHRISTMAS CHRACTER 15CM,"Tenare 16 Pack Colour Your Own Christmas Cards Xmas Colouring Greeting Cards Santa Snowman Xmas Tree Elk Card Making Kits for Children DIY Merry Christmas Cards with 16 Envelopes for Kids, 4 Styles",-,-,B0CBC32HQK,1.14,12.99,,,16.0,15cm,,False
UNCERTAIN,False,1:1 Match,26.9116666666666,26.9116666666666,306.511009870918,1.0,1.0,1.0,0.22950819672131148,200,MOP HEAD PLASTIC OPTIMA NO14 PK10,"Hamilton Beach Pro Smart Waffle Maker, Non-Stick, 7 Browning Levels, 5 Programmes, Family Size, Digital Display, Overflow Protection - HB5403T, Silver",5011251280368,5060916370364,B0CLH8FTC9,9.876,59.99,,,,,,False
UNCERTAIN,False,1:1 Match,14.1220833333333,14.1220833333333,304.355244252873,1.0,1.0,1.0,0.16740088105726872,50,EVERREADY T8 6FT 70W TUBE LIGHT,"Bright Source 6ft (1763mm) 28w LED T8 Tube, 2520lm, 3000K Warm White, Replacement for 70w T8 Fluorescent, Starter Included - Direct Mains or for use with Switch Start Fitting with Magnetic Ballast",5050028016120,-,B0C8TXW6J8,4.90799999999999,29.89,,,,"6ft,70w","1763mm,28w,6ft,70w",False
UNCERTAIN,False,BUNDLE (6x) - LOSS,-0.6383333333333407,4.04166666666666,303.884711779448,6.0,1.0,6.0,0.20095693779904306,200,OPAL ROUND SOUP PLATE WHITE,"Best House | 6 Pcs Opalware Dinner Plates Round | 10""/25.5 cm | Set of 6 Pcs | White | Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",6260573000614,-,B0DR2XPS27,0.936,14.99,,,6.0,,25.5cm,False
MODERATE_CONFIDENCE,False,1:1 Match,3.88833333333333,3.88833333333333,303.776041666666,1.0,1.0,1.0,0.35135135135135137,200,JCB LED BULB WARM WHITE CANDLE BC 6W/40W,"10 X JCB 6w = 40w LED Opal Candles - 3000k - Warm White (6w = 40w, Small Bayonet Cap (SBC) [Energy Class A+]",5050028108436,5055905295872,B07G3673W4,0.876,11.29,,,10.0,"40w,6w","40w,6w",False
MODERATE_CONFIDENCE,False,1:1 Match,3.88833333333333,3.88833333333333,303.776041666666,1.0,1.0,1.0,0.37583892617449666,200,JCB LED BULB WARM WHITE CANDLE SBC 6W/40W,"10 X JCB 6w = 40w LED Opal Candles - 3000k - Warm White (6w = 40w, Small Bayonet Cap (SBC) [Energy Class A+]",5050028108450,5055905295872,B07G3673W4,0.876,11.29,,,10.0,"40w,6w","40w,6w",False
UNCERTAIN,False,BUNDLE (5x) - LOSS,-1.2976666666666699,6.71833333333333,302.627627627627,5.0,20.0,100.0,0.27586206896551724,200,PPS HEAVY DUTY TUMBLER 10OZ 20 PIECES,"Tebery 100 Pack Gold Plastic Cups Tumblers, 10oz Clear Reusable Wedding Cups Elegant Party Cup with Gold Rim",5030481960222,-,B08DCZC33V,2.004,19.99,,20.0,100.0,,,False
UNCERTAIN,False,1:1 Match,7.39499999999999,7.39499999999999,301.836734693877,1.0,1.0,1.0,0.16216216216216217,900,ASHLEY CERAMIC HUMIDIFIER,"Ceramic Essential Oil Diffuser For Home Electric 200ml Large Humidifier Cool Mist Aromatherapy Premium Ultrasonic 4 In 1, 9 LED Lights, 4 Timer Adjust Settings And Waterless Auto-Off Home Fragrance",5017403123224,-,B0D7BHB64L,2.28,18.99,,,,,"200ml,4in",False
UNCERTAIN,False,BUNDLE (7x) - LOSS,-10.097000000000099,10.1349999999999,301.636904761904,7.0,1.0,7.0,0.034782608695652174,600,DEKTON UTILITY KNIFE SET,"Nuovva Sharp Kitchen Knife Set â€“ 7Pcs Stainless Steel Blades with Wooden Style Handles â€“ 360Â° Rotating Acrylic Knives Block Set with Sharpener â€“ Chef, Bread, Utility, Scissors, Paring & Carving Tools",5055441458748,-,B0948Z8CMY,3.372,24.99,,,7.0,,,False
UNCERTAIN,False,BUNDLE (4x) - OK,1.2863333333333298,3.51833333333333,300.71225071225,4.0,1.0,4.0,0.27184466019417475,50,GLASS DRINKING JAR WITH STRAW,"Rink Drink Drinking Mason Jars with Lids and Reusable Straw - Pack of 4-620ml Glass Drinking Jar Mugs with Handles and Screw Top for Overnight Oats, Smoothies, Cocktails, Drinks",6923456800816,5055415199554,B01AY03ZRA,0.744,13.99,,,4.0,,620ml,False
UNCERTAIN,False,1:1 Match,7.03166666666666,7.03166666666666,300.498575498575,1.0,1.0,1.0,0.1724137931034483,100,GIFTMAKER WREATH STORAGE BAG 45X15CM,"SEYMAC stock Case for iPad (A16) 11th/10th Generation 11''/10.9'' 2025/2022, Full Body Shockproof Cover with Screen Protector, Foldable Stand & Shoulder Strap for iPad 11 inch A16/10.9 inch, Black",5012128597411,-,B0F8VHC6GY,2.148,17.99,,,,,"10.9inch,11inch",False
UNCERTAIN,False,1:1 Match,7.655,7.655,300.196078431372,1.0,1.0,1.0,0.15602836879432624,100,OVEN LOVE BAKING DISH OVAL WHITE 0.9L,Stapler Plier Stapler with 1000 Staples and Remover Set 20 Sheets Capacity Full Desktop Office Size Work,5018705740379,656664855519,B077R25DCR,2.4,18.99,,,,0.9l,,False
UNCERTAIN,False,1:1 Match,7.655,7.655,300.196078431372,1.0,1.0,1.0,0.1643835616438356,100,OVEN LOVE BAKING DISH OVAL LIME GREEN 0.9L,Stapler Plier Stapler with 1000 Staples and Remover Set 20 Sheets Capacity Full Desktop Office Size Work,5018705740300,656664855519,B077R25DCR,2.4,18.99,,,,0.9l,,False
UNCERTAIN,False,BUNDLE (4x) - OK,1.0203333333333298,4.72833333333333,299.261603375527,4.0,1.0,4.0,0.22660098522167488,100,PLASTIC CLEAR 4 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",615867837371,767461986853,B0F28RTFV4,1.236,13.99,,,4.0,,,False
UNCERTAIN,False,1:1 Match,8.78958333333333,8.78958333333333,296.945382882882,1.0,1.0,1.0,0.23529411764705882,50,EXTRASTAR 5W LED FLASLIGHT TORCH,"Luceco LED Tilting Torch Light with USB Power Bank, 2 Light Modes, Rechargeable, Black, IK05, 5W, 450lm, 6500K, LILT45T65",8432011550083,-,B07N4FSYHR,2.892,19.99,,,,5w,5w,False
UNCERTAIN,False,1:1 Match,4.99166666666666,4.99166666666666,295.364891518737,1.0,1.0,1.0,0.1368421052631579,50,LUMINARC HARENA SOUP PLATE 23CM BLACK,"Music Theory Key Concepts Wheel, Guitar, Piano, Accelerated Learning Tool, Understand Chords, Scales, Keys - FAST! No Music Reading Needed. New for 2025.",883314568684,733968644107,B0DTBVMRSS,1.36799999999999,11.99,,,,23cm,,False
UNCERTAIN,False,BUNDLE (3x) - OK,1.83366666666666,3.26166666666666,293.843843843843,3.125,48.0,150.0,0.2885572139303483,50,PPS PLASTIC CUTLERY ASST WHITE 48PCS,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950154,-,B0DPNM9J3L,0.672,10.79,,48.0,150.0,,,False
MODERATE_CONFIDENCE,False,SPLIT (1/2) - OK,3.627,3.285,293.303571428571,0.5,2.0,1.0,0.375,50,PPS SERVING PLATTER REUSABLE PLASTIC WHITE 35x21CM 2 PIECES,"MATANA 6 White Rectangular Serving Platters with Silver Rim, 30x23cm - Reusable Plastic Trays for Snack, Sandwich, Buffet Trays, Food Serving, Catering, Parties, Weddings, Birthdays",5030481984464,5060630696863,B0DFHLTLP2,0.683999999999999,9.99,,2.0,6.0,,,False
MODERATE_CONFIDENCE,False,BUNDLE (2x) - OK,2.6286666666666596,3.33666666666666,292.690058479532,2.0,1.0,2.0,0.37209302325581395,100,SECURPLUMB PS STOP ENDS 15MM,John Guest Speedfit 15mm Stop Ends - (Pack of 2X PSE4615W),5019923196283,5065022550105,B0FCXZNPQC,0.708,9.8,,,2.0,15mm,15mm,False
UNCERTAIN,False,BUNDLE (5x) - LOSS,-5.382999999999999,12.425,291.666666666666,5.0,1.0,5.0,0.1415929203539823,200,RAVENHEAD MYSTIQUE BRANDY GLASSES 48CL PK2,"Igluu Meal Prep Glass Containers with Air Vent Lids (5 Pack+Extra Lid) â€“ Airtight & BPA-Free â€“ Oven, Microwave, Freezer and Dishwasher Safe â€“ 840ml â€“ Durable Borosilicate Glass",5010853269108,604565355669,B07XJ68DCP,4.452,31.95,,,5.0,,840ml,False
UNCERTAIN,False,1:1 Match,10.3666666666666,10.3666666666666,290.382819794584,1.0,1.0,1.0,0.19138755980861244,100,SCOURER XL STAINLESS STEEL 40G PK10,"Cole & Mason 605 Salt and Pepper Mill Set, Precision+/Ceramic Mechanisms, Adjustable Salt and Pepper Grinders, Acrylic, 144mm, Cooking/Seasoning, Lifetime Mechanism Guarantee",5011251182440,5011268823138,B0C9MMVLW7,3.624,24.98,,,,40g,144mm,False
UNCERTAIN,False,BUNDLE (2x) - OK,3.0253333333333297,4.03333333333333,290.167865707434,2.0,1.0,2.0,0.21296296296296297,50,CERAMIC MUG PATTERN ASST DESIGN,Lesser & Pavey Reactive Glaze Mugs for Tea and Coffee | Large Ceramic Earthenware Mug 400ml for Kitchen | Premium Designs Reactive Glaze S2 Mugs 2 ASST Stoneware Mug Set of 2 - Elements,6923456795372,5010792725925,B0CNS21KRN,1.008,12.52,,,2.0,,400ml,False
UNCERTAIN,False,1:1 Match,15.4566666666666,15.4566666666666,289.993746091307,1.0,1.0,1.0,0.11475409836065574,100,PRICE & KENSINGTON 2 CUP TEAPOT JADE GREEN,English Pewter Company Stag Head Whisky Glass Tumbler with Pewter Base [STAG104],5010853210841,5060400676286,B00XA0196G,5.736,35.0,,2.0,,2cup,,False
UNCERTAIN,False,BUNDLE (11x) - LOSS,-25.4450000000001,10.1949999999999,289.630681818181,11.0,1.0,11.0,0.24242424242424243,600,BLUE CANYON UNIVERSAL HEIGHT ADUSTER 22-28MM CHROME,SKYLEO Desk Lamp - LED Desk Light - 5 Color Modes X 11 Brightness Levels - Adjustable Swing Arm - Timmer & Memory Function - 12W Study Lamp - Black,5056295706894,603134706802,B0D1DLY4H4,3.564,24.99,,,,28mm,12w,False
UNCERTAIN,False,BUNDLE (354x) - LOSS,-759.8976666666666,6.81833333333333,288.912429378531,354.0,1.0,354.0,0.07766990291262135,100,LIBERTY GLASS HIBALL PK3,"354pcs 25mm Wet Dry Sanding Discs Drums for Dremel Sanding Bits 60-10000 Grit Sandpaper Compatible with Dremel Rotary Tools, Micromesh Pads Polishing Kit for Resin Wood Jewelry Metal",8692952002366,-,B0FG26SCQ4,2.172,16.99,,,354.0,,25mm,False
UNCERTAIN,False,BUNDLE (5x) - LOSS,-2.61233333333334,7.85166666666666,287.606837606837,5.0,1.0,5.0,0.17777777777777778,200,MASON CASH SIDE PLATE 20CM CREAM,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",5010853236742,-,B0F9F4MHPV,2.616,23.27,,,5.0,20cm,3.5l,False
UNCERTAIN,False,BUNDLE (5x) - LOSS,-2.61233333333334,7.85166666666666,287.606837606837,5.0,1.0,5.0,0.1762114537444934,200,MASON CASH DINNER PLATE 26CM CREAM,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",5010853236735,-,B0F9F4MHPV,2.616,23.27,,,5.0,26cm,3.5l,False
UNCERTAIN,False,BUNDLE (26x) - LOSS,-28.841666666666672,4.75833333333333,284.930139720558,26.0,1.0,26.0,0.20125786163522014,100,DEKTON HOBBY KIT 7PC,"Aussel Gundam Model Tools Kit, Model Basic Tools Craft Set, Hobby Building Craft Set, for Basic Model Building Repairing and Fixing, 26 Pcs",5055441428031,732046997494,B07TT3CR46,1.344,13.99,,,26.0,,,False
UNCERTAIN,False,SPLIT (1/3) - OK,4.00905,3.44625,282.479508196721,0.3,20.0,6.0,0.26666666666666666,600,ADORN REUSABLE SHOT GLASSES COLORED 20 PACK,"Volila Heavy Base Shot Glasses - 25ml (6 Pack) Coloured Set for Alcohol, Vodka, Expresso, Tequila & Desserts - Durable & Reusable for Home, Bars & Party",6923456802063,-,B0CJ9LXBJD,0.804,9.99,,20.0,6.0,,25ml,False
UNCERTAIN,False,BUNDLE (3x) - OK,1.83825,3.44625,282.479508196721,3.0,1.0,3.0,0.11267605633802817,300,GIFTMAKER CARD GLASSES,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5012213505086,-,B0D7T8LTNV,0.804,9.99,,,3.0,,,False
UNCERTAIN,False,BUNDLE (6x) - LOSS,-0.5737500000000004,3.44625,282.479508196721,6.0,1.0,6.0,0.22564102564102564,300,PPS PLASTIC PINT 12 TUMBLERS,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",5030481960208,-,B00O2F0LT4,0.804,9.99,,,6.0,,568ml,False
UNCERTAIN,False,1:1 Match,10.4116666666666,10.4116666666666,282.158988256549,1.0,1.0,1.0,0.19889502762430938,100,EVERBUILD PLUMBERS PUTTY 750ML BEIGE,"Libraton PVC Pipe Cutter 63mm, Large PVC Cutter, Improved Blade for Heavy-Duty, Plastic Pipe Cutter for Cutting PVC Pipe, PEX Pipe, Plastic Pipes",5029347600655,630808009174,B093PRY4ZQ,3.768,23.99,,,,750ml,63mm,False
UNCERTAIN,False,1:1 Match,4.225,4.225,281.666666666666,1.0,1.0,1.0,0.17518248175182483,100,"KIYOTO CEREAL BOWL  6""","Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169938582,702103825879,B0D8WL7Z3L,1.14,12.99,,,,,,False
UNCERTAIN,False,1:1 Match,4.225,4.225,281.666666666666,1.0,1.0,1.0,0.08888888888888889,100,COPE COFFEE MUG 11CM,"Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169940158,702103825879,B0D8WL7Z3L,1.14,12.99,,,,11cm,,False
UNCERTAIN,False,1:1 Match,4.225,4.225,281.666666666666,1.0,1.0,1.0,0.16901408450704225,100,"KIYOTO CEREAL BOWL BLACK 6""","Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169938612,702103825879,B0D8WL7Z3L,1.14,12.99,,,,,,False
MODERATE_CONFIDENCE,False,BUNDLE (8x) - LOSS,-2.7019166666666705,3.68208333333333,281.075063613231,8.0,1.0,8.0,0.42857142857142855,50,SECURIT SHELF BRACKET GREY 12X10 INCH,Merriway BH05567 (8 Pcs) London Style Shelf Brackets 300 x 250mm (12 x 10 Inch) Grey - Pack of 8 Pieces,5019923770179,-,B01N25E7Z0,0.912,10.45,,,300.0,,"10inch,250mm",False
UNCERTAIN,False,1:1 Match,10.9883333333333,10.9883333333333,281.031543052003,1.0,1.0,1.0,0.15789473684210525,50,BRIGHT & HOMELY GARDEN HEDGE SHEARS,"Darlac Telescopic Hedge Shear - Extendable Handles Adjust to Exact Length Required - Super Lightweight Approx 1kg - Razor Sharp Blade Ideal for Hedge Trimming, Green Growth & Light Woody Growth",5050796010511,5038210010002,B0028YPW68,4.032,28.99,,,,,1kg,False
MODERATE_CONFIDENCE,False,1:1 Match,4.43208333333333,4.43208333333333,280.511603375527,1.0,1.0,1.0,0.3424657534246575,800,ADORN PATTERN MANICURE SET WITH CASE,ZIZZON Manicure Set 18 in 1 Professional Pedicure Set Nail scissors Grooming Kit with Leather Travel Case Pink,6923456822900,-,B085MQZCLY,1.236,11.89,,,,,18in,False
UNCERTAIN,False,BUNDLE (7x) - LOSS,-1.01633333333334,3.11166666666666,280.33033033033,7.142857142857143,14.0,100.0,0.2100456621004566,300,PPS 12OZ PLASTIC WHITE BOWL 14 PCS,"Pack of 100 White Plastic Bowls â€“ 12 OZ, Washable & Reusable â€“Microwaveable- Perfect for Parties, Dessert, and Picnic Tableware.Reliable,Stackable,Reuseable and Light Plastic Bowls.",5030481980749,196852249060,B0BLZH4CQ7,0.672,10.79,,14.0,100.0,,,False
UNCERTAIN,False,1:1 Match,4.14833333333333,4.14833333333333,278.411633109619,1.0,1.0,1.0,0.1574074074074074,200,SPONTEX HANDY TOUGH SCOURER,"6 Packs Case for 40mm Apple Watch SE 3rd Gen(2025)/SE 2nd Gen/SE 1st Gen/Series 6/5/4 with Tempered Glass Screen Protector,Protective Bumper and Slim Face Cover for iwatch 40 mm Accessories",5010071900975,-,B0DHY5WLM3,1.128,10.99,,,,,40mm,False
UNCERTAIN,False,1:1 Match,3.91833333333333,3.91833333333333,277.89598108747,1.0,1.0,1.0,0.14084507042253522,50,WINDOW SQUEEGE & SPRAY HANDLE,"FASTSNAIL Charging Dock for Nintendo Switch 2 Joypad (2025), Magnetic Controller Charger with 9 RGB Light Modes and LED Indicator, Charging and Storage Stand for NS2 Joypad Accessories",5060082725302,-,B0F2MXRRN5,1.032,12.19,,,,,,False
UNCERTAIN,False,BUNDLE (2x) - OK,2.85366666666666,3.86166666666666,277.817745803357,2.0,1.0,2.0,0.21052631578947367,100,EXPRESSO CUP 2OZ 50PCE,"ParaCity Espresso Cups Set of 2 with Wooden Ring, High Borosilicate Espresso Shot Glass, Clear Small Expresso Shots Cup, Espresso Accessories (Large)",6923456818538,-,B0CQYF7Q69,1.008,11.99,,50.0,2.0,,,False
MODERATE_CONFIDENCE,False,BUNDLE (3x) - OK,2.95316666666662,12.7691666666666,275.197557471264,3.0,1.0,3.0,0.30985915492957744,50,GARDEN PLANTER ZINC CLR ASSORTED,Set of 3 Vintage Long Oval Galvanized Metal Garden Trough Planters Windowsill Box Herb Pots Outdoor Plant Pots,8720573115599,-,B0BVVZQXZ7,4.90799999999999,27.98,,,3.0,,,False
UNCERTAIN,False,BUNDLE (8x) - LOSS,-7.46766666666667,5.88833333333333,275.155763239875,8.0,1.0,8.0,0.2304147465437788,50,"ISTANBUL DEEP DINNER PLATE 10""","Wrova Unbreakable Plastic Plates 10 Inch Set of 8 Unbreakable Dinner Plate for Kitchen, Deep Dinner Plates - Dishwasher & Microwave Safe Plate, Reusable Lightweight Plates Sets(Vivid Mix)",8694169938117,-,B0DK1M1LW1,1.908,16.99,,,8.0,,10inch,False
UNCERTAIN,False,1:1 Match,16.135,16.135,274.872231686541,1.0,1.0,1.0,0.0966183574879227,100,DEKTON FOLD BACK KNIFE,"ENOKING Magnetic Knife Block Without Knives â€“ Double Sided Magnetic Knife Holder & Stand,Acacia Wood Knife Storage Rack for Cutlery â€“ Natural Wooden Knife Organiser,Quick-Fit Design",5055441437057,-,B0BXL6W7PN,6.384,39.99,,,,,,False
UNCERTAIN,False,1:1 Match,4.97125,4.97125,273.145604395604,1.0,1.0,1.0,0.15,100,SECURPLUMB SYPHON C LINK,"2025 New Drain Unblocker, Powerful Pipe Dredge Agent, Sink and Drain Cleaner, Meledmatte Toilet Cleaner, Unblocker Liquid Heavy Duty (1)",5019923199741,-,B0G2BM313V,1.524,12.99,,,,,,False
UNCERTAIN,False,1:1 Match,17.375,17.375,272.76295133438,1.0,1.0,1.0,0.16574585635359115,50,CHRISTMAS CRACKERS 10X14 INCH,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",5015934923887,-,B0CQP7TT72,6.984,39.99,,,,,8in,False
UNCERTAIN,False,BUNDLE (6x) - LOSS,-0.8537499999999998,3.40625,270.337301587301,6.0,1.0,6.0,0.23880597014925373,300,KINGFISHER PLASTIC 10 PINT GLASSES,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",5013478557995,-,B00O2F0LT4,0.852,9.99,,10.0,6.0,,568ml,False
MODERATE_CONFIDENCE,False,BUNDLE (36x) - LOSS,-312.9670833333334,23.0329166666666,269.390838206627,36.0,1.0,36.0,0.3838383838383838,50,AMTECH DRIVE METRIC SOCKET SET 1/4 INCH 35PC,Teng T1436 1/4-inch Socket Set Metric Drive (36 Pieces),5032759050246,-,B004ISRQPM,9.6,47.99,,,36.0,4inch,,False
EXACT_EAN_MATCH,True,BUNDLE (10x) - LOSS,-5.815000000000001,3.905,269.310344827586,10.0,1.0,10.0,0.19138755980861244,50,PHOODS FOIL TRAY ROASTER,"Superior Sandwich Platter Trays - Pack of 10 Catering Trays for Parties - Buffet Serving Tray with Spill Proof Lids - Catering Platters for Cakes, Parties & Events, Meal Prep Large Tray",5060357991357,5060357991357,B0DT71SSPT,1.08,14.97,VERIFIED_RECOMMENDED,,10.0,,,False
UNCERTAIN,False,1:1 Match,9.30833333333333,9.30833333333333,269.02697495183,1.0,1.0,1.0,0.16216216216216217,100,TYRE WAX & SHINE SPRAY 500ML,2 x Tutti Bambini Compatible Organic Crib Sheets â€“ Thickest & Softest GOTS Organic Cotton 200GSM Next To Me Crib Sheets - Fitted 51x85 / 50x80 / 52x83 for Maxi Cosi Iora Cozee Bedside Mattress,5019567607541,5061022311418,B0FGDHN75M,3.492,22.99,,,2.0,500ml,,False
UNCERTAIN,False,1:1 Match,3.715,3.715,267.266187050359,1.0,1.0,1.0,0.13186813186813187,500,MASON T-HANDLE BICYCLE PUMP,"Bicycle Pump â€“ Mini Bike Pump Portable â€“ Aluminum Alloy Cycle Pump For Presta & Schrader Valve, Super Fast Tyre Inflation â€“ For Road & Mountain Bikes",5060298504500,191171582904,B089NM5MX4,1.008,9.99,,,,,,False
MODERATE_CONFIDENCE,False,BUNDLE (2x) - OK,3.06258333333333,4.39458333333333,264.733935742971,2.0,1.0,2.0,0.4247787610619469,50,SECURPLUMB COMPRESSION ELBOW 10X10MM,Radiator Valve Reducer Elbow Compression 15mm x 10mm Push Fit Black x2 (Pair),5019923196337,-,B0CM3WKZ97,1.332,11.95,,,,,"10mm,15mm",False
UNCERTAIN,False,BUNDLE (12x) - LOSS,-7.4196666666666715,3.66833333333333,263.908872901678,12.0,1.0,12.0,0.08108108108108109,100,BETTINA SPONGE 3PC WIPES,"60x Omnitex Extra Thick Premium Bed Bath Wipes - Microwaveable | Extra Large, Rinse Free Body Cleansing for Elderly | With Aloe Vera & Vitamins | Cleanse & Protect | Paraben & Alcohol Free | 5x 12pk",5052578013413,5060645211464,B09ZYPJKHB,1.008,12.49,,,60.0,,,False
UNCERTAIN,False,1:1 Match,20.33125,20.33125,263.699740596627,1.0,1.0,1.0,0.14883720930232558,300,BARTOLINE BITUMEN PAINT 1 LTR,"Ideas Ice Dragon Building Setï¼ŒCompatible with Mainstream brands Adults Collectible MOC Dragon Model STEM Toy for GOT Fans Home Decor,Creative Gift for Kids Boys & Girls 8-16 (1019 PCS)",5010789487584,-,B0FRZGPCG5,8.592,42.99,,,,,,False
EXACT_EAN_MATCH,True,1:1 Match,8.00124999999999,8.00124999999999,263.199013157894,1.0,1.0,1.0,0.6865671641791045,50,EVERREADY T8 4FT 36W TUBE LIGHT,Eveready T8 Tube 4ft 36w White 3500k,5050028016069,5050028016069,B005XKFN0O,2.988,18.99,VERIFIED_RECOMMENDED,,,"36w,4ft","36w,4ft",False
UNCERTAIN,False,BUNDLE (24x) - LOSS,-35.02433333333334,5.27166666666666,262.271973466003,24.0,1.0,24.0,0.09937888198757763,100,BROOKSTONE AIR FRESH TINS,"Sopito Aluminum Tin Cans, 24pcs 60ml/2oz Metal Round Tins Small Tin Screw Lid Containers Empty Travel Jars for Candles, Salve, Cosmetics",5055305846919,-,B08YK6Z6QC,1.752,14.99,,,24.0,,60ml,False
