EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
8712916087472,0769293552763,B0CZ97V8D9,Shopkins Jumbo Eraser On       Blister Card                   (Assorted Designs),Osee GoStream Duet Live Streaming Switcher Multiple Camera SDI and HDMI Live Stream Video Mixer Switcher with SD Record and NDI HX Supported,https://angelwholesale.co.uk/Item/Assorted-Frozen-2-Jumbo-Eraser--E10046,https://www.amazon.co.uk/dp/B0CZ97V8D9,,Available (see Keepa data),,1.0,0.804,0.67,385.0,37.81,3.14,0.55,64.16666666666663,8.434000000000001,279.21333333333337,-8.434000000000001,278.66333333333336,22841.25683060109,50.604,86.8561038961039
75023797313102,4718487723607,B0DFWZCPZD,Blue Ribbed Sleepsuit (NB-3 Months),HTC Vive Focus Vision — Mixed Reality and PC VR Headset + Controllers — Consumer Edition,https://angelwholesale.co.uk/blanks/baby-clothing-blanks/sage-green-ribbed-sleepsuit-nb-3-months-/p1060162.html,https://www.amazon.co.uk/dp/B0DFWZCPZD,,,Available (see Keepa data),3.0,4.32,3.6,999.0,149.85,5.49,0.55,166.5,31.898000000000003,673.56,-31.898000000000003,673.01,16217.108433734938,191.388,80.84204204204204
5056721852119,0850050886365,B0D419BWHR,Essential Vintage Nude Garden Rose,"TOPDON Thermal Camera TC002C for IOS 15/16 with Type-C Port, 512x384 TISR Resolution, -20-550℃, 25Hz, Video Recording, Infrared Test Report for Electric, House Maintenance, Pest lnspection",https://angelwholesale.co.uk/craft/floristry/silk-flowers/roses/essential-nude-garden-rose/p1064456.html,https://www.amazon.co.uk/dp/B0D419BWHR,,Available (see Keepa data),,3.0,0.9600000000000001,0.8,289.99,37.7,3.0,0.55,48.33166666666665,8.41,200.15833333333336,-8.41,199.60833333333335,14785.802469135802,50.459999999999994,82.59939997930962
5056349265537,,B0FJ2N2JTV,Ivory Velvet Ribbon (10mm x 20m),Extendable Modern Wooden TV Stand Living Room Storage Furniture Adjustable Width 200-262cm Rich Walnut Finish Without Coffee Table,https://angelwholesale.co.uk/craft/ribbons-bows/velvet-ribbon/grey-velvet-ribbon-10mm-x-20m-/p1050262.html,https://www.amazon.co.uk/dp/B0FJ2N2JTV,,,Available (see Keepa data),1.0,3.348,2.79,598.9,68.63,42.04,0.55,99.81666666666666,22.802,385.6233333333333,-22.802,385.07333333333327,11529.141716566864,136.812,77.15611955251292
5050565479136,,B0BWRK2TQW,Decorative Duck,"VLAND Rear Lights for Mini Cooper F55 F56 F57 2014-2021 Union Jack Tail Lights Assembly with Dynamic Signal,None Fog Light, E-mark, One Pair (Smoked)",https://angelwholesale.co.uk/toys/baby-toys/rubber-ducks-pack-of-3-/p1057301.html,https://www.amazon.co.uk/dp/B0BWRK2TQW,,Available (see Keepa data),,2.0,1.14,0.95,219.99,22.5,6.02,0.55,36.66499999999999,6.004,153.85500000000002,-6.004,153.305,10220.333333333334,36.024,83.62471021410065
5056349265605,,B0FJDDBRTL,Sage Green Velvet Ribbon (10mm x 20m),"Modern Extendable TV Stand with Storage, Walnut Wood Entertainment Centre, Black Accent Panels, 3 Drawers (Black Walnut)",https://angelwholesale.co.uk/occasions/christmas/christmas-ribbons/forest-green-velvet-ribbon-10mm-x-20m-/p1050269.html,https://www.amazon.co.uk/dp/B0FJDDBRTL,,,Available (see Keepa data),1.0,3.348,2.79,473.86,56.15,42.04,0.55,78.97666666666663,20.306,293.90333333333336,-20.306,293.35333333333335,8783.03393213573,121.83599999999998,74.28860844975308
5022896873952,,B0F9FBNDVN,Assorted Jingle Bell Cat Teaser,OLEVS Men Skeleton Watch Automatic Designer Luxury Mechanical Wrist Watches Brown Leather Dress Casual Moon Phase Luminous Waterproof,https://angelwholesale.co.uk/Item/Cat-Collar-with-Bell--Diamante-Finish-pet0118,https://www.amazon.co.uk/dp/B0F9FBNDVN,,Available (see Keepa data),,1.0,0.66,0.55,138.0,20.7,3.09,0.55,23.0,4.978000000000001,90.66,-4.978000000000001,90.11,8191.818181818181,29.868,78.35652173913044
5056519265527,,B07SWB992S,Cream Gerbera Stem (72cm),WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),https://angelwholesale.co.uk/occasions/easter/artificial-flowers/orange-gerbera-stem-72cm-/p1057876.html,https://www.amazon.co.uk/dp/B07SWB992S,,,,,1.452,1.21,199.92,24.99,2.41,0.55,33.31999999999999,5.832,137.98999999999998,-5.832,137.43999999999997,7809.090909090908,34.992,82.49699879951979
5051211232549,,B0BW3NMSGY,Heart Shaped Candle in Gift Box,"VLAND Rear Lights for Golf 7 MK7 Golf 7.5 MK7.5 2013-2019 Tail Lights Assembly with Sequential Turn Signal, E-mark, One Pair (Red)",https://angelwholesale.co.uk/christmas/packaging-hamper-making-/christmas-gift-wrap-cards/christmas-gift-boxes/hat-boxes-/heart-shaped-gift-box-black-small/p1069655.html,https://www.amazon.co.uk/dp/B0BW3NMSGY,,Available (see Keepa data),Available (see Keepa data),2.0,2.9880000000000004,2.49,329.0,32.31,6.2,0.55,54.833333333333314,8.310000000000002,233.16666666666669,-8.310000000000002,232.61666666666667,7651.8640350877195,49.86000000000001,84.84498480243161
5056519267651,,B07SWB992S,Essential Dusky Pink Ranunculus Bush,WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),https://angelwholesale.co.uk/craft/floristry/silk-flowers/artificial-flowers-bouquets/essential-pink-ranunculus-bush-/p1058488.html,https://www.amazon.co.uk/dp/B07SWB992S,,,,,1.536,1.28,199.92,24.99,2.41,0.55,33.31999999999999,5.846,137.92,-5.846,137.36999999999998,7506.557377049178,35.076,82.4549819927971
