category,Pack_Analysis_Verdict,Adjusted_Profit,Adjusted_ROI,Qty_Ratio,Sup_Qty,Amz_Qty,sales_numeric,SupplierTitle,AmazonTitle,EAN,ASIN,NetProfit,ROI,SupplierPrice_incVAT,SellingPrice_incVAT
HIGH_CONFIDENCE,MATCH (1:1),15.883333333333336,199.03926482873854,1.0,1.0,1.0,0,Warner Bros Batman Backpack,"Wondapop Warner Bros Batman KaPow 13"" Deluxe Nylon Daypack",5017224972247,B0F3FXH148,15.883333333333336,220.6018518518519,7.98,40.48
UNCERTAIN,MATCH (1:1),15.866249999999996,1322.1874999999998,1.0,1.0,1.0,0,Ava May Oval Burner Bowl - Pearlised,"Flowers Bouquet Building Set, Rose Flower Botanical Collection Building Kit Toys Home Decoration Gifts for Valentine Day, Christmas, Birthday, Mother's Day, Toys for Girl Women Kids Aldult 6+",5056364104972,B0FDGQV357,15.866249999999996,1023.6290322580644,1.2,27.99
UNCERTAIN,MATCH (1:1),15.771666666666665,1398.1973995271867,1.0,1.0,1.0,0,Essential Lavender Wisteria,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",5056721852409,B0FPGF1M99,15.771666666666665,1058.5011185682326,1.128,29.99
UNCERTAIN,MATCH (1:1),15.741666666666664,89.66545150755675,1.0,1.0,1.0,0,10 Square Nested Santa Boxes,"Aigostar 2000W Electric Fan Heater, Energy Efficient Space Heater with Remote Control, 70° Oscillation, 4 Modes, 24H Timer, Overheat & Tip-Over Protection - Silent Ceramic Heater for Home/Bedroom",5056022158927,B0F7R9GN9X,15.741666666666664,103.7000439174352,17.556,53.99
UNCERTAIN,MATCH (1:1),15.638333333333332,1104.4020715630884,1.0,1.0,1.0,0,Jungle Party Bowls,Spear & Jackson 8290RS Razorsharp Advance Heavy Duty Telescopic Ratchet Anvil Lopper,5038451076485,B004N9BSQE,15.638333333333332,903.9499036608864,1.416,32.95
MODERATE_CONFIDENCE,MATCH (1:1),15.582916666666666,480.9542181069959,1.0,1.0,1.0,0,Monet Daffodil Yellow/White 58cm,Large Daffodil Field Yellow - Floral Flower Canvas Wall Art Picture 20x30 inches,5056519221165,B008R9PTZW,15.582916666666666,479.47435897435895,3.24,29.99
HIGH_CONFIDENCE,MATCH (1:1),15.560000000000002,576.2962962962963,1.0,1.0,1.0,0,Pink 100% Organic Cotton Unbranded Short Sleeve Bodysuit (6-12 Months),I Play Organic Cotton Short Sleeve Bodysuit Pink 6-12 Months,,B01D8TRZES,15.560000000000002,555.7142857142859,2.7,29.64
UNCERTAIN,MATCH (1:1),15.530000000000005,1991.0256410256416,1.0,1.0,1.0,0,Cream Shiny Knee-length Socks with spots  by Soft Touch,Safety First Aid Group HSE Compliance Supersize Kit,5023797402036,B08ZNP7HQ7,15.530000000000005,1294.1666666666667,0.78,29.1
UNCERTAIN,MATCH (1:1),15.51833333333333,480.7414291615034,1.0,1.0,1.0,0,Metallic Red Hat Box (14 x 13 cm),"Aigostar 100W LED Work Light, 9000LM Job Site Light, Plug in Folding FloodLight with 13ft Wire & Switch, Portable Loft Construction Workman Lights 240V Mains Powered IP65 Waterproof",5056519285372,B0D1V3KVPY,15.51833333333333,478.9609053497942,3.228,34.99
UNCERTAIN,MATCH (1:1),15.501666666666663,1067.6078971533516,1.0,1.0,1.0,0,Botanica Mango Calla Lily (60cm),"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",5056721842110,B0FPGF1M99,15.501666666666663,880.776515151515,1.452,29.99
UNCERTAIN,MATCH (1:1),15.48083333333333,2580.1388888888882,1.0,1.0,1.0,0,14 inch Moustache Shape Packaged with Straw  Balloon,Razor Replacement Shaver Head，Compatible for Philips，S5210 S5400 S5420 S5370 S5570 S5560 S5380 S5370 S5230 Shaving Cutter Spare Blade,681070199629,B0FNDTC3RK,15.48083333333333,1474.365079365079,0.6,26.74
UNCERTAIN,MATCH (1:1),15.371666666666666,955.9494195688223,1.0,1.0,1.0,0,Essential Green Viburnum Spray,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",5056721869124,B0FPGF1M99,15.371666666666666,813.3156966490299,1.608,29.99
UNCERTAIN,MATCH (1:1),15.278333333333332,203.71111111111108,1.0,1.0,1.0,0,Silver Pillar Candle,"PDF Director Pro – Comprehensive PDF Editor Software compatible with Windows 11, 10, 8 and 7 – Edit, Create, Scan and Convert PDFs – 100% Compatible with Adobe Acrobat",4031052033193,B0B3TJ9XK9,15.278333333333332,224.6813725490196,7.5,34.99
MODERATE_CONFIDENCE,MATCH (1:1),15.191249999999997,333.14144736842104,1.0,1.0,1.0,0,Babies Sleeper Sets - Owl & Rocket  by Baby Town,"ELEGANT BABY Sleepy Owl Grey Wicker Moses Basket with Full Bedding Set, Adjustable Hood, Fibre Mattress & Padded Liner",5056283878671,B01MZZOPUN,15.191249999999997,349.2241379310344,4.56,30.99
UNCERTAIN,MATCH (1:1),15.108333333333334,642.3611111111112,1.0,1.0,1.0,0,White Round Basket with Handle 30cm Dia,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5055579118545,B0FD9QXN2Q,15.108333333333334,601.9256308100931,2.352,31.27
MODERATE_CONFIDENCE,MATCH (1:1),15.092916666666673,154.89446496989606,1.0,1.0,1.0,0,Botanica Purple Wisteria Sinensis (144cm),Plant Theory 80-100cm Cane Wisteria sinensis Amethyst Chinese Wisteria Purple Flowering Vine Climbing Plant Grafted 3L Pot,5056721836287,B0BXY8S8B7,15.092916666666673,174.0820838139178,9.744,36.95
MODERATE_CONFIDENCE,MATCH (1:1),15.08,561.0119047619047,1.0,1.0,1.0,0,Essential Pink Apple Tree Blossom,Stoneglow Nature's Gift Collection - Apple & Pear Blossom 180ml Scented Reed Diffuser - Pink,5056519267538,B07NDJKHVN,15.08,540.5017921146954,2.688,31.5
MODERATE_CONFIDENCE,MATCH (1:1),15.08,561.0119047619047,1.0,1.0,1.0,0,Essential Pink Apple Tree Blossom,Stoneglow Nature's Gift Collection - Apple & Pear Blossom 180ml Scented Reed Diffuser - Pink,5056519267545,B07NDJKHVN,15.08,540.5017921146954,2.688,31.5
MODERATE_CONFIDENCE,MATCH (1:1),14.91833333333333,1268.565759637188,1.0,1.0,1.0,0,Mothers Day Printed Glass Coffee Cup (350ml) (Assorted Designs),Mother's Day Glass Coffee Mug Flower Teacup with Spoon Birthday for Women Friends Wedding (350ml Jasmine),5056283878312,B09PFWK37N,14.91833333333333,975.0544662309368,1.176,28.99
UNCERTAIN,MATCH (1:1),14.878333333333332,317.9131054131054,1.0,1.0,1.0,0,Wooden Christmas Trees,HomeZone Christmas Wooden Ladder Tree Hanging LED Lights - Rustic Space Saving Wall Tree Fairy Lights - Xmas Vintage Style Wall Mountable D.I.Y Scandinavian Shabby Chic Festive LED Decoration (123cm),5012866375944,B08L834B3G,14.878333333333332,334.3445692883895,4.68,34.99
UNCERTAIN,MATCH (1:1),14.776666666666667,1924.045138888889,1.0,1.0,1.0,0,Ribbed Glass Jar Candle (2 Assorted),AOTORR Mens Tracksuit Set Full Zip Hooded Jacket Jogging Tops Bottoms Sweatshirt Suit with Pockets,5022896818175,B09CD8RVSJ,14.776666666666667,1241.7366946778711,0.768,28.28
MODERATE_CONFIDENCE,MATCH (1:1),14.761666666666668,615.0694444444446,1.0,1.0,1.0,0,Cotton Twill Trainers with Organza  Lace and Glitter Bear applique by Soft Touch (Assorted Designs),LUCKY STEP Women Fashion Sparkle Rhinestone Sneakers White Leather Low Top Tennis Shoes Lace Up Casual Comfortable Walking Shoe,5023797209864,B0C4DS1R5R,14.761666666666668,578.8888888888889,2.4,29.99
UNCERTAIN,MATCH (1:1),14.751666666666663,627.1967120181405,1.0,1.0,1.0,0,Essential Cream Peony Bouquet,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",5056721838977,B0FPGF1M99,14.751666666666663,587.7158034528552,2.352,29.99
MODERATE_CONFIDENCE,MATCH (1:1),14.68958333333333,244.3377134619649,1.0,1.0,1.0,0,Merry Christmas with Holly Doormat (45x75cm),"Hairyworm Merry Christmas Doormat (45cm x 75cm) Small, Holly Entrance Door Mat, Coconut Core Fibre Heavy Duty Mat, Rug, Coir Wide Door Mat",5056814457979,B0FXBLMBPS,14.68958333333333,264.2011390887289,6.012,31.99
UNCERTAIN,MATCH (1:1),14.511666666666668,549.6843434343435,1.0,1.0,1.0,0,Essential White Weeping Cherry Blossom,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",5056519267781,B0FPGF1M99,14.511666666666668,527.6969696969697,2.64,29.99
UNCERTAIN,MATCH (1:1),14.401249999999996,3529.718137254901,1.0,1.0,1.0,0,Essential White Garden Rose,"Beautiful White Gift Rose - "" For Your Loved One at Peace"" - Gift Wrap Included | Modern Garden Hybrid Bush Rose - 3L Potted Floral Flowers",5056721851327,B0FB9NRZT7,14.401249999999996,1618.117977528089,0.408,24.99
UNCERTAIN,MATCH (1:1),14.396666666666668,316.5493990032249,1.0,1.0,1.0,0,Fresh Olive Bolsius Rustic Shine Pillar Candle (190 x 68mm),"LEGO NINJAGO Rontu the Master Dragon Toy - Posable Dragon Figure with Stud Shooters - incl. Lloyd, Sora & Wyldfyre Minifigures - Gift for 7+ Year Old Boys - 71842",8717847146656,B0DWDRWJ33,14.396666666666668,331.72043010752697,4.548,32.0
UNCERTAIN,MATCH (1:1),14.33166666666667,257.3934386973181,1.0,1.0,1.0,0,Soft Touch 2 Assorted  Dress With Satin Rose  Matching Organza Lace & Silver Trim In Sizes 3 To 9 Month,Cinda Baby Girls Ivory Lace Christening Party Dress Bonnet,5023797302527,B076VXDM7Y,14.33166666666667,276.14001284521527,5.568,32.99
MODERATE_CONFIDENCE,MATCH (1:1),14.317916666666669,195.9211366538953,1.0,1.0,1.0,0,Tintagel Vintage English Rose Bush Pink,Rose Bush - Traditional Pink Old English Scented Rose Bush in a 5 Litre Pot Ready to Plant,5055977389349,B095CC2G7R,14.317916666666669,215.63127510040167,7.308,32.99
EXACT_EAN_MATCH,MATCH (1:1),14.246666666666666,279.3464052287582,1.0,1.0,1.0,0,Football Trainer,"Soccer Bot Indoor Football Trainer, Football Gifts for Boys and Girls, One Size, Black",,B0CJG3CV9P,14.246666666666666,296.80555555555554,5.1,35.0
UNCERTAIN,MATCH (1:1),14.12083333333333,632.6538231780165,1.0,1.0,1.0,0,34 inch  Number Balloon - 9 - Magenta,Razor Replacement Shaver Head，Compatible for Philips，S5210 S5400 S5420 S5370 S5570 S5560 S5380 S5370 S5230 Shaving Cutter Spare Blade,681070198691,B0FNDTC3RK,14.12083333333333,585.9266943291838,2.232,26.74
MODERATE_CONFIDENCE,PROFITABLE BUNDLE (3.0x),14.11225,483.9591906721536,3.0,1.0,3.0,0,Festive Christmas Eve Box (Assorted Designs),Eurowrap Set of 3 Christmas Eve Delivery Toy Chests Gift Boxes - Elf Arrival Box - Santa and Friends Design - Christmas Eve Delivery Gift Box - 3 Assorted Sizes,5063435123886,B0DP5V8X38,16.05625,1180.6066176470588,0.972,27.99
UNCERTAIN,PROFITABLE SPLIT (1/10.0),14.064999999999998,2604.629629629629,0.1,10.0,1.0,0,Lilac Birdhouse Bloomy (Pack of 10),"Nester Pod - Perch Free Vertical Bird Box for Wild Birds Sparrow and Blue Tit Bird House, Bird Houses for Garden Made from 100% Recycled Materials for Strength and Durability – Tuscan Green",,B0F2GMK632,9.204999999999998,182.27722772277224,5.4,27.99
UNCERTAIN,PROFITABLE SPLIT (1/10.0),14.064999999999998,2604.629629629629,0.1,10.0,1.0,0,Lilac Birdhouse Bloomy (Pack of 10),"Nester Pod - Perch Free Vertical Bird Box for Wild Birds Sparrow and Blue Tit Bird House, Bird Houses for Garden Made from 100% Recycled Materials for Strength and Durability – Tuscan Green",,B0F2GMK632,9.204999999999998,182.27722772277224,5.4,27.99
UNCERTAIN,PROFITABLE SPLIT (1/10.0),14.064999999999998,2604.629629629629,0.1,10.0,1.0,0,Lilac Birdhouse Bloomy (Pack of 10),"Nester Pod - Perch Free Vertical Bird Box for Wild Birds Sparrow and Blue Tit Bird House, Bird Houses for Garden Made from 100% Recycled Materials for Strength and Durability – Tuscan Green",,B0F2GMK632,9.204999999999998,182.27722772277224,5.4,27.99
UNCERTAIN,MATCH (1:1),14.050833333333337,194.82575337400633,1.0,1.0,1.0,0,Mother of the Groom Mad Dots Heart,"Pristar Remote Control Car Hand Gesture Controlled Car, 1:14 RC Stunt Auto 360° Rotation 3 Control Methods 2.4 GHz Drift Glove Controlled Cars Gift Toy for Kids Boy Girls Age 5 6 7 8 9 10 11 12",819787305211,B0C7FJY9SL,14.050833333333337,214.18953252032523,7.212,32.5
MODERATE_CONFIDENCE,MATCH (1:1),14.01833333333333,621.3800236406619,1.0,1.0,1.0,0,Mothers Day Printed Glass Coffee Cup (350ml) (Assorted Designs),Mother's Day Glass Coffee Mug Flower Teacup with Spoon Birthday for Women Friends Wedding (350ml Jasmine),5056283860805,B09PFWK37N,14.01833333333333,576.8861454046639,2.256,28.99
EXACT_EAN_MATCH,MATCH (1:1),14.01375,1946.3541666666667,1.0,1.0,1.0,0,Pink & White Confetti In Display Box,"20 Boxes of White and Silver Bio Confetti, by White Candle Company",5055141690639,B008EM3JOA,14.01375,1218.5869565217392,0.72,24.81
UNCERTAIN,MATCH (1:1),14.011666666666668,432.45884773662556,1.0,1.0,1.0,0,Botanica Large Pink Calla Lily (82cm),"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",5056721842059,B0FPGF1M99,14.011666666666668,431.1282051282051,3.24,29.99
MODERATE_CONFIDENCE,MATCH (1:1),14.002916666666664,272.642458463136,1.0,1.0,1.0,0,Medium Round Basket with Liner,"Natural Finish Round Laundry Wicker Basket Cotton Liner with Lid Bathroom Storage (Brown, Medium)",5051211241565,B082MPZMZT,14.002916666666664,289.915458937198,5.136,29.99
UNCERTAIN,PROFITABLE SPLIT (1/3.0),13.991249999999996,932.7499999999997,0.3333333333333333,3.0,1.0,0,3 Piece Baby Gift Box Balloons,Ovation HT203 2200W Brushed Stainless Steel & Black Cordless Pyramid Kettle with 1.8L Capacity & Boil Dry Protection,5050750068169,B01M15L8T0,10.991249999999996,255.61046511627904,4.5,24.99
UNCERTAIN,MATCH (1:1),13.93125,229.43428853754946,1.0,1.0,1.0,0,Chapel Candle (22.5cm x 70mm),D2P Windscreen Wiper Motor Linkage Mechanism Replacement Front Compatible With 2007-2012 Renault Clio Mk3 Replaces 8200383752,4031052217432,B0BWMSKZTK,13.93125,248.3288770053476,6.071999999999999,30.99
MODERATE_CONFIDENCE,MATCH (1:1),13.831666666666663,452.0152505446622,1.0,1.0,1.0,0,Hooded Robe - White With Embroidery \'I love Mummy\' and \'I love Daddy\' 2 assorted designs,Azeeda 'I love my mummy' Adult Dressing Robe/Gown (RO045206),5023797307881,B0D479X3QR,13.831666666666663,446.1827956989247,3.06,29.99
MODERATE_CONFIDENCE,PROFITABLE BUNDLE (2.0x),13.802333333333335,196.27891543420557,2.0,1.0,2.0,0,Hortus Vienna Matt Black Ceramic Pot (15cm),Copenhagen Matt Black Ceramic Plant Pot Set of 2 - Ceramic Cement Planters for Indoor & Outdoors - Textured Effect - Large & Medium Plant Pots,5056721865614,B0B59BD1HX,17.318333333333335,497.6532567049809,3.516,37.99
UNCERTAIN,MATCH (1:1),13.786666666666669,261.11111111111114,1.0,1.0,1.0,0,Bolsius Soft Pearl Essential Pillar Candle (120mm x 58mm),"LEGO NINJAGO Rontu the Master Dragon Toy - Posable Dragon Figure with Stud Shooters - incl. Lloyd, Sora & Wyldfyre Minifigures - Gift for 7+ Year Old Boys - 71842",8717847189554,B0DWDRWJ33,13.786666666666669,278.51851851851853,5.28,32.0
UNCERTAIN,MATCH (1:1),13.772916666666664,4414.396367521366,1.0,1.0,1.0,0,Arundel Rose Bud Red,Carbeth Plants - Rose Bush 'Pride of England' in 3L Pot - Patriotic Red Rose for The Garden - Ready to Plant,5056721851402,B0D5B6F22J,13.772916666666664,1700.3600823045265,0.312,23.99
UNCERTAIN,MATCH (1:1),13.771249999999997,1183.0970790378005,1.0,1.0,1.0,0,Mothers Day Treat Tin (Assorted),"Luxury Danish Butter Cookies Assortment 140g, Christmas Biscuits Tin Gift Set – Brit Treat, Delight Gift | Festive Holiday Treats, Mothers & Father Days Gift, Biscuits Gift (15 TINS)",5056283861758,B0G4HYPTWY,13.771249999999997,906.003289473684,1.164,24.99
UNCERTAIN,MATCH (1:1),13.756666666666668,258.7785302232255,1.0,1.0,1.0,0,Bolsius Rustic Honeycomb Shine Pillar Candle (190mm x 68mm),"LEGO NINJAGO Rontu the Master Dragon Toy - Posable Dragon Figure with Stud Shooters - incl. Lloyd, Sora & Wyldfyre Minifigures - Gift for 7+ Year Old Boys - 71842",8717847149466,B0DWDRWJ33,13.756666666666668,276.2382864792504,5.316,32.0
UNCERTAIN,MATCH (1:1),13.731666666666666,508.58024691358014,1.0,1.0,1.0,0,3D Wood Puzzle,"ROKR 3D Puzzle Racing Car Wooden Model Kits for Adults Children, Mechanical Gear Models DIY Gifts for Men Women, Racing Car, LK505",5012866017936,B0DBZNM49R,13.731666666666666,490.4166666666667,2.7,28.79
UNCERTAIN,MATCH (1:1),13.730000000000002,1030.7807807807808,1.0,1.0,1.0,0,Santa Claus - Hot Water Bottle & Knitted Cover,"BENJEN Compressed Air Duster-150000RPM Electric Air Duster for Cleaning Keyboard & PC Infinitely Adjustable Speed Cordless Turbo Fan Turbo Dryer Blower for Car, Air Bed, Outdoors, Home.",5025572072533,B0DTF2ZC17,13.730000000000002,827.1084337349398,1.332,27.06
UNCERTAIN,MATCH (1:1),13.62833333333333,454.27777777777766,1.0,1.0,1.0,0,Diamante Flower Design Compact 6 Colours by Leonardo Collection (Assorted Designs),Crystal Sapphire Daisy Bouquet Gifts for Women Her Wife Birthday Anniversary Blue Floral Collectible Figurines Glass Flowers Ornaments for Room Decor Chritsmas,5010792404417,B0CKWRTLJH,13.62833333333333,446.8306010928961,3.0,28.99
MODERATE_CONFIDENCE,MATCH (1:1),13.62125,630.6134259259259,1.0,1.0,1.0,0,Meadow Flower Vase with Diamond Embossed Pattern & IridescentÂ Finish (18cm),DIAMANTE Bud Vase 'Butterfly' - Small Hand Etched Crystal Vase with Butterfly Wildlife Flowers Pattern - 18cm gift packed Mother's Day (7 inches tall),5056721840765,B0DJ1G3YBJ,13.62125,579.6276595744681,2.16,25.95
MODERATE_CONFIDENCE,MATCH (1:1),13.5,2083.333333333333,1.0,1.0,1.0,0,Wheel Barrow and Accessories Sand Set,"Delex Pull along Kids Wagon Wheelbarrow and Gardening, Beach and Tools Play Set With Water Pail and Spray Includes 10 Accessories and 4 Plant Pots",5025572149068,B08MZRBNRT,13.5,1238.532110091743,0.648,24.0
UNCERTAIN,MATCH (1:1),13.496666666666668,240.83987627884844,1.0,1.0,1.0,0,Suki - Small Caspian Turtle,"Safety First Aid Group Workplace First Aid Kit (Small 1-10 Persons) Economy HSE-Compliant with Inspection Tags, Wall Bracket, Extra Plasters",5053154154704,B09P58TDMW,13.496666666666668,258.5568326947638,5.604,32.0
UNCERTAIN,MATCH (1:1),13.485,192.0940170940171,1.0,1.0,1.0,0,Star Wars Darth Vader Swim     Mask,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5060251956087,B0FD9QXN2Q,13.485,210.70312500000003,7.02,33.99
HIGH_CONFIDENCE,PROFITABLE SPLIT (1/8.0),13.334999999999999,1139.7435897435898,0.125,8.0,1.0,0,Pack of 8 Jingle Bell Crackers (12 Inch),"RSW International 8 x 12"" Jingle Bells Christmas Crackers",5034566609594,B0937452HF,5.145,61.616766467065865,9.36,24.99
UNCERTAIN,MATCH (1:1),13.124999999999996,243.0555555555555,1.0,1.0,1.0,0,Glue Sticks Hot Melt,"Aigostar 100W LED Work Light, 9000LM Job Site Light, Plug in Folding FloodLight with 13ft Wire & Switch, Portable Loft Construction Workman Lights 240V Mains Powered IP65 Waterproof",5056519205042,B0D1V3KVPY,13.124999999999996,259.90099009900985,5.4,34.29
UNCERTAIN,MATCH (1:1),13.087083333333332,363.53009259259255,1.0,1.0,1.0,0,Wooden Snack Plate (25cm),"Joyzan Wooden Round Shape Food Divided Plate, Serving Platter Appetizer Tray Wooden Divided Plates for Adults and Kids Dessert Snack Dish Tableware Tray Reusable Breakfast Round Plates (30cm)",5015302171667,B0B453LWLS,13.087083333333332,368.650234741784,3.6,26.89
UNCERTAIN,MATCH (1:1),12.962916666666665,1009.5729491173415,1.0,1.0,1.0,0,Arundel Open Rose Blue,"Preserved Real Rose Gift Box with I Love You Necklace, Handmade Eternal Rose Flower Gifts for Mum Mother Women Wife Girlfriend Her on Mothers Day, Birthday, Anniversary, Valentines Day, Christmas",5055977318264,B09CV2GFW3,12.962916666666665,800.1800411522632,1.284,23.99
MODERATE_CONFIDENCE,MATCH (1:1),12.90125,426.62863756613757,1.0,1.0,1.0,0,Meadow Flower Vase with Diamond Embossed Pattern & IridescentÂ Finish (18cm),DIAMANTE Bud Vase 'Butterfly' - Small Hand Etched Crystal Vase with Butterfly Wildlife Flowers Pattern - 18cm gift packed Mother's Day (7 inches tall),5056721840741,B0DJ1G3YBJ,12.90125,420.2361563517916,3.024,25.95
UNCERTAIN,MATCH (1:1),12.842916666666666,899.3639122315592,1.0,1.0,1.0,0,Blue Harper Fluted & FlaredÂ Glass Vase (14cm),"Ribbed Vase for Flowers, Blue Glass Vases for Tulips, Modern Flower Vase, Fluted Glass Vases for Birthday, Wedding, Housewarming, Anniversary, Engagement, 18CM",5056721892139,B0DN6R6D56,12.842916666666666,738.0986590038314,1.428,23.99
UNCERTAIN,MATCH (1:1),12.842916666666666,899.3639122315592,1.0,1.0,1.0,0,Blue Harper Fluted & FlaredÂ Glass Vase (14cm),"Ribbed Vase for Flowers, Blue Glass Vases for Tulips, Modern Flower Vase, Fluted Glass Vases for Birthday, Wedding, Housewarming, Anniversary, Engagement, 18CM",5056721892108,B0DN6R6D56,12.842916666666666,738.0986590038314,1.428,23.99
UNCERTAIN,MATCH (1:1),12.801666666666666,3441.308243727598,1.0,1.0,1.0,0,\'Happy Birthday \' Birthday Card By Carson Higham,"Montessori Baby Push Walker Toy - Sit-to-Stand Learning Walker with Steering Wheel, Lights & Sounds Activity Centre for Toddlers, Early Educational Birthday Gift for Boys & Girls (Pink)",5060494891770,B0FCCT4X7X,12.801666666666666,1488.565891472868,0.372,29.99
UNCERTAIN,MATCH (1:1),12.767916666666665,313.862258275975,1.0,1.0,1.0,0,100% Cotton Hooded Robe in Dusty Pink,100% Egyptian Cotton Extra Absorbent Towel Men’s Long Dressing Gown Hooded And Shawl Collar Robe Belt Closure Two front Pockets Bathrobe with Free Cotton Head Wrap,5023797319198,B0BHC2Q5RG,12.767916666666665,324.05879864636205,4.0680000000000005,26.99
UNCERTAIN,PROFITABLE SPLIT (1/2.0),12.740583333333328,1454.4044901065442,0.5,2.0,1.0,0,Kids 2 Pack Christmas Cosy Sock (Assorted Designs),HWC Trading FR A4 Joe Gomez Liverpool Gifts Printed Signed Autograph Picture for Football Fans and Supporters - A4 Framed,5056188239409,B09KY528TZ,11.864583333333329,590.2777777777776,1.752,22.99
EXACT_EAN_MATCH,MATCH (1:1),12.727916666666664,88.90693396665733,1.0,1.0,1.0,0,Rectangle Display Basket (H23cm),APAC Large Rectangle Golden Wicker Lined Hamper Display Basket - L58 x W47 x H23cm,5055141686427,B07Y24F9CM,12.727916666666664,101.98651175213674,14.316,38.99
UNCERTAIN,MATCH (1:1),12.714999999999998,383.90700483091786,1.0,1.0,1.0,0,Green and Red Oval Wooden Drum Tray Planter with Snowflakes,"Robots Toy for 6 7 8 9 10 11 12+ Year Old Boy, 4 in 1 Technik RC Building Set Gifts for Boys Ages 6-12+ Building Set App & Remote Control Educational Toys",5056721862170,B0DBYC5MK4,12.714999999999998,384.1389728096677,3.312,27.99
UNCERTAIN,PROFITABLE SPLIT (1/3.0),12.697,995.062695924765,0.3333333333333333,3.0,1.0,0,"3 Pack Hats  (Clouds & Stars, Pink)",Pink Star-Studded Cowboy Hat - Felt Star Studded Cowgirl Hat - Adults Wild West Concert Fancy Dress Accessory,5023797308673,B0D5JL476B,10.145,271.2566844919786,3.828,24.99
UNCERTAIN,MATCH (1:1),12.60333333333333,300.93919134033735,1.0,1.0,1.0,0,Purple Velvet Velvet Ribbon (15mm x 20m),"Electric Heater 1500W, Energy Efficient Heaters for Home, Small Portable Heater Fan with Thermostat, 24H Timer, Tip-Over & Overheat Protection for Bedroom Office Indoor Use(black)",5056519238576,B0FLXRR4KD,12.60333333333333,311.96369636963686,4.188000000000001,29.74
UNCERTAIN,MATCH (1:1),12.591666666666669,262.9838485101643,1.0,1.0,1.0,0,Bamboo Christmas Tree Shaped Cheese Board with Knife,Xmas Tree Charcuterie Board with Fork & Knife - Cheese Board Gift Set - Tree Shaped Cutting Board Xmas Gift for Mom Daughter Friend Coworker - Xmas Gift for Wife - Holiday Charcuterie Board,5037241264033,B0DMKPHZWL,12.591666666666669,277.3494860499266,4.788,29.99
MODERATE_CONFIDENCE,PROFITABLE SPLIT (1/2.0),12.56858333333333,1108.3406819517927,0.5,2.0,1.0,0,Spicer Designs Foam Backed Posy Pad 5inch (2 pk),"2 x Florist Floral Foam Plastic Backed 12"" (12 Inch) Posy Pads Funeral Tribute Wet Foam Oasis Val Spicer",5036702021017,B07TV8W647,11.434583333333329,468.6304644808741,2.268,22.99
UNCERTAIN,MATCH (1:1),12.561666666666673,299.08730158730174,1.0,1.0,1.0,0,Cylinder Tank (H20cm),"Hot Water Cylinder Jacket Tank Lagging Insulation by Mangers for Immersion Heater or Boiler Systems (42"" x 18"")",5055141626904,B084NWNJQ1,12.561666666666673,310.16460905349805,4.2,32.99
UNCERTAIN,PROFITABLE SPLIT (1/6.0),12.524999999999999,2545.731707317073,0.16666666666666666,6.0,1.0,0,Christmas Character Cracker Kit (Pack of 6) (Assorted Designs),18K White/Yellow Gold Plated Sterling Silver Moissanite Stud Earrings D VVS1 Round Solitaire 4/6 Claws,5034566740914,B0DHZZVS7H,10.064999999999998,334.38538205980063,2.952,24.99
MODERATE_CONFIDENCE,MATCH (1:1),12.49625,8677.95138888889,1.0,1.0,1.0,0,Christmas Snap Bracelets with Print (6 Assorted Designs),HENBRANDT Christmas Snap Bracelets - Assorted Designs Silicone Slap Bands Party Favours Stocking Fillers Loot Bag Toys for Kids Boys Girls Ages 3+,5026619516980,B0DP3FMLX6,12.49625,1865.1119402985075,0.144,21.99
