SupplierTitle,AmazonTitle,ASIN,EAN_fixed,match_method,Tier,confidence_level,bought_in_past_month,amazon_sales_badge,NetProfit,ROI,SupplierPrice_exVAT,SellingPrice_incVAT,Bucket,Unit_Qty_Flag,Unit_Qty_Note,SupplierURL,AmazonURL,fba_seller_count,total_offer_count
DART BOARD 10INCH,"Ruthless Home Darts Centre With or Without LED Light Options | Home Dart Board Centre Including Cabinet, Dartboard and 2 Sets of Darts (USB)",B0CJCGJMP4,5063440000000,title,T2_TITLE_MATCH,medium,5000,,24.225,1459.337349,1.11,46.95,A,MATCH,,https://www.efghousewares.co.uk/dart-board-10inch-124961,https://www.amazon.co.uk/dp/B0CJCGJMP4,Available (see Keepa data),13
NORTHERN LIGHTS LAMP,"Christmas Lights Sensory Lights Gifts for Girls Women, 18 Colors Bedside Lamps Northern Lights Projector, Remote Timer Galaxy Light, Soothing-for-Sleep Mood Lighting, Galaxy Projector, Aurora Decor",B0D14XDDHC,5010790000000,title,T2_TITLE_MATCH,medium,8000,,7.581666667,80.2292769,8.9,29.99,A,MATCH,,https://www.efghousewares.co.uk/northern-lights-lamp-114696,https://www.amazon.co.uk/dp/B0D14XDDHC,Available (see Keepa data),1
FESTIVE MAGIC LED LIGHTS 100 MULTI,"Hand Operated Flying Toy Drone for Kids, 360° Hands Free Motion Sensors Mini Drone with Cool LED Lights, Easy Indoor Small UFO Toy Flying Ball Drone for 6 7 8 9 10+ Year Old Boys and Girls",B0D83GCC8H,4894160000000,EAN,T1_EAN_EXACT,high,5000,,7.588333333,151.1620186,4.47,22.99,A,MATCH,,https://www.efghousewares.co.uk/festive-magic-100-led-lights-multi-colour-105338,https://www.amazon.co.uk/dp/B0D83GCC8H,Available (see Keepa data),1
FINISH TABS ULIMATE PLUS DISHWASHER 45'S EACH,"Finish Dishwasher Tablet, Ultimate Plus Infinity Shine, 105 Detergent Tablets, Lemon Sparkle, Tough on Grease, For our Most Intensive Clean & Diamond Shine, Effective for Short Eco Cycle",B0CB4L3BLX,5999110000000,title,T2_TITLE_MATCH,medium,10000,,2.956666667,45.69809377,5.92,18.14,A,MATCH,,https://www.efghousewares.co.uk/finish-tabs-ulimate-plus-dishwasher-45-s-each-120413,https://www.amazon.co.uk/dp/B0CB4L3BLX,Available (see Keepa data),29
GEM AND CRYSTAL DIG KIT 3 IN 1,"Mega Gemstones Dig Kit - Dig Up 15 Real Gems and Crystals, Geology Educational Excavation Kit for Boys and Girls Ages 6+, Science Digging Set with Crystals, Rocks, and Stones",B0C9LM6QSD,5015930000000,title,T2_TITLE_MATCH,medium,4000,,6.721666667,275.4781421,1.89,17.99,A,MATCH,,https://www.efghousewares.co.uk/gem-and-crystal-dig-kit-3-in-1-124125,https://www.amazon.co.uk/dp/B0C9LM6QSD,Available (see Keepa data),2
RYSONS KITCHEN KNIFE SHARPENER,"Diamond Edge No.1 Knife Sharpener – Safe & Compact Manual Knife Sharpener for Any Knife - Knives Sharpener Suitable for Serrated & Outdoor Blades – Professional Quality, Black",B09LZ7CBDS,5056240000000,title,T2_TITLE_MATCH,medium,9000,,2.617,167.9717587,1.008,9.99,A,MATCH,,https://www.efghousewares.co.uk/rysons-kitchen-knife-sharpener,https://www.amazon.co.uk/dp/B09LZ7CBDS,Available (see Keepa data),1
PRO TEA SPOON 6PC STAINLESS STEEL,"nuoshen Guitar Coffee Teaspoons, 6pcs Stainless Steel Musical Coffee Gifts for Man Cute Tea Spoons Set Ice Cream/Dessert/Stirring/Sugar Spoon",B0825WPLF4,5055490000000,title,T2_TITLE_MATCH,medium,4000,,4.871666667,399.3169399,0.67,11.99,A,MATCH,,https://www.efghousewares.co.uk/pro-tea-spoon-6pc-s-s-1-9,https://www.amazon.co.uk/dp/B0825WPLF4,Available (see Keepa data),1
BLACKSPUR SIGNAL BLOCKING POUCH,"lanpard Faraday Pouch for car Keys,2 Pack Faraday Bag | Car Key Signal Blocking Pouch | Keyless Entry Car Keys Case | RFID Blocker Bag for Car Security | Anti-Theft Remote Entry Keyless Protect(M)",B07PP1X4MJ,5017400000000,title,T2_TITLE_MATCH,medium,10000,,1.875,84.45945946,1.67,7.59,A,MATCH,,https://www.efghousewares.co.uk/blackspur-signal-blocking-pouch-109420,https://www.amazon.co.uk/dp/B07PP1X4MJ,Available (see Keepa data),1
PRO COOK ULTIMATE CARBON STEEL WOK 28CM,"Jobin 13Inch/33cm Wok Non Stick with Lid Carbon Steel Wok and Large Capacity for Cook Asian Dishes for 4-6 People, Ideal for Induction, Gas, All Hobs",B0DP8CZ9ZC,5055490000000,title,T2_TITLE_MATCH,medium,1000,900,18.635,399.8927039,4.11,36.99,A,MATCH,,https://www.efghousewares.co.uk/pro-cook-ultimate-carbon-steel-wok-28cm-1-9,https://www.amazon.co.uk/dp/B0DP8CZ9ZC,Available (see Keepa data),7
KIDS CREATE PAINT WITH WATER,Coodoo Water Marbling Paint for Kids - Arts and Crafts for Girls & Boys Crafts Kits Ideal Gifts for Kids Age 6+ 8-12,B091TVHTD3,5012130000000,report_reconstruction,T2_TITLE_MATCH,high,5000,,3.529666667,251.7593913,0.852,11.27,A,MATCH,,https://www.efghousewares.co.uk/kids-create-paint-with-water-119255,https://www.amazon.co.uk/dp/B091TVHTD3,Available (see Keepa data),4
MILK FROTHER,"SIMPLETASTE Milk Frother, 4-in-1 Electric Milk Steamer, Automatic Warm and Cold Foam Maker and Milk Warmer for Latte, Cappuccinos, Macchiato(Dark Blue)",B0DQKR2PDC,8711300000000,title,T2_TITLE_MATCH,medium,1000,,17.52166667,927.0723104,1.34,32.99,A,MATCH,,https://www.efghousewares.co.uk/cappucino-maker-1-9,https://www.amazon.co.uk/dp/B0DQKR2PDC,Available (see Keepa data),1
PAN AROMA PLUG-IN REFILL FLORAL FRESH PACK OF 2,"Febreze 3Volution Plug-In Air Freshener Refill, Ruby Jasmine, 7 Refills (20ML x 7), Odour Fighter & Bathroom Freshener",B0BJ2Y2HXP,5053250000000,report_reconstruction,T2_TITLE_MATCH,high,2000,,8.746666667,657.6441103,0.78,19.34,A,MATCH,,https://www.efghousewares.co.uk/pan-aroma-plug-in-refill-floral-fresh-pack-of-2-119992,https://www.amazon.co.uk/dp/B0BJ2Y2HXP,,1
SMART CHOICE SQUEAKY CRINKLE CRISP PACKET DOG TOY 3 ASSTD,"SHARLOVY Dog Squeaky Toys 5 Pack, Pet Crinkle Toy No Stuffing Animals Plush, Dog Chew for Large and Medium, Doggie Teething for Boredom",B07QLT8WHG,5052520000000,title,T2_TITLE_MATCH,medium,2000,,8.638333333,457.0546737,1.34,19.99,A,MATCH,,https://www.efghousewares.co.uk/smart-choice-squeaky-crinkle-crisp-packet-dog-toy-3-asstd-116338,https://www.amazon.co.uk/dp/B07QLT8WHG,Available (see Keepa data),1
QUEST EXPRESSO COFFEE EXPRESSO MACHINE WITH MILK FROTHER,Quest 36569 Espresso Coffee Machine With Milk Frother / 1.2L Water Tank and Drip Tray/Steam Ready and Temperature Indicator/For Ground Coffee Beans / 15 Bars of Pressure,B0B3F548G7,5025300000000,title,T2_TITLE_MATCH,medium,500,500,33.62625,248.3474889,12.99,69.99,A,MATCH,,https://www.efghousewares.co.uk/quest-expresso-coffee-expresso-machine-with-milk-frother-121494,https://www.amazon.co.uk/dp/B0B3F548G7,,
NTI ELBOW SUPPORT,"FREETOO Tennis Elbow Support Strap for Men Women, Comfy Golfers Elbow Support with Removable Compression Pad for Tendonitis Relief, Adjustable Tennis Elbow Brace for Sports & Daily Work, Black",B0CHY43Z2L,5038670000000,report_reconstruction,T2_TITLE_MATCH,high,2000,,8.348333333,600.5995204,0.84,16.99,A,MATCH,,https://www.efghousewares.co.uk/nti-elbow-support-14-9,https://www.amazon.co.uk/dp/B0CHY43Z2L,Available (see Keepa data),1
EXTRASTAR PROFESSIONAL CLIPPER RECHAREABLE USB-C ROSE GOLD,"Hair Clippers Men Professional, Mens Clippers and Trimmers Set, USB Rechargeable Cordless Hair Clippers for Hair Cutting, Electric T-Blade Hair Trimmer for Men with Package Case (Gloden)",B0D45VM3V8,8435730000000,title,T2_TITLE_MATCH,medium,1000,,15.975,196.9790382,7.56,39.99,A,MATCH,,https://www.efghousewares.co.uk/extrastar-professional-clipper-rechareable-usb-c-rose-gold-118029,https://www.amazon.co.uk/dp/B0D45VM3V8,,2
NON SLIP GRIP 4PC,Gain The Edge Football Grip Socks 3.0-2pc and 4pc Set - Non Slip Football Socks - Updated Model,B0DQTXB6L5,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,2000,,7.920333333,508.3654258,1.008,16.99,A,MISMATCH_CHECK,"Amazon pack of 2, supplier single unit",https://www.efghousewares.co.uk/non-slip-grip-4pc,https://www.amazon.co.uk/dp/B0DQTXB6L5,Available (see Keepa data),1
GARDEN PRUNING SHEARS ASSORTED,"Premium Titanium Garden Secateurs - Professional Bypass Pruning Shears for Plants, Hedges, and Flowers",B0CFY5YY4Y,5024420000000,title,T2_TITLE_MATCH,medium,5000,,3.015,216.9064748,0.84,9.99,A,MATCH,,https://www.efghousewares.co.uk/garden-pruning-shears-assorted-120653,https://www.amazon.co.uk/dp/B0CFY5YY4Y,Available (see Keepa data),2
DUNLOP BICYCLE MINI PUMP,"Electric Bike Pump, 150Psi Portable Bicycle Tire Pump with Digital Pressure Gauge for E-Bike, Road and Mountain Bicycle Pump, Mini Bike Pump with Presta, Schrader, Dunlop Valve Accessories",B0CL5YG3TW,8711250000000,title,T2_TITLE_MATCH,medium,900,900,16.74166667,638.9949109,2.07,29.99,A,MATCH,,https://www.efghousewares.co.uk/dunlop-bicycle-mini-pump-110948,https://www.amazon.co.uk/dp/B0CL5YG3TW,Available (see Keepa data),1
AUTOMATIC SMD NIGHT LIGHT SET 1.5W SET OF 3,"2 Pack Plug in Night Light with Dusk to Dawn Photocell Sensor, 5 Adjustable Brightness Levels, ON/Off/AUTO Modes, 3000K Warm White LED Night Light for Baby, Hallways, Stairs, Bedrooms, Kitchens, 0.3W",B0DTHWQY7T,5017400000000,report_reconstruction,T2_TITLE_MATCH,high,6000,,2.495,150.3012048,1.11,9.99,A,MATCH,,https://www.efghousewares.co.uk/automatic-smd-night-light-set-1-5w-set-of-3,https://www.amazon.co.uk/dp/B0DTHWQY7T,Available (see Keepa data),3
PRIMA NON STICK WOK 30CM,"Kordisen Non Stick Induction Wok Pan, 30cm Deep Stir-Fry Pans with Lid, Stay Cool Handle, Compatible with All Stovetops, PFOA Free",B0C9CHBFZ8,5038670000000,title,T2_TITLE_MATCH,medium,1000,,14.41166667,271.4061519,4.76,35.99,A,MATCH,,https://www.efghousewares.co.uk/prima-non-stick-wok-30cm-112360,https://www.amazon.co.uk/dp/B0C9CHBFZ8,Available (see Keepa data),1
FROSTED CANDLE  LARGE,"Price's Candles Set of 3 Large Jar Candles - Frosted Fir, Holiday Spice, White Winter | Long-Lasting, Clean-Burning Scented Candles for Home | 450-Hour Burn Time Candle Bundle Gift for Women & Men",B0FGF62P8C,5050570000000,title,T2_TITLE_MATCH,medium,1000,,14.36833333,714.8424544,1.46,31.51,A,MISMATCH_CHECK,"Amazon pack of 3, supplier single unit",https://www.efghousewares.co.uk/frosted-candle-large-120062,https://www.amazon.co.uk/dp/B0FGF62P8C,,1
HIGHLANDS PAN SET 3PC WITH 14CM MILKPAN AND 24CM FRYING PAN,"Induction Hob Pots and Pans Set - 13pcs Nonstick Cooking Pans Set, Black Granite Cookware Set with Lid, Non Stick Saucepan Set, Frying Pan Set, PFAS PTFE PFOA PFOS Free",B0DRPNS6WL,5055040000000,report_reconstruction,T2_TITLE_MATCH,high,600,600,21.565,104.684466,20.05,72.99,A,MATCH,,https://www.efghousewares.co.uk/highlands-pan-set-3pc-with-14cm-milkpan-and-24cm-frying-pan-120874,https://www.amazon.co.uk/dp/B0DRPNS6WL,Available (see Keepa data),1
WORLD OF PETS CAT LITTER SCENTED 3LT,World's Best Cat Litter 28lb (12.7kg) Lavender Scented,B009S64OI6,5052520000000,title,T2_TITLE_MATCH,medium,800,800,16.13833333,566.2573099,2.3,39.19,A,MATCH,,https://www.efghousewares.co.uk/world-of-pets-cat-litter-scented-3lt,https://www.amazon.co.uk/dp/B009S64OI6,,4
MAGNETIC DRAWING BOARD,"SGILE Large Magnetic Drawing Board - Erasable Scribble Board Colorful Magna Doodles Writing Pad Learning toys for Kids Children Toddlers, 41.5×32.5 cm, Blue",B073F7VRBT,5033850000000,title,T2_TITLE_MATCH,medium,900,900,14.33958333,863.8303213,1.11,25.99,A,MATCH,,https://www.efghousewares.co.uk/magnetic-drawing-board-116834,https://www.amazon.co.uk/dp/B073F7VRBT,,
PRIMA AIRER 2 FOLD CLOTHES AIRER,"Airer Clothes Drying Rack,4-Tier Grey Foldable Clothes Hanger Adjustable Large Stainless Steel Garment Laundry Racks for Indoor Outdoor with Foldable Wings",B0CNM38DLW,5038670000000,title,T2_TITLE_MATCH,medium,2000,,6.418333333,130.4539295,4.37,22.99,A,MATCH,,https://www.efghousewares.co.uk/prima-airer-2-fold-clothes-airer,https://www.amazon.co.uk/dp/B0CNM38DLW,Available (see Keepa data),4
SOCKS LADIES COSY WITH GRIP,"Fluffy Slipper Socks Womens 5/6 Pairs, Non Slip Bed Warm Socks with Grips, Thick Winter Socks for Women and Girls, Cosy Soft Fuzzy Socks for Causal Home Sleeping",B0BJSZ3542,5020130000000,report_reconstruction,T2_TITLE_MATCH,high,2000,,6.360333333,408.2370561,1.008,13.99,A,MATCH,,https://www.efghousewares.co.uk/socks-ladies-cosy-with-grip,https://www.amazon.co.uk/dp/B0BJSZ3542,Available (see Keepa data),1
APOLLO MEAT THERMOMETER,"DOQAUS Digital Meat Thermometer, Instant Read Food Thermometer with Backlight LCD Screen, Foldable Long Probe & Auto On/Off, Perfect for Kitchen, BBQ, Water,Meat, Milk, Cooking Food (Black)",B07WKKS4HB,5026180000000,title,T2_TITLE_MATCH,medium,10000,,1.251666667,43.16091954,2.35,8.45,A,MATCH,,https://www.efghousewares.co.uk/apollo-meat-thermometer-2-12,https://www.amazon.co.uk/dp/B07WKKS4HB,Available (see Keepa data),2
SCRATCH ART BOOK UNICORN,"Skillmatics Scratch Art Book for Kids - Unicorns & Princesses, Craft Kits & Supplies, 30+ Scratch Stickers, Travel Toys, DIY Kit, Gifts for Girls & Boys Ages 3, 4, 5, 6, 7, 8",B0BZZCGRMT,5033600000000,report_reconstruction,T2_TITLE_MATCH,high,5000,,2.389,93.10210444,2.016,9.99,A,MATCH,,https://www.efghousewares.co.uk/scratch-art-book-unicorn-112176,https://www.amazon.co.uk/dp/B0BZZCGRMT,Available (see Keepa data),1
ADORN AIRTIGHT GLASS CONTAINERS 3PCE SET,"MCIRCO 24-Piece Glass Food Storage Containers with Snap Locking Lids, Glass Meal Prep Containers Set, Airtight Lunch Containers, Microwave, Oven,Freezer and Dishwasher Friendly",B07Z9Y1677,6923460000000,title,T2_TITLE_MATCH,medium,1000,,11.935,177.8688525,6.16,33.99,A,MATCH,,https://www.efghousewares.co.uk/adorn-airtight-glass-containers-3pce-set-115883,https://www.amazon.co.uk/dp/B07Z9Y1677,Available (see Keepa data),1
EVERBUILD SEALANT STRIPOUT TOOL,Everbuild Super Flow Sealant/Adhesive Cartridge Applicator Gun with Rotating Barrel – Soft Grip Handle – For Cartridges Up to 310 ml,B00IZMVQOO,5029350000000,title,T2_TITLE_MATCH,medium,400,400,28.78875,725.1574307,3.42,49.65,A,MATCH,,https://www.efghousewares.co.uk/everbuild-sealant-stripout-tool,https://www.amazon.co.uk/dp/B00IZMVQOO,,
PRIMA MEAT THERMOMETER,"DOQAUS Meat Thermometers, 3S Instant Read Food Thermometer, Accurate Meat Thermometer Probe With Backlight, Foldable Long Probe, Auto On/Off, Cooking Thermometers for Kitchen, BBQ, Water, Milk(Black)",B0D2H1HR4G,5038670000000,title,T2_TITLE_MATCH,medium,10000,,1.138333333,69.41056911,1.09,6.43,A,MATCH,,https://www.efghousewares.co.uk/prima-meat-thermometer,https://www.amazon.co.uk/dp/B0D2H1HR4G,Available (see Keepa data),3
APOLLO WOODEN UTENSIL SET ASSTD,"Wooden Utensil Set - 10 Pcs Teak Wooden Spoon Kitchen Utensils Set for Nonstick Pans & Cookware. Non-Scratch, Heat Resistant, Comfortable Grip. Includes Cooking Spatula",B0BBGQ2GLZ,5026180000000,title,T2_TITLE_MATCH,medium,400,400,27.94625,1258.84009,1.67,45.99,A,MATCH,,https://www.efghousewares.co.uk/apollo-wooden-utensil-set-asstd-12-12,https://www.amazon.co.uk/dp/B0BBGQ2GLZ,,
ASHLEY DIGITAL LUGGAGE SCALES 40KG,FREETOO Luggage Scale Portable Digital Weight Scale for Travel Suitcase Weigher with Tare Function 110 Lb/ 50Kg Capacity Red,B016DKZ6CW,5017400000000,title,T2_TITLE_MATCH,medium,7000,,1.585,58.05860806,2.18,9.99,A,MATCH,,https://www.efghousewares.co.uk/ashley-digital-luggage-scales-40kg-109389,https://www.amazon.co.uk/dp/B016DKZ6CW,Available (see Keepa data),1
RAPIDE DESKTOP TAPE DISPENSER,"Morgan's Direct - Heavy Duty Tape Dispenser with 3 Tape Rolls – Weighted Anti-Slip Desktop Tape Dispenser for Warehouse, Office & Home, Includes 3 x 40m Clear Tape",B094VVKS37,5055320000000,report_reconstruction,T2_TITLE_MATCH,high,4000,,2.731666667,153.4644195,1.23,11.45,A,MISMATCH_CHECK,"Amazon pack of 3, supplier single unit",https://www.efghousewares.co.uk/rapide-desktop-tape-dispenser-111617,https://www.amazon.co.uk/dp/B094VVKS37,,2
VIA LA MODA CHAMPAGNE FLUTE 240ML 4 PACK,Huski Champagne Flute | New | Award-Winning Design with Detachable Stem | Premium Stainless Steel Champagne Glass with Lid | Triple Insulated Tumbler | 240ml Capacity | Great Gift (Champagne),B0CS2J2NY8,6009710000000,title,T2_TITLE_MATCH,medium,1000,,10.77166667,235.1892285,4.03,26.99,A,MATCH,,https://www.efghousewares.co.uk/via-la-moda-champagne-flute-4-pack-240ml-120261,https://www.amazon.co.uk/dp/B0CS2J2NY8,Available (see Keepa data),1
DOCTOR PLAY SET,"Doctors Set for Kids Age 3+, Kids Medical Kit with Realistic Stethoscope, Wooden Doctor Playset, Costume, Pretend Play Educational Toy Gift",B0D17NZ6B6,5055570000000,title,T2_TITLE_MATCH,medium,700,700,15.31791667,1102.008393,0.84,26.99,A,MATCH,,https://www.efghousewares.co.uk/doctor-play-set,https://www.amazon.co.uk/dp/B0D17NZ6B6,,
ASHLEY RODENT MOUSE TRAP 2PCE,"Mouse Traps Mice Traps, 6 Pack Mouse Traps For Indoors That Kill Instantly, Rodent Trap, Mice Kill Mouse Control",B089XYF1HQ,5017400000000,report_reconstruction,T2_TITLE_MATCH,high,4000,,2.567,164.762516,1.008,9.99,A,MATCH,,https://www.efghousewares.co.uk/ashley-rodent-mouse-trap-2pce-109565,https://www.amazon.co.uk/dp/B089XYF1HQ,Available (see Keepa data),1
METALTEX ELECTRONIC MILK FROTHER,"Milk Frother Electric 4 in 1 - Automatic Milk Frothers and Milk Steamer 400ML,Warm and Cold Foam Maker for Coffee, Latte, Cappuccino, Macchiato, Hot Chocolate,Ideal for Home & Office Use",B0G2493WDV,8002520000000,title,T2_TITLE_MATCH,medium,600,600,16.835,516.4110429,2.71,33.99,A,MATCH,,https://www.efghousewares.co.uk/metaltex-electronic-milk-frother,https://www.amazon.co.uk/dp/B0G2493WDV,Available (see Keepa data),1
EXTRASTAR WALL MOUNT TV BRACKET 32-65 INCH MAX 45KG,"PERLESMITH TV Wall Bracket, Swivel Tilt Wall Mount for 26-70 Inch Flat & Curved TVs up to 45kg, Max. VESA 400x400mm",B07KF9TC3J,8432010000000,title,T2_TITLE_MATCH,medium,5000,,1.985,25.71243523,7.17,21.99,A,MATCH,,https://www.efghousewares.co.uk/extrastar-wall-mount-tv-bracket-32-65-inch-max-45kg-117965,https://www.amazon.co.uk/dp/B07KF9TC3J,Available (see Keepa data),9
THL TOILET BRUSH & HOLDER ASSORTED,"Toilet Brush, 2 Pack Bathroom Silicone Toilet Brushes and Holder Sets with No-Slip Long Plastic Handle and Soft Flexible Bristles, Toilet Brushes with holders and Base for Anti-drip (White)",B091KPM2KX,8697410000000,title,T2_TITLE_MATCH,medium,2000,,4.945,415.5462185,0.64,12.99,A,MATCH,,https://www.efghousewares.co.uk/thl-toilet-brush-holder,https://www.amazon.co.uk/dp/B091KPM2KX,Available (see Keepa data),2
SOCKS LADIES POPCORN SLIPPER 2PK,"Fluffy Slipper Socks Womens 5/6 Pairs, Non Slip Bed Warm Socks with Grips, Thick Winter Socks for Women and Girls, Cosy Soft Fuzzy Socks for Causal Home Sleeping",B0BJSZ3542,520133000000,report_reconstruction,T2_TITLE_MATCH,high,2000,,4.944333333,166.2519614,2.424,13.99,A,MATCH,,https://www.efghousewares.co.uk/socks-ladies-popcorn-slipper-2pk,https://www.amazon.co.uk/dp/B0BJSZ3542,Available (see Keepa data),1
CLIPPER LIGHTERS GAS LIGHTER AND BIRTHDAY CANDLES,"Aspect X3 Refillable BBQ Lighter – Adjustable Flame, Clipper Gas, Multi-Use for Kitchen, BBQ, Candles, Camping (Set of 4)",B08V22QNNM,8447220000000,report_reconstruction,T2_TITLE_MATCH,high,4000,,2.399916667,154.038297,1.008,8.99,A,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/clipper-lighters-gas-lighter-and-birthday-candles-122179,https://www.amazon.co.uk/dp/B08V22QNNM,,2
REFILLABLE MULTI USE GAS EACH,"Aspect X3 Refillable BBQ Lighter – Adjustable Flame, Clipper Gas, Multi-Use for Kitchen, BBQ, Candles, Camping (Set of 4)",B08V22QNNM,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,4000,,2.399916667,154.038297,1.008,8.99,A,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/refillable-multi-use-gas-each,https://www.amazon.co.uk/dp/B08V22QNNM,,2
SENSORY SAND SET,Klever Kits Magic Play Sand for Kids Construction Toys Sandbox with 18 Accessories and Glowing Stones Play Sand Toys for Boys Girls 3 4 5 6 7 8 Year Old Sensory Bin Learning Gifts,B0D92HW77V,5050840000000,title,T2_TITLE_MATCH,medium,700,700,13.61166667,363.9483066,3.19,29.99,A,MATCH,,https://www.efghousewares.co.uk/sensory-sand-set-111275,https://www.amazon.co.uk/dp/B0D92HW77V,Available (see Keepa data),1
COUNTRY CLUB DELUXE LAUNDRY HAMPER GREY,"LONBET 100L Laundry Basket with Lid and Sturdy Bamboo Frame - Aesthetic Laundry Hamper with Side Handles and Made from Breathable Fabric - Laundry Bin with Removable Bag, Clothes Basket Grey",B07WK89KGK,5023670000000,title,T2_TITLE_MATCH,medium,1000,,9.471666667,123.6510009,7.11,29.99,A,MATCH,,https://www.efghousewares.co.uk/countryclub-deluxe-laundry-hamper-grey-119928,https://www.amazon.co.uk/dp/B07WK89KGK,Available (see Keepa data),1
COUNTRY CLUB MEMORY FOAM NECK PILLOW,"Cervical Neck Pillow, Ergonomic Memory Foam Pillows for Neck Pain Relief with Breathable Pillowcase, Contour Neck Support Pillow for Side Back Stomach Sleepers, Odorless",B0FYDMWMKX,5023670000000,report_reconstruction,T2_TITLE_MATCH,high,700,700,13.51916667,241.8455575,5.04,30.38,A,MATCH,,https://www.efghousewares.co.uk/countryclub-memory-foam-neck-pillow-118829,https://www.amazon.co.uk/dp/B0FYDMWMKX,,
PRIDE & GROOM DOG SHAMPOO 4-IN-1 500ML,"BUGALUGS Baby Fresh Dog Shampoo grooming products for smelly dogs with baby powder scent, best puppy shampoo, Vegan pet shampoo professional (625ml)",B0CZ4H9GJV,5053250000000,report_reconstruction,T2_TITLE_MATCH,high,3000,,3.141666667,156.3018242,1.46,11.99,A,MATCH,,https://www.efghousewares.co.uk/pride-groom-4-in-1-dog-shampoo-500ml-121840,https://www.amazon.co.uk/dp/B0CZ4H9GJV,Available (see Keepa data),2
PRO COOK ULTIMATE CARBON STEEL WOK 34CM,"YOSUKATA Carbon Steel Woks and Stir Fry Pans 34 cm - Traditional Chinese Japanese Wok with Flat Bottom - Compatible with Induction, Electric, Ceramic, Gas cooktops, and Open Flame, BBQ, Grill",B084DQYNNM,5055490000000,title,T2_TITLE_MATCH,medium,300,300,31.28166667,538.410786,5.26,59.99,A,MATCH,,https://www.efghousewares.co.uk/pro-cook-ultimate-carbon-steel-wok-34cm,https://www.amazon.co.uk/dp/B084DQYNNM,Available (see Keepa data),1
TONKITA TOILET BRUSH,"Toilet Brush, 2 Pack Bathroom Silicone Toilet Brushes and Holder Sets with No-Slip Long Plastic Handle and Soft Flexible Bristles, Toilet Brushes with holders and Base for Anti-drip (White)",B091KPM2KX,8003650000000,title,T2_TITLE_MATCH,medium,2000,,4.665,317.3469388,0.92,12.99,A,MATCH,,https://www.efghousewares.co.uk/tonkita-toilet-brush,https://www.amazon.co.uk/dp/B091KPM2KX,Available (see Keepa data),2
MORTAR & PESTLE,"H&S Pestle and Mortar Set, Premium Solid Granite Stone Mortar and Pestle Large Black - 16cm (6.3"") Diameter - Pestle and Mortar Large",B01M2Y5TFQ,6914580000000,title,T2_TITLE_MATCH,medium,2000,,4.628333333,203.8913363,1.72,17.89,A,MATCH,,https://www.efghousewares.co.uk/mortar-pestle,https://www.amazon.co.uk/dp/B01M2Y5TFQ,Available (see Keepa data),2
DINOSAUR  MODELLING CLAY,"NATIONAL GEOGRAPHIC Clay Dinosaur Craft Kit – Dinosaur Arts & Crafts for Kids with 5 Colors of Air Dry Clay, 5 Dino Skeletons, Googly Eyes, Sculpting Tool, STEM Activity for Boys & Girls",B0DTX1445Y,5033850000000,title,T2_TITLE_MATCH,medium,2000,,4.578333333,117.3931624,3.35,16.99,A,MATCH,,https://www.efghousewares.co.uk/dinosaur-modelling-clay-116841,https://www.amazon.co.uk/dp/B0DTX1445Y,Available (see Keepa data),1
BRIGHT & HOMELY DUSTPAN & BRUSH SET BLACK,Long Handled Dustpan and Brush Set – Broom and Dustpan Set Reduce Bending Tall Lobby Dustpan and Sweeping Brush (Black & Grey),B0CGRPMRH3,5050800000000,title,T2_TITLE_MATCH,medium,3000,,3.05,242.0634921,0.71,11.04,A,MATCH,,https://www.efghousewares.co.uk/bright-homely-dustpan-brush-set-black-121579,https://www.amazon.co.uk/dp/B0CGRPMRH3,Available (see Keepa data),2
APOLLO STAINLESS STEEL GARLIC PRESS,"No Peeling Required Garlic Press Stainless Steel with Detachable Handle for Fine Mincing - Premium Garlic Mincer Tool, Rust-Proof, Easy to Clean, Dishwasher Safe Garlic Crusher with 5-Year Warranty",B08WHLDMNX,5026180000000,title,T2_TITLE_MATCH,medium,700,700,13.00125,567.7401747,1.74,24.99,A,MATCH,,https://www.efghousewares.co.uk/apollo-s-s-garlic-press-under-rework,https://www.amazon.co.uk/dp/B08WHLDMNX,,
BABY PIPKIN FLOATING BATH TOYS 4PCE,"DELEE Bath Toys 4Packs Animal Shaped Pop Tubes Baby Bath Toys with LED Lights Floating Swimming Water Toys,Perfect for Bath Time Fun,Travel,Pool Play,Idea Gift for 3 4 5 year olds Toddlers and Kids",B0DCFPQVWM,5055710000000,title,T2_TITLE_MATCH,medium,2000,,4.465,316.6666667,0.86,12.99,A,MATCH,,https://www.efghousewares.co.uk/baby-pipkin-4-floating-bath-toys,https://www.amazon.co.uk/dp/B0DCFPQVWM,Available (see Keepa data),1
