SupplierTitle,AmazonTitle,ASIN,EAN_fixed,match_method,Tier,confidence_level,bought_in_past_month,amazon_sales_badge,NetProfit,ROI,SupplierPrice_exVAT,SellingPrice_incVAT,Bucket,Unit_Qty_Flag,Unit_Qty_Note,SupplierURL,AmazonURL,fba_seller_count,total_offer_count
DUNLOP LED LIGHT SE SC 2PC,"Betopper 4x100W LED Satge Lights, Upgraded Amber+Cool White COB Blinder Light, High CRI/RA(>95) DMX512 Spotlight, 4 Eye Matrix Disco Lights for Wedding Party Photostudio Theater, 1S",B0DYJKPDK5,871125000000,EAN,T1_EAN_EXACT,high,,,134.2883333,5307.839262,1.98,199.99,B,MATCH,,https://www.efghousewares.co.uk/dunlop-led-light-se-sc-2pc-116130,https://www.amazon.co.uk/dp/B0DYJKPDK5,Available (see Keepa data),2
BRIGHT & HOMELY STAINLESS STEEL SCOURER 6 PIECES,OLEVS Men Automatic Watch Skeleton 5 Hands Mechanical Classic Luxury Multi Calendar Stainless Steel Waterproof Wrist Watch for Men,B0B5D4LCY8,5050800000000,EAN,T1_EAN_EXACT,high,,,90.11,8191.818182,0.55,138,B,MATCH,,https://www.efghousewares.co.uk/bright-homely-stainless-steel-scourer-6-pieces-121531,https://www.amazon.co.uk/dp/B0B5D4LCY8,Available (see Keepa data),1
CHURCHILL ALGRAVE BLUE SPENCER SIDE PLATE 20CM,Churchill Blue Willow Dinner Plates Salad Plates and Coupe Bowls 12 Piece Dinnerware Set 12 Piece Set,B07B2ZR55S,5011110000000,title,T2_TITLE_MATCH,medium,,,78.95291667,2175.011478,3.08,119.99,B,MISMATCH_CHECK,"Amazon pack of 12, supplier single unit",https://www.efghousewares.co.uk/algrave-blue-spencer-side-plate-20cm-114852,https://www.amazon.co.uk/dp/B07B2ZR55S,,
CHURCHILL WILLOW  PLATE 26CM,Churchill Blue Willow Dinner Plates Salad Plates and Coupe Bowls 12 Piece Dinnerware Set 12 Piece Set,B07B2ZR55S,5011110000000,title,T2_TITLE_MATCH,medium,,,70.63166667,1345.365079,4.7,119.99,B,MISMATCH_CHECK,"Amazon pack of 12, supplier single unit",https://www.efghousewares.co.uk/willow-plate-plate-26cm,https://www.amazon.co.uk/dp/B07B2ZR55S,Available (see Keepa data),2
PRIMA KNIFE SET 13PCE,"Sabatier 13pce Kitchen Knife Block Set - 5 Premium Knives, 6 Steak Knives, Scissors & Sharpening Steel, Beech Wood Block, Full Tang Chrome Molybdenum Vanadium Stainless Steel Blades, 25 Year Guarantee",B0DJC3S39V,5038670000000,title,T2_TITLE_MATCH,medium,,,70.24166667,1020.954457,6.33,119.99,B,MATCH,,https://www.efghousewares.co.uk/prima-knife-set-13pce,https://www.amazon.co.uk/dp/B0DJC3S39V,Available (see Keepa data),1
GARDEN PLANTER 3D FLOWERS OVAL 240X19,"2Pcs Raised Garden Bed 8x4x1 FT Galvanized Boxes Outdoor Planter Box Plant for Vegetables Flowers Herb (Oval, 8x4x1 FT/240x120x29 CM)",B0DT6Z45TT,8720570000000,title,T2_TITLE_MATCH,medium,,,64.63625,1709.953704,3.23,99.99,B,MATCH,,https://www.efghousewares.co.uk/garden-planter-3d-flowers-oval-240x19,https://www.amazon.co.uk/dp/B0DT6Z45TT,,
VINTAGE WALL CLOCK METAL RED 21.5CM,"DORBOKER Real Moving Gears Wall Clock Large Modern Metal Clocks for Living Room Decor,Industrial Steampunk Unique Vintage Decorative Clock for Home Farmhouse Office, 46cm/18 inch Red Copper Arabic",B0FPFPR35Y,5018710000000,title,T2_TITLE_MATCH,medium,,,64.40833333,1108.577166,5.26,109.99,B,MATCH,,https://www.efghousewares.co.uk/vintage-wall-clock-metal-red-21-5cm-118279,https://www.amazon.co.uk/dp/B0FPFPR35Y,Available (see Keepa data),1
LONDON FRAGRANCES FOR HIM BLACKBERRY & BAY 100ML EACH,Blackberry & Bay cologne 30ml,B007WCNA6K,5055170000000,report_reconstruction,T2_TITLE_MATCH,high,,,62.089,1152.784998,4.836,103.41,B,MATCH,,https://www.efghousewares.co.uk/london-fragrances-for-him-blackberry-bay-100ml-each-112695,https://www.amazon.co.uk/dp/B007WCNA6K,,5
TAYLORS EYE SYRACUSE SANTOKU KNIFE 18CM,"Taylor's Eye Witness Premier 9 Piece Kitchen Knife Wooden Block Set- Paring, All Purpose, Cook's, Santoku, Bread & 4 Steak Knives in Acacia Wood Holder. Full-Tang Triple Rivet. 15 Year Guarantee",B00CLS5F4A,5014770000000,title,T2_TITLE_MATCH,medium,,,56.13125,737.5985545,7.06,93.39,B,MISMATCH_CHECK,"Amazon pack of 9, supplier single unit",https://www.efghousewares.co.uk/taylors-eye-syracuse-santoku-knife-18cm,https://www.amazon.co.uk/dp/B00CLS5F4A,,
PRIMA 7PC KNIFE & CHOPPING BOARD SET,"Joseph Joseph Folio Icon, 8-Piece Colour coded Knife and Chopping Board Set, Slimline case for organised Kitchen Storage - Large, Multicolour",B0C9N3TB1K,5038670000000,title,T2_TITLE_MATCH,medium,,,55.83,1958.947368,2.3,93,B,MATCH,,https://www.efghousewares.co.uk/prima-7pc-knife-chopping-board-set-13080c,https://www.amazon.co.uk/dp/B0C9N3TB1K,,1
MIRROR WOOD 24x12,"Tanmicoshomy Dark Brown Wood Framed Arched Bathroom Mirror 24x36 Inch, Wooden Wall Mirror for Living Room, Bedroom or Entryway",B0FQ4PCQXN,,title,T2_TITLE_MATCH,medium,,,50.58166667,637.8520387,7.38,117.29,B,MATCH,,https://www.efghousewares.co.uk/mirror-wood-white-24x12-inch,https://www.amazon.co.uk/dp/B0FQ4PCQXN,,1
VFM  TRADE CONT MATT PAINT MAGNOLIA 10L,Dulux Trade Magnolia Matt Emulsion Paint 10L,B01N94QKZJ,5023610000000,title,T2_TITLE_MATCH,medium,,,49.46416667,510.9934573,9.13,86.9,B,MATCH,,https://www.efghousewares.co.uk/vfm-trade-cont-matt-paint-magnolia-10l,https://www.amazon.co.uk/dp/B01N94QKZJ,,2
MIRROR WOOD 36x12,"Tanmicoshomy Dark Brown Wood Framed Arched Bathroom Mirror 24x36 Inch, Wooden Wall Mirror for Living Room, Bedroom or Entryway",B0FQ4PCQXN,,title,T2_TITLE_MATCH,medium,,,48.50166667,484.5321345,9.46,117.29,B,MATCH,,https://www.efghousewares.co.uk/mirror-wood-white-36x12-inch,https://www.amazon.co.uk/dp/B0FQ4PCQXN,,1
HAMMERED FRYING PAN 11CM,"Titanium Hammered Pan Pro with Lid, 2025 New Upgrade Non Stick Titanium Pans for Cooking, Ultra-Durable, Scratch-Resistant, Even Heating Frying pans, Compatible With All Cooktops (11 inch)",B0FNL667LB,8720570000000,title,T2_TITLE_MATCH,medium,,,45.35166667,2816.873706,1.06,79.61,B,MATCH,,https://www.efghousewares.co.uk/hammered-frying-pan-11cm-110990,https://www.amazon.co.uk/dp/B0FNL667LB,,1
STEEL GRATIN DISH 6.5INCH,"Hestan OvenBond Provisions - Oval au Gratin Dishes Stainless Steel, Set of 2, (13 Ounce), Small (6.5"" x 5.5"")",B0F3KCNV9Y,742289000000,title,T2_TITLE_MATCH,medium,,,42.32,1646.692607,2.02,72.72,B,MISMATCH_CHECK,"Amazon pack of 2, supplier single unit",https://www.efghousewares.co.uk/steel-gratin-dish-6-5inch-d000-112557,https://www.amazon.co.uk/dp/B0F3KCNV9Y,,1
HOBBY WHIRLPOOL BIN NO:0 - 2LTR,sparefixd Suitable for Whirlpool Art Series Freezer Drawer Bin Container Upper or Middle fits List Belo,B0F8W4634F,8694060000000,title,T2_TITLE_MATCH,medium,,,41.04791667,2230.865036,1.29,63.95,B,MATCH,,https://www.efghousewares.co.uk/hobby-whirlpool-bin-no-0-2ltr-110575,https://www.amazon.co.uk/dp/B0F8W4634F,,1
SWIFT LUXURY TWIST PENS ASSORTED 3 PACK,"Osmond Bundle of 50 Twist Pens by WoodenTwist, Assorted 7mm Finish, Ideal for Gifting and Craft",B0FVF91QDZ,5060080000000,report_reconstruction,T2_TITLE_MATCH,high,,,38.78716667,2766.559677,0.852,60.14,B,MATCH,,https://www.efghousewares.co.uk/swift-luxury-twist-pens-assorted-3-pack-104155,https://www.amazon.co.uk/dp/B0FVF91QDZ,,
DEKTON FLEX SAND BLOCK 80GRIT,"Flex - Sandpaper Xtreme Plus 225mm, 25 Sheet Pack, P120 Grit - 282405 - Sandpaper for Wood and Drywall, Sand Paper Pack for Walls in Different Sizes - Home Improvement and Decorating Tools",B002J5JXW0,5055440000000,title,T2_TITLE_MATCH,medium,,,37.77166667,2950.911458,0.73,59.99,B,MATCH,,https://www.efghousewares.co.uk/dekton-flex-sand-block-80grit,https://www.amazon.co.uk/dp/B002J5JXW0,Available (see Keepa data),9
CITY FIRE TRUCK BOXED,Playmobil 71233 City Action Rescue Fire Truck,B0BS6Z5JTX,5050790000000,title,T2_TITLE_MATCH,medium,,,36.89916667,2096.543561,1.21,57.98,B,MATCH,,https://www.efghousewares.co.uk/city-fire-truck-boxed-124920,https://www.amazon.co.uk/dp/B0BS6Z5JTX,,
CHURCHILL ALGRAVE BLUE MINT COUPE BOWL 20CM,Algarve Blue Coupe Bowl 20cm - Pack of 6,B0F19F7T54,5011110000000,EAN,T1_EAN_EXACT,high,,,36.22,997.7961433,3.08,66,B,MISMATCH_CHECK,"Amazon pack of 6, supplier single unit",https://www.efghousewares.co.uk/algrave-blue-mint-coupe-bowl-20cm-114854,https://www.amazon.co.uk/dp/B0F19F7T54,,1
DEKTON TYRE PRESSURE & DEPTH GAUGE,"Professional Tyre Pressure Gauge Air Tyre Inflator with 0.5m Hose & Twin Push-On Connector, Die-Cast Aluminum, Handheld for Truck/Car/Bike",B0DJY4RLVT,5055440000000,title,T2_TITLE_MATCH,medium,,,34.22166667,1728.367003,1.43,56.99,B,MATCH,,https://www.efghousewares.co.uk/dekton-tyre-pressure-depth-gauge-118215,https://www.amazon.co.uk/dp/B0DJY4RLVT,Available (see Keepa data),1
PLASTIC GARDEN CHAIR GREEN,simpa Solana GREEN Stackable Low Back Plastic Garden Chairs - Set of 4,B0DBLV8YZF,8697400000000,title,T2_TITLE_MATCH,medium,,,33.15291667,478.3970659,6.38,59.99,B,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/plastic-garden-chair-green-120542,https://www.amazon.co.uk/dp/B0DBLV8YZF,,
BIG K FIRELIGHTERS INDIVIDUALLY WRAPPED 18 CUBES,"Big K Products Individually Wrapped, High Heat Instant Light Crackle Logs For Heating Your Home (15, Individually Wrapped Crackle Logs)",B0DPX9V2HV,5010740000000,title,T2_TITLE_MATCH,medium,,,32.16125,1200.046642,2.13,52.59,B,MATCH,,https://www.efghousewares.co.uk/big-k-firelighters-individually-wrapped-18-cubes-115671,https://www.amazon.co.uk/dp/B0DPX9V2HV,,1
CHARLES BENTLEY RECYCLED SOFT WOOD KINDLING 2KG,Charles Bentley Snug Hickory Fireside Set 1 x Large Wood Bucket 1 x Small Kindling Bucket 1 x Matchstick Holder Matte,B0BNBWB64T,5014560000000,title,T2_TITLE_MATCH,medium,,,30.87,1110.431655,2.23,59.94,B,MATCH,,https://www.efghousewares.co.uk/charles-bentley-recycled-soft-wood-kindling-2kg-117343,https://www.amazon.co.uk/dp/B0BNBWB64T,,1
LONDONER SHOPPING TROLLEY ASSORTED CHECK COLOURS,"Prestige 4 Wheel Large 42L PUSH or PULL LIGHTWEIGHT Shopping Trolley Cart with Brakes, Adjustable Handles, 8L Separate Cool Bag, (FULLY ASSEMBLED READY TO USE) (Light Check)",B0D8TDD4W6,6542120000000,title,T2_TITLE_MATCH,medium,,,30.565,341.5083799,8.4,69.99,B,MATCH,,https://www.efghousewares.co.uk/londoner-shopping-trolley-assorted-check-colours-117822,https://www.amazon.co.uk/dp/B0D8TDD4W6,Available (see Keepa data),2
TAYLORS EYE SYRACUSE CHEF KNIFE 15CM,Taylors Eye Witness of Sheffield Made 5pc Sabatier Knife Block.,B006H4JDVA,5014770000000,title,T2_TITLE_MATCH,medium,,,30.26166667,552.2201946,4.93,59.99,B,MISMATCH_CHECK,"Amazon pack of 5, supplier single unit",https://www.efghousewares.co.uk/taylors-eye-syracuse-chef-knife-15cm,https://www.amazon.co.uk/dp/B006H4JDVA,Available (see Keepa data),1
GLASS VASE 14X24.5CM,DRW Tabletop Vase Transparent Glass 14x14x24.5cm,B0DZ8RQYMB,6923460000000,title,T2_TITLE_MATCH,medium,,,30.24833333,887.0478983,2.86,50.92,B,MATCH,,https://www.efghousewares.co.uk/glass-vase-14x24-5cm,https://www.amazon.co.uk/dp/B0DZ8RQYMB,,1
MODEL WORLD WAR II FIGHTER 4 ASSORTED,"F-4U Corsair Fighter Plastic Model - World War II Classic Fighter Model, 1:48 Military Enthusiasts Plastic Fighter Assembly Model (Silvery)",B0DLF85V5D,5012870000000,title,T2_TITLE_MATCH,medium,,,30.03666667,944.5492662,2.63,53,B,MATCH,,https://www.efghousewares.co.uk/model-world-war-ii-fighter-4-assorted-116726,https://www.amazon.co.uk/dp/B0DLF85V5D,,1
APOLLO SALT & PEPPER SHAKERS,"Jonathan Adler Apollo Set Salt and Pepper Shaker, One Size, Multi",B076QHRPT9,5026180000000,title,T2_TITLE_MATCH,medium,,,29.59,1212.704918,1.89,53.16,B,MATCH,,https://www.efghousewares.co.uk/apollo-salt-pepper-shakers-9-9,https://www.amazon.co.uk/dp/B076QHRPT9,,1
ULTRA AIR BLAST PISTOL,The Rag Company - The Ultra Air Blaster (Version 2) – Lift and Blast Dirt and Debris Away for Interior Detailing; Durable and Ergonomic Metal Design; Trigger Operated,B0DJPWG8RD,5055570000000,title,T2_TITLE_MATCH,medium,,,29.05958333,2090.617506,0.84,46.39,B,MATCH,,https://www.efghousewares.co.uk/ultra-air-blast-pistol,https://www.amazon.co.uk/dp/B0DJPWG8RD,,
ROYALFORD UTILITY KNIFE 5INCH,"Good Food in partnership with TOWER 5 Piece Knife Set, 1x 8 inch Chef’s Knife, 1x 8 inch Carving Knife,1x 8 inch Bread Knife,1x 5 inch Utility Knife,1x 3.5 inch Paring Knife, Black and Stainless Steel",B0DL5XHRTT,6294020000000,title,T2_TITLE_MATCH,medium,,,28.94166667,1404.935275,1.51,52.49,B,MISMATCH_CHECK,"Amazon pack of 5, supplier single unit",https://www.efghousewares.co.uk/royalford-utility-knife-5inch,https://www.amazon.co.uk/dp/B0DL5XHRTT,,2
PORCELAIN WHITE MUG 11CM,Sophie Conran - Porcelain Mug - White - 10.5 x 14 x 11 cm - One Single Unit Supplied,B000QDRXHO,6923460000000,title,T2_TITLE_MATCH,medium,,,28.135,2115.413534,0.78,45,B,MISMATCH_CHECK,"Amazon pack of 5, supplier single unit",https://www.efghousewares.co.uk/porceline-white-mug-11cm-113332,https://www.amazon.co.uk/dp/B000QDRXHO,,
PRO COOK  NON-STICK SAUCEPAN 16/18/20 CM,"KUHN RIKON Easy Pro Aluminium Non-Stick Saucepan with Glass Lid, 2.3 Litre/18 cm, Black",B08LDJ7YFP,5055490000000,title,T2_TITLE_MATCH,medium,,,27.32833333,167.248062,15.79,65.53,B,MATCH,,https://www.efghousewares.co.uk/pro-cook-n-s-saucepan-16-18-20-cm,https://www.amazon.co.uk/dp/B08LDJ7YFP,,2
CHURCHILL WILLOW TEAPLATE 17CM,"Churchill Blue Willow Dinner Plates 10"", Set of 4",B0007OV79C,5011110000000,title,T2_TITLE_MATCH,medium,,,27.26166667,650.636436,3.64,53.15,B,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/willow-17cm-teaplate,https://www.amazon.co.uk/dp/B0007OV79C,Available (see Keepa data),1
PACKAGING STARTER KIT,"Trojan Economy Pallet Strapping Tools Banding Starter Kit - Contains Strapping Tensioner, Sealer, 100m Yellow Polypropylene Plastic Strapping & 50 Semi Open Strapping Seals",B0CKZGPHB8,5012130000000,report_reconstruction,T2_TITLE_MATCH,high,,,26.56233333,1351.085114,1.416,49.99,B,MATCH,,https://www.efghousewares.co.uk/packaging-starter-kit-119275,https://www.amazon.co.uk/dp/B0CKZGPHB8,Available (see Keepa data),2
DEKTON RACHET HANDLE SPINNER 1/2 INCH,"BGS 107 | Reversible Ratchet with Spinner Handle | 12.5 mm (1/2"")",B004UMBMEC,5055440000000,title,T2_TITLE_MATCH,medium,,,26.04,665.9846547,3.36,46.74,B,MATCH,,https://www.efghousewares.co.uk/dekton-rachet-handle-spinner-1-2-inch-25-9,https://www.amazon.co.uk/dp/B004UMBMEC,,2
DEKTON MASONARY BRICK LINE 70M,"Dekton 24pc Masonary Brick Line 225ft (70m) Hi Vis Green- Strong Build Quality Avoids Breakage| Provides High Visibility And Greater Accuracy| Used For Building Plans, Masonry Tools, Crafting, Marking",B0DJGVL8YC,5055440000000,EAN,T1_EAN_EXACT,high,,,25.65666667,1441.385768,1.23,43.28,B,MISMATCH_CHECK,"Amazon pack of 24, supplier single unit",https://www.efghousewares.co.uk/dekton-masonary-brick-line-70m,https://www.amazon.co.uk/dp/B0DJGVL8YC,,1
KITCHEN KING ALUMINIUM POT BRAZIER SMART SET 5PC,"COOKER KING Stainless Steel Cookware Set, Pots and Pans Set Non Stick, Hybrid Ceramic Cookware, Frying Pans, Saucepans & Stock Pot with Glass Lid, Non-Toxic, Oven Safe, Induction Compatible",B0DQZKC9MG,3840110000000,report_reconstruction,T2_TITLE_MATCH,high,,,24.94833333,42.59575437,58.02,142.27,B,MATCH,,https://www.efghousewares.co.uk/kitchen-king-aluminium-pot-brazier-smart-set-5pc-115293,https://www.amazon.co.uk/dp/B0DQZKC9MG,,1
DRAPER PLUNG CUTTING BLADE 10MM,"Enventor Oscillating Multi Tools, 300W 15000-22000 OPM Electric Corded Multi Tool, 6 Variable Speeds, 3°Oscillation Angle, Quick-fit Blade Design, with 28pcs Accessories for Cutting, Sanding, Scraping",B0BR3F8FQL,5010560000000,EAN,T1_EAN_EXACT,high,,,24.63,1070.869565,1.75,46.74,B,MATCH,,https://www.efghousewares.co.uk/draper-plung-cutting-blade-10mm-93605,https://www.amazon.co.uk/dp/B0BR3F8FQL,Available (see Keepa data),6
"IMPERIAL SERVING BOWL BLUE 8""",Denby - Imperial Blue Rice Bowls Set of 4 - Dishwasher Microwave Safe Crockery 480ml 13cm - Royal Blue Ceramic Stoneware Tableware - Chip & Crack Resistant Soup Bowls,B0BBPSZTGQ,8694170000000,title,T2_TITLE_MATCH,medium,,,24.115,1393.930636,1.18,46.65,B,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/imperial-serving-bowl-blue-8-121820,https://www.amazon.co.uk/dp/B0BBPSZTGQ,,2
EVERBUILD BLK JACK FLASH TAPE  75MM,Everbuild Black Jack Strong Self Adhesive Flashing Tape – Natural Lead-Look Finish – 450mm x 10m,B006SY0S3Q,5029350000000,title,T2_TITLE_MATCH,medium,,,23.62166667,291.2659268,7.56,48.2,B,MATCH,,https://www.efghousewares.co.uk/everbuild-blk-jack-flash-tape-75mm,https://www.amazon.co.uk/dp/B006SY0S3Q,,
ADORN WHITE DEEP CEREAL BOWL 6 INCH,"LETAOTAO Cereal Bowl Set of 4, Ceramic Cereal Bowls for Kitchen, 6 Inch Deep Soup Bowls Set, White Bowl Set with Gold Trim, Serving Bowls Set for Salad, Pasta, Oatmeal,Fruits, Decorative Bowls(28oz)",B0DN18Y63W,6923460000000,title,T2_TITLE_MATCH,medium,,,23.39166667,1758.77193,0.78,47.75,B,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/white-deep-cereal-bowl-6-inch,https://www.amazon.co.uk/dp/B0DN18Y63W,,4
BLUE CANYON CORNER CABINET WHITE,"ASPECT Odense Bathroom Corner Storage Cabinet, White",B013T9C4J8,5056300000000,title,T2_TITLE_MATCH,medium,,,23.18166667,209.4098163,10.52,59.99,B,MATCH,,https://www.efghousewares.co.uk/blue-canyon-corner-cabinet-white-114244,https://www.amazon.co.uk/dp/B013T9C4J8,,2
DEKTON HOOK /LOOP DETAIL SANDING PADS 5PC,"STEBRUAM Hand Sanding Block Set Contoured Profile with Hook and Loop Sanding Pad Hook Backing Plate Convex & Concave Shape for Woodworking Furniture Restoration, Auto Paint and Craft (16-Piece)",B0D2RD4RP7,5055440000000,title,T2_TITLE_MATCH,medium,,,23.12166667,1976.210826,0.62,38.99,B,MATCH,,https://www.efghousewares.co.uk/dekton-hook-loop-detail-sanding-pads-5pc,https://www.amazon.co.uk/dp/B0D2RD4RP7,Available (see Keepa data),1
ELEGANCE GOLD LINE PLATTER ROUND LARGE 31.5CM,"Brass Circular Tray with Etched Design – Tribal Geometric Bohemian Design - Gold Color Large Round Serving Dish Platter, Coffee Table Decorative Tray - Boho Home Decor or Kitchen Decor",B0DCWTVW3F,742289000000,title,T2_TITLE_MATCH,medium,,,22.88333333,449.5743287,4.54,47.8,B,MATCH,,https://www.efghousewares.co.uk/elegance-gold-line-platter-round-large-31-5cm-123994,https://www.amazon.co.uk/dp/B0DCWTVW3F,,1
SIL NEON BIRDS 2PC,Neon Light Party Decoration Colorful Birds LED for neon Sign Light Up for Lights Signs for Bedroom Room,B0G26XJ8ZF,5024420000000,report_reconstruction,T2_TITLE_MATCH,high,,,22.06458333,1321.232535,1.12,36.91,B,MATCH,,https://www.efghousewares.co.uk/sil-neon-birds-2pc-112636,https://www.amazon.co.uk/dp/B0G26XJ8ZF,,1
QUILLING PAPER 60 PACK,JUYA Single Color Paper Quilling Strips Set 60 Colors 39cm Length One Color 100 Strips per Pack Paper Width 3mm,B097RZDZ63,8719990000000,report_reconstruction,T2_TITLE_MATCH,high,,,21.19233333,1486.138382,0.876,37.99,B,MATCH,,https://www.efghousewares.co.uk/quilling-paper-6o-pcs,https://www.amazon.co.uk/dp/B097RZDZ63,Available (see Keepa data),1
PRO UNA 26CM FRYING PAN & LID,"Tri-Ply Stainless Steel Pan, 26cm (10inch) Frying Pan with Lid, Compatible with All Cooktops Up to 315℃, Fast & Even Heat, Skillet, Induction Cookware, Cooking Pan",B0FL281PVT,5055490000000,title,T2_TITLE_MATCH,medium,,,21.135,282.9317269,6.92,48.99,B,MATCH,,https://www.efghousewares.co.uk/pro-una-26cm-frypan-lid-sp-,https://www.amazon.co.uk/dp/B0FL281PVT,Available (see Keepa data),1
GLASS TEALIGHT HOLDER 3 ASSORTED,"Vintage Ribbed Green Glass Candle Holders Set of 12, 3 Assorted Sizes Pillar, Tealight & Votive Holders, Elegant Green Candlestick Holders for Table Centerpiece & Shelf Decor",B0FXWX27KM,8721040000000,title,T2_TITLE_MATCH,medium,,,20.90208333,1658.895503,0.71,34.69,B,MISMATCH_CHECK,"Amazon pack of 12, supplier single unit",https://www.efghousewares.co.uk/glass-tealight-holder-3-assorted-115067,https://www.amazon.co.uk/dp/B0FXWX27KM,,
COOLER BOX 14L RED,Royalford Insulated Cooler Box - Hot/Cold Freezer Box with Integrated Lock Lid and Carry Handle - Ideal for Beach and Picnic,B0C2QBYWHR,5055490000000,report_reconstruction,T2_TITLE_MATCH,high,,,20.89358333,172.5886613,11.556,49.99,B,MATCH,,https://www.efghousewares.co.uk/cool-box-14ltr-red,https://www.amazon.co.uk/dp/B0C2QBYWHR,,
GLOW POWER FOAM BATON ASSORTED,"70pcs Giant Foam Glow Sticks,Light up Batons,Foam Glow Sticks for Wedding,3 Multi-modes Color Flashing Wand for Party Supplies Kids Party,Birthday,Weddings,Gifts for Kids",B0DPYRR4YB,5037240000000,title,T2_TITLE_MATCH,medium,,,20.70083333,1162.968165,1.23,35.14,B,MATCH,,https://www.efghousewares.co.uk/glow-power-foam-baton-assorted-114256,https://www.amazon.co.uk/dp/B0DPYRR4YB,,
THUMBS UP DRAWER 3 TIER LARGE CABINET RATTAN CREAM,2 Pack Storage Drawer Unit Rattan 3 Tier | Large Cream Plastic Organizer Chest Tower Unit Cabinet Trolley |Heavy Duty Home Kitchen Office School | 39 DEPTH x 39 WIDTH x 62 HEIGHT cm,B0D33QP4WQ,5014350000000,title,T2_TITLE_MATCH,medium,,,20.69916667,150.9786044,13.16,51.98,B,MATCH,,https://www.efghousewares.co.uk/thumbsup-drawer-3-large-cabinet-rattan-cream,https://www.amazon.co.uk/dp/B0D33QP4WQ,,
OVEN LOVE BAKING DISH OVAL LIME GREEN 1.6L,"Ceramic 38.5 CM Casserole Baking Dish with Handles, (1.6 L) Oval Gold Au Gratin Dishes, Lasagna Pan Bakeware, Food Preserve Tray, Catering Casserole Dish for Party Style",B0DSH6YW7R,5018710000000,title,T2_TITLE_MATCH,medium,,,20.55833333,842.5546448,1.89,38.89,B,MATCH,,https://www.efghousewares.co.uk/oven-love-baking-dish-oval-lime-green-1-6l-118228,https://www.amazon.co.uk/dp/B0DSH6YW7R,Available (see Keepa data),1
PPS 23CM PLASTIC WHITE ROUND 10 PLATES,"72 Pack Plastic White Round Dinner Plates, 10"" Disposable Wave Plates Elegant Heavy Duty Serving Dishes for Party, Wedding, Thanksgiving, Christmas",B0DY6YKX8M,5030480000000,title,T2_TITLE_MATCH,medium,,,20.52833333,1849.399399,0.56,37.75,B,MATCH,,https://www.efghousewares.co.uk/pps-23cm-plastic-white-round-10-plates,https://www.amazon.co.uk/dp/B0DY6YKX8M,,3
CAMELLIAS BOWL 6 PIECE,"vicrays Rice Dessert Cereal Bowls 6 Piece Stoneware Vintage Look Ceramic Starry Blue Large Serving Bowl, Soup/Mixing/Fruit/Noodle/Ramen China Bowl, Capacity of 940 ml. (18x18x6.3 cm)",B08NVVNMY7,605802000000,title,T2_TITLE_MATCH,medium,,,20.255,533.0263158,3.25,42.99,B,MISMATCH_CHECK,"Amazon pack of 6, supplier single unit",https://www.efghousewares.co.uk/camellias-bowl-6-piece-114897,https://www.amazon.co.uk/dp/B08NVVNMY7,Available (see Keepa data),1
SALTER INSTANT READ MEAT THERMOMETER,"Heston Blumenthal Dual Platform Precision Scale by Salter, 10kg Capacity, Ultimate Accuracy Platforms & Blumenthal Digital Meat Thermometer, Instant Read Food Probe for Kitchen, Cooking, BBQ",B07V2HN95S,5054060000000,title,T2_TITLE_MATCH,medium,,,20.10833333,242.8542673,7.73,43.48,B,MATCH,,https://www.efghousewares.co.uk/salter-instant-read-meat-thermometer-121364,https://www.amazon.co.uk/dp/B07V2HN95S,,
STERLING UNIVERSAL DOOR HANDLE UPVC,Chrome Universal Flexi UPVC Repair Door Handle Set Adjustable 59mm to 96mm Adjustable PZ Centres,B0F2PKMLZF,5016570000000,title,T2_TITLE_MATCH,medium,,,19.69791667,157.8358707,11.93,48.83,B,MATCH,,https://www.efghousewares.co.uk/sterling-upvc-lever-door-handle,https://www.amazon.co.uk/dp/B0F2PKMLZF,,
"ISTANBUL DINNER PLATE ROUND FLAT 10.5""","Jassceram 10.5 Inch Dinner Plates, Ceramic Flat Plates for Dining and Kitchen, High Edge Modern Plates - Microwave, Oven and Dishwasher Safe, Scratch Resistant and Lead-Free, Set of 6, White, 27cm",B0D174Y2C4,8694170000000,title,T2_TITLE_MATCH,medium,,,19.685,919.8598131,1.59,39.99,B,MISMATCH_CHECK,"Amazon pack of 6, supplier single unit",https://www.efghousewares.co.uk/istanbul-dinner-plate-round-flat-10-5-121833,https://www.amazon.co.uk/dp/B0D174Y2C4,Available (see Keepa data),1
CRYSTAL LIGHT UP BALL PK12,"7 PCs 40mm Colorful Crystal Glass Chakra Balls Set – Decorative Natural Spheres with LED Wooden Base Night Light Decor for Home Wedding, Party Positive Energy Gifts",B0F6WCBX9J,5033850000000,title,T2_TITLE_MATCH,medium,,,19.66791667,200.8980252,9.24,44.99,B,MATCH,,https://www.efghousewares.co.uk/crystal-light-up-ball-pk12,https://www.amazon.co.uk/dp/B0F6WCBX9J,,
