SupplierTitle,AmazonTitle,ASIN,EAN_fixed,match_method,Tier,confidence_level,bought_in_past_month,amazon_sales_badge,NetProfit,ROI,SupplierPrice_exVAT,SellingPrice_incVAT,Bucket,Unit_Qty_Flag,Unit_Qty_Note,SupplierURL,AmazonURL,fba_seller_count,total_offer_count
DECOR THIRST DRINKING BOTTLE 1.5L,"Grsta Drinking Bottle, 1.5 Litres, Sports Bottle with Filter, for Carbonated Drinks, Easy to Clean, Leak-Proof, for Fitness, Camping, Hiking, Yoga",B0DPWC9HCM,9300620000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.850416667,68.88044126,5.04,16.73,B,MATCH,,https://www.efghousewares.co.uk/decor-thirst-drinking-bottle-1-5l-104357,https://www.amazon.co.uk/dp/B0DPWC9HCM,,
CRAFT BALLS 180PC,180PCS Christmas Mini Balls Ornaments Multicolour Pearl Pendants Miniature Xmas Tree Hanging Decorations Vintage Glitter Balls for Holiday Party Outdoor Indoor DIY Craft Supplies,B0FR7TNXFT,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.848333333,256.5555556,0.95,10.99,B,MATCH,,https://www.efghousewares.co.uk/craft-balls-180pc,https://www.amazon.co.uk/dp/B0FR7TNXFT,Available (see Keepa data),1
TRICIRCLE W/PROOF P/LOCK 50MM LONG SHACKLE,"Merriway® BH01183 Heavy Duty Tri-Circle Long Shackle Padlocks Brass, 50 mm (2 inch)",B00J9CQ1I0,6901750000000,title,T2_TITLE_MATCH,medium,,,3.844166667,89.39922481,3.75,14.9,B,MATCH,,https://www.efghousewares.co.uk/tricircle-w-proof-p-lock-50mm-long-shackle,https://www.amazon.co.uk/dp/B00J9CQ1I0,,
SOUDAL CONTACT ADHESIVE LIQUID 400ML,"Contact Glue ""Contact Liquid"" Soudal (400 ml.)",B07HG5NKJC,5411180000000,EAN,T1_EAN_EXACT,high,,,3.840416667,87.08427816,3.86,15.05,B,MATCH,,https://www.efghousewares.co.uk/soudal-contact-adhesive-liquid-400ml-92655,https://www.amazon.co.uk/dp/B07HG5NKJC,,
SECURIT KEEP CLEAR RIGID PLASTIC (FULLY RECYCLABLE) BLUE 148X210MM,"10 Pcs A4 Opaque Rigid Plastic Sheets - 0.5mm Thick Textured Blue PVC, 297x210mm for Craft, Laser Cutting, Office Signage",B0F21L6XWC,5019920000000,title,T2_TITLE_MATCH,medium,,,3.83125,129.4341216,2.41,12.99,B,MATCH,,https://www.efghousewares.co.uk/securit-keep-clear-rigid-plastic-fully-recyclable-blue-148x210mm-119685,https://www.amazon.co.uk/dp/B0F21L6XWC,,
TEALIGHT HOLDER PALM SHAPE GOLD,"NUPTIO 2 Pcs Metal Hexagon Shaped Geometric Design Tea Light Votive Candle Holders, Iron Hollow Tealight Candle Holders for Vintage Wedding Home Decoration, Gold Christmas Candle Holder Decor (S + L)",B07H8VQ7FL,8720570000000,title,T2_TITLE_MATCH,medium,,,3.83,116.4133739,2.74,15.18,B,MATCH,,https://www.efghousewares.co.uk/tealight-holder-palm-shape-gold-108026,https://www.amazon.co.uk/dp/B07H8VQ7FL,Available (see Keepa data),1
WICKED MINI DIARY SET IN A BAG,"48 pcs Small Pocket Notebook,Mini Notebooks,Mini Motivational Journals,Mini Daily Journal Notepads for Kids Party Bag Fillers Party Favor or Filler",B0DSSN4QDM,5015930000000,title,T2_TITLE_MATCH,medium,,,3.828333333,129.3355856,2.41,13.99,B,MATCH,,https://www.efghousewares.co.uk/wicked-mini-diary-set-in-a-bag-123358,https://www.amazon.co.uk/dp/B0DSSN4QDM,Available (see Keepa data),1
RHINO SENSITIVE MASKING TAPE 48MMX25M,"Rhino Sensitive Edge Masking Tape, Pink, 24mm x 25m – Low Tack Painters Tape for Delicate Surfaces, Clean Removal (3)",B0FN68PVMT,5027790000000,title,T2_TITLE_MATCH,medium,,,3.828333333,114.278607,2.8,14.47,B,MATCH,,https://www.efghousewares.co.uk/rhino-sensitive-masking-tape-48mmx25m-112069,https://www.amazon.co.uk/dp/B0FN68PVMT,,2
EXITEX LETTER PLATE SEAL  BROWN,Draught Letter Plate Seal & Flap Brown,B002Q0GUFQ,5016570000000,title,T2_TITLE_MATCH,medium,,,3.8225,104.1553134,3.12,13.98,B,MATCH,,https://www.efghousewares.co.uk/exitex-letter-plate-seal-brown-107231,https://www.amazon.co.uk/dp/B002Q0GUFQ,,1
LIGHT UP TWIN BASKETBALL SHOOT OUT,"AAMEN Light-Up Basketball Shootout Game for Kids & Adults, 2 Player Head-to-Head Hoops with Movable Launchers, Score Counters & Net Court Walls",B0GDGD2QM1,5015930000000,title,T2_TITLE_MATCH,medium,,,3.82125,33.31517001,10.92,24.99,B,MATCH,,https://www.efghousewares.co.uk/light-up-twin-basketball-shoot-out-123425,https://www.amazon.co.uk/dp/B0GDGD2QM1,,1
VINTAGE WALL CLOCK METAL CREAM 21.5CM,Retro Clock Wall Diner Vintage Home Office Analogue Dining Room Kitchen Wall Clock Metal (Cream),B0CB4Q1PND,5018710000000,title,T2_TITLE_MATCH,medium,,,3.814583333,65.65547906,5.26,16.99,B,MATCH,,https://www.efghousewares.co.uk/vintage-wall-clock-metal-cream-21-5cm-118280,https://www.amazon.co.uk/dp/B0CB4Q1PND,,1
LONDON FRAGRANCES FOR HIM BLUE AGAVA  CACAO 100ML EACH,Essence G.Bellini Men's Dark Blue Eau De Parfum Big Bottle 100ml 3.4 fl.Oz Afetrshave Spray For Him. Fantastic Smell. Gift For Men Your Boyfriend or Husband,B0D6WPDBZT,5055170000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.805666667,70.65849734,4.836,17.99,B,MATCH,,https://www.efghousewares.co.uk/london-fragrances-for-him-blue-agava-cacao-100ml-each-112696,https://www.amazon.co.uk/dp/B0D6WPDBZT,Available (see Keepa data),2
FLORAL ROOM SPRAY TRIGGER 250ML JASMINE,3 x Pan Aroma Lily & Jasmine Air Freshener Trigger Spray 250ml – Long-Lasting Floral Fragrance for Home & Office,B0DZ7542G7,5061030000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.794583333,240.1635021,1.03,10.99,B,MISMATCH_CHECK,"Amazon pack of 3, supplier single unit",https://www.efghousewares.co.uk/floral-room-spray-trigger-250ml-jasmine-118778,https://www.amazon.co.uk/dp/B0DZ7542G7,,2
GARDEN BELL 48CM ROUND SLATE,Wham Bell Pot 4 x 48cm Round Plastic Garden Planters | 100% Recycled Plastic | Lightweight & Weather-Resistant | Drainage Points for Easy Drilling | Indoor & Outdoor Use | Made in UK - Slate,B0B68WK1K7,5057600000000,title,T2_TITLE_MATCH,medium,,,3.783333333,122.0430108,2.55,25.18,B,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/garden-bell-48cm-round-slate,https://www.amazon.co.uk/dp/B0B68WK1K7,,1
WHEELED STORAGE BOX & LID 100LTR,"Thumbs Up Storage Box, White, 100L",B005C0YX88,5014350000000,EAN,T1_EAN_EXACT,high,,,3.772083333,34.57454934,10.36,24.13,B,MATCH,,https://www.efghousewares.co.uk/wheeled-storage-box-lid-100ltr,https://www.amazon.co.uk/dp/B005C0YX88,,
UMBRELLA LARGE BLACK FOLDED HANDLE,MantraRaj Large Stick Umbrella Folded Handle Windproof Umbrella for Men Women Black Travel Umbrella Strong and Portable Umbrella Suit For Many Occasion,B0DP2XZZGV,5051740000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.771666667,113.9476334,2.76,13.4,B,MATCH,,https://www.efghousewares.co.uk/umbrella-large-black-folded-handle,https://www.amazon.co.uk/dp/B0DP2XZZGV,,
DEKTON HEAVY DUTY BUNGEE CORD 2PC 40X10MM,Everlasto 'Lastoflex' Elastic Bungee Cord Shock Cord Rope Black 10mm x 10M,B07JLRQWYN,5055440000000,title,T2_TITLE_MATCH,medium,,,3.77,173.7327189,1.62,12.9,B,MATCH,,https://www.efghousewares.co.uk/dekton-heavy-duty-bungee-cord-2pc-40x10mm,https://www.amazon.co.uk/dp/B07JLRQWYN,Available (see Keepa data),1
PRO USER JUNIOR HACKSAW 150MM,"HAUTMEC 150mm Pro Mini Hacksaw, Compact Hack Saw with Aluminium Alloy Frame, Hand Saw with 6 Adjustable Cutting Angles & 24TPI Bi-Metal Blade for Wood, Metal, PVC & DIY – HT0145",B08FX9HK1M,5017400000000,title,T2_TITLE_MATCH,medium,,,3.765,270.8633094,0.84,9.99,B,MATCH,,https://www.efghousewares.co.uk/pro-user-junior-hacksaw-150mm,https://www.amazon.co.uk/dp/B08FX9HK1M,Available (see Keepa data),1
SIL ALUMINIUM PUMP BOTTLE 200ML EACH,"4 Pieces Empty 200ml Silver Aluminium Lotion Pump Bottle, Aluminum Bottles with LOCK Clip, Travel Metal Bottles for Cosmetic Shampoo Body Washing Gel Essential Oil Liquid Dispenser",B0B12LYHPC,5024420000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.763916667,198.7284407,1.344,11.39,B,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/sil-aluminium-pump-bottle-200ml-each-116647,https://www.amazon.co.uk/dp/B0B12LYHPC,,
MEGA BAG PRINCESS LUCKY BAG,"JRose Collections Kids Mega Lucky Bag 3 Pack Set – Dinosaur, Unicorn & Princess Bags with 8 Surprises Each – Toys, Games, Crafts, Stickers & Activity Sheets – Party Bag Fillers & Fun Activities",B0FSY4H394,5065020000000,title,T2_TITLE_MATCH,medium,,,3.761666667,187.1475954,1.46,11.99,B,MATCH,,https://www.efghousewares.co.uk/mega-bag-princess-lucky-bag-124895,https://www.amazon.co.uk/dp/B0FSY4H394,Available (see Keepa data),1
FUN DOUGH PARTY STACK DOUGH,Play-doh Toy Party Bag - Includes 15 Fun Size Dough Compound Cans - Perfect Party Present,B0037710BG,5050840000000,title,T2_TITLE_MATCH,medium,,,3.76,141.3533835,2.11,13.98,B,MATCH,,https://www.efghousewares.co.uk/baylis-ltd-blk-mens-5pce-gift-set,https://www.amazon.co.uk/dp/B0037710BG,Available (see Keepa data),2
BACK PAIN PRESSURE WRAP,Rysons The Pressure Point Wrap for Back Pain Relief,B0CKR93R9V,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.759583333,96.15302643,3.36,14.23,B,MATCH,,https://www.efghousewares.co.uk/back-pain-pressure-wrap-119759,https://www.amazon.co.uk/dp/B0CKR93R9V,,
GRUNDIG GROUND SOLAR LIGHT 14CM,Grundig LED Solar Floor Light 120 mm Black,B085LHSKKR,8711250000000,EAN,T1_EAN_EXACT,high,,,3.746666667,120.471597,2.56,14.42,B,MATCH,,https://www.efghousewares.co.uk/grundig-ground-solar-light-14cm,https://www.amazon.co.uk/dp/B085LHSKKR,,1
INEFFABLE EDT 100ML POUR FEMME EACH,Pour Femme EDT 100ml - Luxurious Blend Of Jasmine Cashmeran And Amber - Gift For A Special Lady In Your Life And For Evening Wear - Cover Yourself In This Sweet And Sultry,B0CNY1T95Z,5055170000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.739083333,138.5872251,2.148,12.49,B,MATCH,,https://www.efghousewares.co.uk/ineffable-edt-100ml-pour-femme-each-110035,https://www.amazon.co.uk/dp/B0CNY1T95Z,,1
MI ARMOR EDT 100ML POUR FEMME EACH,Pour Femme EDT 100ml - Luxurious Blend Of Jasmine Cashmeran And Amber - Gift For A Special Lady In Your Life And For Evening Wear - Cover Yourself In This Sweet And Sultry,B0CNY1T95Z,5055170000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.739083333,138.5872251,2.148,12.49,B,MATCH,,https://www.efghousewares.co.uk/mi-armor-edt-100ml-pour-femme-each-110049,https://www.amazon.co.uk/dp/B0CNY1T95Z,,1
ASHLEY TAPE DISPENSER,"Morgan's Direct - Heavy Duty Tape Dispenser with 3 Tape Rolls – Weighted Anti-Slip Desktop Tape Dispenser for Warehouse, Office & Home, Includes 3 x 40m Clear Tape",B094VVKS37,5017400000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.734416667,189.949983,1.416,11.45,B,MISMATCH_CHECK,"Amazon pack of 3, supplier single unit",https://www.efghousewares.co.uk/ashley-tape-dispenser-115494,https://www.amazon.co.uk/dp/B094VVKS37,,
LLOYTRON RECHARGEABLE PORTABLE TWIN BAND RADIO,Lloytron 3 Band 'Acapulco' Rechargeable Portable AM/SW/FM Radio + MP3 via USB or SD card + MusicStream - Cream - N6408CR,B0G1C1B82S,5052340000000,title,T2_TITLE_MATCH,medium,,,3.728333333,28.83475122,12.38,26.05,B,MATCH,,https://www.efghousewares.co.uk/lloytron-rechargeable-portable-twin-band-radio-115096,https://www.amazon.co.uk/dp/B0G1C1B82S,,2
PIPE CLEANERS CHENILLE 75PC,"500pcs Pipe Cleaners, ZODKSNO 7 Colors Long Fluffy Chenille Wire Bendable Chenille Stems for DIY Arts Crafts (30cm x 6mm)",B0FMRR7QYH,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.715,267.2661871,0.84,11.49,B,MATCH,,https://www.efghousewares.co.uk/pipe-cleaners-chenille-75pc,https://www.amazon.co.uk/dp/B0FMRR7QYH,,1
ZERO IN NO SPILL DEHUMIDIFIER  FRAGRANCE FREE 500ML,"Pro Breeze Osmo® Moisture Absorber Refill Tablets – 2 x 700g Extra-Large Refills for Dehumidifier – Up to 200 Days Humidity & Odour Absorption – Eco-Friendly, Fragrance-Free, No Power Needed",B0DRPGW94G,5036200000000,title,T2_TITLE_MATCH,medium,,,3.714583333,223.7700803,1.11,10.99,B,MISMATCH_CHECK,"Amazon pack of 2, supplier single unit",https://www.efghousewares.co.uk/zero-in-no-spill-dehumidifier-fragrance-free-500ml-120201,https://www.amazon.co.uk/dp/B0DRPGW94G,,
ZOYA FORGED FRYING PAN BLACK 28CM,"Pyrex 4937814 Frying Pan 28 cm Alum Forged Aluminium Optima + PX, Black",B07YPR4CTS,5055490000000,title,T2_TITLE_MATCH,medium,,,3.698333333,56.03535354,6.05,22.57,B,MATCH,,https://www.efghousewares.co.uk/zoya-forged-frying-pan-black-28cm-122331,https://www.amazon.co.uk/dp/B07YPR4CTS,,4
ULTRATAPE 8 ROLLS ASSORTED PVC TAPE **,Ultratape 3 X 8 Rolls Clear Sticky Tape 19mm x 33m,B07F158CM7,5027790000000,title,T2_TITLE_MATCH,medium,,,3.693333333,213.4874759,1.18,11.98,B,MATCH,,https://www.efghousewares.co.uk/ultratape-8-rolls-asstd-pvc-tape-,https://www.amazon.co.uk/dp/B07F158CM7,Available (see Keepa data),4
KINGAVON LED CLAMP LAMP,"iZELL LED Desk Lamp with USB Adapter【3 Color Modes 10 Brightness】 Eye Caring Clip on Clamp Light, 40cm Flexible Arm Book Ring Light for Gaming/Video Conference/Reading, Clip on Table, Headboard",B0BBMK7RCF,5017400000000,title,T2_TITLE_MATCH,medium,,,3.68375,287.7929688,0.73,10.41,B,MATCH,,https://www.efghousewares.co.uk/kingavon-led-clamp-lamp-122403,https://www.amazon.co.uk/dp/B0BBMK7RCF,,
METALTEX CAN/BOTTLE OPENER,Metaltex Jar and Bottle Opener,B000TAWE5A,8002520000000,title,T2_TITLE_MATCH,medium,,,3.68,264.7482014,0.84,10.5,B,MATCH,,https://www.efghousewares.co.uk/metaltex-can-bottle-opener,https://www.amazon.co.uk/dp/B000TAWE5A,,2
MINKY COMPOST CADDY SLATE BLUE 3.5L,"Minky Homecare Kitchen Compost Bin – Countertop Food Waste Caddy with Easy Wipe Clean Interior – Made in The UK, 0.9gal, Slate Blue",B0DCGHY771,5010350000000,title,T2_TITLE_MATCH,medium,,,3.678333333,73.27357238,4.47,16.99,B,MATCH,,https://www.efghousewares.co.uk/minky-compost-caddy-slate-blue-3-5l-113997,https://www.amazon.co.uk/dp/B0DCGHY771,,2
GARDEN WATERING CAN ROSE 11X17CM,"Watering Can Rose, Universal Fine Rose Watering Rose Head, Water Sprinkler Sprayer for Seedling (2x Green & Silver),11x7.5x17 cm,WC1",B09R1ZHZZK,5024420000000,title,T2_TITLE_MATCH,medium,,,3.666666667,330.3303303,0.56,11.9,B,MISMATCH_CHECK,"Amazon pack of 2, supplier single unit",https://www.efghousewares.co.uk/garden-watering-can-rose-11x17cm-120646,https://www.amazon.co.uk/dp/B09R1ZHZZK,,1
BRIGHT & HOMELY PRESSURISED HAND SPRAYER 1.5LTR,Sealey Ss1 Hand Pressure Sprayer 1.5Ltr,B00NVLIKW0,5050800000000,title,T2_TITLE_MATCH,medium,,,3.666666667,143.7908497,2,16.22,B,MATCH,,https://www.efghousewares.co.uk/bright-homely-pressurised-hand-sprayer-1-5ltr-110337,https://www.amazon.co.uk/dp/B00NVLIKW0,,12
ASHLEY BOOT SCRUBBER BRUSH,1x Wooden Boot Scraper Brush - 23cm - Outdoor Garden Stiff Bristle Shoe Welly Football Boots Cleaning Cleaner Mud Remover - By Ashley,B0DHH5SB3G,5017400000000,EAN,T1_EAN_EXACT,high,,,3.66125,49.6104336,6.83,18.99,B,MATCH,,https://www.efghousewares.co.uk/ashley-boot-scrubber-brush-109408,https://www.amazon.co.uk/dp/B0DHH5SB3G,,
FESTIVE MAGIC GINGERBREAD WINDOW CLING,Christmas Gingerbread Man Window Film 17.7 x 39.3 Inch Candy Cane Stained Glass Static Cling Decorative Privacy Window Sticker for Holiday Festive Winter Home Decoration,B0FSZPND35,,title,T2_TITLE_MATCH,medium,,,3.66,312.8205128,0.62,13.68,B,MISMATCH_CHECK,"Amazon pack of 7, supplier single unit",https://www.efghousewares.co.uk/festive-magic-gingerbread-window-cling-122998,https://www.amazon.co.uk/dp/B0FSZPND35,,1
PAINT YOUR OWN FIGURE DISNEY PRINCESS,Disney Stitch Paint Your Own Plaster Figures Set for Kids Teenagers DIY Crafts Art Set Activity - Stitch Gifts (Black Jack - 1 Pack),B0D7ZNCM48,5050840000000,title,T2_TITLE_MATCH,medium,,,3.658333333,87.31105807,3.64,14.59,B,MATCH,,https://www.efghousewares.co.uk/paint-your-own-figure-disney-princess-124880,https://www.amazon.co.uk/dp/B0D7ZNCM48,Available (see Keepa data),3
ESSENTIAL PLASTIC SNACK BOWL CLEAR REUSABLE 3 PACK 7OZ,"Goodluck 3 Pack Clear Plastic Serving Bowls for Party - 570ml/20oz Angled Reusable Salad Bowls for Wedding, Party, Crisps, Candy, Snacks, Salad & Fruit",B0FPL1N8N2,5033300000000,title,T2_TITLE_MATCH,medium,,,3.631666667,255.7511737,0.87,11.99,B,MATCH,,https://www.efghousewares.co.uk/essential-plastic-snack-bowl-clear-reusable-3-pack-7oz-119163,https://www.amazon.co.uk/dp/B0FPL1N8N2,Available (see Keepa data),1
INFAPOWER HAND MIXER & BOWL X102,Infapower X102 Freestanding Stand Mixer in White,B09TB4FL6X,5060240000000,EAN,T1_EAN_EXACT,high,,,3.629583333,21.83864822,16.07,31.99,B,MATCH,,https://www.efghousewares.co.uk/infapower-hand-mixer-bowl-x102,https://www.amazon.co.uk/dp/B09TB4FL6X,,
THUMBS UP SMALL SILVER 4 TIER DRAWER CABINET,4 Drawer Small Tower,B005C0YW5M,5014350000000,EAN,T1_EAN_EXACT,high,,,3.620416667,64.07817109,5.1,16.49,B,MATCH,,https://www.efghousewares.co.uk/thumbsup-small-silver-4-drawer-cabinet,https://www.amazon.co.uk/dp/B005C0YW5M,,
TAYLORS EYE SYRACUSE CHEF KNIFE 20CM,"Taylors Eye Witness Syracuse Ash Knife Block - Solid Wood Supplied Empty to Hold Five Knives, Chef, Bread, Carving, Paring & Vegetable Knife. Neutral Colour to Match Your Knife Handles",B07SRTJGML,5014770000000,title,T2_TITLE_MATCH,medium,,,3.616666667,47.52518616,7.06,21.02,B,MATCH,,https://www.efghousewares.co.uk/taylors-eye-syracuse-chef-knife-20cm,https://www.amazon.co.uk/dp/B07SRTJGML,Available (see Keepa data),1
SECURIT SHELF BRACKET GREY 5X4 INCH,TERF® London Shelf Bracket Grey 125mm X 100mm (5 X 4 inch) Wall Mounted Shelving Support Corner Brackets Book Shelf Bracket Floating Shelve Bracket and Multi Purpose Use - Pack of 10,B09KVD1KYP,5019920000000,title,T2_TITLE_MATCH,medium,,,3.605,468.1818182,0.22,9.99,B,MISMATCH_CHECK,"Amazon pack of 10, supplier single unit",https://www.efghousewares.co.uk/securit-shelf-bracket-grey-5x4-inch,https://www.amazon.co.uk/dp/B09KVD1KYP,Available (see Keepa data),1
FLOWERPOT ANTHRACITE 30CM,"B2C Plant Pots Indoor Outdoor Plastic Marble Concrete Flowerpot Small Medium Large Tubo 5 Colours (30 cm, Anthracite)",B0CHFMF2QK,8720570000000,title,T2_TITLE_MATCH,medium,,,3.59125,92.55798969,3.33,13.95,B,MATCH,,https://www.efghousewares.co.uk/flowerpot-anthracite-30cm,https://www.amazon.co.uk/dp/B0CHFMF2QK,,
INVIGOR8 GYM COOLING POWDER MEN 170G,"Cooling Gym Powder for Men – 3 Pack 170 g Each | 100% Talc‑Free & Anti Chafing with Menthol, Bergamot & Cedarwood | Men’s Talcum Powder U by Great British Home",B0G397FK8R,5053250000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.575666667,240.623598,0.936,11.99,B,MATCH,,https://www.efghousewares.co.uk/invigor8-gym-cooling-powder-men-170g-119957,https://www.amazon.co.uk/dp/B0G397FK8R,,1
ASHLEY KITCHEN ROLL HOLDER,"Spectrum Diversified Ashley Tension Paper Towel Holder (Black) - Storage Organization for Kitchen Counter, Pantry, Laundry, Apartment, RV, and Bathroom",B0BT4N1TL8,5017400000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.573666667,229.3752674,1.008,14.63,B,MATCH,,https://www.efghousewares.co.uk/asley-kitchen-roll-holder-115488,https://www.amazon.co.uk/dp/B0BT4N1TL8,,1
THL DUSTPAN & BRUSH LONG HANDLE ZP139,Long Handled Dustpan and Brush Set – Broom and Dustpan Set Reduce Bending Tall Lobby Dustpan and Sweeping Brush (Black & Grey),B0CGRPMRH3,8697410000000,title,T2_TITLE_MATCH,medium,,,3.57,194.0217391,1.29,11.04,B,MATCH,,https://www.efghousewares.co.uk/thl-dustpan-brush-long-zp139,https://www.amazon.co.uk/dp/B0CGRPMRH3,,
MENS SOCKS TOG HEATED ASSORTED,"ITRAT® Men's Diabetic Merino Wool Thermal Heated Extra Warm Socks 2.4TOG (-25°C resistant) - Hiking, Walking, Thermal, Athletic, Outdoor Winter Socks UK Size 6-11",B0CN7D8XN6,5060610000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.568333333,246.091954,0.9,9.49,B,MATCH,,https://www.efghousewares.co.uk/mens-socks-tog-heated-assorted-74320,https://www.amazon.co.uk/dp/B0CN7D8XN6,Available (see Keepa data),1
HOBBY LEMON JUICER,"Rekix lemon Squeezer, Max Extraction Hand Press Lemon Juicer, Heavy Duty Manual Orange Juicer, Sturdy Metal Lime Squeezer, Durable Citrus Fruit Squeezer, Easy to Clean",B0CFXB35C3,8694060000000,title,T2_TITLE_MATCH,medium,,,3.56625,324.2045455,0.55,9.99,B,MATCH,,https://www.efghousewares.co.uk/hobby-lemon-juicer,https://www.amazon.co.uk/dp/B0CFXB35C3,,
RYSONS BED MATTRESS COVER KING SIZE,Waterproof Mattress Protector King |40cm Extra Deep Fitted King Size Waterproof Bed Protector Topper | Non Noisy & Breathable Mattress Cover King Size Bed(152 X 200 +40CM),B09TTZ7G2W,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.560583333,142.7659717,1.944,11.95,B,MATCH,,https://www.efghousewares.co.uk/rysons-bed-mattress-cover-king-size-doo,https://www.amazon.co.uk/dp/B09TTZ7G2W,,
BLACK METALLIC MAILERS 230X340MM PK3,"Bubble Mailers 100 Pack, Metallic Foil Bubble Mailer Waterproof Self Seal Shipping Gold Silver Black or Pink, Padded Envelopes for Mailing Packaging (Black, 140x175mm)",B0CKLVW56Z,5061010000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.559,175.6663376,1.476,15.99,B,MATCH,,https://www.efghousewares.co.uk/black-metallic-mailers-230x340mm-pk3-117702,https://www.amazon.co.uk/dp/B0CKLVW56Z,,1
AUTO EXTREME RAPID DE-ICER 750ML,"Rapide Auto Extreme Car De-Icer Spray 750ml – Rapid Ice & Frost Remover for Windscreens, Fast-Acting Window Defroster, Winter Car Care Spray",B0G2YH92TX,5055320000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.55875,163.9976959,1.62,11.49,B,MATCH,,https://www.efghousewares.co.uk/auto-extreme-rapid-de-icer-750ml-119382,https://www.amazon.co.uk/dp/B0G2YH92TX,,1
AUTUMN PRINT COASTER  10X10CM,"Jones Home & Gift Set of 4 Natural Log Slice Hello Autumn Design Wood Coasters | Wooden Drinks Coaster Set - Cup Mug Table Mats Dining Deco, Multicolor, 10cm x 10cm x 1.2cm",B0BC27CT9R,5024420000000,title,T2_TITLE_MATCH,medium,,,3.551666667,216.5650407,1.09,11.99,B,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/autumn-print-coaster-10x10cm-122283,https://www.amazon.co.uk/dp/B0BC27CT9R,Available (see Keepa data),1
GOLDEN OVER DOOR 5 HOOKS,"Over The Door Hooks - Heavy Duty Towel Rack with 5 Coat Hooks for Bedroom Kitchen, Gold Bathroom Decor",B0CY23V5FL,6923460000000,title,T2_TITLE_MATCH,medium,,,3.551666667,114.9406688,2.54,15.17,B,MATCH,,https://www.efghousewares.co.uk/golden-over-door-5-hooks-119727,https://www.amazon.co.uk/dp/B0CY23V5FL,,4
KINGAVON ALUMINIUM LED FLASHLIGHT 2D BATTERIES,Kingavon 1x Silver 5W LED Aluminium Torch - Bright Powerful High-Power Battery-Powered Hand Camping Walking Flashlight Light,B0CPYD2YRL,5017400000000,EAN,T1_EAN_EXACT,high,,,3.549583333,43.28760163,7.65,19.99,B,MATCH,,https://www.efghousewares.co.uk/kingavon-aluminium-led-flashlight-2d-batteries-109604,https://www.amazon.co.uk/dp/B0CPYD2YRL,,
ELBOW GREASE WACHINE MACHINE CLEANER ASSORTED 250ML,"Elbow Grease 6-Piece Blue Bundle Giftset Includes Dishwasher Cleaner 250ml, Glass Cleaner 500ml, All-Purpose Descaler 3 Pack, Microfibre Cloth, Toilet Cleaner 500g, Washing Machine Cleaner 250ml",B0FBRNDB6L,5053250000000,report_reconstruction,T2_TITLE_MATCH,high,,,3.545,199.1573034,1.23,14.49,B,MATCH,,https://www.efghousewares.co.uk/elbow-grease-wachine-machine-cleaner-250ml-106104,https://www.amazon.co.uk/dp/B0FBRNDB6L,,1
PYREX OPTIMA+ FRYING PAN 20CM,"Pyrex Optima + Forged Aluminium Frying Pan 22 cm, Black,4937811",B083MKB78V,3426470000000,EAN,T1_EAN_EXACT,high,,,3.545,37.71276596,8.85,23.55,B,MATCH,,https://www.efghousewares.co.uk/pyrex-optima-frying-pan-20cm,https://www.amazon.co.uk/dp/B083MKB78V,Available (see Keepa data),6
BRIGHT & HOMELY 7 DIAL SPRAY GUN,"PMS 952016 Expanding Hose With 7 Dial Spray Gun 15m/50ft | 1pc. Accessory, Green",B08XQTYPD2,5050800000000,title,T2_TITLE_MATCH,medium,,,3.535,151.7167382,1.78,13.17,B,MATCH,,https://www.efghousewares.co.uk/bright-homely-7-dial-spray-gun-120466,https://www.amazon.co.uk/dp/B08XQTYPD2,,5
