SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category
ASHLEY WARDROBE DEHUMIDIFIER BAG  LEMON,Ashley Scented Wardrobe Dehumidifier Bag - Lemon Scented,5017403134152,,B0D5HZFQ5V,1.008,7.99,1.8595833333333336,133.78297362110314,,TIER_3_NEEDS_REVIEW,35,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.83, shared=5),Brand match: ashley",false,https://www.efghousewares.co.uk/ashley-wardrobe-dehumidifier-bag-lemon-109442,https://www.amazon.co.uk/dp/B0D5HZFQ5V,,Candles Air Fresheners Diffuse
ELYSIUM SPA AROMA ESS OIL 10ML FRANKINCENSE,Elysium Spa Essential Aroma Destress Oil,5020535015183,,B09BW491SF,1.08,5.7,0.1774999999999994,12.241379310344788,,TIER_3_NEEDS_REVIEW,35,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.60, shared=4),Brand match: elysium",false,https://www.efghousewares.co.uk/elysium-spa-aroma-ess-oil-10ml-destress,https://www.amazon.co.uk/dp/B09BW491SF,,Candles Air Fresheners Diffuse
CLEAR GLASS FLOWER POT SHAPE CANDLE,Assorted Clear Glass Flower Pot Shape 180G Wax Scented Candle by Market Street,5025572198486,,B07J4QS5DX,1.812,6.46,0.1058333333333334,5.137540453074439,,TIER_3_NEEDS_REVIEW,25,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.62, shared=6)",false,https://www.efghousewares.co.uk/clear-glass-flower-pot-shape-candle-120072,https://www.amazon.co.uk/dp/B07J4QS5DX,,Candles Air Fresheners Diffuse
TIDYZ SWING BIN LINERS 20 BAGS WHITE TIE HANDLE 50L,TidyZ 20 x Extra Strong Swing Bin Liners with Tie Handles Refuse Sacks White 50 Litres - 90 x 120cm (20 Bags),5025364000607,,B08RZDYZGY,0.768,8.99,2.7679166666666664,232.59803921568624,,TIER_3_NEEDS_REVIEW,20,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Moderate title match (sim=0.52, shared=7),Brand match: tidyz",false,https://www.efghousewares.co.uk/tidyz-20-white-swing-bin-liners-handle,https://www.amazon.co.uk/dp/B08RZDYZGY,,Bin Bag Carrier Bag Paper Bag
PAN AROMA CANDLE 2PK ORCHID&FLUFFY TOWL EACH,Pan Aroma Glass Candle Set of 2 Fresh Linen and Jasmine,5050375106468,,B005HI2N96,1.08,7.75,1.6295833333333338,112.3850574712644,,TIER_3_NEEDS_REVIEW,20,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Moderate title match (sim=0.51, shared=3),Brand match: pan",false,https://www.efghousewares.co.uk/pan-aroma-candle-2pk-orchid-fluffy-towl-each,https://www.amazon.co.uk/dp/B005HI2N96,,Candles Air Fresheners Diffuse
CAROLINE PAPER TABLE COVERS WHITE 1320,Caroline Packaging Paper Tablecover White Pack of 2 for Disposable Party Tableware,5012145005333,,B00111OC06,0.876,4.99,0.4583333333333341,35.80729166666673,,TIER_3_NEEDS_REVIEW,20,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Moderate title match (sim=0.55, shared=3),Brand match: caroline",false,https://www.efghousewares.co.uk/caroline-paper-table-covers-white-1320-sp-,https://www.amazon.co.uk/dp/B00111OC06,,Disposable Tableware
UNIQUE PLATES GOLD 7IN SQUARE 16PCS,Unique 33240EU - Eco-Friendly Square Paper Plates - 18 cm - Gold Colour - 16 Count (Pack of 1),11179006458,11179006458,B097TVBZQ3,1.464,5.85,0.4950000000000001,27.966101694915256,,TIER_3_NEEDS_REVIEW,20,NO_SUPPLIER_EAN,"No supplier EAN,Moderate title match (sim=0.41, shared=4),Brand match: unique",false,https://www.efghousewares.co.uk/unique-plates-gold-7in-square-16pcs-113313,https://www.amazon.co.uk/dp/B097TVBZQ3,,Disposable Tableware
MARKSMAN INSULATED SCREWDRIVERSET 4PC,Marksman 4Pc Insulated Screwdriver Set Red,5038673542430,,B0CGNSBP58,1.14,5.99,0.3329166666666667,22.19444444444445,,TIER_3_NEEDS_REVIEW,20,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Moderate title match (sim=0.86, shared=3),Brand match: marksman",false,https://www.efghousewares.co.uk/marksman-insulated-screwdriverset-4pc-d00,https://www.amazon.co.uk/dp/B0CGNSBP58,,Diy   Tools
DRI AIRE DEHUMIDIFIER WALL MOUNTED EASY STICK WITH 2 X 180G REFILL BAGS,"Dri Aire Easy Stick Wall Mounted Dehumidifier With 2 × 180g Refill Bags For Reliable Moisture Absorption In Small Enclosed Spaces Using A Cleanly Removable, Power-Free And Reusable Design",5055441468563,,B0G2MJ5TGR,5.244,10.95,0.4262499999999993,8.663617886178848,,TIER_3_NEEDS_REVIEW,20,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Moderate title match (sim=0.36, shared=10),Brand match: dri",false,https://www.efghousewares.co.uk/dri-aire-dehumidifier-wall-mounted-easy-stick-with-2-x-180g-refill-bags-126446,https://www.amazon.co.uk/dp/B0G2MJ5TGR,,Air Fresheners
