RowID,ASIN,SupplierEAN,AmazonEAN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month
1099,B07R99H8KK,5016064115777,,PLAYWRITE  CHRISTMAS CYO MASKS,Playwrite Pack of 12 Christmas design cardboard masks,https://www.efghousewares.co.uk/playwrite-christmas-cyo-masks-102195,https://www.amazon.co.uk/dp/B07R99H8KK,0.336,4.99,0.294583333333333,35.4919678714859,50
1103,B009SJXB32,5026180033572,5026180033572,APOLLO VINEGAR SHAKER,"apollo THE HOUSEWARES BRAND 3357 Glass Vinegar Shaker, Clear 15 x 5.5 x 5.5 cm",https://www.efghousewares.co.uk/apollo-vinegar-shaker,https://www.amazon.co.uk/dp/B009SJXB32,0.936,6.58,0.463333333333332,34.8370927318295,50
1137,B01CMHNDKC,5060386422662,,BLUE CANYON ROUND WALL MIRROR WHITE,"Blue Canyon Round Mirror, 40 cm Length x 40 cm Width, White",https://www.efghousewares.co.uk/blue-canyon-round-wall-mirror-white-114250,https://www.amazon.co.uk/dp/B01CMHNDKC,6.84,14.95,1.92958333333333,30.8733333333333,50
1147,B00JITHXRM,5029594103718,5029594112017,ROLSON CLAW HAMMER FIBREGLASS 8OZ,Rolson 11201 8oz Stubby Claw Hammer,https://www.efghousewares.co.uk/rolson-claw-hammer-fibreglass-8oz-108560,https://www.amazon.co.uk/dp/B00JITHXRM,2.892,8.09,0.861666666666667,29.1103603603603,300
1155,B073VPL2VQ,5027785817369,5027785811817,ULTRATAPE PICTURE FRAME TAPE 24MMX50M,Ultratape | Picture Frame Tape | 48mm x 33m,https://www.efghousewares.co.uk/ultratape-picture-frame-tape-24mmx50m,https://www.amazon.co.uk/dp/B073VPL2VQ,1.152,6.53,0.431666666666667,28.5871964679912,50
1156,B0DN1HXF9B,3426470301268,,PYREX AIR FRYER SQUARE DISH 20X17CM,PYREX PREPWARE â€“ Square Glass Dish 20 x 17 cm â€“ 1 L,https://www.efghousewares.co.uk/pyrex-air-fryer-square-dish-20x17cm-121640,https://www.amazon.co.uk/dp/B0DN1HXF9B,3.696,9.99,1.03625,28.5468319559228,50
1157,B0042FBWQ0,26102251102,26102251102,CARAFE .5LT GLASS,"Arcoroc ARC C0199 Carafon Vin Carafe, Glass, transparent, 580 ml",https://www.efghousewares.co.uk/carafe-5lt-glass,https://www.amazon.co.uk/dp/B0042FBWQ0,2.556,8.99,0.761666666666667,28.4203980099502,50
1165,B07VC8TFB8,5010853253428,,KILNER BOTTLE SQUARE 1LTR,"Kilner Clip Top Bottle, 1 Litre",https://www.efghousewares.co.uk/kilner-bottle-square-1ltr,https://www.amazon.co.uk/dp/B07VC8TFB8,3.252,9.29,0.910416666666666,27.9268916155419,50
1167,B00ABJQTPU,5032759027644,,"AMTECH POINTING TROWEL 150M(6"") WITH SOFT GRIP","Amtech G0230 150mm (6"") Pointing trowel with soft grip",https://www.efghousewares.co.uk/amtech-pointing-trowel-150m-6-with-soft-grip-111533,https://www.amazon.co.uk/dp/B00ABJQTPU,2.064,7.49,0.625416666666666,27.5513950073421,50
1168,B0BYKDX25N,5010303194424,5010303180588,FAIRY MAX POWER SOAP DISPENSING DISH BRUSH & REFILLS 3PCS,Fairy Soap Dispensing Dish Brush,https://www.efghousewares.co.uk/fairy-max-power-soap-dispensing-dish-brush-refills-3pcs-120966,https://www.amazon.co.uk/dp/B0BYKDX25N,1.2,6.57,0.425,27.4193548387097,50
1173,B07YQ5HFFN,5030481940088,5030481940088,PPS ROUND 40 DOYLEYS 21CM,"40 X White Round LACE DOYLEYS - 22cm/8.5"" Quality Disposable Paper mats Great for Entertaining and Parties",https://www.efghousewares.co.uk/pps-round-40-doyleys-21cm,https://www.amazon.co.uk/dp/B07YQ5HFFN,0.672,4.28,0.296666666666666,26.7267267267267,700
1175,B006A7D1O4,5029594522380,5029594522458,ROLSON PLASTERING TROWEL 280X115MM,"Rolson 52245 Smooth Plastering Trowel, Multi, 280 x 120 mm",https://www.efghousewares.co.uk/rolson-plastering-trowel-280x115mm-123594,https://www.amazon.co.uk/dp/B006A7D1O4,2.676,9.29,0.741666666666666,26.6786570743405,100
1193,B007MO0FIO,5010853173566,,KILNER PRESERVE JAR 0.25LTR SCREW LID,Kilner Preserve Jar 0.25L (250ml) Round Glass Screw Top Lid Preservation Storage Jar for Jams Jellies Chutneys,https://www.efghousewares.co.uk/kilner-preserve-jar-0-25ltr-screw-lid,https://www.amazon.co.uk/dp/B007MO0FIO,1.44,7.12,0.403333333333333,23.047619047619,50
1198,B08G1Q1L46,5038135558504,,BAKER & SALT SWISS ROLL TRAY,Baker & Salt Non-Stick Swiss Roll Tray 32 x 23.5 x 1cm,https://www.efghousewares.co.uk/baker-salt-swiss-roll-tray-80326,https://www.amazon.co.uk/dp/B08G1Q1L46,3.22799999999999,8.99,0.717916666666666,22.1579218106995,600
1209,B07NNY768K,5012823030916,,FALCON ENAMEL ROUND PIE DISH  26CM,FALCON Round Pie Dish White 26CM,https://www.efghousewares.co.uk/enamel-26cm-round-pie-dish-2020-106321,https://www.amazon.co.uk/dp/B07NNY768K,4.464,10.69,0.892083333333333,20.891881342701,50
1210,B0111N9Z1O,5039295201040,5039295201040,HOUSE MATE STAINLESS STEEL CLEANER & POLISH,House Mate Stainless Steel Cleaner and Polisher 400ml (Pack of 1),https://www.efghousewares.co.uk/house-mate-stainless-steel-cleaner-polish,https://www.amazon.co.uk/dp/B0111N9Z1O,3.888,10.43,0.791666666666665,20.8883025505716,50
1215,B0DPQVJ4NW,5010792749549,5010792749549,HIGHLAND COW PLAQUE FRIENDS,Lesser & Pavey Love & Affection Highland Cow Wooden Plaque - Friends For Home Decor & Gift | Wooden and Acrylic Plaques For Home and Office | Ideal Signs & Plaque Birthday Gifts For Women & Men,https://www.efghousewares.co.uk/highland-cow-plaque-friends-116502,https://www.amazon.co.uk/dp/B0DPQVJ4NW,6.588,14.99,1.24166666666666,20.5573951434878,400
1225,B00HMDJD38,5032759005864,,AMTECH TELESCOPIC PICKUP TOOL,Amtech S8006 3 LED telescopic torch and magnetic pick up tool,https://www.efghousewares.co.uk/amtech-telescopic-pickup-tool,https://www.amazon.co.uk/dp/B00HMDJD38,2.724,7.19,0.541666666666667,19.2080378250591,100
1236,B0FQK17X7F,5010792542737,5010792542737,GEL  LED CANDLE FESTIVE ROBIN,Macneil Christmas Robin LED Gel Candle,https://www.efghousewares.co.uk/gel-led-candle-festive-robin-120514,https://www.amazon.co.uk/dp/B0FQK17X7F,7.728,15.1,1.29583333333333,18.5383881735813,50
1248,B09J3T86D8,5050565795922,,ELF ARRIVAL ENVELOPE OUTFIT,Christmas Naughty Elf Arrival Clothes - Plush Snowman Outfit,https://www.efghousewares.co.uk/elf-arrival-envelope-outfit-122755,https://www.amazon.co.uk/dp/B09J3T86D8,1.944,6.99,0.371249999999999,17.1082949308755,50
1249,B0FMS875KH,5010792542676,5010792542676,CHRISTMAS LAPTRAY  ROBINS,Cushioned Lap Tray - Christmas Robins Design,https://www.efghousewares.co.uk/christmas-laptray-robins-120560,https://www.amazon.co.uk/dp/B0FMS875KH,9.204,16.99,1.40458333333333,17.0873884833738,50
1252,B008FNVJEU,5014353089266,,KILROCK SERVICE-PRO COFFEE MACHINE DESCALER 150ML(SOLD EACH),"Kilrock Service Pro Coffee Machine Descaler & Cleaner 2 x 150ml - Suitable for both automatic and manual machines - Leaves no residue, odours or aftertaste, Black",https://www.efghousewares.co.uk/kilrock-espresso-descaler-2x150ml,https://www.amazon.co.uk/dp/B008FNVJEU,3.96,9.73,0.632083333333333,16.4177489177489,100
1255,B00ABJQTPU,5032759038138,5032759027644,AMTECH TROWEL MARGIN - SOFT GRIP5X2,"Amtech G0230 150mm (6"") Pointing trowel with soft grip",https://www.efghousewares.co.uk/amtech-trowel-margin-soft-grip5x2,https://www.amazon.co.uk/dp/B00ABJQTPU,2.004,7.49,0.351666666666667,15.8408408408408,50
1257,B008F7YP9C,5019200117338,5019200117338,PRODEC CAULKER 12 INCH,"ProDec 12"" Flexible Caulker Blade for Fast, Efficient Application of Fillers and Caulk and Smoothing of Wallpaper",https://www.efghousewares.co.uk/prodec-caulker-12-inch,https://www.amazon.co.uk/dp/B008F7YP9C,4.572,9.63,0.684999999999999,15.7110091743119,50
1277,B00KB225MS,5013159300353,5013159300353,ELLIOTT WINDOW SQUEEGE 20CM,"Elliott Multi-Purpose Window Squeegee perfect for streak free cleaning on Windows, shower screens, cars and mirrors, Aluminium frame housing a 20cm rubber squeegee with an ergonomic Grey Handle.",https://www.efghousewares.co.uk/elliott-window-squeege-20cm,https://www.amazon.co.uk/dp/B00KB225MS,1.836,6.64,0.293333333333333,14.102564102564,200
1282,B007IGLUIK,5060187173633,5060187173633,MIRROR BLUE CANYON SQUARE PLASTIC MIRROR,Blue Canyon - 18cm Free Standing Square Mirror - White Colour - Perfect for Shaving and Applying Makeup - One Side with 2x Magnification - Double Sided Multipurpose Mirror - BA2046,https://www.efghousewares.co.uk/mirror-blue-canyon-square-plastic-mirror,https://www.amazon.co.uk/dp/B007IGLUIK,3.096,8.25,0.434999999999999,13.8977635782747,100
1290,B001V9T690,5010618043103,,EVERBUILD JET RAPID SET CEMENT 3KG,"Everbuild Jetcem Deep Rapid Repair Sand and Cement, Grey, 6 kg",https://www.efghousewares.co.uk/everbuild-jet-rapid-set-cement-3kg,https://www.amazon.co.uk/dp/B001V9T690,4.632,10.44,0.574999999999999,13.0385487528344,50
1300,B0D8QFWZ7N,5055361711091,5056699407144,MEMORIAL PLASTIC SPIKE SPECIAL MUM & DAD,Mum And Dad - Plastic Spike Memorial Grave Vase With Butterfly Decoration,https://www.efghousewares.co.uk/memorial-plastic-spike-special-mum-dad-110887,https://www.amazon.co.uk/dp/B0D8QFWZ7N,1.776,7.25,0.251666666666667,12.3973727422003,50
1327,B000OTPWNC,5017403013167,5017403013181,ASHLEY CASH BOX 4.5 INCH,Ashley - Metal Cash Box - 20.5cm - Red,https://www.efghousewares.co.uk/ashley-4-5-cash-box-cb110,https://www.amazon.co.uk/dp/B000OTPWNC,3.564,10.15,0.308333333333333,8.7594696969697,100
1331,B099X92QGG,5013159004428,5013159004428,ELLIOTTS GLASS SPRAY BOTTLE BROWN480ML,"Elliott 480ml Brown Glass Spray Bottle, Manufactured from Recycled Glass and featuring a locking trigger action spray Mechanism, Ideal for use for Cleaning, Watering Plants and many other uses",https://www.efghousewares.co.uk/elliotts-glass-spray-bottle-brown480ml,https://www.amazon.co.uk/dp/B099X92QGG,2.436,7.27,0.218333333333333,8.46253229974159,100
