RowID,is_exact_ean_strict,EAN_digits,EAN_OnPage_digits,EAN_digits_normalized,EAN_OnPage_digits_normalized,EAN_strict_valid,EAN_OnPage_strict_valid,Pack_Verdict,Adjusted_Profit,NetProfit,ROI,Qty_Ratio,Sup_Qty,Amz_Qty,title_match,sales,MLS,MLS_band,SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT
480,False,5029594210737,4003773033813,5029594210737,4003773033813,True,True,1:1 Match,16.1983333333333,16.1983333333333,256.302742616033,1.0,1.0,1.0,0.43636363636363634,50,62,NEEDS VERIFICATION,ROLSON DIAGONAL CUTTING PLIER VDE INSULATED 180MM,"KNIPEX 70 06 180 Diagonal Cutter chrome plated insulated with multi-component grips, VDE-tested 180 mm Multicoloured",5029594210737.0,4003773033813.0,B0001P0CC0,6.92399999999999,35.95
481,False,6923456812376,5060914442926,6923456812376,5060914442926,True,True,BUNDLE (6x),-0.7216666666666698,2.99833333333333,256.267806267806,6.0,1.0,6.0,0.1958762886597938,300,53,NEEDS VERIFICATION,ADORN GLASS JAR 250ML,"Glass Mason Jars with Lids - Set of 6 250ml Air Tight Jars for Overnight Oats, Homemade Jam - Sturdy Glass Jar with Lid for Honey, Pickling, Preserving, Food Storage (250ml)",6923456812376.0,5060914442926.0,B0CRZ2RBL4,0.744,10.99
482,False,8901810001893,,8901810001893,,True,False,1:1 Match,6.40625,6.40625,255.229083665338,1.0,1.0,1.0,0.22119815668202766,50,84,HIGH LIKELIHOOD,HEM INCENSE STICKS LEMON,"HEM Incense Sticks - 18 unique and premium flavours - Such as but not limited to Sandalwood, Lavender, White Sage, Patchouli, Coconut Mango, Good Health, Lemon Grass with SAMASIA incense holder",8901810001893.0,,B098BLNN9L,2.352,15.99
483,False,5056283871153,5060551221939,5056283871153,5060551221939,True,True,1:1 Match,7.83,7.83,255.048859934853,1.0,1.0,1.0,0.24034334763948498,800,70,NEEDS VERIFICATION,ZODIAC GEL EYE MASK AND FACE ROLLER SET,Medi Grade Cooling Face Mask set with Cooling Eye Mask for Puffy Eyes and Insulated Thermo-bag - Soothing Gel Ice Face Mask and Eye Ice Mask for Dark Circles and Puffiness - Cold Face Relaxation,5056283871153.0,5060551221939.0,B086JDVKBJ,3.024,19.98
484,False,501530204402,,501530204402,,False,False,Pack math uncertain - verify manually,2.8065833333333297,3.24458333333333,253.483072916666,1.5,40.0,60.0,0.2621359223300971,200,85,HIGH LIKELIHOOD,ALL PURPOSE CLEANING PET WIPES 40 PACK,X 60 Pack All Purpose PET WIPES for daily Cleaning of your Dogs and Cats Deodorizing ALCOHOL FREE and WET Moist Dog Paw Cleaner & Dog Ear Cleaner Wipes Pack (240 Wipes),501530204402.0,,B08LML3X1N,0.876,9.79
485,False,5029347610623,5016743105204,5029347610623,5016743105204,True,True,BUNDLE (3x),1.5150000000000001,3.795,253.0,3.0,1.0,3.0,0.18834080717488788,300,8,UNLIKELY,EVERBUILD M.P DBL TAPE DISP 5MTR,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5029347610623.0,5016743105204.0,B0D7T8LTNV,1.14,9.99
486,False,742288760312,5060880793978,742288760312,5060880793978,True,True,1:1 Match,5.78333333333333,5.78333333333333,252.54730713246,1.0,1.0,1.0,0.3288888888888889,50,73,NEEDS VERIFICATION,MAXIFRESH GLASS AIRTIGHT FOOD STORAGE CONTAINER ROUND 635ML,"Innoteck 4-Piece Round Glass Food Storage Container Set with Snap-Lock Airtight Lids â€“ Watertight, Heat & Cold Resistant, Microwave, Oven, Freezer & Dishwasher Safe",742288760312.0,5060880793978.0,B0CPYNMT81,2.088,18.94
487,False,5052516113564,,5052516113564,,True,False,1:1 Match,5.90499999999999,5.90499999999999,252.350427350427,1.0,1.0,1.0,0.16666666666666666,50,37,POSSIBLE,SMART CHOICE CERAMIC PET BOWL,"CEEFU Extra Wide Elevated Cat Bowls - Ceramic Cat Food Bowl 6.2"" Raised Cat Food Bowls Elevated Shallow Cat Food Dish, Whisker Fatigue, Lead & Cadmium Free, 5"" Good Height for Cat Feeding, Sage Green",5052516113564.0,,B0BNXKRV65,2.148,18.99
488,False,742288771509,,742288771509,,True,False,1:1 Match,8.23999999999999,8.23999999999999,251.987767584097,1.0,1.0,1.0,0.13574660633484162,100,5,UNLIKELY,CONCORD GLASS MUG 6PCE,"SEYMAC stock Case for iPad 9th/8th/7th Generation (10.2 Inch) 2021/2020/2019, Heavy Duty Shockproof with Screen Protector, 360Â° Rotating Stand/Hand Strap, Pencil Holder & Shoulder Strap, Camo+Purple",742288771509.0,,B0CB18M2CM,3.264,21.24
489,False,,748743253900,,748743253900,False,True,BUNDLE (12x),-3.9549999999999996,2.645,251.904761904762,12.0,1.0,12.0,0.18811881188118812,500,53,NEEDS VERIFICATION,MIRROR BALL BAUBLE 6CM RED,"12pcs Colorful Christmas Baubles Setï¼ŒXmas Baubles 6cm/2.4 in Shiny Disco Ball Set for Christmas Treeï¼ŒHoliday Party Home Store Decorationsï¼ˆSilvery,Red,Pink,Green,Goldenï¼‰",,748743253900.0,B0FJY6WN8R,0.6,9.99
490,False,5030481984402,717020272422,5030481984402,717020272422,True,True,BUNDLE (4x),0.7146666666666599,2.94666666666666,251.851851851852,4.0,1.0,4.0,0.20853080568720378,100,38,POSSIBLE,PPS SERVING 5 SECTION TRAY,"Serving Dishes & Platters Compartment Trays with 5 Sections, 4 Pack Serving Platters for Parties, Reusable Plastic Snack Tray Serving Trays for Snacks Fruit Candies Dessert Nibbles Nuts",5030481984402.0,717020272422.0,B0DDCH6R7L,0.744,9.98
491,False,5026180029964,5060984121097,5026180029964,5060984121097,True,True,1:1 Match,7.505,7.505,251.845637583892,1.0,1.0,1.0,0.1452513966480447,200,36,POSSIBLE,APOLLO BAT CHOPPING BOARD,"OTOTO Cutting Board - Wooden & Plastic Cutting Boards for Kitchen, Fun & Spooky Kitchen Gadgets, Housewarming & Goth Gifts, Dishwasher Safe (Bat, Plastic)",5026180029964.0,5060984121097.0,B0D5BDL8BT,2.916,19.95
492,False,50304811690067,5060670130181,50304811690067,5060670130181,True,True,1:1 Match,3.88166666666666,3.88166666666666,250.430107526881,1.0,1.0,1.0,0.20930232558139536,300,83,HIGH LIKELIHOOD,ECO BAMBOO DISH BRUSH,"eplanita Natural Dish Brush, 3 Replacement Heads, Kitchen Eco Bamboo Scrubber Brushes, Extra Plant Sponge, Plastic Free Washing Up, Zero Waste Cleaning",50304811690067.0,5060670130181.0,B08688KYF6,1.2,11.99
493,False,6923456818682,604565842879,6923456818682,604565842879,True,True,Pack math uncertain - verify manually,3.7780000000000005,4.105,250.30487804878,1.25,80.0,100.0,0.2396694214876033,400,85,HIGH LIKELIHOOD,AIR FRYER PAPER LINER  ROUND 20X4.5CM 50PCE,"Round Air Fryer Liners Disposable 100Pcs - Air Fryer Liners Round 8 inch for Ninja, Tefal and More - Disposable Round Parchment Paper Liners for Air Fryers | High-Temperature Resistant and Unbleached",6923456818682.0,604565842879.0,B0CHBGWTH9,1.308,12.99
494,False,5060899563036,,5060899563036,,True,False,1:1 Match,48.82625,48.82625,249.24068402246,1.0,1.0,1.0,0.17391304347826086,50,7,UNLIKELY,FRAMED ART - MANCHESTER UNITED OLD TRAFFORD 70CM X 30CM,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",5060899563036.0,,B0DN6BWS36,22.848,99.99
495,False,8694169938148,702103825879,8694169938148,702103825879,True,True,1:1 Match,4.085,4.085,249.085365853658,1.0,1.0,1.0,0.18705035971223022,100,7,UNLIKELY,"ISTANBUL SERVING BOWL 8""","Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169938148.0,702103825879.0,B0D8WL7Z3L,1.308,12.99
496,False,6923456821194,,6923456821194,,True,False,BUNDLE (8x),-3.9483333333333404,3.61166666666666,249.080459770114,8.0,1.0,8.0,0.1724137931034483,50,37,POSSIBLE,DEEP PLATE 8 INCH,"Wrova Unbreakable Plastic Plates Set of 8-8 Inch Reusable Deep Plates for Kitchen, Dishwasher & Microwave Safe, Kitchen Set for Snacks & Desserts (Vivid Mix)",6923456821194.0,,B0DXTHT5P7,1.08,11.99
497,False,5055706681058,840095878654,5055706681058,840095878654,True,True,SPLIT - verify allowed,3.88166666666666,3.88166666666666,248.824786324786,0.5,2.0,1.0,0.4,50,61,NEEDS VERIFICATION,WOODEN HANGERS 2 PACK,"Amazon Basics 20 Bar Wooden Tie Hanger & Belt Rack, 2-Pack, 16 cm, Natural",5055706681058.0,840095878654.0,B096W1VD2X,1.212,11.99
498,False,5025301365790,,5025301365790,,True,False,1:1 Match,33.6262499999999,33.6262499999999,248.347488921713,1.0,1.0,1.0,0.4088888888888889,500,91,HIGH LIKELIHOOD,QUEST EXPRESSO COFFEE EXPRESSO MACHINE WITH MILK FROTHER,Quest 36569 Espresso Coffee Machine With Milk Frother / 1.2L Water Tank and Drip Tray/Steam Ready and Temperature Indicator/For Ground Coffee Beans / 15 Bars of Pressure,5025301365790.0,,B0B3F548G7,15.588,69.99
499,False,5050796010023,,5050796010023,,True,False,Pack math uncertain - verify manually,0.9212499999999997,4.84125,248.26923076923,3.3333333333333335,30.0,100.0,0.29045643153526973,50,87,HIGH LIKELIHOOD,BRIGHT & HOMELY TEALIGHT CANDLES 30 PACK 5 HOUR BURN TIME,"Unscented Tea Lights,8 Hour Burn Time (3.8cm D x 1.8cm H),Smoke-Free,Clean Bright Flame â€“ Long-Lasting Wax Tealight Candles, Ideal for Weddings,Home DÃ©cor,Aromatherapy (Pack of 100)",5050796010023.0,,B0DPXJL1B9,1.68,12.99
500,False,9333527629203,,9333527629203,,True,False,1:1 Match,4.84125,4.84125,248.26923076923,1.0,1.0,1.0,0.2608695652173913,300,60,NEEDS VERIFICATION,FESTIVE MAGIC SANT SLEIGH FELT BUCKET,Festive Childrens Holding DIY Sleigh - Large Xmas Home Decoration Ideal for Small Presents or Stocking Fillers - Kids Christmas Eve Box or Gift Bag,9333527629203.0,,B0DM9FNQ9R,1.68,12.99
501,False,5015302427887,,5015302427887,,True,False,BUNDLE (4x),-0.27433333333334,4.98166666666666,247.844112769485,4.0,1.0,4.0,0.14545454545454545,100,66,NEEDS VERIFICATION,GLASS MUG PLAIN CLEAR 15OZ,"ComSaf 300ml Glass Coffee Cups Set of 4, Clear Glass Coffee Cup with Big Handle, Borosilicate Glass Mug for Coffee Tea Milk Juice or Hot Cold Beverages, Crystal Drinking Glass for Birthday Party",5015302427887.0,,B0FFHDXQ5Q,1.752,14.99
502,False,6260573003134,,6260573003134,,True,False,BUNDLE (6x),-2.17833333333334,3.82166666666666,246.559139784946,6.0,1.0,6.0,0.25925925925925924,200,85,HIGH LIKELIHOOD,OPAL ROUND DINNER PLATE 27CM WHITE,"Best House | 6 Pcs Opalware Dinner Plates Round | 10""/25.5 cm | Set of 6 Pcs | White | Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",6260573003134.0,,B0DR2XPS27,1.2,14.99
503,False,5010853075914,,5010853075914,,True,False,1:1 Match,8.49333333333333,8.49333333333333,246.183574879227,1.0,1.0,1.0,0.4666666666666667,50,94,HIGH LIKELIHOOD,KILNER 1LTR SQUARE CLIP TOP JAR (SP),6 x Kilner Clip Top Glass Storage Jar - Square 1 Litre,5010853075914.0,,B00L9YF7S6,3.48,25.3
504,False,5026180012683,,5026180012683,,True,False,BUNDLE (6x),-14.1495833333334,12.0104166666666,244.611337406653,6.0,1.0,6.0,0.23255813953488372,100,39,POSSIBLE,APOLLO SLATE PLACE MATS,Navaris Natural Slate Serving Plates - Set of 6 Slate Place Mat Serving Trays - Medium Rectangular Stone Table Mat Serving Platter Tiles - 30 x 20 cm,5026180012683.0,,B085LF2GYC,5.232,27.29
505,False,5026180085823,,5026180085823,,True,False,BUNDLE (2x),2.499,3.615,244.256756756756,2.0,1.0,2.0,0.14953271028037382,500,36,POSSIBLE,APOLLO FOOD TONGS 31CM,"Hotec 12-Inch Stainless Steel Tongs, Multipurpose Tweezer Food Tongs Stainless Steel Steak Clip BBQ Long Tweezer Tongsg, Grilling and Baking, Cooking Tweezers Precision Serrated Tips, Set of 2",5026180085823.0,,B0B9M7N2YG,1.116,9.99
506,False,615867839078,767461986853,615867839078,767461986853,True,True,BUNDLE (4x),-0.17566666666666997,4.46833333333333,242.84420289855,4.0,1.0,4.0,0.2583732057416268,100,85,HIGH LIKELIHOOD,PLASTIC CLEAR ROUND 6 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",615867839078.0,767461986853.0,B0F28RTFV4,1.548,13.99
507,False,5030481985386,,5030481985386,,True,False,1:1 Match,15.34625,15.34625,242.820411392405,1.0,1.0,1.0,0.1095890410958904,100,4,UNLIKELY,PPS BAGASSE 50 FOOD BOX 1000ML,"Wireless Gaming Headset for PS5, PS4, PC, Switch, Mac, 2.4 GHz Wireless & 5.4 Bluetooth Gaming Headphones with Mic ENC Noise Cancelling, 50mm Drivers, 3D Stereo Sound, 50H Battery, Foldable",5030481985386.0,,B0FRFRH3SG,6.92399999999999,33.99
508,False,883314714661,733968644107,883314714661,733968644107,True,True,1:1 Match,4.73166666666666,4.73166666666666,242.649572649572,1.0,1.0,1.0,0.16483516483516483,50,7,UNLIKELY,DIWALI DINNER PLATE GREY 25CM,"Music Theory Key Concepts Wheel, Guitar, Piano, Accelerated Learning Tool, Understand Chords, Scales, Keys - FAST! No Music Reading Needed. New for 2025.",883314714661.0,733968644107.0,B0DTBVMRSS,1.68,11.99
509,False,5030481960178,5060659230123,5030481960178,5060659230123,True,True,1:1 Match,2.83833333333333,2.83833333333333,242.592592592592,1.0,1.0,1.0,0.40310077519379844,300,76,HIGH LIKELIHOOD,PPS PLASTIC DRINK SHOT 30 GLASSES 30ML,100 Plastic Shot Glasses - Multi Use Crystal Clear Hard Plastic Sampling Cups - 30ml - 1 oz,5030481960178.0,5060659230123.0,B07T68VD2Y,0.744,9.79
510,False,5025301757007,,5025301757007,,True,False,1:1 Match,9.31166666666666,9.31166666666666,241.861471861471,1.0,1.0,1.0,0.1864406779661017,200,82,HIGH LIKELIHOOD,THE CHRISTMAS WORKSHOP 40 FAIRY LIGHTS  CLEAR,40M 800 LED Fairy Lights Outdoor Christmas Lights Plug in Clear Wire String Lights with Remote Timer 8 Modes Waterproof for Outside Garden Tree Yard Patio Party Wedding Decorations-Warm White,5025301757007.0,,B0FP2FYNHZ,3.96,23.99
511,False,5030481930089,5060309625736,5030481930089,5060309625736,True,True,1:1 Match,2.935,2.935,240.573770491803,1.0,1.0,1.0,0.2727272727272727,50,56,NEEDS VERIFICATION,PPS FOIL PIE 4 PLATTERS ROUND,Bakery Direct 50 Round Aluminium foil Pie foils/Dishes in 4 Colours! (Red/Silver),5030481930089.0,5060309625736.0,B07JZ17JHL,0.804,9.99
512,False,5023674227363,791107827279,5023674227363,791107827279,True,True,1:1 Match,6.97,6.97,238.698630136986,1.0,1.0,1.0,0.08653846153846154,100,0,UNLIKELY,COUNTRY CLUB POP-UP LAUNDRY HAMPER GEO DESIGN ASSORTED COLOURS,"Carpenters Squares Tool, Preciva Combination Square12 Inch/300mm, Stainstainless Steel Angle Ruler, Woodworking Toolkit L Shape (Carpenter Square)",5023674227363.0,791107827279.0,B09QXDZXCP,2.844,18.0
513,False,5038673230030,,5038673230030,,True,False,BUNDLE (3x),1.3010000000000002,3.245,238.60294117647,3.0,1.0,3.0,0.2857142857142857,100,56,NEEDS VERIFICATION,PRIMA WASHING UP 3 BRUSHES,"3 PCS Dish Brushes for Washing Up,Durable Bristle Long Handle Washing Up Brush Ideal for Deep Cleaning Kitchen and Sink Red Yellow Blue",5038673230030.0,,B0F4KRYKMZ,0.972,9.99
514,False,8719987853647,,8719987853647,,True,False,1:1 Match,3.78458333333333,3.78458333333333,238.024109014675,1.0,1.0,1.0,0.20388349514563106,400,60,NEEDS VERIFICATION,KNEELING PAD ASSORTED  CY8400030,"Green Haven Super Comfy Thick Garden Kneeling Pad - Comfortable Kneeling Pads for Gardening, Outdoor, Work, Soft EVA Foam Padding Mat, Perfect Knee Pads, Premium Knee Cushion",8719987853647.0,,B09TV3QXYQ,1.248,10.99
515,False,8692952100840,5055512159437,8692952100840,5055512159437,True,True,BUNDLE (12x),-29.640333333333345,8.11166666666666,237.878787878787,12.0,1.0,12.0,0.3356643356643357,400,73,NEEDS VERIFICATION,LAV FAME WINE GLASS 40CL PK3,LAV 12x Clear 400ml Lal Red Wine Glasses - Large Glass White Rose Long Stem Cocktail Party Drinking Goblet Gift Set,8692952100840.0,5055512159437.0,B087RLGF1Y,3.432,23.99
516,False,8711252416793,,8711252416793,,True,False,1:1 Match,9.475,9.475,237.468671679197,1.0,1.0,1.0,0.2564102564102564,500,10,UNLIKELY,DUNLOP FRONT & REAR LIGHT SET LED,DONYER POWER Convector Radiator Heater 2000W Room Heating with Adjustable Thermostat,8711252416793.0,,B0773HXND3,4.128,27.99
517,False,5056683919790,,5056683919790,,True,False,BUNDLE (30x),-22.36566666666667,3.03833333333333,237.369791666666,30.0,1.0,30.0,0.2903225806451613,50,42,POSSIBLE,JAUNTY PARTWARE CONFETTI GIFT BAG BOTTLE PK2,"jijAcraft 30PCS White Organza Wine Bags: 37x16cm Organza Bottle Gift Bags with Drawstring for Wine Glasses, Flip Flops, Wedding, Party Favours",5056683919790.0,,B0CDPLLJNP,0.876,7.99
518,False,5056295709499,,5056295709499,,True,False,BUNDLE (2x),3.01633333333333,4.76833333333333,237.230514096185,2.0,1.0,2.0,0.1951219512195122,100,53,NEEDS VERIFICATION,CASA & CASA SINK MAT CLEAR 41X33CM,"Top-spring Sink Mat, 2Pcs Kitchen Sink Protector Mat for Ceramic/Stainless Steel Sinks, Cut to Size Draining Mat 30 x 40cm (Clear)",5056295709499.0,,B0CCHPG9VB,1.752,13.99
519,False,5032759023806,,5032759023806,,True,False,1:1 Match,10.12875,10.12875,237.207259953161,1.0,1.0,1.0,0.1794871794871795,100,7,UNLIKELY,AMTECH DRILL CHUCK ADAPTOR/KEY 3PC SET,"304 Ink Cartridge Remanufactured for HP 304 Black Ink Cartridge, 304XL Black for Envy 5020 5010 5030 5032 5000, DeskJet 3720 2600 2633 2632, 3733 2634 3760, 3750 3735 3762, 2630 2620 2622 (2-Pack)",5032759023806.0,,B08XX11X5N,4.464,23.73
520,False,5025364005824,5025762919174,5025364005824,5025762919174,True,True,SPLIT - verify allowed,2.76666666666666,2.76666666666666,236.467236467236,0.2,5.0,1.0,0.673469387755102,500,100,HIGH LIKELIHOOD,TIDYZ WHEELY BIN LINERS 5 BAGS 300L,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,5025364005824.0,5025762919174.0,B07MGLHMWY,0.744,9.98
521,False,5060082726712,,5060082726712,,True,False,BUNDLE (4x),0.359,3.095,236.259541984732,4.0,1.0,4.0,0.09375,400,0,UNLIKELY,FOUR SEASONS PLASTIC 4 TONGS,"9â€ Kitchen Tongs, 4 Pcs Stainless Steel Tongs with Silicone Tips and Locking Clip, Non-Slip for Food, Cooking, BBQ, Serving, Salad, Ice, Heat Resistant Food Grade",5060082726712.0,,B0DGKMY6TP,0.912,9.99
522,False,5012128616754,,5012128616754,,True,False,SPLIT - verify allowed,3.27625,3.27625,235.70143884892,0.16666666666666666,18.0,3.0,0.23728813559322035,300,9,UNLIKELY,GIFTMAKER CARD PEG HOLDERS NOVELTY PACK OF 18,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5012128616754.0,,B0D7T8LTNV,1.008,9.99
523,False,6923456815117,5060784780081,6923456815117,5060784780081,True,True,1:1 Match,2.82833333333333,2.82833333333333,235.694444444444,1.0,1.0,1.0,0.2153846153846154,50,69,NEEDS VERIFICATION,ADORN GLASS OIL DISPENSER 250ML,Olietta Oil Dispenser Borosilicate Glass Olive Oil Bottle - 250ml Non Drip Dispenser - Leak Proof Pourer Vinegar Drizzler - Easy Clean Drip Free Bottles for Kitchen,6923456815117.0,5060784780081.0,B08PHWB5RK,0.78,9.85
524,False,5060357993412,,5060357993412,,True,False,1:1 Match,3.26208333333333,3.26208333333333,234.682254196642,1.0,1.0,1.0,0.25925925925925924,900,40,POSSIBLE,PHOODS FOIL TRAY SMALL ROASTER,"10-Pack Disposable Aluminum Foil Baking Trays - Food Storage Catering Aluminum Foil Tray - Containers for Meal Prep, Cooking, Baking, Roasting, BBQ, Freezer Storage - 32cm x 20cm x 3.3cm",5060357993412.0,,B0CN1KT83C,1.008,9.97
525,False,5019923203592,,5019923203592,,True,False,Pack math uncertain - verify manually,2.83291666666666,2.83291666666666,234.125344352617,1.0,1.0,1.0,0.46601941747572817,50,64,NEEDS VERIFICATION,SECURPAK DRYWALL SCREWS BLACK 3.5X65MM,TIMCO PH2 Philips Drywall Screws - 3.5 x 32 - Black - Box of 1000,5019923203592.0,,B0014FFGTK,0.792,9.11
526,False,50304811950246,,50304811950246,,True,False,BUNDLE (150x),-132.82633333333334,3.06166666666666,233.715012722646,150.0,1.0,150.0,0.35071090047393366,50,74,NEEDS VERIFICATION,PPS PLASTIC CUTLERY HEAVY DUTY 50 SPOONS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950246.0,,B0DPNM9J3L,0.912,10.79
527,False,50304811950239,,50304811950239,,True,False,BUNDLE (150x),-132.82633333333334,3.06166666666666,233.715012722646,150.0,1.0,150.0,0.3333333333333333,50,73,NEEDS VERIFICATION,PPS PLASTIC CUTLERY HEAVY DUTY 50 FORKS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950239.0,,B0DPNM9J3L,0.912,10.79
528,False,5038673190235,,5038673190235,,True,False,BUNDLE (6x),-2.5983333333333403,3.76166666666666,233.643892339544,6.0,1.0,6.0,0.2347417840375587,200,39,POSSIBLE,PRIMA DINNER PLATE WHITE 10INCH,"Best House | 6 Pcs Opalware Dinner Plates Round | 10""/25.5 cm | Set of 6 Pcs | White | Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",5038673190235.0,,B0DR2XPS27,1.272,14.99
529,False,5050796006583,5056295313122,5050796006583,5056295313122,True,True,1:1 Match,6.47833333333333,6.47833333333333,233.033573141486,1.0,1.0,1.0,0.2679425837320574,400,56,NEEDS VERIFICATION,BRIGHT & HOMELY LUXURY CAT RADIATOR BED CREAM,"Petlicity Snuggle Padded Cat Radiator Bed - Machine Washable Fleece Cover and Foldable Arms Cat Hammock - Radiator Beds for Indoor Cats, Dogs and Small Pets - Beige",5050796006583.0,5056295313122.0,B0FXBLZZHL,2.676,19.99
530,False,5052578010603,,5052578010603,,True,False,1:1 Match,3.70166666666666,3.70166666666666,232.809224318658,1.0,1.0,1.0,0.21890547263681592,50,69,NEEDS VERIFICATION,BETTINA TOILET BRUSH SET WHITE,"Toilet Brushes Set - White Plastic Toilet Cleaner Brushes with 4 Replaceable Brush Heads, Ergonomic Handle & Soft Flexible Bristles for Home&Hotel Bathroom Toilet Cleaning",5052578010603.0,,B0DSMKZYGD,1.248,11.99
531,False,5038673182711,,5038673182711,,True,False,1:1 Match,4.00833333333333,4.00833333333333,231.69556840077,1.0,1.0,1.0,0.38095238095238093,100,75,HIGH LIKELIHOOD,PRIMA STAINLESS STEEL EGG SLICER,Multi Function Stainless Steel Egg Slicer for Hard Boiled Eggs Dishwasher Safe Heavy Duty Egg Cutter Kitchen Helper,5038673182711.0,,B08RZF2W2V,1.416,12.79
532,False,5060298505774,,5060298505774,,True,False,BUNDLE (5x),-0.8170000000000002,3.215,231.294964028777,5.0,2.0,10.0,0.20175438596491227,500,53,NEEDS VERIFICATION,"MASON SHELF BRACKETS 10x12"" 2 PIECES","10 Pieces Shelf Brackets Heavy Duty, Wall Mounted Triangle Shelving Brackets, 90 Degree Right Angle Shelf Supporters Brace Brackets, for Living Room Bedroom (10 PCS Black 150x95 mm/6x3.7 inch)",5060298505774.0,,B0DGQB41LL,1.008,9.99
533,False,5030481950223,,5030481950223,,True,False,BUNDLE (3x),1.20366666666666,3.05166666666666,231.186868686868,3.0,50.0,150.0,0.2621359223300971,50,70,NEEDS VERIFICATION,PPS PLASTIC KNIVES HEAVY DUTY BLACK 50PCS,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",5030481950223.0,,B0DPNM9J3L,0.924,10.79
534,False,5024418445616,,5024418445616,,True,False,1:1 Match,3.25625,3.25625,230.939716312056,1.0,1.0,1.0,0.13186813186813187,300,5,UNLIKELY,SUMMER TILE FRAGRANCE OIL15ML,"PHATOIL Vanilla Essential Oil 100ml - 100% Pure and Natural Premium Grade Vanilla Oil for Home Aromatherapy, Diffusers, Skin Care, Soap and Candle Making",5024418445616.0,,B0F66Y7NK3,1.032,9.99
535,False,5060298503633,5060424641734,5060298503633,5060424641734,True,True,SPLIT - verify allowed,3.19166666666666,3.19166666666666,229.616306954436,0.008064516129032258,124.0,1.0,0.2696629213483146,100,41,POSSIBLE,MASON NAIL ASSORTMENT 124 PIECES,"Brackit 2,000 Piece Nail Assortment Set with Storage Case â€“ Including Wire Nails, Brad Nails & Tacks - For DIY, Craft, Masonry, Woodwork, DÃ©cor",5060298503633.0,5060424641734.0,B07B3ZJ83Y,1.008,9.95
536,False,5050375114500,5016743105204,5050375114500,5016743105204,True,True,BUNDLE (3x),1.141,3.685,228.881987577639,3.0,1.0,3.0,0.12612612612612611,300,5,UNLIKELY,SEALAPACK GREASEPROOF PAPER 10M,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5050375114500.0,5016743105204.0,B0D7T8LTNV,1.272,9.99
537,False,5055490653613,766415013447,5055490653613,766415013447,True,True,1:1 Match,3.79166666666666,3.79166666666666,228.413654618473,1.0,1.0,1.0,0.32727272727272727,300,73,NEEDS VERIFICATION,SPLATTER SCREEN GUARD 2PC SILVER 24/28CM,"Snowyee Splatter Screen for Frying Pan, Grease Splatter Guard Stainless Steel Large 13â€ and Small 10â€ Shield (2 in 1 Set)",5055490653613.0,766415013447.0,B087M744WZ,1.332,12.59
538,False,5013478157225,5060357992217,5013478157225,5060357992217,True,True,BUNDLE (5x),-2.3770000000000095,4.53499999999999,227.88944723618,5.0,1.0,5.0,0.1981981981981982,200,53,NEEDS VERIFICATION,KINGFISHER FOIL 3 DISH & LIDS LARGE,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",5013478157225.0,5060357992217.0,B07GZGXQYG,1.728,14.79
