RowID,is_exact_ean_strict,EAN_digits,EAN_OnPage_digits,EAN_digits_normalized,EAN_OnPage_digits_normalized,EAN_strict_valid,EAN_OnPage_strict_valid,Pack_Verdict,Adjusted_Profit,NetProfit,ROI,Qty_Ratio,Sup_Qty,Amz_Qty,title_match,sales,MLS,MLS_band,SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT
25,False,5060082728884,653391672419,5060082728884,653391672419,True,True,1:1 Match,33.315,33.315,2644.04761904761,1.0,1.0,1.0,0.11299435028248588,100,5,UNLIKELY,DLUX WASHING BAG,"Tevlaphee Steering Wheel Lock, Steering Lock, Car Anti-Theft Device, Adjustable, Universal Fit, Heavy Duty Secure, 3 Keys, Emergency Hammer Window Breaker(Black)",5060082728884.0,653391672419.0,B0734R66B4,0.852,48.81
26,False,6923456804005,,6923456804005,,True,False,1:1 Match,35.0733333333333,35.0733333333333,2637.09273182957,1.0,1.0,1.0,0.058823529411764705,100,0,UNLIKELY,CAPPUCCINO CUP,"Tevlaphee Steering Wheel Lock with Alarm, 120dB, Wheel Spoke Width â‰¤2.75in, Battery Required, Crook Locks for Cars, Car Lock Anti-Theft Device, Heavy Duty",6923456804005.0,,B09WDKDVZC,0.936,57.64
27,False,8711252476247,,8711252476247,,True,False,1:1 Match,27.8683333333333,27.8683333333333,2444.59064327485,1.0,1.0,1.0,0.19889502762430938,100,8,UNLIKELY,DUNLOP BIKE BRAKE CABLE INNER CABLE,"Peradix Wooden Chess Set, 19"" Large Foldable Chess Board Game with 3.75"" King & 2 Extra Queens, Professional Classic Chess Set for Adults and Kids",8711252476247.0,,B0FHK2CM5W,0.708,49.99
28,False,5056170355988,,5056170355988,,True,False,1:1 Match,24.86625,24.86625,2368.21428571428,1.0,1.0,1.0,0.1511111111111111,200,6,UNLIKELY,CHRISTMAS VELVET COLOURING SET 2PC,"KableRika LED Desk Lamp for Office, Double Head Desk Lamp with Base, Dimmable Architect Desk Light, Eye Caring Monitor Light Bar with Timer, Task Lamp for Work Study Read Home Office Lighting",5056170355988.0,,B0D25HS86F,0.6,39.99
29,False,6923456812901,198715902921,6923456812901,198715902921,True,True,1:1 Match,26.1283333333333,26.1283333333333,2353.9039039039,1.0,1.0,1.0,0.1574074074074074,50,0,UNLIKELY,PLATE 10.5 INCH ASSORTED,EVER ADVANCED Luxury Camping Chairs for Adults Heavy Duty Loadable 150kg High Back Oversized Folding Garden Chair Padded 6cm Comfy with Cup Holder Side Pocket Dining Chairs 4-Position Recliner,6923456812901.0,198715902921.0,B0DK877SSC,0.672,49.99
30,False,5016574137825,,5016574137825,,True,False,SPLIT - verify allowed,65.51625,65.51625,2259.18103448275,0.2,5.0,1.0,0.19607843137254902,50,38,POSSIBLE,LYNWOOD MINI ROLLER SET 5PACK,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",5016574137825.0,,B0DN6BWS36,2.82,99.99
31,False,5050565712875,,5050565712875,,True,False,1:1 Match,28.7304166666666,28.7304166666666,2244.56380208333,1.0,1.0,1.0,0.14213197969543148,100,21,UNLIKELY,SNOW WHITE CHRISTMAS RIBBON  SILVER,OLEVS Watches for Men Stainless Steel Analog Quartz Waterproof Luminous Luxury Dress Date Diamond Business Casual Mens Wrist Watchï¼ˆGold/Blue/Black/White Dialï¼‰,5050565712875.0,,B0D62LX8W5,0.876,45.77
32,False,5050565512352,,5050565512352,,True,False,1:1 Match,27.2816666666666,27.2816666666666,2236.20218579234,1.0,1.0,1.0,0.13043478260869565,100,5,UNLIKELY,LOVE SCENTED WAX MELTS,OLEVS Watches for Men Stainless Steel Analog Quartz Waterproof Luminous Luxury Dress Date Diamond Business Casual Mens Wrist Watchï¼ˆGold/Blue/Black/White Dialï¼‰,5050565512352.0,,B0D62LX8W5,0.804,45.77
33,False,5038673190075,8700216280167,5038673190075,8700216280167,True,True,1:1 Match,42.8916666666666,42.8916666666666,2177.24196277495,1.0,1.0,1.0,0.13953488372093023,300,6,UNLIKELY,PRIMA DINNER PLATE FLOWER DESIGN 26.5CM,"Gillette Intimate Trimmer i5 - Pubic Hair & Body Groomer for Men, SkinFirst Waterproof Manscaping Trimmer, Cordless Wet/Dry Body Hair Shaver for Private Parts & Sensitive Areas",5038673190075.0,8700216280167.0,B0CM3SM41B,1.704,70.19
34,False,11179373161,,011179373161,,True,False,1:1 Match,24.655,24.655,2162.71929824561,1.0,1.0,1.0,0.18518518518518517,300,7,UNLIKELY,UNIQUE CANDLE NUMBER W/DECOR 6,"Lehoo Castle Dino Construction Truck Sit and Spin Toys for Toddlers 1-3 Boys, 360Â° Toddler Spinning Seat with Lights and Music, Sensory Toys Christmas Birthday Gift for Kids Age 2 3 4 5",11179373161.0,,B0FP2P7WNL,0.708,45.99
