EAN,EAN_OnPage,,ASIN,Title,SupplierURL,AmazonURL,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,AmazonPrice_exVAT,ReferralFee,FBAFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierTitle,AmazonTitle,PrepHouseFee,match
3.66494E+12,5.06046E+12,FALSE,B08FXLCW21,,https://www.clearance-king.co.uk/mr-men-baby-bib-asstd-french-24.html,https://www.amazon.co.uk/dp/B08FXLCW21,1.1,0.916666667,13.95,,2.09,2.7,2.325,0.183333333,6.835,2.141666667,4.143333333,282.5,6.44,29.70131422,,Available (see Keepa data),,1,MR MEN BABY BIB ASSORTED,Tidy Tot Spare Weaning Bib for Bib & Tray Kit. Coverall Baby Feeding Bib with Short Sleeves. Attaches to Food Tray. Waterproof Short Sleeved Bibs. Mess Proof Baby Led Weaning Bibs BLW.,0.55,
5.05618E+12,6.92583E+12,FALSE,B07L9XTVM8,,https://www.clearance-king.co.uk/buzz-ultra-strong-glass-wipes-pack-of-50.html,https://www.amazon.co.uk/dp/B07L9XTVM8,0.62,0.516666667,9.99,,1.5,1.7,1.665,0.103333333,5.125,1.561666667,3.013333333,282.5,4.37,30.16349683,,Available (see Keepa data),,1,Buzz Ultra Strong Glass Wipes - Pack of 50,"MR.SIGA Premium Microfibre Cleaning Cloths for Lens, Eyeglasses, Screens, Tablets, Glasses, 12 Pack, 6 x 7 inches (15 x 18 cm), Navy/Gray",0.55,
5.06008E+12,,FALSE,B0DDXG944H,,https://www.clearance-king.co.uk/mini-colouring-activity-dot-to-dot-books-pack-of-8-0-vat-15cm-x-10-5cm.html,https://www.amazon.co.uk/dp/B0DDXG944H,0.54,0.45,11.99,,1.8,2.94,1.998333333,0.09,5.251666667,1.908333333,2.793333333,279.3333333,5.83,23.2971921,,Available (see Keepa data),,1,Mini Colouring/Activity/Dot To Dot Books - Pack Of 8 - 0% VAT - 15Cm x 10.5Cm,"D-FantiX Dot Art Activity Sticker Book with Ink Pad, Airplane Travel Activities for Boys & Girls, Mess-Free Finger Painting for Kids Ages 3 4 5 6 7, Dinosaur, Animal, Outer Space, Vehicle",0.55,
5.01287E+12,5.05953E+12,FALSE,B093TCR6BM,,https://www.clearance-king.co.uk/deflated-football-soccer-ball-23cm-colours-may-vary.html,https://www.amazon.co.uk/dp/B093TCR6BM,0.5,0.416666667,12,,1.8,3.04,2,0.083333333,5.16,1.916666667,2.693333333,278.6206897,5.89,22.44444444,,,Available (see Keepa data),3,Deflated Football - Soccer Ball - 23cm - Colours May Vary,Mitre Impel L30P Football,0.55,
5.06022E+12,,FALSE,B0BFR5QBXF,,https://www.clearance-king.co.uk/bruno-quick-drying-household-rubber-gloves-yellow-pack-of-2-pairs-small.html,https://www.amazon.co.uk/dp/B0BFR5QBXF,0.69,0.575,9.99,,0.8,2.4,1.665,0.115,5.125,1.55,3.025,268.8888889,4.44,30.28028028,,Available (see Keepa data),,1,Bruno Quick Drying Household Rubber Gloves - Yellow - Pack of 2 Pairs - Small,"Vgo... Reusable Household Cleaning Gloves,Rubber Dishwashing gloves,Extra Thickness,Long Sleeves,Kitchen Cleaning/Working/Painting/Gardening/Pet Care(HH4601, Green, L, 1Pair)",0.55,
5.05618E+12,5.05527E+12,FALSE,B0CS3M6R1H,,https://www.clearance-king.co.uk/creator-zone-a4-coloured-cards-assorted-colours-pack-of-12-sheets.html,https://www.amazon.co.uk/dp/B0CS3M6R1H,0.45,0.375,10.99,,1.65,2.72,1.831666667,0.075,4.788333333,1.756666667,2.481666667,268.2882883,5.37,22.58113436,50,Available (see Keepa data),,1,Creator Zone A4 Coloured Cards - Assorted Colours - Pack of 12 Sheets,"Rothmill A4 Coloured Card Stock, 280gsm Weight and 350 Micron Thickness, Multicoloured Card Pack with 5 Pastel Colours, Ideal for Arts and Craft, Office and Stationery Use - 50 Sheets",0.55,
81229003362,,FALSE,B07RX5WR92,,https://www.clearance-king.co.uk/skull-candy-ear-phone-25-250.html,https://www.amazon.co.uk/dp/B07RX5WR92,0.67,0.558333333,11.99,,1.7985,2.8,1.998333333,0.111666667,5.393166667,1.886666667,2.9565,266.7518797,5.8185,24.65804837,,,,,Skullcandy 2XL Offset Wired Earbuds,SKULLCANDY Jib+ Active Sweatproof Headphones - Black,0.55,
5.01593E+12,,FALSE,B07YQRD934,,https://www.clearance-king.co.uk/glitter-gift-set-with-shape-glue-7.html,https://www.amazon.co.uk/dp/B07YQRD934,0.62,0.516666667,9.99,,1.5,1.87,1.665,0.103333333,4.955,1.561666667,2.843333333,266.5625,4.54,28.46179513,100,Available (see Keepa data),Available (see Keepa data),4,Craft Hub Glue Set - Pack of 3,FunzBo Arts and Crafts Supplies for Kids - Craft Art Supply Kit for Toddlers Age 4 5 6 7 8 9 - All in One D.I.Y. Crafting Collage Arts Set Birthday Easter Gifts for Kids,0.55,
5.01287E+12,,FALSE,B0DGGBBDDN,,https://www.clearance-king.co.uk/a-to-z-alloy-pull-back-power-die-cast-car-1-64-scale-assorted-designs.html,https://www.amazon.co.uk/dp/B0DGGBBDDN,0.5,0.416666667,14.99,,2.25,4.73,2.498333333,0.083333333,5.511666667,2.415,2.546666667,263.4482759,8.03,16.98910385,,Available (see Keepa data),,1,A to Z Alloy Pull Back Power Die Cast Car - 1:64 Scale - Assorted Designs,"Varrotoy 48 Pieces Metal Pull Back Cars Toy,Mini Racing Vehicles for Kids,Storage Container Truck Toy with Track Maps for Boys and Girls 3+ Years Old",0.55,
6.65099E+11,7.23315E+11,FALSE,B087BKQ91W,,https://www.clearance-king.co.uk/fresh-fragrance-odour-eliminating-candle-island-mist-brazilian-palm-96g-price-marked-1-40.html,https://www.amazon.co.uk/dp/B087BKQ91W,0.6,0.5,11.99,,1.8,3,1.998333333,0.1,5.191666667,1.898333333,2.743333333,261.2698413,5.95,22.88017793,,Available (see Keepa data),,1,Fresh Fragrance - Odour Eliminating Candle - Island Mist - Brazilian Palm - 96g - Price Marked $1.40,"MAGNIFICENT 101 SAGE + Roses Aromatherapy Candle for House Energy Cleansing, Banishes Negative Energy I Purification and Chakra Healing - Natural Soy Wax Tin Candle for Aromatherapy 6oz",0.55,
5.90781E+12,5.05534E+12,FALSE,B0BCPWN5VT,,https://www.clearance-king.co.uk/batman-blue-gel-pens-0-5-mm.html,https://www.amazon.co.uk/dp/B0BCPWN5VT,0.25,0.208333333,9.99,,1.5,2.7,1.665,0.041666667,4.125,1.623333333,1.951666667,257.3626374,5,19.53620287,100,Available (see Keepa data),Available (see Keepa data),2,Batman Blue Gel Pens - 0.5 Mm,"Eziglide Ballpoint Pen Set, 50-Pack Blue â€“ Easy Grip Writing Pens with Medium Point (1.0mm) for Ultra-Smooth, Skip-Free Writing â€“ Ideal for Office, Work, Exams, School & Stationery Use",0.55,
6.87368E+11,4.26019E+12,FALSE,B07VZRBMKQ,,https://www.clearance-king.co.uk/kitchen-club-super-absorbent-tea-towels-assorted-colours-30-x-45cm-pack-of-3.html,https://www.amazon.co.uk/dp/B07VZRBMKQ,0.72,0.6,11.31,,1.47,2.7,1.885,0.12,5.255,1.765,2.94,255.6521739,5.44,25.99469496,,,Available (see Keepa data),3,Kitchen Club Super Absorbent Tea Towels - Assorted Colours - 30 x 45cm - Pack of 3,"Glart 48KG1 5-piece set of dish towels kitchen towels dish cloths kitchen cloths, 50x70 cm, 100% cotton OEKO-TEX, grey checked, pre-washed",0.55,
5.05325E+11,,FALSE,B079976NBF,,https://www.clearance-king.co.uk/duzzit-microfibre-flat-mop-head-15-24-ck.html,https://www.amazon.co.uk/dp/B079976NBF,0.58,0.483333333,11.36,,1.704,2.8,1.893333333,0.096666667,4.962666667,1.796666667,2.616,253.1612903,5.634,23.02816901,,,,,DUZZIT MICROFIBRE FLAT MOP HEAD REFILL,"KLEEN HANDLER Heavy Duty Commercial Mop Head Replacement, Wet Industrial Cotton Looped End String Cleaning Mop Head Refill, Blue Mop, Universal Headband",0.55,
5.05624E+12,6.92583E+12,FALSE,B0DMF5CP15,,https://www.clearance-king.co.uk/roll-away-brush.html,https://www.amazon.co.uk/dp/B0DMF5CP15,0.83,0.691666667,11.99,,1.56,2.9,1.998333333,0.138333333,5.531666667,1.86,3.121666667,251.409396,5.84,26.03558521,300,Available (see Keepa data),,1,ROLL AWAY BRUSH,"MR.SIGA Mini Dustpan and Brush Sets, Dust Pan and Brush Bamboo Handle, Durable Bristles and Easy-Sweep Blade, Lightweight Design, Grey",0.55,
5.06008E+12,5.06009E+12,FALSE,B00AJRP4KU,,https://www.clearance-king.co.uk/pirate-adventure-brave-knights-colouring-book-assorted-27-x-19-5cm-0-vat.html,https://www.amazon.co.uk/dp/B00AJRP4KU,0.54,0.45,10.99,,1.65,2.72,1.831666667,0.09,4.788333333,1.741666667,2.496666667,249.6666667,5.46,22.71762208,,Available (see Keepa data),,1,Pirate Adventure/Brave Knights Colouring Book - Assorted - 27 x 19.5cm - 0% VAT,Ah-Harr! - The Ultimate Pirate Memory Matching Card Game for kids and adult pirates,0.55,
5.01233E+12,5.06074E+12,FALSE,B0D87BL196,,https://www.clearance-king.co.uk/insette-air-freshener-spring-flowers-fragrance-300ml.html,https://www.amazon.co.uk/dp/B0D87BL196,0.6,0.5,15.99,,2.4,5.19,2.665,0.1,5.735,2.565,2.62,249.5238095,8.74,16.38524078,50,,Available (see Keepa data),3,Insette Air Freshener - Spring Flowers Fragrance - 300ml,Designer Fragrances 6 Pack Daisee & Tu Est Belle Fabric Freshener - Fragranced Light Mist Fresheners All Household Fabrics Leaving Fresh Smelling & Breezy For Days â€“ 500ml,0.55,
5.06042E+12,,FALSE,B0C1G972DV,,https://www.clearance-king.co.uk/first-tooth-boy-ceramic-trinket-box-3-24.html,https://www.amazon.co.uk/dp/B0C1G972DV,1.1,0.916666667,12.99,,1.95,2.72,2.165,0.183333333,6.155,1.981666667,3.623333333,247.0454545,6.32,27.89325122,,Available (see Keepa data),,1,FIRST TOOTH BOY CERAMIC TRINKET BOX,Tooth Fairy Letter with Keepsake Box Tooth Lost Memorial Bottle Gift Boy or Girl Shiny Star with Message Cloth (Bottle),0.55,
5.05258E+12,7.91342E+11,FALSE,B07Y2XB4SQ,,https://www.clearance-king.co.uk/bettina-refillable-sponge-scourer-dish-brush.html,https://www.amazon.co.uk/dp/B07Y2XB4SQ,0.73,0.608333333,9.99,,1.3,2.08,1.665,0.121666667,4.945,1.543333333,2.851666667,246.1870504,4.66,28.54521188,300,Available (see Keepa data),,1,Bettina Refillable Sponge Scourer Dish Brush,"6-Pack Reusable Washing Up Sponge, Non-Scratch, Dual-Sided Kitchen and Bathroom cleaning products, 10x8cm Eco-Friendly, Long-Lasting Dish and Multi-surface Pads Cleaners",0.55,
8.69622E+12,5.05648E+12,FALSE,B09JZKD6M1,,https://www.clearance-king.co.uk/turbo-potty-trainer-seat-colours-may-vary-36-x-25-x-24cm.html,https://www.amazon.co.uk/dp/B09JZKD6M1,2.03,1.691666667,19.99,,2.6,5.01,3.331666667,0.338333333,9.048333333,2.993333333,5.505,245.5762082,10.19,27.53876938,,,,11,Turbo Potty Trainer Seat - Colours May Vary - 36 x 25 x 24cm,"KIDOOLA Adjustable Potty Ladder Seat for Toilet Training with Steps,Handle & Soft Cushion Design Non Slip & Space Efficient Toddlers & Children Foldable & Easy Assembly Splash Guard Included Grey",0.55,
5.06008E+12,,FALSE,B0DP2HFYQM,,https://www.clearance-king.co.uk/cre8-a5-rainbow-scratch-card-with-design-tool-21-x-14-5cm-pack-of-5.html,https://www.amazon.co.uk/dp/B0DP2HFYQM,0.54,0.45,8.99,,1.35,1.73,1.498333333,0.09,4.411666667,1.408333333,2.453333333,245.3333333,4.17,27.28958102,,Available (see Keepa data),,1,Cre8 A5 Rainbow Scratch Card with Design Tool - 21 x 14.5cm - Pack of 5,"12 PCS Scratch Art, Rainbow Scratch Notes with Scratching Tools Kit City Series Rainbow Scratch Art for Adults and Kids (A5 Size)",0.55,
8.69942E+12,7.5417E+11,FALSE,B083C3G3MM,,https://www.clearance-king.co.uk/green-shield-stainless-steel-surface-wipes-pack-of-72.html,https://www.amazon.co.uk/dp/B083C3G3MM,0.75,0.625,9.99,,0.8,2.7,1.665,0.125,4.825,1.54,2.735,232.7659574,4.8,27.37737738,200,Available (see Keepa data),,1,FlyFix Rose Premium Wet Wipes - Pack of 100,"Ivyone Pure Cotton Dry Wipes, 200 Wipes, Biodegradable, Chemical-Free and Plastic-Free Wipes, for Baby Care, Nappy Liners, Makeup Removing, Patient Cleaning and Pet Cleaning",0.55,
NV45G,,FALSE,B0B3VN5X7J,,https://www.clearance-king.co.uk/party-accessories-box-gold-0-100-ck.html,https://www.amazon.co.uk/dp/B0B3VN5X7J,0.15,0.125,6.99,,1.05,1.52,1.165,0.025,3.255,1.14,1.565,231.8518519,3.27,22.38912732,,Available (see Keepa data),,1,PARTY ACCESSORIES BOX - GOLD,AILEXI Cocktail Sticks 100 Counts Wooden Toothpicks Party Supplies Frill Finger Food Fruits Sandwich Nibbles - Gold Stars,0.55,
5.05624E+12,,FALSE,B0DFWD7QBR,,https://www.clearance-king.co.uk/baby-grooming-set.html,https://www.amazon.co.uk/dp/B0DFWD7QBR,1.07,0.891666667,12.99,,1.95,3,2.165,0.178333333,5.875,1.986666667,3.338333333,231.5606936,6.57,25.69925584,,Available (see Keepa data),,1,BABY GROOMING SET - ASSORTED - PACK OF 4,"Little Angel Baby Healthcare and Grooming Kit, Safety Newborn Nursery Care Set, with Hair Brush Comb, Nail Clipper, Nasal Aspirator for Newborn Infant Baby Girls Boys White",0.55,
5.05181E+12,48526890750,FALSE,B0BH4X6CZH,,https://www.clearance-king.co.uk/emmay-toy-ties-for-pushchairs-and-prams.html,https://www.amazon.co.uk/dp/B0BH4X6CZH,0.95,0.791666667,12.6,,1.89,3.04,2.1,0.158333333,5.57,1.941666667,3.078333333,229.4409938,6.43,24.43121693,,,,1,Emmay Toy Ties For Pushchairs And Prams,"Nuby Animal Adventures Activity Spiral â€“ Interactive Pram Toy with Sensory Toys Suitable from Birth, 89075, One Size",0.55,
9.78086E+12,,FALSE,B0D3DS5WPP,,https://www.clearance-king.co.uk/fireman-sam-sticker-fun-kit.html,https://www.amazon.co.uk/dp/B0D3DS5WPP,0.35,0.291666667,7.99,,1.2,1.73,1.331666667,0.058333333,3.728333333,1.273333333,1.905,226.3366337,3.83,23.84230288,50,Available (see Keepa data),,1,Fireman Sam Sticker Fun Kit,"ASTARON Vehicle Sticker Book for Toddlers, Reusable Cute Waterproof Vehicle Stickers, Plane Activities Travel Toys for Kids, Educational Sensory Learning Toy Busy Book",0.55,
5.06008E+12,8.43128E+11,FALSE,B079QRBBFP,,https://www.clearance-king.co.uk/cre8-a4-kraft-paper-pad-29-5-x-21cm-pack-of-20-sheets.html,https://www.amazon.co.uk/dp/B079QRBBFP,0.55,0.458333333,12.01,,1.8,3.48,2.001666667,0.091666667,4.728333333,1.91,2.268333333,224.9586777,6.38,18.88703858,,Available (see Keepa data),,1,Cre8 A4 Kraft Paper Pad - 29.5 x 21cm - Pack of 20 Sheets,"Corrugated Cardboard Sheets, 24-Pack Bulk Flat Square Inserts for Packing, Mailing, Crafts, 30.5 x 30.5 cm",0.55,
5.05624E+12,5.06051E+12,FALSE,B0D47N3D5W,,https://www.clearance-king.co.uk/window-squeegee-sponge.html,https://www.amazon.co.uk/dp/B0D47N3D5W,1.3,1.083333333,12.99,,1.69,3,2.165,0.216666667,6.135,1.948333333,3.636666667,222.6530612,6.54,27.99589428,100,Available (see Keepa data),Available (see Keepa data),2,"WINDOW SQUEEGEE & SPONGE - BLACK - 16""",Telescopic Shower Squeegee - 97cm Extendable - Squeegee with Rubber Lip - Shower & Bathroom Glass Cleaner,0.55,
6.39277E+11,1.94151E+11,FALSE,B0BXR42LF3,,https://www.clearance-king.co.uk/sport-line-aquatic-advanced-swimming-goggles-colours-may-vary-1.html,https://www.amazon.co.uk/dp/B0BXR42LF3,0.58,0.483333333,11,,1.65,2.94,1.833333333,0.096666667,4.576666667,1.736666667,2.29,221.6129032,5.72,20.81818182,,,Available (see Keepa data),5,Splash N Swim Adult Swim Goggles - Assorted Colours,"Zoggs Panorama Swim Goggles with tinted lenses - Anti-Fog, UV Protection, Quick Adjust Strap, Wide Vision Adult Swimming Goggles",0.55,
,,TRUE,B0DZHBS9DX,,https://www.clearance-king.co.uk/cat-play-toy-with-feather-and-bells-colours-may-vary.html,https://www.amazon.co.uk/dp/B0DZHBS9DX,0.62,0.516666667,8.59,,1.29,1.83,1.431666667,0.103333333,4.038333333,1.328333333,2.16,202.5,4.29,25.14551804,,Available (see Keepa data),,1,Cat Play Toy With Feather and Bells - Colours May Vary,"SRIZIAN 6 Pcs Cat Feather Toys with Bells, Feather Teaser Cat Toy, Replacement Refills with Bells, Exerciser Playing Toy for kitten or cat",0.55,
5.01287E+12,5.05676E+12,FALSE,B0D8TBFJLL,,https://www.clearance-king.co.uk/a-to-z-abracadabra-magic-spring-7-x-7cm.html,https://www.amazon.co.uk/dp/B0D8TBFJLL,0.64,0.533333333,10.75,,1.6125,2.8,1.791666667,0.106666667,4.545833333,1.685,2.310833333,213.3076923,5.6025,21.49612403,,,Available (see Keepa data),1,A to Z Abracadabra Magic Spring - 7 x 7cm,"YSAMAX Extra Large Rainbow Slinky Spring, Colourful And Eye-Catching, Lightweight Plastic Toy, Aesthetic Appeal And Fun Design, For Both Young And Old",0.55,
5.01122E+12,7.91329E+11,FALSE,B07X3GS9H4,,https://www.clearance-king.co.uk/sarah-smith-durable-long-lasting-dusters-pack-of-2.html,https://www.amazon.co.uk/dp/B07X3GS9H4,0.4,0.333333333,9.99,,1.3,3.01,1.665,0.066666667,4.015,1.598333333,1.866666667,211.3207547,5.26,18.68535202,400,Available (see Keepa data),,7,Sarah Smith Durable & Long Lasting Dusters - Pack of 2,"ENJSD Extendable Feather Duster,Microfiber Duster with Extra Long 100in Stainless Steel Telescopic Dusters with Scratch Resistant Cover,Perfect for Cleaning Cobweb,Ceiling Fan,Cars etc.(Grey)",0.55,
7.22E+12,,FALSE,B09MQ9MLP5,,https://www.clearance-king.co.uk/super-shoot-football-0-20-ck.html,https://www.amazon.co.uk/dp/B09MQ9MLP5,0.6,0.5,10.99,,1.65,3.04,1.831666667,0.1,4.468333333,1.731666667,2.186666667,208.2539683,5.84,19.89687595,50,Available (see Keepa data),,2,SUPER SHOOT FOOTBALL,"INPODAK Football for Toddlers 1-3, Kids Football, Footballs Size 2, Garden Game Ball, Footballs Toys Gift for Boys Girls Outdoor Lawn Beach, Orange Fox",0.55,
5.01233E+12,,FALSE,B09F9Z1G3V,,https://www.clearance-king.co.uk/insette-furniture-polish-lavender-300ml.html,https://www.amazon.co.uk/dp/B09F9Z1G3V,0.8,0.666666667,9.99,,1.3,2.42,1.665,0.133333333,4.605,1.531666667,2.523333333,207.3972603,5.07,25.25859193,,Available (see Keepa data),,1,Insette Furniture Polish - Lavender - 300ml,"Beeswax Wood Polish (Natural) 100ml - Natural Wood Wax, Enhances the Beauty of All Types of Wood Cleans Seals & Protects for a Perfect Finish. Free from environmentally damaging hazardous mineral oils",0.55,
8.71716E+12,8.71052E+12,FALSE,B07Y5HW9CJ,,https://www.clearance-king.co.uk/cif-power-shine-kitchen-cleaner-refill-700ml.html,https://www.amazon.co.uk/dp/B07Y5HW9CJ,0.8,0.666666667,9.99,,1.3,2.42,1.665,0.133333333,4.605,1.531666667,2.523333333,207.3972603,5.07,25.25859193,300,,Available (see Keepa data),1,CIF Power & Shine Kitchen Cleaner Refill - 700ml,Cif Power & Shine Kitchen Cleaning Spray Refill (Pack of 4 x 70 ml Eco Refills),0.55,
5.05325E+12,5.05671E+12,FALSE,B0CNTZWLKR,,https://www.clearance-king.co.uk/pride-groom-spot-on-for-dogs-pack-of-2.html,https://www.amazon.co.uk/dp/B0CNTZWLKR,0.72,0.6,8.24,,1.24,1.46,1.373333333,0.12,4.166666667,1.253333333,2.363333333,205.5072464,3.97,28.68122977,,,Available (see Keepa data),1,Pride & Groom Spot on for Dogs - Pack of 2,AMKÂ® Pride & Groom Spot On Flea And Tick Pack Of 2 Dog Puppy Small Cat Kitten Treatment Pet Home Bed Room For Dogs Puppies Repellent,0.55,
5.06012E+12,5.05671E+12,FALSE,B0DG634R4X,,https://www.clearance-king.co.uk/jak-drill-bit-chipboard-screw-wall-plug-set.html,https://www.amazon.co.uk/dp/B0DG634R4X,0.92,0.766666667,11.24,,1.46,2.94,1.873333333,0.153333333,4.966666667,1.72,2.696666667,204.8101266,5.87,23.99169632,,,Available (see Keepa data),1,"JAK Drill Bit, Chipboard Screw & Wall Plug Set",AMKÂ® Plasplugs Heavy Duty Plasterboard Fixings & Screws 10 Pack For Hollow Walls Use With Drill Size 10mm 4.5mm Screw,0.55,
5.05624E+12,,FALSE,B0BYD985M1,,https://www.clearance-king.co.uk/kids-toothbrushes-5-pc.html,https://www.amazon.co.uk/dp/B0BYD985M1,0.85,0.708333333,7.55,,0.64,1.46,1.258333333,0.141666667,4.191666667,1.116666667,2.525,200.6622517,3.5,33.44370861,400,Available (see Keepa data),,1,KIDS TOOTHBRUSHES - ASSORTED - PACK OF 5,"5Pcs Children's Replacement Toothbrush Heads - Compatible with SEAGO SG-513/977/EK6, Brush-Baby WildOnes/KIDZSONIC, Dada-Tech DT-BB1/DT-977/DT-K6 (3 Years+)",0.55,
5.05258E+12,9.14538E+12,FALSE,B07MW5PNW9,,https://www.clearance-king.co.uk/bettina-tough-scourers-pack-of-4.html,https://www.amazon.co.uk/dp/B07MW5PNW9,0.59,0.491666667,9.75,,1.29,2.7,1.625,0.098333333,4.135,1.526666667,2.058333333,197.6,5.13,21.11111111,50,Available (see Keepa data),Available (see Keepa data),3,Bettina Tough Scourers - Pack of 4,"We Can Source It Ltd - Green Single-Sided Large Scourers - Heavy-Duty Scourer Pads - For Domestic and Commercial Use - For Cleaning Utensils, Baseboards, Floors - 10 Pack",0.55,
5.05624E+12,5.05624E+12,TRUE,B0DLPBJBFG,,https://www.clearance-king.co.uk/12-steel-wool-pads-12-48.html,https://www.amazon.co.uk/dp/B0DLPBJBFG,0.65,0.541666667,19.99,,2.9985,2.8,3.331666667,0.108333333,10.85983333,3.223333333,7.0865,649.1450382,6.9985,35.45022511,,,Available (see Keepa data),1,STEEL WOOL PADS - PACK OF 12,"Rysons Steel Wool Pads, 12 Pack, Heavy Duty Scouring Pads",0.55,
5.06008E+12,,FALSE,B0DWMQ8RDN,,https://www.clearance-king.co.uk/world-of-art-colouring-books-assorted-designs-30-x-21cm.html,https://www.amazon.co.uk/dp/B0DWMQ8RDN,0.54,0.45,8.29,,1.25,1.87,1.381666667,0.09,3.788333333,1.291666667,1.946666667,194.6666667,4.21,23.48210696,,Available (see Keepa data),,1,World of Art Colouring Books - Assorted Designs - 30 x 21cm,"12Pcs Mini Colouring Books for Children Age 2-8, Kids Activity Book for Party Bags, Fun Children Colouring Books with Themes Like Princess, Dinosaurs-Perfect Kids Gift Set for Birthday Party,Christmas",0.55,
5.05642E+12,7.57697E+11,FALSE,B092D3H1V5,,https://www.clearance-king.co.uk/9-multipurpose-bbq-wire-brush.html,https://www.amazon.co.uk/dp/B092D3H1V5,0.85,0.708333333,10.99,,1.43,3.04,1.831666667,0.141666667,4.688333333,1.69,2.448333333,194.5695364,5.87,22.27782833,700,Available (see Keepa data),,3,MY DIY MULTIPURPOSE BBQ CLEANING WIRE BRUSH - 9-INCH,"Fyfjur BBQ Cleaning Wire Brush, Bbq Cleaner, grill brush, BBQ Oven Cleaner, 2 in 1 Pointed Tail Wire BBQ Brush + Stainless Steel Curl Grill Brush Barbecue Cleaning Kit(Black)",0.55,
5.05624E+12,8.71122E+12,FALSE,B07WZZM7G6,,https://www.clearance-king.co.uk/45cm-flexible-cleaning-brush-12-48.html,https://www.amazon.co.uk/dp/B07WZZM7G6,0.76,0.633333333,9.99,,1.3,2.65,1.665,0.126666667,4.375,1.538333333,2.286666667,193.2394366,5.26,22.88955622,,Available (see Keepa data),,1,45CM FLEXIBLE CLEANING BRUSH - WHITE,"Radiator Cleaner Brush Thin Long 81cm Boar Bristles, Radiator Duster Brush Long Thin Bendable Flexible with Easy Grip Handle, Radiator Brushes for Cleaning Dust Inside Vanes and Backside",0.55,
5.06008E+12,,FALSE,B07F2NJRZL,,https://www.clearance-king.co.uk/jumbo-colouring-book-27-x-19-5cm-0-vat.html,https://www.amazon.co.uk/dp/B07F2NJRZL,0.58,0.483333333,7.99,,1.2,1.73,1.331666667,0.096666667,3.728333333,1.235,1.943333333,188.0645161,4.06,24.32206925,,Available (see Keepa data),Available (see Keepa data),4,Jumbo Colouring Book - 27 x 19.5cm - 0% VAT,"Playkidiz Magic Scratch Art for Kids - 100 Black Scratch Sheets With 2 Stylus Tools - Craft Kits For Kids Create Colourful Rainbow Cards, Pictures & Other Art Without Ink - Arts And Crafts For Kids",0.55,
5.05624E+12,,FALSE,B0DX6N78TC,,https://www.clearance-king.co.uk/sponge-eraser-4-pack.html,https://www.amazon.co.uk/dp/B0DX6N78TC,0.79,0.658333333,10.44,,1.36,2.94,1.74,0.131666667,4.4,1.608333333,2.241666667,185.5172414,5.64,21.47190294,,Available (see Keepa data),,1,SPONGE ERASER - PACK OF 4,"Vakobo Non Scratch Scourers Magic Cleaning Sponage Eraser Washing Up sponge Kitchen Multi-Funtional Melamine Foam Cleaner, Pack of 24.",0.55,
5.05038E+12,5.05038E+12,TRUE,B00IXMG80S,,https://www.clearance-king.co.uk/300ml-leather-cleaning-spray-0-12-ck.html,https://www.amazon.co.uk/dp/B00IXMG80S,0.82,0.683333333,19.95,,2.9925,2.8,3.325,0.136666667,10.8325,3.188333333,7.094166667,575.2027027,7.1625,35.55973266,,,Available (see Keepa data),3,CAR PRIDE LEATHER CLEANING SPRAY - 300ML,"12 x Cans Of Leather cleaning spray, car cleaning, 300ml",0.55,
5.05624E+12,5.05561E+12,FALSE,B00IUSVLZ2,,https://www.clearance-king.co.uk/yellow-dusters-12-60-ck.html,https://www.amazon.co.uk/dp/B00IUSVLZ2,0.54,0.45,9.2,,1.2,2.64,1.533333333,0.09,3.826666667,1.443333333,1.833333333,183.3333333,4.93,19.92753623,50,Available (see Keepa data),Available (see Keepa data),2,SUPER SOFT YELLOW DUSTERS - PACK OF 10,"DCS Microfibre Cleaning Cloth, Yellow, Pack of 10, Large Size: 40x40cm. Super Soft Premium Streak Free Washable Cloth Duster for Kitchen, Bathrooms, Surfaces, Mirrors, Car, Motorbike",0.55,
5.06008E+12,5.06071E+12,FALSE,B0BR19QKL8,,https://www.clearance-king.co.uk/cre8-colour-your-own-animal-mask-assorted-designs-21-x-13cm-pack-of-12.html,https://www.amazon.co.uk/dp/B0BR19QKL8,0.55,0.458333333,7.99,,0.64,2.4,1.331666667,0.091666667,3.618333333,1.24,1.828333333,181.322314,4.14,22.88277013,,Available (see Keepa data),,1,Cre8 Colour Your Own Animal Mask - Assorted Designs - 21 x 13cm - Pack of 12,"Toyseum 8 x Kids Animal Masks, for Safari or Jungle Themed Parties, Soft Comfortable Felt Masks with Elastic Strap for Boys & Girls, Fancy Dress Prop Accessories for School Events, Pack of 8",0.55,
