row_id,bucket,confidence,pack_ratio,adjusted_profit,is_exact_ean_strict,brand_match,product_match,trap_flags,evidence_pointer
205,NEEDS_VERIFICATION,52,1.0,10.2425,False,False,False,,evidence.jsonl:row_205
206,NEEDS_VERIFICATION,52,2.0,10.65,False,False,False,,evidence.jsonl:row_206
207,NEEDS_VERIFICATION,52,1.0,33.4383333333333,False,False,False,,evidence.jsonl:row_207
208,FILTERED_OUT,70,12.0,-1.86,False,False,False,,evidence.jsonl:row_208
209,NEEDS_VERIFICATION,52,1.0,8.50625,False,False,False,,evidence.jsonl:row_209
210,NEEDS_VERIFICATION,52,1.0,10.1216666666666,False,False,False,,evidence.jsonl:row_210
211,NEEDS_VERIFICATION,52,1.0,10.1216666666666,False,False,False,,evidence.jsonl:row_211
212,NEEDS_VERIFICATION,52,1.0,17.975,False,False,False,,evidence.jsonl:row_212
213,FILTERED_OUT,70,32.0,-25.87,False,False,False,,evidence.jsonl:row_213
214,NEEDS_VERIFICATION,52,1.0,18.2566666666666,False,False,False,,evidence.jsonl:row_214
215,NEEDS_VERIFICATION,52,1.0,21.2383333333333,False,False,False,,evidence.jsonl:row_215
216,NEEDS_VERIFICATION,52,1.0,22.9916666666666,False,False,False,,evidence.jsonl:row_216
217,NEEDS_VERIFICATION,52,1.0,7.36833333333333,False,False,False,,evidence.jsonl:row_217
218,FILTERED_OUT,70,56.0,-29.04,False,True,True,,evidence.jsonl:row_218
219,NEEDS_VERIFICATION,52,1.0,9.13833333333333,False,False,False,,evidence.jsonl:row_219
220,NEEDS_VERIFICATION,52,1.0,15.7245833333333,False,False,False,,evidence.jsonl:row_220
221,NEEDS_VERIFICATION,67,5.0,5.06,False,False,True,,evidence.jsonl:row_221
222,NEEDS_VERIFICATION,52,1.0,67.4916666666666,False,False,False,,evidence.jsonl:row_222
223,NEEDS_VERIFICATION,72,1.0,7.42208333333333,False,True,False,,evidence.jsonl:row_223
224,NEEDS_VERIFICATION,52,1.0,6.49958333333333,False,False,False,,evidence.jsonl:row_224
225,NEEDS_VERIFICATION,52,1.0,10.7883333333333,False,False,False,,evidence.jsonl:row_225
226,NEEDS_VERIFICATION,47,1.0,11.645,False,False,False,,evidence.jsonl:row_226
227,NEEDS_VERIFICATION,67,1.0,8.97125,False,False,True,,evidence.jsonl:row_227
228,NEEDS_VERIFICATION,52,1.0,8.89333333333333,False,False,False,,evidence.jsonl:row_228
229,NEEDS_VERIFICATION,52,1.0,16.7416666666666,False,False,False,,evidence.jsonl:row_229
230,NEEDS_VERIFICATION,52,1.0,11.3483333333333,False,False,False,,evidence.jsonl:row_230
231,FILTERED_OUT,70,11.0,-0.49,False,False,False,,evidence.jsonl:row_231
232,NEEDS_VERIFICATION,52,1.0,73.13,False,False,False,,evidence.jsonl:row_232
233,NEEDS_VERIFICATION,52,1.0,21.1425,False,False,False,,evidence.jsonl:row_233
234,NEEDS_VERIFICATION,52,1.0,31.2183333333333,False,False,False,,evidence.jsonl:row_234
235,NEEDS_VERIFICATION,52,1.0,54.645,False,False,False,,evidence.jsonl:row_235
236,NEEDS_VERIFICATION,52,1.0,7.62666666666666,False,False,False,,evidence.jsonl:row_236
237,NEEDS_VERIFICATION,72,1.0,10.7733333333333,False,True,False,,evidence.jsonl:row_237
238,NEEDS_VERIFICATION,52,1.0,7.24166666666666,False,False,False,,evidence.jsonl:row_238
239,NEEDS_VERIFICATION,67,1.0,7.09833333333333,False,False,True,,evidence.jsonl:row_239
240,NEEDS_VERIFICATION,52,7.0,2.43,False,False,False,,evidence.jsonl:row_240
241,FILTERED_OUT,70,34.0,-32.1,False,True,False,,evidence.jsonl:row_241
242,NEEDS_VERIFICATION,52,2.0,8.88,False,False,False,,evidence.jsonl:row_242
243,NEEDS_VERIFICATION,52,1.0,22.8733333333333,False,False,False,,evidence.jsonl:row_243
244,NEEDS_VERIFICATION,52,1.0,14.9662499999999,False,False,False,,evidence.jsonl:row_244
245,NEEDS_VERIFICATION,72,4.0,4.71,False,True,False,,evidence.jsonl:row_245
246,NEEDS_VERIFICATION,67,1.0,7.415,False,False,True,,evidence.jsonl:row_246
247,NEEDS_VERIFICATION,67,1.0,9.76,False,False,True,,evidence.jsonl:row_247
248,FILTERED_OUT,70,8.333333333333334,-2.71,False,False,False,,evidence.jsonl:row_248
249,NEEDS_VERIFICATION,52,1.0,9.04833333333333,False,False,False,,evidence.jsonl:row_249
250,NEEDS_VERIFICATION,52,1.0,8.34,False,False,False,,evidence.jsonl:row_250
251,NEEDS_VERIFICATION,52,3.0,6.03,False,False,False,,evidence.jsonl:row_251
252,FILTERED_OUT,70,13.0,-35.78,False,False,False,,evidence.jsonl:row_252
253,NEEDS_VERIFICATION,67,6.0,3.22,False,False,True,,evidence.jsonl:row_253
254,NEEDS_VERIFICATION,52,1.0,8.23458333333333,False,False,False,,evidence.jsonl:row_254
255,NEEDS_VERIFICATION,67,2.0,9.44,False,False,True,,evidence.jsonl:row_255
256,NEEDS_VERIFICATION,67,1.0,8.22833333333333,False,False,True,,evidence.jsonl:row_256
257,NEEDS_VERIFICATION,52,1.0,15.8333333333333,False,False,False,,evidence.jsonl:row_257
258,NEEDS_VERIFICATION,52,1.0,10.1416666666666,False,False,False,,evidence.jsonl:row_258
259,NEEDS_VERIFICATION,67,1.0,8.76916666666666,False,False,True,,evidence.jsonl:row_259
260,NEEDS_VERIFICATION,67,1.0,8.76166666666666,False,False,True,,evidence.jsonl:row_260
261,NEEDS_VERIFICATION,52,1.0,11.885,False,False,False,,evidence.jsonl:row_261
262,FILTERED_OUT,70,10.0,-4.26,False,False,False,capacity_multipack,evidence.jsonl:row_262
263,FILTERED_OUT,70,12.0,-2.17,False,False,True,,evidence.jsonl:row_263
264,NEEDS_VERIFICATION,67,4.0,4.91,False,False,True,,evidence.jsonl:row_264
265,NEEDS_VERIFICATION,62,3.0,5.71,False,False,True,,evidence.jsonl:row_265
266,NEEDS_VERIFICATION,47,1.0,10.5979166666666,False,False,False,,evidence.jsonl:row_266
267,NEEDS_VERIFICATION,67,2.0,10.91,False,False,True,,evidence.jsonl:row_267
268,NEEDS_VERIFICATION,52,1.0,13.0012499999999,False,False,False,,evidence.jsonl:row_268
269,NEEDS_VERIFICATION,67,1.0,16.1383333333333,False,False,True,,evidence.jsonl:row_269
270,NEEDS_VERIFICATION,67,4.0,5.4,False,False,True,,evidence.jsonl:row_270
271,NEEDS_VERIFICATION,72,4.0,5.34,False,True,False,dimension_trap,evidence.jsonl:row_271
272,NEEDS_VERIFICATION,52,1.0,5.76125,False,False,False,,evidence.jsonl:row_272
273,NEEDS_VERIFICATION,67,7.0,1.54,False,False,True,,evidence.jsonl:row_273
274,NEEDS_VERIFICATION,67,5.0,3.72,False,False,True,,evidence.jsonl:row_274
275,NEEDS_VERIFICATION,52,1.0,7.13333333333333,False,False,False,,evidence.jsonl:row_275
276,NEEDS_VERIFICATION,47,1.0,12.3629166666666,False,False,False,,evidence.jsonl:row_276
277,NEEDS_VERIFICATION,52,3.0,6.06,False,False,False,,evidence.jsonl:row_277
278,NEEDS_VERIFICATION,52,7.0,0.65,False,False,False,capacity_multipack,evidence.jsonl:row_278
279,NEEDS_VERIFICATION,52,1.0,9.41499999999999,False,False,False,,evidence.jsonl:row_279
280,NEEDS_VERIFICATION,52,6.0,2.67,False,False,False,,evidence.jsonl:row_280
281,NEEDS_VERIFICATION,52,1.0,6.615,False,False,False,"dimension_trap,dimension_trap",evidence.jsonl:row_281
282,NEEDS_VERIFICATION,52,1.0,12.5683333333333,False,False,False,,evidence.jsonl:row_282
283,NEEDS_VERIFICATION,52,6.0,2.66,False,False,False,,evidence.jsonl:row_283
284,NEEDS_VERIFICATION,52,5.0,3.47,False,False,False,,evidence.jsonl:row_284
