Supplier_Title,Amazon_Title,Match_Type,Tier,EAN_Status,Sales,Net_Profit,ROI,Bucket,Inclusion_Reason,Rationale,Confidence,Validation_Required,Priority,Similarity
MATRESS COVER KING SIZE,Mattress Cover King Size,EAN,T1,Confirmed,Unknown,2.8442500000000006,156.1059275521405,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.98
MR SCARECROW GARDEN DECORATION 3 ASSORTED 24 INCHES,Roots & Shoots SET 3 GARDEN BOY SCARECROW GARDEN DECORATION STICK ORNAMENT NOVELTY BIRD SCARER,EAN,T1,Confirmed,Unknown,2.8416666666666677,204.4364508393286,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.54
ISLA BABY DOLL SET 26CM,"Atoz MyBaby Isla Baby Doll Layette Set with Striped Outfit, Teddy Bear and Accessories, Pink & Purple",EAN,T1,Confirmed,Unknown,2.84,40.0,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.32
PAN AROMA DIFFUSER DOME 50ML FLUFFY TOWELS,Pan Aroma Reed Diffuser- Fluffy Towels 50ml,EAN,T1,Confirmed,Unknown,2.8150000000000004,168.56287425149702,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.75
MARKSMAN SHED AND FENCE PAINT,"Marksman Shed & Fence Paint Brush, Synthetic Hair, Brown Handle, L",EAN,T1,Confirmed,Unknown,2.7936666666666667,179.31108258451005,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.55
TOILET PLUNGER,ADORN Sink Plunger with 225mm (9 inch) Plastic Handle 110mm (4.25 inch) - Hanging Hoop - Toilet Plunger - Builders Choice,EAN,T1,Confirmed,Unknown,2.7809999999999997,205.39143279172816,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.21
SECURFIX MULTI PURP. SCREW CSK ZYP 4.5X50MM,Multi-Purpose Pozi Compatible Screw CSK ST ZYP 4.0 x 50mm Tub 900,Title,T2,Not matched,Unknown,2.778333333333334,76.5381083562902,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.57
WORK OF ART ACRYLIC PAINTS ORANGE 120ML,8 X 120ML TUBES OF ACRYLIC PAINT PAINTS NON TOXIC- SET OF8 ASSORTED COLOUR,EAN,T1,Confirmed,Unknown,2.7642500000000005,197.16476462196863,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.42
DAEWOO TIMER 7 DAY PLUG IN,Connect IT 7 Day Plug-in Timer,EAN,T1,Confirmed,Unknown,2.7412500000000017,74.2886178861789,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.57
ALBERO MULTIPURPOSE TRAY NO3,Plasticforte® - Milleusi Nº3 Tray,EAN,T1,Confirmed,Unknown,2.7383333333333324,144.88536155202814,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.36
STATUS LED 4.5 GU10 PEARL 5W D/L EACH,"Status LED GU10 Spotlight Bulbs, 4.5W Daylight 6500K Wide Beam Lamps, 50W Equivalent 345lm Energy Saving Lighting for Kitchen or Bathroom, Pearl Finish, 10 Pack (4.5SLGU10DP1B10)",EAN,T1,Confirmed,Unknown,2.7266666666666666,213.02083333333331,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.24
BLOOME AIR FRESHENER GEL BALL,"3pk Gel Ball Air Fresheners | 150g Fragrant Gel Beads in Tropical Coconut, Raspberry and Passion Fruit and Cotton Fresh Scents That Lasts Up to 4 Weeks by Bloome",EAN,T1,Confirmed,Unknown,2.7170000000000005,174.39024390243904,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.26
LOCTITE  SUPERGLUE POWER  FLEX 3G,Loctite Super Glue Gel Extra Strong Adhesive For Rubber Leather Wood 1621078 3G,EAN,T1,Confirmed,Unknown,2.711666666666667,97.54196642685852,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.48
PLAY MAT AND VEHICLE SET ASSORTED,KandyToys Car Play Mat | Car Play Mat with Sign and Traffic Cone | Assorted Designs,EAN,T1,Confirmed,Unknown,2.6712500000000015,64.83616504854372,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.45
GURALLAR ELEGAN HIBALL GLASS  PK3,LAV Elegant Set of 6 Highball Glasses Long Drinking Glass Clear Tumblers,EAN,T1,Confirmed,Unknown,2.6650000000000027,93.50877192982466,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.48
JUST STATIONERY BOOK JUMBO BINGO TICKETS,6 x Just Stationery Bingo Tickets Bingo Book Colour May Vary,EAN,T1,Confirmed,Unknown,2.6496666666666666,174.09110819097674,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.58
WORLD OF PETS DOUBLE PET BOWL 27CM ASSORTED,"Whitefurze Double Pet Bowl, Assorted Colours, 27 cm",Title,T2,Not matched,Unknown,2.6383333333333336,189.8081534772182,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.6
GLAMOUR CONNECTION LOOFAH WITH ROPE,Exfoliating Loofah Puff Back Scrubber Strap Bath Shower Body Sponge Brush Clean (Black),EAN,T1,Confirmed,Unknown,2.625000000000001,188.8489208633094,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.33
151 SUPER GLUE GEL 3G PACK OF 2,4 x Packs Of Superglue Gel,EAN,T1,Confirmed,Unknown,2.622083333333334,155.15285996055232,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.49
"JACK RUSSELL MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect For Any Home or Office | Jack Russ Tea & Coffee Mug With Tray & Coast Set - Sarah Boddy",EAN,T1,Confirmed,Unknown,2.619999999999999,109.16666666666661,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.25
"FRENCHIE MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect For Any Home or Office | Frenchie Tea & Coffee Mug With Tray & Coast Set - Sarah Boddy",EAN,T1,Confirmed,Unknown,2.619999999999999,109.16666666666661,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.24
WHAM CASA BLACK HIPSTER BASKET,Wham Casa Hipster Laundry Basket (Black),EAN,T1,Confirmed,Unknown,2.6158333333333337,75.60211946050097,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.69
BEAUFORT MIXING BOWL 22CM,Whitefurze Mixing Bowl - Natural 20cm,Title,T2,Not matched,Unknown,2.5562499999999995,202.8769841269841,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.61
T-SHIRT MENS HEAT THERMAL WHITE LARGE,Olivia Rocco Miami Luxury 2pc Bath & Pedestal Mat Sets Non Slip Water Absorbent Bathroom Rugs (Pink),EAN,T1,Confirmed,Unknown,2.552249999999999,91.34753042233352,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.23
SECURFIX MULTI PURP. SCREW CSK ZYP 6.0X60MM,Multi-Purpose Pozi Compatible Screw CSK ST ZYP 5.0 x 60mm Tub 500,Title,T2,Not matched,Unknown,2.548333333333334,56.25459896983076,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.57
LOCTITE SUPERGLUE REMOVER,Loctite Glue Remover Gel Tube 5g LOCGRGEL,EAN,T1,Confirmed,Unknown,2.545000000000001,77.35562310030397,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.61
TRAYS 28.5 X 15CM 4 ASSORTED DESIGNS,Foglish Home & Garden Set of 4 Plastic Sandwich Serving Trays Dish 28.5cmx15cm Party Event Picnic BBQ Cats & Dogs,EAN,T1,Confirmed,Unknown,2.5415833333333335,163.1311510483526,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.31
PYREX OPTIMA+ FRYING PAN 22CM,"Pyrex Optima + Forged Aluminium Frying Pan 22 cm, Black,4937811",EAN,T1,Confirmed,Unknown,2.5349999999999993,24.351585014409213,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.63
PAN AROMA CANDLE COLOUR GLASS MEDITERRANEAN ORCHARD,Pan Aroma Scented Glass Jar Candle Mediterranean Orchard Pack of 1,Title,T2,Not matched,Unknown,2.5079166666666666,172.9597701149425,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.65
FLOPRO VERGO SPRAY GUN SET,FloPro+ Vergo Spray Gun & Connector Set,EAN,T1,Confirmed,Unknown,2.495,20.268074735987003,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.8
GEEPAS RECHARGEABLE TRIMMER,"Geepas Hair Trimmer | Electric Stubble Beard Trimmer with Pro Shield for Precise Trimming with Maximum Protection | Cordless Hair Clipper, USB Charging, IPX5 Waterproof | Rechargeable Li-ion Battery",EAN,T1,Confirmed,Unknown,2.4883333333333315,31.339210747271178,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.2
SEALAPACK ROLLS SWING BIN 20 LINERS SCTD,"Sealapack Fresh Lemon Scented Swing Bin Liners, Pack 20 Bags, Yellow",EAN,T1,Confirmed,Unknown,2.485000000000001,147.04142011834327,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.59
PAINT FACTORY HAIR SPRAY GLITTER 200ML,"Paint Factory Special Occasions Glitter Effect Hair Spray, Assorted Colours, 200 ml",EAN,T1,Confirmed,Unknown,2.4833333333333343,146.94280078895468,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.56
STATUS 4W E/S CANDLE DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,Status 4w = 40w = 470 lumens - Filament LED - Candle - ES - Clear - Day Light - 1 pk Box - in White CDU,EAN,T1,Confirmed,Unknown,2.4750000000000005,148.2035928143713,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.46
FLOW WHITE VINEGAR 1L EACH,"White Vinegar | Food Grade | Suitable for Cleaning, Weed Killer, Limescale Remover, Glass Cleaner, Stain Remover, Baking, Pickling, Marinating | UK Made | Pack of 3 x 1 Litres",EAN,T1,Confirmed,Unknown,2.470833333333333,124.16247906197655,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.19
STORAGE JAR 80ML GLASS,Koopman Mini Glass Jars with Cork Stoppers 6 Pack 80ml Spice Jar Cork Lids Square Clear Glass Kitchen Food Storage Cork Jar Bottles for Spices Seasoning Herbs Tea Jam Honey DIY Crafts Wedding Favours,EAN,T1,Confirmed,Unknown,2.437083333333333,219.557057057057,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.15
SMART CHOICE LEAD FABRIC LRG ASSTD,Smart Choice Large Dog Lead 1.2m - 3 assorted colours,EAN,T1,Confirmed,Unknown,2.436250000000001,109.24887892376687,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.57
CLEANUX WASHING-UP LIQUID LEMON 5LTR EACH,"Washing-Up Liquid -Lemon scented - Premium Quality, 2 x 5L Pack",EAN,T1,Confirmed,Unknown,2.4283333333333337,68.02054154995332,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.56
MR & MRS FRAME 8X10,Lesser & Pavey Mr & Mrs Frame 8x10 Photo Frame for Gift | Lovely Picture Frames for Unforgettable Memories' | Ideal for Special Occasions - Madelaine by Hearts Design,EAN,T1,Confirmed,Unknown,2.408333333333334,66.34527089072546,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.21
DRAIN MOLE UNBLOCKER 45CM,JIATING DRAIN MOLE UNBLOCKING TWISTER,EAN,T1,Confirmed,Unknown,2.399916666666667,154.038296961917,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.65
GIFT BAG FLORAL MEDIUM PK6,Eurowrap Floral Happy Birthday Gift Bag (Pack of 6),EAN,T1,Confirmed,Unknown,2.3850000000000016,71.19402985074632,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.31
FLORAL DEHUMIDIFIER GARDENIA,3x Floral Dehumidifier & Condensation Remover - Gardenia - 500ml,Title,T2,Not matched,Unknown,2.3639166666666664,148.3009201171058,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.61
151 PAINT SPRAY 400ML WHITE GLOSS,3 x White Gloss Spray Paint,EAN,T1,Confirmed,Unknown,2.3592500000000003,81.2973811164714,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.43
BLACKMOOR PAPER AIR FRYER LINERS 22X14CM 80 PIECES,"Blackmoor 65559 80pcs Paper Air Fryer Liners/Non-Stick Parchment Paper/Multipurpose for Other Cooker Types Inc. Steamers, Microwaves and Ovens / 22 x 14 cm",EAN,T1,Confirmed,Unknown,2.3483333333333336,166.548463356974,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.39
PAN AROMA CANDLE RIBBED GLASS PINK ORCHID 120G,Pan Aroma Ribbed Glass Scented Candle Pink Orchid 120g Pack of 1,Title,T2,Not matched,Unknown,2.3479166666666664,145.83333333333331,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.71
PAN AROMA AIR FRESHENER REFILL JASMINE,Pan Aroma Wild Lily & Jasmine Air Freshener Refill 250ml Fragrance Spray Scent,Title,T2,Not matched,Unknown,2.327916666666667,142.81697341513294,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.59
HOBBY MEGA STRAINER,Hobby MEGA Strainer,EAN,T1,Confirmed,Unknown,2.326250000000001,99.41239316239322,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,1.0
O CUISINE ROASTER RECTANGULAR 35X22CM,Pyrex O'Cuisine Kitchen Glass Rectangular Roaster Oven Safe 35 x 22cm 2.6 Litre Clear (Pack of 2),EAN,T1,Confirmed,Unknown,2.321666666666668,52.645502645502674,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.46
PREMIER WALL CLOCK RED 35CM,Premier Housewares Round Wall Clock - Matt Red,EAN,T1,Confirmed,Unknown,2.298333333333333,87.72264631043255,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.6
ROYAL CUISINE SALT & PEPPER SET BLACK,Salt and Pepper Shakers Stainless Steel and Glass Set| Elegant Stainless Steel Salt and Pepper Dispenser| Spices W/Collapsible Funnel Black,EAN,T1,Confirmed,Unknown,2.285,70.5246913580247,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.25
TIGER HAND TALLY COUNTER,Tiger Stationery Tally Counter,EAN,T1,Confirmed,Unknown,2.2814999999999994,83.08448652585577,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.81
VASE ACRYLIC 25CM,Clear Plastic Acrylic Flower Vase (H25cm),EAN,T1,Confirmed,Unknown,2.279166666666667,60.940285204991085,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.52
SIGNATURE CARRYALL 28CM SILVER,Small Carryall,EAN,T1,Confirmed,Unknown,2.2775000000000007,145.99358974358978,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.5
STATUS LED SES CANDLE PEARL C/W 5.5W EACH,Status 5w = 40w = 470 lumens LED - Candle - E14 - PA - Pearl - Cool White - 1 pk Box - in White CDU,EAN,T1,Confirmed,Unknown,2.2750000000000004,156.89655172413794,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.44
FLORAL ANTIBACTERIAL SURFACE WIPES GARDENIA 80S,3x Floral Anti-Bacterial Wipes - Gardenia - 80 Wipes Each,Title,T2,Not matched,Unknown,2.2679166666666672,134.19625246548327,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.75
FLORAL ANTIBACTERIAL SURFACE WIPES JASMINE 80S,3x Floral Anti-Bacterial Wipes - Jasmine - 80 Wipes Each,Title,T2,Not matched,Unknown,2.2679166666666672,134.19625246548327,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.75
MARKSMAN HOOKS UTILITY 2PC,Marksman 2x 8MM UTILITY HOOKS GARDEN TOOLS BICYCLE LADDERS SHED GARAGE HANGER STORAGE,EAN,T1,Confirmed,Unknown,2.2600000000000007,133.72781065088762,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.34
COOKHOUSE STRAINER SEIVE 18CMS,Neon Kitchen Sieve (Blue),EAN,T1,Confirmed,Unknown,2.253750000000001,133.35798816568055,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.36
T-SHIRT MENS HEAT THERMAL BLACK LARGE,Olivia Rocco Miami Luxury 2pc Bath & Pedestal Mat Sets Non Slip Water Absorbent Bathroom Rugs (Cream),EAN,T1,Confirmed,Unknown,2.212250000000001,79.17859699355765,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.2
T-SHIRT MENS HEAT THERMAL WHITE MEDIUM,Olivia Rocco Miami Luxury 2pc Bath & Pedestal Mat Sets Non Slip Water Absorbent Bathroom Rugs (Chocolate),EAN,T1,Confirmed,Unknown,2.212250000000001,79.17859699355765,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.24
T-SHIRT MENS HEAT THERMAL BLACK MEDIUM,Olivia Rocco Miami Luxury 2pc Bath & Pedestal Mat Sets Non Slip Water Absorbent Bathroom Rugs (Biscuit),EAN,T1,Confirmed,Unknown,2.212250000000001,79.17859699355765,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.26
STATUS LED CANDLE BC PA PEARL W/WHT 1PK BOX,Status 7.5w = 60w = 806 lumens LED - Candle - B22 - PA - Pearl - Warm White - 1 pk Box - in White CDU,EAN,T1,Confirmed,Unknown,2.21,104.24528301886791,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.57
WEEDOL ROOTKILL RAPID 12 TUBES,"Weedol Rootkill Plus Concentrate Tubes, 12 Pack",EAN,T1,Confirmed,Unknown,2.2033333333333305,12.576103500761018,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.62
PRISM TOILET 6PK BLOCKS BLUE,"Blue Flush x 6 (Pack of 8, Total 48 Blocks)",EAN,T1,Confirmed,Unknown,2.198666666666667,141.12109542148056,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.37
TOP 3 KITCHEN UTENSIL SET SILICONE WITH STORAGE BUCKET AND REST,"Kitchen Utensils Set with Holder & Drip Pad | Silicone Cooking Utensil 8pc Set | Silicone Spatula, Spoon, Spaghetti Server, Ladle | Scratch Proof Non-Stick Kitchen Gadgets & Tools",EAN,T1,Confirmed,Unknown,2.1950000000000003,26.866585067319466,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.36
HOBBY RATTAN PEDAL BIN 21LTR,HOBBY LIFE 21 Litre Plastic No 3 Rattan Pedal Dustbin,EAN,T1,Confirmed,Unknown,2.1866666666666683,23.768115942029,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.54
KINGFISHER DEHUMIDIFIER WARDROBE SCENT,Kingfisher Assorted Scented Wardrobe Hanging Dehumidifier Moisture Absorber (Pack of 3),EAN,T1,Confirmed,Unknown,2.1716666666666686,128.500986193294,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.48
VASE ACRYLIC 25CM,APAC Clear Acrylic Cylinder (25x12cm),EAN,T1,Confirmed,Unknown,2.1445833333333333,54.848678601875534,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.56
BEAUTY FOAM HAIR ROLLERS PACK OF 6,36pcs 2.5cm Colorful Soft Sponge Hair Roller Foam Hair Styling Curler Sleeping Hair DIY Curling Tool - By Beauty Care,EAN,T1,Confirmed,Unknown,2.1395833333333334,192.75525525525526,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.28
PAN AROMA CANDLE RIBBED GLASS PURE COTTON 120G,Pan Aroma Ribbed Glass Scented Candle Pure Cotton 120g Pack of 1,Title,T2,Not matched,Unknown,2.1359166666666667,117.22923527259421,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.71
PAN AROMA CANDLE RIBBED GLASS LAVENDER GARDEN 120G,Pan Aroma Ribbed Glass Scented Candle Lavender Garden 120g Pack of 1,Title,T2,Not matched,Unknown,2.1359166666666667,117.22923527259421,B,T2 High Margin Evergreen,Likely match in stable category with enough margin buffer.,MEDIUM,Yes,LOW,0.73
BELLO DIMPLE CHAMPAGNE FLUTE,Set of Bello Dimple Effect Plastic 200ml Champagne Sparkling Wine Flute Glass (4),EAN,T1,Confirmed,Unknown,2.128750000000001,174.48770491803285,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.51
REVITALISE RED EDT 85ML POUR FEMME EACH,Fine Perfumery Perfume Revitalise Pink 100ML PK12,EAN,T1,Confirmed,Unknown,2.1276666666666673,112.33720520943334,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.36
KINGAVON 2 WAY PLUG ADAPTOR WITH TYPE C & USB,"1x 2-Way Type C/USB Power Strip - Multi Plug Mains Wall Socket Extension for Home, Travel - No Lead or Cable - By Kingavon",EAN,T1,Confirmed,Unknown,2.117916666666668,34.7769567597154,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.1
PLASPLUGS CHINAGRAPH MARKER,"TILE RITE CHM365 China Graph Marker, Red/Black, Set of 2 Piece",EAN,T1,Confirmed,Unknown,2.1083333333333343,104.89220563847435,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.43
SIGNATURE RECTANGULAR BOWL SILVER,A Haunting We Will Go [DVD],EAN,T1,Confirmed,Unknown,2.1083333333333334,149.5271867612293,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.27
DEKTON IMPACT SOCKET ADAPTORS 4PC,Dekton 4PC Impact Socket Adaptors – Durable Tool Set for Converting Socket Sizes | Compatible with Impact Wrenches and Ratchets | Chrome Vanadium Steel for Strength and Longevity,EAN,T1,Confirmed,Unknown,2.0950000000000006,52.375000000000014,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.3
HEISTA PHOTO FRAME CRYSTAL EDGE WITH SILVER BORDER 8X10,"Hestia Photo Frame Crystal Edge with Silver Border 8"" x 10"" HE76980",EAN,T1,Confirmed,Unknown,2.0949999999999998,24.970202622169243,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.89
ADORN 4PC  SUCTION HOOK,ADRON 4 x Heavy Duty Large Suction Cup Hooks Snap Lever Vacuum Holder Bathroom/Kitchen Holder Sucker Caddy,EAN,T1,Confirmed,Unknown,2.0815833333333336,133.6061189559264,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.31
REGNANT EDT 100ML POUR HOMME EACH,Regnant Mens Eau de Toilette Pour Homme e100ml Present Christmas Xmas Gift Set for Him,EAN,T1,Confirmed,Unknown,2.077000000000001,76.98295033358045,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.45
SUPRISE EDT 100ML FOR WOMEN EACH,Surprise Womens Eau de Perfume e100ml Pour Femme Present Christmas Xmas Giftset for Her,EAN,T1,Confirmed,Unknown,2.077000000000001,76.98295033358045,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.37
MULTI USE INVERTEBRATES GLUE TRAP,"6 x Multi Use Bugs Sticky Boards Trap | Efficient Pack Of Invertebrates Glue Boards | 6 Traps Per Pack Effective Bugs Boards To Use Inside The Home, Garden & Office",EAN,T1,Confirmed,Unknown,2.065666666666668,144.85741000467516,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.34
LUSCIOUS ROSE EDT 85ML POUR FEMME EACH,Luscious Rose Womens Perfume e85ml Giftset Eau de Perfume Pour Homme Xmas Gift,EAN,T1,Confirmed,Unknown,2.0639166666666666,108.97131291798661,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.53
MAGNETIC TRAVEL GAMES,PMS 4ASST MAGNETIC TRAVEL GAMES 24ASST IN DISPLAY BOX,EAN,T1,Confirmed,Unknown,2.035,166.80327868852459,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.57
BABY PIPKIN MINI BATH MATS FUNNY FOOT,"Non Slip Baby Bath Mats With Suction Pads Pack Of 16 Mini Child Safety Anti Slip Shower Mats Flower, Star, Foot, Star Fish (Funny Foot)",EAN,T1,Confirmed,Unknown,1.9983333333333333,153.7179487179487,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.29
ASHLEY SILICONE BAKING TRAY AIR FRYER LINER,1x Round Silicone Baking Tray Air Fryer Liner - Black - Greaseproof Parchment Airfryer Tower Drawer Basket Inserts Accessories Sheets - By Ashley,EAN,T1,Confirmed,Unknown,1.9919166666666668,101.3182434723635,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.39
SILVINE SCRAP BOOK W/2 FREE PK12    438S,Silvine 438 scrap books 377x251mm - pack of 14,EAN,T1,Confirmed,Unknown,1.9679999999999989,15.59182379971477,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.6
JCB LED W/W GLS ES 15W EACH,LED A60 1520lm Opal 15w (E27 2700k),EAN,T1,Confirmed,Unknown,1.9599999999999997,92.45283018867923,B,Confirmed Match Margin,High margin EAN match; zero sales may be missing data or timing.,HIGH,No,LOW,0.42
