Supplier_Title,Amazon_Title,ASIN,EAN,Match_Type,Tier,Confidence_Score,EAN_Exact_Match,Sales,Net_Profit,ROI,Supplier_Price,Amazon_Price,Bucket,Inclusion_Reason,Confidence,Validation_Required,Priority,Similarity,Unit_Qty_Flag,Unit_Qty_Note,Category,Supplier_URL,Amazon_URL,FBA_Sellers,Dashboard_Flags
A-Z TRY ME MUSICAL CAR,"AtoZ My 1st Musical Car Keys Baby Toy with Light and Sound, 0+ Months, for Little Hands",B0F8R7P3HB,5012866651048,EAN,T1,40,TRUE,Unknown,10.77,257.1201273,4.368,31.9,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.31,MATCH,,Nursery Baby,https://www.efghousewares.co.uk/a-z-try-me-musical-car-120237,https://www.amazon.co.uk/dp/B0F8R7P3HB,,BRAND_MISMATCH
RYSONS 4PC METAL FORKS 18CM,Fig & Olive Stainless Steel Forks 4 pcs,B0CGJR45QY,5056239411082,EAN,T1,40,TRUE,Unknown,10.19,654.1452717,1.2096,19.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.42,MATCH,,Other,https://www.efghousewares.co.uk/rysons-4pc-metal-forks-18cm-105444,https://www.amazon.co.uk/dp/B0CGJR45QY,,BRAND_MISMATCH
RUBBER SINK & BATH PLUG PK5,JIATING 5 Rubber Sink & Bath Plugs,B09X5ZYNCW,5056239423993,EAN,T1,60,TRUE,Unknown,10.08,647.0047069,1.2096,19.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.75,MATCH,,Other,https://www.efghousewares.co.uk/rubber-sink-bath-plug-pk5,https://www.amazon.co.uk/dp/B09X5ZYNCW,,BRAND_MISMATCH
PICK UP AND REACH TOOL 78CM,Rysons Reach & Pick-Up Tool Stick,B0CJ9HW4XB,5056239433022,EAN,T1,60,TRUE,Unknown,9.97,560.0889513,1.476,19.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.47,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/pick-up-and-reach-tool-78cm,https://www.amazon.co.uk/dp/B0CJ9HW4XB,,BRAND_MISMATCH
MAGNETIC MEMO HOLDER,Rysons Magnetic Memo Holder,B0CJ9J2167,5056239423788,EAN,T1,60,TRUE,Unknown,9.02,444.9777887,1.7712,18.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.85,MATCH,,Other,https://www.efghousewares.co.uk/magnetic-memo-holder,https://www.amazon.co.uk/dp/B0CJ9J2167,,BRAND_MISMATCH
TURBO JET AIR FRESHENER / SANITISER SPRAY WATERMELON 500ML,AIRESS TURBO JET AIR SANITISER 500ML (Watermelon),B09WRX2BYC,5056239452023,EAN,T1,75,TRUE,Unknown,8.96,321.1320191,2.688,19.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.65,MATCH,,Candles Air Fresheners Diffuse,https://www.efghousewares.co.uk/turbo-jet-air-500ml-watermelon,https://www.amazon.co.uk/dp/B09WRX2BYC,,BRAND_MISMATCH
ESSCENTS HOME POTPOURRI 200GM ASSORTED,200g Esscents Fragrant Potpourri - 6 Assorted Scents Fragrances Home Fragrance Bags Bowl and Vase Decoration,B08MPYKF33,5024418040361,EAN,T1,60,TRUE,Unknown,8.59,482.3033708,1.476,22.29,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.4,MATCH,,Candles Air Fresheners Diffuse,https://www.efghousewares.co.uk/esscents-home-potpourri-200gm-asstd,https://www.amazon.co.uk/dp/B08MPYKF33,,BRAND_MISMATCH
ASHLEY NON STICK FRYING PAN 24CM,Tooltime Solid Brass 4 Way Outside Garden Tap Multi Adaptor with Hose Connectors RRP £39.99,B00DQ7YD6Q,5017403069997,EAN,T1,10,TRUE,Unknown,8.04,289.028777,2.676,18.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.15,MATCH,,Cookware,https://www.efghousewares.co.uk/ashley-non-stick-frying-pan-24cm-121998,https://www.amazon.co.uk/dp/B00DQ7YD6Q,,"TITLE_MISMATCH,BRAND_MISMATCH"
BARBEQUE GRILL BRUSH 3 IN 1 STAINLESS STEEL,No Label - Barbecue Grill brush 3 in 1,B00KDU9XPU,8711295675065,EAN,T1,40,TRUE,Unknown,7.08,509.4724221,1.008,16.49,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.64,MATCH,,Bbq,https://www.efghousewares.co.uk/barbeque-grill-brush-3-in-1-stainless-steel,https://www.amazon.co.uk/dp/B00KDU9XPU,,BRAND_MISMATCH
EXPANDING WILLOW TRELLIS 1.8M X 1.2M,"XS Exp Willow Trellis Tan 1.8x1.2M, Multi-Colour",B074YKGZ7W,5050642003117,EAN,T1,40,TRUE,Unknown,6.92,75.48164304,10.344,29.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.64,MATCH,,Growing Media,https://www.efghousewares.co.uk/expanding-willow-trellis-1-8m-x-1-2m,https://www.amazon.co.uk/dp/B074YKGZ7W,,BRAND_MISMATCH
JVL DOORMAT RUBBER TUFF RECTANGLE 45X75CM,Rub Tuffscrape Mat 45x75 cm,B003BPLW6W,5017440021576,EAN,T1,40,TRUE,Unknown,6.54,89.28490223,8.136,22.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.53,MATCH,,Mats & Rugs,https://www.efghousewares.co.uk/jvl-doormat-rubber-tuff-rectangle-45x75cm,https://www.amazon.co.uk/dp/B003BPLW6W,,BRAND_MISMATCH
LAMP TOUCH RECHARGABLE  GOLD,L & P Home & Gifts Lesser & Pavey Gold Rechargeable Touch Lamp | Gift for Women & Men | Bedside Nightstand Table Lamp | Battery Powered Touch Control Night Lights,B0D4HRNQX4,5010792736419,EAN,T1,40,TRUE,Unknown,6.25,54.44638187,13.104,30.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.23,MATCH,,Giftware,https://www.efghousewares.co.uk/lamp-touch-rechargable-gold-120520,https://www.amazon.co.uk/dp/B0D4HRNQX4,,BRAND_MISMATCH
SECURIT MACHINE SCREWS.NUTS+WASHERS M4X25MM,"Kitemarked Thumb Turn Euro Cylinder Lock, KEYED Alike 40/55mm Nickel, Anti-snap, Anti-Bump, Anti-Pick, Anti-Pull, Anti-Drill, ‘Secured by Design’ Police Preferred",B007VMWKOE,5019923184037,EAN,T1,10,TRUE,Unknown,6.03,453.5087719,0.936,14.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.14,MATCH,,Securit,https://www.efghousewares.co.uk/securit-machine-screws-nuts-washers-m4x25mm,https://www.amazon.co.uk/dp/B007VMWKOE,,"TITLE_MISMATCH,BRAND_MISMATCH"
BAMBINO FIRST TOOTH AND CURL SET PINK,Silverplated Pink My First Tooth and My First Curl Gift Set with Teddies,B07G7B5S1W,5017224798960,EAN,T1,60,TRUE,Unknown,6.02,52.49927347,13.104,29.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.55,MATCH,,Giftware,https://www.efghousewares.co.uk/bambino-first-tooth-and-curl-set-pink-114728,https://www.amazon.co.uk/dp/B07G7B5S1W,Available (see Keepa data),BRAND_MISMATCH
LANTERN STOCKHOLM,Smart Garden Stockholm Lantern (Medium),B08S45YGWT,5050642017374,EAN,T1,40,TRUE,Unknown,6.02,40.28056671,17.268,32.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.5,MATCH,,Giftware & Ornaments,https://www.efghousewares.co.uk/lantern-stockholm,https://www.amazon.co.uk/dp/B08S45YGWT,,BRAND_MISMATCH
INFAPOWER KEYBOARD WATERPROOF,"Infapower Full Size Wired Keyboard, Black",B078GYV6Q2,5060240211906,EAN,T1,60,TRUE,Unknown,5.76,135.4901961,4.44,19.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.57,MATCH,,Phones   Accessories,https://www.efghousewares.co.uk/infapower-keyboard-waterproof,https://www.amazon.co.uk/dp/B078GYV6Q2,,
GREEN HABITATS WEED BURNER,EFG WEED WAND + 4 BUTANE GAS CANISTERS BLOWTORCH GARDEN TORCH WEEDS KILLER BURNER,B072K62J5B,5050796000314,EAN,T1,40,TRUE,Unknown,5.61,91.36129207,6.708,19.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.24,MATCH,,Tools & Accessories,https://www.efghousewares.co.uk/green-habitats-weed-burner-109952,https://www.amazon.co.uk/dp/B072K62J5B,,BRAND_MISMATCH
ROLSON COMBINATION SLIDE BOLT LOCK,Rolson Heavy Duty Combination Slide Bolt Lock – 120mm 4 digit for added convenience 66509,B0CDBY2VJ3,5029594665094,EAN,T1,80,TRUE,Unknown,5.4,69.44980695,8.664,21.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.55,MATCH,,Rolson Tools,https://www.efghousewares.co.uk/rolson-combination-slide-bolt-lock-104985,https://www.amazon.co.uk/dp/B0CDBY2VJ3,,
BLACKSPUR SECURITY  DOOR CHAIN NICKLE PLATED,N/A,B0CG1YQJC5,5017403112228,EAN,T1,10,TRUE,Unknown,5.39,387.559952,1.008,12.97,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.04,MATCH,,Blackspur   Pro User  Kingavon,https://www.efghousewares.co.uk/blackspur-security-door-chain-nickle-plated,https://www.amazon.co.uk/dp/B0CG1YQJC5,,"TITLE_MISMATCH,BRAND_MISMATCH"
SANCTUARY GARDEN MIRROR ARCH GREY  34.5 X 69.5 X 2.5CM,VFM - Arched Mirror for Gardens Distressed for Walls Indoor & Outdoor Mirror - 34.5cm 69.5 x 2.5cm Grey,B0D1KWM2F8,5050565815446,EAN,T1,60,TRUE,Unknown,5.32,63.84053621,9.336,22.67,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.45,MATCH,,Giftware & Ornaments,https://www.efghousewares.co.uk/sanctuary-garden-mirror-arch-grey-34-5-x-69-5-x-2-5cm-120157,https://www.amazon.co.uk/dp/B0D1KWM2F8,,BRAND_MISMATCH
LUMINARC MARTINI COCKTAIL SET 5 PIECE SET,"Creatable 15911 5-Piece Luminarc Cocktail Series Glasses Set, Transparent",B00D771PBQ,883314359374,EAN,T1,60,TRUE,Unknown,5.23,124.8210024,4.368,18.96,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.47,MATCH,,Glass Decorative & Gift,https://www.efghousewares.co.uk/luminarc-martini-cocktail-set-5-piece-set-120217,https://www.amazon.co.uk/dp/B00D771PBQ,,BRAND_MISMATCH
PYREX MASTER STAINLESS STEEL FRYING PAN 30CM,Pyrex Master Stainless Steel Frying Pan 30cm Silver,B098BHV7YP,3426470290944,EAN,T1,95,TRUE,Unknown,5.11,29.05520774,20.424,39.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.93,MATCH,,Cookware,https://www.efghousewares.co.uk/pyrex-master-stainless-steel-frying-pan-30cm,https://www.amazon.co.uk/dp/B098BHV7YP,Available (see Keepa data),
151 WASHING BAG 2PK,VivaMK Virucidal Cleaner,B08BY3Q1NB,5053249235684,EAN,T1,10,TRUE,Unknown,3.07,204.4444444,1.14,8,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.14,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/151-washing-bag-2pk-19-4,https://www.amazon.co.uk/dp/B08BY3Q1NB,,"TITLE_MISMATCH,BRAND_MISMATCH"
TOILET PLUNGER,ADORN Sink Plunger with 225mm (9 inch) Plastic Handle 110mm (4.25 inch) - Hanging Hoop - Toilet Plunger - Builders Choice,B07BVLXYKF,6923456783249,EAN,T1,40,TRUE,Unknown,2.92,238.9344262,0.804,9.24,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.21,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/toilet-plunger-113669,https://www.amazon.co.uk/dp/B07BVLXYKF,,BRAND_MISMATCH
DRAIN MOLE UNBLOCKER 45CM,JIATING DRAIN MOLE UNBLOCKING TWISTER,B09X626NNK,5056239424006,EAN,T1,40,TRUE,Unknown,2.57,184.7422062,1.008,8.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.65,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/drain-mole-unblocker-45cm,https://www.amazon.co.uk/dp/B09X626NNK,,BRAND_MISMATCH
BUZZ MICROFIBRE DUSTER CLOTH WITH GERM SHIELD,"Buzz Microfibre Duster Cloth with Germ Shield Technology, 64g",B08XZ56V54,5056175949724,EAN,T1,95,TRUE,Unknown,1.99,362.1212121,0,5.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.85,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/buzz-microfibre-duster-cloth-with-germ-shield,https://www.amazon.co.uk/dp/B08XZ56V54,,
ASHLEY SCRUBBING BRUSH,Ashley Scrubbing Brush with Handle - 14cm - White - 1x Outdoor Bathroom Shower Floor Tile Carpet Cleaning Stiff Bristle Hand Scrubber,B0DHYGNTBM,5017403138136,EAN,T1,60,TRUE,Unknown,1.86,133.7829736,1.008,7.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.28,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/ashley-scrubbing-brush-115485,https://www.amazon.co.uk/dp/B0DHYGNTBM,,
ELBOW GREASE AQUA ANTI-BACTERIAL BATHROOM CLEANING GLOVES LARGE,Elbow Grease Rubber Gloves for Cleaning Bathrooms - Cotton Lined with Extra Long Sleeve | Mint Blue with In-built Antibacterial Properties (1 Pair - Size Large),B0DZ328TFX,5053249258720,EAN,T1,80,TRUE,Unknown,1.5,272.1212121,0,5.9,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.38,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/eg-aqua-anti-bac-bathroom-cleaning-gloves-l-103986,https://www.amazon.co.uk/dp/B0DZ328TFX,,
PRISM TOILET 6PK BLOCKS MIXED,"24pk Toilet Bowl Freshener | Each 50g Toilet Block Lasts for 14 Days | 24 Cistern Blocks in Ocean, Pine & Bleach Scents by Prism",B07TYK5JDJ,5055257821330,EAN,T1,40,TRUE,Unknown,1.5,273.6363636,0,7.47,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.24,MISMATCH_CHECK,,Household Cleaning,https://www.efghousewares.co.uk/prism-toilet-6pk-blocks-mixed,https://www.amazon.co.uk/dp/B07TYK5JDJ,Available (see Keepa data),BRAND_MISMATCH
BIN BRITE BIN ODOUR NUETRALISER LOST IN PARADISE 500G,"Bin Brite Bin Odour Neutraliser | Keeps Your Bins Fresh & Clean - Soaks Up Liquid, Eliminates Odours (Lost in Paradise - 500g)",B0F3PJNBMZ,5053249269443,EAN,T1,95,TRUE,Unknown,1.05,191.5151515,0,6.16,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,MEDIUM,0.58,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/bin-odour-nuetraliser-500gm-lost-in-paradise-111254,https://www.amazon.co.uk/dp/B0F3PJNBMZ,,
EVERBUILD BLK JACK FLASH TAPE  75MM,Everbuild Black Jack Strong Self Adhesive Flashing Tape – Natural Lead-Look Finish – 450mm x 10m,B006SY0S3Q,5029347099015,Title,T3,30,FALSE,Unknown,23.62,291.2659268,9.072,48.2,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.52,MATCH,,Everbuild,https://www.efghousewares.co.uk/everbuild-blk-jack-flash-tape-75mm,https://www.amazon.co.uk/dp/B006SY0S3Q,,AMAZON_EAN_MISSING
CASA & CASA WIRE COATED DISH RACK LARGE GREY,"Sauvic Plastic Coated Dish Rack, Grey, Large",B00C5JC03O,5056295706795,Title,T3,25,FALSE,Unknown,14.5,169.4119938,9.612,35.96,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.61,MATCH,,Storage   Bread Bins,https://www.efghousewares.co.uk/casa-casa-wire-coated-dish-rack-large-grey-120702,https://www.amazon.co.uk/dp/B00C5JC03O,,"AMAZON_EAN_MISSING,BRAND_MISMATCH"
KINGFISHER PATIO WEED BRUSH 120CM,Kingfisher 120cm Wooden Patio Brush,B015JEZSEO,5013478150851,Title,T2,45,FALSE,Unknown,13.0,567.7401747,2.088,24.99,B,"T2 likely match with good margin, unknown sales",MEDIUM,Yes,LOW,0.65,MATCH,,Tools & Accessories,https://www.efghousewares.co.uk/kingfisher-patio-weed-brush-120cm-5-10,https://www.amazon.co.uk/dp/B015JEZSEO,,AMAZON_EAN_MISSING
SUPER GLUE BOTTLE 3PC,Rysons Super Glue Bottle Set 3 piece,B0D6NCDCLW,5056239432018,EAN,T1,60,TRUE,Unknown,10.36,745.293765,1.008,19.99,B,"T1 EAN match with positive margin, unknown sales",LOW,Yes,LOW,0.74,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/super-glue-bottle-3pc,https://www.amazon.co.uk/dp/B0D6NCDCLW,,BRAND_MISMATCH | Rysons ghost listing — no sales badge observed
BIRTHDAY CANDLES 50PC,RYSONS Birthday Candles 50 PCS,B09X617B1M,5056239445100,EAN,T1,40,TRUE,Unknown,10.36,745.293765,1.008,19.99,B,"T1 EAN match with positive margin, unknown sales",LOW,Yes,LOW,0.82,MATCH,,Disposables Party Bin Liners,https://www.efghousewares.co.uk/birthday-candles-50pc-105756,https://www.amazon.co.uk/dp/B09X617B1M,,BRAND_MISMATCH | Rysons ghost listing — no sales badge observed
EMBROIDERY THREAD 12PK,Rysons Embroidery Thread 12 Pack,B0CJM9F5GD,5056239435194,EAN,T1,40,TRUE,Unknown,10.36,745.293765,1.008,19.99,B,"T1 EAN match with positive margin, unknown sales",LOW,Yes,LOW,0.81,MATCH,,Haberdashery Hosiery,https://www.efghousewares.co.uk/embroidery-thread-12pk,https://www.amazon.co.uk/dp/B0CJM9F5GD,,BRAND_MISMATCH | Rysons ghost listing — no sales badge observed
CRAFT CONTAINER 6PC,RYSONS Craft Container 6 Pack,B09WJ9RYG9,5056239404275,EAN,T1,40,TRUE,Unknown,10.36,745.293765,1.008,19.99,B,"T1 EAN match with positive margin, unknown sales",LOW,Yes,LOW,0.79,MATCH,,Craft,https://www.efghousewares.co.uk/craft-container-6pc,https://www.amazon.co.uk/dp/B09WJ9RYG9,,BRAND_MISMATCH | Rysons ghost listing — no sales badge observed
RYSONS RING DESIGN CLOTHES PEGS 24PC,Rysons Clothes Pegs Ring Design 24 Pack,B0CGJYLPSM,5056239426048,Title,T3,30,FALSE,Unknown,10.36,745.293765,1.008,19.99,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.59,MATCH,,Haberdashery Hosiery,https://www.efghousewares.co.uk/rysons-weaved-cotton-clothesline-10m,https://www.amazon.co.uk/dp/B0CGJYLPSM,,AMAZON_EAN_MISSING
FABRIC PLASTER STRIPS,Rysons 2 Fabric Plaster Strips,B0CJ9PYZZ9,5056239406279,EAN,T1,60,TRUE,Unknown,10.3,740.7074341,1.008,19.9,B,"T1 EAN match with positive margin, unknown sales",LOW,Yes,LOW,0.82,MATCH,,First Aid Pharmacy Personal,https://www.efghousewares.co.uk/fabric-plaster-strips,https://www.amazon.co.uk/dp/B0CJ9PYZZ9,,BRAND_MISMATCH | Rysons ghost listing — no sales badge observed
WHAM FLEXI STORE SQUARE TUB GREY15 LTR,Wham 29352 Flexi-Store Square Medium Tub 25 Litres Cool Grey Pack of 3,B07Z6NPDK4,5038135293023,Title,T3,30,FALSE,Unknown,8.78,427.9072208,4.104,32.99,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.59,MISMATCH_CHECK,"Recalculated: 3x supplier cost. Original: 16.99, True: 8.78",Plastic Storage Boxes,https://www.efghousewares.co.uk/wham-flexi-store-square-tub-grey15-ltr,https://www.amazon.co.uk/dp/B07Z6NPDK4,,AMAZON_EAN_MISSING
WHAM BEEHIVE ROUND POT NAVY 40CM,Wham Set 4 Beehive 40cm Round Plastic Pot Cement Grey,B0B68VSJ43,5057604101720,Title,T3,30,FALSE,Unknown,8.26,321.3521401,2.424,18.69,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.59,MATCH,,Planters,https://www.efghousewares.co.uk/wham-beehive-round-pot-navy-40cm-119091,https://www.amazon.co.uk/dp/B0B68VSJ43,,AMAZON_EAN_MISSING
WHAM BEEHIVE ROUND POT FAWN 40CM,Wham Set 4 Beehive 40cm Round Plastic Pot Cement Grey,B0B68VSJ43,5057604101737,Title,T3,30,FALSE,Unknown,8.26,321.3521401,2.424,18.69,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.59,MATCH,,Planters,https://www.efghousewares.co.uk/wham-beehive-round-pot-fawn-40cm-119090,https://www.amazon.co.uk/dp/B0B68VSJ43,,AMAZON_EAN_MISSING
MUNCH CRUNCH SERRANO HAM/TURKEY TREAT,"Munch & Crunch Serrano Ham Dog Treats With Turkey, Bumper Box 12 Bags",B0C28RDF1T,5053249260976,Title,T3,25,FALSE,Unknown,7.88,504.9679487,1.212,20.58,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.62,MATCH,,Dog Products,https://www.efghousewares.co.uk/munch-crunch-serrano-ham-turkey-treat,https://www.amazon.co.uk/dp/B0C28RDF1T,,EAN_MISMATCH
WHAM CRYSTAL 32LTR LEPRECHAUN GREEN BOX & LID,"Wham Crystal 80L Box & Lid (Pack 2, Leprechaun Green)",B0FDL1XHHR,5038135251115,Title,T2,45,FALSE,Unknown,7.74,282.396789,4.572,26.94,B,"T2 likely match with good margin, unknown sales",MEDIUM,Yes,LOW,0.63,MISMATCH_CHECK,"Recalculated: 2x supplier cost. Original: 12.31, True: 7.74",Plastic Storage Boxes,https://www.efghousewares.co.uk/wham-crystal-32ltr-leprechaun-green-box-lid-121036,https://www.amazon.co.uk/dp/B0FDL1XHHR,,AMAZON_EAN_MISSING
KINGAVON 5W ELECTRONIC INSECT KILLER WHITE,"Kingavon BB-IK112 Electrical Insect Killer, Silver, 28x8x26.5 cm",B003YLS96Y,5017403147633,Title,T3,30,FALSE,Unknown,6.56,103.8436181,6.924,21.59,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.66,MATCH,,Lamps   Torches,https://www.efghousewares.co.uk/kingavon-5w-electronic-insect-killer-white-122012,https://www.amazon.co.uk/dp/B003YLS96Y,,AMAZON_EAN_MISSING
INFAPOWER LED RECHARGE LANTERN,Infapower Large Rechargeable Lantern F059 24 LED with USB Charging Cable - Copper,B08B3V5RQL,5060240210794,Title,T3,30,FALSE,Unknown,6.43,73.19191344,9.876,24.87,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.52,MATCH,,Lamps   Torches,https://www.efghousewares.co.uk/infapower-led-recharge-lantern,https://www.amazon.co.uk/dp/B08B3V5RQL,,AMAZON_EAN_MISSING
WHAM CRYSTAL 45LTR LEPRECHAUN GREEN BOX & LID,"Wham Crystal 80L Box & Lid (Pack 2, Leprechaun Green)",B0FDL1XHHR,5038135251320,Title,T3,25,FALSE,Unknown,6.29,232.1215139,5.364,26.94,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.63,MISMATCH_CHECK,"Recalculated: 2x supplier cost. Original: 11.65, True: 6.29",Plastic Storage Boxes,https://www.efghousewares.co.uk/wham-crystal-45ltr-leprechaun-green-box-lid-121037,https://www.amazon.co.uk/dp/B0FDL1XHHR,,EAN_MISMATCH
EXTRA SELECT SHAVINGS COMP BALE 1KG,"Extra Select Shavings Comp Bale, Large, 3.6 Kg",B009T7PSUC,,Title,T2,45,FALSE,Unknown,6.15,298.4425566,1.812,14.99,B,"T2 likely match with good margin, unknown sales",MEDIUM,Yes,LOW,0.84,MATCH,,Pet Products,https://www.efghousewares.co.uk/extra-select-shavings-comp-bale-1kg-115014,https://www.amazon.co.uk/dp/B009T7PSUC,,NO_SUPPLIER_EAN
PRIMA STAINLESS STEEL STRAINER SET 3PC,"PRIMA 3pc Stainless Steel Cookware Set 14,16,18cm",B0082XGSAI,5038673183473,Title,T2,45,FALSE,Unknown,5.8,372.186564,1.2096,17.9,B,"T2 likely match with good margin, unknown sales",MEDIUM,Yes,LOW,0.69,MATCH,,Other,https://www.efghousewares.co.uk/prima-s-s-strainer-set-3pc,https://www.amazon.co.uk/dp/B0082XGSAI,Available (see Keepa data),AMAZON_EAN_MISSING
PRIMA STAINLESS STEEL STRAINER SET 3PK,"PRIMA 3pc Stainless Steel Cookware Set 14,16,18cm",B0082XGSAI,5038673184869,Title,T3,30,FALSE,Unknown,5.67,335.3057199,1.368,17.9,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.67,MATCH,,Other,https://www.efghousewares.co.uk/prima-s-s-strainer-set-3pk,https://www.amazon.co.uk/dp/B0082XGSAI,Available (see Keepa data),AMAZON_EAN_MISSING
INTEX SILICONE SWIMMING CAP AGE 8+,"INTEX - Silicone Swimming Cap One Size, Multicolor (1)",B0DNMK9QCL,6941057428505,Title,T2,45,FALSE,Unknown,5.53,186.8665541,2.892,15.39,B,"T2 likely match with good margin, unknown sales",MEDIUM,Yes,LOW,0.68,MATCH,,Summer Toys,https://www.efghousewares.co.uk/intex-silicone-swimming-cap-age-8-,https://www.amazon.co.uk/dp/B0DNMK9QCL,,AMAZON_EAN_MISSING
ANKER FILE FOOLSCAP BOX FILE,ANKER INTERNATIONAL Foolscap Card Box File,B00F8DR0P2,5012128589515,Title,T3,25,FALSE,Unknown,5.04,86.20906082,6.3504,19.99,B,"T3 possible match with high margin, needs validation",LOW,Yes,LOW,0.74,MATCH,,Other,https://www.efghousewares.co.uk/anker-file-foolscap-box-file,https://www.amazon.co.uk/dp/B00F8DR0P2,,EAN_MISMATCH
THUMBS UP RATTAN 4 TIER DRAWER TOWER MUSHROOM,Thumbs Up Rattan 4 Drawer Plastic Storage Tower - Mushroom,B09J91BHRB,5014348320091,Title,T2,45,FALSE,Unknown,5.03,29.03450596,20.148,34.99,B,"T2 likely match with good margin, unknown sales",MEDIUM,Yes,LOW,0.78,MATCH,,Plastic Drawer Cabinet,https://www.efghousewares.co.uk/thumbsup-rattan-4-drawer-tower-mushroom,https://www.amazon.co.uk/dp/B09J91BHRB,,AMAZON_EAN_MISSING
FOAM PLAY GAME MATS,fun hub Foam Interlocking Play Game Mats includes 4 game mats In Zip Bag,B0BVJ7CX9P,5015934758649,EAN,T1,60,TRUE,Unknown,4.93,98.01192843,5.376,24.78,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.42,MATCH,,Games,https://www.efghousewares.co.uk/foam-play-game-mats,https://www.amazon.co.uk/dp/B0BVJ7CX9P,,BRAND_MISMATCH
PASABACHE PATISSERIE ROUND SERVICE PLATE,Pasabahce 32cm Pastry Cake Biscuit Cookie Serving Plate Flat Platter,B00NUXBWW4,8693357171640,EAN,T1,40,TRUE,Unknown,4.84,115.5529037,4.368,17.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.52,MATCH,,Glass Tableware,https://www.efghousewares.co.uk/pasabache-patisserie-round-service-plate-113573,https://www.amazon.co.uk/dp/B00NUXBWW4,,BRAND_MISMATCH
BEST MUM BIRTHDAY WINE GLASS,Lesser & Pavey Camilla & Rose Best Mum Wine Glass,B0C2487LFK,5010792496894,EAN,T1,60,TRUE,Unknown,4.75,357.3621554,0.936,11.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.49,MATCH,,Giftware,https://www.efghousewares.co.uk/best-mum-birthday-wine-glass-116470,https://www.amazon.co.uk/dp/B0C2487LFK,,BRAND_MISMATCH
