SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority,price_ratio
ADDIS LONG HANDLE DUSTPAN & BRUSH,"Powerful 2200W Premium Garment Steamer with 3L Water Tank, Dual Steam Settings for Rapid Wrinkle Release, Suitable for All Fabrics Including Delicates, Updated Design, Fridja f1200 Clothes Steamer Pro",T1,5010303031057,5065018907005.0,B0D3M53JGG,100.0,73.89500000000001,734.5427435387675,132.99,9.51,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,2,unknown,https://www.efghousewares.co.uk/addis-long-handle-dustpan-brush,https://www.amazon.co.uk/dp/B0D3M53JGG,66.67719377396797,44.316,,,8.0,NO,HIGH,13.98422712933754
LONDON FRAGRANCES FOR HER ENGLISH PEAR & FREESIA 100ML EACH,Jo Malone English Pear & Freesia For Women 3.4 oz Cologne Spray,T2,5055170252068,,B0849B9DXR,300.0,73.34566666666669,1361.7836365886872,119.75,4.836,A,Proven demand with positive profit,MEDIUM,LIKELY_VALID,0.3,1,unknown,https://www.efghousewares.co.uk/london-fragrances-for-her-english-pear-freesia-100ml-each-112718,https://www.amazon.co.uk/dp/B0849B9DXR,73.49878914405012,31.7352,,,11.0,NO,HIGH,24.76220016542597
APOLLO WOOD NAIL BRUSH PK24,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",T1,5026180062084,717710483480.0,B0FGHZB8FM,50.0,73.13000000000001,631.5198618307427,129.0,11.03,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,9,unknown,https://www.efghousewares.co.uk/apollo-wood-nail-brush-pk24-4-2-23,https://www.amazon.co.uk/dp/B0FGHZB8FM,68.02790697674419,41.24399999999999,,,1.0,NO,HIGH,11.695376246600182
ONYA DINNER SET 16 PIECES 4 MUGS 4 BOWLS 4 DINNER PLATES 4 SIDE PLATES SEIZE THE DAY POPPY,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",T1,5055490625818,717710483480.0,B0FGHZB8FM,50.0,69.88000000000001,471.2070128118679,129.0,14.28,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,9,unknown,https://www.efghousewares.co.uk/onya-dinner-set-16-pieces-4-mugs-4-bowls-4-dinner-plates-4-side-plates-seize-the-day-poppy-118033,https://www.amazon.co.uk/dp/B0FGHZB8FM,65.00465116279071,45.144,,,1.0,NO,HIGH,9.033613445378151
LONDON FRAGRANCES FOR HIM POMEGRANATE NOIR 100ML EACH,Jo Malone Pomegranate Noir Limited Edition Cologne 100ml,T1,5055170251023,9787426969180.0,7426969185,400.0,68.65733333333336,1274.7369723975744,112.9,4.836,A,Proven demand with positive profit,HIGH,VERIFIED,0.375,1,unknown,https://www.efghousewares.co.uk/london-fragrances-for-him-pomegranate-noir-100ml-each-112697,https://www.amazon.co.uk/dp/7426969185,72.97502214348984,30.51120000000001,,,7.0,NO,HIGH,23.345740281224153
SABICHI  SLIMLINE PEDAL BIN 5LT,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",T1,5021961172587,705736912404.0,B0DN6BWS36,50.0,54.64500000000001,627.382319173364,99.99,8.16,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,17,unknown,https://www.efghousewares.co.uk/sabichi-slimline-pedal-bin-5lt,https://www.amazon.co.uk/dp/B0DN6BWS36,65.5805580558056,34.416,,,1.0,NO,HIGH,12.253676470588234
DR BECKMANN COFFEE MACH TABS 6S PK6,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",T1,4008455546322,705736912404.0,B0DN6BWS36,50.0,52.275000000000006,471.79602888086646,99.99,10.53,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,17,unknown,https://www.efghousewares.co.uk/dr-beckmann-coffee-mach-tabs-6s-pk6,https://www.amazon.co.uk/dp/B0DN6BWS36,62.736273627362735,37.26,,,1.0,NO,HIGH,9.495726495726496
KITCHEN KING ALUMINIUM POT GLORIOUS SET 5PC,Stainless Steel Pots and Pans Set – 17pcs Cookware with Glass Lids – Induction Hob Pot Set – Cooking Saucepan Pots & Frying Pan Set – by Nuovva,T1,3840125120262,5060913008857.0,B0FDLDHZTC,100.0,51.69100000000002,73.66118505429363,189.99,69.62400000000001,A,Proven demand with positive profit,HIGH,VERIFIED,0.0555555555555555,1,unknown,https://www.efghousewares.co.uk/kitchen-king-aluminium-pot-glorious-set-5pc-115288,https://www.amazon.co.uk/dp/B0FDLDHZTC,32.648665719248385,127.9608,,,1.0,NO,HIGH,2.728800413650465
RUSSELL HOBBS COLOGNE CUTLERY SET 16 PIECE,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",T1,5054061446623,705736912404.0,B0DN6BWS36,50.0,44.00500000000001,227.41602067183467,99.99,18.8,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,17,unknown,https://www.efghousewares.co.uk/russell-hobbs-cologne-cutlery-set-16-piece-112012,https://www.amazon.co.uk/dp/B0DN6BWS36,52.81128112811282,47.18399999999999,,,1.0,NO,HIGH,5.318617021276595
REVITALISE ELIXIR EDT 85ML POUR FEMME EACH,"Versace Eros Pour Femme Eau De Parfum For Women, 100 ml",T1,5055170283062,8011003823536.0,B00QAIV7V2,500.0,38.72266666666666,2044.4913762759584,63.98,1.344,A,Proven demand with positive profit,HIGH,VERIFIED,0.2,2,unknown,https://www.efghousewares.co.uk/revitalise-elixir-edt-85ml-pour-femme-each-110068,https://www.amazon.co.uk/dp/B00QAIV7V2,72.62769615504845,17.5128,,,28.0,NO,HIGH,47.604166666666664
RED CROWN EDT100ML POUR FEMME EACH,"Versace Eros Pour Femme Eau De Parfum For Women, 100 ml",T1,5055170281631,8011003823536.0,B00QAIV7V2,500.0,38.72266666666666,2044.4913762759584,63.98,1.344,A,Proven demand with positive profit,HIGH,VERIFIED,0.2,2,unknown,https://www.efghousewares.co.uk/red-crown-edt100ml-pour-femme-each-109987,https://www.amazon.co.uk/dp/B00QAIV7V2,72.62769615504845,17.5128,,,28.0,NO,HIGH,47.604166666666664
SILVERHOOK UNDER SEAL SPRAY 500ML,Unicorn Eclipse Ultra 2.0 Professional Dartboard | Venom Black Razor Spider | Hi-Vis Horizontal Numbers | Abyss Intense Vibrant Colour Longevity | Rotatable Symmetric Logos,T1,5036029500349,54722799025.0,B0F7HN2YJZ,200.0,37.36166666666668,817.541940189643,69.95,4.02,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/silverhook-under-seal-spray-500ml-106221,https://www.amazon.co.uk/dp/B0F7HN2YJZ,64.09435310936385,25.116,,,5.0,NO,HIGH,17.400497512437813
QUEST EXPRESSO COFFEE EXPRESSO MACHINE WITH MILK FROTHER,Quest 36569 Espresso Coffee Machine With Milk Frother / 1.2L Water Tank and Drip Tray/Steam Ready and Temperature Indicator/For Ground Coffee Beans / 15 Bars of Pressure,T2,5025301365790,,B0B3F548G7,500.0,33.62624999999999,248.3474889217133,69.99,12.99,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.238095238095238,1,unknown,https://www.efghousewares.co.uk/quest-expresso-coffee-expresso-machine-with-milk-frother-121494,https://www.amazon.co.uk/dp/B0B3F548G7,57.65323617659664,29.6385,,,,YES,HIGH,5.387990762124711
WENKEN FOOD PROCESSOR & BLENDER 2 IN 1,"Kenwood FDP65.180SI 2 in 1 Food Processor Multipro Express, Silver",T1,8699303352828,5011423004662.0,B09HHNQ2L8,300.0,33.43833333333333,681.0251188051595,66.49,4.36,A,Proven demand with positive profit,HIGH,VERIFIED,0.4444444444444444,1,unknown,https://www.efghousewares.co.uk/wenken-food-processor-blender-2-in-1-107467,https://www.amazon.co.uk/dp/B09HHNQ2L8,60.34892465032336,26.364,,,8.0,NO,HIGH,15.249999999999998
PRO COOK ULTIMATE CARBON STEEL WOK 34CM,"YOSUKATA Carbon Steel Woks and Stir Fry Pans 34 cm - Traditional Chinese Japanese Wok with Flat Bottom - Compatible with Induction, Electric, Ceramic, Gas cooktops, and Open Flame, BBQ, Grill",T2,5055490624705,,B084DQYNNM,300.0,31.28166666666667,538.4107860011476,59.99,5.26,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.12,1,unknown,https://www.efghousewares.co.uk/pro-cook-ultimate-carbon-steel-wok-34cm,https://www.amazon.co.uk/dp/B084DQYNNM,62.57376229371563,22.452,,,1.0,YES,HIGH,11.404942965779469
DEKTON HANDLE MANHOLE KEY 2PC SET,"ROUGHNECK® Universal Manhole Key Set, 13 Pieces: 2 Handles, 11 Keys (6 Types) and Carry Case",T1,5055441458601,5057902120010.0,B0DPR7Q4P5,100.0,30.89333333333333,596.3963963963965,59.38,4.63,A,Proven demand with positive profit,HIGH,VERIFIED,0.1333333333333333,1,unknown,https://www.efghousewares.co.uk/dekton-handle-manhole-key-2pc-set-121202,https://www.amazon.co.uk/dp/B0DPR7Q4P5,62.43179521724487,22.308,,,9.0,NO,HIGH,12.825053995680346
METROPOLITAN BLUE EDT 100ML POUR HOMME EACH,Versace Pour Homme Dylan Blue Eau De Toilette For Men 100 ML,T1,5055170281037,8011003825745.0,B01JG5V0E4,700.0,29.155999999999995,1539.3875395987325,49.98,1.344,A,Proven demand with positive profit,HIGH,VERIFIED,0.2727272727272727,1,unknown,https://www.efghousewares.co.uk/metropolitan-blue-edt-100ml-pour-homme-each-110144,https://www.amazon.co.uk/dp/B01JG5V0E4,70.00240096038415,14.9928,,,22.0,NO,HIGH,37.18749999999999
EVERBUILD SEALANT STRIPOUT TOOL,Everbuild Super Flow Sealant/Adhesive Cartridge Applicator Gun with Rotating Barrel – Soft Grip Handle – For Cartridges Up to 310 ml,T2,5029347603557,,B00IZMVQOO,400.0,28.788750000000004,725.1574307304787,49.65,3.42,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0588235294117647,1,unknown,https://www.efghousewares.co.uk/everbuild-sealant-stripout-tool,https://www.amazon.co.uk/dp/B00IZMVQOO,69.58006042296073,15.1035,,,,YES,HIGH,14.517543859649123
LONDON FRAGRANCES FOR HER RED ROSES100ML EACH,Jimmy Choo Fever Eau de Parfum,T1,5055170252020,3386460097338.0,B07FYLS2DC,200.0,28.734000000000005,533.4942443371706,54.6,4.836,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/london-fragrances-for-her-red-roses100ml-each-112714,https://www.amazon.co.uk/dp/B07FYLS2DC,63.15164835164836,20.119200000000003,,,1.0,NO,HIGH,11.29032258064516
APOLLO WOODEN UTENSIL SET ASSTD,"Wooden Utensil Set - 10 Pcs Teak Wooden Spoon Kitchen Utensils Set for Nonstick Pans & Cookware. Non-Scratch, Heat Resistant, Comfortable Grip. Includes Cooking Spatula",T2,5026180016858,,B0BBGQ2GLZ,400.0,27.946250000000003,1258.8400900900904,45.99,1.67,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1052631578947368,1,unknown,https://www.efghousewares.co.uk/apollo-wooden-utensil-set-asstd-12-12,https://www.amazon.co.uk/dp/B0BBGQ2GLZ,72.91911285061971,12.4545,,,,YES,HIGH,27.538922155688624
OUD DIAMOND PERFUME 100ML EACH,Giorgio Armani - Emporio Diamonds EDP 100 ml,T1,5055170270055,3605520380310.0,B00B8UODR2,500.0,27.01566666666667,501.5905433840823,51.95,4.836,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/oud-diamond-perfume-100ml-each-112692,https://www.amazon.co.uk/dp/B00B8UODR2,62.40384985563042,19.5312,,,8.0,NO,HIGH,10.742349048800662
MOP HEAD PLASTIC OPTIMA NO14 PK10,"Hamilton Beach Pro Smart Waffle Maker, Non-Stick, 7 Browning Levels, 5 Programmes, Family Size, Digital Display, Overflow Protection - HB5403T, Silver",T1,5011251280368,5060916370364.0,B0CLH8FTC9,200.0,26.91166666666667,306.5110098709187,59.99,8.23,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,2,unknown,https://www.efghousewares.co.uk/mop-head-plastic-optima-no14-pk10,https://www.amazon.co.uk/dp/B0CLH8FTC9,53.83230538423071,27.696,,,2.0,NO,HIGH,7.289185905224787
ORAL B TOOTHBRUSH KIDS STAR WARS EACH,"Oral-B Pro Junior Kids Electric Toothbrush, 1 Star Wars Mandalorian Handle, 1 Toothbrush Head, 3 Modes with Kid-Friendly Sensitive Mode, For Ages 6+, 2 Pin UK Plug",T1,4210201193616,8006540774823.0,B0C143F196,100.0,26.508333333333336,594.357249626308,49.99,3.91,A,Proven demand with positive profit,HIGH,VERIFIED,0.1666666666666666,1,Oral B Star Wars T,https://www.efghousewares.co.uk/oral-b-star-wars-t/brush-each-109340,https://www.amazon.co.uk/dp/B0C143F196,63.63272654530906,18.18,,,1.0,NO,HIGH,12.785166240409207
SUNNEX STAINLESS STEEL TABLE FORKS PK12 05/11,"Electric Train Sets for Boys Girls Metal Alloy Christmas Toys Steam Locomotive, Passenger Carriages, Tracks, Light & Sounds Rechargeable Birthday Gifts for Kids 3 4 5 6 7 8 + Years Old Green…",T2,4891342311024,,B0B1J8FDB7,200.0,26.35833333333333,782.1463897131555,49.99,2.82,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/sunnex-s-s-table-forks-pk12-05-11,https://www.amazon.co.uk/dp/B0B1J8FDB7,63.27265453090618,18.36,,,2.0,YES,HIGH,17.72695035460993
SMART CHOICE RUBBER BALL DOG TOY,"Cheerble Smart Interactive Dog Toys - Wicked Ball AIR, Automatic Moving Bouncing & Rotating Dog Ball with E-TPU Material, IPX7, USB-C Rechargeable, Active Rolling Balls for Medium-Large Dogs - Blue",T2,5052516111348,,B0FS1K5WQH,200.0,24.019166666666663,1270.8553791887125,39.98,1.34,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1304347826086956,1,unknown,https://www.efghousewares.co.uk/smart-choice-rubber-ball-dog-toy-100490,https://www.amazon.co.uk/dp/B0FS1K5WQH,72.09354677338669,11.156999999999998,,,,YES,HIGH,29.835820895522385
"IMPERIAL SOUP PLATE BLUE 9""","Denby - Imperial Blue Dinner Plates Set of 2 - Dishwasher Microwave Safe Crockery 26.5cm - Blue, White Ceramic Stoneware Tableware - Chip & Crack Resistant Large Plates",T1,8694169938490,745606660523.0,B07SG6C3BR,50.0,23.981666666666666,1354.896421845574,45.23,1.22,A,Proven demand with positive profit,HIGH,VERIFIED,0.1,3,unknown,https://www.efghousewares.co.uk/imperial-soup-plate-blue-9-121816,https://www.amazon.co.uk/dp/B07SG6C3BR,63.625912005306205,16.452,,,1.0,NO,HIGH,37.07377049180328
ECO APOLLO DUSTPAN BRUSH LARGE,"Litheli Cordless Leaf Blower, 604 m³/h 137 km/h Air Speed Battery Blower, 20V Powerful Electric Garden Blower for Blowing Leaves Grass Dust, Electric Garden Leaf Blower with 2.0Ah Battery",T1,5026180081566,740907585520.0,B0CXXDYT79,50.0,23.898333333333337,527.5570272259015,49.99,3.98,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/eco-apollo-dustpan-brush-large,https://www.amazon.co.uk/dp/B0CXXDYT79,57.36747349469894,21.312,,,1.0,NO,HIGH,12.56030150753769
MENS BASEBALL CAP STONEWASHED OLIVE (2022),"Tevlaphee Steering Wheel Lock, Steering Lock, Car Anti-Theft Device, Adjustable, Universal Fit, Heavy Duty Secure, 3 Keys, Emergency Hammer Window Breaker(Black)",T1,5020133138062,653391672419.0,B0734R66B4,100.0,23.83566666666667,752.8637607917456,39.89,2.616,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,3,unknown,https://www.efghousewares.co.uk/mens-baseball-cap-stonewashed-olive,https://www.amazon.co.uk/dp/B0734R66B4,71.70418651291051,11.287200000000002,,,4.0,NO,HIGH,15.248470948012232
"IMPERIAL DEEP DINNER PLATE BLUE 10""","Denby - Imperial Blue Dinner Plates Set of 2 - Dishwasher Microwave Safe Crockery 26.5cm - Blue, White Ceramic Stoneware Tableware - Chip & Crack Resistant Large Plates",T1,8694169938513,745606660523.0,B07SG6C3BR,50.0,23.61166666666666,1103.3489096573203,45.23,1.59,A,Proven demand with positive profit,HIGH,VERIFIED,0.15,3,unknown,https://www.efghousewares.co.uk/imperial-deep-dinner-plate-blue-10-121817,https://www.amazon.co.uk/dp/B07SG6C3BR,62.64426265752818,16.896,,,1.0,NO,HIGH,28.446540880503143
ADJUSTABLE CLOTHES LINE PROP 2.6M ASSORTED,"Blanket Lifter for Feet, Adjustable Height Blanket Lifters for Foot of Bed, Aluminum Alloy Blanket Lifter for Foot Toes Leg Knee Ankle Post Surgery Recovery, 4 Clips Included",T1,5056239426345,658361487635.0,B0D4M5WM93,100.0,23.505000000000003,1026.419213973799,42.99,1.74,A,Proven demand with positive profit,HIGH,VERIFIED,0.05,1,unknown,https://www.efghousewares.co.uk/adjustable-clothes-line-prop-2-6m-asstd-112118,https://www.amazon.co.uk/dp/B0D4M5WM93,65.6106071179344,14.784,,,1.0,NO,HIGH,24.70689655172414
FESTIVE MAGIC YARD SIGN STAKE,"Pristar Remote Control Car Hand Gesture Controlled Car, 1:14 RC Stunt Auto 360° Rotation 3 Control Methods 2.4 GHz Drift Glove Controlled Cars Gift Toy for Kids Boy Girls Age 5 6 7 8 9 10 11 12",T2,4894158087176,,B0C7FJY9SL,400.0,23.355000000000004,840.1079136690647,42.99,2.23,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,3,unknown,https://www.efghousewares.co.uk/festive-magic-yard-sign-stake-83309,https://www.amazon.co.uk/dp/B0C7FJY9SL,65.19190509420795,14.964,,,1.0,YES,HIGH,19.2780269058296
HEAVY CLEAVER 9 INCH,Star Wars Millennium Falcon Posable Desk Lamp - Officially Licensed Disney Merchandise Light Decor and Gifts for Men | Paladone,T1,6946532158724,5055964725358.0,B07RY1VR6G,900.0,22.081666666666663,470.8244491826581,44.99,4.14,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/heavy-cleaver-9-inch-112438,https://www.amazon.co.uk/dp/B07RY1VR6G,58.89753278506333,18.492,,,7.0,NO,HIGH,10.867149758454108
FLAT DUCK SQUEAK DOG TOY,"VDIAGTOOL VD30 Pro OBD2 Scanner, Car Diagnostic Tool for EOBD Cars, Fault Code Reader for OBD II Reset, OBD Scanner Live Data, Check Engine Light Error, I/M Readiness for All OBDII Protocol Vehicles",T2,5060226035489,,B0D4M2XCWW,400.0,21.674166666666668,776.851851851852,37.94,2.24,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/flat-duck-squeak-dog-toy-114871,https://www.amazon.co.uk/dp/B0D4M2XCWW,68.55297838692674,11.931,,,,YES,HIGH,16.937499999999996
THL STORAGE BOX RECT 1200ML,"Storage Boxes with Lid - Plastic Storage Bins with 1 Lid,28L*4Tier Clear Stackable Storage Boxes with Wheels,Large Bins Organizer for Bedroom Living Room Bathroom, Clear",T1,8682655100254,6977718359581.0,B0FCLZWDT7,200.0,20.886666666666667,1135.1449275362318,36.98,1.29,A,Proven demand with positive profit,HIGH,VERIFIED,0.0666666666666666,1,unknown,https://www.efghousewares.co.uk/thl-storage-box-rect-1200ml,https://www.amazon.co.uk/dp/B0FCLZWDT7,67.77717685235262,11.916,,,1.0,NO,HIGH,28.666666666666664
TRIPLY CASSEROLE STAINLESS STEEL 20CM,Stainless Steel Casserole Dish with Lid – Induction Hob Cooking Pots Set – Non Stick Dutch Oven – 20cm 2.7L & 24cm 4.3L (2 Pots + 2 Glass Lids) – by Nuovva,T1,8906106597876,5060913008826.0,B0FDL5S7FC,50.0,20.85166666666667,146.1224013081056,59.99,13.72,A,Proven demand with positive profit,HIGH,VERIFIED,0.16,1,unknown,https://www.efghousewares.co.uk/triply-casserole-stainless-steel-20cm-123972,https://www.amazon.co.uk/dp/B0FDL5S7FC,41.71028504750792,34.968,,,2.0,NO,HIGH,4.372448979591836
BARTOLINE BITUMEN PAINT 1 LTR,"Ideas Ice Dragon Building Set，Compatible with Mainstream brands Adults Collectible MOC Dragon Model STEM Toy for GOT Fans Home Decor,Creative Gift for Kids Boys & Girls 8-16 (1019 PCS)",T2,5010789487584,,B0FRZGPCG5,300.0,20.33125,263.69974059662775,42.99,7.16,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/bartoline-bitumen-paint-1-ltr,https://www.amazon.co.uk/dp/B0FRZGPCG5,56.75157013258897,18.5925,,,,YES,HIGH,6.004189944134079
BUZZ DUST CATCHER STARTER SET PLUS REFILLS,"GeckoMan Hybrid Spectrum, Waterproof Switch, 15W Fly Zapper Electric Fly Catcher Bug Zapper Mosquito Killer Flies Killer Trap for Home Indoor UK Plug",T1,5056175993253,767461255188.0,B0BVG29Y71,50.0,18.85833333333333,1115.8777120315583,34.99,1.14,A,Proven demand with positive profit,HIGH,VERIFIED,0.0526315789473684,2,unknown,https://www.efghousewares.co.uk/buzz-dust-catcher-starter-set-plus-refills-117084,https://www.amazon.co.uk/dp/B0BVG29Y71,64.6756216061732,12.36,,,2.0,NO,HIGH,30.692982456140356
PRO COOK ULTIMATE CARBON STEEL WOK 28CM,"Jobin 13Inch/33cm Wok Non Stick with Lid Carbon Steel Wok and Large Capacity for Cook Asian Dishes for 4-6 People, Ideal for Induction, Gas, All Hobs",T2,5055490632410,,B0DP8CZ9ZC,900.0,18.635,399.89270386266094,36.99,4.11,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2,1,unknown,https://www.efghousewares.co.uk/pro-cook-ultimate-carbon-steel-wok-28cm-1-9,https://www.amazon.co.uk/dp/B0DP8CZ9ZC,60.454176804541774,14.628,,,7.0,YES,HIGH,9.0
PONY PLAYSET,"SCHLEICH Horse Club - 26 PC Tori and Princess Horse Toy Stall Playset with Dog Figurine and Accessories - Realistic, Posable Rider Figure and Pony Toys for Girls and Boys - Kids Ages 5+ - 42437",T1,5033849071189,4059433572666.0,B09S3XCM7T,300.0,18.595,1239.6666666666667,33.99,0.95,A,Proven demand with positive profit,HIGH,VERIFIED,0.08,1,unknown,https://www.efghousewares.co.uk/pony-playset-111850,https://www.amazon.co.uk/dp/B09S3XCM7T,65.64872021182701,11.676,,,8.0,NO,HIGH,35.77894736842106
EXTRASTAR PROFESSIONAL CLIPPER RECHAREABLE USB-C BLACK,"Ufree Hair Clippers for Men, Professional Clippers and Trimmers Set, Cordless Clippers for Hair Cutting, Beard Trimmer, Barber Clippers, Rechargeable Electric Shaver, Gifts for Men, Black Gold",T2,8435730689775,,B0CRSZ9F1Y,200.0,18.551666666666662,381.721536351166,38.99,4.31,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1052631578947368,1,unknown,https://www.efghousewares.co.uk/extrastar-professional-clipper-rechareable-usb-c-black-118025,https://www.amazon.co.uk/dp/B0CRSZ9F1Y,57.09669145934855,16.728,,,1.0,YES,HIGH,9.046403712296986
SANCTUARY TREE OF LIFE MIRROR GREY EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,T1,5050565862419,5060955590969.0,B0B5DFTVG9,50.0,18.46166666666667,195.3615520282187,59.99,8.9,A,Proven demand with positive profit,HIGH,VERIFIED,0.1764705882352941,3,unknown,https://www.efghousewares.co.uk/sanctuary-tree-of-life-mirror-grey-effect-50cm-120162,https://www.amazon.co.uk/dp/B0B5DFTVG9,36.92948824804135,37.836,,,1.0,NO,HIGH,6.740449438202247
SANCTUARY TREE OF LIFE MIRROR BRONZE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,T1,5050565862372,5060955590969.0,B0B5DFTVG9,50.0,18.46166666666667,195.3615520282187,59.99,8.9,A,Proven demand with positive profit,HIGH,VERIFIED,0.1764705882352941,3,unknown,https://www.efghousewares.co.uk/sanctuary-tree-of-life-mirror-bronze-effect-50cm-120161,https://www.amazon.co.uk/dp/B0B5DFTVG9,36.92948824804135,37.836,,,1.0,NO,HIGH,6.740449438202247
SANCTUARY TREE OF LIFE MIRROR WHITE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,T1,5050565862396,5060955590969.0,B0B5DFTVG9,50.0,18.46166666666667,195.3615520282187,59.99,8.9,A,Proven demand with positive profit,HIGH,VERIFIED,0.1764705882352941,3,unknown,https://www.efghousewares.co.uk/sanctuary-tree-of-life-mirror-white-effect-50cm-120160,https://www.amazon.co.uk/dp/B0B5DFTVG9,36.92948824804135,37.836,,,1.0,NO,HIGH,6.740449438202247
WINDSOR BUTTER KNIFE,Cuddledry Hands Free Baby Bath Towel | Luxuriously Soft Bamboo & Cotton Hooded Baby Towel | Apron Towel for Safe Babies Bathtime | Perfect Newborn Gift | Grey,T1,5019311919579,5060159121488.0,B01M6TWSW1,50.0,18.36833333333333,846.4669738863288,34.99,1.62,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/windsor-butter-knife,https://www.amazon.co.uk/dp/B01M6TWSW1,62.995141468991136,12.948,,,1.0,NO,HIGH,21.598765432098766
DEKTON GLOVES INSULATED H/DUTY X LARGE(SOLD EACH),Mydome Light Switch Timer – Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,T1,5055441413365,609613846212.0,B00YA95TZI,200.0,18.36166666666667,997.916666666667,32.99,1.29,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,6,unknown,https://www.efghousewares.co.uk/dekton-gloves-insulated-h-duty-x-large,https://www.amazon.co.uk/dp/B00YA95TZI,66.78993634434678,10.956,,,6.0,NO,HIGH,25.573643410852714
SUPERBRIGHT SPONGE CATERING 6 SCOURER PK20,"Hamilton Beach Pro Smart Waffle Maker, Non-Stick, 7 Browning Levels, 5 Programmes, Family Size, Digital Display, Overflow Protection - HB5403T, Silver",T1,5011597011800,5060916370364.0,B0CLH8FTC9,200.0,18.35166666666667,105.8342945021146,59.99,16.79,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,2,unknown,https://www.efghousewares.co.uk/superbright-sponge-catering-6-scourer-sp-,https://www.amazon.co.uk/dp/B0CLH8FTC9,36.70945157526256,37.968,,,2.0,NO,HIGH,3.572960095294819
