SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority,price_ratio
SE IRON ON MENDING FABRIC 3PC,"ZEFFFKA Fabric Iron-on Patches Inside & Outside Strongest Glue 100% Cotton Black Repair Decorating Kit 12 Pieces Size 3"" by 4-1/4"" (7.5 cm x 10.5 cm)",T2,5055319516198,,B07GYR235Z,700.0,1.6915833333333337,108.574026529739,7.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0416666666666666,2,unknown,https://www.efghousewares.co.uk/se-iron-on-mending-fabric-3pc-111462,https://www.amazon.co.uk/dp/B07GYR235Z,25.405506883604502,5.9601,,,,YES,MEDIUM,7.926587301587301
ASHLEY STAINLESS STEEL 4 PK KNIVES,"Steak Knives Set of 6, Serrated Edge Stainless Steel Kitchen Knife with Ergonomic Handle, Dishwasher Safe, Rust-Proof",T2,5017403135340,,B0CZDKQHKJ,600.0,1.6915833333333337,108.574026529739,7.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2142857142857142,1,Ashley S,https://www.efghousewares.co.uk/ashley-s/s-4-pk-knives-109576,https://www.amazon.co.uk/dp/B0CZDKQHKJ,25.405506883604502,5.9601,,,,YES,MEDIUM,7.926587301587301
ASHLEY IORN ON MENDING FABRIC,"ZEFFFKA Fabric Iron-on Patches Inside & Outside Strongest Glue 100% Cotton Black Repair Decorating Kit 12 Pieces Size 3"" by 4-1/4"" (7.5 cm x 10.5 cm)",T2,5017403139980,,B07GYR235Z,700.0,1.6915833333333337,108.574026529739,7.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0416666666666666,2,unknown,https://www.efghousewares.co.uk/ashley-iorn-on-mending-fabric-115575,https://www.amazon.co.uk/dp/B07GYR235Z,25.405506883604502,5.9601,,,,YES,MEDIUM,7.926587301587301
FOIL JUMBO ROASTING TIN 16IN,"5 x Large Aluminium Foil Rosting Trays Deep (32x26x7 cm) – Heavy-Duty Tin Foil Containers for Cooking, Baking, Roasting, BBQ, Freezing & Meal Prep – Disposable & Recyclable Food Storage",T2,5056239412256,,B0DZRSQ3NK,200.0,1.6915833333333337,108.574026529739,7.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0833333333333333,1,unknown,https://www.efghousewares.co.uk/foil-jumbo-roasting-tin-16in-105731,https://www.amazon.co.uk/dp/B0DZRSQ3NK,25.405506883604502,5.9601,,,,YES,MEDIUM,7.926587301587301
LADIES HEAVY POM-POM HAT,Winter Hats for Women Bobble Hat Black Beanie Hats Double Fleece Layer Line with Pom Pom Wooly Hats Women,T2,5060605733678,,B0C9QGZL8H,500.0,1.6750000000000005,55.83333333333334,8.49,2.45,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0769230769230769,2,unknown,https://www.efghousewares.co.uk/ladies-heavy-pom-pom-hat-123657,https://www.amazon.co.uk/dp/B0C9QGZL8H,23.6749116607774,6.48,,,1.0,YES,MEDIUM,3.4653061224489794
SMART CHOICE 7 LAMB & COD DOG TREAT,Wagg Mini Chops Lamb & Peas Dog Treats 125g (Pack of 7) - Oven Baked,T1,5052516214841,5013919015053.0,B0CBV6YLN8,100.0,1.6666666666666663,82.91873963515754,9.86,1.46,A,Proven demand with positive profit,HIGH,VERIFIED,0.1666666666666666,1,unknown,https://www.efghousewares.co.uk/smart-choice-7-lamb-cod-dog-treat,https://www.amazon.co.uk/dp/B0CBV6YLN8,20.283975659229203,7.859999999999999,,,5.0,NO,MEDIUM,6.7534246575342465
MUNCH CRUNCH RAWHIDE PRESSED BONE,Munch & Crunch Bone Chews for Dogs Multipack - 8 Tripe Filled Rawhide Dog Bones - Tasty Treat Chewy Snacks 4 Packs,T1,5053249226279,5050375114050.0,B08MVDCSJQ,50.0,1.658333333333333,106.30341880341878,8.59,1.01,A,Proven demand with positive profit,HIGH,VERIFIED,0.2222222222222222,3,unknown,https://www.efghousewares.co.uk/munch-crunch-rawhide-pressed-bone-smoked,https://www.amazon.co.uk/dp/B08MVDCSJQ,23.16647264260768,6.599999999999999,,,6.0,NO,MEDIUM,8.504950495049505
MUNCH CRUNCH RAWHIDE BONE NAT JUMBO,Munch & Crunch Bone Chews for Dogs Multipack - 8 Tripe Filled Rawhide Dog Bones - Tasty Treat Chewy Snacks 4 Packs,T1,5050375130043,5050375114050.0,B08MVDCSJQ,50.0,1.658333333333333,106.30341880341878,8.59,1.01,A,Proven demand with positive profit,HIGH,VERIFIED,0.2222222222222222,3,unknown,https://www.efghousewares.co.uk/munch-crunch-rawhide-bone-nat-jumbo,https://www.amazon.co.uk/dp/B08MVDCSJQ,23.16647264260768,6.599999999999999,,,6.0,NO,MEDIUM,8.504950495049505
RYSONS KITCHEN SCISSORS/KNIFE SET 3PCS,"Kitchen Scissors with Sharp Stainless Steel Blades and Soft Handles, Multifunctional Scissors Set, 3PCs, Black/Grey",T2,5056239413055,,B0BG6X2X5P,200.0,1.655916666666667,71.93382565884738,8.99,1.752,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0833333333333333,1,unknown,https://www.efghousewares.co.uk/rysons-kitchen-scissors-knife-set-3pcs-d000,https://www.amazon.co.uk/dp/B0BG6X2X5P,22.10344827586207,7.0029,,,,YES,MEDIUM,5.1312785388127855
XL MONEY TINS CASH IN,"SAPRA® | BANKNOTE EXTRA LARGE JUMBO MONEY TIN SIZE 1PACK | 4 designs: £5, £10, £20 and £50 (King note design)",T1,5056239402714,5060724621122.0,B0DTKNK8W3,100.0,1.6543333333333334,66.33253140871425,10.99,1.944,A,Proven demand with positive profit,HIGH,VERIFIED,0.0526315789473684,1,unknown,https://www.efghousewares.co.uk/xl-money-tins-cash-in-105469,https://www.amazon.co.uk/dp/B0DTKNK8W3,18.063694267515924,9.0048,,,1.0,NO,MEDIUM,5.6532921810699595
CARD GAMES IN A TIN,"Talking Tables QUIZ IN A TIN Travel Trivia Quiz Game, 200 Questions Double Sided Cards after Dinner Party, Secret Santa, Present, Fun Travel Pocket Games Card Games for Adults, Gift, Ages 14+ Made",T2,5050837277415,,B0DG5PZ4HW,200.0,1.6537499999999998,102.7173913043478,8.01,1.06,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1111111111111111,1,unknown,https://www.efghousewares.co.uk/card-games-in-a-tin,https://www.amazon.co.uk/dp/B0DG5PZ4HW,24.775280898876403,6.0255,,,,YES,MEDIUM,7.556603773584905
WATER TUMBLING RAINMAKER,2 Pack Rainmaker Kids Mini Education Rainmaker Toys Rain Stick Shaker Music Sensory Auditory Instrument Toy for Child.,T1,5012866650003,619156307088.0,B07YTM6G67,100.0,1.6416666666666668,60.13431013431013,10.79,2.18,A,Proven demand with positive profit,HIGH,VERIFIED,0.0666666666666666,2,unknown,https://www.efghousewares.co.uk/water-tumbling-rainmaker-113534,https://www.amazon.co.uk/dp/B07YTM6G67,18.257645968489346,8.82,,,1.0,NO,MEDIUM,4.949541284403669
PRIMA SHOE RACK 21 PAIRS BLACK,"OYREL Shoe Rack 5 Tier 20-25 Pairs Shoes, Shoe Storage Organizer Large with Side Bag Space Saving for Closet, Entryway, Garage, Bedroom Non-Woven Shoe Rack Shelf Black",T2,5038673411996,,B0CY23VNHP,600.0,1.6416666666666655,26.69376693766936,17.99,5.6,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1818181818181818,1,unknown,https://www.efghousewares.co.uk/prima-shoe-rack-21-pairs-black,https://www.amazon.co.uk/dp/B0CY23VNHP,10.950528071150632,16.02,,,1.0,YES,MEDIUM,3.2125
151 DAMP & STAIN BLOCK 400ML,"JENOLITE Stain Blocker Paint | WHITE | 400ml | Damp Seal & Stain Blocking Spray Paint | Damp & Anti Mould Paint For Walls & Ceilings | Immediately Block Stains, Mould & Mildew",T2,5053249281339,,B0897TT28M,300.0,1.6322500000000006,53.79861568885962,9.99,2.484,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2105263157894736,1,unknown,https://www.efghousewares.co.uk/151-damp-stain-block-400ml-121930,https://www.amazon.co.uk/dp/B0897TT28M,19.60660660660661,8.0313,,,,YES,MEDIUM,4.021739130434783
SPIKEY METALLIC RUBBER BALL DOG TOY 3COL,"petizer 3-PACK Squeaky Dog Ball Toys ，Dogs Chew Spiky Ball ， Floatable Dog Pool toy,Toss Fetch Toys for Puppy Rubber TPR, Teeth Cleaning for Small and Medium",T2,5052516216609,,B08Z3XXTZ5,400.0,1.6316666666666677,87.7240143369176,8.99,1.31,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1428571428571428,1,unknown,https://www.efghousewares.co.uk/spikey-metallic-rubber-ball-dog-toy-3col-117251,https://www.amazon.co.uk/dp/B08Z3XXTZ5,21.77975528364851,7.032,,,1.0,YES,MEDIUM,6.862595419847328
ENRICO HAIRBRUSH ASSORTED,"4 Pcs Hair Brush Set,Anti Static Massage Oval Comb,Detangling Brush Round Vent Hair Brush,Detangling Hairbrush for Women Men and Kids",T2,5050375030732,,B0B6JTXJW7,300.0,1.6283333333333343,91.47940074906371,7.99,1.23,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0625,1,unknown,https://www.efghousewares.co.uk/enrico-hairbrush-pk36-17-1,https://www.amazon.co.uk/dp/B0B6JTXJW7,24.4555694618273,6.0360000000000005,,,1.0,YES,MEDIUM,6.495934959349594
PARTY INVITES UNICORN PK20,36 Unicorn Party Invites Kids Party Invitations Kid's Party Invites Childrens Birthday Party Invitation's Girls Party Invitations with Folding Envelope Design and Holographic Stickers,T1,5033601021520,5060801252348.0,B0C6FKY8HQ,100.0,1.6283333333333336,127.2135416666667,6.79,0.73,A,Proven demand with positive profit,HIGH,VERIFIED,0.1875,1,unknown,https://www.efghousewares.co.uk/party-invites-unicorn-pk20-112171,https://www.amazon.co.uk/dp/B0C6FKY8HQ,28.777614138438885,4.836,,,1.0,NO,MEDIUM,9.301369863013699
ASHLEY SELF ADHESIVE KEY HOLDER,"pickpiff White Key Holder for Wall Adhesive, Key Hooks with 8 Hooks Wall Mounted, Black Key Hangers for Wall Decor No Drill for Living Room, Kitchen, Office",T2,5017403134336,,B0DMKBKNFT,200.0,1.627,104.42875481386392,6.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1111111111111111,1,unknown,https://www.efghousewares.co.uk/ashley-self-adhesive-key-holder-109541,https://www.amazon.co.uk/dp/B0DMKBKNFT,27.931330472103006,5.0376,,,1.0,YES,MEDIUM,6.934523809523809
BLACKSPUR DRAUGHT EXCLUDER TAPE TYPE D BLACK 5M,"Weather Stripping Tape, Doors Windows Draught Excluder Self-Adhesive Anti-Collision Rubber D Type Foam Sealing Tape, Rubber Sound Insulation for Door Window Draught Stopper (Black-10m)",T2,5017403137900,,B0BJ73QJQM,300.0,1.627,104.42875481386392,6.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2,1,unknown,https://www.efghousewares.co.uk/blackspur-draught-excluder-tape-type-d-black-5m-109456,https://www.amazon.co.uk/dp/B0BJ73QJQM,27.931330472103006,5.0376,,,1.0,YES,MEDIUM,6.934523809523809
PARTY INVITES BIRTHDAY PK20,"Party Invitations Pack of 36. Blue Starburst Themed Invitation with Matching envelopes. 120 x 172mm. Party Invites, Birthday Party Invitations. Suitable for All Ages.",T1,5033601021544,5060857752823.0,B0BYP6YS4W,100.0,1.6250000000000002,126.95312500000004,6.99,0.73,A,Proven demand with positive profit,HIGH,VERIFIED,0.1176470588235294,1,unknown,https://www.efghousewares.co.uk/party-invites-birthday-pk20-112173,https://www.amazon.co.uk/dp/B0BYP6YS4W,27.89699570815451,5.04,,,1.0,NO,MEDIUM,9.575342465753426
SUPERBRIGHT SPONGE NON-SCRATCH 6 SPONGE,"Pack of 6 Natural Sponges for Washing Up - Made from Cellulose, Coconut & Recycled Fibres - Eco Friendly, Odour Free, Non Scratch Scrubbers for Kitchen & Bathroom - Green America & PETA Certified",T1,5011597093349,4897110700533.0,B0CQM8BKFC,100.0,1.6249999999999998,124.99999999999996,7.95,0.75,A,Proven demand with positive profit,HIGH,VERIFIED,0.0416666666666666,1,unknown,https://www.efghousewares.co.uk/superbright-sponge-n-scratch-5-sponge-pk10,https://www.amazon.co.uk/dp/B0CQM8BKFC,24.52830188679245,6.0,,,1.0,NO,MEDIUM,10.6
NAIL DRYING SPRAY,Demert Nail Enamel Dryer Manicurist's Finishing Spra - 212g,T2,5056239472380,,B001GELIBO,500.0,1.6066666666666671,96.20758483033934,8.0,1.12,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.125,1,unknown,https://www.efghousewares.co.uk/nail-drying-spray,https://www.amazon.co.uk/dp/B001GELIBO,24.100000000000005,6.071999999999999,,,6.0,YES,MEDIUM,7.142857142857142
TAYLORS EYE KITCHEN SHEARS,Sabatier Professional 22cm Heavy Duty Kitchen Scissors - Ultra Sharp Fine Serrated Blades & Perfect Soft Grip Handles with Cork Effect. Multipurpose Shears for General Kitchen Tasks. Dishwasher Safe,T1,5014765201690,5014765130563.0,B0FWD3KHSB,50.0,1.5983333333333334,26.031487513572205,13.99,5.59,A,Proven demand with positive profit,HIGH,VERIFIED,0.0833333333333333,1,unknown,https://www.efghousewares.co.uk/taylors-eye-kitchen-shears,https://www.amazon.co.uk/dp/B0FWD3KHSB,13.709792709077917,12.072,,,1.0,NO,MEDIUM,2.5026833631484795
CANDLE PLATE 10CM,Silver Round Metal Spike Candle Holder Pillar Candle Plate Stand 10cm,T2,5024418272243,,B01N80FXYI,400.0,1.5795833333333336,94.58582834331338,7.99,1.12,A,Proven demand with positive profit,MEDIUM,LIKELY_VALID,0.3,1,unknown,https://www.efghousewares.co.uk/candle-plate-10cm,https://www.amazon.co.uk/dp/B01N80FXYI,23.72340425531915,6.0945,,,,NO,MEDIUM,7.133928571428571
PPS LARGE  PLASTIC 50 PLATES,"Premium 12 inch Large Disposable Plates - Pack of 50. Made from Sugarcane Fibre - Bagasse Compostable Plates, Sustainable Solutions for Plastic-Free Parties and Events!",T1,5040481981226,5065015586043.0,B0CHH7TZ5G,50.0,1.5616666666666676,38.2761437908497,13.49,3.53,A,Proven demand with positive profit,HIGH,VERIFIED,0.1052631578947368,1,unknown,https://www.efghousewares.co.uk/pps-large-plastic-50-plates-10-8,https://www.amazon.co.uk/dp/B0CHH7TZ5G,13.891771682727954,11.616,,,1.0,NO,MEDIUM,3.821529745042493
MARKSMAN METAL G CLAMP 2 INCH,ASelected 4PCS Mini G Clamp 2 Inch (51 MM) Capacity -G-Clamps- Industrial Strength C Clamp Set for DIY Enthusiasts and Professionals(Orange),T2,5038673610344,,B0CGH73YZT,200.0,1.559583333333334,92.2830374753452,7.99,1.14,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2352941176470588,1,unknown,https://www.efghousewares.co.uk/marksman-metal-g-clamp-2-inch,https://www.amazon.co.uk/dp/B0CGH73YZT,23.423028785982485,6.1185,,,,YES,MEDIUM,7.0087719298245625
STORAGE BOX WITH VENT 3LT,"BH | 3L - 2 PCS Clear Plastic Storage Box with Lids | SMALL Size | Storage Containers Use for Home, office, Kitchen, Toys and Goods (3 Litres) - By BEST HOUSE",T2,5015302448707,,B0B4WZ4G5R,300.0,1.5550000000000013,92.01183431952671,9.99,1.14,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0833333333333333,2,unknown,https://www.efghousewares.co.uk/storage-box-with-vent-3lt,https://www.amazon.co.uk/dp/B0B4WZ4G5R,18.678678678678693,8.123999999999999,,,1.0,YES,MEDIUM,8.763157894736842
COUNTRY CLUB BACKPACK TEXTURED STRIPES 17 LITRES,"Lightweight School Travel Water Resistant Rucksack Backpack, Laptop Casual Daypack College Secondary School Bags Bookbag for Teenage Girls Boys Women Men",T2,5023674228599,,B0DX74XLQR,600.0,1.5542500000000004,27.45054750971389,13.59,5.112,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/countryclub-backpack-textured-stripes-17-litres-119593,https://www.amazon.co.uk/dp/B0DX74XLQR,13.724061810154527,11.724900000000002,,,,YES,MEDIUM,2.658450704225352
SIL CRAFT GLITTER STRIPS,"4 Rolls Silver Glitter Resin Rhinestone Ribbons Self-Adhesive Belt Sparkling Diamond Bling Stickers Wrap Crystal Roll for DIY Arts Crafts,10mm",T2,5024418985068,,B09TZGJG82,500.0,1.5470000000000004,99.29396662387678,6.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0526315789473684,1,unknown,https://www.efghousewares.co.uk/sil-craft-glitter-strips,https://www.amazon.co.uk/dp/B09TZGJG82,26.557939914163097,5.1336,,,2.0,YES,MEDIUM,6.934523809523809
PUZZLE BUILDING SITE 45PCE,Ravensburger Farm & Building Site 2X 24 Piece Jigsaw Puzzles For Kids Age 4 Years Up - Educational Toddler Toys [Amazon Exclusive],T2,5015934709269,,B09YTVGFDB,400.0,1.5400000000000007,65.81196581196585,8.88,1.79,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1052631578947368,1,unknown,https://www.efghousewares.co.uk/puzzle-building-site-45pce,https://www.amazon.co.uk/dp/B09YTVGFDB,20.810810810810818,7.032,,,,YES,MEDIUM,4.960893854748604
SALT & PEPPER SHAKERS,Juvale Salt and Pepper Shakers Stainless Steel and Glass Set,T3,6923456807518,,B00M16SQ8O,500.0,1.5383333333333338,126.0928961748634,7.99,0.67,A,Proven demand with positive profit,MEDIUM,LIKELY_VALID,0.4285714285714285,5,unknown,https://www.efghousewares.co.uk/salt-pepper-shakers,https://www.amazon.co.uk/dp/B00M16SQ8O,23.10387984981227,6.144,,,1.0,NO,MEDIUM,11.925373134328359
Plastic Food Containers 650ml 5pk,"Zuvo Plastic Food Containers 650 ml - Pack of 50 Reusable Food Containers - Perfect Clear Plastic Food Storage Containers - Microwave and Freezer Safe, Recyclable",T1,5056175988594,5060544900162.0,B075XSLLBJ,100.0,1.5373333333333334,75.88022375781507,12.34,1.476,A,Proven demand with positive profit,HIGH,VERIFIED,0.2,1,unknown,https://www.efghousewares.co.uk/plastic-food-containers-650ml-5pk-106994,https://www.amazon.co.uk/dp/B075XSLLBJ,14.949756888168558,10.4952,,,1.0,NO,MEDIUM,8.360433604336043
PLASTIC CLEAR SMALL SQUARE ANGLED BOWL,"MATANA 40 Small Clear Plastic Bowls (150 ml / 5 oz) – Reusable Mini Dessert Bowls for Dips, Sauces, Ice Cream & Trifles – Sturdy, Stackable Party Bowls",T1,615867837463,713153939355.0,B076HXLDFT,100.0,1.5216666666666672,137.08708708708713,8.99,0.56,A,Proven demand with positive profit,HIGH,VERIFIED,0.1304347826086956,2,unknown,https://www.efghousewares.co.uk/plastic-clear-small-square-angled-bowl,https://www.amazon.co.uk/dp/B076HXLDFT,20.31145717463849,7.164,,,2.0,NO,MEDIUM,16.053571428571427
POWERPLUS TYPE C TO 8 PIN IPHONE ADAPTOR,"USB C to Lightning Adapter 2Pack, PD 36W Fast Charging USB C Female to Lightning Male Adapter for iPhone 14 13 12 11 Pro Max/XS/X/8/7/SE/iPad/iPod/AirPods, USBC to iPhone adapter Type C to lightning",T1,5055203810913,741728569669.0,B0F18LF5BR,100.0,1.5216666666666667,137.08708708708707,5.99,0.56,A,Proven demand with positive profit,HIGH,VERIFIED,0.15,1,unknown,https://www.efghousewares.co.uk/powerplus-type-c-to-8-pin-iphone-adaptor-114912,https://www.amazon.co.uk/dp/B0F18LF5BR,30.48414023372287,4.164,,,1.0,NO,MEDIUM,10.696428571428571
INCENSE STICKS SACRED WOOD PACK OF 12,"Natural Incense Sticks Multipack Variants - 5 (90 gms) Charcoal Free Incense Stick, Made from Upcycled Flowers | Sacred Insensé Sticks from all Cultures (Scented Sticks)",T2,5024418660859,,B0CN2XTXX1,900.0,1.5129166666666654,28.81746031746029,12.95,4.7,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1363636363636363,3,unknown,https://www.efghousewares.co.uk/incense-sticks-sacred-wood-pack-of-12-123490,https://www.amazon.co.uk/dp/B0CN2XTXX1,14.019305019305008,11.1345,,,,YES,MEDIUM,2.75531914893617
PVA GLUE 4PC,"4Pcs Kids Glue Set, Non-Toxic PVA, Stick, Liquid & Pen Glue for Crafts, School Supplies, Paper, Fabric and Scrapbooking - Safe Arts & DIY Kit",T1,5056239432025,5056601416110.0,B0BGMC39PF,50.0,1.5083333333333344,89.250493096647,7.99,1.14,A,Proven demand with positive profit,HIGH,VERIFIED,0.0526315789473684,1,unknown,https://www.efghousewares.co.uk/pva-glue-4pc,https://www.amazon.co.uk/dp/B0BGMC39PF,22.65331664580728,6.179999999999999,,,1.0,NO,MEDIUM,7.0087719298245625
EVERYCHEF BAKEWARE RECTANGLAR TRAY,Lakeland Bakeware Multi Purpose Oven Tray Baking Tin - Rectangular 35.5 x 25.5 cm,T1,5055566957980,5052775701700.0,B00VAAKA72,100.0,1.5016666666666676,88.85601577909276,9.59,1.14,A,Proven demand with positive profit,HIGH,VERIFIED,0.1666666666666666,1,unknown,https://www.efghousewares.co.uk/everychef-bakeware-rectanglar-tray,https://www.amazon.co.uk/dp/B00VAAKA72,18.790406673618364,7.7879999999999985,,,2.0,NO,MEDIUM,8.412280701754387
BETTINA DUSTPAN AND BRUSH LARGE ASSORTED,Newman and Cole Large Garden Dustpan and Brush Set - Outdoor Dust Pan Scoop with Stiff Hand Brush,T1,5052578030403,5060633660755.0,B07RT1QF99,50.0,1.5016666666666665,93.27122153209106,11.99,1.06,A,Proven demand with positive profit,HIGH,VERIFIED,0.25,1,unknown,https://www.efghousewares.co.uk/bettina-dustpan-and-brush-large-asstd,https://www.amazon.co.uk/dp/B07RT1QF99,15.02919099249374,10.188,,,3.0,NO,MEDIUM,11.31132075471698
FESTIVE MAGIC RIBBON 16MMX2.7M ASST.,"Silicone Air Fryer Liners 2 Pack for Ninja Dual Zone AF400UK AF451UK AF300UK 8–9.5L Foodi MAX, Compatible with Tower T17088, Keplin, EMtronics Reusable Non-Stick Dishwasher Safe Accessories",T2,4894158061114,,B0DNYTZH29,900.0,1.4983333333333335,118.91534391534395,7.99,0.71,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,3,unknown,https://www.efghousewares.co.uk/festive-magic-ribbon-16mmx2-7m-asst-73562,https://www.amazon.co.uk/dp/B0DNYTZH29,22.50312891113893,6.192,,,2.0,YES,MEDIUM,11.253521126760564
METALLIC BALLOONS PK30,Metallic Balloon 50 Pack 12 inch Metallic Rainbow Balloons Birthday Balloons Multicoloured Chrome Balloon for Happy Birthday Party Graduation New Year Baby Shower Events Decorations,T2,5056239445445,,B0BNPTPG5N,500.0,1.4970000000000006,96.08472400513485,6.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1052631578947368,2,unknown,https://www.efghousewares.co.uk/metallic-balloons-pk30,https://www.amazon.co.uk/dp/B0BNPTPG5N,25.69957081545065,5.193599999999999,,,1.0,YES,MEDIUM,6.934523809523809
PAN AROMA JAR CANDLE 85GM RED BERRY,"PAN AROMA® RED Decorative Holder & Scented Candle, RED Berry, 85g",T1,5053249248295,5053249248295.0,B09KCMWXQX,50.0,1.4916666666666665,91.5132924335378,8.45,1.08,A,Proven demand with positive profit,HIGH,VERIFIED,0.2222222222222222,1,unknown,https://www.efghousewares.co.uk/pan-aroma-jar-candle-85gm-red-berry,https://www.amazon.co.uk/dp/B09KCMWXQX,21.18343195266272,6.659999999999999,,,3.0,NO,MEDIUM,7.824074074074073
KITCHEN SCISSORS BLACK,"Professional Kitchen Scissors, Cooking Scissors Made from Stainless Steel and Light Weight, Household Necessity All-Purpose Shears Sharp Blades",T2,5015302426620,,B072KRHJ67,400.0,1.4870000000000003,95.4428754813864,6.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1176470588235294,1,unknown,https://www.efghousewares.co.uk/kitchen-scissors-black,https://www.amazon.co.uk/dp/B072KRHJ67,25.52789699570816,5.2056,,,1.0,YES,MEDIUM,6.934523809523809
ASHLEY LONG HANDLE TEASPOON 2 PACK,Latte Spoons Long Handle Coffee Spoons Teaspoons Set of 6 Stainless Steel 7.8Inches Tea Spoon Mixing Stirring Spoon for Latte Coffee Espresso Iced Tea Milk Shake Ice Cream Sundeas Cool Drinking,T2,5017403149750,,B0CGPTWKRR,600.0,1.4870000000000003,95.4428754813864,6.99,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0869565217391304,1,unknown,https://www.efghousewares.co.uk/ashley-long-handle-teaspoon-2-pack-122409,https://www.amazon.co.uk/dp/B0CGPTWKRR,25.52789699570816,5.2056,,,2.0,YES,MEDIUM,6.934523809523809
OPAL ROUND SHALLOW CEREAL BOWL WHITE,"Silicone Air Fryer Liners 2 Pack for Ninja Dual Zone AF400UK AF451UK AF300UK 8–9.5L Foodi MAX, Compatible with Tower T17088, Keplin, EMtronics Reusable Non-Stick Dishwasher Safe Accessories",T2,6260573000836,,B0DNYTZH29,900.0,1.4783333333333335,115.4947916666667,7.99,0.73,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,3,unknown,https://www.efghousewares.co.uk/opal-round-shallow-cereal-bowl-white-112473,https://www.amazon.co.uk/dp/B0DNYTZH29,22.20275344180225,6.215999999999999,,,2.0,YES,MEDIUM,10.945205479452055
HOBBY SOFRESH 3  SCREWED STORAGE BOX,"3 Tier Stackable Craft Storage Box – 30 Adjustable Compartments, Clear Plastic Organiser with Carry Handle – Ideal for Beads, DIY, Tools & Art Supplies",T3,8694064015227,,B08618XK4X,200.0,1.477916666666667,59.59341397849464,8.99,1.93,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.1428571428571428,6,unknown,https://www.efghousewares.co.uk/hobby-sofresh-3-screwed-storage-box-110573,https://www.amazon.co.uk/dp/B08618XK4X,19.727474972191327,7.2165,,,,YES,MEDIUM,4.658031088082902
GARDEN GLOVES 3 ASSORTED COLOURS,"3 Pairs Gardening Gloves for Women, Ladies Garden Glove Gardening Working Glove Floral Garden Gloves with Elastic Cuffs for Yard, Cleaning",T2,8721037328401,,B0BNL3LYHD,400.0,1.4662500000000005,97.75,7.59,0.95,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2142857142857142,2,unknown,https://www.efghousewares.co.uk/garden-gloves-3-assorted-colours-120598,https://www.amazon.co.uk/dp/B0BNL3LYHD,23.181818181818187,5.8305,,,,YES,MEDIUM,7.989473684210527
DEKTON NON SLIP MAT BLACK 125MMX30CM,"KAHEIGN Multipurpose Non Slip Mat, 50CM x 200CM PVC Anti Slip Rug Pad Underlay Carpet Grip Mat Drawer Shelf Liner Waterproof Floor Cushion Mats for Home Office Cars Kitchen Bathroom (Black)",T1,5055441437842,769044875011.0,B0CXHRYY3T,100.0,1.458333333333334,104.91606714628304,7.99,0.84,A,Proven demand with positive profit,HIGH,VERIFIED,0.1071428571428571,1,unknown,https://www.efghousewares.co.uk/dekton-non-slip-mat-black-125mmx30cm,https://www.amazon.co.uk/dp/B0CXHRYY3T,21.9023779724656,6.24,,,1.0,NO,MEDIUM,9.511904761904763
