,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,NetProfit,ROI,supplier_pack,amazon_pack,pack_ratio,adjusted_profit,title_similarity,brand_match,verdict,confidence,reason
159,5052578018609.0,,B07YWB6QGR,BETTINA MOP CHENILLE MOP & HANDLE,OLEVS Men Watch Leather Strap Classic Dress Large Face Analog Quartz Date Luminous Waterproof Gents Wrist Watch,21.2383333333333,667.872117400419,1,1,1.0,21.2383333333333,0.1527777777777778,False,OTHER,30,Insufficient match evidence
160,5050796012089.0,,B0BPLGMW1B,BRIGHT & HOMELY HEAVY DUTY CONCERTINA TOILET PLUNGER LARGE,OLEVS Mens Watches Designer Calendar Dress Metal Stainless Steel Quartz Analog Waterproof Luminous Wrist Watch Gent Large,22.9916666666666,664.499036608863,1,1,1.0,22.9916666666666,0.1452513966480447,False,OTHER,30,Insufficient match evidence
161,5060345240085.0,,B077MKGHXN,SUPER FAST CLOTHES AND SHIRT LAUNDRY FOLDER,"BoxLegend Clothes Folder T Shirt Folder Board Easy and Fast for Kid and Adult to Fold Clothes Organizer,Black",7.36833333333333,663.813813813813,1,1,1.0,7.36833333333333,0.3157894736842105,False,LOW_PRIORITY,31,Weak match - low confidence
162,5060226034390.0,,B0FL7M9TBG,2 Pack Dog Squeaky Toys,"2-Pack Squeaky Dog Toys, Long Crinkle Tail with Treat Dispenser Pockets Plush Interactive Puzzle Toys for IQ Snuffle Foraging Training, Suitable for Small Medium & Large Dogs to Keep Them Busy",9.89541666666666,659.694444444444,2,1,0.5,10.46541666666666,0.16744186046511628,False,OTHER,30,Insufficient match evidence
163,8720573452700.0,,B09LQ9CQT8,BBQ KNIFE STAINLESS STEEL,"PAUDIN 12 Inch Carving Knife, Premium Slicing Knife with with High Carbon Stainless Steel for Cutting Smoked Brisket, BBQ Meat, Turkey - Ergonomic G10 Handle",15.7245833333333,655.190972222222,1,1,1.0,15.7245833333333,0.24175824175824176,False,OTHER,30,Insufficient match evidence
164,5025301388218.0,,B0FPXDNJ1T,BAUER STRAIGHTENER BRUSH 38820 BLACK 21.04,LEGO | Marvel Iron Man Mark 3 Collectors' Edition Figure - Avengers Display Model Kit for Adults - incl. a Minifigure & Arc Reactor - Collectible Gift for Fans - 76344,67.4916666666666,652.093397745571,1,1,1.0,67.4916666666666,0.19138755980861244,False,OTHER,30,Insufficient match evidence
165,8002522920028.0,,B0DKXHM299,METALTEX SET 4 HOOKS LILLIPUT,"Potato Ricer, Sopito Stainless Steel Potato Masher Heavy Duty Food Ricer with Silicone Handle for Fruit Vegetable, Black",10.7883333333333,649.899598393574,1,1,1.0,10.7883333333333,0.10738255033557047,False,OTHER,30,Insufficient match evidence
166,5030481680083.0,741960240197.0,B08XX11X5N,GLEAMAX BROOM AND HANDLE SILVER,"304 Ink Cartridge Remanufactured for HP 304 Black Ink Cartridge, 304XL Black for Envy 5020 5010 5030 5032 5000, DeskJet 3720 2600 2633 2632, 3733 2634 3760, 3750 3735 3762, 2630 2620 2622 (2-Pack)",11.645,646.944444444444,1,1,1.0,11.645,0.0881057268722467,False,OTHER,30,Insufficient match evidence
167,8711252173559.0,,B0CL5YG3TW,DUNLOP BICYCLE MINI PUMP,"Electric Bike Pump, 150Psi Portable Bicycle Tire Pump with Digital Pressure Gauge for E-Bike, Road and Mountain Bicycle Pump, Mini Bike Pump with Presta, Schrader, Dunlop Valve Accessories",16.7416666666666,638.994910941475,1,1,1.0,16.7416666666666,0.18867924528301888,False,OTHER,30,Insufficient match evidence
168,5056283855917.0,,B0773HXND3,SEW YOUR OWN GONK KIT,DONYER POWER Convector Radiator Heater 2000W Room Heating with Adjustable Thermostat,11.3483333333333,637.5468164794,1,1,1.0,11.3483333333333,0.1523809523809524,False,OTHER,30,Insufficient match evidence
169,5026180062084.0,717710483480.0,B0FGHZB8FM,APOLLO WOOD NAIL BRUSH PK24,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",73.13,631.519861830742,24,1,0.041666666666666664,85.8144999999999,0.11926605504587157,False,OTHER,30,Insufficient match evidence
170,5029594262606.0,,B09M9XKPFW,ROLSON  HOLLOW PUNCH 9PCE SET,"BBDINO Super Elastic Silicone Mould Making Kit, 2000g Jade Green, Liquid Silicone 1:1 Mixing, Ideal for Making Moulds of Resins, Plaster, Wax etc.",21.1425,631.119402985074,9,1,0.1111111111111111,24.129166666666663,0.19428571428571428,False,OTHER,30,Insufficient match evidence
171,5021961172587.0,705736912404.0,B0DN6BWS36,SABICHI  SLIMLINE PEDAL BIN 5LT,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",54.645,627.382319173364,1,2250,2250.0,-21967.563,0.1650485436893204,False,OTHER,30,Insufficient match evidence
172,8711252168487.0,3760296600113.0,B07W3FCH5N,FIRE STARTER WOOD SET,"Survival Flint and Steel - Fire Starter Ferrocerium XL 10mm - Light More Than 15,000 Fires Ferro Rod - Firelighter Included - Firestarter Survival Kit for Camping, Bushcraft (Pine wood)",7.24166666666666,618.945868945869,1,1,1.0,7.24166666666666,0.1650485436893204,False,OTHER,30,Insufficient match evidence
173,5017403012290.0,5060657740273.0,B0B5H4KQ9C,GREEN BLADE HAND TROWEL WITH WOODEN HANDLE,"4-Piece Garden Tool Gift Set | Ash Wooden Handles | Trowel, Hand Transplanter, Weeder & Fork | Made with Stainless Steel",7.09833333333333,617.246376811594,1,1,1.0,7.09833333333333,0.32098765432098764,False,LOW_PRIORITY,32,Weak match - low confidence
174,5055706660459.0,8710103990802.0,B0BWFLJBNJ,BABY PIPKIN CLASSIC ROUND BABY BOTTLE 8oz,"Philips Avent Natural Response Glass Baby Bottles 8oz/240 ml with Medium Flow Teats (Flow 3), 2 Pack, SCY933/02",10.2249999999999,612.275449101796,1,2,2.0,8.8809999999999,0.32894736842105265,False,LOW_PRIORITY,32,Weak match - low confidence
175,5010353317903.0,,B0DY5VTRDH,MINKY SPONGE MOP WITH HANDLE,OLEVS Men Watch Chronograph Stainless Steel Quartz Business Dress Luminous Waterproof Multi-Function Men Wrist Watch,22.8733333333333,611.586452762923,1,1,1.0,22.8733333333333,0.19444444444444445,False,OTHER,30,Insufficient match evidence
176,5012128606403.0,,B09RG376NY,GIFTMAKER FESTIVE CRAFT ACTIVITY PACK,"TOPDON AL400-A OBD2 Code Reader, 10 OBD2 Functions, Check Engine Light/Smog Emission Test / O2 Sensor Test/EVAP, Free Lifetime Update",14.9662499999999,610.867346938775,1,1,1.0,14.9662499999999,0.18823529411764706,False,OTHER,30,Insufficient match evidence
177,5050796011709.0,4054596721999.0,B09LTDXR1W,BRIGHT & HOMELY MASKING TAPE 24MMx15M PACK OF 3,"ScotchBlue Multi-Surface Premium Masking Tape, Pack of 3, 48 mm x 41 m, Scotch Adhesive Blue Painters Tape, For Painting and Decorating, Indoor & Outdoor, Sticks Well, 70% PEFC",7.415,607.786885245901,3,3,1.0,7.415,0.242152466367713,False,OTHER,30,Insufficient match evidence
178,8721037348706.0,5056115737039.0,B0CX67VB8X,BBQ TOOL SET 3PCE,"VonHaus BBQ Tool Set with Case, 25Pcs BBQ Accessories Kit Including Spatula, Fork, Tongs, Thermometer, Barbecue Grill Mat, Basting Brush & Cleaner, Heavy Duty Utensils for Outdoor Cooking",16.4716666666666,603.357753357753,3,25,8.333333333333334,-2.712333333333401,0.1568627450980392,False,OTHER,30,Insufficient match evidence
179,5050796009874.0,5060659231687.0,B09KVDL3P7,BRIGHT & HOMELY HANGERS VELVET NON SLIP GREY 5 PACK,50 Non Slip Velvet Hangers | Heavy Duty Grey Felt Coat Hangers |360 Degree Swivel Hooks |Premium Space Saving Design,9.04833333333333,603.222222222222,5,1,0.2,9.960333333333331,0.2275449101796407,False,OTHER,30,Insufficient match evidence
180,5055706660268.0,,B0C7KVJBQ5,BABY PIPKIN HANDY CONTAINERS 450ML 2PCE,"Moonkie Silicone Baby Food Storage Containers, 6 Pack, 120ml Weaning Freezer Pots with Airtight Lids, Reusable Baby Food Snack Pots, Microwave and Dishwasher Safe, Perfect for Infant & Toddler Food",7.85166666666666,599.363867684478,2,6,3.0,6.0276666666666605,0.22033898305084745,False,OTHER,30,Insufficient match evidence
181,5055441458601.0,5057902120010.0,B0DPR7Q4P5,DEKTON HANDLE MANHOLE KEY 2PC SET,"ROUGHNECKÂ® Universal Manhole Key Set, 13 Pieces: 2 Handles, 11 Keys (6 Types) and Carry Case",30.8933333333333,596.396396396396,1,13,13.0,-35.778666666666695,0.3333333333333333,False,LOW_PRIORITY,33,Weak match - low confidence
182,5026180084048.0,,B0774SC4SD,APOLLO GLASS PATE JAR 125ML,Mini Terrine Storage Glass Jars Food Storage Container Canister with Air Tight Preserver Rubber Seal 125ml Set of 6,10.0595833333333,595.241617357001,1,6,6.0,3.2195833333333512,0.23943661971830985,False,OTHER,30,Insufficient match evidence
183,8964000624418.0,612508278739.0,B07P9G321R,ARENA GLASS TUMBLERS 360ML 3PCE,"CRYSTALIA Premium Drinking Glasses Set of 6 Tall Glass Tumbler 360ml LEAD FREE Water Glasses, Heavy Base Highball Glass Water Tumblers, Cocktail, Milkshake, Milk, Iced Tea, Soda Glasses Juice Glasses",11.0133333333333,592.114695340501,3,6,2.0,9.4413333333333,0.24347826086956523,False,OTHER,30,Insufficient match evidence
184,5010303194004.0,5065016200122.0,B0CRN4161Q,FLASH MAX MOP HEAD,ReBorn - Recycled Washing Up Bowl - Kitchen Dish Wash & Drain - Large Carry Handles - Integrated Plug - Useful Pour Spout - 9 Litres Capacity - Made in Britain (Stone),15.8333333333333,586.419753086419,1,1,1.0,15.8333333333333,0.10810810810810811,False,OTHER,30,Insufficient match evidence
185,5055441416830.0,,B0BG8XD59D,BROOKSTONE EXPANDING CAR SPONGE 2PC,Newcastle Pint Glass,10.1416666666666,586.223506743738,1,1,1.0,10.1416666666666,0.36363636363636365,False,LOW_PRIORITY,36,Weak match - low confidence
186,5010853188416.0,5011268823138.0,B0C9MMVLW7,PRICE & KENSINGTON MILAN CONICAL MUG,"Cole & Mason 605 Salt and Pepper Mill Set, Precision+/Ceramic Mechanisms, Adjustable Salt and Pepper Grinders, Acrylic, 144mm, Cooking/Seasoning, Lifetime Mechanism Guarantee",11.885,576.941747572815,1,1,1.0,11.885,0.21904761904761905,False,OTHER,30,Insufficient match evidence
187,5014348229004.0,,B0DJ38DJ6D,GREENFIELDS 20CM PLANT POT,"20cm, 18cm, 16cm Plastic Plant Pots, Plant Pots with Drainage Holes and Saucers, A Set of 3 Flower Pots, Modern Decorative Planters, Blue",7.58625,570.394736842105,1,3,3.0,5.71425,0.17177914110429449,False,OTHER,30,Insufficient match evidence
188,5021346493092.0,,B0FFHJKPF5,TERRACOTTA  HALF POT 20CM,Green Thumbz Terracotta Plant Pots - 20cm x 2 Pack Large Terracotta Pots with Saucer and Drainage Hole - Flower Pots Outdoor or Indoor Use - Brown Clay Pot with Tray,13.0012499999999,567.740174672488,1,2,2.0,10.913249999999898,0.2,False,OTHER,30,Insufficient match evidence
189,5026180058254.0,,B08WHLDMNX,APOLLO STAINLESS STEEL GARLIC PRESS,"No Peeling Required Garlic Press Stainless Steel with Detachable Handle for Fine Mincing - Premium Garlic Mincer Tool, Rust-Proof, Easy to Clean, Dishwasher Safe Garlic Crusher with 5-Year Warranty",13.0012499999999,567.740174672488,1,1,1.0,13.0012499999999,0.2672413793103448,False,OTHER,30,Insufficient match evidence
190,5052516216876.0,,B009S64OI6,WORLD OF PETS CAT LITTER SCENTED 3LT,World's Best Cat Litter 28lb (12.7kg) Lavender Scented,16.1383333333333,566.25730994152,1,1,1.0,16.1383333333333,0.6,False,NEEDS_VERIFICATION,60,"Good title similarity, verify brand"
191,8721037513562.0,,B094QZQXS4,BOWL GLASS FLOWER 15CM 4 ASSORTED COLOURS,"YOUEON 4 Pack Small Glass Bubble Bowl Vases, 15 cm Glass Terrarium Bowls Fish Bowls, Round Candle Holders, Globe Flower Vase Centerpiece for Wedding Event Home Decor",9.39166666666666,565.763052208835,1,4,4.0,5.39566666666666,0.2524271844660194,False,OTHER,30,Insufficient match evidence
192,5012128193460.0,,B0CZP63HCT,HOME COLLECTION BLACK FRAME 8X10INCH,"Black 8X10 Inch wooden Photo Frame Set of 4 with Mount for 6X8, Boxed Gallery Picture Frames 10X8'' 4Pack,6X8 inch Oxford Modern Thin Picture Frame With Glass Window for Tabletop or Wallmounted",9.37125,561.152694610778,1,4,4.0,5.33925,0.17467248908296942,False,OTHER,30,Insufficient match evidence
193,5012213515337.0,,B0087OTLAG,GIFTMAKER WIDE RIBBON 2M,Spear & Jackson 6758GS Razorsharp Geared Anvil Secateurs,7.13333333333333,557.291666666666,1,1,1.0,7.13333333333333,0.175,False,OTHER,30,Insufficient match evidence
194,5017403382584.0,,B09XR4583G,BLACKSPUR 5 PCE SPANNER SET OPEN END,"DURATECH Double Open End Spanner Set, Super-Thin Open Ended Wrench Flat Spanner Set for Narrow Space, Carbon Steel, Mirror-Chrome Plated, 8-Piece, Metric, 5.5 mm-27 mm, with Carry Pouch",12.3629166666666,556.888138138138,5,1,0.2,13.9661166666666,0.26244343891402716,False,OTHER,30,Insufficient match evidence
195,9333527125415.0,,B0895NGQF1,FESTIVE MAGIC WINDOW DECORATION,"Artraise V11 Filter for Dyson, 3 Pack Replacement Filter For Dyson V11 Absolute/Animal/Torque Drive V15 Detect SV14 Cordless Vacuum Cleaner. Compare to Part # 970013-02â€¦",8.34499999999999,556.333333333333,1,3,3.0,6.064999999999991,0.16831683168316833,False,OTHER,30,Insufficient match evidence
196,883314568691.0,,B0C65HRLMJ,LUMINARC HARENA MULTI BOWL 16CM BLACK,5-pack Oversized Reading Glasses Square Large Frame Readers for Men and Women - Black +1.50,9.41499999999999,553.823529411764,1,1,1.0,9.41499999999999,0.296875,False,OTHER,30,Insufficient match evidence
197,5038673184722.0,5060576111246.0,B091YS1PSX,PRIMA CHOPPER STAINLESS STEEL,Fullstar Onion Chopper for Vegetables - Stainless Steel Manual Hand Food Chopper With Nut and Vegetable Press - Silver,7.17833333333333,552.179487179487,1,1,1.0,7.17833333333333,0.35374149659863946,False,LOW_PRIORITY,35,Weak match - low confidence
198,6923456823464.0,5060630693961.0,B08SMNDX5Z,SPICE JAR 5 ASSORTED COLOURS,"Oak & Steel - 12 Mini Clip Top Glass Spice Storage Jars - 100 ml Glass Canister Containers with Lids, 24 Labels and Chalk Pen (8 x 5cm) - Perfect for Spice Storage, Jam, Honey, Gifting",6.615,551.25,1,1,1.0,6.615,0.20754716981132076,False,OTHER,30,Insufficient match evidence
199,5026180093552.0,4897099884620.0,B0CSJTFLBW,APOLLO CANDY THERMOMETER,"ThermoPro TP511 Digital Candy Thermometer with Pot Clip, Programmable Instant Read Food Meat Thermometer with 20cm Long Probe for Candy Sugar Jam Milk Smoker Baking Grilling Candle Liquid Oil",12.5683333333333,548.835516739446,1,1,1.0,12.5683333333333,0.18604651162790697,False,OTHER,30,Insufficient match evidence
200,6923456819849.0,,B09QMCPGVL,ADORN PLACEMAT 37CM ASSORTED,"Purejoy Placemats and Coaster Sets 6, Christmas Table Mats PU Leather Heat-Resistant Washable and Non-Slip 43 * 30 cm Dinner Table Mats Set of 6 for Kitchen Table Mat Indoor Outdoor (Grey)",6.67833333333333,547.404371584699,1,6,6.0,2.6583333333333297,0.21296296296296297,False,OTHER,30,Insufficient match evidence
201,5056683915709.0,5702017816234.0,B0DHSCCMB9,PUREBREED KNOTS COLLAGEN CHICKEN LARGE,LEGO Technic Monster Jam ThunderROARus Pull-Back Truck Toy - Vehicle Building Set for 7+ Year Old Boys & Girls Who Love Creative Play - Gift Idea 42200,9.66666666666666,543.071161048689,1,1,1.0,9.66666666666666,0.1693121693121693,False,OTHER,30,Insufficient match evidence
202,5015934919279.0,,B0CDQH4DHQ,CHRISTMAS GIFT BAG X LARGE 3PC FUN CHARACTER,"LECONCES Large Christmas Drawstring Gift Bags, 30 PCS Xmas X-Large,Large,Medium and Small Wrapping Bags, 8 Design Xmas Bags for Christmas Party, Presents, Holiday",6.92791666666666,541.243489583333,1,30,30.0,-18.47608333333334,0.34951456310679613,False,LOW_PRIORITY,34,Weak match - low confidence
203,5026180016902.0,5060630693961.0,B08SMNDX5Z,APOLLO GLASS SPICE JARS FLIP-TOP,"Oak & Steel - 12 Mini Clip Top Glass Spice Storage Jars - 100 ml Glass Canister Containers with Lids, 24 Labels and Chalk Pen (8 x 5cm) - Perfect for Spice Storage, Jam, Honey, Gifting",6.595,540.573770491803,1,1,1.0,6.595,0.25,False,OTHER,30,Insufficient match evidence
204,5056170340526.0,,B0CLCBL6DT,CHRISTMAS PIPE CLEANERS 40PC,PLULON 60 Sets Christmas Crafts for Kids Christmas Beaded Ornament Kit Tri Beads with Pipe Cleaners Craft Bead Wreath Snowman Candy Cane for Xmas Party Tree Hanging Decorations,5.67041666666666,540.039682539682,1,1,1.0,5.67041666666666,0.2549019607843137,False,OTHER,30,Insufficient match evidence
205,50304811930217.0,5060659231885.0,B0BTZDR9GD,PPS PLASTIC 4 CONTAINERS & LID RECT 650ML,"Caterserve 25 Takeaway Plastic Containers With lids 650ml - Microwave and Dishwasher safe - Ideal for Food storage and Meal Prep - BPA free,recyclable,reusable",5.985,539.189189189189,1,1,1.0,5.985,0.31,False,LOW_PRIORITY,31,Weak match - low confidence
206,5055490624705.0,,B084DQYNNM,PRO COOK ULTIMATE CARBON STEEL WOK 34CM,"YOSUKATA Carbon Steel Woks and Stir Fry Pans 34 cm - Traditional Chinese Japanese Wok with Flat Bottom - Compatible with Induction, Electric, Ceramic, Gas cooktops, and Open Flame, BBQ, Grill",31.2816666666666,538.410786001147,1,1,1.0,31.2816666666666,0.22608695652173913,False,OTHER,30,Insufficient match evidence
207,5030481930225.0,5060357990961.0,B0DLJD3GSS,PPS MICRO 3 CONTAINER & LIDS 1000ML,Superior Takeaway Containers with Lids â€“ 20 Pcs Durable 1000ml Crack-Resistant Rectangular Food Containers with Lids -Microwave Safe Leak-Proof Takeaway Containers-Perfect for Meal Prep & Food Storage,5.975,538.288288288288,1,20,20.0,-6.793000000000001,0.03375527426160337,False,OTHER,30,Insufficient match evidence
208,5015302414412.0,,B09SFMP4CX,PLAIN WHITE SIDE PLATE 19CM,HZDHCLH Wall Clock 10 Inch Silent Non Ticking Clock Round Wall Decorï¼ŒWall Clocks for Living Room Kitchen Office (Pink Gold),7.12833333333333,535.964912280701,1,1,1.0,7.12833333333333,0.19736842105263158,False,OTHER,30,Insufficient match evidence
209,5050375045415.0,711414222536.0,B07VFH1QMC,PETS PLAY DOG TOY PVC RING TUG BONE,"LEGEND SANDY Squeaky Plush Dog Toy Pack for Puppy, Small Stuffed Puppy Chew Toys 12 Dog Toys Bulk with Squeakers, Cute Soft Pet Toy for Small Medium Size Dogs",8.94833333333333,535.828343313373,1,1,1.0,8.94833333333333,0.25906735751295334,False,OTHER,30,Insufficient match evidence
210,11179500215.0,,B09ZL3VWP6,UNIQUE ROUND WHITE TABLE COVER 84IN,PLULON 10Pack Round Plastic Tablecloths White Table Cover 84 inch Waterproof PEVA Tablecloth Bulk for Birthday Wedding Picnic Home Party Table Decorations,7.23833333333333,532.230392156862,1,10,10.0,-1.5096666666666696,0.328042328042328,False,LOW_PRIORITY,32,Weak match - low confidence
211,5055706641816.0,,B09C8VQ1NT,WINDOW SQUEEGE PROKLEEN,Newcastle Beer Mats x9,6.68666666666666,530.68783068783,1,1,1.0,6.68666666666666,0.2222222222222222,False,OTHER,30,Insufficient match evidence
212,5055441405896.0,732249457887.0,B0DVCG2W1G,DEKTON WOOD SCULPT CARVING KNIVES 6PC,"Wood Carving Tools, 10 in 1 Wood Whittling Kits, Chip Carving Tools Set, with 0 Basswood Carving Block, 6PCS Whittling Tools, Gloves, Sharpener, Roll Canvas Bag, Wood Carving Set for Adult Beginners",10.6083333333333,527.777777777777,1,6,6.0,1.8483333333333007,0.17872340425531916,False,OTHER,30,Insufficient match evidence
213,5026180081566.0,740907585520.0,B0CXXDYT79,ECO APOLLO DUSTPAN BRUSH LARGE,"Litheli Cordless Leaf Blower, 604 mÂ³/h 137 km/h Air Speed Battery Blower, 20V Powerful Electric Garden Blower for Blowing Leaves Grass Dust, Electric Garden Leaf Blower with 2.0Ah Battery",23.8983333333333,527.557027225901,1,1,1.0,23.8983333333333,0.1834862385321101,False,OTHER,30,Insufficient match evidence
214,8681873025035.0,,B0DK1M1LW1,THL PLASTIC 8 PLATE 10 INCH,"Wrova Unbreakable Plastic Plates 10 Inch Set of 8 Unbreakable Dinner Plate for Kitchen, Deep Dinner Plates - Dishwasher & Microwave Safe Plate, Reusable Lightweight Plates Sets(Vivid Mix)",6.74833333333333,527.213541666666,1,8,8.0,0.6163333333333307,0.21495327102803738,False,OTHER,30,Insufficient match evidence
215,5038673230474.0,,B00569FG1S,PRIMA MULTI SHOWERHEAD CHROME,Lara | Multi Spray Shower Head - Chrome,10.365,526.142131979695,1,1,1.0,10.365,0.7647058823529411,False,NEEDS_VERIFICATION,76,"Good title similarity, verify brand"
216,5055441434247.0,,B0B716C1PG,DEKTON CABLE TIES BLACK 100PCS 4.8MMX300MM,"XINGO Black Cable Ties Pack of 1000, 300mm x 4.8mm, Premium Nylon Durable Zip Ties, Self-Locking UV Resistant Nylon Plastic Wire Ties for Indoor and Outdoor",11.395,525.115207373271,100,1000,10.0,-6.100999999999999,0.2828282828282828,False,OTHER,30,Insufficient match evidence
217,5055441446554.0,609613846212.0,B00YA95TZI,GOODYEAR SNOW FOAM 1 LITRE,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,16.9616666666666,523.508230452675,1,1,1.0,16.9616666666666,0.1456953642384106,False,OTHER,30,Insufficient match evidence
218,8964044321106.0,,B0FG275NC1,CAROL HIBALL GLASS 300ML PK3,"174pcs 75mm Hook and Loop Sanding Discs Headlight Restoration & Alloy wheel Repair Kit Wet Dry Sandpaer 60-10000 Grit with Polishing Pads for Drill, Drill Attachments for Auto Metal Wood",9.65166666666666,518.906810035842,3,174,58.0,-79.95233333333334,0.14018691588785046,False,OTHER,30,Insufficient match evidence
219,8002522592317.0,,B0G2493WDV,METALTEX ELECTRONIC MILK FROTHER,"Milk Frother Electric 4 in 1 - Automatic Milk Frothers and Milk Steamer 400ML,Warm and Cold Foam Maker for Coffee, Latte, Cappuccino, Macchiato, Hot Chocolate,Ideal for Home & Office Use",16.835,516.411042944785,1,1,1.0,16.835,0.22935779816513763,False,OTHER,30,Insufficient match evidence
220,5010853283395.0,5060400676286.0,B00XA0196G,RAVENHEAD ESSENTIALS JUG 1.3 LTR,English Pewter Company Stag Head Whisky Glass Tumbler with Pewter Base [STAG104],17.4066666666666,514.990138067061,1,1,1.0,17.4066666666666,0.2857142857142857,False,OTHER,30,Insufficient match evidence
221,5030481930508.0,5060309625125.0,B077G7HNXR,PPS FOIL PUDDING 5 DISHES,50 Bakery Direct Round Disposable Foil Christmas Pudding Dishes/Basins Cupcake Cases Pie Dish Tray Baking Tart Muffin Yorkshire Pudding,5.98166666666666,511.253561253561,1,1,1.0,5.98166666666666,0.275,False,OTHER,30,Insufficient match evidence
222,5013478110077.0,,B0BZRXPX2M,KINGFISHER PLASTIC CHAMPAGNE 6 GLASSES,"Tosnail 18 Pack 6oz Plastic Champagne Flutes Champagne Glasses, 180ml Resuable Plastic Wine Glasses, Clear Wine Cups, Tall Drinking Cups for Parties",6.89499999999999,506.985294117646,1,18,18.0,-9.629000000000012,0.3010752688172043,False,LOW_PRIORITY,30,Weak match - low confidence
223,5055441459769.0,,B0F8ZHMJBY,DEKTON GECKOGRIP JUMBO HOOK 1PC CLEAR,"Fox Night Light for Kids, Cute Silicone Lamp with Rechargeable Dimmable 20 Mins Timer, Kids Bedside Decoration Light, Birthday Holiday Christmas Gifts Idea for Baby Girl Boy Friend",7.60166666666666,506.777777777777,1,1,1.0,7.60166666666666,0.14746543778801843,False,OTHER,30,Insufficient match evidence
224,5030481930232.0,5060659231885.0,B0BTZDR9GD,PPS PLASTIC 5 CONTAINERS & LID ROUND 650ML,"Caterserve 25 Takeaway Plastic Containers With lids 650ml - Microwave and Dishwasher safe - Ideal for Food storage and Meal Prep - BPA free,recyclable,reusable",5.925,506.410256410256,1,1,1.0,5.925,0.30845771144278605,False,LOW_PRIORITY,30,Weak match - low confidence
225,6294015561241.0,,B08CKTB6Z4,GEEPAS RECHARGEABLE PORTABLE BLENDER BLUE 330ML GSB44111UK-BL,AMZCHEF Blender Smoothie Maker - 2000W Commercial Blender with 2L BPA Free Container - 25000RPM High Speed blender with 8 Speeds Control for kitchen - 4 Presets for Ice/Juice/Smoothie/Nuts,58.185,502.461139896373,1,1,1.0,58.185,0.18473895582329317,False,OTHER,30,Insufficient match evidence
226,6923456782983.0,7426999044369.0,B084Z75XP6,HAND SCRUBBING BRUSH & HANDLE ADORN,"NCaan 2pk Deluxe Hand Scrubbing Brush Heavy Duty with Stiff Bristles & Non-Slip Soft Grip Handle-Household Cleaning Brush for Indoor & Outdoor, Bathroom, Kitchen, Carpet, Floor, Bath,Car (Assorted, 2)",5.575,502.252252252252,1,1,1.0,5.575,0.19574468085106383,False,OTHER,30,Insufficient match evidence
227,883314714616.0,769044082570.0,B0DTDLVHTN,DIWALI SOUP PLATE BLACK 20CM,"KAHEIGN 32Pcs Unbreakable Black Plastic Dinnerware Set, 8 Sets of 25cm Dinner Plates, 20cm Salad Plates, 720ml Bowls, 360ml Cups - Microwave & Dishwasher Safe",9.78499999999999,501.794871794871,1,32,32.0,-42.29500000000001,0.16129032258064516,False,OTHER,30,Insufficient match evidence
228,5053249225999.0,5702017817620.0,B0DWF1N45H,MUNCH CRUNCH MUNCHIE SMOKEY STICKS,"LEGO Star Wars: Ahsoka Death Trooper & Night Trooper Battle Pack, Small Gift for Boys, Girls and Any Fans Aged 6 Years Old and Over, Dropship Building Toy for Kids, 4 Characters with Blasters 75412",7.78333333333333,498.931623931624,1,1,1.0,7.78333333333333,0.1038961038961039,False,OTHER,30,Insufficient match evidence
229,5013478557902.0,,B0723GGWNK,KINGFISHER FOIL SET2 PLATTERS 14INCH,"MATANA 20 Large Aluminium Foil Platters, 14"" (35x26cm) â€“ Disposable & Reusable Serving Trays with Raised Edges & Extra Depth â€“ Oven & Freezer Safe Buffet Platters for Party Food, Christmas & Catering",6.23958333333333,495.205026455026,1,1,1.0,6.23958333333333,0.0502092050209205,False,OTHER,30,Insufficient match evidence
230,6923456821255.0,,B0F3X75LWX,ADORN MUG FLORAL 8.3X10.5CM ASSORTED,"MUSICOZY Sleep Headphones,Ultra-Soft Wireless Headband Bluetooth for Side Sleepers, with 14H Playtime & Bluetooth 5.4, 4-in-1 Music Sleep Earphones for side sleeping",6.79166666666666,488.609112709832,1,1,1.0,6.79166666666666,0.13930348258706468,False,OTHER,30,Insufficient match evidence
231,6923456815483.0,5025301315504.0,B0FMHLFTYX,EOTIA FOOD CHOPPER 400ML,Quest Mini Food Processor / 400ml Capacity/Electric Fruit & Vegetable Chopper for Kitchen/Stainless Steel Dual Blade / 2 Speed Settings / 350W (31550),11.375,486.111111111111,1,1,1.0,11.375,0.21839080459770116,False,OTHER,30,Insufficient match evidence
232,5060743590881.0,,B07M7FF42H,ECO WISE PAPER CUPS LIDS 12OZ PK25,50-12oz (340ml) Disposable Biodegradable & Compostable Paper Coffee Cups with Compostable Sip Lids (12oz (340Ml) 50 Pack),6.09791666666666,483.96164021164,25,50,2.0,5.24591666666666,0.3741935483870968,False,LOW_PRIORITY,37,Weak match - low confidence
