,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,NetProfit,ROI,supplier_pack,amazon_pack,pack_ratio,adjusted_profit,title_similarity,brand_match,verdict,confidence,reason
869,5055441406084.0,,B09T6QQ374,DEKTON CIRCLIP PLIERS 5PC SET,"WISEUP Pliers Set, 170mm 4-Piece Bent/Straight Internal External Circlip Plier, Industrial Carbon Steel plier Set, Anti-Rust, Anti-Bending and Labor-Saving Split Ring Pliers, with Storage Bag",4.625,120.12987012987,1,1,1.0,4.625,0.21818181818181817,False,OTHER,30,Insufficient match evidence
870,5030481970511.0,7426968333012.0,B09LZ4RB6X,PPS KRAFT DOUBLE WALL CUP 8OZ 25 PIECES,"Paper Cups - Double Wall Coffee Cup - Unique Aqueous Lining, Plastic-Free - Certified Home & Industrial Compostable - 8 oz - Biodegradable for Hot & Cold Drinks 25 Pcs (No Lids)",2.005,120.059880239521,25,25,1.0,2.005,0.28703703703703703,False,OTHER,30,Insufficient match evidence
871,5032759006113.0,,B007UIJIW6,AMTECH PADLOCK BRASS 20MM,"Amtech T0790 Brass Small Padlocks with Keys for Luggage, lockers, Toolboxes, Cupboards, & Sports Bags, 20mm, 12-Piece",1.98666666666666,119.678714859437,1,1,1.0,1.98666666666666,0.323943661971831,True,LOW_PRIORITY,32,Weak match - low confidence
872,5060605730615.0,,B08FDH654K,LADIES FASHION GLOVES WITH FUR INSIDE,Vagasi Women Touch Screen Gloves - Winter Warm Fleece Lined Touchscreen Gloves Ladies Thermal Suede Gloves Fur Cuff Full Finger Mittens for Women Girls Texting Skiing Outdoor Gifts UK,2.34833333333333,119.204737732656,1,1,1.0,2.34833333333333,0.24545454545454545,False,OTHER,30,Insufficient match evidence
873,4894158061114.0,,B0DNYTZH29,FESTIVE MAGIC RIBBON 16MMX2.7M ASST.,"Silicone Air Fryer Liners 2 Pack for Ninja Dual Zone AF400UK AF451UK AF300UK 8â€“9.5L Foodi MAX, Compatible with Tower T17088, Keplin, EMtronics Reusable Non-Stick Dishwasher Safe Accessories",1.49833333333333,118.915343915343,1,2,2.0,0.64633333333333,0.10572687224669604,False,OTHER,30,Insufficient match evidence
874,5032759031078.0,5032759031078.0,B003XKPUSQ,AMTECH LED MINI TORCH,Amtech S1532 9 LED mini Torch,2.34833333333333,118.602693602693,1,1,1.0,2.34833333333333,0.84,True,VERIFIED,95,Exact EAN match
875,5032759047000.0,,B0087OTLAG,AMTECH ANVIL SECATEURS,Spear & Jackson 6758GS Razorsharp Geared Anvil Secateurs,4.42958333333333,118.122222222222,1,1,1.0,4.42958333333333,0.46153846153846156,False,NEEDS_VERIFICATION,46,Partial match - verify details
876,5055441458786.0,,B072HJCFK6,DEKTON RAZOR SINGLE EDGE BLADE 10PC,Derby Premium Single Edge (Half) Razor Blades â€“ 100 Blades | Swedish Steel | Fits Half-Blade Holders & Straight Razors,1.42499999999999,117.768595041322,1,1,1.0,1.42499999999999,0.2967741935483871,False,OTHER,30,Insufficient match evidence
877,5026180087773.0,,B08HGPVVXZ,APOLLO STAINLESS STEEL SOLID SERVING SPOONS SML,"Serving Spoons 4 Pieces, Kyraton Serving Spoon, Include 2 Serving Spoon and 2 Slotted Spoons, Stainless Steel Serving Utensils, Serving Set Packing of 4",1.37124999999999,117.200854700854,1,4,4.0,-0.8607500000000101,0.37185929648241206,False,LOW_PRIORITY,37,Weak match - low confidence
878,5060066942404.0,,B0BNPTPG5N,BALLOONS METALLIC ASSORTED 12,Metallic Balloons 50 Pcs 12 Inch Assorted Colors Multicoloured Shiny Glossy Latex Balloons for Birthday Wedding Party Decoration,1.37124999999999,117.200854700854,1,50,50.0,-35.084750000000014,0.267515923566879,False,OTHER,30,Insufficient match evidence
879,6923456818774.0,,B0F83TN1KD,HOT POT TRIVET 20CM ASSORTED,"Flintronic Heat Trivet, 3PCS 20cm Cork Trivet, 5mm Thick Round Cork Coaster, Multifunctional Heatproof Table Mat, Reusable Kitchen Hot Pads for Hot Pots, Pans, Kettles, Potted Plants",1.37124999999999,117.200854700854,1,3,3.0,-0.1167500000000099,0.21904761904761905,False,OTHER,30,Insufficient match evidence
880,,5053844283202.0,B0CN8RKX3Y,PREMIER FLICKABRIGHT TEALIGHT CANDLE 7.3X3.5CM,Premier Decorations Red LED Flickabrights Wax Candle Battery Operated Christmas Decoration Xmas Festive DÃ©cor 18cm x 9cm,2.345,116.666666666666,1,1,1.0,2.345,0.39520958083832336,False,LOW_PRIORITY,39,Weak match - low confidence
881,5050796012119.0,721295505963.0,B0F6CTVPDF,BRIGHT & HOMELY SHOWER SPRAY 1.5M,"Magichome Shower Head and Hose 1.5m, 120mm Large Panel Shower Head with 5 Spray Modes, Universal Bathroom High Pressure Showerhead for Low Water Pressure",4.81833333333333,116.666666666666,1,1,1.0,4.81833333333333,0.21505376344086022,False,OTHER,30,Insufficient match evidence
882,5056170317900.0,,B0CDVSZDFX,CHRISTMAS CRAFT SNOWMAN,"GWHOLE Christmas Crafts Snowman Wooden Bead with Face,123 pcs Christmas Bead Kit for Adult DIY Bracelet Making Winter Xmas Tree Decoration",1.74958333333333,116.638888888888,1,123,123.0,-137.33041666666665,0.2857142857142857,False,OTHER,30,Insufficient match evidence
883,5056141069036.0,,B0CDX9XXRT,BAUBLE 15CM SILVER,"LOLStar Christmas Window Lights, 3 Pack Multicoloured Stocking, Snowman, Santa Hat with Suction Cup, Timer Function and Slow Fade Mode Battery Operated Lights for Christmas Decoration New Year Eve",3.16666666666666,115.995115995115,1,3,3.0,-2.0653333333333403,0.07476635514018691,False,OTHER,30,Insufficient match evidence
884,4891342127120.0,,B0B9M7N2YG,SUNNEX LONG GRILL TONG 30CM,"Hotec 12-Inch Stainless Steel Tongs, Multipurpose Tweezer Food Tongs Stainless Steel Steak Clip BBQ Long Tweezer Tongsg, Grilling and Baking, Cooking Tweezers Precision Serrated Tips, Set of 2",2.735,115.889830508474,1,2,2.0,0.5629999999999997,0.182648401826484,False,OTHER,30,Insufficient match evidence
885,6260573000836.0,,B0DNYTZH29,OPAL ROUND SHALLOW CEREAL BOWL WHITE,"Silicone Air Fryer Liners 2 Pack for Ninja Dual Zone AF400UK AF451UK AF300UK 8â€“9.5L Foodi MAX, Compatible with Tower T17088, Keplin, EMtronics Reusable Non-Stick Dishwasher Safe Accessories",1.47833333333333,115.494791666666,1,2,2.0,0.60233333333333,0.15859030837004406,False,OTHER,30,Insufficient match evidence
886,6933890379502.0,,B0FH1YW97V,DELI SOGA GLASS FLUTE 165ML 6 PIECES,"MYKAGS Prosecco Sparkling Wine Glasses, Crystal Champagne Flutes, Set of 6 165ml Elegant Party Champagne Glasses, Ideal for Celebrations and Special Occasions, Premium Quality Crystal Glassware",5.87166666666666,115.35690897184,6,6,1.0,5.87166666666666,0.26200873362445415,False,OTHER,30,Insufficient match evidence
887,5055441407555.0,611553066995.0,B084Z243KS,DEKTON CHISEL WOOD SET 3PC,Libraton Wood Chisel Set - 4PCs Professional Carpenter Chisels for Woodworking With Wooden Handle,8.95499999999999,115.250965250965,1,4,4.0,-17.037000000000006,0.2926829268292683,False,OTHER,30,Insufficient match evidence
888,5030481990335.0,,B0C5M29WYX,PPS 1PLY NAPKINS WHITE 250 PIECE,"500 x White Serviettes Paper Napkins (30 x 30 cm) 1-Ply Strong Serviettes, Super Soft Paper Tissues, Cocktail Napkins, Disposable Napkins - Best for Christmas, Parties, Halloween, Thanksgiving",2.11791666666666,115.104166666666,250,500,2.0,0.5699166666666597,0.1875,False,OTHER,30,Insufficient match evidence
889,5026180051415.0,,B0F2ZZHR9H,APOLLO SS COLANDER 1QT LONG HANDLE,"Stainless Steel Colander, Perforated Strainer with Long Handles, Silicone Grip, Metal Sieve Rice Washer Strainer Bowl for for Pasta, Rice, Fruits, Vegetables, Kitchen Essential Tool (16CM)",2.11791666666666,115.104166666666,1,1,1.0,2.11791666666666,0.24324324324324326,False,OTHER,30,Insufficient match evidence
890,5052516217828.0,,B0CQXDRNBB,SMART CHOICE METALLIC ROPE DOG TOY 6 ASSTD,"EXTRA Dog Rope Toy - 42In/108cm 6-Knots Indestructible Heavy Duty Dog Chew Toys for Aggressive Chewers, Medium Large Breeds",2.49625,115.034562211981,1,1,1.0,2.49625,0.26666666666666666,False,OTHER,30,Insufficient match evidence
891,5060605732022.0,5019041167141.0,B07F8VJHWF,MENS WATERPROOF FLEECE TRAPPER HAT WITH MASK BLACK,HEAT HOLDERS - Mens Waterproof Fleece Lined Winter Thermal Trooper Trapper Hat with Ear Flaps,6.44666666666666,114.913844325609,1,1,1.0,6.44666666666666,0.6153846153846154,False,NEEDS_VERIFICATION,61,"Good title similarity, verify brand"
892,5060923590724.0,,B0DHCZX3MN,GRIMALDI LA BELLA OPEN WOK 28CM,"Jobin Wok Non Stick with Lid, 28cm Aluminium Wok Frying Pan, Large Capacity for Cook Asian Dishes for 3-5 People, Ideal for Induction, Gas, All Hobs",9.11166666666666,114.901218999579,1,1,1.0,9.11166666666666,0.12290502793296089,False,OTHER,30,Insufficient match evidence
893,5030481990533.0,,B082B76683,PPS 2PLY 30 NAPKINS RED 40X40CM,"Paper Serviettes Soft Napkins 40x40cm 2PLY BulkySoft Solid Colours Choose Colours (Dark Red, 100)",1.72124999999999,114.749999999999,1,1,1.0,1.72124999999999,0.3125,False,LOW_PRIORITY,31,Weak match - low confidence
894,11179019113.0,,B0D1Q929B2,UNIQUE CANDLES SPARKLE 18,"18th Birthday Candles Set, Number 18 Candle, Cake Topper, Decorations for Girls & Boys Parties (Rose Gold, Number 18)",1.16708333333333,114.419934640522,1,1,1.0,1.16708333333333,0.2676056338028169,False,OTHER,30,Insufficient match evidence
895,5056295705576.0,,B0FHQMLCYS,CASA & CASA SINK MAT WHITE,"24 Inch Stone Faucet Mat for Kitchen Sink,Kitchen Sink Splash Guard-Stone Drying Mat Kitchen,Super Absorbent, Diatomite Protector with Drainage for Kitchen Bathroom Counter(White)",1.89833333333333,114.357429718875,1,1,1.0,1.89833333333333,0.18536585365853658,False,OTHER,30,Insufficient match evidence
896,6923456822887.0,712096333602.0,B07K1T1N6Y,SEAGRASS FOLDABLE BASKET 32CM,"DOKOT Natural Seagrass Storage Basket With Handle, Foldable Belly Basket for Toys & Laundry",4.44833333333333,114.353041988003,1,1,1.0,4.44833333333333,0.4166666666666667,False,NEEDS_VERIFICATION,41,Partial match - verify details
897,5017403145486.0,6936878854312.0,B0FB3K2GVZ,KINGAVON 2M LIGHTNING TO TYPE C CABLE,"Aioneus USB C to Lightning Cable 2M, [Apple MFi Certified] iPhone Fast Charger Cable USB-C Charging Lead Cord for iPhone14/13/12/12 PRO Max/12 Mini/11/11PRO/XS/Max/XR/X/8/8Plus/iPad, Pink",2.09833333333333,114.039855072463,1,1,1.0,2.09833333333333,0.21428571428571427,False,OTHER,30,Insufficient match evidence
898,5019788001272.0,,B002KHTG1A,PLASPLUG NOTCH SPREADER 6MM,"Faithfull Soft-Grip Notched Floor / Wall Tile Trowel for Applying Adhesive, Stainless Steel Blade 280 x 115mm (11 x 4.5"") - 6mm Notch",2.39,112.735849056603,1,1,1.0,2.39,0.2125,False,OTHER,30,Insufficient match evidence
899,6920230810658.0,8425402604199.0,B0DHQDTHLH,FORK GOLD 6 PIECES,"Otto Koning Cutlery Set - 24 Piece Knife and Fork Sets, Premium Gold Cutlery Set for 6 - Stainless Steel with Mirror Polish, Dishwasher Safe, Optimal Grip, Modern Design, Durable & Corrosion Resistant",3.76166666666666,112.624750499002,6,24,4.0,-6.282333333333341,0.03669724770642202,False,OTHER,30,Insufficient match evidence
900,5050796012775.0,5060659231229.0,B08SMLV6C2,BRIGHT & HOMELY FOIL CONTAINERS & LIDS SQUARE 235MM X 235MM X 58MM 4 PIECES,"Caterserve 10 Aluminium Foil Trays with Lids - Large Tin Foil Containers with Paper Lids for Roasting, Baking, Broiling, Cooking, Food Storage and Freezing | 9 x 9 inch Square",1.94833333333333,112.6204238921,4,1,0.25,3.01033333333333,0.264,False,OTHER,30,Insufficient match evidence
901,5052578047005.0,5060727882889.0,B088K9ZNSX,BETTINA 3 DISHCLOTHS STRIPED MICROBIBRE,TowelogyÂ® 5 Pack Cotton Dish Cloths Waffle Weave White Super Absorbent LINT FREE QUICK DRY Striped Kitchen Tea Towels Dishcloths for Washing Up Machine Washable 35x40cm (White Green/Yellow Stripes),1.41833333333333,112.566137566137,1,5,5.0,-1.98966666666667,0.2109704641350211,False,OTHER,30,Insufficient match evidence
902,6923456818965.0,,B005NG8DNW,WICKER BASKET RECTANGULAR 26.5X20.5CM,JVL Rectangular willow wicker lined bread basket 28 x 21 x 9 cm,2.44166666666666,112.519201228878,1,1,1.0,2.44166666666666,0.36,False,LOW_PRIORITY,36,Weak match - low confidence
903,5032759007929.0,5065013988382.0,B0CVYHLBWZ,AMTECH ROTATING GRASS SHEARS,"KimuraÂ® Pro Grass Shears - Premium Lawn Shears with 360Â° Rotating Head, Japanese SK5 Steel Blades, Lightweight, Ergonomic TPR Coated Handles, Ideal Garden Shears for Edging and Trimming - 370mm",7.395,112.386018237082,1,1,1.0,7.395,0.15246636771300448,False,OTHER,30,Insufficient match evidence
904,5022822207400.0,,B0DL5ZVFDY,STATUS 4W SES CANDLE COOL WHITE LIGHT FILAMENT LED BULB SINGLE,"C35 E14 4W LED Candle Light Bulbs, Cool White 6500K, SES Filament Small Edison Screw 4W Equivalent 40W Light Bulb, 400LM, Non-Dimmable, 6 Pack",1.94166666666666,112.235067437379,1,6,6.0,-5.13833333333334,0.4411764705882353,False,NEEDS_VERIFICATION,44,Partial match - verify details
905,5021961095541.0,,B0FQNMBKD4,SABICHI VALUE 3PCE SAUCEPAN,"3-Player Whack Game Toy Mole with Lights & Sounds, 3Modes&7Speed Levels, LED Scoreboard, Interactive Hammer Toy, Educational Pounding Game for Kids Ages 3-10, Gifts for Boys & Girls",16.1383333333333,111.761311172668,3,1,0.3333333333333333,27.2503333333333,0.1346153846153846,False,OTHER,30,Insufficient match evidence
906,5050796001748.0,,B089YPV5SG,GREEN HABITATS CLAW GARDEN DIGGING GLOVES,"Oranlife Garden Genie Gloves with Claws Waterproof Gardening Gloves For Digging and Planting, Best Gardening Gifts for Women and Men [2 Pairs, Green]",2.08791666666666,111.653297682709,1,1,1.0,2.08791666666666,0.22105263157894736,False,OTHER,30,Insufficient match evidence
907,742288760176.0,5060894212168.0,B09KSB6DZG,CRYSTAL SERIES SET 6 TUMBLER,Homiu Highball Drinking Tumbler Glasses | Set of 6 | 480ML | Crystal Glasses | Highball Glasses | Drinking Glassware | Florence Collection | Dishwasher Safe,4.59166666666666,111.448220064724,1,6,6.0,-16.82833333333334,0.20652173913043478,False,OTHER,30,Insufficient match evidence
908,5060298505873.0,,B09LHNV2MP,MASON PRECISION SCREWDRIVER SET 6 PIECES,"Shall 6-Piece Precision Screwdriver Set w/ Case, 12-Size Magnetic Mini Screwdrivers, DIY Repair Tools Kit (Double-end Phillips/Slotted/Torx/Pentalobe/Triwing)",1.545,111.15107913669,6,1,0.16666666666666666,2.385,0.3333333333333333,False,LOW_PRIORITY,33,Weak match - low confidence
909,4891342333118.0,7426882283967.0,B09BL5YV7G,SUNNEX PK6 TEA SPOON PLAIN,"AEX Premium Collection Teaspoons, 18/0 Stainless Steel, Round Edge Plain Pattern Cutlery, Tea Spoons with Mirror Polished Finishâ€“ Pack of 6.[Silver]",2.03833333333333,110.778985507246,6,6,1.0,2.03833333333333,0.2159090909090909,False,OTHER,30,Insufficient match evidence
910,5010853197838.0,5010853271859.0,B08KJB12RQ,MASON CASH MIXING BOWL OWL STONE 26CM,"Mason Cash in The Forest Owl Mixing Bowl 4 Litre | 26cm Dark Green S18 Stoneware Bowl for Bread, Cake, Cookie, Pastry & Pudding Mixes, Embossed Woodland Design",6.53833333333333,110.25857223159,1,1,1.0,6.53833333333333,0.336734693877551,True,LOW_PRIORITY,33,Weak match - low confidence
911,8699118008798.0,,B0D1KX7XKK,ALUMINIUM OVEN TRAY 30CM,"Scoville Expert NEVERSTICK+ 30cm Deep Baking Tray, Non Stick Baking Tray for Oven, 30cm x 20cm, Perfect for Meats & Vegetables, Oven Safe to 260Â°C, Dishwasher Safe, PFOA Free, Aluminium, Grey",4.305,110.102301790281,1,1,1.0,4.305,0.1111111111111111,False,OTHER,30,Insufficient match evidence
912,6260348201857.0,779880162763.0,B08MJ8HT82,SHAKILA SALAD BOWL LARGE,"CSYY Large Salad Bowl, 1800ml Porcelain Fruit Serving Bowls, Stylish Blue Bowl Handmade Round Soup Bowl,Bowl for Soup,Salad,Noodle 21cm",4.115,110.026737967914,1,1,1.0,4.115,0.25157232704402516,False,OTHER,30,Insufficient match evidence
913,5060357990060.0,5060357990107.0,B0DJDH23JW,SUPERIOR FOIL 10 CONTAINERS & LID 1 LTR,"Superior 10-Pack Aluminium Foil Trays with Paper Lids, Heavy Duty Aluminium Takeaway Containers, Freezer & Oven Safe Tin Foil Trays For Baking, Cooking, Broiling, Storage Containers, 9 x 9 inch",2.99833333333333,109.829059829059,1,1,1.0,2.99833333333333,0.29310344827586204,True,OTHER,30,Insufficient match evidence
914,,,B0FCXTPRY2,FESTIVE MAGIC HANGING SPIRAL LOLLIPOP 35CM,"Aitsite 52PCS Christmas Candy Ceiling Decorations, Christmas Hanging Foil Swirl Decorations, Candy Ceiling Decor for Indoor Outdoor Ceiling Xmas Holiday Party Supplies",1.58833333333333,109.540229885057,1,52,52.0,-53.491666666666674,0.2583732057416268,False,OTHER,30,Insufficient match evidence
915,5026180065894.0,,B0DGH36J1F,APOLLO MECHANICAL KITCHEN TIMER,"Kitchen Timers for Cooking, Chef Cooking Timer Clock with Loud Alarm, No Batteries Required, 100% Mechanical Desk Timer - Magnetic Backing, Exquisite Stainless Steel Body, Countdown Reminder, Patented",2.71166666666666,109.341397849462,1,1,1.0,2.71166666666666,0.008658008658008658,False,OTHER,30,Insufficient match evidence
916,5060082724602.0,5060507284568.0,B0C14ZXVRM,WINDOW SQUEEGE & EXTENDABLE HANDLE,"2 in 1 Telescopic Window Squeegee with Durable Squeegee Blade and Sponge Attachment - Window Cleaning Kit Perfect to Use as Shower Cleaner Squeegee, Window Cleaner & Car Window Squeegee",1.92166666666666,109.185606060606,1,1,1.0,1.92166666666666,0.2465753424657534,False,OTHER,30,Insufficient match evidence
917,6985412547883.0,810019871610.0,B0B15K9Y5F,KETTLE FLOWER GLASS 1800ML,Teabloom Stovetop & Microwave Safe Glass Teapot with Removable Tea Infuser for Loose Tea â€“ Includes 2 Blooming Teas â€“ 1.2 L Tea Kettle and Tea Maker,5.90166666666666,108.886838868388,1,1,1.0,5.90166666666666,0.10112359550561797,False,OTHER,30,Insufficient match evidence
918,5038673151106.0,,B01CZWVBF8,PRIMA HEART SHAPED BAKE PAN 23CM,"Prima Set Of 2 Heart Shaped Cake Tins, Romantic Grey Heart Shape, Non Stick Carbon Steel Bake Pan, Ideal For Cakes, Cheesecakes & Loaves, Black",1.93708333333333,108.824906367041,1,2,2.0,0.46108333333332996,0.3314285714285714,True,LOW_PRIORITY,33,Weak match - low confidence
919,5030481930362.0,,B0CM289FLQ,PPS MICRO 4 ROUND CONTAINER+ LID 1000ML,"(10 Pack, 24oz) Round Plastic Meal Prep Containers - Reusable BPA Free Food Containers with Airtight Lids - Microwavable, Freezer and Dishwasher Safe",1.32124999999999,108.299180327868,1,10,10.0,-5.91475000000001,0.2765957446808511,False,OTHER,30,Insufficient match evidence
920,3840125120262.0,5060913008857.0,B0FDLDHZTC,KITCHEN KING ALUMINIUM POT GLORIOUS SET 5PC,Stainless Steel Pots and Pans Set â€“ 17pcs Cookware with Glass Lids â€“ Induction Hob Pot Set â€“ Cooking Saucepan Pots & Frying Pan Set â€“ by Nuovva,63.295,108.067269933413,1,17,17.0,-1050.6889999999999,0.18556701030927836,False,OTHER,30,Insufficient match evidence
921,5010853266428.0,,B0F9F4MHPV,PRICE & KENSINGTON 2 CUP TEAPOT EMERALD,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",5.49166666666666,107.891290111329,1,5,5.0,-16.30033333333334,0.1724137931034483,False,OTHER,30,Insufficient match evidence
922,5038673131054.0,,B0FS1DYYPN,PRIMA KNIFE SET 6PCE,"Kitchen Knife Set, 6 Piece Knife Set with Block, Stainless Steel Kitchen Knives for Chopping Chef, Utility,Bread, Filleting & Paring Tools.",5.35583333333333,107.763246143527,6,6,1.0,5.35583333333333,0.20125786163522014,False,OTHER,30,Insufficient match evidence
923,5012145004817.0,5070000730509.0,B09YTML8KG,CAROLINE FOIL 5 DISH & LIDS 60OZ,"20 Pack Aluminium Foil Trays with Lids 21.4x16x5cm/1000ml- Foil Food Containers for Food Storage, Baking, Roasting, Takeaway and Party (Pack of 20 with Lids)",2.965,106.654676258992,1,20,20.0,-47.879000000000005,0.24338624338624337,False,OTHER,30,Insufficient match evidence
924,5060729100059.0,,B085VF9D78,CLEANUX THICK BLEACH 5LTR EACH,"Domestos Extended Germ Kill Bleach, 5 L - 2 Pack",3.69,106.64739884393,1,2,2.0,0.19799999999999995,0.358974358974359,False,LOW_PRIORITY,35,Weak match - low confidence
925,5037241262381.0,,B0DS23C5M3,PARTY POPPERS 12 PACK,"30 Pcs Party Blowers, Party Poppers, Party Poppers Birthday, Whistles for Kids, Party Bag Fillers for Kids Unisex, Birthday Noisemakers Birthday Blow Horns Party Whistles",1.89458333333333,106.437265917602,12,30,2.5,-0.31941666666667,0.18848167539267016,False,OTHER,30,Insufficient match evidence
926,5060357992217.0,,B07GZGXQYG,SUPERIOR FOIL 5 CONTAINERS & LID 9X13IN,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",4.15625,106.297953964194,1,5,5.0,-11.97175,0.3185840707964602,True,LOW_PRIORITY,31,Weak match - low confidence
927,,,B0FNMPDXDC,FESTIVE MAGIC TINSEL DOOR BOW 29 X45CM,"Christmas Bow for Front Door, Front Door Bows Xmas, Christmas Door Bow, Door Ribbon Christmas for Wedding Celebration, Festive Season House Decoration 40cmÃ—50cm",2.36541666666666,106.072496263079,1,1,1.0,2.36541666666666,0.21105527638190955,False,OTHER,30,Insufficient match evidence
928,5011597011800.0,5060916370364.0,B0CLH8FTC9,SUPERBRIGHT SPONGE CATERING 6 SCOURER PK20,"Hamilton Beach Pro Smart Waffle Maker, Non-Stick, 7 Browning Levels, 5 Programmes, Family Size, Digital Display, Overflow Protection - HB5403T, Silver",18.3516666666666,105.834294502114,20,1,0.05,37.492266666666595,0.19791666666666666,False,OTHER,30,Insufficient match evidence
929,8681873025080.0,713153939355.0,B076HXLDFT,THL BOWL PLASTIC REUSABLE SMALL 36PCS,"MATANA 40 Small Clear Plastic Bowls (150 ml / 5 oz) â€“ Reusable Mini Dessert Bowls for Dips, Sauces, Ice Cream & Trifles â€“ Sturdy, Stackable Party Bowls",1.35166666666666,105.598958333333,36,1,0.027777777777777776,2.2033333333333265,0.2916666666666667,False,OTHER,30,Insufficient match evidence
930,6923456816251.0,751242204564.0,B09YHLBKJQ,ADORN 4 DIVISON SHARING TAPAS BOWL WITH HANDLE 20CM ASSORTED,"Porcelain Tapas Dishes,Snack Bowls for Tapa,Tapas Bowl Set,Ceramic Dipping Bowls,6pcs Ã˜ 10 cm Small Spice Bowl,Dishes Sauce Dishe for Sushi,Sauce,Snack and Soy",3.305,105.591054313099,1,6,6.0,-12.175,0.3090909090909091,False,LOW_PRIORITY,30,Weak match - low confidence
931,5014555026564.0,,B0FJFCWS4R,BENTLEY FLOOR SQUEEGEE HEAD 22 INCH METAL,"Floor Squeegee Heavy Duty, 60CM Large Floor Squeegee Broom with 150CM Long Handle, Floor Scraper Rubber Broom for Garage, Tile, Deck, Bathroom,Outdoor,Window, Glass",5.575,104.990583804143,1,1,1.0,5.575,0.24390243902439024,False,OTHER,30,Insufficient match evidence
932,5055441437842.0,769044875011.0,B0CXHRYY3T,DEKTON NON SLIP MAT BLACK 125MMX30CM,"KAHEIGN Multipurpose Non Slip Mat, 50CM x 200CM PVC Anti Slip Rug Pad Underlay Carpet Grip Mat Drawer Shelf Liner Waterproof Floor Cushion Mats for Home Office Cars Kitchen Bathroom (Black)",1.45833333333333,104.916067146283,1,1,1.0,1.45833333333333,0.19555555555555557,False,OTHER,30,Insufficient match evidence
933,8692952076961.0,5056057686778.0,B082YH5WZB,LAV MISKET GIN GLASS 645CC PK3,6X Clear 645ml Misket Gin Balloon Glasses - Large Long Stem Bowl Shaped G&T Cocktail Drinking Copa Tonic Glass Gift Set - by LAV,4.205,104.862842892768,3,6,2.0,0.052999999999999936,0.26582278481012656,False,OTHER,30,Insufficient match evidence
934,5025364002052.0,8800202193607.0,B07B656W3B,TIDYZ BIN LINER BLACK 10 BAGS 50LTR,Tidyz 2 X 10 Wheelie Bin Extra Large Liners 300L Black Dustbin Rubbish Tip Refuse Sacks Waste Garbage Thick Big Bags Super Strong Heavy Duty Fits Bins 230 x 143cm,1.225,104.700854700854,1,1,1.0,1.225,0.30456852791878175,True,LOW_PRIORITY,30,Weak match - low confidence
935,5055041006578.0,,B0DRPNS6WL,HIGHLANDS PAN SET 3PC WITH 14CM MILKPAN AND 24CM FRYING PAN,"Induction Hob Pots and Pans Set - 13pcs Nonstick Cooking Pans Set, Black Granite Cookware Set with Lid, Non Stick Saucepan Set, Frying Pan Set, PFAS PTFE PFOA PFOS Free",21.5649999999999,104.684466019417,1,13,13.0,-267.1550000000001,0.21145374449339208,False,OTHER,30,Insufficient match evidence
936,5012128596728.0,,B0D7Z1YL2B,GIFTMAKER WIRE RIBBON 6.5CMSX2.7M,"KINGLAKE 6.4cm 10m Sage Green Wired Ribbon for Wreath Bows Making, Wide Christmas Wired Ribbon for Crafting, Gift Wrapping, Xmas, Rustic Wedding Decoration",1.33916666666666,104.622395833333,1,1,1.0,1.33916666666666,0.24468085106382978,False,OTHER,30,Insufficient match evidence
937,5019923156799.0,792119903890.0,B08RDPM3J7,SECURIT QUICK LINK ZP 3MM,"Quick Link, Ekunbuy 304 Stainless Steel Heavy Duty Clips Chain Connector Repair Link Buckle for Swing Outdoor Camping",1.735,104.518072289156,1,1,1.0,1.735,0.19718309859154928,False,OTHER,30,Insufficient match evidence
938,5017403134312.0,,B0CJC2TFNC,ASHLEY OVER THE DOOR HANGER 6 HOOK,"Over Door Hanger, 6 Hooks Over The Door Hooks, Bearing Weight 20kg Over Door Hook Rack for Hanging Coat, Towel, Bag, Clothes, Over The Door Hanger Suitable for Bathroom, Bedroom, Kitchen",2.005,104.427083333333,1,1,1.0,2.005,0.2909090909090909,False,OTHER,30,Insufficient match evidence
939,8720573247917.0,5057982086312.0,B0BF5DTF98,BOWL FLAT GLASS EMBOSSED DROPS 7CM GREEN,"ArtesÃ  Glass 18 cm Serving Bowl, Green",2.32666666666666,104.334828101644,1,1,1.0,2.32666666666666,0.45569620253164556,False,NEEDS_VERIFICATION,45,Partial match - verify details
940,5029551780129.0,8887862447967.0,B09HSLK1B4,BETTINA SCOURER SPIRAL 6 SCOURERS,"Scotch-Brite Stainless Steel Scourer, 12 Pieces - Rust Resistant Spiral Metal Scourer, Powerful and Effective Clean Scrubbing pad",1.29833333333333,103.042328042328,1,12,12.0,-8.07366666666667,0.37037037037037035,False,LOW_PRIORITY,37,Weak match - low confidence
