EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,Unit_Qty_Flag,NetProfit_num,Sales_num,Bucket,Category_URL
5020133138062.0,653391672419.0,B0734R66B4,MENS BASEBALL CAP STONEWASHED OLIVE (2022),"Tevlaphee Steering Wheel Lock, Steering Lock, Car Anti-Theft Device, Adjustable, Universal Fit, Heavy Duty Secure, 3 Keys, Emergency Hammer Window Breaker(Black)",https://www.efghousewares.co.uk/mens-baseball-cap-stonewashed-olive,https://www.amazon.co.uk/dp/B0734R66B4,100.0,Available (see Keepa data),Available (see Keepa data),4.0,2.616,2.18,39.89,2.79,3.45,0.55,6.648333333333333,1.794,24.82166666666667,-1.794,24.27166666666667,889.0720390720389,10.764000000000005,73.01579343193784,MATCH,24.27166666666667,100.0,A,https://www.efghousewares.co.uk/mens-baseball-cap-stonewashed-olive
5033849928230.0,,B073F7VRBT,MAGNETIC DRAWING BOARD,"SGILE Large Magnetic Drawing Board - Erasable Scribble Board Colorful Magna Doodles Writing Pad Learning toys for Kids Children Toddlers, 41.5×32.5 cm, Blue",https://www.efghousewares.co.uk/magnetic-drawing-board-116834,https://www.amazon.co.uk/dp/B073F7VRBT,900.0,,,,1.332,1.11,25.99,3.24875,2.41,0.55,4.331666666666667,1.46375,14.88958333333333,-1.46375,14.33958333333333,863.8303212851403,8.782499999999999,66.20815698345517,MATCH,14.33958333333333,900.0,A,https://www.efghousewares.co.uk/magnetic-drawing-board-116834
5015934769133.0,,B09S64687W,JUNIOR ART EASEL,"Dripex Kids Easel, Children's Wooden Art Easel Foldable, Double-Sided Magnetic Blackboard & Whiteboard for Kids and Toddlers, Chalkboard with Painting Art Supplies",https://www.efghousewares.co.uk/junior-art-easel-112937,https://www.amazon.co.uk/dp/B09S64687W,100.0,,Available (see Keepa data),1.0,3.54,2.95,44.99,5.62375,2.41,0.55,7.498333333333335,2.30675,26.507916666666667,-2.30675,25.957916666666662,741.6547619047619,13.8405,69.23649699933318,MATCH,25.957916666666662,100.0,A,https://www.efghousewares.co.uk/junior-art-easel-112937
5050837674641.0,,B0FG8J89T4,STRETCHERZ MINIS STRETCH SQUAD,"Stretcherz Mini Stretch Squad 20 Pack Fidget Toys Set | Stress Relief, Anxiety Relief & Calming Squishy Fidget Toy | Sensory Toy Playset | Party Bag Fillers For Birthday, Parties, Schools | 3+",https://www.efghousewares.co.uk/stretcherz-minis-stretch-squad-111169,https://www.amazon.co.uk/dp/B0FG8J89T4,50.0,,,,1.14,0.95,19.95,2.49375,2.41,0.55,3.3249999999999997,1.28075,10.77125,-1.28075,10.22125,681.4166666666666,7.684499999999999,61.48120300751879,MATCH,10.22125,50.0,A,https://www.efghousewares.co.uk/stretcherz-minis-stretch-squad-111169
5055170252020.0,3386460097338.0,B07FYLS2DC,LONDON FRAGRANCES FOR HER RED ROSES100ML EACH,Jimmy Choo Fever Eau de Parfum,https://www.efghousewares.co.uk/london-fragrances-for-her-red-roses100ml-each-112714,https://www.amazon.co.uk/dp/B07FYLS2DC,200.0,,,1.0,4.836,4.03,54.6,8.19,3.19,0.55,9.1,3.192,30.090000000000003,-3.192,29.540000000000003,644.9781659388647,19.152,64.92307692307693,MATCH,29.540000000000003,200.0,A,https://www.efghousewares.co.uk/london-fragrances-for-her-red-roses100ml-each-112714
898806408003.0,,B0FG2YBGLC,SOCK MEN HEATED SOX THERMAL SOCKS,"Electric Heated Socks,Rechargeable 6000mAh Battery Heating Sox for Men & Women - 3 Heating Levels Washable Thermal Foot Warmers for Outdoor Sports (Black rechargeable socks)",https://www.efghousewares.co.uk/sock-men-heated-sox-thermal-socks-2020-,https://www.amazon.co.uk/dp/B0FG2YBGLC,50.0,Available (see Keepa data),,1.0,1.272,1.06,19.99,2.0,3.14,0.55,3.331666666666667,1.35,10.45833333333333,-1.35,9.90833333333333,615.4244306418217,8.1,59.47973986993495,MATCH,9.90833333333333,50.0,A,https://www.efghousewares.co.uk/sock-men-heated-sox-thermal-socks-2020-
9781788246095.0,5056503873776.0,B0CFYSF8F2,COLOURING SET SONIC PRIME,"Sonic The Hedgehog Arts & Crafts Set for Kids, 34 Pcs Colouring & Art Supplies, Crayons Pencils Notepad & Accessories, Stationary Supplies for Kids",https://www.efghousewares.co.uk/colouring-set-sonic-prime-124252,https://www.amazon.co.uk/dp/B0CFYSF8F2,700.0,Available (see Keepa data),Available (see Keepa data),5.0,1.272,1.06,21.39,3.21,3.13,0.55,3.5649999999999977,1.59,10.425000000000002,-1.59,9.875000000000002,613.3540372670808,9.54,55.39971949509116,MATCH,9.875000000000002,700.0,A,https://www.efghousewares.co.uk/colouring-set-sonic-prime-124252
4210201193616.0,8006540774823.0,B0C143F196,ORAL B TOOTHBRUSH KIDS STAR WARS EACH,"Oral-B Pro Junior Kids Electric Toothbrush, 1 Star Wars Mandalorian Handle, 1 Toothbrush Head, 3 Modes with Kid-Friendly Sensitive Mode, For Ages 6+, 2 Pin UK Plug",https://www.efghousewares.co.uk/oral-b-star-wars-t/brush-each-109340,https://www.amazon.co.uk/dp/B0C143F196,100.0,Available (see Keepa data),,1.0,4.692,3.91,49.99,7.5,3.19,0.55,8.331666666666663,3.03,27.058333333333337,-3.03,26.508333333333336,594.357249626308,18.18,63.63272654530906,MATCH,26.508333333333336,100.0,A,https://www.efghousewares.co.uk/oral-b-star-wars-t/brush-each-109340
5050788081222.0,,B0FG7H8X82,PRINTED FROG 3D 10CM,"6PCS 3D Printed Animals, Joint Articulated 3D Printed Fidget Toys Animal Collectable for Home and Office Decoration Gift (Blue Green Purple)",https://www.efghousewares.co.uk/printed-frog-3d-10cm-124924,https://www.amazon.co.uk/dp/B0FG7H8X82,300.0,,,,1.152,0.96,17.99,2.24875,2.41,0.55,2.998333333333333,1.23375,9.372916666666663,-1.23375,8.822916666666664,584.2991169977923,7.4025,58.852140077821005,MATCH,8.822916666666664,300.0,A,https://www.efghousewares.co.uk/printed-frog-3d-10cm-124924
742288767939.0,6971697854495.0,B07GDLD7WF,BAMBOO STRAW MATS 3PCS 7INCH,"LOVECASA, Bamboo Placemat 6 Pcs, Washable Placemats, Non-Slip, Heat Resistant Table Mat",https://www.efghousewares.co.uk/bamboo-straw-mats-3pcs-7inch-112445,https://www.amazon.co.uk/dp/B07GDLD7WF,50.0,Available (see Keepa data),,2.0,1.572,1.31,22.97,3.45,3.1,0.55,3.828333333333333,1.6820000000000002,11.281666666666666,-1.6820000000000002,10.731666666666666,576.9713261648744,10.092,56.06443186765346,MATCH,10.731666666666666,50.0,A,https://www.efghousewares.co.uk/bamboo-straw-mats-3pcs-7inch-112445
8412765795275.0,,B074CN4PNX,CLIPPER GAS LIGHTER MINI TUBE,Genuine CLIPPER Universal Lighter Fuel Fluid Refill 300ML Pack of 12,https://www.efghousewares.co.uk/clipper-gas-lighter-mini-tube,https://www.amazon.co.uk/dp/B074CN4PNX,50.0,,,,0.852,0.71,15.35,1.91875,2.41,0.55,2.5583333333333336,1.11775,7.752916666666667,-1.11775,7.202916666666667,571.660052910053,6.7065,56.30944625407166,MISMATCH_CHECK,7.202916666666667,50.0,A,https://www.efghousewares.co.uk/clipper-gas-lighter-mini-tube
5055170283024.0,,B09QMD52WR,LAGHMANIS OUD 100ML FOR HER PURPLE EACH,"Badee Al Oud Amethyst Unisex For men and Women Eau De parfum 100ml - Fresh Fruity, Floral And Woody Frangrance - Sleek Bottle With Spray Nozzle",https://www.efghousewares.co.uk/laghmanis-oud-100ml-for-her-purple-each-110072,https://www.amazon.co.uk/dp/B09QMD52WR,100.0,Available (see Keepa data),Available (see Keepa data),9.0,1.344,1.12,20.59,3.09,3.23,0.55,3.431666666666665,1.598,9.718333333333334,-1.598,9.168333333333331,549.001996007984,9.588,53.43370568237008,MATCH,9.168333333333331,100.0,A,https://www.efghousewares.co.uk/laghmanis-oud-100ml-for-her-purple-each-110072
5050565486004.0,,B00OYYOOEQ,FUN SNAPS IN HANGING BOX 200 4X50PACK,Henbrandt 50 boxes of fun snaps in a display,https://www.efghousewares.co.uk/fun-snaps-in-hanging-box-200-4x50pack-117327,https://www.amazon.co.uk/dp/B00OYYOOEQ,50.0,,,,0.924,0.77,15.49,1.93625,2.41,0.55,2.581666666666667,1.13325,7.792083333333334,-1.13325,7.242083333333334,548.6426767676768,6.799499999999999,56.10393802453196,MATCH,7.242083333333334,50.0,A,https://www.efghousewares.co.uk/fun-snaps-in-hanging-box-200-4x50pack-117327
5013922073569.0,,B0CPPXBHTW,WORK OF ART ACRYLIC PAINT PASTEL PEACH,"5X Full Page Magnifying Glass for Reading, Lightweight Rectangular Magnifier Provides Large Book Page Viewing Area, Upgraded Handheld Magnifier for Reading Small Prints for Seniors Low Vision",https://www.efghousewares.co.uk/work-of-art-acrylic-paint-pastel-peach-116796,https://www.amazon.co.uk/dp/B0CPPXBHTW,400.0,Available (see Keepa data),,1.0,0.852,0.71,14.99,2.25,2.1,0.55,2.498333333333333,1.122,7.4316666666666675,-1.122,6.881666666666668,546.1640211640212,6.732,55.09006004002669,MATCH,6.881666666666668,400.0,A,https://www.efghousewares.co.uk/work-of-art-acrylic-paint-pastel-peach-116796
5012866012962.0,,B0FL7SG5TG,AIR STORM SLING SHOT WITH 4 BALLS ASSORTED,#winning Air Shot Hovering Ball Foam Dart One Player Skill Shooting Blaster Game,https://www.efghousewares.co.uk/air-storm-sling-shot-with-4-balls-assorted-120252,https://www.amazon.co.uk/dp/B0FL7SG5TG,500.0,,,,1.548,1.29,20.0,2.5,2.41,0.55,3.333333333333332,1.35,10.466666666666669,-1.35,9.916666666666668,538.9492753623189,8.1,59.5,MATCH,9.916666666666668,500.0,A,https://www.efghousewares.co.uk/air-storm-sling-shot-with-4-balls-assorted-120252
5015934789308.0,,B0CYT6D2ZS,NEON FLLUFFY SLIME,"LAWOHO 6 Packs Gradient Pink Slime Kit - Cloud, Clear & Butter Slime Making Kit for Kids, Soft & Non Sticky Fluffy Slimes Kits for Girls & Boys with Cute Charms & Add-ins, 360ml Slimes Party Favors",https://www.efghousewares.co.uk/neon-flluffy-slime-120329,https://www.amazon.co.uk/dp/B0CYT6D2ZS,900.0,,,,0.804,0.67,13.99,1.74875,2.41,0.55,2.331666666666667,1.0757500000000002,6.829583333333334,-1.0757500000000002,6.279583333333334,514.7199453551912,6.4545,53.86347390993568,MATCH,6.279583333333334,900.0,A,https://www.efghousewares.co.uk/neon-flluffy-slime-120329
5033849868673.0,,B07JPY1DWQ,FISHING NET 90CM,"NEW NGT 42"" Green Carp Coarse Fishing Landing Net with Strong Metal Spreader Block and Stink Storage Bag",https://www.efghousewares.co.uk/fishing-net-90cm-121830,https://www.amazon.co.uk/dp/B07JPY1DWQ,50.0,,,,0.744,0.62,13.55,1.69375,2.41,0.55,2.258333333333333,1.05475,6.567916666666668,-1.05475,6.017916666666668,514.351851851852,6.328500000000001,53.29520295202953,MATCH,6.017916666666668,50.0,A,https://www.efghousewares.co.uk/fishing-net-90cm-121830
5013922073866.0,,B0D1KDNPV7,WORK OF ART COLOURING PENCILS 12,"Shuttle Art 144 Pack Colouring Pencils Bulk, 12 Colours Pack of 12 Sharpened Coloured Pencil Set for School, School Pack Wooden Drawing Pencils for Kids, Class pack Back to School Supplies",https://www.efghousewares.co.uk/work-of-art-black-and-white-colouring-pencils-12-116814,https://www.amazon.co.uk/dp/B0D1KDNPV7,300.0,,,,0.876,0.73,14.39,1.79875,2.41,0.55,2.398333333333333,1.09775,7.0529166666666665,-1.09775,6.502916666666667,508.0403645833333,6.5865,54.22863099374565,MISMATCH_CHECK,6.502916666666667,300.0,A,https://www.efghousewares.co.uk/work-of-art-black-and-white-colouring-pencils-12-116814
8711252174792.0,,B0DSKK66BP,PLAY DOUGH SET 55G 3 PACK ASSORTED,"24 Tins Play Color Dough Modelling Set 24Colours Modelling Clay Set, Plasticine Modelling Clay for Kids, Multicolour Playdough, Coloured Clay Plasticine for Kids' Arts and Crafts, 50g/Tins",https://www.efghousewares.co.uk/play-dough-set-55g-3-pack-assorted-118922,https://www.amazon.co.uk/dp/B0DSKK66BP,600.0,,,4.0,0.876,0.73,14.57,1.17,3.34,0.55,2.428333333333333,1.158,6.901666666666667,-1.158,6.351666666666668,496.22395833333337,6.948,52.31297185998628,MATCH,6.351666666666668,600.0,A,https://www.efghousewares.co.uk/play-dough-set-55g-3-pack-assorted-118922
5012866310761.0,,B072C1N3FY,MAKE YOUR OWN JEWELLERY,"Glittery Garden Girls Jewelry Making Kit. Best Necklace Pendant & Bracelet Crafting Set with Glass Beads & Charms. Fashion Accessories, Arts Crafts Supplies. Birthday Gift",https://www.efghousewares.co.uk/make-your-own-jewellery-116685,https://www.amazon.co.uk/dp/B072C1N3FY,700.0,Available (see Keepa data),,1.0,1.68,1.4,20.95,3.14,2.77,0.55,3.491666666666667,1.572,10.148333333333332,-1.572,9.598333333333333,492.22222222222206,9.432,54.97852028639617,MATCH,9.598333333333333,700.0,A,https://www.efghousewares.co.uk/make-your-own-jewellery-116685
5015934639801.0,,B0FY6CSD9Q,BLOCK TECH 50 BRICKS AND FIGURE,"Block Tech Drip Bear Black | Urban 252-Piece Building Brick Art Set for Kids Age 6+ | Cool Collectible Gift for Boys, Teens and Adults | Creative Construction Toy",https://www.efghousewares.co.uk/block-tech-50-bricks-and-figure,https://www.amazon.co.uk/dp/B0FY6CSD9Q,100.0,,,,1.008,0.84,14.99,1.87375,2.41,0.55,2.498333333333333,1.13475,7.367916666666668,-1.13475,6.817916666666668,490.4976019184653,6.8085,54.57971981320882,MATCH,6.817916666666668,100.0,A,https://www.efghousewares.co.uk/block-tech-50-bricks-and-figure
5012866080268.0,,B0BGNBGD75,PUZZLE MONEY BOX,"Money Maze Puzzle Box (2 Pack) for Kids and Teens, Makes Cash Gift Giving More Fun",https://www.efghousewares.co.uk/puzzle-money-box,https://www.amazon.co.uk/dp/B0BGNBGD75,700.0,,,,0.876,0.73,13.98,1.7475,2.41,0.55,2.33,1.0875,6.762499999999999,-1.0875,6.2125,485.3515624999999,6.525,53.32618025751073,MISMATCH_CHECK,6.2125,700.0,A,https://www.efghousewares.co.uk/puzzle-money-box
5033849928056.0,5060879096417.0,B0B9RP7XYP,MEDICAL TROLLEYS,Multibao Heavy Duty 50cmx35cmx75cm Stainless Steel 3 Tier Side Rolling Kitchen Service Cart Trolley for Beauty Salon Shelf BBQ Hotels Restaurants,https://www.efghousewares.co.uk/medical-trolleys-111849,https://www.amazon.co.uk/dp/B0B9RP7XYP,50.0,Available (see Keepa data),,1.0,2.616,2.18,29.98,3.9,5.12,0.55,4.996666666666666,2.35,13.783333333333337,-2.35,13.233333333333334,484.7374847374847,14.1,52.96864576384256,MATCH,13.233333333333334,50.0,A,https://www.efghousewares.co.uk/medical-trolleys-111849
5033849928148.0,,B0DB3P1P1F,X-WARRIOR TRANSFORMERS,Transformers Collaborative Sonic the Hedgehog x Wingtail and Blue Booster Action Figures,https://www.efghousewares.co.uk/x-warrior-transformers-114524,https://www.amazon.co.uk/dp/B0DB3P1P1F,100.0,,,,2.484,2.07,24.99,3.12375,2.41,0.55,4.164999999999999,1.63075,13.221249999999998,-1.63075,12.671249999999995,483.63549618320593,9.7845,60.84633853541416,MATCH,12.671249999999995,100.0,A,https://www.efghousewares.co.uk/x-warrior-transformers-114524
5015934863893.0,7426983220984.0,B0BT54TFQT,MARVELLOUS MARBLES,GU Old Style 35mm uPVC Door Lock Centre Case Gearbox Single Spindle,https://www.efghousewares.co.uk/marvellous-marbles-120319,https://www.amazon.co.uk/dp/B0BT54TFQT,100.0,Available (see Keepa data),,9.0,2.352,1.96,24.99,3.25,3.02,0.55,4.164999999999999,1.7559999999999998,12.595,-1.7559999999999998,12.044999999999998,479.88047808764935,10.536,57.839135654261696,MATCH,12.044999999999998,100.0,A,https://www.efghousewares.co.uk/marvellous-marbles-120319
5055566938668.0,,B096KJ55J2,POLICE GUN SET,"deAO Kids Police Costume Set, Handcuffs for Kids with Keys, Hat, SWAT Fancy Dress, Children Police Costume, Role-Play Fancy Dress for Boys & Girls 3 4 5 6 7 8",https://www.efghousewares.co.uk/police-gun-set,https://www.amazon.co.uk/dp/B096KJ55J2,200.0,,,,1.2,1.0,15.99,1.99875,2.41,0.55,2.664999999999999,1.19175,7.916250000000002,-1.19175,7.366250000000002,475.2419354838711,7.1505,55.281425891182,MATCH,7.366250000000002,200.0,A,https://www.efghousewares.co.uk/police-gun-set
5015934804230.0,,B0FY6CSD9Q,BLOCK TECH MINI BUILDZ ASSORTED,"Block Tech Drip Bear Black | Urban 252-Piece Building Brick Art Set for Kids Age 6+ | Cool Collectible Gift for Boys, Teens and Adults | Creative Construction Toy",https://www.efghousewares.co.uk/block-tech-mini-buildz-assorted-123410,https://www.amazon.co.uk/dp/B0FY6CSD9Q,100.0,,,,1.056,0.88,14.99,1.87375,2.41,0.55,2.498333333333333,1.1427500000000002,7.327916666666668,-1.1427500000000002,6.777916666666668,473.9801864801865,6.8565,54.25950633755839,MATCH,6.777916666666668,100.0,A,https://www.efghousewares.co.uk/block-tech-mini-buildz-assorted-123410
5061024360230.0,5061007791051.0,B0CKRWZHRN,SILVER METALLIC MAILERS PK3 120X215MM SIZE B,"Bubble Mailer 100 Pack, Metallic Foil Bubble Mailers, Waterproof Self Seal Adhesive Shipping Bags, Cushioning Padded Envelopes for Shipping, Mailing, Packaging, Bulk (Silver,120x165mm)",https://www.efghousewares.co.uk/silver-metallic-mailers-pk3-120x215mm-size-b-117697,https://www.amazon.co.uk/dp/B0CKRWZHRN,50.0,,,3.0,0.876,0.73,13.77,1.72125,2.41,0.55,2.295,1.08225,6.61375,-1.08225,6.06375,473.73046875,6.4935,52.84313725490196,MATCH,6.06375,50.0,A,https://www.efghousewares.co.uk/silver-metallic-mailers-pk3-120x215mm-size-b-117697
5015934758472.0,,B0DBCV69Q3,GLOW IN THE DARK SCIENCE,"75+ Science Experiments for Kids, Glow in the Dark Science Kit with Glowing Test Tube, Glowing Waves, Colorful Bouncy Balls, STEM Toys Christmas Birthday Gift for Girls and Boys",https://www.efghousewares.co.uk/glow-in-the-dark-science-122186,https://www.amazon.co.uk/dp/B0DBCV69Q3,400.0,,,,2.4,2.0,23.99,2.99875,2.41,0.55,3.9983333333333313,1.5917499999999998,12.582916666666666,-1.5917499999999998,12.032916666666663,471.8790849673202,9.5505,60.18966235931637,MATCH,12.032916666666663,400.0,A,https://www.efghousewares.co.uk/glow-in-the-dark-science-122186
8719987365553.0,,B0CRZ78GYC,ROUND PLACEMAT 38CM 5 ASSORTED,"SHACOS Set of 6 Round Placemats, 38 cm Washable Cotton Placemat and 6 Pcs Coasters 10 cm, Decorative Heat Resistant Placemat for Kitchen Dining Table",https://www.efghousewares.co.uk/round-placemat-38cm-5-assorted-111111,https://www.amazon.co.uk/dp/B0CRZ78GYC,100.0,,,1.0,1.008,0.84,15.99,2.4,3.0,0.55,2.664999999999999,1.358,7.085000000000001,-1.358,6.535000000000001,470.1438848920864,8.148,49.04315196998124,MATCH,6.535000000000001,100.0,A,https://www.efghousewares.co.uk/round-placemat-38cm-5-assorted-111111
5012866301325.0,,B0CMGBYR4X,PRINCESS CARRIAGE DOLL SET ASSORTED,"Mattel Disney Princess Carriage to Castle Transforming Playset with Aurora Small Doll, 3 Levels, 6 Play Areas, 4 Figures, Furniture & Accessories, HWX17",https://www.efghousewares.co.uk/princess-carriage-doll-set-assorted-120226,https://www.amazon.co.uk/dp/B0CMGBYR4X,100.0,,,,4.164000000000001,3.47,34.99,4.37375,2.41,0.55,5.831666666666667,2.1607500000000006,18.90458333333333,-2.1607500000000006,18.35458333333333,456.5816749585406,12.9645,62.94798513861103,MATCH,18.35458333333333,100.0,A,https://www.efghousewares.co.uk/princess-carriage-doll-set-assorted-120226
5015934804612.0,,B0FMXZTXXM,BLOCK TECH DIGGERS AND BUILDERS,"CozyBomB Construction Digger toys with 3 Interchangeable Heads & Light Effects,1:18 RC remote control car, Excavator Toys for Boys 3 4 5 6 7 8 9 10 11 12 Year Old Kids Christmas Birthday",https://www.efghousewares.co.uk/block-tech-diggers-and-builders-124126,https://www.amazon.co.uk/dp/B0FMXZTXXM,100.0,,,,3.96,3.3,32.75,4.09375,2.41,0.55,5.458333333333332,2.0707500000000003,17.487916666666667,-2.0707500000000003,16.937916666666666,439.94588744588754,12.424500000000002,62.06259541984732,MATCH,16.937916666666666,100.0,A,https://www.efghousewares.co.uk/block-tech-diggers-and-builders-124126
5012128618208.0,,B0FHBYHGFX,KIDS CREATE PUSH AND CREATE KIT,"Zoyrin Push-in Craft Kits for Kids–DIY Craft Kits Gifts for Girls & Boys Ages 4, 5, 6, 7, 8, 9, Mess-Free Craft Set with 800+ Fabric & Foam Pieces",https://www.efghousewares.co.uk/kids-create-push-and-create-kit-119256,https://www.amazon.co.uk/dp/B0FHBYHGFX,400.0,Available (see Keepa data),,1.0,0.852,0.71,13.99,2.1,2.77,0.55,2.331666666666667,1.226,6.078333333333334,-1.226,5.528333333333334,438.7566137566138,7.356,47.41958541815583,MATCH,5.528333333333334,400.0,A,https://www.efghousewares.co.uk/kids-create-push-and-create-kit-119256
5033849985301.0,,B01N6WDNN8,FISHING ROD EXTENDABLE WITH FLOAT AND HOOKS,COMPLETE STARTER BEGINNER FISHING KIT SET & 10' ROD REEL FLOATS HOOKS SHOT & NET,https://www.efghousewares.co.uk/fishing-rod-extendable-with-float-and-hooks-113282,https://www.amazon.co.uk/dp/B01N6WDNN8,50.0,,,,4.368,3.64,34.99,4.37375,2.41,0.55,5.831666666666667,2.1947500000000004,18.734583333333333,-2.1947500000000004,18.18458333333333,433.9996022275258,13.1685,62.36496141754786,MATCH,18.18458333333333,50.0,A,https://www.efghousewares.co.uk/fishing-rod-extendable-with-float-and-hooks-113282
5015934728956.0,,B0CH9MDGWW,BLOCK TECH STORAGE BOX 250PC,Storage Organiser for Lego 3 Layers Stackable Kids Toy Box With Base Plates Lids Plastic Multi Compartment Building Blocks Craft Sorting Container,https://www.efghousewares.co.uk/block-tech-storage-box-250pc-121859,https://www.amazon.co.uk/dp/B0CH9MDGWW,100.0,,,,5.172,4.31,39.99,4.99875,2.41,0.55,6.664999999999999,2.4537500000000003,21.606250000000003,-2.4537500000000003,21.05625,433.25617283950623,14.7225,63.18454613653414,MATCH,21.05625,100.0,A,https://www.efghousewares.co.uk/block-tech-storage-box-250pc-121859
5050788015111.0,,B0CT643LL3,AIR BLASTER SOFT DART GUN,Toy Revolver Gun for Boys Pretend Play Toy Pistol with Shell Ejection Soft Darts Blaster Birthday Gift for Outdoors,https://www.efghousewares.co.uk/air-blaster-soft-dart-gun-116627,https://www.amazon.co.uk/dp/B0CT643LL3,600.0,,,,1.68,1.4,17.98,2.2475,2.41,0.55,2.996666666666666,1.3215,8.925833333333333,-1.3215,8.375833333333333,429.5299145299145,7.928999999999999,55.901001112347046,MATCH,8.375833333333333,600.0,A,https://www.efghousewares.co.uk/air-blaster-soft-dart-gun-116627
5015934889107.0,,B0BJTFWRK9,BLOCKS IN BLOOM,"SIENON Flower Bouquet Building Set-1064 PCS 12 Kinds of Flowers Botanical Collection, Building Blocks Flower Brick Toy Craft Project for Home Room Décor Valentines’ Day Christmas Birthday",https://www.efghousewares.co.uk/blocks-in-bloom-121741,https://www.amazon.co.uk/dp/B0BJTFWRK9,400.0,,,1.0,2.8200000000000003,2.35,26.99,4.05,3.14,0.55,4.498333333333331,2.018,12.951666666666666,-2.018,12.401666666666666,427.6436781609195,12.108000000000002,55.13894034827713,MATCH,12.401666666666666,400.0,A,https://www.efghousewares.co.uk/blocks-in-bloom-121741
5012866658719.0,194735295890.0,B0DLH93L1J,WOODEN ANIMAL PUZZLE,"Fisher-Price Toddler Toy Wooden Animal Puzzle, Shape-Sorting Activity with 13 Wood Pieces for Preschool Kids Ages 2+ Years, JFG10",https://www.efghousewares.co.uk/wooden-animal-puzzle-113341,https://www.amazon.co.uk/dp/B0DLH93L1J,50.0,Available (see Keepa data),Available (see Keepa data),11.0,1.752,1.46,19.99,3.0,3.13,0.55,3.331666666666667,1.628,9.068333333333332,-1.628,8.51833333333333,423.7976782752901,9.768,51.135567783891936,MATCH,8.51833333333333,50.0,A,https://www.efghousewares.co.uk/wooden-animal-puzzle-113341
5050837638414.0,,B0DR8GVVZG,MAGICAL KINGDOM AQUA HOOPS,"Glow in The Dark Water Gel Magic, Magic Elves Kit with 12 Creatures,Water Bead Sensory Squishy Toys for 3+ Girls Boys,19PCS 3D Aqua Park Set Educational Toys for Kids Birthday Gift",https://www.efghousewares.co.uk/magical-kingdom-aqua-hoops-111294,https://www.amazon.co.uk/dp/B0DR8GVVZG,100.0,Available (see Keepa data),,1.0,1.008,0.84,15.29,2.55,3.13,0.55,2.548333333333332,1.414,6.221666666666667,-1.414,5.671666666666667,408.0335731414868,8.483999999999998,44.51275343361674,MATCH,5.671666666666667,100.0,A,https://www.efghousewares.co.uk/magical-kingdom-aqua-hoops-111294
5050565574107.0,,B0F3WVS9DC,FLIP EM 2 IN 1 LOVE SQUID 20CM ASSORTED,"4-IN-1 Dancing Octopus baby toys 0-6 months Toy, Crawling Plush Interactive Toy with Music, Record & Replay Sensory Baby Toys 6 to 12 Months Birthday Present Gifts",https://www.efghousewares.co.uk/valentines-flip-em-2-in-1-love-squid-20cm,https://www.amazon.co.uk/dp/B0F3WVS9DC,200.0,Available (see Keepa data),,1.0,1.68,1.4,18.99,2.85,3.15,0.55,3.164999999999999,1.59,8.424999999999999,-1.59,7.874999999999999,403.8461538461538,9.54,49.763033175355446,MATCH,7.874999999999999,200.0,A,https://www.efghousewares.co.uk/valentines-flip-em-2-in-1-love-squid-20cm
5012866651079.0,753763252352.0,B09CDJW4HB,A-Z MUSIC SET 3 PIECES ASSORTED,"Kids Piano Keyboard, 37 Keys Electronic Music Piano for Kids Portable Multi-Function Musical Instruments Educational Toy Birthday Gifts for Boys Girls Children Beginner Ages 3-8 Pink",https://www.efghousewares.co.uk/a-z-music-set-3-pieces-assorted-120243,https://www.amazon.co.uk/dp/B09CDJW4HB,900.0,Available (see Keepa data),,1.0,2.016,1.68,19.99,2.4,3.15,0.55,3.331666666666667,1.556,9.428333333333333,-1.556,8.87833333333333,398.1315396113601,9.336,53.296648324162064,MATCH,8.87833333333333,900.0,A,https://www.efghousewares.co.uk/a-z-music-set-3-pieces-assorted-120243
5015934817179.0,,B0FZFP3RSC,BLOCK TECH TRACK RACERS,"Clickrail Electric Train Set, DIY Cube Track Building Set,Flexible Race Track, Magnetic Train Track Set for Kids, Gravity-Defying Motorized Car & Rail Cube Building Toy (123 Pcs)",https://www.efghousewares.co.uk/block-tech-track-racers-120367,https://www.amazon.co.uk/dp/B0FZFP3RSC,50.0,,,,8.832,7.36,58.99,7.37375,2.41,0.55,9.831666666666663,3.5387500000000007,32.014583333333334,-3.5387500000000007,31.464583333333334,397.7823430257058,21.2325,64.00661129004915,MATCH,31.464583333333334,50.0,A,https://www.efghousewares.co.uk/block-tech-track-racers-120367
