RowID,bucket,MLS,MLS_band,title_match,sales,is_exact_ean_strict,EAN_digits,EAN_OnPage_digits,EAN_digits_normalized,EAN_OnPage_digits_normalized,EAN_strict_valid,EAN_OnPage_strict_valid,Supplier EAN,Amazon EAN,pack_supplier_count,pack_amazon_count,pack_supplier_evidence,pack_amazon_evidence,Qty_Ratio,Adjusted_Profit_baseline,NetProfit,NetProfit_num,ROI,ASIN,SupplierTitle,AmazonTitle,SupplierPrice_incVAT,SellingPrice_incVAT,ip_risk
148,FILTERED_OUT,36,POSSIBLE_LOW_PRIORITY,0.31,300.0,False,50304811930217,5060659231885,50304811930217,5060659231885,True,True,50304811930217,5060659231885,,,,,,,5.985,5.985,539.189189189189,B0BTZDR9GD,PPS PLASTIC 4 CONTAINERS & LID RECT 650ML,"Caterserve 25 Takeaway Plastic Containers With lids 650ml - Microwave and Dishwasher safe - Ideal for Food storage and Meal Prep - BPA free,recyclable,reusable",0.672,14.97,False
149,OTHER,29,UNLIKELY_OTHER,0.22608695652173913,300.0,False,5055490624705,,5055490624705,,True,False,5055490624705,-,,,,,,,31.2816666666666,31.2816666666666,538.410786001147,B084DQYNNM,PRO COOK ULTIMATE CARBON STEEL WOK 34CM,"YOSUKATA Carbon Steel Woks and Stir Fry Pans 34 cm - Traditional Chinese Japanese Wok with Flat Bottom - Compatible with Induction, Electric, Ceramic, Gas cooktops, and Open Flame, BBQ, Grill",6.31199999999999,59.99,False
150,OTHER,10,UNLIKELY_OTHER,0.03375527426160337,100.0,False,5030481930225,5060357990961,5030481930225,5060357990961,True,True,5030481930225,5060357990961,,20.0,,20 pcs,,,5.975,5.975,538.288288288288,B0DLJD3GSS,PPS MICRO 3 CONTAINER & LIDS 1000ML,Superior Takeaway Containers with Lids â€“ 20 Pcs Durable 1000ml Crack-Resistant Rectangular Food Containers with Lids -Microwave Safe Leak-Proof Takeaway Containers-Perfect for Meal Prep & Food Storage,0.672,14.97,False
151,OTHER,14,UNLIKELY_OTHER,0.19736842105263158,50.0,False,5015302414412,,5015302414412,,True,False,5015302414412,-,,,,,,,7.12833333333333,7.12833333333333,535.964912280701,B09SFMP4CX,PLAIN WHITE SIDE PLATE 19CM,HZDHCLH Wall Clock 10 Inch Silent Non Ticking Clock Round Wall Decorï¼ŒWall Clocks for Living Room Kitchen Office (Pink Gold),0.936,16.99,False
152,LOW_PRIORITY,39,POSSIBLE_LOW_PRIORITY,0.328042328042328,200.0,False,11179500215,,011179500215,,True,False,011179500215,-,,10.0,,10pack,,,7.23833333333333,7.23833333333333,532.230392156862,B09ZL3VWP6,UNIQUE ROUND WHITE TABLE COVER 84IN,PLULON 10Pack Round Plastic Tablecloths White Table Cover 84 inch Waterproof PEVA Tablecloth Bulk for Birthday Wedding Picnic Home Party Table Decorations,0.972,16.99,False
153,OTHER,16,UNLIKELY_OTHER,0.2222222222222222,100.0,False,5055706641816,,5055706641816,,True,False,5055706641816,-,,,,,,,6.68666666666666,6.68666666666666,530.68783068783,B09C8VQ1NT,WINDOW SQUEEGE PROKLEEN,Newcastle Beer Mats x9,0.852,14.36,False
154,OTHER,21,UNLIKELY_OTHER,0.17872340425531916,50.0,False,5055441405896,732249457887,5055441405896,732249457887,True,True,5055441405896,732249457887,,6.0,,6pcs,,,10.6083333333333,10.6083333333333,527.777777777777,B0DVCG2W1G,DEKTON WOOD SCULPT CARVING KNIVES 6PC,"Wood Carving Tools, 10 in 1 Wood Whittling Kits, Chip Carving Tools Set, with 0 Basswood Carving Block, 6PCS Whittling Tools, Gloves, Sharpener, Roll Canvas Bag, Wood Carving Set for Adult Beginners",1.752,22.99,False
155,OTHER,13,UNLIKELY_OTHER,0.1834862385321101,50.0,False,5026180081566,740907585520,5026180081566,740907585520,True,True,5026180081566,740907585520,,,,,,,23.8983333333333,23.8983333333333,527.557027225901,B0CXXDYT79,ECO APOLLO DUSTPAN BRUSH LARGE,"Litheli Cordless Leaf Blower, 604 mÂ³/h 137 km/h Air Speed Battery Blower, 20V Powerful Electric Garden Blower for Blowing Leaves Grass Dust, Electric Garden Leaf Blower with 2.0Ah Battery",4.776,49.99,False
156,OTHER,30,UNLIKELY_OTHER,0.21495327102803738,50.0,False,8681873025035,,8681873025035,,True,False,8681873025035,-,,8.0,,set of 8,,,6.74833333333333,6.74833333333333,527.213541666666,B0DK1M1LW1,THL PLASTIC 8 PLATE 10 INCH,"Wrova Unbreakable Plastic Plates 10 Inch Set of 8 Unbreakable Dinner Plate for Kitchen, Deep Dinner Plates - Dishwasher & Microwave Safe Plate, Reusable Lightweight Plates Sets(Vivid Mix)",0.876,16.99,False
157,NEEDS_VERIFICATION,66,NEEDS_VERIFICATION,0.7647058823529411,100.0,False,5038673230474,,5038673230474,,True,False,5038673230474,-,,,,,,,10.365,10.365,526.142131979695,B00569FG1S,PRIMA MULTI SHOWERHEAD CHROME,Lara | Multi Spray Shower Head - Chrome,1.704,21.99,False
158,OTHER,34,UNLIKELY_OTHER,0.2828282828282828,50.0,False,5055441434247,,5055441434247,,True,False,5055441434247,-,100.0,,100pcs,,,,11.395,11.395,525.115207373271,B0B716C1PG,DEKTON CABLE TIES BLACK 100PCS 4.8MMX300MM,"XINGO Black Cable Ties Pack of 1000, 300mm x 4.8mm, Premium Nylon Durable Zip Ties, Self-Locking UV Resistant Nylon Plastic Wire Ties for Indoor and Outdoor",1.944,24.99,False
159,OTHER,10,UNLIKELY_OTHER,0.1456953642384106,200.0,False,5055441446554,609613846212,5055441446554,609613846212,True,True,5055441446554,609613846212,,,,,,,16.9616666666666,16.9616666666666,523.508230452675,B00YA95TZI,GOODYEAR SNOW FOAM 1 LITRE,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,3.22799999999999,32.99,False
160,OTHER,10,UNLIKELY_OTHER,0.14018691588785046,100.0,False,8964044321106,,8964044321106,,True,False,8964044321106,-,,174.0,,174pcs,,,9.65166666666666,9.65166666666666,518.906810035842,B0FG275NC1,CAROL HIBALL GLASS 300ML PK3,"174pcs 75mm Hook and Loop Sanding Discs Headlight Restoration & Alloy wheel Repair Kit Wet Dry Sandpaer 60-10000 Grit with Polishing Pads for Drill, Drill Attachments for Auto Metal Wood",1.572,20.99,False
161,OTHER,20,UNLIKELY_OTHER,0.2857142857142857,200.0,False,5010853283395,5060400676286,5010853283395,5060400676286,True,True,5010853283395,5060400676286,,,,,,,17.4066666666666,17.4066666666666,514.990138067061,B00XA0196G,RAVENHEAD ESSENTIALS JUG 1.3 LTR,English Pewter Company Stag Head Whisky Glass Tumbler with Pewter Base [STAG104],3.396,35.0,False
162,OTHER,34,UNLIKELY_OTHER,0.275,100.0,False,5030481930508,5060309625125,5030481930508,5060309625125,True,True,5030481930508,5060309625125,,,,,,,5.98166666666666,5.98166666666666,511.253561253561,B077G7HNXR,PPS FOIL PUDDING 5 DISHES,50 Bakery Direct Round Disposable Foil Christmas Pudding Dishes/Basins Cupcake Cases Pie Dish Tray Baking Tart Muffin Yorkshire Pudding,0.744,14.99,False
163,LOW_PRIORITY,37,POSSIBLE_LOW_PRIORITY,0.3010752688172043,100.0,False,5013478110077,,5013478110077,,True,False,5013478110077,-,,18.0,,18 pack,,,6.89499999999999,6.89499999999999,506.985294117646,B0BZRXPX2M,KINGFISHER PLASTIC CHAMPAGNE 6 GLASSES,"Tosnail 18 Pack 6oz Plastic Champagne Flutes Champagne Glasses, 180ml Resuable Plastic Wine Glasses, Clear Wine Cups, Tall Drinking Cups for Parties",0.972,18.99,False
164,OTHER,10,UNLIKELY_OTHER,0.14746543778801843,300.0,False,5055441459769,,5055441459769,,True,False,5055441459769,-,,,,,,,7.60166666666666,7.60166666666666,506.777777777777,B0F8ZHMJBY,DEKTON GECKOGRIP JUMBO HOOK 1PC CLEAR,"Fox Night Light for Kids, Cute Silicone Lamp with Rechargeable Dimmable 20 Mins Timer, Kids Bedside Decoration Light, Birthday Holiday Christmas Gifts Idea for Baby Girl Boy Friend",1.14,17.99,False
165,FILTERED_OUT,36,POSSIBLE_LOW_PRIORITY,0.30845771144278605,300.0,False,5030481930232,5060659231885,5030481930232,5060659231885,True,True,5030481930232,5060659231885,,,,,,,5.925,5.925,506.410256410256,B0BTZDR9GD,PPS PLASTIC 5 CONTAINERS & LID ROUND 650ML,"Caterserve 25 Takeaway Plastic Containers With lids 650ml - Microwave and Dishwasher safe - Ideal for Food storage and Meal Prep - BPA free,recyclable,reusable",0.744,14.97,False
166,OTHER,14,UNLIKELY_OTHER,0.18473895582329317,100.0,False,6294015561241,,6294015561241,,True,False,6294015561241,-,,,,,,,58.185,58.185,502.461139896373,B08CKTB6Z4,GEEPAS RECHARGEABLE PORTABLE BLENDER BLUE 330ML GSB44111UK-BL,AMZCHEF Blender Smoothie Maker - 2000W Commercial Blender with 2L BPA Free Container - 25000RPM High Speed blender with 8 Speeds Control for kitchen - 4 Presets for Ice/Juice/Smoothie/Nuts,13.2359999999999,110.49,False
167,OTHER,28,UNLIKELY_OTHER,0.19574468085106383,50.0,False,6923456782983,7426999044369,6923456782983,7426999044369,True,True,6923456782983,7426999044369,,2.0,,2pk,,,5.575,5.575,502.252252252252,B084Z75XP6,HAND SCRUBBING BRUSH & HANDLE ADORN,"NCaan 2pk Deluxe Hand Scrubbing Brush Heavy Duty with Stiff Bristles & Non-Slip Soft Grip Handle-Household Cleaning Brush for Indoor & Outdoor, Bathroom, Kitchen, Carpet, Floor, Bath,Car (Assorted, 2)",0.672,13.95,False
168,OTHER,11,UNLIKELY_OTHER,0.15609756097560976,100.0,False,5038673131085,195893099634,5038673131085,195893099634,True,True,5038673131085,195893099634,,,,,,,9.63833333333333,9.63833333333333,501.996527777777,B09CDVYZVP,PRIMA SHEAR & KNIFE SET,"Cutacut Kitchen Scissors Stainless Steel Sharp Blades with TPR Grip - Multipurpose Kitchen Scissors Heavy Duty for Meat, Chicken, Fish, Vegetables, and Herbs â€“ Bottle Opener. (Red)",1.644,19.99,False
169,OTHER,19,UNLIKELY_OTHER,0.16129032258064516,100.0,False,883314714616,769044082570,883314714616,769044082570,True,True,883314714616,769044082570,,32.0,,32pcs,,,9.78499999999999,9.78499999999999,501.794871794871,B0DTDLVHTN,DIWALI SOUP PLATE BLACK 20CM,"KAHEIGN 32Pcs Unbreakable Black Plastic Dinnerware Set, 8 Sets of 25cm Dinner Plates, 20cm Salad Plates, 720ml Bowls, 360ml Cups - Microwave & Dishwasher Safe",1.68,24.99,False
170,OTHER,11,UNLIKELY_OTHER,0.0502092050209205,400.0,False,5013478557902,,5013478557902,,True,False,5013478557902,-,,35.0,,35x26cm,,,6.23958333333333,6.23958333333333,495.205026455026,B0723GGWNK,KINGFISHER FOIL SET2 PLATTERS 14INCH,"MATANA 20 Large Aluminium Foil Platters, 14"" (35x26cm) â€“ Disposable & Reusable Serving Trays with Raised Edges & Extra Depth â€“ Oven & Freezer Safe Buffet Platters for Party Food, Christmas & Catering",0.852,13.99,False
171,OTHER,10,UNLIKELY_OTHER,0.13930348258706468,300.0,False,6923456821255,,6923456821255,,True,False,6923456821255,-,3.0,,3x10.5cm,,,,6.79166666666666,6.79166666666666,488.609112709832,B0F3X75LWX,ADORN MUG FLORAL 8.3X10.5CM ASSORTED,"MUSICOZY Sleep Headphones,Ultra-Soft Wireless Headband Bluetooth for Side Sleepers, with 14H Playtime & Bluetooth 5.4, 4-in-1 Music Sleep Earphones for side sleeping",1.008,15.17,False
172,LOW_PRIORITY,45,POSSIBLE_LOW_PRIORITY,0.3741935483870968,50.0,False,5060743590881,,5060743590881,,True,False,5060743590881,-,,50.0,,50 pack,,,6.09791666666666,6.09791666666666,483.96164021164,B07M7FF42H,ECO WISE PAPER CUPS LIDS 12OZ PK25,50-12oz (340ml) Disposable Biodegradable & Compostable Paper Coffee Cups with Compostable Sip Lids (12oz (340Ml) 50 Pack),0.852,13.79,False
173,OTHER,13,UNLIKELY_OTHER,0.18681318681318682,700.0,False,5055706641984,717931463803,5055706641984,717931463803,True,True,5055706641984,717931463803,,,,,,,11.2749999999999,11.2749999999999,481.837606837606,B0FSXQP8SR,PROKLEEN PREMIUM DUSTPAN & BRUSH,"Cordless Handheld Car Vacuum & Air Blower â€“ Mini Powerful 12000Pa Suction, Portable Small Hoover, HEPA, Accessories for Interior, PC, Home & Kitchen",2.148,24.99,False
174,OTHER,30,UNLIKELY_OTHER,0.19130434782608696,100.0,False,5060298503602,,5060298503602,,True,False,5060298503602,-,,360.0,,360pcs,,,6.69166666666666,6.69166666666666,481.414868105515,B0F5H9YKWX,MASON MINI CAR BLADE FUSE ASSORTMENT,"JOREST 360Pcs Car Fuse Assortment Kit, 160 Mini Blade Fuses Automotive + 90 Standard Auto Fuses + 50 Micro Fuse + 60 Micro2 â€“ for RV/Truck/Motorcycle(2A 3A 5A 7.5A 10A 15A 20A 25A 30A 35A 40A)",1.008,14.99,False
175,OTHER,23,UNLIKELY_OTHER,0.21621621621621623,50.0,False,5030481984389,,5030481984389,,True,False,5030481984389,-,,3.0,,3 pack,,,5.62125,5.62125,480.448717948718,B0D5GNBNYJ,PPS SERVING 3 SECTION TRAY,"3 Pack Serving Tray Plastic, Compartment Serving Platters, BPA free, Dinner/Fruit/Snack Food Tray for Kichen, Bar, Buffets, Party, Thanks Giving Day, Christmas",0.744,12.99,False
176,OTHER,22,UNLIKELY_OTHER,0.29333333333333333,50.0,False,5030481940095,,5030481940095,,True,False,5030481940095,-,,100.0,,100 pieces; 5 x 14.5 inch,,,5.32708333333333,5.32708333333333,479.917417417417,B07BHG9L1W,PPS RECTANGLE 24 DOYLEYS ASSORTED,LJY 100 Pieces White Lace Rectangle Paper Doilies Cake Packaging Pads Wedding Tableware Decoration (10.5 x 14.5 inch),0.672,12.49,False
177,OTHER,32,UNLIKELY_OTHER,0.2389937106918239,400.0,False,5055441406008,5060079032796,5055441406008,5060079032796,True,True,5055441406008,5060079032796,,,,,,,14.6816666666666,14.6816666666666,478.230184581976,B0DJQRRNK5,DEKTON RATCHET TIE DOWN,"Auto-Retract Ratchet Tie Down Straps (2-Pack) â€“ 600kg Max Break Strength, Includes (2) 2.5cm x 3m Straps with Ergonomic Padded Handles",3.024,29.99,False
178,OTHER,27,UNLIKELY_OTHER,0.2672811059907834,100.0,False,5060357992750,5060357992415,5060357992750,5060357992415,True,True,5060357992750,5060357992415,,,,,,,5.30166666666666,5.30166666666666,477.627627627627,B07MZ2Z9GL,SUPERIOR ROUND 10 CONTAINER & LID 2 OZ,"Superior 20-Pack 16oz Microwave Containers With Lids â€“ Durable Crack-Resistant Clear Round Food Containers With Lids - Food Storage Containers - Leak Proof, Meal Prep Containers",0.672,13.97,False
179,OTHER,5,UNLIKELY_OTHER,0.0761904761904762,50.0,False,4008455546322,705736912404,4008455546322,705736912404,True,True,4008455546322,705736912404,,,,,,,52.275,52.275,471.796028880866,B0DN6BWS36,DR BECKMANN COFFEE MACH TABS 6S PK6,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",12.636,99.99,False
180,OTHER,7,UNLIKELY_OTHER,0.099644128113879,50.0,False,5055490625818,717710483480,5055490625818,717710483480,True,True,5055490625818,717710483480,16.0,,16 pieces,,,,69.88,69.88,471.207012811867,B0FGHZB8FM,ONYA DINNER SET 16 PIECES 4 MUGS 4 BOWLS 4 DINNER PLATES 4 SIDE PLATES SEIZE THE DAY POPPY,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",17.136,129.0,False
181,OTHER,23,UNLIKELY_OTHER,0.30985915492957744,50.0,False,8720573115544,,8720573115544,,True,False,8720573115544,-,,3.0,,set of 3,,,14.3391666666666,14.3391666666666,467.073832790445,B0BVVZQXZ7,GARDEN PLANTER ZINC CLR ASSORTED,Set of 3 Vintage Long Oval Galvanized Metal Garden Trough Planters Windowsill Box Herb Pots Outdoor Plant Pots,3.024,27.98,False
182,OTHER,9,UNLIKELY_OTHER,0.125,300.0,False,5055441432205,,5055441432205,,True,False,5055441432205,-,,2.0,,2 pack,,,9.10499999999999,9.10499999999999,466.923076923076,B0D9RPT9HK,DEKTON MULTI-SURF SAND SHT 10PC 100GRIT,"Hand Warmers Rechargeable 2 Pack, Electric Handwarmers Portable Pocket Heater, Reusable Hand Warmer 2 in 1, 3 Levels Heat, Up to 24 hrs, Double-Sided Heating USB Warmers for Winter Gift",1.68,18.99,False
183,OTHER,14,UNLIKELY_OTHER,0.2009132420091324,200.0,False,883314568677,,883314568677,,True,False,883314568677,-,,,,,,,7.50166666666666,7.50166666666666,465.942028985507,B0F8ZHMJBY,LUMINARC HARENA DESERT PLATE 19CM BLACK,"Fox Night Light for Kids, Cute Silicone Lamp with Rechargeable Dimmable 20 Mins Timer, Kids Bedside Decoration Light, Birthday Holiday Christmas Gifts Idea for Baby Girl Boy Friend",1.272,17.99,False
184,OTHER,10,UNLIKELY_OTHER,0.14035087719298245,500.0,False,5056295709666,,5056295709666,,True,False,5056295709666,-,,,,,,,10.4583333333333,10.4583333333333,464.814814814814,B0CJ2B3GDQ,CASA & CASA OCEANIC MICROFIBRE DUSTER,KDD Headset Stand with 9 Light Modes - Gaming Controller Holder for Desk - Rotatable Headphone Stand & Detachable Controller Hook for Gamer Gaming PC Xbox ONE PS5 Earphone Accessoriesï¼ˆBlack,2.04,22.99,False
185,OTHER,30,UNLIKELY_OTHER,0.23076923076923078,50.0,False,8681873025066,,8681873025066,,True,False,8681873025066,-,20.0,25.0,20pcs,25 pack,1.25,5.63866666666666,5.85166666666666,5.85166666666666,464.417989417989,B0FPG5XMWV,THL BOWL PLASTIC REUSABLE 12OZ 20PCS,"Goodluck 25 Pack Gold Glitter Plastic Bowls,340ml/12oz Reusable Soup Bowls, Heavy Duty Dessert Bowls for Weddings, Parties, Dinners, Catering, Thanksgiving and Everyday Use",0.852,14.99,False
186,OTHER,26,UNLIKELY_OTHER,0.25663716814159293,100.0,False,5060357992767,5060357992422,5060357992767,5060357992422,True,True,5060357992767,5060357992422,,,,,,,5.645,5.645,462.704918032787,B0DKD8V7F6,SUPERIOR ROUND 10 CONTAINER & LID 4 OZ,Superior 32oz Food Containers With Lids â€“ 20-Pack Durable Crack-Resistant Clear Round Deli Containers With Lids -Microwave Safe Leak-Proof Meal Prep Containers - Perfect for Food Storage,0.804,14.97,False
187,OTHER,14,UNLIKELY_OTHER,0.2033898305084746,700.0,False,5026180081726,717931463803,5026180081726,717931463803,True,True,5026180081726,717931463803,,,,,,,11.1949999999999,11.1949999999999,462.603305785123,B0FSXQP8SR,ECO WASH UP BRUSH VEGETABLE,"Cordless Handheld Car Vacuum & Air Blower â€“ Mini Powerful 12000Pa Suction, Portable Small Hoover, HEPA, Accessories for Interior, PC, Home & Kitchen",2.244,24.99,False
188,LOW_PRIORITY,35,POSSIBLE_LOW_PRIORITY,0.29743589743589743,300.0,False,5012145000710,,5012145000710,,True,False,5012145000710,-,,,,,,,6.72375,6.72375,457.397959183673,B0BTZDR9GD,CAROLINE 5 PLASTIC TUBS W/LIDS 650ML,"Caterserve 25 Takeaway Plastic Containers With lids 650ml - Microwave and Dishwasher safe - Ideal for Food storage and Meal Prep - BPA free,recyclable,reusable",1.104,14.97,False
189,OTHER,19,UNLIKELY_OTHER,0.2709677419354839,200.0,False,5055441429595,609613846212,5055441429595,609613846212,True,True,5055441429595,609613846212,,,,,,,16.5716666666666,16.5716666666666,456.519742883379,B00YA95TZI,DEKTON PLIERS LONG NOSE 8 INCH,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,3.696,32.99,False
190,LOW_PRIORITY,42,POSSIBLE_LOW_PRIORITY,0.4421052631578947,300.0,False,5050796010528,,5050796010528,,True,False,5050796010528,-,,,,,,,11.6216666666666,11.6216666666666,452.204928664072,B0006UF6BC,BRIGHT & HOMELY BYPASS LOPPER,Spear & Jackson 8090RS Razorsharp Telescopic Ratchet Bypass Lopper,2.424,27.95,False
191,OTHER,13,UNLIKELY_OTHER,0.1827956989247312,100.0,False,5030481680090,,5030481680090,,True,False,5030481680090,-,,90.0,,3 pack; 90 filters,,,8.02499999999999,8.02499999999999,445.833333333333,B0895YT4LS,GLEAMAX COTTON MOP AND HANDLE,"Artraise Type 90 Filters for Vax Mach Air Lift Stretch Pet Max Hoover Vacuum Cleaner, 3 Pack Premium Pre & Post Motor HEPA Filter Set Replacement Kit for Vax",1.5,18.99,False
192,OTHER,12,UNLIKELY_OTHER,0.17061611374407584,50.0,False,6923456821330,5010792958026,6923456821330,5010792958026,True,True,6923456821330,5010792958026,10.0,4.0,10x8cm,set of 4,0.4,6.79313333333333,6.18833333333333,6.18833333333333,445.203836930455,B0CMDTPCKW,ADORN MUG 10X8CM ASSORTED,"Lesser & Pavey Stacking Mugs Set of 4 | Ceramic Coffee Mugs Set for Home or Work | Premium Design Mugs Set for All Occasions | Lovely Mugs for Tea, Coffee & Hot Drinks - Vincent Van Gogh",1.008,15.49,False
193,OTHER,12,UNLIKELY_OTHER,0.17341040462427745,400.0,False,5053844276211,5037331032078,5053844276211,5037331032078,True,True,5053844276211,5037331032078,,,,,,,17.1366666666666,17.1366666666666,445.108225108225,B09P58TDMW,PREMIER LANTERN FIRE EFFECT LIGHT,"Safety First Aid Group Workplace First Aid Kit (Small 1-10 Persons) Economy HSE-Compliant with Inspection Tags, Wall Bracket, Extra Plasters",3.96,32.0,False
194,OTHER,4,UNLIKELY_OTHER,0.04460966542750929,400.0,False,5050796012768,714983185394,5050796012768,714983185394,True,True,5050796012768,714983185394,2.0,35.0,2 pieces,35x26cm,17.5,-7.09766666666667,5.17833333333333,5.17833333333333,442.592592592592,B0723GGWNK,BRIGHT & HOMELY FOIL PLATTER 14 INCH 355MM X 245MM X 21MM 2 PIECES,"MATANA 20 Large Aluminium Foil Platters, 14"" (35x26cm) â€“ Disposable & Reusable Serving Trays with Raised Edges & Extra Depth â€“ Oven & Freezer Safe Buffet Platters for Party Food, Christmas & Catering",0.744,13.99,False
195,LOW_PRIORITY,40,POSSIBLE_LOW_PRIORITY,0.3163841807909605,50.0,False,8711252113395,,8711252113395,,True,False,8711252113395,-,,,,,,,8.62666666666666,8.62666666666666,442.393162393162,B00606D4U6,ALPINA SALT SHAKER & PEPPER MILL,"Cole & Mason H33506P Cube Clear Salt Shaker and Pepper Mill Combi, Precision+, Acrylic, 145 mm, Duo Mill, Includes 1 x Salt Shaker/Pepper Grinder",1.68,20.0,False
196,OTHER,10,UNLIKELY_OTHER,0.14507772020725387,500.0,False,5030481680236,,5030481680236,,True,False,5030481680236,-,10.0,,10 pack,,,,8.34166666666666,8.34166666666666,441.358024691358,B09BJL2Z46,GLEAMAX GALVANIZED SCOURER 40G 10 PACK,"OIVO 4 x 4880mWh Xbox Controller Battery Pack for XBX One/X-box Series X|S, Rechargeable Batteries Xbox Controller, XBX Series Battery with Charger Station",1.608,19.55,False
197,OTHER,22,UNLIKELY_OTHER,0.19428571428571428,800.0,False,5017403096191,714953981896,5017403096191,714953981896,True,True,5017403096191,714953981896,,,,,,,5.37666666666666,5.37666666666666,440.710382513661,B01H4OL8QE,BIKE SADDLE COVER CUSHIONED,"Zacro Bike Seat Cushion Cover - Gel Padded Bike Seat Cover for Men Women, Extra Soft Exercise Bicycle Seat Compatible with Peloton, Outdoor & Indoor",0.804,12.74,False
198,NEEDS_VERIFICATION,60,NEEDS_VERIFICATION,0.5,100.0,False,5059482059971,,5059482059971,,True,False,5059482059971,-,,17.0,,17 pcs,,,5.155,5.155,440.59829059829,B009RM6PGU,DRAPER HSS DRILL BIT 1.5 MM,"Draper 18551 Combined HSS and Masonry Drill Bit Set, Blue, 17 Pcs",0.744,12.93,False
199,OTHER,25,UNLIKELY_OTHER,0.23809523809523808,50.0,False,8681873025042,,8681873025042,,True,False,8681873025042,-,,,,,,,5.53125,5.53125,438.988095238095,B09HZY6KT2,THL PLASTIC 30 PLATE 7 INCH,"Frcctre 24-Pack Plastic Plates, 7-Inch Colorful Dinner Plates, BPA-Free Reusable, Perfect for BBQ, Travel, Events - Dishwasher Safe, 8 Colors",0.852,12.99,False
200,OTHER,14,UNLIKELY_OTHER,0.1935483870967742,200.0,False,5015302170981,,5015302170981,,True,False,5015302170981,-,,,,,,,8.81875,8.81875,438.743781094527,B0CFYPK9L9,CHRISTMAS GIFT BAG P3 SILVER HOUSES,"1200W Ceramic Plug in Fan Heater, Portable Electric Heaters with 2 Heat Modes, Anti-Dumping, Anti-Overheating, Safe and Environmentally Friendly,for Bedroom,Living Room,Office (Blue)",1.752,18.69,False
201,OTHER,12,UNLIKELY_OTHER,0.15384615384615385,200.0,False,8720573606561,,8720573606561,,True,False,8720573606561,-,,,,,,,7.82458333333333,7.82458333333333,434.699074074074,B0BXBBZVGB,HUMIDIFIER ASSORTED 205MM,"Aerobe Humidifier for Bedroom with 12 Extra Filters, 500ML Cool Mist Humidifiers for Home and Plants, Humidifiers for Baby with 12~16 Working Hours, Waterless Auto-Off Mini Humidifier",1.5,16.99,False
202,OTHER,12,UNLIKELY_OTHER,0.15228426395939088,800.0,False,5010559086955,814744020022,5010559086955,814744020022,True,True,5010559086955,814744020022,,,,,,,8.98833333333333,8.98833333333333,434.219001610305,B01L8Q3J5M,DRAPER RETRACTABLE KNIFE SET,"SHARPAL 103N All-in-1 Knife and Garden Tool Blade Sharpener, Sharpening and Honing Shears, Secateurs, Lawn Mower Blade, Axe, Pruner, Scissors, Outdoor and Kitchen Knives",1.824,19.99,False
203,LOW_PRIORITY,35,POSSIBLE_LOW_PRIORITY,0.28699551569506726,100.0,False,,,,,False,False,-,-,,,,,,,11.8529166666666,11.8529166666666,434.172771672771,B09XR4583G,ROLSON DOUBLE OPEN END SPANNER 5PC SET,"DURATECH Double Open End Spanner Set, Super-Thin Open Ended Wrench Flat Spanner Set for Narrow Space, Carbon Steel, Mirror-Chrome Plated, 8-Piece, Metric, 5.5 mm-27 mm, with Carry Pouch",2.616,23.99,False
204,OTHER,9,UNLIKELY_OTHER,0.13023255813953488,50.0,False,5038135556906,,5038135556906,,True,False,5038135556906,-,,150.0,,150x122cm,,,18.1845833333333,18.1845833333333,433.999602227525,B0FR64NK66,BAKER & SALT 6 YORKHIRE PUDDING TRAY,"Morphy Richards EverCosy Premium Fleece Heated Electric Under Blanket, Teddy, Double, 150x122cm, 9 Settings, Adjustble Timer, 3p/hour Cost, Machine Washable, Auto Shut Off, 600021",4.368,34.99,False
205,OTHER,16,UNLIKELY_OTHER,0.20809248554913296,100.0,False,5038673120249,5060444450668,5038673120249,5060444450668,True,True,5038673120249,5060444450668,,16.0,,16pcs,,,12.4216666666666,12.4216666666666,431.30787037037,B012BQL0FO,PRIMA CUTLERY SET 16PC,"Exzact Cutlery Set Forged Stainless Steel 16pcs - 4 x Forks, 4 x Table Knives, 4 x Table Spoons, 4 x Teaspoons Flatware/Silverware/Home - Service for 4",2.796,26.99,False
206,OTHER,19,UNLIKELY_OTHER,0.16216216216216217,100.0,False,5012128487224,,5012128487224,,True,False,5012128487224,-,,6.0,,6 pack,,,4.91291666666666,4.91291666666666,419.907407407407,B07DJ5MQ5J,HOME COLLECTION WHITE FRAME 4X6,"Icona Bay - 6x4 Picture Frames - White, 6 Pack - Sturdy Engineered Wood Photo Frames 6 x 4 - Sleek Design, Table Top or Wall Mount - Exclusives Collection",0.744,11.99,False
