asin,supplier_ean,supplier_title,amazon_title,source,section
B0F28RTFV4,615867839078,PLASTIC CLEAR ROUND 6 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B09NW5T692,5019923196221,SECURPLUMB PS ELBOW 15MM,Pipestation 15mm Compression Elbow Connectors (Pack of 2) / Durable Compression Joint Plumbing Fittings for Copper Plumbing Pipe Connectors / 15mm Chrome Compressions Plumbers Pipe Fitting,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0B4NXLYDS,5055257868564,DOG LEAD AND COLLAR SET SML/MED,"2 Pack Dog Set, Adjustable Nylon Collar & Lead, Quick Release, Small & Medium Dog Size, Paw Print Pattern",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B09P1G3YJ5,5010303179971,FAIRY DUAL SPONGE SCOURER WITH CRYSTALS PK2,"Addis Fairy Originals Non Scratch General Dual Sponge Scourer with Crystals, Pack of 6, Green One Size",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B075V6BMYJ,5026180023061,APOLLO SS FOOD RINGS SET2,Andrew James Cooking Rings / Set of 4 Stainless Steel Chef Rings for Moulding & Presentation / Includes Food Press & Lifter / Freezer Oven & Dishwasher Safe (4cm x 6cm),PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0FL2L4F9B,5056022197032,GIFT BOX MEDIUM GOLD FOIL,"3 Pack Xmas Gift Boxes with Lids-Luxury Small, Medium & Large Red Gift Boxes with Gold Foil & Red Satin Bow, Premium Rigid Cardboard Present Box for Christmas Holiday Birthday Wedding New Year Gifts",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0F998CVDZ,5037241262947,SHOPPING BAG IN POUCH PATTERN,"Pack of 6 Reusable Foldable Shopping Bags with Pouch, Lightweight Waterproof Portable Foldaway Grocery Totes for Daily Shopping, Travel, Picnic and Eco Friendly Use",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B09P1G3YJ5,5010303194523,FAIRY MAX POWER TEARDROP SCOURER,"Addis Fairy Originals Non Scratch General Dual Sponge Scourer with Crystals, Pack of 6, Green One Size",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0DDBYJ28D,5056557803088,VACUUM BAGS 60 X 80CM,"6 Pack Large(60 * 80cm) Vacuum Storage Bags,Vacuum Compression Zipper Storage Bags with Airtight Valve and Hand Pump,Save 80% More Storage Space Work",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0CDX3Y6KY,5038673686189,MARKSMAN STAINLESS STEEL HOOKS 3PCE,"15-Pack S Hooks for Hanging, Stainless Steel S Shape Metal Hooks, Multipopused S Hanging Hooks for Kitchen, Bathroom, Shop, 10 cm",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0G1ZP8C2T,8694064044326,HOBBY NICKEL STORAGE BOX WITH LID 12LTR,"4 x 12 Litre Storage Boxes With Lids Set of 4, Clear Multipurpose Nestable Stackable Plastic Storage Box With Lid Clear Containers For Home, Kitchen, Garage, Office, Accessories",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B09Y8V94V3,5013478557827,KINGFISHER FOIL 9 DISH & LID KCF1,"BYKITCHEN Tin Foil Dishes, 9 Inch 20 Pack Sturdy Aluminium Flan Cases with Lids, Disposable Foil Pie Plates, Round Aluminium Trays for Baking Cake and Cooking",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B091KSP9VT,5055441460628,DEKTON GECKOSLIDE ASSORTED FURNITURE SLIDERS,"VABNEER Furniture Sliders for Hardwood Floors and Carpets, 16-Pack PTFE Teflon Gliders, Self-Adhesive Round Furniture Moving Pads for Chairs, Tables, Couches & Heavy Appliances (19mm)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0FF6TBFM8,5055257886889,JAUNTY TUMBLERS HALF PINT,"Pack of 50 Clear Plastic Half Pint Glasses â€“ 330ml Disposable Drinking Cups â€“ Recyclable Plastic Tumblers for Parties, Events, BBQs, Catering, Weddings, Outdoor & Everyday Use",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B075XSLLBJ,5056175988594,Plastic Food Containers 650ml 5pk,"Zuvo Plastic Food Containers 650 ml - Pack of 50 Reusable Food Containers - Perfect Clear Plastic Food Storage Containers - Microwave and Freezer Safe, Recyclable",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
6040194316,5038135251009,WHAM CRYSTAL 32LTR SMOKE BOX & LID,"Wham Crystal 5 x 32L Stackable Plastic Storage Boxes with Lids / Ideal for Home, Office, Toys & More / Medium Boxes / Made in UK - Clear",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B097CMV2JP,5056239413079,RYSONS KITCHEN SPLATTER COVER LID,"Splatter Screen for Frying Pan 33cm â€“ Oil Splash Guard Lid with Handle for Pots & Pans â€“ Kitchen Cooking Cover, Dishwasher Safe, Durable Metal Mesh (33x33 With Handle)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B08HZ9GZ6K,5053249265216,PAN AROMA COLOUR TEALIGHTS PURE COTTON PACK OF 12,"100% Pure Organic Beeswax tealights, set of 15 Handmade in Britain, BEE Zero Waste, eco-friendly tealight, pure beeswax organic cotton wick tea candles (With Metal cups)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0CKRWZHRN,5061024360230,SILVER METALLIC MAILERS PK3 120X215MM SIZE B,"Bubble Mailer 100 Pack, Metallic Foil Bubble Mailers, Waterproof Self Seal Adhesive Shipping Bags, Cushioning Padded Envelopes for Shipping, Mailing, Packaging, Bulk (Silver,120x165mm)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0CKLXPPMX,5061024360179,SILVER METALLIC MAILERS PK3 180X265MM SIZE D,"Bubble Mailers 100 Pack, Metallic Foil Bubble Mailer Waterproof Self Seal Shipping Gold Silver Black or Pink, Padded Envelopes for Mailing Packaging (Silver, 140x175mm)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0CKLXPPMX,5061024360247,SILVER METALLIC MAILERS PK3 230X340MM SIZE F,"Bubble Mailers 100 Pack, Metallic Foil Bubble Mailer Waterproof Self Seal Shipping Gold Silver Black or Pink, Padded Envelopes for Mailing Packaging (Silver, 140x175mm)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0CRM6PJGQ,5024418520788,STORAGE BASKET 25X15X12CM,"Woodluv Storage Baskets, Storage baskets for shelves Woven, Wicker Storage Boxes Medium, Storage Organiser Basket 38 x 25 x 15 (H) cm",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B09KCLYC1D,5053249251813,PAN AROMA CANDLE 85G LIME GINGER,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0FXSBK6MT,5061031651604,FLORAL FABRIC REFRESHER 500ML MAGNOLIA,"2 x 10 Litres AdBlue with Pour Spout / Premium Diesel Exhaust Fluid (DEF) / Reduces Emissions, Improves Engine Efficiency & Protects SCR Systems / ISO 22241 Certified (2 x 10 Litres)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0DGWW3XXC,5053249281803,CAR PRIDE CAR VENT AIR FRESHENER LAVENDER 4ML PACK OF 2,"SCENTORINI Car Air Freshener, 2 Fragrance, Linen & Lavender, Vent Clip, New Car Scent for Men & Women, Car Freshener Long Lasting 6 Pack, Total 24ml",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0DPXJL1B9,5050796010023,BRIGHT & HOMELY TEALIGHT CANDLES 30 PACK 5 HOUR BURN TIME,"Unscented Tea Lights,8 Hour Burn Time (3.8cm D x 1.8cm H),Smoke-Free,Clean Bright Flame â€“ Long-Lasting Wax Tealight Candles, Ideal for Weddings,Home DÃ©cor,Aromatherapy (Pack of 100)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0CGKRQGM4,5010326063745,ROYAL MARKET PLASTIC PINT 50 GLASSES,CHEF ROYALE 50 Disposable Clear Plastic Glasses - Recyclable - CE Marked - Full Pint (660ml) for Large Events and Parties (Pack of 50),PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0FKTS1SHN,8414926397021,PLASTIC FORTE UNDER BED WHEELED STORAGE BOX 31LTR,"Muddy Hands Pack of 2-47 Litre Under Bed Plastic Storage Boxes with Lids â€“ Clear Wheeled Storage Containers for Bedroom, Home & Office â€“ Stackable & Space Saving",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B08KWGQGK6,3426470261524,PYREX CLASSIC CASSEROLE 1.3LTR,Pyrex Essentials Glass Round Casserole Dish with Lid 1.0L Transparent (Pack of 2),PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B00VHWXWOG,5014353092389,KILROCK PLUGHOLE FRESHENER CITRUS FRESH 500ML(SOLD EACH),"Kilrock Plughole Unblocker Bathroom 500ml 2 Pack - Fast-Acting Drain Unblocker for Showers, Baths & Sinks â€“ Removes Hair, Sludge & Soap Scum â€“ Clears Blockages & Restores Fast Flow",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B071VNQFKV,8721037008327,PORCELAIN FLOWERPOT ASSORTED,Nicola Spring Patterned Plant Pots - Assorted - 3 Pack - 14cm Porcelain Indoor Ceramic Planter with Drainage Holes Outdoor Garden Flower Pots for House & Garden Flowers,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B07R99H8KK,5016064115777,PLAYWRITE CHRISTMAS CYO MASKS,Playwrite Pack of 12 Christmas design cardboard masks,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0DXVG711N,8721037005890,GLASS TEALIGHT HOLDER 3 ASSORTED HC6703070,"Tea Light Candle Holders, 12 pack Glass Tealight Holders (Ã˜5.3 X H3.5cm) Clear Tea Light Holder for Wedding Candle, Party, Home Table Decoration",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B001G452AW,8901810001268,HEM INCENSE STICKS FRANKINCENSE,HEM Frankincense Incense Sticks / Pack of 6 Hexagonal Tubes / Hand Crafted in India / Mesmerizing Fragrance / 301g,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0FG8J89T4,5050837674641,STRETCHERZ MINIS STRETCH SQUAD,"Stretcherz Mini Stretch Squad 20 Pack Fidget Toys Set / Stress Relief, Anxiety Relief & Calming Squishy Fidget Toy / Sensory Toy Playset / Party Bag Fillers For Birthday, Parties, Schools / 3+",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B09VKYD5XJ,5055141664012,APAC ORGANZA BAG WHITE 9X12CM PK10,Pack of 100 White Organza Bags 9 x 12 cm Organza Bags Gift Jewellery Wedding Candy Bags for Festival Party and Wedding Satin Drawstring,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0B5TP5BRN,5038135251504,WHAM CRYSTAL 60LTR SMOKE BOX & LID,"Wham Crystal 5 x 60L Stackable Plastic Storage Boxes with Lids / Ideal for Home, Office, Toys & More / Large Boxes / Made in UK - Clear",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B0F4RS323K,5060899566334,FRAMED ART - MANCHESTER UNITED KITS 40CM X 40CM,"A4 Framed Manchester United FC Legends, Repro Signed Wall Art Print, Premier League, Football, Gift Idea (framed 31 x 23 x 1 cms)",PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115)
B09JLTP2ZY,5060345207798,GEL TOE PROTECTORS,"16 Pcs Gel Toe Protectors, Silicone Toe Cover Protector for Men & Women Running, Walking, Prevent Blister, Corn, Calluses, Sore Toes, Hammer Toes Prevent Friction Injury",PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37)
B0D59HCW1X,5060082940637,HAPPY BIRTHDAY BANNER,"Happy Birthday Banner and Decoration - Blue Balloons, Ribbons and Banners for Party Supplies",PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37)
B0BMW4T2T7,5012866019213,FARM TRACTOR AND TRAILER SET,Farm Tractor and Trailer Set 3 Pieces Durable Plastic Farm Vehicle Toy Playset Tractor-Trailer Themed Fun,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37)
B005HNXFJS,9414202213556,SISTEMA TO GO BREAKFAST BOX,"Sistema Klip It Colour Accents Breakfast To Go Container, Assorted Colours, One Only Supplied",PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37)
B00X67O3NY,8714789436098,COLGATE TOOTHPASTE FRESH GEL 100ML PK12,Colgate Fresh Gel Fluoride Toothpaste 100 Milliliter - Pack of 12 Tubes,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37)
B007MO0FIO,5010853173566,KILNER PRESERVE JAR 0.25LTR SCREW LID,Kilner Preserve Jar 0.25L (250ml) Round Glass Screw Top Lid Preservation Storage Jar for Jams Jellies Chutneys,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37)
