RowID,SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,NetProfit,Adjusted_Profit,ROI,sales,title_match,is_exact_ean_strict,Brand_Match,RSU,Pack_Verdict,Category,SubCategory,Filter_Reason
573,FIRST STEPS MULTITEXTURE TEETHER,"Vicloon Teething Toys for Baby, 7PCS Baby Silicone Teething Toy Training Babys Toothbrush teether chew Toy for Self-Soothing Organic Babys Teethers Massage Set, Newborn Infant, Babies Shower Gift",5015302106843,6972815752327,B095Y1ZQK2,3.715,3.715,0.026726618705035902,500,0.15859030837004406,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
574,EVERYDAY 16 STICK ON,Self Adhesive Lash Clusters No Glue Eyelash Clusters Wispy Pre Glued Lash Extensions Natural Cluster Eyelash Extensions Press on Individual Lashes 120pcs 8mm-16mm by zenotti,5055319515573,nan,B0FQHPQX5R,3.71499999999999,3.71499999999999,0.026726618705035902,200,0.15544041450777202,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
575,APOLLO ROLLING PIN EACH,"Tuuli Kitchen Professional Wooden Rolling Pin with Revolving Centre 44 x 5,5 cm",5026180048163,3830058240748,B07H4M4BRY,5.10666666666666,5.10666666666666,0.026597222222222203,600,0.35294117647058826,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
576,SECURPLUMB COMPRESSION ELBOW 10X10MM,Radiator Valve Reducer Elbow Compression 15mm x 10mm Push Fit Black x2 (Pair),5019923196337,nan,B0CM3WKZ97,4.39458333333333,4.39458333333333,0.026473393574297104,50,0.4247787610619469,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
577,BEWARE OF THE DOG SIGN,"AB Tools ""Beware of Dog"" Cast Iron Sign Plaque Door Wall House Fence Gate Post Garden",5060226061006,nan,B0767LJ4J8,3.38625,3.38625,0.026455078125,50,0.3364485981308411,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
578,BETTINA SPONGE 3PC WIPES,"60x Omnitex Extra Thick Premium Bed Bath Wipes - Microwaveable | Extra Large, Rinse Free Body Cleansing for Elderly | With Aloe Vera & Vitamins | Cleanse & Protect | Paraben & Alcohol Free | 5x 12pk",5052578013413,5060645211464,B09ZYPJKHB,3.66833333333333,-55.80366666666667,0.026390887290167805,100,0.08108108108108109,False,,60.0,BUNDLE (60x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
579,BARTOLINE BITUMEN PAINT 1 LTR,"Ideas Ice Dragon Building Setï¼ŒCompatible with Mainstream brands Adults Collectible MOC Dragon Model STEM Toy for GOT Fans Home Decor,Creative Gift for Kids Boys & Girls 8-16 (1019 PCS)",5010789487584,nan,B0FRZGPCG5,20.33125,20.33125,0.0263699740596627,300,0.14883720930232558,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
580,EVERREADY T8 4FT 36W TUBE LIGHT,Eveready T8 Tube 4ft 36w White 3500k,5050028016069,5050028016069,B005XKFN0O,8.00124999999999,8.00124999999999,0.026319901315789398,50,0.6865671641791045,True,,1.0,1:1 Match,VERIFIED,RECOMMENDED,-
581,BROOKSTONE AIR FRESH TINS,"Sopito Aluminum Tin Cans, 24pcs 60ml/2oz Metal Round Tins Small Tin Screw Lid Containers Empty Travel Jars for Candles, Salve, Cosmetics",5055305846919,nan,B08YK6Z6QC,5.27166666666666,5.27166666666666,0.026227197346600298,100,0.09937888198757763,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
582,WORLD OF PETS TOY TEETH BALL,"Pets Dog Treat Toys - Ball with Rubber Food & Dog Tooth Cleaning Features, Pack of 2",5052516109444,nan,B07HJ3S675,3.19833333333333,2.3943333333333303,0.0262158469945355,800,0.25,False,,2.0,BUNDLE (2x) - OK,EXCLUDED,WEAK,Weak evidence
583,SIL INCENSE HEX STICKS PK4 FLOWER,"Natural Incense Sticks Multipack Variants - 5 (90 gms) Charcoal Free Incense Stick, Made from Upcycled Flowers | Sacred InsensÃ© Sticks from all Cultures (Scented Sticks)",5024418982128,nan,B0CN2XTXX1,4.89291666666666,4.89291666666666,0.026165329768270903,900,0.20689655172413793,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
584,WICKED STATIONERY BACKPACK,"WICKED Backpack, Glinda And Elphaba Girls Backpack, Girls School Bag, Kids School Bag",5015934923276,5056814619636,B0FKH5GWYL,7.71833333333333,7.71833333333333,0.026075450450450396,400,0.2702702702702703,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
585,DIWALI DESSERT PLATE 19CM,"Music Theory Key Concepts Wheel, Guitar, Piano, Accelerated Learning Tool, Understand Chords, Scales, Keys - FAST! No Music Reading Needed. New for 2025.",883314712179,733968644107,B0DTBVMRSS,4.82166666666666,4.82166666666666,0.0259229390681003,50,0.1348314606741573,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
586,PPS PLASTIC CUTLERY WHITE 100 KNIVES,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",5030481950049,nan,B0DPNM9J3L,3.15166666666666,-116.64433333333335,0.0258333333333333,50,0.29850746268656714,False,,150.0,BUNDLE (150x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
587,THL SILICONE BASED ICE CUBE TRAY WITH LID,"Silicone Ice Cube Tray with Lid - 2 Pack 6 Square Large Ice Cube Tray, BPA Free, Easy Release, Stackable Ice Cube Moulds for Whiskey, Cocktails, Baby Food, Juice, Ice Cream",8697404112716,nan,B0FNW6MKR3,4.38291666666666,3.0029166666666605,0.025781862745098,300,0.29107981220657275,False,,2.0,BUNDLE (2x) - OK,EXCLUDED,WEAK,Weak evidence
588,TTZ TOOSY SPICE JAR 210 ML,SenZee Plastic Jars with Lids 210ml 12 Pcs Clear Plastic Storage Jar with Screw Top Lid Small Spice Cake Jars Pots for Kitchen Cosmetics Containers,8680858302468,635393640900,B0F216YF58,3.13999999999999,3.13999999999999,0.0257377049180327,100,0.21965317919075145,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
589,MASON ALUMINIUM CARABINERS 8CM ASSORTED PACK OF 2,"BEEWAY Locking Carabiner, Premium Aluminum Alloy D-Ring Carabiners Key Chain Clip Hook for Camping, Hiking, Traveling, Fishing, Backpack",5060298502766,6041975268655,B06WPBK573,3.575,3.575,0.0257194244604316,600,0.3567567567567568,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
590,BALLOONS JUMBO ASSORTED 25,36 inch Giant Balloons 9 PCS Assorted Colour Big Balloon Jumbo Latex Balloon Decorations for Wedding Birthday Party Baby Shower Carnival,5030481800160,nan,B0CHJ4WZDS,2.84791666666666,2.84791666666666,0.025656906906906897,100,0.2345679012345679,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
591,MASON CASH OVAL BAKING DISH size 2,"SEYMAC stock Case for iPad 9th/8th/7th Generation (10.2 Inch) 2021/2020/2019, Heavy Duty Shockproof with Screen Protector, 360Â° Rotating Stand/Hand Strap, Pencil Holder & Shoulder Strap, Black",5012133012022,nan,B082G91T8Q,8.36166666666666,8.36166666666666,0.025649284253578705,50,0.21145374449339208,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
592,ROLSON DIAGONAL CUTTING PLIER VDE INSULATED 180MM,"KNIPEX 70 06 180 Diagonal Cutter chrome plated insulated with multi-component grips, VDE-tested 180 mm Multicoloured",5029594210737,4003773033813,B0001P0CC0,16.1983333333333,16.1983333333333,0.0256302742616033,50,0.43636363636363634,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
593,ADORN GLASS JAR 250ML,"Glass Mason Jars with Lids - Set of 6 250ml Air Tight Jars for Overnight Oats, Homemade Jam - Sturdy Glass Jar with Lid for Honey, Pickling, Preserving, Food Storage (250ml)",6923456812376,5060914442926,B0CRZ2RBL4,2.99833333333333,-0.7216666666666698,0.0256267806267806,300,0.1958762886597938,False,,6.0,BUNDLE (6x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
594,HEM INCENSE STICKS LEMON,"HEM Incense Sticks - 18 unique and premium flavours - Such as but not limited to Sandalwood, Lavender, White Sage, Patchouli, Coconut Mango, Good Health, Lemon Grass with SAMASIA incense holder",8901810001893,nan,B098BLNN9L,6.40625,6.40625,0.0255229083665338,50,0.22119815668202766,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
595,ZODIAC GEL EYE MASK AND FACE ROLLER SET,Medi Grade Cooling Face Mask set with Cooling Eye Mask for Puffy Eyes and Insulated Thermo-bag - Soothing Gel Ice Face Mask and Eye Ice Mask for Dark Circles and Puffiness - Cold Face Relaxation,5056283871153,5060551221939,B086JDVKBJ,7.83,7.83,0.0255048859934853,800,0.24034334763948498,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
596,EVERBUILD M.P DBL TAPE DISP 5MTR,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5029347610623,5016743105204,B0D7T8LTNV,3.795,3.795,0.0253,300,0.18834080717488788,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
597,Dog Figure '8' Knot Ball Rope Toy(12/48),Dog Pet Puppy Chew Toys for Teething Boredom Dogs Rope Ball Knot Training Teeth Dogs Treats Toys for Small Middle Dog (Giraffe),5060226032587,729792886936,B0725XC6BS,3.23666666666666,3.23666666666666,0.0252864583333333,800,0.2994011976047904,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
598,MAXIFRESH GLASS AIRTIGHT FOOD STORAGE CONTAINER ROUND 635ML,"Innoteck 4-Piece Round Glass Food Storage Container Set with Snap-Lock Airtight Lids â€“ Watertight, Heat & Cold Resistant, Microwave, Oven, Freezer & Dishwasher Safe",742288760312,5060880793978,B0CPYNMT81,5.78333333333333,5.78333333333333,0.025254730713246,50,0.3288888888888889,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
599,SMART CHOICE CERAMIC PET BOWL,"CEEFU Extra Wide Elevated Cat Bowls - Ceramic Cat Food Bowl 6.2"" Raised Cat Food Bowls Elevated Shallow Cat Food Dish, Whisker Fatigue, Lead & Cadmium Free, 5"" Good Height for Cat Feeding, Sage Green",5052516113564,nan,B0BNXKRV65,5.90499999999999,5.90499999999999,0.0252350427350427,50,0.16666666666666666,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
600,CONCORD GLASS MUG 6PCE,"SEYMAC stock Case for iPad 9th/8th/7th Generation (10.2 Inch) 2021/2020/2019, Heavy Duty Shockproof with Screen Protector, 360Â° Rotating Stand/Hand Strap, Pencil Holder & Shoulder Strap, Camo+Purple",742288771509,nan,B0CB18M2CM,8.23999999999999,8.23999999999999,0.0251987767584097,100,0.13574660633484162,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
601,MIRROR BALL BAUBLE 6CM RED,"12pcs Colorful Christmas Baubles Setï¼ŒXmas Baubles 6cm/2.4 in Shiny Disco Ball Set for Christmas Treeï¼ŒHoliday Party Home Store Decorationsï¼ˆSilvery,Red,Pink,Green,Goldenï¼‰",nan,748743253900,B0FJY6WN8R,2.645,-3.9549999999999996,0.025190476190476204,500,0.18811881188118812,False,,12.0,BUNDLE (12x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
602,PPS SERVING 5 SECTION TRAY,"Serving Dishes & Platters Compartment Trays with 5 Sections, 4 Pack Serving Platters for Parties, Reusable Plastic Snack Tray Serving Trays for Snacks Fruit Candies Dessert Nibbles Nuts",5030481984402,717020272422,B0DDCH6R7L,2.94666666666666,0.7146666666666599,0.0251851851851852,100,0.20853080568720378,False,,4.0,BUNDLE (4x) - OK,EXCLUDED,WEAK,Weak evidence
603,APOLLO BAT CHOPPING BOARD,"OTOTO Cutting Board - Wooden & Plastic Cutting Boards for Kitchen, Fun & Spooky Kitchen Gadgets, Housewarming & Goth Gifts, Dishwasher Safe (Bat, Plastic)",5026180029964,5060984121097,B0D5BDL8BT,7.505,7.505,0.0251845637583892,200,0.1452513966480447,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
604,LARGE RECTANGLE CLAW HAIR CLIP 2PC,"2pcs Square Medium hair claw clips for thick fine hair,Tortoise shell rectangle claw hair clips medium for women ladies",5050565768971,762409293963,B08G4SVFPQ,3.485,2.477,0.025071942446043098,100,0.39215686274509803,False,,2.0,BUNDLE (2x) - OK,EXCLUDED,WEAK,Weak evidence
605,ECO BAMBOO DISH BRUSH,"eplanita Natural Dish Brush, 3 Replacement Heads, Kitchen Eco Bamboo Scrubber Brushes, Extra Plant Sponge, Plastic Free Washing Up, Zero Waste Cleaning",50304811690067,5060670130181,B08688KYF6,3.88166666666666,3.88166666666666,0.025043010752688097,300,0.20930232558139536,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
606,AIR FRYER PAPER LINER  ROUND 20X4.5CM 50PCE,"Round Air Fryer Liners Disposable 100Pcs - Air Fryer Liners Round 8 inch for Ninja, Tefal and More - Disposable Round Parchment Paper Liners for Air Fryers | High-Temperature Resistant and Unbleached",6923456818682,604565842879,B0CHBGWTH9,4.105,4.105,0.025030487804878,400,0.2396694214876033,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
607,FRAMED ART - MANCHESTER UNITED OLD TRAFFORD 70CM X 30CM,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",5060899563036,nan,B0DN6BWS36,48.82625,48.82625,0.024924068402246,50,0.17391304347826086,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
608,"ISTANBUL SERVING BOWL 8""","Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169938148,702103825879,B0D8WL7Z3L,4.085,4.085,0.0249085365853658,100,0.18705035971223022,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
609,DEEP PLATE 8 INCH,"Wrova Unbreakable Plastic Plates Set of 8-8 Inch Reusable Deep Plates for Kitchen, Dishwasher & Microwave Safe, Kitchen Set for Snacks & Desserts (Vivid Mix)",6923456821194,nan,B0DXTHT5P7,3.61166666666666,-3.9483333333333404,0.0249080459770114,50,0.1724137931034483,False,,8.0,BUNDLE (8x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
610,WOODEN HANGERS 2 PACK,"Amazon Basics 20 Bar Wooden Tie Hanger & Belt Rack, 2-Pack, 16 cm, Natural",5055706681058,840095878654,B096W1VD2X,3.88166666666666,3.88166666666666,0.0248824786324786,50,0.4,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
611,QUEST EXPRESSO COFFEE EXPRESSO MACHINE WITH MILK FROTHER,Quest 36569 Espresso Coffee Machine With Milk Frother / 1.2L Water Tank and Drip Tray/Steam Ready and Temperature Indicator/For Ground Coffee Beans / 15 Bars of Pressure,5025301365790,nan,B0B3F548G7,33.6262499999999,33.6262499999999,0.0248347488921713,500,0.4088888888888889,False,QUEST,1.0,1:1 Match,HIGHLY_LIKELY,RECOMMENDED,-
612,BRIGHT & HOMELY TEALIGHT CANDLES 30 PACK 5 HOUR BURN TIME,"Unscented Tea Lights,8 Hour Burn Time (3.8cm D x 1.8cm H),Smoke-Free,Clean Bright Flame â€“ Long-Lasting Wax Tealight Candles, Ideal for Weddings,Home DÃ©cor,Aromatherapy (Pack of 100)",5050796010023,nan,B0DPXJL1B9,4.84125,0.9212499999999997,0.024826923076923003,50,0.29045643153526973,False,,3.3333333333333335,BUNDLE (3x) - OK,EXCLUDED,WEAK,Weak evidence
613,FESTIVE MAGIC SANT SLEIGH FELT BUCKET,Festive Childrens Holding DIY Sleigh - Large Xmas Home Decoration Ideal for Small Presents or Stocking Fillers - Kids Christmas Eve Box or Gift Bag,9333527629203,nan,B0DM9FNQ9R,4.84125,4.84125,0.024826923076923003,300,0.2608695652173913,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
614,GLASS MUG PLAIN CLEAR 15OZ,"ComSaf 300ml Glass Coffee Cups Set of 4, Clear Glass Coffee Cup with Big Handle, Borosilicate Glass Mug for Coffee Tea Milk Juice or Hot Cold Beverages, Crystal Drinking Glass for Birthday Party",5015302427887,nan,B0FFHDXQ5Q,4.98166666666666,-0.27433333333334,0.024784411276948498,100,0.14545454545454545,False,,4.0,BUNDLE (4x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
615,TWISTEE HAIR ROLLERS 5PK,"47pcs 7"" Hair Rollers Curlers,Bendy Foam Curler Rollers Flexi Curling Rods Heatless Curlers for Long,Short, Wave Hair Heatless Curls no Heat for Sleeping Overnight,Styling,Hair Salon,Gift",5056239472236,nan,B07BXZHYGK,3.435,-5.0322,0.0247122302158273,900,0.15165876777251186,False,,9.4,BUNDLE (9x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
616,OPAL ROUND DINNER PLATE 27CM WHITE,"Best House | 6 Pcs Opalware Dinner Plates Round | 10""/25.5 cm | Set of 6 Pcs | White | Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",6260573003134,nan,B0DR2XPS27,3.82166666666666,-2.17833333333334,0.0246559139784946,200,0.25925925925925924,False,,6.0,BUNDLE (6x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
617,MUNCH N CRUNCH CHICKEN & LIVER TRAINING TREATS 60g,"Pet Munchies Liver and Chicken Dog Training Treats, Grain Free Tasty Bites with Natural Real Meat, Low in Fat and High in Protein 50g (Pack of 8)",5053249257402,5060183830653,B00IG7QJZO,3.96833333333333,-4.93566666666667,0.024648033126294,200,0.358974358974359,False,,8.0,BUNDLE (8x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
618,KILNER 1LTR SQUARE CLIP TOP JAR (SP),6 x Kilner Clip Top Glass Storage Jar - Square 1 Litre,5010853075914,nan,B00L9YF7S6,8.49333333333333,8.49333333333333,0.024618357487922696,50,0.4666666666666667,False,KILNER,1.0,1:1 Match,HIGHLY_LIKELY,RECOMMENDED,-
619,CREATE IT POSTER PAINT BOTTLES,"Scola Readymix Water Based Tempera Paint, 6 Assorted Bright Colours, 600ml Bottles, Safe Non-Toxic Poster Paints, Craft Projects, Suitable for 3+",5055319599269,5017741011849,B003LVYN6M,3.415,3.415,0.024568345323741,600,0.29714285714285715,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
620,APOLLO SLATE PLACE MATS,Navaris Natural Slate Serving Plates - Set of 6 Slate Place Mat Serving Trays - Medium Rectangular Stone Table Mat Serving Platter Tiles - 30 x 20 cm,5026180012683,nan,B085LF2GYC,12.0104166666666,-14.1495833333334,0.024461133740665303,100,0.23255813953488372,False,,6.0,BUNDLE (6x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
621,APOLLO FOOD TONGS 31CM,"Hotec 12-Inch Stainless Steel Tongs, Multipurpose Tweezer Food Tongs Stainless Steel Steak Clip BBQ Long Tweezer Tongsg, Grilling and Baking, Cooking Tweezers Precision Serrated Tips, Set of 2",5026180085823,nan,B0B9M7N2YG,3.615,2.499,0.0244256756756756,500,0.14953271028037382,False,,2.0,BUNDLE (2x) - OK,EXCLUDED,WEAK,Weak evidence
622,PLASTIC CLEAR ROUND 6 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",615867839078,767461986853,B0F28RTFV4,4.46833333333333,-0.17566666666666997,0.024284420289855002,100,0.2583732057416268,False,,4.0,BUNDLE (4x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
623,PPS BAGASSE 50 FOOD BOX 1000ML,"Wireless Gaming Headset for PS5, PS4, PC, Switch, Mac, 2.4 GHz Wireless & 5.4 Bluetooth Gaming Headphones with Mic ENC Noise Cancelling, 50mm Drivers, 3D Stereo Sound, 50H Battery, Foldable",5030481985386,nan,B0FRFRH3SG,15.34625,15.34625,0.0242820411392405,100,0.1095890410958904,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
624,DIWALI DINNER PLATE GREY 25CM,"Music Theory Key Concepts Wheel, Guitar, Piano, Accelerated Learning Tool, Understand Chords, Scales, Keys - FAST! No Music Reading Needed. New for 2025.",883314714661,733968644107,B0DTBVMRSS,4.73166666666666,4.73166666666666,0.024264957264957202,50,0.16483516483516483,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
625,PPS PLASTIC DRINK SHOT 30 GLASSES 30ML,100 Plastic Shot Glasses - Multi Use Crystal Clear Hard Plastic Sampling Cups - 30ml - 1 oz,5030481960178,5060659230123,B07T68VD2Y,2.83833333333333,2.83833333333333,0.024259259259259203,300,0.40310077519379844,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
626,THE CHRISTMAS WORKSHOP 40 FAIRY LIGHTS  CLEAR,40M 800 LED Fairy Lights Outdoor Christmas Lights Plug in Clear Wire String Lights with Remote Timer 8 Modes Waterproof for Outside Garden Tree Yard Patio Party Wedding Decorations-Warm White,5025301757007,nan,B0FP2FYNHZ,9.31166666666666,9.31166666666666,0.0241861471861471,200,0.1864406779661017,False,FAIRY,1.0,1:1 Match,HIGHLY_LIKELY,RECOMMENDED,-
627,CLEAR GLASS CANDLE W/COLOUR 4ASSTD FRAG,"Glass Candle Cylinder Holders â€“ Set of 3 Pillar Candle Vases â€“ Assorted Heights for Home DÃ©cor, Weddings & Centerpieces â€“ Crystal Clear Glass Candle Jars â€“ M&W",5050565897763,5055884526547,B087BXLC3M,4.44833333333333,1.3523333333333296,0.024175724637681098,50,0.1932367149758454,False,,3.0,BUNDLE (3x) - OK,EXCLUDED,WEAK,Weak evidence
628,PPS FOIL PIE 4 PLATTERS ROUND,Bakery Direct 50 Round Aluminium foil Pie foils/Dishes in 4 Colours! (Red/Silver),5030481930089,5060309625736,B07JZ17JHL,2.935,2.935,0.0240573770491803,50,0.2727272727272727,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
629,COUNTRY CLUB POP-UP LAUNDRY HAMPER GEO DESIGN ASSORTED COLOURS,"Carpenters Squares Tool, Preciva Combination Square12 Inch/300mm, Stainstainless Steel Angle Ruler, Woodworking Toolkit L Shape (Carpenter Square)",5023674227363,791107827279,B09QXDZXCP,6.97,6.97,0.0238698630136986,100,0.08653846153846154,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
630,PRIMA WASHING UP 3 BRUSHES,"3 PCS Dish Brushes for Washing Up,Durable Bristle Long Handle Washing Up Brush Ideal for Deep Cleaning Kitchen and Sink Red Yellow Blue",5038673230030,nan,B0F4KRYKMZ,3.245,1.3010000000000002,0.023860294117647004,100,0.2857142857142857,False,,3.0,BUNDLE (3x) - OK,EXCLUDED,WEAK,Weak evidence
631,WHAM CRYSTAL 60LTR SMOKE BOX & LID,"Wham Crystal 5 x 60L Stackable Plastic Storage Boxes with Lids | Ideal for Home, Office, Toys & More | Large Boxes | Made in UK - Clear",5038135251504,5057604505252,B0B5TP5BRN,13.8099999999999,13.8099999999999,0.0238103448275862,50,0.3431952662721893,False,WHAM,1.0,1:1 Match,HIGHLY_LIKELY,RECOMMENDED,-
632,SOZALI ROUND CONTAINERS 220ML&450ML 2PCE SET,"[50 Pack 450ml - 16oz Round Stackable Plastic Food Container Set With Lids - Reusable, Leakproof, Dishwasher & Microwave Safe, BPA Free Meal Prep Containers",5055706699046,nan,B0B6WFK4ZK,3.78458333333333,-57.36741666666667,0.023802410901467497,500,0.22,False,,50.0,BUNDLE (50x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
633,KNEELING PAD ASSORTED  CY8400030,"Green Haven Super Comfy Thick Garden Kneeling Pad - Comfortable Kneeling Pads for Gardening, Outdoor, Work, Soft EVA Foam Padding Mat, Perfect Knee Pads, Premium Knee Cushion",8719987853647,nan,B09TV3QXYQ,3.78458333333333,3.78458333333333,0.023802410901467497,400,0.20388349514563106,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
634,LAV FAME WINE GLASS 40CL PK3,LAV 12x Clear 400ml Lal Red Wine Glasses - Large Glass White Rose Long Stem Cocktail Party Drinking Goblet Gift Set,8692952100840,5055512159437,B087RLGF1Y,8.11166666666666,8.11166666666666,0.0237878787878787,400,0.3356643356643357,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
635,DUNLOP FRONT & REAR LIGHT SET LED,DONYER POWER Convector Radiator Heater 2000W Room Heating with Adjustable Thermostat,8711252416793,nan,B0773HXND3,9.475,9.475,0.023746867167919697,500,0.2564102564102564,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
636,JAUNTY PARTWARE CONFETTI GIFT BAG BOTTLE PK2,"jijAcraft 30PCS White Organza Wine Bags: 37x16cm Organza Bottle Gift Bags with Drawstring for Wine Glasses, Flip Flops, Wedding, Party Favours",5056683919790,nan,B0CDPLLJNP,3.03833333333333,3.03833333333333,0.0237369791666666,50,0.2903225806451613,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
637,CASA & CASA SINK MAT CLEAR 41X33CM,"Top-spring Sink Mat, 2Pcs Kitchen Sink Protector Mat for Ceramic/Stainless Steel Sinks, Cut to Size Draining Mat 30 x 40cm (Clear)",5056295709499,nan,B0CCHPG9VB,4.76833333333333,4.76833333333333,0.0237230514096185,100,0.1951219512195122,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
638,AMTECH DRILL CHUCK ADAPTOR/KEY 3PC SET,"304 Ink Cartridge Remanufactured for HP 304 Black Ink Cartridge, 304XL Black for Envy 5020 5010 5030 5032 5000, DeskJet 3720 2600 2633 2632, 3733 2634 3760, 3750 3735 3762, 2630 2620 2622 (2-Pack)",5032759023806,nan,B08XX11X5N,10.12875,5.66475,0.023720725995316102,100,0.1794871794871795,False,,2.0,BUNDLE (2x) - OK,EXCLUDED,WEAK,Weak evidence
639,TIDYZ WHEELY BIN LINERS 5 BAGS 300L,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,5025364005824,5025762919174,B07MGLHMWY,2.76666666666666,2.76666666666666,0.0236467236467236,500,0.673469387755102,False,TIDYZ,1.0,1:1 Match,HIGHLY_LIKELY,RECOMMENDED,-
640,FOUR SEASONS PLASTIC 4 TONGS,"9â€ Kitchen Tongs, 4 Pcs Stainless Steel Tongs with Silicone Tips and Locking Clip, Non-Slip for Food, Cooking, BBQ, Serving, Salad, Ice, Heat Resistant Food Grade",5060082726712,nan,B0DGKMY6TP,3.095,3.095,0.0236259541984732,400,0.09375,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
641,ASHLEY SUCTION SOAP DISH,"TAILI Suction Soap Dish for Shower, Max Hold 3 KG Shower Soap Holder for Bathroom, Wall Mounted Sponge Tray, Drill-Free, Removable Bathtub Organizer, Waterproof, Plastic Sink Holder Suction Cup, White",5017403119524,nan,B07J5GHTY6,3.27625,3.27625,0.023570143884891998,400,0.008928571428571428,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
